Target_genes	Klf15|Average	SRX10012505|Liver	SRX10012506|Liver	STRING
Acox2	366.5	180	553	0
Trappc11	366.0	308	424	0
Rwdd4a	366.0	308	424	0
Ubc	364.0	296	432	0
Actr5	364.0	250	478	0
Zfp106	363.5	264	463	0
Snap23	363.5	264	463	0
Ngef	363.0	244	482	0
Neu2	363.0	244	482	0
Adora1	362.5	385	340	0
Pcnt	361.5	338	385	0
Paip2b	361.5	252	471	0
Kif16b	361.5	270	453	0
Rheb	361.0	245	477	0
Hps5	360.0	274	446	0
Gtf2h1	360.0	274	446	0
Ythdc1	359.5	277	442	0
Bcas3	359.5	291	428	0
Rps2	358.0	195	521	0
Rnf151	358.0	195	521	0
Pnpla8	358.0	221	495	0
Ndufb10	358.0	195	521	0
Sdhb	357.5	220	495	0
Nanos1	357.5	266	449	0
Sepsecs	357.0	319	395	0
Pi4k2a	357.0	256	458	0
Morn4	357.0	256	458	0
Hsd17b7	355.5	250	461	0
Atp6v1e1	355.5	240	471	0
Smc4	355.0	257	453	0
Ift80	355.0	257	453	0
Ascc3	354.0	253	455	0
Tuba1c	353.5	215	492	0
Ppp1r13b	353.5	205	502	0
Erlin2	353.5	190	517	0
Pon1	353.0	210	496	0
Tecpr1	351.5	273	430	0
Dnaja1	351.5	273	430	0
Tesk2	351.0	238	464	0
Osbp2	351.0	357	345	0
Nsmce4a	351.0	370	332	0
Mars2	350.5	324	377	0
Taf4	350.0	347	353	0
Gipc1	350.0	271	429	0
Cdkl2	349.5	236	463	0
Gm4981	349.0	318	380	0
Sp2	348.5	351	346	0
Smim14	348.5	224	473	0
Zfpl1	348.0	292	404	0
Tmem262	348.0	292	404	0
Cdca5	348.0	292	404	0
Tmem60	347.0	259	435	0
Phtf2	347.0	259	435	0
Kctd20	346.5	261	432	0
Tst	346.0	393	299	0
Mpst	346.0	393	299	0
Ctf1	346.0	307	385	0
Bcl7c	346.0	307	385	0
Armc2	345.5	219	472	0
Gne	345.0	273	417	0
Cdh2	345.0	298	392	0
Arhgap26	344.5	276	413	0
Arfgap2	344.5	301	388	0
Zbtb7c	344.0	281	407	0
Eif4ebp3	343.5	263	424	0
Dmgdh	343.5	247	440	0
Bhmt2	343.5	247	440	0
Nampt	342.5	244	441	0
Ncor2	342.0	400	284	0
Gm10509	342.0	241	443	0
Gabarapl1	342.0	167	517	0
Bcr	342.0	166	518	0
Ensa	341.5	298	385	0
Crip2	339.5	246	433	0
Cntrl	339.5	317	362	0
Rnf141	339.0	190	488	0
Ppm1a	339.0	278	400	0
Cdc37l1	339.0	224	454	0
Sesn2	338.5	223	454	0
Fchsd2	338.5	262	415	0
Skap2	338.0	244	432	0
Cox5a	338.0	221	455	0
Wdr78	337.5	227	448	0
Mier1	337.5	227	448	0
Pelp1	337.0	240	434	0
Fas	337.0	198	476	0
Chka	337.0	313	361	0
Ythdf2	336.5	259	414	0
Tpt1	336.5	320	353	0
Nrbp1	336.5	236	437	0
Ankrd28	336.0	263	409	0
Hivep2	335.5	242	429	0
Cdc25b	335.5	219	452	0
Tigar	334.5	219	450	0
Nrbf2	334.5	249	420	0
Atp6v0a2	334.5	240	429	0
Myd88	334.0	183	485	0
Jph1	334.0	224	444	0
Acaa1a	334.0	183	485	0
Zfp839	333.5	225	442	0
Oaz1	333.5	234	433	0
Gfod2	333.5	240	427	0
Bsdc1	333.5	247	420	0
Slc31a1	333.0	246	420	0
Imp4	333.0	271	395	0
Fkbp15	333.0	246	420	0
Ccdc115	333.0	271	395	0
Ankzf1	333.0	281	385	0
Map3k3	332.5	192	473	0
Hsdl1	332.5	229	436	0
Eci1	332.5	261	404	0
Dnaaf1	332.5	229	436	0
Sbf1	332.0	240	424	0
Mt1	331.5	259	404	0
Crot	331.5	187	476	0
Accs	331.0	210	452	0
Vamp3	330.0	242	418	0
Tent5c	330.0	209	451	0
Nudt2	330.0	217	443	0
N4bp2	330.0	249	411	0
Kif24	330.0	217	443	0
Rrp9	329.5	187	472	0
Rpl35	329.5	230	429	0
Parp3	329.5	187	472	0
Chpt1	329.5	232	427	0
Arpc5l	329.5	230	429	0
Osgin2	329.0	313	345	0
Epc1	328.5	210	447	0
Tsc1	328.0	215	441	0
Rps6ka2	328.0	250	406	0
Pth2	328.0	271	385	0
Gfy	328.0	271	385	0
Tubb5	327.5	213	442	0
Pxdc1	327.5	212	443	0
Mdc1	327.5	213	442	0
Ggnbp2	327.5	232	423	0
Ywhaq	326.5	191	462	0
Tmem165	326.5	179	474	0
Cgref1	326.0	339	313	0
Abhd1	326.0	339	313	0
Upb1	325.0	214	436	0
Parp6	324.5	181	468	0
Cys1	324.5	195	454	0
Tubb4b	324.0	181	467	0
Kcnc3	324.0	276	372	0
Zfat	323.5	270	377	0
Ubtd1	323.5	251	396	0
Sipa1l2	323.5	266	381	0
Mms19	323.5	251	396	0
Mdm1	323.5	219	428	0
Sdk1	323.0	240	406	0
Phb2	323.0	155	491	0
Emg1	323.0	155	491	0
Chac1	322.5	271	374	0
Sypl	322.0	247	397	0
Fem1c	322.0	232	412	0
Erc1	322.0	321	323	0
Washc1	320.5	153	488	0
Jade1	320.5	226	415	0
Cdc42bpb	320.5	209	432	0
Plin5	320.0	188	452	0
Lrg1	320.0	188	452	0
Mtfr1l	319.5	232	407	0
Cpm	319.5	240	399	0
Wdr5	319.0	292	346	0
Rps10	318.0	327	309	0
Irf8	318.0	267	369	0
Pa2g4	317.5	316	319	0
Cobll1	317.5	204	431	0
Agpat5	317.5	213	422	0
Stk25	317.0	196	438	0
Ppp1r3f	316.5	181	452	0
Rmdn1	316.0	187	445	0
Rhbdf2	316.0	178	454	0
Cpne3	316.0	187	445	0
Cdkn1a	316.0	271	361	0
Xpnpep1	315.5	214	417	0
Pim1	315.5	283	348	0
Hes1	315.5	232	399	0
Pgd	315.0	264	366	0
Syne3	314.5	244	385	0
Kpnb1	314.5	229	400	0
Cyp4f14	314.0	135	493	0
Ralb	313.5	301	326	0
Prnp	313.5	266	361	0
Prn	313.5	266	361	0
Zfp956	312.5	241	384	0
Ssbp3	312.5	289	336	0
Rora	312.0	231	393	0
Rhbdd2	312.0	334	290	0
Wdfy2	311.5	305	318	0
Usf3	311.5	234	389	0
Tcte2	311.5	214	409	0
B3gnt2	311.5	250	373	0
Afdn	311.5	214	409	0
Ppargc1b	310.5	240	381	0
Nxpe3	310.5	214	407	0
Ppp1r11	310.0	229	391	0
Aktip	309.5	203	416	0
Stau1	309.0	272	346	0
Scarf1	308.0	128	488	0
Rilp	308.0	128	488	0
Ptdss1	308.0	194	422	0
Mterf3	308.0	194	422	0
Bmp2k	308.0	230	386	0
Swi5	307.5	232	383	0
Son	307.5	270	345	0
Golga2	307.5	232	383	0
Gm36712	307.5	270	345	0
Gart	307.5	270	345	0
Usp43	307.0	162	452	0
Bhlhe40	307.0	279	335	0
Nid2	306.5	223	390	0
Pacs2	306.0	159	453	0
Mrpl2	306.0	267	345	0
Klc4	306.0	267	345	0
Glrx5	306.0	249	363	0
Cul7	306.0	267	345	0
Uqcrfs1	305.5	232	379	0
Sbf2	304.5	160	449	0
Homer2	304.5	279	330	0
Bik	304.5	238	371	0
Pde9a	303.0	210	396	0
Smg1	302.5	281	324	0
Sec23ip	302.5	227	378	0
Mcmbp	302.5	227	378	0
Tars	302.0	241	363	0
Spint2	302.0	211	393	0
Adnp2	302.0	221	383	0
Zscan25	300.5	200	401	0
Zbed4	300.5	190	411	0
Srrm1	300.5	187	414	0
Serpine1	300.5	159	442	0
Phlda1	300.0	263	337	0
Tnrc6b	299.5	213	386	0
Naa30	299.5	210	389	0
Idi1	299.5	231	368	0
Nr4a3	299.0	281	317	0
Mmaa	299.0	249	349	0
Syn3	298.5	171	426	0
Snx21	298.0	297	299	0
Per3	298.0	166	430	0
Dnajc21	297.5	286	309	0
Arfgef1	297.5	221	374	0
Pop5	297.0	190	404	0
Mrtfa	297.0	194	400	0
Lpgat1	297.0	227	367	0
Rgs12	296.5	144	449	0
Top3a	296.0	243	349	0
Smcr8	296.0	243	349	0
Ppp1r37	296.0	210	382	0
Golga3	296.0	240	352	0
Gm5820	296.0	219	373	0
Zbtb9	295.5	162	429	0
Tk1	295.0	273	317	0
Nr1d2	295.0	243	347	0
Gfus	295.0	190	400	0
Canx	295.0	214	376	0
Afmid	295.0	273	317	0
Cyth1	294.0	275	313	0
Cenpf	294.0	271	317	0
Cdkn2aip	294.0	207	381	0
Thap7	293.5	225	362	0
Rbm5	293.5	367	220	0
Hnrnpa0	293.5	275	312	0
Rtraf	292.5	210	375	0
Lyrm4	292.5	197	388	0
Fars2	292.5	197	388	0
Purb	292.0	215	369	0
Map7d1	292.0	252	332	0
Etfbkmt	292.0	256	328	0
Dad1	291.0	236	346	0
Abhd4	291.0	236	346	0
Zmynd10	290.5	182	399	0
Ttll9	290.5	240	341	0
Sema4c	290.5	219	362	0
Rassf1	290.5	182	399	0
Otud4	290.5	137	444	0
Nprl2	290.5	182	399	0
Cyb561d2	290.5	182	399	0
Aprt	290.5	292	289	0
Anxa6	290.5	240	341	0
Smarcd1	290.0	240	340	0
Nnmt	289.5	246	333	0
Gga1	289.5	260	319	0
Cgrrf1	289.5	153	426	0
2610507B11Rik	289.5	227	352	0
Sdsl	289.0	206	372	0
Sds	289.0	206	372	0
Efhd2	289.0	214	364	0
Arhgap35	289.0	251	327	0
Camk2n1	288.5	267	310	0
2900026A02Rik	288.5	201	376	0
Rnf138	288.0	196	380	0
Ndrg1	288.0	209	367	0
Foxo3	288.0	255	321	0
Nsun6	287.5	211	364	0
Ctdsp2	287.5	286	289	0
Arl5b	287.5	211	364	0
Smpd4	287.0	190	384	0
Triobp	286.0	223	349	0
Rala	286.0	206	366	0
Rab35	285.5	240	331	0
Nolc1	285.5	292	279	0
Limk2	285.5	219	352	0
Dhx15	285.5	207	364	0
Piga	285.0	250	320	0
Myh10	284.5	176	393	0
Kifap3	284.5	220	349	0
Jak2	284.5	284	285	0
Gtf3c4	284.5	228	341	0
Ddx31	284.5	228	341	0
Atxn2l	284.5	268	301	0
Ing5	284.0	197	371	0
Gtf2ird2	284.0	177	391	0
Fetub	284.0	199	369	0
Dtymk	284.0	197	371	0
Dbp	284.0	191	377	0
Car11	284.0	191	377	0
Pramel12	283.5	196	371	0
Myl4	283.5	275	292	0
Eefsec	283.5	188	379	0
Cdc27	283.5	275	292	0
Il1rap	283.0	259	307	0
Haao	283.0	200	366	0
Agpat2	283.0	222	344	0
Api5	282.5	213	352	0
Txnip	281.5	144	419	0
Pdk1	281.5	207	356	0
Tmem19	281.0	251	311	0
Dcbld2	281.0	238	324	0
Ctdsp1	280.5	178	383	0
Tprkb	280.0	184	376	0
Nat8f1	280.0	184	376	0
Med20	280.0	260	300	0
Gm20517	280.0	260	300	0
Fermt2	280.0	282	278	0
Bysl	280.0	260	300	0
Atf3	280.0	253	307	0
2310011J03Rik	280.0	157	403	0
Ska2	279.5	234	325	0
Prr11	279.5	234	325	0
Diablo	279.5	255	304	0
Pgm1	279.0	276	282	0
Taok3	278.5	147	410	0
Suds3	278.5	147	410	0
Lipe	278.5	163	394	0
Kmt5a	278.5	182	375	0
Tmem50a	278.0	198	358	0
Tlcd4	278.0	237	319	0
Herc2	278.0	207	349	0
Ccnt2	278.0	306	250	0
Mprip	277.5	220	335	0
Mief2	277.5	244	311	0
Idh2	277.5	214	341	0
Flii	277.5	244	311	0
Ublcp1	277.0	162	392	0
Tmem250-ps	277.0	190	364	0
Notch2	276.5	200	353	0
Hacl1	276.5	221	332	0
Dag1	276.5	282	271	0
Btd	276.5	221	332	0
Cmtm6	276.0	240	312	0
Tbc1d2	275.5	203	348	0
Hspa1b	275.5	128	423	0
Appbp2	275.5	212	339	0
Tmub1	275.0	228	322	0
Fastk	275.0	228	322	0
Agap3	275.0	228	322	0
Adprh	275.0	234	316	0
Phf23	274.5	182	367	0
Gabarap	274.5	182	367	0
Dvl2	274.5	182	367	0
Epop	274.0	181	367	0
Cdkn1c	273.5	181	366	0
Zbtb44	273.0	181	365	0
Zbtb14	273.0	215	331	0
Nr2c2	273.0	172	374	0
F3	273.0	181	365	0
Usp2	272.5	184	361	0
Serpina1b	272.5	230	315	0
Erlin1	272.5	223	322	0
Wdr53	271.5	210	333	0
Stap2	271.5	252	291	0
Mpnd	271.5	252	291	0
Fbxo45	271.5	210	333	0
Usp32	271.0	224	318	0
Slc30a9	271.0	285	257	0
Setx	271.0	191	351	0
Rmnd1	271.0	126	416	0
Mafk	271.0	247	295	0
Hps6	271.0	208	334	0
Fzd7	271.0	121	421	0
Armt1	271.0	126	416	0
Armh3	271.0	208	334	0
Stk38	270.5	216	325	0
St3gal5	270.5	162	379	0
Sf3a2	270.5	153	388	0
Rabep2	270.5	162	379	0
Plekhj1	270.5	153	388	0
Phkg2	270.5	206	335	0
Med6	270.5	192	349	0
Akap1	270.0	188	352	0
Macir	269.0	247	291	0
Ddx42	269.0	210	328	0
Ccdc47	269.0	210	328	0
Bbc3	269.0	208	330	0
Tfrc	268.5	206	331	0
Rad21	268.5	194	343	0
Gle1	268.0	171	365	0
Nfx1	267.5	244	291	0
Rpl3l	267.0	225	309	0
Msrb1	267.0	225	309	0
Lancl2	267.0	291	243	0
Zfp326	266.5	196	337	0
Slc25a25	266.5	222	311	0
Mafg	266.5	253	280	0
Lmbrd1	266.5	181	352	0
Edem1	266.5	234	299	0
Pdlim5	266.0	188	344	0
Mbd6	266.0	270	262	0
Ddit3	266.0	270	262	0
Zbtb18	265.5	242	289	0
Utp25	265.5	159	372	0
Lemd2	265.5	218	313	0
Bclaf1	265.5	168	363	0
Trib1	265.0	254	276	0
Fasn	265.0	229	301	0
Zcchc2	264.5	133	396	0
Pabpc1	264.5	237	292	0
Zc3h12a	264.0	143	385	0
Clec2d	264.0	187	341	0
Ero1b	263.0	285	241	0
Pkn2	262.5	195	330	0
Cenpm	262.5	162	363	0
Tuba4a	262.0	154	370	0
Ssb	262.0	261	263	0
Pofut1	262.0	210	314	0
Plagl2	262.0	210	314	0
Get4	262.0	152	372	0
Ankrd40	262.0	169	355	0
A630095N17Rik	262.0	154	370	0
Ube3b	261.5	219	304	0
Kctd10	261.5	219	304	0
Fam174c	261.5	239	284	0
Cirbp	261.5	239	284	0
Tent4a	261.0	182	340	0
Ptp4a1	261.0	187	335	0
Ndufb6	261.0	190	332	0
Fam107b	261.0	217	305	0
Imp3	260.5	175	346	0
Gm34653	260.5	222	299	0
Fbxw2	260.5	222	299	0
Zfand2a	260.0	250	270	0
Card19	260.0	181	339	0
Rab22a	259.5	223	296	0
Atrnl1	259.5	192	327	0
Lonp2	259.0	185	333	0
Aldh1b1	259.0	229	289	0
Slc25a1	258.5	203	314	0
Serpinb6a	258.5	260	257	0
Ripk1	258.5	260	257	0
Picalm	258.5	177	340	0
Herpud2	258.5	133	384	0
Tmem189	258.0	143	373	0
Slc25a39	258.0	173	343	0
Plpbp	258.0	191	325	0
Nrn1l	258.0	153	363	0
Stag1	257.5	149	366	0
Pip4k2b	257.5	203	312	0
Oaf	257.5	229	286	0
Exo5	257.5	128	387	0
Lbhd1	257.0	162	352	0
Ints5	257.0	162	352	0
Fam8a1	257.0	200	314	0
Elovl3	257.0	204	310	0
1810009A15Rik	257.0	162	352	0
Csnk1g2	256.5	171	342	0
Maco1	256.0	171	341	0
Tspan31	255.5	203	308	0
Pcif1	255.5	198	313	0
Cecr2	255.5	189	322	0
Tor1aip2	255.0	245	265	0
Tor1aip1	255.0	245	265	0
Nrbp2	254.5	125	384	0
Epas1	254.5	229	280	0
Tjp3	254.0	139	369	0
Pip5k1c	254.0	139	369	0
Naa35	254.0	159	349	0
Fbxw7	254.0	203	305	0
Riox1	253.5	254	253	0
Uroc1	253.0	184	322	0
Nup50	253.0	183	323	0
Spen	252.5	150	355	0
Hsp90ab1	252.5	210	295	0
Upp2	252.0	207	297	0
Tgfa	252.0	285	219	0
Sgo1	252.0	153	351	0
Rnf24	252.0	160	344	0
Ppfibp1	252.0	219	285	0
Srsf10	251.5	109	394	0
Plscr3	251.5	144	359	0
Enpp1	251.5	204	299	0
Tmed7	251.0	231	271	0
Jund	251.0	221	281	0
Iqcn	251.0	221	281	0
Eif1a	251.0	231	271	0
Septin7	250.5	206	295	0
Csk	250.5	183	318	0
Vps37b	250.0	173	327	0
Tprgl	250.0	126	374	0
Skil	249.5	181	318	0
Zfp213	249.0	229	269	0
Spata2l	249.0	135	363	0
Slc22a18	249.0	164	334	0
Tspan12	248.5	185	312	0
Sf3b2	248.5	135	362	0
Hadhb	248.5	110	387	0
Hadha	248.5	110	387	0
Gcsh	248.5	218	279	0
Gal3st3	248.5	135	362	0
Cpd	248.5	159	338	0
Aebp2	248.5	200	297	0
Uhrf2	247.5	170	325	0
Pck1	247.0	224	270	0
Ndufa5	247.0	256	238	0
Lzts1	247.0	153	341	0
B4galt5	247.0	210	284	0
Asb15	247.0	256	238	0
Seh1l	246.0	183	309	0
Mlec	246.0	203	289	0
Mcm7	246.0	185	307	0
Hpn	246.0	153	339	0
Cyp3a25	246.0	206	286	0
Ap4m1	246.0	185	307	0
Otud7b	245.5	144	347	0
Acly	245.5	235	256	0
Abcb4	245.5	187	304	0
Uros	245.0	170	320	0
Snrpd2	245.0	153	337	0
Serpina1c	245.0	209	281	0
Qpctl	245.0	153	337	0
Pten	245.0	246	244	0
Bccip	245.0	170	320	0
Asxl1	245.0	163	327	0
Rwdd3	244.5	170	319	0
Ddit4	244.5	200	289	0
Cc2d1b	244.5	200	289	0
Xpot	244.0	228	260	0
Txn2	244.0	101	387	0
Rap2a	244.0	198	290	0
Ikbkb	244.0	199	289	0
Map3k21	243.5	177	310	0
Trim37	243.0	137	349	0
Mt2	243.0	183	303	0
Larp1b	243.0	112	374	0
Irs1	243.0	188	298	0
Eif5a	243.0	150	336	0
Egr1	243.0	250	236	0
Dnmbp	243.0	181	305	0
Pkm	242.5	181	304	0
Ift172	242.5	200	285	0
Fndc4	242.5	200	285	0
Pak4	242.0	189	295	0
Gpr19	242.0	144	340	0
Ablim1	242.0	144	340	0
Slc6a9	241.5	210	273	0
Srebf2	241.0	166	316	0
Slc25a40	241.0	131	351	0
Mgat1	241.0	174	308	0
Gpd2	241.0	209	273	0
Dbf4	241.0	131	351	0
Tmem41b	240.5	226	255	0
Rpusd1	240.5	171	310	0
Isg15	240.5	0	481	0
Chtf18	240.5	171	310	0
Unc50	240.0	219	261	0
Tcf4	240.0	191	289	0
Dpy19l4	240.0	162	318	0
Coa5	240.0	219	261	0
Chmp1b	239.5	200	279	0
Cebpb	239.5	182	297	0
Agbl5	239.5	218	261	0
Ttc36	239.0	170	308	0
Tmem217	239.0	219	259	0
Tbc1d22b	239.0	219	259	0
Spata1	239.0	190	288	0
Rev3l	239.0	193	285	0
Gng5	239.0	190	288	0
Fbrs	239.0	214	264	0
Homer1	238.5	147	330	0
Fam13b	238.5	119	358	0
Slc18a1	237.5	127	348	0
Rp9	237.5	160	315	0
Mbd3	237.5	204	271	0
Atp6v1b2	237.5	127	348	0
Slc15a4	237.0	181	293	0
Pcgf5	237.0	155	319	0
Fam193a	237.0	169	305	0
Baiap2l1	237.0	217	257	0
Rab4b	236.5	172	301	0
Mia	236.5	172	301	0
Pla2g6	236.0	149	323	0
Ficd	236.0	162	310	0
Aacs	236.0	109	363	0
Zmym5	235.5	201	270	0
Dcakd	235.5	227	244	0
Ubxn1	235.0	168	302	0
Irx3	235.0	242	228	0
Gsta4	235.0	250	220	0
Brpf1	235.0	212	258	0
Abcb1b	234.5	190	279	0
Zbtb37	234.0	164	304	0
Msh6	234.0	142	326	0
Hnrnpa3	234.0	193	275	0
Dlg3	234.0	229	239	0
Atp8b1	234.0	152	316	0
Irf2bpl	233.5	148	319	0
Swap70	233.0	171	295	0
Sema4g	233.0	232	234	0
Odf2	233.0	154	312	0
Kcmf1	233.0	202	264	0
Phkb	232.5	140	325	0
Mob4	232.5	159	306	0
Itfg1	232.5	140	325	0
Ints13	232.0	113	351	0
Fgfr1op2	232.0	113	351	0
Dynlt1b	232.0	201	263	0
Wasf2	231.5	170	293	0
Tarbp2	231.5	173	290	0
Rap1a	231.5	119	344	0
Ptov1	231.5	157	306	0
Map3k12	231.5	173	290	0
Zbtb7b	231.0	168	294	0
Taf8	231.0	217	245	0
Shpk	231.0	177	285	0
Rnf38	231.0	140	322	0
Prkaa2	231.0	235	227	0
Ctns	231.0	177	285	0
Litaf	230.5	193	268	0
Irs2	230.5	113	348	0
Wdpcp	230.0	182	278	0
Mpv17l	230.0	153	307	0
Mdh1	230.0	182	278	0
Lrp1	230.0	184	276	0
Hmgn1	230.0	99	361	0
Elavl1	230.0	163	297	0
Akap7	230.0	183	277	0
Zfp267	229.5	200	259	0
Lrp6	229.5	181	278	0
Lnpep	229.5	214	245	0
H2az2	229.5	121	338	0
Gpt2	229.5	183	276	0
Ehd1	229.5	162	297	0
Tfcp2l1	229.0	229	229	0
Rsph3a	229.0	220	238	0
Gclm	229.0	136	322	0
Atp2b1	229.0	219	239	0
Rhobtb1	228.5	208	249	0
Ncapg	228.5	230	227	0
Dolpp1	228.5	168	289	0
A930033H14Rik	228.5	208	249	0
Zyg11a	228.0	135	321	0
Tmem263	228.0	208	248	0
Prrc2a	228.0	178	278	0
Nrg4	228.0	162	294	0
Fhl4	228.0	208	248	0
Btbd2	228.0	162	294	0
Zcwpw2	227.5	105	350	0
Azi2	227.5	105	350	0
Plin4	227.0	200	254	0
Got2	227.0	172	282	0
D3Ertd751e	227.0	152	302	0
Ypel2	226.5	262	191	0
Rcor3	226.5	183	270	0
Slain2	226.0	116	336	0
Banp	226.0	156	296	0
Sirt3	225.5	234	217	0
Psmd13	225.5	234	217	0
Capn5	225.5	162	289	0
Bcl9l	225.5	197	254	0
Zfp277	225.0	176	274	0
Rictor	225.0	130	320	0
Qdpr	225.0	166	284	0
Kank2	225.0	109	341	0
Itprid2	225.0	196	254	0
Gfod1	225.0	158	292	0
Dock4	225.0	176	274	0
Dnlz	225.0	171	279	0
Clrn2	225.0	166	284	0
Usp39	224.5	144	305	0
Rhebl1	224.5	210	239	0
Mtus1	224.5	182	267	0
Med26	224.5	210	239	0
0610030E20Rik	224.5	144	305	0
Slx1b	224.0	189	259	0
Nop9	224.0	160	288	0
Mesd	224.0	137	311	0
Dhrs1	224.0	160	288	0
Bola2	224.0	189	259	0
Prkcz	223.5	118	329	0
Ing1	223.5	226	221	0
Chd1	223.5	199	248	0
Bcl9	223.5	171	276	0
Tcaim	223.0	162	284	0
Scrib	223.0	126	320	0
Gtdc1	223.0	229	217	0
Sh3d21	222.5	135	310	0
Rest	222.5	181	264	0
Etf1	222.5	200	245	0
Arhgap29	222.5	162	283	0
Apoe	222.5	214	231	0
Angptl8	222.5	208	237	0
Wdr19	222.0	146	298	0
Tsr1	222.0	113	331	0
Sgsm2	222.0	113	331	0
Eif4ebp1	222.0	104	340	0
Trmt6	221.5	133	310	0
Nab2	221.5	163	280	0
Mycbp2	221.5	176	267	0
Mcm8	221.5	133	310	0
Fam102a	221.5	169	274	0
Plec	221.0	146	296	0
Osbpl2	221.0	220	222	0
Nacc2	221.0	190	252	0
Mettl23	221.0	162	280	0
Smarce1	220.5	118	323	0
Lman1	220.5	139	302	0
Dennd2c	220.5	162	279	0
Cisd2	220.5	149	292	0
Sfn	220.0	181	259	0
Nr1d1	220.0	145	295	0
Mapkap1	220.0	162	278	0
Dglucy	220.0	190	250	0
Zfp655	219.5	190	249	0
Nedd4l	219.5	141	298	0
Hnrnpul1	219.5	101	338	0
Ddx5	219.5	146	293	0
Cep95	219.5	146	293	0
Cep126	219.5	171	268	0
Arl2	219.5	200	239	0
Arhgap33	219.5	210	229	0
Serping1	219.0	210	228	0
Mrpl15	219.0	0	438	0
Etnk2	219.0	192	246	0
Ubfd1	218.5	190	247	0
Prkn	218.5	190	247	0
Pacrg	218.5	190	247	0
Ears2	218.5	190	247	0
Ube2g1	218.0	145	291	0
Tatdn2	217.5	172	263	0
Cdk5r1	217.5	135	300	0
Foxo6	217.0	135	299	0
Cln8	216.5	180	253	0
Zfp91	216.0	202	230	0
Retreg1	216.0	197	235	0
Nhlrc2	216.0	141	291	0
Mbd2	216.0	155	277	0
Lpxn	216.0	202	230	0
Gnb1	216.0	153	279	0
Dclre1a	216.0	141	291	0
Ubiad1	215.0	141	289	0
Tmem125	215.0	195	235	0
Thap4	215.0	179	251	0
Sar1a	215.0	269	161	0
Psmg1	215.0	162	268	0
Nr1i3	215.0	0	430	0
Mtor	215.0	141	289	0
Cisd3	215.0	210	220	0
Atg4b	215.0	179	251	0
Elf2	214.5	245	184	0
Ddx50	214.5	193	236	0
Harbi1	214.0	198	230	0
Chrac1	214.0	171	257	0
Atg13	214.0	198	230	0
Psmc2	213.0	162	264	0
Dnajc2	213.0	162	264	0
Cdyl	213.0	196	230	0
Gpatch8	212.5	140	285	0
Ehbp1	212.0	77	347	0
Dyrk1b	212.0	142	282	0
Tcirg1	211.5	144	279	0
Tcea3	211.0	152	270	0
Naglu	211.0	181	241	0
Inpp4a	211.0	128	294	0
Gtf2f1	211.0	144	278	0
Zmym2	210.5	136	285	0
Lrrc24	210.5	181	240	0
Gpr152	210.5	162	259	0
Cabp4	210.5	162	259	0
C030006K11Rik	210.5	181	240	0
Exph5	210.0	181	239	0
Cfl2	210.0	126	294	0
Cep85	210.0	210	210	0
Cat	210.0	161	259	0
Tmcc1	209.5	175	244	0
Rmnd5a	209.5	180	239	0
Otulin	209.5	132	287	0
Hook1	209.5	135	284	0
Gnaq	209.5	174	245	0
Eif2s1	209.5	134	285	0
Atp6v1d	209.5	134	285	0
Asb7	209.5	182	237	0
Rfx1	209.0	208	210	0
Srr	208.5	118	299	0
Smg6	208.5	118	299	0
Phf20l1	208.5	126	291	0
LOC114841036	208.5	175	242	0
Fkbp2	208.5	175	242	0
Zfp865	208.0	154	262	0
Zfp524	208.0	154	262	0
Trib3	208.0	153	263	0
Tmem94	208.0	170	246	0
Fiz1	208.0	154	262	0
Bmpr2	208.0	118	298	0
Sqor	207.5	176	239	0
Pcgf1	207.5	162	253	0
Tpm4	206.5	148	265	0
Sulf2	206.5	190	223	0
Rnf166	206.5	144	269	0
Psmb10	206.5	144	269	0
Pnkp	206.5	164	249	0
Lcat	206.5	144	269	0
Gigyf2	206.5	187	226	0
Ctu2	206.5	144	269	0
Csnk1a1	206.5	154	259	0
Colgalt1	206.5	144	269	0
Akt1s1	206.5	164	249	0
Tbrg4	206.0	162	250	0
Ncoa4	206.0	133	279	0
Lsm10	206.0	153	259	0
Frg2f1	206.0	109	303	0
Foxj3	206.0	109	303	0
Plekhg5	205.0	171	239	0
Ncam2	205.0	144	266	0
Gm6712	205.0	131	279	0
Fat4	205.0	190	220	0
Dock9	205.0	100	310	0
Cluh	205.0	201	209	0
9230019H11Rik	205.0	161	249	0
Sltm	204.5	136	273	0
Cpped1	204.0	138	270	0
Snx1	203.5	149	258	0
Naxe	203.5	138	269	0
Decr1	203.5	135	272	0
Ciao2a	203.5	149	258	0
Wbp4	203.0	152	254	0
Sdc1	203.0	124	282	0
Ndel1	203.0	164	242	0
Elf1	203.0	152	254	0
Dgcr6	203.0	0	406	0
Pogk	202.5	138	267	0
Pi4k2b	202.5	162	243	0
Map3k7	202.5	189	216	0
BC028528	202.5	193	212	0
Aph1a	202.5	193	212	0
Znhit2	202.0	120	284	0
Zdhhc12	202.0	135	269	0
Pomp	202.0	135	269	0
Mrpl49	202.0	120	284	0
Fau	202.0	120	284	0
Yy1	201.5	162	241	0
Plag1	201.5	166	237	0
Cnnm4	201.5	153	250	0
Usp34	201.0	101	301	0
Tax1bp3	201.0	159	243	0
Emc6	201.0	159	243	0
Cdkn3	201.0	161	241	0
Ppl	200.5	166	235	0
