Target_genes	Dbp|Average	DRX178619|Liver	DRX178621|Liver	DRX178627|Liver	DRX178629|Liver	STRING
Paxx	651.75	454	351	473	1329	0
Clic3	651.75	454	351	473	1329	0
Gm2a	651.5	791	482	339	994	0
Naa60	650.25	232	0	288	2081	0
Sos2	649.75	741	585	403	870	0
Gramd1b	649.5	634	455	299	1210	0
Cnot1	648.75	546	255	343	1451	0
Cdca7	648.25	369	215	396	1613	0
Arsg	648.0	662	443	436	1051	0
Hagh	647.75	780	506	534	771	0
Fahd1	647.75	780	506	534	771	0
Chd1l	647.25	575	465	599	950	0
Ubc	644.25	513	198	296	1570	0
Sema4b	644.25	782	499	366	930	0
Mfhas1	642.75	428	214	261	1668	0
Banp	642.75	674	274	271	1352	0
Usp11	642.0	432	0	0	2136	0
Ubp1	642.0	812	449	302	1005	0
Egr1	641.5	621	402	543	1000	0
Trp63	641.0	752	385	505	922	0
Agmo	640.75	762	486	461	854	0
Ubr5	640.25	702	474	424	961	0
Topors	639.75	301	0	222	2036	0
Smim27	639.75	301	0	222	2036	0
H4c4	639.25	828	644	238	847	0
H2bc6	639.25	828	644	238	847	0
Dhrs7	639.0	548	298	558	1152	0
Pnpla8	638.25	633	346	379	1195	0
Xpo7	638.0	823	454	399	876	0
Slc17a2	637.0	714	451	477	906	0
Sf3b2	635.0	507	179	151	1703	0
Gal3st3	635.0	507	179	151	1703	0
Scd2	634.5	501	458	375	1204	0
Nfat5	634.5	848	444	359	887	0
Itih1	634.25	643	457	408	1029	0
Ephx2	634.25	1031	383	218	905	0
Ahctf1	633.25	927	438	437	731	0
Pfdn2	631.75	714	438	525	850	0
Nit1	631.75	714	438	525	850	0
Olfr1033	631.25	669	425	554	877	0
Ctnnbip1	630.75	541	305	549	1128	0
Bbs10	629.0	773	608	386	749	0
Ntf3	628.75	703	407	385	1020	0
Map2k7	627.5	301	218	0	1991	0
Ldhal6b	627.25	691	327	404	1087	0
Gstp3	627.25	641	299	591	978	0
Ergic2	627.0	821	713	159	815	0
Coa6	625.5	678	331	500	993	0
Itga1	624.75	700	459	468	872	0
Cyp4b1	624.75	585	371	401	1142	0
Apon	624.25	1027	487	202	781	0
Hspa2	623.25	214	305	0	1974	0
Trpm7	622.25	882	472	287	848	0
Slc17a1	621.25	974	505	374	632	0
Cdk18	621.0	604	465	390	1025	0
Dlg3	619.75	273	140	207	1859	0
Znfx1	619.5	484	543	430	1021	0
Wasf1	619.25	525	456	349	1147	0
Cdc40	619.25	525	456	349	1147	0
Hibch	619.0	701	565	315	895	0
Gsr	618.0	576	467	428	1001	0
Tmem211	617.5	660	468	390	952	0
2900026A02Rik	617.5	660	468	390	952	0
Nfam1	617.0	743	493	224	1008	0
Cald1	616.5	832	574	362	698	0
Rpl12	616.25	712	440	303	1010	0
Lrsam1	616.25	712	440	303	1010	0
Dgat1	616.25	361	370	412	1322	0
Dph5	614.75	539	414	343	1163	0
Gm20346	614.5	685	346	381	1046	0
Anp32a	614.5	685	346	381	1046	0
Dmac1	613.25	653	202	266	1332	0
Mrps25	612.75	203	177	314	1757	0
AI182371	612.5	598	530	443	879	0
Tmco6	611.25	473	0	181	1791	0
Col18a1	611.0	643	381	400	1020	0
Men1	610.0	306	313	0	1821	0
Slc20a1	608.75	195	211	346	1683	0
Aldh1l1	608.25	683	445	436	869	0
Rasa1	607.75	592	630	383	826	0
Cstf3	607.75	790	543	304	794	0
Rdh16	605.25	799	383	326	913	0
Pim2	605.0	358	0	0	2062	0
Uvrag	604.75	922	356	397	744	0
Ranbp9	604.0	820	506	378	712	0
Mfn2	603.75	967	373	283	792	0
Ap5s1	603.75	599	178	187	1451	0
Gsta2	603.25	717	562	325	809	0
Adh4	602.5	529	537	440	904	0
Mid1ip1	601.5	388	372	207	1439	0
Etnk2	601.0	727	424	455	798	0
Pon1	600.75	732	371	411	889	0
Mapk6	600.75	331	0	183	1889	0
Cd1d1	600.75	753	404	343	903	0
Smim10l1	600.0	776	476	322	826	0
Trib1	599.75	448	477	242	1232	0
Srsf10	599.5	662	391	457	888	0
Gtf2i	599.25	779	388	413	817	0
Uvssa	598.75	419	158	224	1594	0
Bdnf	598.0	771	460	361	800	0
Pdcl3	597.5	543	215	386	1246	0
Ddhd2	597.0	863	535	301	689	0
AW549877	596.75	246	0	189	1952	0
Klf3	596.5	708	407	313	958	0
Fam89a	595.75	603	358	402	1020	0
Itih2	594.75	609	508	440	822	0
Abhd18	594.75	536	587	363	893	0
St7	594.5	777	511	245	845	0
Ythdf2	594.0	822	432	224	898	0
Rfc4	594.0	722	458	330	866	0
Slc40a1	593.75	829	492	381	673	0
Serpina1d	593.25	606	381	381	1005	0
Sfmbt1	592.0	640	469	280	979	0
Slc22a30	591.75	583	719	362	703	0
Wdr90	591.25	510	158	189	1508	0
Trmt10b	591.0	389	343	428	1204	0
Ngef	590.75	656	323	485	899	0
Asgr1	590.0	523	424	327	1086	0
Ccnt1	589.75	531	284	364	1180	0
4930415O20Rik	589.75	531	284	364	1180	0
Zfp975	589.25	621	227	315	1194	0
Entpd8	588.25	523	491	474	865	0
Rpe	588.0	908	375	410	659	0
Zfp317	587.75	560	516	363	912	0
Alb	587.0	486	465	470	927	0
Oxsm	586.0	482	563	379	920	0
Tmem63a	585.75	326	160	255	1602	0
Raf1	585.5	627	325	477	913	0
Tmcc3	584.75	586	407	427	919	0
Ier2	584.75	570	0	120	1649	0
Haspin	583.5	766	305	310	953	0
Frs2	582.0	676	377	395	880	0
Ankrd11	582.0	223	149	268	1688	0
Snx10	581.75	706	427	445	749	0
Ap1m1	581.0	571	409	466	878	0
Mdm2	580.75	659	518	427	719	0
Shld1	580.25	627	369	360	965	0
Dpy30	580.0	812	368	324	816	0
Ube2e2	579.75	461	220	0	1638	0
Wbp2	579.25	713	474	475	655	0
Jade1	579.25	464	194	177	1482	0
Gm17359	579.25	750	339	361	867	0
Kansl1l	578.5	568	509	413	824	0
Aldh1a1	577.5	670	464	448	728	0
Itga2b	576.25	303	293	446	1263	0
Ces4a	576.25	493	467	314	1031	0
Pard3	576.0	692	438	403	771	0
Dnajb4	576.0	554	598	339	813	0
Oard1	575.75	294	264	181	1564	0
Nfya	575.75	294	264	181	1564	0
Krt18	575.75	533	0	152	1618	0
Ifitm2	574.25	697	370	287	943	0
Fbxo30	574.0	219	0	201	1876	0
Letmd1	573.25	631	500	411	751	0
Dlg4	573.25	532	541	271	949	0
Tox	572.0	768	389	538	593	0
Swi5	571.5	570	243	340	1133	0
Dhx33	571.5	627	274	197	1188	0
Serpinc1	571.25	815	377	225	868	0
Cyp17a1	571.25	700	336	296	953	0
Rnf14	571.0	839	342	414	689	0
Nat8	571.0	589	334	449	912	0
Lsm14a	570.5	525	325	346	1086	0
Slc39a4	569.75	503	195	246	1335	0
Pcnx	569.0	803	338	400	735	0
Igf2	568.75	651	759	261	604	0
Abhd17c	568.75	682	396	362	835	0
Tnpo1	568.25	587	515	316	855	0
Edrf1	568.25	611	312	372	978	0
Mga	568.0	573	566	305	828	0
Il1f9	568.0	512	330	417	1013	0
Crocc	568.0	434	193	0	1645	0
Ugt2b1	567.75	645	539	400	687	0
Pkp4	566.75	887	299	308	773	0
Ccdc148	566.75	887	299	308	773	0
Lrrc58	565.25	766	388	347	760	0
Gm36028	565.25	766	388	347	760	0
Txndc11	563.75	554	541	311	849	0
Shroom1	562.75	684	413	250	904	0
Nr1h4	562.0	829	322	382	715	0
Dera	561.75	597	356	368	926	0
Tmtc4	560.75	628	409	451	755	0
Erc1	560.25	725	394	408	714	0
Ccdc171	559.75	689	381	290	879	0
Prrc2b	559.5	568	501	309	860	0
Acp6	559.0	452	280	319	1185	0
9530068E07Rik	558.25	552	590	340	751	0
Zfp36	558.0	539	194	321	1178	0
Elk4	558.0	635	484	322	791	0
Kdm6b	557.75	603	362	341	925	0
Tspan10	557.5	670	397	468	695	0
Nploc4	557.5	670	397	468	695	0
L3hypdh	557.5	324	114	159	1633	0
Jkamp	557.5	324	114	159	1633	0
Gpx4	555.75	283	253	270	1417	0
Cyp2c65	555.75	786	397	328	712	0
Enpp3	555.5	648	589	316	669	0
Tst	554.5	598	360	297	963	0
Rabgef1	554.0	690	545	313	668	0
Nfil3	554.0	392	245	219	1360	0
Etnppl	553.75	846	487	276	606	0
Kctd6	553.0	709	420	172	911	0
Stk32c	552.75	283	0	140	1788	0
Lrrc27	552.75	283	0	140	1788	0
Phlpp2	552.25	678	0	165	1366	0
Hdgf	550.0	193	287	357	1363	0
Syngr1	549.75	664	307	484	744	0
Rpl3	549.75	664	307	484	744	0
Acvr2b	549.75	798	458	224	719	0
Prkab1	549.5	619	393	383	803	0
Pde4b	549.25	657	444	483	613	0
Sec11a	549.0	447	300	293	1156	0
Mycbp2	548.75	644	339	410	802	0
Atp7b	548.75	489	0	0	1706	0
Alg11	548.75	489	0	0	1706	0
Gmfb	547.75	274	175	178	1564	0
Hgd	547.5	636	442	242	870	0
Smarcal1	547.25	451	294	440	1004	0
H4c14	546.75	553	375	270	989	0
Dusp16	546.5	703	424	347	712	0
Ank3	546.0	525	490	449	720	0
Palld	545.75	422	513	376	872	0
Klf9	545.5	288	0	215	1679	0
Zscan22	544.75	383	191	344	1261	0
Usp15	543.75	559	529	365	722	0
Rictor	543.75	698	319	412	746	0
Avpi1	543.25	635	371	389	778	0
Edem2	543.0	603	398	379	792	0
Zfp558	541.75	749	399	300	719	0
Mbd3l1	541.75	749	399	300	719	0
Nlrp3	541.5	398	442	432	894	0
Urod	541.25	378	0	0	1787	0
Hectd3	541.25	378	0	0	1787	0
Clpx	541.25	757	558	233	617	0
Desi2	540.25	591	331	284	955	0
Fbrs	540.0	389	236	292	1243	0
Grhpr	539.5	681	540	309	628	0
Gna14	538.5	466	152	186	1350	0
R3hcc1l	538.0	556	421	291	884	0
Arel1	538.0	655	394	436	667	0
Hectd1	537.75	596	298	367	890	0
Fam120b	537.75	541	426	444	740	0
Bet1	537.75	631	461	347	712	0
Tfpi2	537.5	767	273	344	766	0
Gngt1	537.5	767	273	344	766	0
Plpp3	537.25	638	472	308	731	0
Polr2b	536.5	449	319	460	918	0
Noa1	536.5	449	319	460	918	0
Minpp1	536.5	439	306	556	845	0
Fam186b	536.25	474	295	319	1057	0
Bmper	536.0	492	238	563	851	0
Srbd1	535.75	626	329	323	865	0
Septin9	535.75	506	325	312	1000	0
Cpt1a	534.75	465	248	288	1138	0
Atp13a3	534.0	604	442	439	651	0
Iars	533.5	370	162	210	1392	0
Phf5a	533.25	501	230	573	829	0
Myl6b	533.25	462	296	319	1056	0
Aco2	533.25	501	230	573	829	0
Aox3	533.0	1127	532	0	473	0
Fam151b	532.0	466	0	189	1473	0
Gchfr	531.75	444	355	417	911	0
Tmem30b	531.0	565	224	433	902	0
Sdhaf1	530.75	638	391	292	802	0
Acat3	530.0	489	393	396	842	0
Adra2b	529.5	580	243	455	840	0
Gtpbp4	529.25	278	164	135	1540	0
Epp13	529.25	771	337	375	634	0
Phyh	529.0	532	514	351	719	0
Midn	527.0	540	204	160	1204	0
Tecpr1	526.75	235	0	0	1872	0
Ppl	526.5	448	143	365	1150	0
Cntrl	526.5	574	403	332	797	0
Btf3	526.5	707	495	303	601	0
Mtss1	525.75	638	334	320	811	0
Zfp445	525.25	822	360	286	633	0
Aamp	525.25	336	131	181	1453	0
Rwdd3	525.0	627	353	279	841	0
Ttr	524.75	637	393	298	771	0
Tent4a	524.0	565	306	393	832	0
Mafg	524.0	624	359	234	879	0
Serpina1b	523.75	686	369	258	782	0
Foxj2	523.0	441	183	467	1001	0
Pank1	522.25	453	437	444	755	0
Tlcd2	522.0	448	128	169	1343	0
Palmd	522.0	575	410	252	851	0
Vps37b	521.5	659	417	325	685	0
Shox2	521.0	759	350	189	786	0
Rsrc1	521.0	759	350	189	786	0
Kat2b	521.0	594	243	329	918	0
1190007I07Rik	520.75	441	502	380	760	0
Rpp14	520.5	444	167	0	1471	0
Htd2	520.5	444	167	0	1471	0
Tmem177	518.75	402	195	191	1287	0
Lbp	517.75	478	201	224	1168	0
Acsm3	517.75	457	280	432	902	0
Zfp113	517.25	549	443	297	780	0
Ube3b	517.25	563	249	299	958	0
Kctd10	517.25	563	249	299	958	0
AW146154	517.0	349	309	440	970	0
Cbln3	516.25	604	227	201	1033	0
Rdh1	516.0	530	224	298	1012	0
Ppp1r3b	515.5	720	429	415	498	0
Zfp976	515.0	365	267	210	1218	0
Tbc1d24	515.0	499	185	443	933	0
Ntn3	515.0	499	185	443	933	0
Tmem11	514.75	689	555	158	657	0
Cnot8	514.75	573	508	289	689	0
Camk1d	514.5	523	289	395	851	0
Rhobtb1	513.75	622	329	263	841	0
Morf4l1	513.75	690	292	252	821	0
Tmie	513.25	481	535	332	705	0
Als2cl	513.25	481	535	332	705	0
Lypd3	513.0	453	416	243	940	0
Cldn12	512.75	186	0	156	1709	0
Zc3h15	512.5	729	375	235	711	0
Stard4	511.5	374	204	227	1241	0
Rad23b	511.25	274	0	279	1492	0
Atxn7l3b	511.25	569	360	257	859	0
Irs2	511.0	344	210	0	1490	0
Haus4	510.5	431	233	271	1107	0
Atp6v1e1	509.25	596	458	288	695	0
Cnnm4	509.0	588	339	324	785	0
Adh1	509.0	466	306	489	775	0
Trp53bp2	507.75	476	306	253	996	0
Wwp1	506.75	413	473	315	826	0
Sptssb	506.75	521	454	255	797	0
Fgfr4	505.25	234	0	181	1606	0
Alyref2	505.25	641	376	208	796	0
Tbl1x	504.25	557	167	224	1069	0
Vamp8	503.75	492	274	211	1038	0
Sec62	503.75	257	0	172	1586	0
Reep6	503.5	520	261	305	928	0
Pcsk4	503.5	520	261	305	928	0
Thra	503.25	490	165	261	1097	0
Pitpnm2	502.75	477	318	292	924	0
Prss35	502.5	631	390	280	709	0
Txndc12	502.25	651	371	197	790	0
Btf3l4	502.25	651	371	197	790	0
Pygl	502.0	795	334	225	654	0
Cilk1	501.5	469	316	290	931	0
Stat5b	500.5	589	328	304	781	0
Csnk1g3	500.5	462	413	533	594	0
3300002I08Rik	500.5	444	354	412	792	0
Uba7	499.5	497	359	139	1003	0
Fgg	499.5	639	328	266	765	0
Fnip1	499.0	401	381	381	833	0
Ticrr	498.75	478	173	189	1155	0
Oxnad1	498.0	335	82	183	1392	0
Dph3	498.0	335	82	183	1392	0
Tnfaip6	497.25	708	264	319	698	0
Zcchc8	496.75	270	274	305	1138	0
Tm6sf2	496.75	481	254	412	840	0
Igfbp1	496.75	608	230	317	832	0
Serpina1c	496.5	528	302	350	806	0
Arhgap35	496.5	236	167	204	1379	0
Ece1	496.25	440	354	475	716	0
Id2	495.75	677	365	227	714	0
Commd1	495.0	564	484	319	613	0
Coq9	494.0	508	297	427	744	0
Ciapin1	494.0	508	297	427	744	0
Camk1	493.75	541	321	215	898	0
Skint3	493.25	0	0	243	1730	0
Prodh2	493.25	601	249	257	866	0
Atg4d	493.25	500	369	362	742	0
Zmynd8	493.0	767	441	280	484	0
Ankrd6	493.0	594	390	393	595	0
Tnk2	492.5	445	170	302	1053	0
Acin1	492.25	592	350	326	701	0
1700123O20Rik	492.25	592	350	326	701	0
Foxp1	492.0	546	348	283	791	0
Ngly1	491.25	482	563	0	920	0
Ifit3b	490.75	667	306	344	646	0
Rsbn1	490.0	494	395	468	603	0
Slco1c1	489.75	745	346	294	574	0
Dusp7	489.75	243	123	224	1369	0
Rcan1	489.5	513	309	342	794	0
Gm6614	489.25	627	596	204	530	0
a	489.0	424	310	457	765	0
Prrc2a	489.0	704	384	259	609	0
Ggnbp2	488.5	632	489	305	528	0
Dennd2c	487.25	436	273	394	846	0
Cyp2c55	487.0	569	382	230	767	0
Zfp281	486.75	454	508	447	538	0
Rcc2	486.75	552	226	230	939	0
Slc31a1	486.25	581	318	349	697	0
Fkbp15	486.25	581	318	349	697	0
Zswim9	485.75	304	149	283	1207	0
Spns2	485.75	628	400	196	719	0
Plin2	485.75	604	430	269	640	0
Lig1	485.75	304	149	283	1207	0
Xrcc4	485.25	536	319	355	731	0
Tmem167	485.25	536	319	355	731	0
Spast	484.25	895	468	148	426	0
Atp8b1	484.25	436	214	0	1287	0
Asxl1	484.0	532	372	385	647	0
Zfp746	483.25	447	358	401	727	0
Map4k1	483.25	572	368	244	749	0
Eif3k	483.25	572	368	244	749	0
Ugt1a9	482.75	373	318	525	715	0
Abcd3	482.75	567	424	345	595	0
Sult1b1	482.25	428	258	418	825	0
Zp2	481.5	790	342	266	528	0
Dnajc25	481.25	378	383	315	849	0
Mpst	480.25	598	360	0	963	0
Zfp36l1	479.75	336	244	176	1163	0
Ifit3	479.25	719	310	201	687	0
Serpina12	479.0	491	446	257	722	0
Ppid	478.5	693	268	296	657	0
Bhmt	478.5	674	199	217	824	0
Taf6l	476.5	380	222	197	1107	0
Pml	476.25	450	160	307	988	0
Ttc33	476.0	406	404	239	855	0
Itsn1	475.75	585	345	300	673	0
H2ac21	475.75	733	464	184	522	0
Cryzl1	475.75	585	345	300	673	0
Slc25a21	475.0	487	342	245	826	0
Gbp6	474.25	503	297	292	805	0
Ube2g2	473.0	533	249	360	750	0
Lax1	473.0	599	277	237	779	0
Gbp5	473.0	498	286	335	773	0
Oplah	472.75	375	185	0	1331	0
Cebpa	472.75	587	261	379	664	0
Atf1	472.75	717	360	226	588	0
Tmem185a	472.5	577	310	447	556	0
Cyp2c29	472.5	464	556	298	572	0
Lonrf3	470.75	362	174	194	1153	0
Arfgap2	470.75	318	0	224	1341	0
Mapre2	469.5	213	159	209	1297	0
G6pc	469.0	537	437	272	630	0
Ppp2r2a	468.75	462	357	527	529	0
Ndst2	467.75	505	348	272	746	0
Cyb5a	467.75	414	459	337	661	0
Svil	467.25	393	292	313	871	0
Tango6	466.5	383	284	423	776	0
Serp1	466.25	434	485	317	629	0
Gabpb2	466.25	647	344	324	550	0
Eif2a	466.25	434	485	317	629	0
Mfsd8	466.0	498	478	234	654	0
Ropn1l	465.75	591	362	375	535	0
Hbs1l	465.25	569	346	300	646	0
Gpr171	465.25	384	315	324	838	0
Plin5	465.0	265	114	263	1218	0
P2ry2	464.75	315	0	232	1312	0
Unk	464.5	361	407	330	760	0
Ube2r2	464.5	635	409	184	630	0
Lss	464.5	292	0	0	1566	0
H3f3b	464.5	361	407	330	760	0
Ces1f	464.5	527	339	362	630	0
Myo10	463.25	497	371	0	985	0
Tpte	463.0	426	375	261	790	0
Hivep2	461.25	448	413	221	763	0
Fam78a	460.5	657	349	0	836	0
Zfp874b	459.75	311	205	264	1059	0
Ak4	459.75	332	0	213	1294	0
Tctex1d1	459.5	448	255	305	830	0
H2bc4	458.5	588	352	239	655	0
H2ac6	458.5	588	352	239	655	0
Arhgap42	458.5	661	263	187	723	0
Adam2	458.0	470	345	251	766	0
Ilvbl	457.75	321	0	164	1346	0
Gnmt	457.25	477	229	255	868	0
Impact	456.75	282	168	175	1202	0
Ppp4r3a	456.5	613	476	281	456	0
Mkln1	456.5	499	400	261	666	0
Plpbp	456.25	608	294	0	923	0
Mbd1	456.25	562	417	233	613	0
Tlcd4	456.0	474	303	349	698	0
Sem1	456.0	490	491	183	660	0
Rab2a	456.0	519	285	261	759	0
Klhl9	455.5	153	0	156	1513	0
Tuba4a	454.75	430	237	281	871	0
A630095N17Rik	454.75	430	237	281	871	0
Sec14l4	454.5	371	242	229	976	0
Cxcl2	454.25	455	350	283	729	0
Traf3ip2	454.0	190	227	326	1073	0
Zfp229	453.5	488	297	335	694	0
Kifc3	453.5	482	360	334	638	0
Flot2	453.25	413	0	140	1260	0
Tnrc6b	453.0	560	262	280	710	0
Usp5	452.0	337	264	452	755	0
Cdca3	452.0	337	264	452	755	0
Prkacb	451.25	306	282	467	750	0
Nckap1	451.25	647	356	261	541	0
Ahsg	451.25	603	340	213	649	0
Ldhd	450.75	614	284	189	716	0
Dbr1	450.5	164	158	140	1340	0
Rffl	449.5	558	230	212	798	0
Fam214a	449.5	568	319	415	496	0
Cyp7a1	449.0	614	331	272	579	0
Nnmt	448.75	472	493	257	573	0
Sall1	448.5	584	294	275	641	0
Hyls1	448.5	332	240	0	1222	0
Bdh2	448.5	410	386	294	704	0
Bmt2	448.25	657	424	177	535	0
Bche	448.0	403	377	389	623	0
Dab2ip	447.75	424	233	376	758	0
Zc3h6	447.5	633	381	243	533	0
Pacsin2	447.0	418	203	406	761	0
Car5a	447.0	278	158	0	1352	0
Gsta3	444.5	615	452	229	482	0
Mia2	444.0	450	472	240	614	0
Crebzf	444.0	417	385	327	647	0
Plekhf1	443.5	437	335	193	809	0
Orm2	443.25	420	308	220	825	0
Arid5b	443.25	351	330	575	517	0
Ppard	442.75	399	264	168	940	0
Poc1a	442.5	344	411	307	708	0
Grn	442.5	436	208	179	947	0
N4bp2l2	441.0	344	151	235	1034	0
Asmt	440.75	401	350	424	588	0
Lsm8	439.5	447	254	386	671	0
Ect2	439.25	480	221	252	804	0
2310061N02Rik	438.5	338	268	359	789	0
Sdr42e1	437.75	444	245	395	667	0
Mcfd2	437.75	489	356	254	652	0
Kyat3	437.25	324	0	0	1425	0
Akr1c6	437.25	450	338	286	675	0
Oasl1	437.0	448	496	460	344	0
Slc6a9	436.75	545	384	0	818	0
Gnaq	436.75	648	305	229	565	0
Mttp	436.5	485	352	243	666	0
Ahcy	436.25	493	394	215	643	0
Ciart	435.5	215	213	150	1164	0
Ten1	435.25	568	280	269	624	0
Acox1	435.25	568	280	269	624	0
Wnt5b	434.25	349	278	218	892	0
Slc35g1	433.5	522	381	189	642	0
Gna12	433.25	514	353	240	626	0
Arhgap21	433.0	221	0	0	1511	0
Acot12	432.75	497	189	314	731	0
Sin3a	432.25	294	252	274	909	0
Sema4a	432.25	563	307	180	679	0
Usp3	432.0	600	476	247	405	0
Tmem86b	432.0	486	207	252	783	0
Ghrl	431.0	564	266	267	627	0
Hsph1	430.5	342	213	225	942	0
Gm867	430.5	375	145	121	1081	0
1700022I11Rik	430.5	505	369	172	676	0
Zfp874a	430.0	460	255	177	828	0
Cirbp	430.0	527	243	271	679	0
Ost4	429.75	413	216	422	668	0
Emilin1	429.75	413	216	422	668	0
Pcx	429.5	360	174	168	1016	0
Fmo5	429.0	567	318	296	535	0
Tmem30a	428.75	562	276	228	649	0
Rpl22l1	428.75	223	0	148	1344	0
Slc1a4	428.5	375	0	125	1214	0
Usp2	428.25	379	229	208	897	0
Rsph14	428.25	337	195	378	803	0
Abhd14b	428.25	240	0	152	1321	0
Abhd14a	428.25	240	0	152	1321	0
Dlat	427.75	552	514	124	521	0
Ptch1	426.75	468	291	183	765	0
Pdxk	426.75	290	0	164	1253	0
Aldh1a7	426.5	440	283	173	810	0
Pcyt1a	425.75	549	282	223	649	0
Pcf11	425.75	297	178	176	1052	0
Sh3gl1	425.5	393	346	247	716	0
Sass6	425.5	525	389	283	505	0
Chaf1a	425.5	393	346	247	716	0
Rufy3	425.25	458	438	167	638	0
H3c15	425.25	578	417	249	457	0
H3c14	425.25	578	417	249	457	0
H2ac19	425.25	578	417	249	457	0
H2ac18	425.25	578	417	249	457	0
Cyp2d11	425.25	408	359	322	612	0
Qk	425.0	365	357	278	700	0
Dtx4	425.0	607	284	0	809	0
Dram2	424.75	419	364	225	691	0
Cept1	424.75	419	364	225	691	0
A430005L14Rik	424.75	452	233	172	842	0
Zranb1	424.25	424	311	319	643	0
Ddhd1	424.0	450	281	233	732	0
N4bp1	423.75	464	251	299	681	0
Smim19	423.5	468	243	357	626	0
Slc20a2	423.5	468	243	357	626	0
Nlrc5	423.5	452	223	324	695	0
Lrp6	423.5	505	270	329	590	0
Oat	423.25	591	341	250	511	0
Tubgcp5	422.75	567	282	154	688	0
Nrep	422.0	582	507	207	392	0
Cutc	421.25	470	161	156	898	0
Cox15	421.25	470	161	156	898	0
Pmaip1	419.5	392	278	215	793	0
Krt25	419.5	351	291	348	688	0
Cln5	419.25	543	227	168	739	0
Mnt	419.0	255	0	179	1242	0
Cul2	419.0	505	221	291	659	0
Tk1	418.75	462	284	408	521	0
Afmid	418.75	462	284	408	521	0
Hnrnph1	418.25	311	404	333	625	0
Ablim1	417.5	435	233	256	746	0
Nfkbiz	417.0	576	237	204	651	0
Snupn	416.75	167	180	116	1204	0
Htra2	416.75	330	162	313	862	0
Gadd45a	416.75	390	188	250	839	0
Dqx1	416.75	330	162	313	862	0
Arid1a	416.75	388	327	271	681	0
4931406C07Rik	416.75	411	269	252	735	0
Rps17	416.25	516	404	164	581	0
Ccpg1os	416.25	206	0	257	1202	0
Ccpg1	416.25	206	0	257	1202	0
Blnk	415.75	588	285	237	553	0
Setdb2	415.25	519	409	249	484	0
Gm45935	415.25	519	409	249	484	0
Cab39l	415.25	519	409	249	484	0
Fam76a	414.75	179	0	0	1480	0
Pid1	414.25	412	243	273	729	0
Abca8b	413.75	468	325	330	532	0
Abhd17b	413.0	471	287	184	710	0
1110059E24Rik	413.0	471	287	184	710	0
Taf1c	412.75	253	0	148	1250	0
Eef1g	412.75	358	224	221	848	0
Trit1	412.5	305	145	243	957	0
Pip4p1	412.5	0	0	156	1494	0
Crlf3	412.5	420	292	307	631	0
Trim45	412.25	157	176	0	1316	0
Tmem131	412.25	418	140	336	755	0
Rnase10	412.0	405	195	271	777	0
Bfsp2	411.25	538	231	271	605	0
Setd7	410.75	609	462	229	343	0
Plec	410.75	347	0	0	1296	0
Ckap5	410.5	522	291	287	542	0
Car3	410.25	653	327	197	464	0
Sec24b	410.0	471	222	289	658	0
Bod1l	410.0	185	0	0	1455	0
Strn	409.5	364	275	224	775	0
Fnip2	409.5	392	339	254	653	0
Strbp	407.75	525	279	224	603	0
Gbp3	407.75	456	327	189	659	0
Ebag9	407.75	452	145	0	1034	0
Slc9b1	407.5	356	281	270	723	0
Slc35f5	407.5	273	0	0	1357	0
Upb1	407.0	548	354	211	515	0
Cgrrf1	407.0	246	159	0	1223	0
Agpat2	407.0	499	368	297	464	0
Taar1	406.0	614	322	132	556	0
Isca1	406.0	390	202	237	795	0
Ube4a	405.75	435	262	276	650	0
Psmg1	405.75	412	342	193	676	0
Cacul1	405.75	246	135	132	1110	0
Ube2f	405.25	635	348	0	638	0
Ugt2b35	405.0	575	240	185	620	0
Dsc2	405.0	594	312	157	557	0
Kif13a	404.0	442	0	164	1010	0
Tert	403.75	322	0	253	1040	0
Cobl	403.75	471	206	245	693	0
Nedd4	403.5	374	394	238	608	0
Mrpl54	403.5	139	167	0	1308	0
Ctsb	403.5	357	399	246	612	0
Apba3	403.5	139	167	0	1308	0
Mtus1	403.25	456	193	279	685	0
Cpb2	403.25	269	343	290	711	0
Spink4	402.75	304	214	181	912	0
Ptpn23	402.75	460	250	198	703	0
Ppp4r2	402.75	623	348	162	478	0
Sertad2	401.5	164	123	148	1171	0
Nedd4l	401.5	437	241	137	791	0
Fbxl18	401.0	570	223	116	695	0
Cebpd	401.0	346	144	363	751	0
Fdxr	400.75	444	160	278	721	0
Cnnm2	400.5	252	166	243	941	0
Anxa5	400.5	458	359	211	574	0
1810062G17Rik	400.5	458	359	211	574	0
Mcl1	400.25	570	167	282	582	0
Tmem150a	400.0	631	230	209	530	0
Dnajc3	400.0	412	128	263	797	0
Crcp	400.0	224	0	0	1376	0
Asl	400.0	224	0	0	1376	0
Bcl2l14	399.0	361	0	379	856	0
Adi1	398.75	449	167	209	770	0
Aspscr1	398.5	544	251	201	598	0
Zgpat	398.0	214	140	0	1238	0
Arfrp1	398.0	214	140	0	1238	0
Rap1gap	397.25	499	214	250	626	0
Hmgb2	397.25	274	0	215	1100	0
Serpina1a	396.75	485	234	246	622	0
Zmiz1	396.5	400	0	156	1030	0
Agt	396.5	348	178	315	745	0
Calcoco1	396.25	317	0	290	978	0
Zfyve1	396.0	463	210	225	686	0
Lmbr1l	396.0	540	321	227	496	0
Armc8	396.0	555	214	181	634	0
