Target_genes	Dbp|Average	DRX178619|Liver	DRX178621|Liver	DRX178627|Liver	DRX178629|Liver	STRING
Ppp3ca	395.75	407	299	239	638	0
Ugcg	395.5	479	316	199	588	0
Aak1	395.25	292	243	290	756	0
Pdap1	395.0	308	180	0	1092	0
Bud31	395.0	308	180	0	1092	0
Tmcc1	394.75	351	195	281	752	0
Hspb8	394.5	499	200	307	572	0
Tssk5	394.0	403	498	172	503	0
Mroh1	394.0	403	498	172	503	0
Gm44805	393.75	526	315	225	509	0
Apoc4	393.75	526	315	225	509	0
Apoc2	393.75	526	315	225	509	0
H6pd	393.5	460	393	174	547	0
Rnf169	393.0	281	260	352	679	0
Aspg	393.0	256	242	153	921	0
1110004F10Rik	392.75	243	0	224	1104	0
Zfp64	392.5	279	0	172	1119	0
Vtn	392.5	433	254	247	636	0
Sebox	392.5	433	254	247	636	0
Sarm1	392.5	433	254	247	636	0
A1bg	392.5	461	274	361	474	0
Wbp1l	392.0	464	302	226	576	0
Gab1	392.0	157	0	0	1411	0
Ndfip2	391.75	309	314	260	684	0
Tmem169	391.5	117	0	0	1449	0
Pecr	391.5	117	0	0	1449	0
Patl1	390.5	431	319	188	624	0
Coq5	390.0	0	0	0	1560	0
H1f0	389.75	410	0	0	1149	0
Rab11fip2	389.5	497	208	211	642	0
B3gnt2	389.5	393	268	267	630	0
F11r	388.75	364	261	255	675	0
Ppargc1b	388.5	272	0	260	1022	0
Noxo1	388.25	564	204	146	639	0
Gfer	388.25	564	204	146	639	0
Ugt2a3	388.0	478	375	186	513	0
Sigmar1	388.0	449	222	243	638	0
Glce	388.0	489	177	228	658	0
Aqp2	388.0	223	0	0	1329	0
Phip	387.25	635	418	0	496	0
Opa3	387.25	0	0	0	1549	0
Srgap3	386.75	263	167	252	865	0
Ammecr1l	386.5	486	267	325	468	0
Aldh9a1	386.5	438	177	226	705	0
Mfsd3	385.75	495	218	266	564	0
Gpt	385.75	495	218	266	564	0
Sag	384.5	311	269	298	660	0
Col14a1	384.5	597	334	224	383	0
Wdr82	384.25	378	278	260	621	0
Slc35g3	383.25	378	167	359	629	0
Polr2a	383.25	378	167	359	629	0
Pole4	383.25	234	0	0	1299	0
Selenot	383.0	439	260	233	600	0
Rpl32	382.75	402	327	319	483	0
Sirt3	381.75	357	222	260	688	0
Rfx5	381.75	522	454	0	551	0
Psmd13	381.75	357	222	260	688	0
Ambp	381.75	463	0	222	842	0
Miip	381.5	336	251	231	708	0
Fv1	381.5	336	251	231	708	0
Cyp2c39	381.5	454	384	259	429	0
Marchf5	381.25	519	236	203	567	0
Cpeb3	381.25	519	236	203	567	0
Vmn1r207	380.75	281	143	251	848	0
Fam91a1	380.75	283	292	268	680	0
Plb1	380.25	483	176	198	664	0
Apoc3	380.25	216	170	414	721	0
Apobec1	380.25	434	270	227	590	0
Pdss1	379.5	664	0	224	630	0
Slc39a10	379.25	367	182	188	780	0
Scarb1	379.0	332	214	302	668	0
Rnf149	379.0	292	0	0	1224	0
Prxl2c	378.5	442	201	172	699	0
Ugt3a2	378.25	353	222	276	662	0
Nck1	378.25	477	243	164	629	0
1700066M21Rik	378.25	568	391	172	382	0
Zhx2	378.0	402	210	320	580	0
Trim12a	377.75	441	401	148	521	0
Sting1	377.5	463	309	198	540	0
Serpina6	377.5	358	228	175	749	0
Rab42	377.5	263	0	238	1009	0
Shtn1	377.25	545	224	214	526	0
Dgat2	377.25	292	147	256	814	0
Eif5	377.0	442	252	199	615	0
Etfa	376.5	454	258	243	551	0
B3galnt2	376.5	160	0	0	1346	0
Mapk8ip3	376.25	421	292	286	506	0
Gm4951	376.25	668	354	0	483	0
Zfp655	376.0	413	271	236	584	0
Poli	376.0	542	315	252	395	0
Cth	376.0	284	261	376	583	0
Eefsec	375.5	455	286	179	582	0
Cars	374.75	324	0	0	1175	0
Ube2g1	374.0	412	289	191	604	0
Nrbp1	373.75	393	362	172	568	0
Triobp	373.25	320	195	148	830	0
Krt23	372.75	423	173	313	582	0
Gda	372.75	448	326	305	412	0
Atxn2	372.75	415	182	218	676	0
Pcgf5	372.25	394	279	177	639	0
Hc	372.25	344	305	245	595	0
Gpr37l1	372.25	509	217	164	599	0
Elf5	372.25	427	284	172	606	0
Got2	372.0	509	253	257	469	0
Sgca	371.5	369	0	0	1117	0
Fam50b	371.5	349	177	317	643	0
Fbxo31	371.25	388	339	177	581	0
Tmem140	371.0	429	258	249	548	0
Sdc2	371.0	456	199	334	495	0
Tm4sf1	370.75	391	298	277	517	0
Prdm1	370.75	411	219	190	663	0
Tmtc3	370.5	336	0	233	913	0
Tmem126b	370.5	322	152	155	853	0
Cep290	370.5	336	0	233	913	0
Cmbl	369.75	277	175	351	676	0
Ap3m1	369.75	361	294	226	598	0
Adk	369.75	361	294	226	598	0
Slc25a32	369.5	425	158	240	655	0
Dcaf13	369.5	425	158	240	655	0
Pycr1	369.0	384	195	0	897	0
Pelp1	369.0	261	214	274	727	0
Myadml2	369.0	384	195	0	897	0
Acsm1	369.0	492	295	186	503	0
Bnip1	368.75	379	201	272	623	0
Xpot	368.5	545	193	257	479	0
Rpgrip1l	368.5	277	0	163	1034	0
Igfn1	368.5	315	293	196	670	0
Fto	368.5	277	0	163	1034	0
Naprt	368.0	247	149	209	867	0
Cdv3	368.0	330	287	395	460	0
Cabcoco1	368.0	237	185	299	751	0
Aldh2	368.0	457	214	185	616	0
Slc17a8	367.5	438	271	225	536	0
Gstt2	367.5	188	0	0	1282	0
Zc3h4	367.25	199	333	271	666	0
Sgpp1	367.0	411	362	204	491	0
Mllt10	367.0	597	209	178	484	0
Cyp3a13	366.5	528	323	168	447	0
Snrpf	366.25	456	158	189	662	0
Mgmt	366.0	357	0	240	867	0
Gm10639	366.0	473	183	243	565	0
E130309D02Rik	366.0	314	189	282	679	0
Cetn1	366.0	572	297	132	463	0
Cys1	365.75	358	153	199	753	0
Mapkapk5	365.5	334	233	289	606	0
Etv4	365.5	411	204	215	632	0
Dmgdh	365.5	328	161	154	819	0
Bhmt2	365.5	328	161	154	819	0
Mfsd4b1	365.0	163	0	174	1123	0
Apoa4	365.0	155	170	414	721	0
Zcwpw2	364.75	269	0	0	1190	0
Ugt2b34	364.75	604	427	0	428	0
Azi2	364.75	269	0	0	1190	0
Elf2	364.5	531	357	0	570	0
Eif2s2	364.5	273	130	155	900	0
Mmp11	364.0	375	0	0	1081	0
Chchd10	364.0	375	0	0	1081	0
Bid	363.5	385	214	213	642	0
Blvrb	363.25	372	291	208	582	0
Clec2d	363.0	400	272	270	510	0
Zfp395	362.75	522	388	0	541	0
Hfe	362.5	331	409	237	473	0
Gpr182	362.5	421	280	213	536	0
Tex12	360.75	275	249	344	575	0
Trim44	360.25	198	0	0	1243	0
Tagap	360.25	382	233	220	606	0
Pcbd1	360.25	477	216	186	562	0
Cyp2c23	359.75	326	160	209	744	0
Lect2	359.5	410	296	276	456	0
Calcrl	359.25	309	215	172	741	0
Usp36	359.0	403	0	0	1033	0
Snx13	359.0	523	335	128	450	0
Lipa	358.5	412	276	255	491	0
Morf4l2	358.25	392	0	0	1041	0
Hspa14	358.25	223	0	140	1070	0
Ctdp1	358.25	223	125	222	863	0
Cdnf	358.25	223	0	140	1070	0
Cbx4	358.25	474	0	274	685	0
Sult5a1	358.0	524	203	167	538	0
Grb2	358.0	435	240	272	485	0
Arrdc4	358.0	322	196	324	590	0
Tmco4	357.5	460	174	196	600	0
Ankfy1	357.5	375	153	373	529	0
Trim30b	357.25	424	266	207	532	0
Trim12c	357.25	424	266	207	532	0
Ppfia1	357.25	330	254	217	628	0
Hnrnpa1	356.75	437	262	174	554	0
Cbx5	356.75	437	262	174	554	0
Rtp4	356.5	496	382	152	396	0
Isoc2a	356.5	239	0	128	1059	0
Cphx3	356.5	482	360	0	584	0
Cphx2	356.5	482	360	0	584	0
Cphx1	356.5	482	360	0	584	0
Map3k4	355.75	348	149	156	770	0
Rdh9	355.25	612	139	140	530	0
Cyp21a1	355.25	481	319	194	427	0
Pxdc1	354.5	392	192	189	645	0
Sppl2a	354.25	466	313	183	455	0
Klf15	354.25	187	0	257	973	0
Pgp	354.0	223	0	0	1193	0
H4f16	354.0	579	179	204	454	0
H2aj	354.0	579	179	204	454	0
Bricd5	354.0	223	0	0	1193	0
B4galnt4	353.5	243	106	172	893	0
Prkag3	353.0	432	176	288	516	0
Myog	353.0	422	228	187	575	0
Npff	352.75	604	430	0	377	0
Slc27a2	352.5	434	375	0	601	0
Ipo5	352.0	358	190	257	603	0
N4bp2l1	351.75	197	0	0	1210	0
Cdon	351.5	241	195	318	652	0
Syne3	351.0	361	189	278	576	0
Slc11a2	351.0	228	254	296	626	0
Ces2c	351.0	326	176	132	770	0
Traf5	350.75	446	167	224	566	0
Dennd5a	350.75	329	276	203	595	0
Sgk2	350.5	647	428	0	327	0
Phf12	350.25	386	298	271	446	0
Mapk14	350.25	186	183	0	1032	0
Prkag2	350.0	318	0	204	878	0
Nat8f2	349.75	392	240	164	603	0
Enho	349.75	213	0	345	841	0
Dnaja3	349.5	324	159	242	673	0
Coro7	349.5	324	159	242	673	0
Serpina11	349.25	397	200	319	481	0
Katnb1	349.25	335	219	0	843	0
Amn1	349.25	494	195	0	708	0
Kng2	349.0	414	259	182	541	0
Il6ra	349.0	237	0	0	1159	0
N4bp2	348.5	363	214	266	551	0
Wdr36	348.0	290	282	169	651	0
Rnf32	348.0	269	0	0	1123	0
Npc2	348.0	469	114	193	616	0
Isca2	348.0	469	114	193	616	0
Birc5	347.5	264	210	0	916	0
Epn2	347.25	545	257	172	415	0
Cldn19	347.25	281	149	215	744	0
Ces3a	347.0	384	259	270	475	0
Ces1g	347.0	297	212	234	645	0
Ube2d3	346.5	380	271	178	557	0
Dsp	346.25	460	204	299	422	0
Ngdn	346.0	319	208	168	689	0
Mpc1	346.0	352	198	315	519	0
Snrpd2	345.75	243	0	0	1140	0
Qpctl	345.75	243	0	0	1140	0
Trip4	345.5	365	345	259	413	0
Opa1	345.5	141	0	0	1241	0
Chrdl2	345.5	509	223	0	650	0
Otud7b	345.25	508	204	138	531	0
Aldh3a2	345.25	385	372	216	408	0
Zbtb46	345.0	303	217	174	686	0
Fbxo9	345.0	329	311	197	543	0
1810046K07Rik	344.75	258	343	178	600	0
Ormdl3	344.25	370	0	0	1007	0
Gm35549	344.25	461	172	142	602	0
Gtf2f1	343.75	273	0	0	1102	0
Cmtm8	343.75	405	0	139	831	0
Zfp598	343.5	440	131	0	803	0
Echs1	343.5	297	212	295	570	0
Trim5	343.0	383	217	189	583	0
Hes7	342.75	398	185	169	619	0
Fcer1g	342.75	530	267	168	406	0
Aloxe3	342.75	398	185	169	619	0
Hic2	342.25	263	0	0	1106	0
Spata2	341.5	340	223	124	679	0
Rnf114	341.5	340	223	124	679	0
Thap12	341.25	480	249	123	513	0
Il33	341.25	380	286	230	469	0
Cybc1	340.75	413	140	102	708	0
Retreg2	340.0	403	0	164	793	0
Cnppd1	340.0	403	0	164	793	0
H2-T24	339.5	463	378	0	517	0
Faah	339.5	460	288	187	423	0
Rab11a	339.0	469	278	181	428	0
Saraf	338.75	486	263	203	403	0
Atad3a	338.5	399	131	268	556	0
Dbt	338.25	382	237	177	557	0
Lefty1	338.0	567	269	182	334	0
Rnpep	337.5	380	207	174	589	0
Dhcr24	337.5	379	171	226	574	0
Tmed2	337.25	348	166	0	835	0
S100a13	337.25	292	0	119	938	0
S100a1	337.25	292	0	119	938	0
Glis3	337.25	249	0	0	1100	0
Chtop	337.25	292	0	119	938	0
Adipor2	337.25	410	282	164	493	0
Cerkl	337.0	292	313	0	743	0
Fcamr	336.5	314	280	190	562	0
Mrgprg	336.25	427	243	233	442	0
Taf1d	336.0	329	140	252	623	0
Igsf8	335.25	191	165	179	806	0
H3c6	334.5	362	277	144	555	0
Myocos	334.25	361	342	140	494	0
Dmxl2	334.25	514	231	249	343	0
St3gal3	334.0	391	0	215	730	0
Atg9b	334.0	111	0	189	1036	0
Abcb8	334.0	111	0	189	1036	0
Lsm2	333.5	305	262	203	564	0
Treh	333.25	510	128	180	515	0
Mars1	333.25	0	0	158	1175	0
Tbc1d30	333.0	463	198	164	507	0
Rps10	333.0	213	0	288	831	0
Gnat1	333.0	399	195	182	556	0
Xrn2	332.5	277	267	172	614	0
Spin1	332.5	406	155	257	512	0
Chac2	332.5	221	0	125	984	0
Nr1d1	332.25	179	0	129	1021	0
Pros1	332.0	329	226	194	579	0
Mlxip	332.0	488	0	0	840	0
Hspa1l	331.5	474	394	157	301	0
Hspa1a	331.5	474	394	157	301	0
Cyp1a1	331.25	148	139	97	941	0
Pnpo	331.0	273	0	233	818	0
Zfp566	330.5	360	246	198	518	0
Zfp260	330.5	360	246	198	518	0
Scnn1a	330.5	416	182	153	571	0
Ltbr	330.5	416	182	153	571	0
Ddx19b	330.5	311	176	189	646	0
Hnrnph2	330.25	510	243	0	568	0
Gla	330.25	510	243	0	568	0
Rabl6	330.0	194	0	0	1126	0
Gfod1	330.0	334	204	233	549	0
Plxnb1	329.75	285	0	256	778	0
Nr1d2	329.75	0	0	209	1110	0
Amy1	329.75	279	226	306	508	0
Plk3	329.25	410	180	196	531	0
Cyp2a5	329.25	420	242	284	371	0
St6gal1	328.5	245	239	219	611	0
Ggact	328.0	448	198	222	444	0
Cdc42ep1	328.0	376	233	215	488	0
Rpp30	327.75	304	113	0	894	0
Tnfrsf19	327.5	490	170	165	485	0
Mmadhc	327.5	352	216	213	529	0
Ino80e	327.25	318	233	218	540	0
Hirip3	327.25	318	233	218	540	0
Armc5	327.25	335	218	248	508	0
9130023H24Rik	327.25	335	218	248	508	0
Slc26a1	326.75	358	324	177	448	0
Aars	326.25	311	172	176	646	0
Ccdc73	326.0	325	261	176	542	0
Cabp1	326.0	243	176	164	721	0
Btg1	326.0	178	0	0	1126	0
Mthfd1l	325.5	0	0	0	1302	0
Man2a2	325.5	303	204	172	623	0
Sri	324.5	404	351	172	371	0
Prkag1	324.5	253	0	0	1045	0
Akap13	324.5	326	267	188	517	0
Qsox1	324.0	208	270	250	568	0
Fam169b	323.75	346	198	224	527	0
Arid2	323.0	251	169	0	872	0
Podnl1	322.75	0	0	0	1291	0
Timm8b	322.25	278	0	0	1011	0
Sdhd	322.25	278	0	0	1011	0
Ly75	322.25	352	214	164	559	0
Pparg	322.0	452	194	183	459	0
Srprb	321.75	262	0	124	901	0
Lgi4	321.5	335	278	176	497	0
Hook1	321.5	304	176	233	573	0
Fxyd1	321.5	335	278	176	497	0
Cox7a2	321.25	326	168	166	625	0
H3c10	321.0	386	249	203	446	0
Tti2	320.5	486	255	186	355	0
Srpk2	320.5	237	251	316	478	0
Rora	320.5	239	259	240	544	0
Nbr1	320.5	284	124	206	668	0
Brca1	320.5	284	124	206	668	0
Tomm6	319.75	263	0	0	1016	0
Bcl2l12	319.75	352	131	157	639	0
Msra	319.0	273	164	303	536	0
Psmb3	318.5	278	165	215	616	0
Pcgf2	318.5	278	165	215	616	0
Efhd2	318.5	339	0	0	935	0
AI429214	318.5	308	186	169	611	0
Josd2	317.75	274	195	134	668	0
Aspdh	317.75	274	195	134	668	0
Tfe3	317.5	414	204	132	520	0
Slc8b1	317.5	476	173	106	515	0
Chadl	317.25	338	322	153	456	0
Chd7	317.0	283	220	239	526	0
Bcl9l	317.0	137	102	98	931	0
Znrf1	316.5	431	224	116	495	0
Ubap1	316.5	506	286	0	474	0
Txndc16	316.5	148	0	110	1008	0
Osbpl5	316.5	237	181	0	848	0
Mmaa	316.5	373	246	115	532	0
Mlycd	316.5	359	253	0	654	0
Gpr137c	316.5	148	0	110	1008	0
Ugt1a1	316.0	399	183	165	517	0
Ift140	316.0	355	0	0	909	0
Cramp1l	316.0	355	0	0	909	0
Irf2bp1	315.75	243	0	0	1020	0
Meig1	315.5	178	0	0	1084	0
Dclre1c	315.5	178	0	0	1084	0
Phyhd1	315.25	295	184	137	645	0
Elovl3	315.25	216	206	0	839	0
Tmprss15	315.0	223	152	215	670	0
Slc25a23	315.0	446	223	164	427	0
Zfp526	314.75	458	185	0	616	0
Dedd2	314.75	458	185	0	616	0
Nat8f5	314.5	297	201	304	456	0
Jrk	314.0	263	223	251	519	0
Hdhd3	314.0	343	188	224	501	0
Ptp4a1	312.75	275	280	173	523	0
Ubqln4	312.5	213	0	0	1037	0
Selenom	312.5	283	149	170	648	0
S100a14	312.5	281	224	252	493	0
Rab25	312.5	213	0	0	1037	0
Lamtor2	312.5	213	0	0	1037	0
Inpp5j	312.5	283	149	170	648	0
Nqo1	312.25	471	300	120	358	0
Vmn2r20	312.0	370	215	0	663	0
Mideas	312.0	198	0	0	1050	0
Mtmr12	311.75	262	213	223	549	0
Ccdc33	311.75	461	262	0	524	0
Degs1	311.5	454	199	124	469	0
Gnpnat1	311.25	456	359	0	430	0
Abl1	311.25	630	307	0	308	0
Nuak2	310.75	345	253	144	501	0
Ndrg1	310.75	0	0	0	1243	0
Lhpp	310.5	409	223	156	454	0
Acap2	310.5	287	284	204	467	0
Spop	310.25	541	260	0	440	0
Klhl12	310.25	203	0	0	1038	0
Zfand6	310.0	276	162	183	619	0
Rnf214	310.0	291	222	251	476	0
Pcsk7	310.0	291	222	251	476	0
Zmat5	309.75	407	224	233	375	0
Uqcr10	309.75	407	224	233	375	0
Slc29a1	309.75	444	149	172	474	0
Mymx	309.75	444	149	172	474	0
Bach1	309.5	399	145	159	535	0
Sun2	309.25	404	187	172	474	0
Fbxw11	309.25	266	199	167	605	0
Dnajb9	309.25	303	311	175	448	0
Ints9	307.75	271	0	173	787	0
Hmbox1	307.75	271	0	173	787	0
Ubtd1	307.5	419	198	164	449	0
Mms19	307.5	419	198	164	449	0
Ddx23	307.5	270	0	152	808	0
Tent4b	307.25	277	203	247	502	0
Rpl3l	307.25	344	343	0	542	0
Msrb1	307.25	344	343	0	542	0
Ghr	307.25	481	191	121	436	0
Them7	307.0	257	115	141	715	0
Prdm2	307.0	277	158	0	793	0
Ccni	307.0	191	0	0	1037	0
2010109A12Rik	307.0	191	0	0	1037	0
Nagpa	306.75	199	0	0	1028	0
Eno1	306.5	381	178	169	498	0
Fth1	306.25	296	335	92	502	0
Grem2	305.5	370	282	138	432	0
Zfp706	305.25	0	0	0	1221	0
Dbi	304.5	358	143	305	412	0
Aacs	304.5	390	106	101	621	0
3110009E18Rik	304.5	358	143	305	412	0
Rps24	304.25	527	141	0	549	0
Polr3k	304.25	140	0	154	923	0
Polr3a	304.25	527	141	0	549	0
Slc7a2	303.75	366	247	248	354	0
Map7	303.75	306	166	163	580	0
Aptx	303.5	383	204	156	471	0
Sv2a	303.25	336	123	172	582	0
Slc16a5	303.25	267	123	144	679	0
Pzp	303.25	432	204	0	577	0
Zdhhc18	303.0	315	0	0	897	0
Timm10	302.75	449	0	129	633	0
Pxylp1	302.5	194	184	218	614	0
Ppia	302.5	194	184	218	614	0
Trib3	302.25	400	205	161	443	0
Mcm10	302.25	188	0	0	1021	0
Rpl15	302.0	194	0	0	1014	0
Nkiras1	302.0	194	0	0	1014	0
Zmym5	301.75	280	215	215	497	0
Scamp1	301.5	159	140	243	664	0
Wasl	301.25	374	228	194	409	0
Pkm	301.25	273	0	0	932	0
Glt6d1	301.25	283	0	261	661	0
Tcim	301.0	406	268	194	336	0
Ppp1r15b	301.0	164	0	0	1040	0
Hsp90b1	301.0	313	234	207	450	0
Fbxw4	301.0	324	174	140	566	0
Naaladl2	300.75	330	236	167	470	0
Gsx1	300.75	253	0	0	950	0
Gbp11	300.75	365	320	102	416	0
Tm4sf4	300.5	436	159	129	478	0
Mettl7a1	300.5	337	189	261	415	0
Dlc1	300.5	261	284	161	496	0
Txlna	300.25	215	176	0	810	0
Tax1bp3	300.0	294	167	198	541	0
Emc6	300.0	294	167	198	541	0
Ankrd40	300.0	220	0	0	980	0
Lgals8	299.75	328	174	164	533	0
Fabp1	299.75	271	207	235	486	0
Fes	299.5	267	106	0	825	0
Map4	299.0	156	0	0	1040	0
Sirt2	298.5	331	175	258	430	0
Nfkbib	298.5	331	175	258	430	0
Tmem144	298.25	365	295	201	332	0
Csnk1d	298.25	482	176	174	361	0
Snrpa1	298.0	351	172	182	487	0
Ppp2r5c	298.0	283	185	231	493	0
Hspa5	298.0	379	185	231	397	0
Hspa1b	298.0	557	303	0	332	0
Fam3c	298.0	294	0	180	718	0
Kdm3b	297.75	284	277	134	496	0
Gsn	297.0	292	184	156	556	0
Ppip5k2	296.75	477	222	180	308	0
Gin1	296.75	477	222	180	308	0
Ndufa6	296.25	237	158	145	645	0
Tmem88	295.75	182	0	0	1001	0
Timd2	295.75	465	176	0	542	0
Naa38	295.75	182	0	0	1001	0
Cyp27a1	295.75	424	263	0	496	0
Cyb5d1	295.75	182	0	0	1001	0
Cd300lg	295.75	364	204	148	467	0
Irf2bp2	295.5	270	153	163	596	0
Pip5k1a	295.25	404	316	0	461	0
Vmn2r21	295.0	336	250	0	594	0
Ralgapb	295.0	312	209	0	659	0
Agxt2	295.0	315	215	164	486	0
Nt5e	294.75	317	179	199	484	0
Josd1	294.75	411	247	168	353	0
Gtpbp1	294.75	411	247	168	353	0
Sult1d1	294.5	284	369	0	525	0
Rsph9	294.5	274	174	190	540	0
Timm8a1	294.25	304	0	233	640	0
Nfe2l1	294.25	538	176	181	282	0
Sec24c	293.75	281	168	120	606	0
Ssx2ip	293.5	366	0	189	619	0
Ntmt1	293.5	166	0	198	810	0
Nop58	293.5	342	276	0	556	0
Mfsd7a	293.25	405	205	153	410	0
Gcc2	293.25	167	0	0	1006	0
Ptcd3	293.0	277	151	281	463	0
Polr1a	293.0	277	151	281	463	0
Mbd6	293.0	236	74	122	740	0
Ddit3	293.0	236	74	122	740	0
Ftcd	292.75	385	0	119	667	0
Rbpms2	292.25	611	176	0	382	0
Tiam1	292.0	366	167	0	635	0
Sdccag8	292.0	382	215	155	416	0
Lima1	292.0	462	0	216	490	0
Cep170	292.0	382	215	155	416	0
Asph	291.25	296	139	231	499	0
Aifm3	291.0	402	0	172	590	0
Zcchc14	290.75	159	0	0	1004	0
Fam183b	290.75	353	195	156	459	0
H2bc13	290.5	264	249	203	446	0
H2ac13	290.5	264	249	203	446	0
Capn15	290.25	128	0	0	1033	0
Ctcfl	290.0	396	204	162	398	0
Cds2	290.0	335	164	203	458	0
Tpd52	289.75	347	214	0	598	0
Amotl2	289.75	476	233	0	450	0
Trmt10a	289.5	218	132	142	666	0
Icam1	289.5	0	0	0	1158	0
Foxn3	289.5	410	395	0	353	0
Dglucy	289.5	342	126	237	453	0
Vasp	289.25	194	0	0	963	0
Psmd11	289.25	371	309	0	477	0
Rps28	288.5	452	206	174	322	0
Pus7l	288.5	213	0	0	941	0
Ndufa7	288.5	452	206	174	322	0
Irak4	288.5	213	0	0	941	0
Fam169a	288.5	343	195	189	427	0
Mybphl	288.25	273	0	140	740	0
Fam53a	288.25	156	0	0	997	0
Zbtb20	287.75	312	201	185	453	0
Sf3b5	287.75	233	98	279	541	0
Rsph3a	287.75	0	0	0	1151	0
Ppp1r3c	287.75	390	0	0	761	0
Ces1e	287.75	281	225	206	439	0
Gch1	287.0	252	0	0	896	0
Xdh	286.75	431	183	141	392	0
Uhrf1bp1	286.75	296	158	109	584	0
Hsd17b2	286.75	376	209	190	372	0
Cfap43	286.75	217	140	148	642	0
Dnaja4	286.5	239	135	0	772	0
C6	286.5	319	284	172	371	0
Gfus	285.75	259	0	0	884	0
Ccdc9b	285.5	140	0	0	1002	0
Hdlbp	285.25	480	229	0	432	0
Olig1	285.0	350	241	0	549	0
Mrto4	285.0	227	114	0	799	0
Emc1	285.0	227	114	0	799	0
Zfp953	284.75	223	131	140	645	0
F11	284.75	314	212	209	404	0
Nat8l	284.5	347	176	0	615	0
Gtf3c1	284.5	365	144	146	483	0
D430042O09Rik	284.5	365	144	146	483	0
Rpp25l	284.0	251	0	281	604	0
Prex2	284.0	295	169	164	508	0
Gsta1	283.75	346	275	175	339	0
Rnf24	283.25	361	229	148	395	0
Cpt2	283.0	294	214	224	400	0
Zap70	282.75	189	98	0	844	0
Myo1c	282.75	385	131	170	445	0
Pon3	282.5	351	258	116	405	0
Atf2	282.5	0	0	0	1130	0
Ggcx	282.0	171	126	0	831	0
Arvcf	282.0	313	274	132	409	0
Pah	281.75	329	176	221	401	0
Anapc15	281.5	158	170	0	798	0
Kbtbd8	281.25	329	173	151	472	0
Echdc1	281.25	313	214	137	461	0
Carhsp1	281.25	225	0	164	736	0
Mrpl34	280.75	209	0	186	728	0
Gabrr2	280.75	400	167	219	337	0
Dda1	280.75	209	0	186	728	0
Adra1b	280.75	270	142	297	414	0
Abhd8	280.75	209	0	186	728	0
Gpatch3	280.25	314	231	160	416	0
Etv3	280.25	253	140	179	549	0
Wdr49	280.0	364	171	241	344	0
Acaa1b	280.0	326	140	164	490	0
Tmem129	279.75	203	0	0	916	0
Tacc3	279.75	203	0	0	916	0
Mup20	279.5	465	213	133	307	0
Fgd4	279.0	392	119	154	451	0
Ftl1	278.75	399	242	172	302	0
Supt5	278.5	201	195	156	562	0
Rab40b	278.5	327	0	0	787	0
Pdcl	278.5	254	170	171	519	0
Cep85l	278.5	245	213	242	414	0
Epb41l1	277.75	326	131	0	654	0
Usp10	277.5	399	209	206	296	0
Prnp	277.0	327	204	141	436	0
Prn	277.0	327	204	141	436	0
Abhd6	277.0	395	158	228	327	0
Ppp5c	276.25	374	305	0	426	0
Yaf2	276.0	175	0	0	929	0
Dync1i2	275.75	283	0	0	820	0
Gstp2	275.25	361	163	0	577	0
Tlnrd1	275.0	0	0	0	1100	0
Mesd	275.0	0	0	0	1100	0
Tmem131l	274.75	264	248	0	587	0
Nhs	274.5	403	185	0	510	0
C3	274.5	285	179	192	442	0
Ric1	274.25	245	171	185	496	0
Rsph3b	273.75	0	0	0	1095	0
Gspt1	273.75	213	0	0	882	0
Cobll1	273.75	313	189	220	373	0
Cox7c	273.25	323	232	0	538	0
Zfp787	272.5	283	0	0	807	0
Atad2	272.5	524	0	0	566	0
Arhgef18	272.5	257	0	318	515	0
Tnks1bp1	272.0	273	140	0	675	0
Slc6a13	272.0	349	135	174	430	0
Smad9	271.75	317	241	148	381	0
Exosc5	271.5	276	289	140	381	0
Bckdha	271.5	276	289	140	381	0
Mme	271.0	336	217	175	356	0
Gm3776	271.0	292	271	167	354	0
Acvr1b	271.0	270	264	0	550	0
Uba5	270.75	225	276	154	428	0
Acad11	270.75	225	276	154	428	0
Pde3b	270.5	326	247	147	362	0
Aebp2	270.5	290	310	123	359	0
Timm13	270.25	304	0	0	777	0
Pou3f3	270.25	315	195	148	423	0
Fbxo32	270.25	201	0	0	880	0
Bsdc1	270.25	114	0	0	967	0
Tnfsf13	269.75	277	222	108	472	0
Senp3	269.75	277	222	108	472	0
Dus3l	269.75	160	0	188	731	0
Epha1	269.5	316	201	154	407	0
Cdk14	269.5	407	264	0	407	0
Trim59	269.25	283	0	0	794	0
Sorbs3	269.25	202	70	212	593	0
Mup3	269.25	276	316	144	341	0
Adad2	269.25	281	0	132	664	0
Idh1	269.0	294	100	157	525	0
Parp4	268.75	243	222	179	431	0
Cenpj	268.75	243	222	179	431	0
Scamp4	268.25	233	0	0	840	0
Oasl2	268.25	326	0	228	519	0
Nanp	268.25	0	0	116	957	0
Adat3	268.25	233	0	0	840	0
Lactb2	268.0	141	0	288	643	0
Hddc2	267.75	243	0	0	828	0
Eif1	267.75	288	227	0	556	0
Ugt1a10	267.25	343	148	0	578	0
Txn1	267.0	178	149	233	508	0
Ttc36	267.0	329	241	178	320	0
Tmem25	267.0	329	241	178	320	0
Angel2	267.0	280	188	149	451	0
Slc4a4	266.75	341	233	171	322	0
Plpp6	266.25	632	274	0	159	0
4430402I18Rik	266.25	632	274	0	159	0
