Target_genes	Mxi1|Average	SRX140388|CH12	SRX140391|MEL	SRX15939545|NIH/3T3	SRX15939546|NIH/3T3	STRING
Clpb	444.75	368	659	394	358	0
Chst11	444.75	538	270	452	519	0
Supt4a	444.5	537	636	313	292	0
Srp14	444.5	281	327	583	587	0
Rpl36	444.5	424	376	395	583	0
Rgs9bp	444.5	201	372	552	653	0
Rab33b	444.5	416	398	385	579	0
Micos13	444.5	424	376	395	583	0
Itsn1	444.5	674	395	454	255	0
Gpr137	444.5	297	418	681	382	0
Cryzl1	444.5	674	395	454	255	0
Bad	444.5	297	418	681	382	0
Ankrd27	444.5	201	372	552	653	0
Syf2	444.25	454	470	398	455	0
Nqo1	444.25	680	490	360	247	0
E130311K13Rik	444.25	245	347	533	652	0
Dhx35	444.25	374	617	331	455	0
Zfp932	444.0	455	500	401	420	0
Trim35	444.0	337	461	513	465	0
Nabp2	444.0	418	366	417	575	0
Camk1d	444.0	551	1225	0	0	0
Tubd1	443.75	448	723	263	341	0
Rps6kb1	443.75	448	723	263	341	0
Ppme1	443.75	459	445	386	485	0
Mrps14	443.75	291	512	384	588	0
Hspa14	443.75	493	467	388	427	0
Cdnf	443.75	493	467	388	427	0
C2cd3	443.75	459	445	386	485	0
Tk2	443.5	276	212	683	603	0
Ngly1	443.5	351	272	558	593	0
Idi1	443.5	639	490	368	277	0
Commd4	443.5	466	840	268	200	0
Cklf	443.5	276	212	683	603	0
B3gat3	443.5	218	225	730	601	0
Lta4h	443.25	313	283	601	576	0
Ell	443.25	240	346	636	551	0
Chd9	443.25	346	548	435	444	0
Asf1a	443.25	241	505	524	503	0
Tgfb1	443.0	381	813	164	414	0
Srsf1	443.0	671	457	318	326	0
Sart1	443.0	337	375	484	576	0
Rabep2	443.0	388	348	525	511	0
Prkar2b	442.75	593	346	470	362	0
Ppp2cb	442.75	334	590	488	359	0
Rev3l	442.5	429	342	337	662	0
Lin9	442.5	473	196	626	475	0
Lclat1	442.5	321	492	462	495	0
Cdk5rap2	442.5	233	283	565	689	0
Zbtb7a	442.25	337	503	360	569	0
Nsa2	442.25	424	506	351	488	0
Mdfic	442.25	125	0	807	837	0
Lrrc1	442.25	222	575	472	500	0
Kat6b	442.25	246	271	770	482	0
Gfm2	442.25	424	506	351	488	0
Camta1	442.25	322	338	517	592	0
Iqsec1	442.0	594	212	470	492	0
Dtx4	442.0	461	229	543	535	0
Ubac1	441.75	526	496	422	323	0
Pum1	441.75	259	223	621	664	0
Med15	441.75	705	244	344	474	0
Afg1l	441.75	445	497	391	434	0
Lman2l	441.5	623	201	456	486	0
Chordc1	441.5	453	815	221	277	0
Tmed10	441.25	593	352	415	405	0
Iba57	441.25	317	367	632	449	0
Paxx	441.0	364	399	367	634	0
Ifngr1	441.0	267	419	523	555	0
Grhl1	441.0	609	522	313	320	0
Clic3	441.0	364	399	367	634	0
Anxa5	441.0	337	378	587	462	0
1810062G17Rik	441.0	337	378	587	462	0
Swap70	440.75	212	544	393	614	0
Ostf1	440.75	221	354	508	680	0
Nsmce1	440.75	688	578	238	259	0
Nmrk1	440.75	221	354	508	680	0
Mon1b	440.75	389	498	447	429	0
Mdm2	440.75	321	347	508	587	0
Dnlz	440.75	379	495	396	493	0
Bloc1s5	440.75	486	347	505	425	0
Bcl10	440.75	446	419	350	548	0
Top2a	440.5	281	392	545	544	0
Tmem217	440.5	1292	202	99	169	0
Tbc1d22b	440.5	1292	202	99	169	0
Skp2	440.5	323	606	335	498	0
Sec61b	440.5	361	588	455	358	0
Lmbrd2	440.5	323	606	335	498	0
Alg2	440.5	361	588	455	358	0
Pot1b	440.25	328	529	465	439	0
Dpp3	440.25	482	598	357	324	0
Fancl	440.0	419	476	405	460	0
Prr22	439.75	311	467	296	685	0
Pkd1	439.75	271	297	613	578	0
Dus3l	439.75	311	467	296	685	0
Cry2	439.75	504	442	445	368	0
Cpeb4	439.75	258	552	411	538	0
Akap8	439.75	381	495	476	407	0
Zmat3	439.5	566	143	483	566	0
Rps8	439.5	306	391	431	630	0
Fem1c	439.5	415	229	497	617	0
Dtwd2	439.5	247	300	578	633	0
Cnot8	439.5	245	854	371	288	0
Ccnc	439.5	568	686	240	264	0
Virma	439.25	392	960	181	224	0
Sh3gl1	439.25	312	680	488	277	0
Mocs3	439.25	302	575	441	439	0
Gabpb1	439.25	643	688	244	182	0
Dpm1	439.25	302	575	441	439	0
Chaf1a	439.25	312	680	488	277	0
Atf2	439.25	464	447	423	423	0
Tdrd7	439.0	223	578	435	520	0
Spata2	439.0	633	609	232	282	0
Rnf114	439.0	633	609	232	282	0
Mbd2	439.0	209	570	430	547	0
Timm17a	438.75	431	522	443	359	0
Nsmce4a	438.75	321	363	505	566	0
Cep170	438.75	458	458	477	362	0
Tcte2	438.5	229	0	872	653	0
Slc12a2	438.5	335	279	649	491	0
Saraf	438.5	250	378	535	591	0
Rnf26	438.5	310	502	545	397	0
Rasl11a	438.5	0	0	598	1156	0
Med21	438.5	278	407	507	562	0
Afdn	438.5	229	0	872	653	0
Usp18	438.25	234	323	562	634	0
Slc4a2	438.25	616	771	201	165	0
Rb1cc1	438.25	340	406	575	432	0
Ppp2r1a	438.25	1017	243	248	245	0
Nr4a3	438.25	173	836	396	348	0
Creld2	438.25	251	456	484	562	0
Cdk5	438.25	616	771	201	165	0
Alg12	438.25	251	456	484	562	0
Uqcrc1	438.0	322	456	448	526	0
Srpk2	438.0	250	828	267	407	0
Enc1	438.0	445	0	459	848	0
Ttc3	437.75	409	338	442	562	0
Tmod3	437.75	442	451	476	382	0
Tecr	437.75	347	595	411	398	0
Srp68	437.75	422	684	211	434	0
Scamp3	437.75	0	1146	289	316	0
Rtf2	437.75	329	738	294	390	0
Pigp	437.75	409	338	442	562	0
Ncaph2	437.75	313	268	506	664	0
Lmf2	437.75	313	268	506	664	0
Hopx	437.75	589	1162	0	0	0
Cnot11	437.75	303	457	572	419	0
Zfp944	437.5	381	434	562	373	0
Zfp758	437.5	381	434	562	373	0
Hint1	437.5	285	247	535	683	0
Ceacam1	437.25	505	994	250	0	0
Ccdc50	437.0	214	123	780	631	0
Ankrd55	437.0	255	1493	0	0	0
Pif1	436.75	359	687	254	447	0
Vps52	436.5	350	509	497	390	0
Rps18	436.5	350	509	497	390	0
Fam50a	436.5	336	403	592	415	0
B3galt4	436.5	350	509	497	390	0
Abl1	436.5	190	527	546	483	0
Iws1	436.25	224	297	565	659	0
Tsg101	435.75	299	274	680	490	0
Pik3r3	435.75	236	454	434	619	0
Adck2	435.75	396	386	427	534	0
Prkag1	435.5	375	587	362	418	0
Fbxw4	435.5	327	450	422	543	0
Zc3h7a	435.25	242	424	424	651	0
Vash2	435.25	166	216	648	711	0
Tiprl	435.25	280	331	577	553	0
Fam220a	435.25	361	697	313	370	0
Ccnt1	435.25	314	525	415	487	0
Cbx1	435.25	293	604	455	389	0
4930415O20Rik	435.25	314	525	415	487	0
Zfp407	435.0	150	253	778	559	0
Rai14	435.0	333	0	856	551	0
Hsp90aa1	435.0	362	221	599	558	0
Alyref2	435.0	384	538	380	438	0
Mapk9	434.75	263	641	443	392	0
Plekhm3	434.5	506	519	379	334	0
Nktr	434.5	317	427	314	680	0
Gyg	434.5	220	405	573	540	0
Glo1	434.5	432	425	542	339	0
Exosc8	434.5	212	289	579	658	0
Dcxr	434.5	435	413	356	534	0
Cbr2	434.5	435	413	356	534	0
Alg5	434.5	212	289	579	658	0
Wipi2	434.25	329	499	400	509	0
Ggnbp2	434.25	457	334	524	422	0
Dhcr24	434.25	221	286	501	729	0
Abhd17b	434.25	565	591	254	327	0
1110059E24Rik	434.25	565	591	254	327	0
Med1	434.0	402	377	522	435	0
Itfg2	434.0	425	280	540	491	0
Unc119	433.75	160	976	266	333	0
Ppp2r3a	433.75	87	276	749	623	0
Ibtk	433.75	250	492	454	539	0
Ckap5	433.75	445	535	349	406	0
Aldh4a1	433.75	228	381	372	754	0
1810055G02Rik	433.75	211	238	749	537	0
Rpl35	433.5	282	303	508	641	0
Rab5a	433.5	311	586	421	416	0
Pias3	433.5	413	551	344	426	0
Ints10	433.5	477	476	381	400	0
Fubp1	433.5	597	318	355	464	0
Dnajb4	433.5	597	318	355	464	0
Cd160	433.5	181	1553	0	0	0
Arpc5l	433.5	282	303	508	641	0
Syde2	433.25	0	283	629	821	0
Stx7	433.25	235	173	652	673	0
Spag7	433.25	505	428	373	427	0
Ly6e	433.25	100	407	587	639	0
Fbxo22	433.25	507	433	374	419	0
Dmap1	433.25	442	722	273	296	0
Pithd1	433.0	465	409	381	477	0
Pcm1	433.0	320	484	500	428	0
Crkl	433.0	577	366	359	430	0
Neurl4	432.75	605	619	312	195	0
Chd8	432.75	283	398	568	482	0
2810408A11Rik	432.75	605	619	312	195	0
Rsrc2	432.5	424	610	382	314	0
Rfx2	432.5	554	686	268	222	0
Nipsnap3b	432.5	267	241	663	559	0
Kntc1	432.5	424	610	382	314	0
Zfp759	432.25	349	801	152	427	0
Sbp	432.25	409	391	485	444	0
Trim44	431.5	670	623	293	140	0
Rai1	431.5	588	472	343	323	0
Mmut	431.5	407	574	362	383	0
Cenpq	431.5	407	574	362	383	0
Scoc	431.25	277	243	632	573	0
Rgp1	431.25	416	545	455	309	0
Ly6g6f	431.25	413	398	423	491	0
Gba2	431.25	416	545	455	309	0
Abhd16a	431.25	413	398	423	491	0
Ppox	431.0	378	829	249	268	0
Pheta2	431.0	331	561	415	417	0
Cybc1	430.75	368	550	350	455	0
Zfp930	430.5	409	498	400	415	0
Parp4	430.5	723	408	341	250	0
Mpdu1	430.5	396	402	400	524	0
Gna11	430.5	144	623	481	474	0
Ecpas	430.5	222	320	668	512	0
Cenpj	430.5	723	408	341	250	0
3110040N11Rik	430.5	361	606	372	383	0
Sufu	430.25	345	763	347	266	0
Hmces	430.25	795	397	297	232	0
Actr1a	430.25	345	763	347	266	0
Tssc4	430.0	382	728	319	291	0
Tcam1	430.0	645	795	118	162	0
Smarcd2	430.0	645	795	118	162	0
Ric8b	430.0	473	500	337	410	0
Ric1	430.0	425	359	463	473	0
Nudt2	430.0	699	321	294	406	0
Kif24	430.0	699	321	294	406	0
Il11ra1	430.0	368	467	385	500	0
Gpd2	430.0	267	514	513	426	0
Galt	430.0	368	467	385	500	0
Fam8a1	430.0	412	538	350	420	0
Calcoco1	430.0	378	667	381	294	0
Ube2i	429.75	280	422	623	394	0
Kdm4b	429.75	317	400	480	522	0
Aamp	429.75	404	591	371	353	0
Tirap	429.5	303	227	537	651	0
Snw1	429.5	334	446	311	627	0
Osbpl2	429.5	374	371	494	479	0
Fyco1	429.5	364	799	274	281	0
Eif2ak2	429.5	306	380	603	429	0
Smdt1	429.25	324	561	415	417	0
Rpe	429.25	289	263	487	678	0
Tdg	429.0	272	341	503	600	0
Hmgn1	429.0	438	326	385	567	0
Rmc1	428.75	344	315	491	565	0
Tgfbr3l	428.5	325	704	396	289	0
Snapc2	428.5	325	704	396	289	0
Pacs1	428.5	220	250	721	523	0
Bri3bp	428.5	242	252	564	656	0
Zfp53	428.25	332	293	483	605	0
Dcaf10	428.25	367	549	445	352	0
Dync2h1	428.0	1346	366	0	0	0
Dck	428.0	432	294	535	451	0
D2hgdh	428.0	363	633	345	371	0
Smc1a	427.75	452	777	273	209	0
Ribc1	427.75	452	777	273	209	0
Prpf38b	427.5	218	365	510	617	0
Dnajc8	427.5	345	390	397	578	0
Bcl2	427.5	145	888	311	366	0
Atpif1	427.5	345	390	397	578	0
Vamp1	427.25	670	834	85	120	0
Slc25a4	427.25	450	454	456	349	0
Fscn2	427.25	0	1709	0	0	0
Usp34	427.0	383	432	519	374	0
Tmem60	427.0	306	400	410	592	0
Phtf2	427.0	306	400	410	592	0
Cebpzos	427.0	363	566	298	481	0
Wbp1l	426.75	242	653	450	362	0
Npepl1	426.75	668	1039	0	0	0
Ndufa8	426.75	438	421	383	465	0
Morn5	426.75	438	421	383	465	0
Med4	426.75	529	351	559	268	0
Sod1	426.5	510	392	360	444	0
Sec14l1	426.5	237	494	426	549	0
Rbck1	426.5	414	438	493	361	0
Atxn7l3	426.5	430	328	525	423	0
Rom1	426.25	197	309	480	719	0
Pcyox1	426.25	473	420	500	312	0
Eml3	426.25	197	309	480	719	0
Uhrf2	426.0	427	1126	0	151	0
Tmbim1	426.0	271	372	566	495	0
Synj2	426.0	173	624	438	469	0
Gm14326	426.0	299	340	462	603	0
Fam78b	426.0	0	0	784	920	0
Cfap65	426.0	960	744	0	0	0
Mtfr1l	425.75	330	624	282	467	0
Eif2ak4	425.75	243	391	506	563	0
Copz1	425.75	828	321	341	213	0
Xylb	425.5	921	781	0	0	0
Tmem177	425.5	578	574	303	247	0
Psip1	425.5	356	327	580	439	0
Lasp1	425.5	344	348	500	510	0
Usf1	425.25	375	442	319	565	0
Smco4	425.25	540	0	412	749	0
Rbm25	425.25	398	599	447	257	0
Lmtk2	425.25	233	461	461	546	0
Fam122a	425.25	301	537	386	477	0
Exoc6b	425.25	208	267	627	599	0
Vps26a	425.0	285	304	510	601	0
Sh3rf3	425.0	0	0	810	890	0
Mthfd2l	425.0	165	0	602	933	0
Kdm4d	425.0	304	838	264	294	0
Cwc15	425.0	304	838	264	294	0
Zfyve16	424.75	390	255	617	437	0
Zfp846	424.75	377	582	390	350	0
Dele1	424.75	548	575	274	302	0
Metrnl	424.5	227	184	571	716	0
Katnal1	424.5	609	388	344	357	0
Fbxo28	424.5	340	600	389	369	0
Exosc3	424.5	240	406	430	622	0
Efr3a	424.5	136	164	670	728	0
Arid1a	424.5	312	496	338	552	0
Zfp365	424.25	113	0	660	924	0
Stard7	424.25	271	339	619	468	0
Hemk1	424.25	479	526	295	397	0
H6pd	424.25	300	354	269	774	0
Brd1	424.25	223	396	658	420	0
Arhgdia	424.25	485	368	307	537	0
6430571L13Rik	424.25	479	526	295	397	0
Tm9sf3	424.0	310	391	549	446	0
Rnaseh2c	424.0	218	559	452	467	0
Plag1	424.0	329	243	498	626	0
Nxpe3	424.0	291	422	501	482	0
Mrpl40	424.0	443	362	402	489	0
Ints6	424.0	336	291	615	454	0
Hira	424.0	443	362	402	489	0
Gtf3c1	424.0	744	367	332	253	0
Dtd2	424.0	257	369	554	516	0
D430042O09Rik	424.0	744	367	332	253	0
Coa3	424.0	403	661	298	334	0
Cntd1	424.0	403	661	298	334	0
Kif23	423.75	433	337	479	446	0
Arrdc3	423.75	452	328	520	395	0
Wasf2	423.5	391	600	174	529	0
Tcf4	423.5	441	510	346	397	0
Dynlt1f	423.5	235	395	550	514	0
Dynlt1c	423.5	235	395	550	514	0
Umad1	423.25	203	351	625	514	0
Rpa3	423.25	203	351	625	514	0
Oscar	423.25	623	525	147	398	0
Ndufa3	423.25	623	525	147	398	0
Gfus	423.25	478	708	287	220	0
Fbxo25	423.25	301	523	449	420	0
Snx12	422.75	410	353	512	416	0
Rps29	422.75	412	758	207	314	0
Proser1	422.75	277	460	490	464	0
Nhlrc3	422.75	277	460	490	464	0
Slc4a7	422.5	263	280	545	602	0
Prrt1	422.5	201	519	242	728	0
Ppt2	422.5	201	519	242	728	0
Hsd17b10	422.5	337	529	349	475	0
Tst	422.25	355	556	401	377	0
Sipa1l1	422.25	803	280	335	271	0
Plekhg3	422.25	270	133	537	749	0
Mpst	422.25	355	556	401	377	0
Mdm4	422.25	149	429	693	418	0
Hnrnpl	422.25	441	493	510	245	0
Cd34	422.25	0	1043	315	331	0
Carhsp1	422.25	340	208	561	580	0
Eif3d	422.0	342	353	466	527	0
Mob3b	421.75	362	508	159	658	0
Cfap97	421.75	320	350	565	452	0
St3gal3	421.5	173	479	502	532	0
Nop53	421.5	645	470	305	266	0
Cops4	421.5	301	482	512	391	0
Cfap44	421.5	1488	198	0	0	0
Tusc3	421.25	486	253	502	444	0
Spa17	421.25	595	619	299	172	0
Siae	421.25	595	619	299	172	0
Neil3	421.25	361	188	644	492	0
Map3k4	421.25	279	148	635	623	0
Gskip	421.25	315	632	336	402	0
Daglb	421.25	663	588	0	434	0
Atg2b	421.25	315	632	336	402	0
1810058I24Rik	421.25	230	297	637	521	0
Zfp444	421.0	705	483	237	259	0
Suds3	421.0	323	364	445	552	0
Sf3b4	421.0	146	806	320	412	0
Rft1	421.0	342	595	464	283	0
Pole2	421.0	250	352	616	466	0
1810009A15Rik	421.0	331	785	298	270	0
Yy1	420.75	361	460	456	406	0
Efhd2	420.75	258	345	565	515	0
Eapp	420.75	438	482	368	395	0
Zyg11b	420.5	176	318	568	620	0
Zfp169	420.5	438	754	293	197	0
Pnp	420.5	663	416	326	277	0
Fan1	420.5	301	658	348	375	0
Stc2	420.25	104	330	495	752	0
Ssh2	420.25	439	317	404	521	0
Srr	420.25	322	376	560	423	0
Smg6	420.25	322	376	560	423	0
Csf1	420.25	406	112	596	567	0
Acp2	420.25	517	731	163	270	0
Vegfb	420.0	163	342	661	514	0
Rps6ka2	420.0	317	382	480	501	0
Gins1	420.0	298	304	586	492	0
Dnajc4	420.0	163	342	661	514	0
Cul5	420.0	320	402	428	530	0
Arl8b	420.0	433	549	339	359	0
Zc3h11a	419.75	340	854	190	295	0
Zbed6	419.75	340	854	190	295	0
Tmem129	419.75	317	353	548	461	0
Tacc3	419.75	317	353	548	461	0
Nipa2	419.75	443	455	349	432	0
Gmds	419.75	222	220	588	649	0
Sphk1	419.5	130	1040	107	401	0
Ndufaf3	419.5	664	505	204	305	0
H3c13	419.5	250	606	335	487	0
H2bc18	419.5	250	606	335	487	0
Gfpt1	419.5	226	383	561	508	0
Gatd1	419.5	378	468	405	427	0
Dalrd3	419.5	664	505	204	305	0
Ndufs8	419.25	315	496	368	498	0
Ctbp1	419.25	269	476	463	469	0
Ap2a1	419.25	308	169	519	681	0
Usp12	419.0	186	349	622	519	0
Slc25a19	419.0	286	460	363	567	0
Ezh2	419.0	159	252	643	622	0
Ormdl3	418.75	501	538	310	326	0
Atp5o	418.75	486	389	334	466	0
Snrpb2	418.5	487	767	145	275	0
Smim40	418.5	354	415	504	401	0
Rab5c	418.5	325	921	253	175	0
Prrg2	418.5	606	639	297	132	0
Nosip	418.5	606	639	297	132	0
Gk5	418.5	373	667	313	321	0
Daxx	418.5	354	415	504	401	0
Blvra	418.5	424	375	418	457	0
Zfp786	418.25	313	478	297	585	0
Ube2e1	418.25	307	512	433	421	0
Tm2d1	418.25	185	323	446	719	0
Ermp1	418.25	182	791	366	334	0
Tpr	418.0	337	622	383	330	0
Tmem161b	418.0	294	480	258	640	0
Them4	418.0	454	290	547	381	0
Odr4	418.0	337	622	383	330	0
Gfod1	418.0	88	234	665	685	0
Cela1	418.0	437	677	229	329	0
Radil	417.75	0	78	572	1021	0
Mvd	417.75	375	488	404	404	0
Bptf	417.75	238	345	378	710	0
Amer1	417.75	140	510	454	567	0
Adora2b	417.5	282	181	608	599	0
Zfp275	417.25	250	162	632	625	0
Slc30a9	417.25	443	184	499	543	0
Phc3	417.25	183	230	652	604	0
Kcnn1	417.25	946	449	167	107	0
Hlx	417.25	332	656	267	414	0
Irf1	417.0	359	239	461	609	0
Fos	416.75	134	308	397	828	0
Calm3	416.75	352	550	484	281	0
Ppargc1b	416.5	283	335	459	589	0
P3h1	416.5	261	349	543	513	0
AU022252	416.5	261	349	543	513	0
Myo10	416.25	227	0	643	795	0
Lzts2	416.25	105	771	447	342	0
Lrrcc1	416.25	211	410	552	492	0
Cbx4	416.25	152	534	484	495	0
Fbxl2	416.0	417	797	237	213	0
Cbarp	416.0	379	535	358	392	0
Atp5d	416.0	379	535	358	392	0
Tssk6	415.75	269	615	469	310	0
Tmem256	415.75	293	476	352	542	0
Pggt1b	415.75	390	415	378	480	0
Olfr986	415.75	96	0	0	1567	0
Nlgn2	415.75	293	476	352	542	0
Ndufa13	415.75	269	615	469	310	0
Large1	415.75	0	0	933	730	0
Tnrc6b	415.5	195	359	463	645	0
Tmem135	415.5	165	144	691	662	0
Ralgapa1	415.5	710	404	270	278	0
Peli1	415.25	452	473	437	299	0
Macir	415.25	505	320	396	440	0
Limk2	415.25	482	381	451	347	0
Ktn1	415.25	203	197	748	513	0
Kat8	415.25	779	518	234	130	0
Gba	415.25	522	979	160	0	0
Nus1	415.0	200	372	503	585	0
Cdc25b	415.0	489	145	463	563	0
Atp5g3	415.0	371	726	200	363	0
Zfp428	414.75	453	424	422	360	0
Top2b	414.75	144	772	391	352	0
Tln1	414.75	326	649	332	352	0
Taok2	414.75	428	393	403	435	0
Creb3	414.75	326	649	332	352	0
Cox8a	414.75	409	347	457	446	0
Ubtd1	414.5	219	530	394	515	0
Spast	414.5	246	299	537	576	0
Pla2g15	414.5	387	622	337	312	0
Mms19	414.5	219	530	394	515	0
Cox17	414.25	342	428	504	383	0
Acly	414.25	357	506	266	528	0
Zfp638	414.0	153	141	614	748	0
P4ha1	414.0	366	369	351	570	0
H3c15	414.0	249	285	605	517	0
H3c14	414.0	249	285	605	517	0
H2ac19	414.0	249	285	605	517	0
H2ac18	414.0	249	285	605	517	0
Aph1c	414.0	238	1418	0	0	0
Timm10b	413.75	222	524	437	472	0
Rchy1	413.75	327	683	334	311	0
Prkag2	413.75	248	479	382	546	0
Arfip2	413.75	222	524	437	472	0
Tgif2	413.5	304	440	458	452	0
Polb	413.5	456	450	362	386	0
Mcrs1	413.5	378	355	327	594	0
Map3k12	413.5	519	353	304	478	0
Larp4b	413.5	268	409	473	504	0
H4c8	413.5	405	783	191	275	0
Faah	413.5	397	761	185	311	0
Atl2	413.5	325	412	435	482	0
Twsg1	413.25	192	316	569	576	0
Kctd14	413.25	397	1256	0	0	0
Add1	413.0	223	305	568	556	0
Zfp346	412.75	403	427	367	454	0
Vps37c	412.75	349	321	552	429	0
Uimc1	412.75	403	427	367	454	0
Prpsap1	412.75	292	437	522	400	0
Acads	412.75	169	323	510	649	0
Zfp970	412.5	313	161	499	677	0
Srrm2	412.5	394	579	336	341	0
Rbm27	412.5	329	491	330	500	0
Mical1	412.5	255	208	531	656	0
Map2k7	412.5	218	526	384	522	0
Cbx2	412.5	246	260	599	545	0
Atp10d	412.5	377	472	411	390	0
Asxl2	412.5	374	523	396	357	0
Zhx3	412.25	134	228	695	592	0
Sidt2	412.25	507	725	197	220	0
Mrpl34	412.25	379	807	247	216	0
Lrrk1	412.25	244	520	442	443	0
Hadh	412.25	233	212	516	688	0
Fer	412.25	0	358	662	629	0
Dda1	412.25	379	807	247	216	0
Arrdc1	412.25	644	154	294	557	0
Slc25a24	412.0	0	91	587	970	0
Rnf19a	412.0	178	626	411	433	0
Lysmd2	412.0	249	0	721	678	0
Ctdsp1	412.0	440	682	273	253	0
Cpt2	412.0	190	397	422	639	0
Ap1b1	412.0	509	363	401	375	0
Ajuba	412.0	0	273	656	719	0
Pon2	411.75	277	350	584	436	0
Cdc16	411.75	433	404	440	370	0
Bbs4	411.75	696	401	303	247	0
Adamts1	411.75	0	0	720	927	0
Sdccag8	411.5	458	349	477	362	0
Pdap1	411.5	260	314	497	575	0
Dhcr7	411.5	359	558	342	387	0
Bud31	411.5	260	314	497	575	0
4930453N24Rik	411.5	593	394	387	272	0
Trim7	411.25	309	557	342	437	0
Clp1	411.25	511	678	279	177	0
Cblb	411.25	215	186	528	716	0
P3h4	411.0	0	0	815	829	0
Fkbp10	411.0	0	0	815	829	0
Ado	411.0	229	255	540	620	0
Ppp1r12b	410.75	329	465	387	462	0
Ccp110	410.75	438	516	353	336	0
Zbtb44	410.5	254	298	495	595	0
Tcea2	410.5	530	602	185	325	0
Hmgn5	410.5	363	943	207	129	0
Eloc	410.5	240	407	438	557	0
Ccnj	410.5	257	219	598	568	0
Ube4a	410.25	525	613	203	300	0
Rbm39	410.25	604	453	233	351	0
Arhgap25	410.25	936	705	0	0	0
Ythdc2	410.0	200	439	505	496	0
Timm8b	410.0	406	525	321	388	0
Tdrd3	410.0	455	535	320	330	0
Stat6	410.0	342	347	534	417	0
Sdhd	410.0	406	525	321	388	0
Rab27a	410.0	357	416	335	532	0
Psmc1	410.0	527	581	284	248	0
Pigbos1	410.0	357	416	335	532	0
Pigb	410.0	357	416	335	532	0
Atg16l2	410.0	233	274	424	709	0
Apba1	410.0	282	350	461	547	0
Abt1	410.0	367	599	396	278	0
Tango6	409.75	306	229	582	522	0
Rpap1	409.75	372	506	367	394	0
Pank2	409.75	310	939	176	214	0
Mapre3	409.75	832	175	346	286	0
Kdelr3	409.75	94	161	766	618	0
Arl8a	409.5	249	516	415	458	0
Xrra1	409.0	455	514	337	330	0
Spcs2	409.0	455	514	337	330	0
Gpi1	409.0	323	369	561	383	0
Gng8	409.0	246	210	671	509	0
Gapvd1	409.0	219	287	640	490	0
Amacr	409.0	315	0	703	618	0
Cdc73	408.75	242	420	403	570	0
Pih1d1	408.5	311	324	533	466	0
Gpatch2l	408.5	349	561	420	304	0
Bricd5	408.5	334	486	403	411	0
Arhgef7	408.5	298	462	484	390	0
Aldh16a1	408.5	311	324	533	466	0
Smpd2	408.25	863	0	317	453	0
Ppil6	408.25	863	0	317	453	0
Nrbp1	408.25	188	336	609	500	0
Nhlrc2	408.25	192	275	570	596	0
Dnajc10	408.25	835	256	259	283	0
Dclre1a	408.25	192	275	570	596	0
Tent4a	408.0	431	331	468	402	0
Prkrip1	408.0	482	513	290	347	0
Ctbs	408.0	440	273	382	537	0
Abhd8	408.0	379	807	230	216	0
Uqcr11	407.75	232	381	462	556	0
Stk38l	407.75	424	300	416	491	0
Setdb2	407.75	273	454	455	449	0
Nprl2	407.75	480	519	320	312	0
Mfge8	407.75	136	378	638	479	0
Hpf1	407.75	328	341	535	427	0
Gm45935	407.75	273	454	455	449	0
Cyb561d2	407.75	480	519	320	312	0
Cab39l	407.75	273	454	455	449	0
Sppl2a	407.5	386	326	467	451	0
Manba	407.5	860	770	0	0	0
Gnb1	407.5	478	431	360	361	0
Fam133b	407.5	232	439	444	515	0
Eml6	407.5	413	577	252	388	0
Cyp46a1	407.5	212	0	795	623	0
Abtb1	407.5	475	509	344	302	0
Tcf25	407.25	363	558	332	376	0
Slc4a8	407.25	517	268	294	550	0
Trim11	407.0	335	732	284	277	0
Pcnt	407.0	225	286	472	645	0
Mdp1	407.0	600	535	235	258	0
Vamp3	406.75	262	385	416	564	0
Uap1	406.75	192	258	676	501	0
Tmem185b	406.75	529	1098	0	0	0
Usp5	406.5	683	481	261	201	0
Ptpn1	406.5	155	378	571	522	0
Ndufa9	406.5	361	801	209	255	0
Cdca3	406.5	683	481	261	201	0
Atp13a1	406.5	263	408	642	313	0
Akap3	406.5	361	801	209	255	0
Oat	406.25	346	470	481	328	0
Tent2	406.0	404	410	433	377	0
Ppdpf	405.75	318	314	514	477	0
Gng10	405.75	151	122	668	682	0
Adcy7	405.75	152	475	244	752	0
Rsrp1	405.5	210	750	355	307	0
Rpl13	405.5	377	519	430	296	0
Proca1	405.5	0	598	418	606	0
Acaa2	405.5	247	594	366	415	0
Zranb3	405.25	226	227	362	806	0
R3hdm1	405.25	226	227	362	806	0
Neu1	405.25	286	632	359	344	0
Atg9b	405.25	671	765	0	185	0
Abcb8	405.25	671	765	0	185	0
Tmem41b	405.0	394	363	397	466	0
Knl1	405.0	275	452	474	419	0
Fibp	405.0	460	414	357	389	0
E2f7	405.0	190	329	527	574	0
Cenps	405.0	349	408	349	514	0
Ccdc85b	405.0	460	414	357	389	0
Zc3h14	404.75	245	506	531	337	0
Traf6	404.75	429	384	398	408	0
Rundc3a	404.75	1175	0	261	183	0
Nsf	404.75	352	512	377	378	0
Mrps25	404.75	294	505	521	299	0
Cdk19	404.5	347	336	460	475	0
Bsg	404.5	196	274	346	802	0
Zc3h7b	404.25	232	337	543	505	0
Wwp2	404.25	267	628	349	373	0
Gtf2a2	404.25	498	388	332	399	0
Ptpn3	404.0	0	262	634	720	0
