Target_genes	Mxi1|Average	SRX140388|CH12	SRX140391|MEL	SRX15939545|NIH/3T3	SRX15939546|NIH/3T3	STRING
Rpap2	582.25	373	327	616	1013	0
Qrich1	582.25	836	615	396	482	0
Kdm2b	582.25	886	173	668	602	0
Hnrnpr	582.25	375	556	712	686	0
Glmn	582.25	373	327	616	1013	0
Gpx1	582.0	786	546	425	571	0
Cdc42ep4	582.0	343	833	555	597	0
Wdyhv1	581.75	294	456	764	813	0
Sdhc	581.75	406	532	630	759	0
Rack1	581.75	507	451	547	822	0
Mpz	581.75	406	532	630	759	0
Troap	581.5	446	609	722	549	0
Spata6	581.5	839	0	702	785	0
Senp1	581.25	348	1053	468	456	0
Rbbp5	581.25	516	668	494	647	0
Pfkm	581.25	348	1053	468	456	0
Niban2	581.25	0	783	652	890	0
Mtpap	581.25	584	652	552	537	0
Bag6	581.25	418	461	624	822	0
Apom	581.25	418	461	624	822	0
Man1b1	580.75	587	887	345	504	0
Slc16a10	580.5	367	1244	279	432	0
Phykpl	580.5	548	495	435	844	0
Mettl18	580.5	438	405	720	759	0
BC055324	580.5	438	405	720	759	0
Mtrr	580.25	432	704	576	609	0
Immt	580.25	418	343	672	888	0
Fastkd3	580.25	432	704	576	609	0
Fam120c	580.25	445	790	512	574	0
Cers5	580.25	279	275	853	914	0
Rp9	579.75	318	551	749	701	0
Rap1a	579.75	236	411	824	848	0
Pcmt1	579.75	515	637	514	653	0
Nup43	579.75	515	637	514	653	0
Ankfy1	579.75	737	579	435	568	0
Zbtb7b	579.5	121	446	774	977	0
Lrrc57	579.5	512	784	439	583	0
Haus2	579.5	512	784	439	583	0
Cyp51	579.5	366	514	595	843	0
Zfand2a	579.25	639	1038	333	307	0
Aspm	579.25	651	569	486	611	0
Sec24c	578.75	944	807	339	225	0
Gas2l1	578.75	523	659	457	676	0
Bicdl1	578.75	1075	1240	0	0	0
Nradd	578.5	408	0	958	948	0
Mlx	578.5	636	729	420	529	0
Hsd17b1	578.5	636	729	420	529	0
Cox6c	578.5	434	638	558	684	0
Coasy	578.5	636	729	420	529	0
Tnfrsf22	578.25	515	361	754	683	0
Sap30bp	578.25	640	1046	349	278	0
Recql5	578.25	640	1046	349	278	0
Mrpl55	578.25	751	802	370	390	0
Ext2	578.25	316	711	364	922	0
Chrnb2	578.25	936	1377	0	0	0
Ube2g2	578.0	411	506	675	720	0
Med30	578.0	222	328	765	997	0
Tmed9	577.75	571	595	583	562	0
Ska3	577.75	432	463	734	682	0
Rpl36al	577.75	262	256	1026	767	0
Mrpl57	577.75	432	463	734	682	0
Mgat2	577.75	262	256	1026	767	0
Dlg1	577.75	497	676	455	683	0
Zfyve19	577.25	619	518	566	606	0
Mrps16	577.25	614	721	457	517	0
Kctd20	577.25	336	585	739	649	0
Dnajc9	577.25	614	721	457	517	0
Dnajc17	577.25	619	518	566	606	0
Zwilch	577.0	557	445	784	522	0
Zfp457	577.0	390	960	419	539	0
Vmac	577.0	524	469	685	630	0
Rpl4	577.0	557	445	784	522	0
Pgrmc2	577.0	445	503	620	740	0
Ndufa11	577.0	524	469	685	630	0
Chek1	577.0	486	605	488	729	0
Cdca7l	576.75	291	587	795	634	0
Ate1	576.75	623	521	516	647	0
Ints2	576.5	641	837	359	469	0
Hax1	576.5	445	932	453	476	0
Fam207a	576.5	531	539	626	610	0
Asph	576.5	675	402	759	470	0
Arfgef2	576.5	465	779	584	478	0
Usp39	576.25	319	462	740	784	0
Gpatch3	576.25	610	1021	332	342	0
0610030E20Rik	576.25	319	462	740	784	0
Clcn3	576.0	550	748	476	530	0
Hinfp	575.75	504	612	652	535	0
Trim46	575.25	471	936	420	474	0
Ddx1	575.25	624	682	617	378	0
Uqcc2	575.0	203	399	772	926	0
Strn3	575.0	570	307	580	843	0
Gsr	575.0	427	583	827	463	0
Epn2	575.0	316	386	700	898	0
Ap4s1	575.0	570	307	580	843	0
Alg9	575.0	313	606	796	585	0
Rmdn1	574.75	336	196	685	1082	0
Cpne3	574.75	336	196	685	1082	0
Stk19	574.5	675	611	583	429	0
Dxo	574.5	675	611	583	429	0
Aldh9a1	574.5	307	669	682	640	0
Plxnb2	574.25	566	188	756	787	0
Far1	574.25	435	297	676	889	0
Zfp955b	574.0	342	479	699	776	0
Gtse1	574.0	373	754	524	645	0
Akap10	574.0	404	683	655	554	0
Wac	573.75	1201	519	264	311	0
Tnpo3	573.75	378	552	807	558	0
Crebl2	573.75	575	553	585	582	0
Ccar2	573.5	331	597	725	641	0
Ssna1	573.25	541	785	542	425	0
Rnf139	573.25	537	639	538	579	0
Pitpnm2	573.25	103	284	906	1000	0
Anapc2	573.25	541	785	542	425	0
Slc39a13	573.0	679	774	445	394	0
Hps5	573.0	572	652	616	452	0
Gtf2h1	573.0	572	652	616	452	0
Slc43a2	572.75	613	567	513	598	0
Pdik1l	572.75	620	379	477	815	0
Septin2	572.5	534	603	643	510	0
Myo5a	572.5	463	513	723	591	0
Camk2n2	572.5	540	506	573	671	0
Zfp142	572.25	481	847	421	540	0
Rif1	572.25	344	363	745	837	0
Bcs1l	572.25	481	847	421	540	0
Atxn3	572.25	387	474	756	672	0
Spef1	572.0	1259	749	139	141	0
Polr3f	572.0	549	782	412	545	0
Ncs1	572.0	0	447	1165	676	0
Dzank1	572.0	549	782	412	545	0
Evc2	571.75	0	0	704	1583	0
Evc	571.75	0	0	704	1583	0
Dnajb6	571.75	560	658	510	559	0
Abca1	571.75	705	1457	125	0	0
Ptbp2	571.5	192	471	865	758	0
Ift27	571.5	856	723	372	335	0
Hic2	571.5	292	585	691	718	0
Vps36	571.25	374	830	470	611	0
Tbcc	571.25	789	738	368	390	0
Prrt2	571.25	622	402	650	611	0
Ppih	571.25	433	466	739	647	0
Pcbp1	571.25	510	580	587	608	0
Maz	571.25	622	402	650	611	0
Syngr2	571.0	545	688	525	526	0
Rbm14	571.0	340	546	705	693	0
Rbfa	571.0	564	749	613	358	0
Gm21992	571.0	340	546	705	693	0
Ccno	571.0	904	559	575	246	0
Ahcyl1	571.0	418	336	765	765	0
Zfp277	570.75	440	569	630	644	0
Kmt2a	570.75	351	1107	314	511	0
Dock4	570.75	440	569	630	644	0
Mccc1	570.5	384	611	518	769	0
Nfe2l2	570.25	464	658	507	652	0
Arpc1b	570.25	350	257	872	802	0
Kri1	570.0	419	622	665	574	0
Gmcl1	570.0	503	695	479	603	0
Fabp5	570.0	511	0	753	1016	0
Cdkn2d	570.0	419	622	665	574	0
Slc15a4	569.75	454	757	444	624	0
Slc66a1	569.5	328	525	592	833	0
Akr7a5	569.5	328	525	592	833	0
Zfyve26	569.25	755	557	506	459	0
Zc3h15	569.25	465	618	557	637	0
Rest	569.25	361	631	742	543	0
Rad51b	569.25	755	557	506	459	0
Fth1	569.25	472	713	490	602	0
Ctbp2	569.25	0	889	704	684	0
Ccdc71l	569.25	479	467	574	757	0
Naa16	569.0	365	891	492	528	0
Ssx2ip	568.75	989	355	495	436	0
Dcps	568.75	584	449	649	593	0
Ccdc180	568.75	1434	402	0	439	0
Vmp1	568.5	793	925	272	284	0
Taok3	568.5	607	670	445	552	0
Ranbp6	568.5	439	999	393	443	0
Ptrh2	568.5	793	925	272	284	0
Pacrgl	568.25	662	198	766	647	0
Fam241a	568.25	231	371	818	853	0
Rpp14	568.0	472	604	598	598	0
Lmln	568.0	419	311	916	626	0
Htd2	568.0	472	604	598	598	0
Slc35a2	567.75	373	801	481	616	0
Ncapd2	567.75	395	638	564	674	0
Mrpl51	567.75	395	638	564	674	0
Fez2	567.75	126	272	877	996	0
Cep295	567.75	425	780	498	568	0
Ccsap	567.75	429	252	921	669	0
Atg14	567.75	552	884	305	530	0
Ugp2	567.25	438	642	644	545	0
Tsen15	567.25	635	611	493	530	0
Tmem131	567.25	215	1420	261	373	0
Slc35a5	567.25	781	399	567	522	0
Atg3	567.25	781	399	567	522	0
Tctn1	567.0	992	471	495	310	0
Spata24	567.0	652	407	564	645	0
Ppp4r3a	567.0	514	544	753	457	0
Il1rl1	567.0	0	193	939	1136	0
Ppt1	566.75	344	652	489	782	0
Nudt8	566.75	456	605	541	665	0
Eed	566.75	268	840	727	432	0
Doc2g	566.75	456	605	541	665	0
Rnaset2b	566.5	487	521	654	604	0
Rad23a	566.5	441	436	806	583	0
Slc25a5	566.25	507	470	578	710	0
Slc25a27	566.25	0	0	933	1332	0
Ino80e	566.25	648	653	510	454	0
Hirip3	566.25	648	653	510	454	0
Cyp39a1	566.25	0	0	933	1332	0
Rbm18	566.0	375	675	562	652	0
Mrrf	566.0	375	675	562	652	0
Ippk	565.75	451	577	632	603	0
Dlec1	565.75	1316	947	0	0	0
Actr2	565.75	681	678	371	533	0
Ube2j2	565.5	804	711	328	419	0
Fadd	565.5	458	891	483	430	0
Spryd7	565.0	283	467	853	657	0
Cox14	565.0	351	362	699	848	0
Rfx7	564.5	512	690	574	482	0
Nfib	564.5	0	0	1204	1054	0
Katnbl1	564.5	479	911	379	489	0
Otud6b	564.25	334	367	642	914	0
Klhdc2	564.25	408	294	640	915	0
Dcp2	564.25	487	611	578	581	0
Cdpf1	564.25	349	597	632	679	0
Ttll9	564.0	1128	664	218	246	0
Slc35d1	564.0	269	334	602	1051	0
Gemin8	564.0	618	611	474	553	0
Rbis	563.75	463	737	525	530	0
Mrpl33	563.5	527	628	644	455	0
Grpel2	563.5	293	523	709	729	0
Gbp3	563.5	634	373	382	865	0
Zfp738	563.25	649	643	409	552	0
Stk17b	563.25	275	326	855	797	0
Uckl1	563.0	705	833	306	408	0
Tmem237	563.0	892	322	589	449	0
Spata33	563.0	799	546	398	509	0
Chmp1a	563.0	799	546	398	509	0
Jrk	562.5	648	370	671	561	0
Cstb	562.5	490	609	474	677	0
Zfp512b	562.25	515	531	533	670	0
Suco	562.25	409	857	549	434	0
Tpgs2	562.0	390	676	580	602	0
Stard5	562.0	393	447	693	715	0
AW554918	562.0	390	676	580	602	0
Nek9	561.75	575	566	608	498	0
Gabarap	561.5	685	853	332	376	0
Tbc1d5	561.25	428	616	535	666	0
Birc2	561.25	296	741	514	694	0
Nxn	560.75	374	900	458	511	0
Cwc25	560.75	654	1060	304	225	0
Uvrag	560.5	785	837	279	341	0
Trp53inp1	560.5	594	725	462	461	0
Stx12	560.5	399	722	606	515	0
Sdf2l1	560.5	485	603	515	639	0
Ralb	560.5	446	899	382	515	0
Mfsd12	560.5	376	955	414	497	0
Lrrfip1	560.5	518	347	575	802	0
H2az1	560.5	562	342	643	695	0
Dnajb14	560.5	562	342	643	695	0
Rrbp1	560.25	309	660	693	579	0
Det1	560.25	424	613	660	544	0
Ddost	560.25	636	657	373	575	0
Chtop	560.25	478	504	644	615	0
Adrm1	560.25	568	641	330	702	0
Abl2	560.25	333	890	414	604	0
AI413582	560.25	609	552	501	579	0
Dnmt1	560.0	360	794	534	552	0
Cdca4	560.0	423	495	699	623	0
Pola1	559.75	260	786	523	670	0
Phtf1	559.75	357	398	790	694	0
Ndufaf6	559.75	388	533	610	708	0
Sergef	559.5	320	551	718	649	0
Rpl23	559.5	594	852	411	381	0
Mlf1	559.5	0	1155	529	554	0
Leng1	559.5	317	442	752	727	0
Atp9b	559.5	587	680	501	470	0
Atp5l	559.5	259	1168	515	296	0
Ubl5	559.25	428	875	503	431	0
Pgd	559.25	519	775	437	506	0
Fbxl12	559.25	428	875	503	431	0
Ccnd2	559.25	1121	641	214	261	0
Tab2	559.0	112	392	743	989	0
Chchd2	559.0	573	625	481	557	0
Sec22c	558.75	405	321	736	773	0
Fbf1	558.75	697	825	384	329	0
Dguok	558.75	565	496	601	573	0
Atl3	558.75	349	380	868	638	0
Usp53	558.5	244	581	730	679	0
Tatdn1	558.5	383	740	523	588	0
Ndufb9	558.5	383	740	523	588	0
Gabarapl1	558.5	227	472	698	837	0
Entpd4b	558.5	716	583	477	458	0
Entpd4	558.5	716	583	477	458	0
Wbp1	558.0	619	875	450	288	0
Psmd7	558.0	378	701	554	599	0
Naa10	558.0	543	531	547	611	0
Ino80b	558.0	619	875	450	288	0
Ing1	558.0	502	458	728	544	0
Hadhb	558.0	648	591	454	539	0
Hadha	558.0	648	591	454	539	0
Esrra	558.0	345	618	717	552	0
Catsperz	558.0	345	618	717	552	0
Cars2	558.0	502	458	728	544	0
Alms1	558.0	565	868	452	347	0
Zfp148	557.75	558	640	522	511	0
Snx29	557.75	615	457	587	572	0
Map1a	557.75	1401	355	220	255	0
Gss	557.75	369	766	592	504	0
Dbnl	557.75	510	743	456	522	0
Hhipl1	557.5	0	0	1034	1196	0
Tmem230	557.25	722	375	629	503	0
Ticrr	557.25	421	332	838	638	0
Cd44	557.25	161	781	584	703	0
Zfp213	557.0	460	458	609	701	0
Lsm4	557.0	803	623	482	320	0
Slc11a2	556.75	313	581	663	670	0
Selenoo	556.75	247	308	691	981	0
Piezo1	556.75	252	245	1030	700	0
Klhl22	556.75	0	705	744	778	0
Cd274	556.75	348	923	450	506	0
Atp13a3	556.75	333	251	827	816	0
Zmym6	556.5	545	0	716	965	0
Incenp	556.5	405	488	668	665	0
Topors	556.25	729	741	366	389	0
Smim27	556.25	729	741	366	389	0
Sema4b	556.25	253	256	853	863	0
Rad54b	556.25	345	210	819	851	0
Metap2	556.25	562	349	705	609	0
Ehd4	556.25	282	346	819	778	0
Cep68	556.25	497	479	474	775	0
Stx4a	556.0	420	821	345	638	0
Cyth1	556.0	487	526	558	653	0
Trim8	555.75	246	527	664	786	0
Terf2ip	555.75	571	524	605	523	0
Kars	555.75	571	524	605	523	0
Ercc3	555.75	602	602	489	530	0
Atp1b3	555.75	290	261	981	691	0
Ptk2b	555.5	1029	1193	0	0	0
Prrc1	555.25	303	333	912	673	0
Odf2	555.25	736	978	230	277	0
Cops6	555.25	409	646	547	619	0
Snrpe	555.0	431	639	597	553	0
Pmpca	555.0	440	548	654	578	0
Nrp2	555.0	573	0	773	874	0
Entr1	555.0	440	548	654	578	0
Atp6v0c	555.0	173	909	592	546	0
Zbtb39	554.5	715	660	347	496	0
Pgam1	554.5	319	666	717	516	0
Fbxo31	554.5	371	684	641	522	0
Sin3a	554.0	592	776	482	366	0
Shoc2	554.0	473	1120	311	312	0
Plxna3	554.0	336	298	830	752	0
Bbip1	554.0	473	1120	311	312	0
Smim13	553.75	304	388	513	1010	0
Sccpdh	553.5	411	376	687	740	0
Rcan1	553.5	531	490	518	675	0
Hacd3	553.5	489	511	655	559	0
Eif4e2	553.5	661	494	653	406	0
Zfp69	553.25	226	431	719	837	0
Snrpd1	553.0	524	626	583	479	0
Repin1	553.0	950	0	612	650	0
Gm5111	553.0	950	0	612	650	0
Fdxacb1	553.0	456	836	374	546	0
1110032A03Rik	553.0	456	836	374	546	0
Pip5k1a	552.75	513	882	376	440	0
Ankrd13d	552.75	910	761	181	359	0
Lactb2	552.5	406	469	695	640	0
Gpaa1	552.5	480	629	553	548	0
Exosc4	552.5	480	629	553	548	0
Ttc41	552.25	322	642	564	681	0
Hsp90b1	552.25	322	642	564	681	0
Fam98b	552.25	728	601	419	461	0
Stx16	552.0	545	712	536	415	0
Eno1	552.0	603	795	348	462	0
Bud13	552.0	582	894	390	342	0
Vat1	551.75	461	774	512	460	0
Ttc9c	551.75	321	308	699	879	0
Sorbs1	551.75	525	453	723	506	0
Rnd2	551.75	461	774	512	460	0
Hnrnpul2	551.75	321	308	699	879	0
Psmc3ip	551.5	958	161	637	450	0
Inka1	551.5	588	306	477	835	0
Slc26a6	551.25	561	769	361	514	0
Pds5b	551.25	539	700	407	559	0
2210016L21Rik	551.25	456	745	400	604	0
Zdhhc9	551.0	254	503	752	695	0
Stam2	551.0	532	724	430	518	0
Ece1	551.0	292	1131	397	384	0
Pdxdc1	550.75	342	501	670	690	0
Mpv17l	550.75	342	501	670	690	0
Gan	550.75	382	676	684	461	0
Cherp	550.75	653	668	481	401	0
Arfip1	550.75	625	440	602	536	0
Zfr2	550.5	499	1038	248	417	0
Irf2	550.5	654	558	596	394	0
Atcay	550.5	499	1038	248	417	0
Ubr7	550.25	332	360	777	732	0
Ralbp1	550.25	221	361	884	735	0
Nrd1	550.25	287	397	792	725	0
Mtfp1	550.25	699	863	324	315	0
Gon7	550.25	332	360	777	732	0
Gm20604	550.25	332	360	777	732	0
Cenpv	550.25	516	759	341	585	0
Acsl1	550.25	364	360	863	614	0
Zdhhc17	550.0	253	327	813	807	0
Snupn	550.0	514	797	526	363	0
Ubr4	549.75	278	972	393	556	0
Tubb6	549.75	571	0	855	773	0
Taf3	549.75	678	695	457	369	0
Madd	549.75	417	791	465	526	0
H2az2	549.75	449	495	565	690	0
Mt1	549.5	196	1029	441	532	0
Vps35	549.25	343	556	715	583	0
Ppp2r5c	549.25	340	507	786	564	0
Orc6	549.25	343	556	715	583	0
Fam160a2	549.25	364	319	678	836	0
Cnga4	549.25	364	319	678	836	0
Zfp790	549.0	402	457	758	579	0
Ubxn4	549.0	417	680	430	669	0
Ubap2	549.0	533	576	542	545	0
Topbp1	549.0	350	273	802	771	0
Cutc	549.0	424	631	469	672	0
Cox15	549.0	424	631	469	672	0
Kif22	548.75	621	677	501	396	0
Pacc1	548.5	388	586	466	754	0
Ubxn2b	548.25	867	300	498	528	0
Chuk	548.25	595	623	480	495	0
Amz2	548.25	869	533	373	418	0
Fam104a	548.0	494	650	572	476	0
D11Wsu47e	548.0	494	650	572	476	0
Hmgn2	547.75	816	673	417	285	0
H4f16	547.75	654	615	464	458	0
H2aj	547.75	654	615	464	458	0
Slc35f5	547.5	464	808	426	492	0
L3mbtl2	547.5	356	563	564	707	0
Dhrs7b	547.5	476	888	326	500	0
Parp2	547.25	881	460	487	361	0
Faap24	547.25	663	697	353	476	0
1700016K19Rik	547.25	1147	1042	0	0	0
Snx1	547.0	468	733	454	533	0
Pex10	547.0	316	721	614	537	0
Micu1	547.0	320	530	715	623	0
Map1lc3b	547.0	593	667	533	395	0
Ciao2a	547.0	468	733	454	533	0
Atp5g2	547.0	480	725	464	519	0
Ssb	546.75	220	521	535	911	0
Rad9a	546.75	479	730	473	505	0
Mpzl1	546.75	232	488	821	646	0
Mob2	546.75	469	613	725	380	0
Fignl1	546.75	399	258	708	822	0
Prdm5	546.5	0	0	1196	990	0
Pip5kl1	546.0	552	806	370	456	0
Dpm2	546.0	552	806	370	456	0
Zfp706	545.75	511	460	684	528	0
Tbl1xr1	545.75	367	917	420	479	0
Ndufs7	545.75	589	724	382	488	0
Dmwd	545.75	104	1160	581	338	0
Csnk2a1	545.75	541	843	274	525	0
Vps13d	545.5	562	705	385	530	0
Prag1	545.5	755	500	376	551	0
Trim28	545.0	462	758	507	453	0
Calm1	545.0	517	523	529	611	0
Trib1	544.75	400	368	644	767	0
Apbb1ip	544.75	374	782	415	608	0
Ubox5	544.5	480	523	509	666	0
Fastkd5	544.5	480	523	509	666	0
Tmem68	544.25	560	512	551	554	0
Tgs1	544.25	560	512	551	554	0
Per2	544.25	537	768	467	405	0
Ppp6r3	544.0	389	861	480	446	0
Edf1	544.0	530	765	355	526	0
Guf1	543.75	530	421	526	698	0
Ccz1	543.75	488	869	480	338	0
Rbbp6	543.5	562	480	546	586	0
Ppwd1	543.5	489	617	659	409	0
Hmgxb3	543.5	528	629	519	498	0
Fanci	543.5	756	348	568	502	0
Etfa	543.5	719	800	324	331	0
Cenpk	543.5	489	617	659	409	0
Ccnf	543.5	424	389	678	683	0
Asb6	543.5	570	716	500	388	0
Pttg1ip	543.25	312	879	447	535	0
Map2k5	543.0	376	716	537	543	0
Ap4e1	543.0	716	770	376	310	0
Zscan2	542.75	670	895	378	228	0
Micall1	542.5	214	332	683	941	0
Bod1l	542.5	577	801	414	378	0
Zxdc	542.25	452	432	591	694	0
Paqr4	542.25	413	836	520	400	0
Tatdn2	542.0	481	658	558	471	0
Gins2	542.0	601	538	600	429	0
Pfn1	541.75	316	397	581	873	0
Eno3	541.75	316	397	581	873	0
Slc35b2	541.5	173	417	722	854	0
Rbm12b2	541.5	674	664	407	421	0
Nucks1	541.5	493	623	493	557	0
Letm1	541.5	336	598	503	729	0
Esco2	541.5	498	546	687	435	0
Ccdc25	541.5	498	546	687	435	0
Slu7	541.25	474	820	452	419	0
Trpc4ap	541.0	373	753	569	469	0
Mpv17l2	540.75	536	272	691	664	0
Ubn1	540.5	460	411	688	603	0
Tufm	540.5	521	575	569	497	0
Rrnad1	540.5	305	581	607	669	0
Isg20l2	540.5	305	581	607	669	0
Glyr1	540.5	460	411	688	603	0
Oaf	540.25	0	788	758	615	0
Ccnl1	540.25	398	427	639	697	0
Snip1	540.0	463	534	606	557	0
Me2	540.0	338	744	597	481	0
Fas	540.0	731	0	887	542	0
Eid2	540.0	335	1283	332	210	0
E130309D02Rik	540.0	350	581	437	792	0
Dnali1	540.0	463	534	606	557	0
Lef1	539.75	960	0	564	635	0
Farp2	539.75	237	472	706	744	0
Tomm40l	539.5	478	783	376	521	0
Apoa2	539.5	478	783	376	521	0
Srrd	539.25	357	654	504	642	0
Igf1r	539.25	0	372	758	1027	0
Hps4	539.25	357	654	504	642	0
Cnih2	539.25	1485	672	0	0	0
Cacfd1	539.25	542	295	741	579	0
Zfp607b	539.0	432	747	577	400	0
Fam172a	539.0	489	758	416	493	0
Ndufs5	538.75	445	548	451	711	0
Eps15	538.75	361	432	648	714	0
Anapc7	538.75	275	457	545	878	0
Timm44	538.5	471	838	492	353	0
Caap1	538.5	594	584	517	459	0
Tmem33	538.25	707	800	259	387	0
Nxf1	538.25	350	580	704	519	0
G2e3	538.25	434	488	607	624	0
Dcp1b	538.25	982	958	125	88	0
Calu	538.25	366	431	806	550	0
Lamtor5	538.0	346	543	562	701	0
Epb41l2	538.0	146	507	542	957	0
Cecr2	538.0	859	1293	0	0	0
Rfx5	537.75	368	446	464	873	0
Nucb2	537.75	758	310	607	476	0
Nnt	537.75	320	402	669	760	0
Tmem245	537.5	202	342	749	857	0
Ubxn7	537.25	727	548	422	452	0
Tsga10	537.25	966	457	441	285	0
Tpm3	537.25	540	919	321	369	0
Srd5a3	537.25	362	705	416	666	0
Rmnd5b	537.25	330	514	693	612	0
Hbegf	537.25	0	337	1022	790	0
Bmp2k	537.25	304	905	371	569	0
B3gnt9	537.25	498	535	494	622	0
Vps29	537.0	504	449	547	648	0
Tmem120a	537.0	352	728	446	622	0
Rad9b	537.0	504	449	547	648	0
Cdc25c	537.0	671	434	578	465	0
Reep5	536.75	206	200	959	782	0
Atxn7l1	536.75	328	1076	351	392	0
Vars2	536.5	448	498	564	636	0
Tfcp2	536.5	369	728	554	495	0
Ccdc171	536.5	374	375	787	610	0
Ammecr1l	536.5	300	354	718	774	0
Prkca	536.25	438	319	761	627	0
Ncbp3	536.25	669	708	336	432	0
Fnip1	536.25	271	292	557	1025	0
Psme4	536.0	322	616	560	646	0
Vwa8	535.75	498	362	701	582	0
Uxs1	535.75	371	269	659	844	0
Sun2	535.75	251	268	723	901	0
Ptpru	535.75	163	1898	82	0	0
Derl1	535.75	445	309	706	683	0
2700062C07Rik	535.75	450	775	229	689	0
Psmd6	535.5	584	612	486	460	0
Nxt1	535.5	413	413	547	769	0
Lcor	535.5	209	313	737	883	0
Hsd17b4	535.5	406	321	658	757	0
Tmco3	535.0	276	399	746	719	0
Snap47	535.0	472	704	385	579	0
Sap18b	535.0	479	640	629	392	0
Sap18	535.0	479	640	629	392	0
Rbsn	535.0	617	646	443	434	0
Kif21a	535.0	0	0	983	1157	0
Jmjd4	535.0	472	704	385	579	0
Dcun1d2	535.0	276	399	746	719	0
Xpnpep1	534.75	259	531	723	626	0
Spryd3	534.25	440	464	659	574	0
Ing2	534.25	750	638	404	345	0
Cnppd1	534.25	486	862	351	438	0
Cltc	534.25	498	559	498	582	0
Qars	534.0	819	659	357	301	0
Ppp1r18	534.0	327	302	725	782	0
Nrm	534.0	327	302	725	782	0
8030462N17Rik	534.0	520	659	449	508	0
Mettl3	533.75	420	520	772	423	0
Fzd7	533.75	233	366	394	1142	0
Dusp5	533.75	365	454	606	710	0
Ntpcr	533.5	421	750	553	410	0
Dync1li1	533.5	399	190	663	882	0
Flvcr1	533.25	336	433	622	742	0
Dut	533.25	337	456	753	587	0
Cdc25a	533.25	380	399	785	569	0
Acbd6	533.25	387	695	459	592	0
Pikfyve	533.0	374	465	540	753	0
Idh1	533.0	374	465	540	753	0
Cnot10	533.0	610	545	513	464	0
Taf1d	532.5	365	610	493	662	0
Rpl19	532.5	468	686	527	449	0
Nudt5	532.5	320	677	534	599	0
Lhx3	532.5	201	1579	223	127	0
Cdc123	532.5	320	677	534	599	0
Cacnb1	532.5	468	686	527	449	0
4931406C07Rik	532.5	365	610	493	662	0
Mnat1	532.25	715	715	314	385	0
Marcksl1	532.25	522	259	736	612	0
Acyp1	532.25	810	718	275	326	0
Slc66a2	532.0	450	465	602	611	0
Pigf	532.0	570	629	422	507	0
Gatd3a	532.0	668	576	585	299	0
Cript	532.0	570	629	422	507	0
Coq10b	532.0	410	665	487	566	0
Zcchc17	531.75	454	417	619	637	0
Snrnp40	531.75	454	417	619	637	0
Mrpl17	531.75	457	531	594	545	0
Jag1	531.75	0	0	979	1148	0
Tmem183a	531.5	490	700	400	536	0
Tmem116	531.5	789	275	555	507	0
Kif3a	531.5	506	559	446	615	0
Erp29	531.5	789	275	555	507	0
Spg20	531.25	453	731	479	462	0
Mob1a	531.25	439	601	557	528	0
Psmd12	530.75	399	577	475	672	0
Pigm	530.75	453	640	321	709	0
Klhdc10	530.75	768	510	378	467	0
Bsdc1	530.75	321	500	543	759	0
Slc35b4	530.5	364	611	563	584	0
Prr14l	530.5	445	533	622	522	0
Ikzf5	530.5	471	671	488	492	0
Acadsb	530.5	471	671	488	492	0
Tut4	530.25	421	785	476	439	0
Mfsd2a	530.25	762	515	448	396	0
Sec24b	530.0	258	367	734	761	0
Pfkp	530.0	519	594	510	497	0
Nphp1	530.0	754	718	323	325	0
Mtln	530.0	754	718	323	325	0
Art3	530.0	389	1420	0	311	0
Ogfod1	529.75	422	461	640	596	0
Nudt21	529.75	422	461	640	596	0
Cdc42ep2	529.5	241	1348	301	228	0
Azin1	529.5	395	377	661	685	0
Anln	529.5	416	532	691	479	0
Selenof	529.25	461	398	648	610	0
Raver1	529.25	423	887	390	417	0
Pip4p1	529.25	727	691	426	273	0
Hs2st1	529.25	461	398	648	610	0
Ddi2	529.25	251	362	741	763	0
Wdr62	529.0	489	737	511	379	0
Rfc2	529.0	479	719	487	431	0
Pnkd	529.0	693	699	371	353	0
Nfe2l1	528.75	409	475	609	622	0
Esyt2	528.75	462	761	549	343	0
Zfp953	528.5	405	492	533	684	0
Tedc1	528.5	333	808	485	488	0
Ska1	528.5	485	300	771	558	0
Ldlr	528.5	375	873	419	447	0
Exoc5	528.5	337	373	777	627	0
Crip1	528.5	333	808	485	488	0
Ap5m1	528.5	337	373	777	627	0
Alkbh6	528.5	612	538	542	422	0
Ube2d3	528.25	765	509	433	406	0
Notch2	528.25	392	446	542	733	0
Xrcc2	528.0	339	331	771	671	0
Cmtr1	528.0	473	481	552	606	0
Ankrd17	528.0	283	351	774	704	0
Lrrc47	527.75	663	716	317	415	0
Tbca	527.5	268	380	738	724	0
Clcc1	527.25	298	435	699	677	0
Ptpn21	527.0	653	776	397	282	0
Trim56	526.5	187	1261	193	465	0
Cfap36	526.5	1260	497	140	209	0
Cald1	526.25	1105	112	350	538	0
Aurkb	526.25	220	510	679	696	0
Sec23ip	526.0	453	617	606	428	0
Prdm15	526.0	431	897	216	560	0
Mcmbp	526.0	453	617	606	428	0
Tspyl4	525.5	653	0	655	794	0
Rgl2	525.5	630	630	478	364	0
Cgref1	525.5	273	444	384	1001	0
Abhd1	525.5	273	444	384	1001	0
Zfp938	525.25	288	0	754	1059	0
Mrps35	525.25	356	731	406	608	0
