Target_genes	Chd1|Average	SRX188823|CH12	SRX188825|MEL	STRING
Rnf121	48.5	97	0	0
Rhbdd1	48.5	97	0	0
Psma2	48.5	97	0	0
Prpf31	48.5	97	0	0
Ppp1r36	48.5	0	97	0
Nup214	48.5	0	97	0
Nudt5	48.5	0	97	0
Nrros	48.5	0	97	0
Nras	48.5	0	97	0
Nop58	48.5	0	97	0
Ndufb7	48.5	97	0	0
Mrpl33	48.5	0	97	0
Mrpl32	48.5	97	0	0
Mcur1	48.5	0	97	0
Mapkapk3	48.5	97	0	0
Letm1	48.5	0	97	0
Gnptab	48.5	0	97	0
Ganc	48.5	97	0	0
Exosc8	48.5	0	97	0
Eps8l1	48.5	97	0	0
Dgcr8	48.5	97	0	0
Depdc5	48.5	97	0	0
Cdc123	48.5	0	97	0
Arpc2	48.5	0	97	0
Arih2	48.5	97	0	0
Alg5	48.5	0	97	0
Adprm	48.5	0	97	0
Acadm	48.5	0	97	0
Vsir	48.0	96	0	0
Vipas39	48.0	96	0	0
Ubr5	48.0	96	0	0
Ube3a	48.0	96	0	0
Tvp23a	48.0	96	0	0
Ttk	48.0	96	0	0
Tmem256	48.0	96	0	0
Thada	48.0	0	96	0
Tet3	48.0	0	96	0
Tceal9	48.0	0	96	0
Stat6	48.0	0	96	0
Slc48a1	48.0	0	96	0
Sf3b6	48.0	96	0	0
Rps5	48.0	0	96	0
Rnf225	48.0	0	96	0
Rnf14	48.0	96	0	0
Rbx1	48.0	0	96	0
Nlgn2	48.0	96	0	0
Napsa	48.0	96	0	0
Mbd2	48.0	96	0	0
Ly6g5c	48.0	0	96	0
Lmo2	48.0	96	0	0
Hspa4	48.0	0	96	0
H2-Eb2	48.0	96	0	0
Gbp10	48.0	96	0	0
Fmnl1	48.0	96	0	0
Fbxl17	48.0	96	0	0
Dnaja2	48.0	96	0	0
Cog7	48.0	0	96	0
Cish	48.0	0	96	0
Cgref1	48.0	0	96	0
Ccdc88c	48.0	96	0	0
Batf	48.0	96	0	0
B3gat3	48.0	96	0	0
Atxn7l1	48.0	96	0	0
Atp5j2	48.0	0	96	0
Ahsa1	48.0	96	0	0
Abhd1	48.0	0	96	0
AF067061	48.0	96	0	0
Zfp689	47.5	95	0	0
Zfp369	47.5	95	0	0
Zfp322a	47.5	95	0	0
Zfp213	47.5	0	95	0
Xrcc2	47.5	0	95	0
Ubr2	47.5	95	0	0
U2af2	47.5	0	95	0
Tmcc2	47.5	0	95	0
Thra	47.5	0	95	0
Tapbpl	47.5	95	0	0
Srsf1	47.5	95	0	0
Rfc2	47.5	0	95	0
Rasal1	47.5	0	95	0
Pwwp2a	47.5	95	0	0
Ppp6c	47.5	0	95	0
Pgs1	47.5	95	0	0
Parvg	47.5	95	0	0
Mtrr	47.5	95	0	0
Mtr	47.5	0	95	0
Mrpl38	47.5	0	95	0
Ltn1	47.5	95	0	0
Lpcat2	47.5	0	95	0
Hmx2	47.5	0	95	0
Hhex	47.5	95	0	0
H2-Ob	47.5	0	95	0
Gstm4	47.5	95	0	0
Fbxl18	47.5	0	95	0
Fastkd3	47.5	95	0	0
Ergic1	47.5	0	95	0
Elf3	47.5	95	0	0
E2f8	47.5	0	95	0
Degs1	47.5	95	0	0
Coq2	47.5	95	0	0
Champ1	47.5	95	0	0
Cdc6	47.5	0	95	0
Cd86	47.5	95	0	0
Ccl7	47.5	95	0	0
Cbfa2t2	47.5	0	95	0
Baiap2	47.5	0	95	0
Arpc1a	47.5	0	95	0
Acsl1	47.5	0	95	0
Aars2	47.5	0	95	0
1190007I07Rik	47.5	95	0	0
Zfp445	47.0	0	94	0
Wdr77	47.0	0	94	0
Vps29	47.0	0	94	0
Vps18	47.0	94	0	0
Supt6	47.0	94	0	0
Srp54c	47.0	94	0	0
Srp54b	47.0	94	0	0
Spag1	47.0	0	94	0
Socs5	47.0	0	94	0
Slc39a11	47.0	94	0	0
Sdhaf3	47.0	0	94	0
Sdf2	47.0	94	0	0
Rxylt1	47.0	0	94	0
Rtn4rl1	47.0	0	94	0
Rad9b	47.0	0	94	0
Pxk	47.0	94	0	0
Prkar1b	47.0	0	94	0
Polr2k	47.0	0	94	0
Pik3cg	47.0	0	94	0
Obscn	47.0	94	0	0
Nkx1-2	47.0	0	94	0
Myo1g	47.0	94	0	0
Mideas	47.0	0	94	0
Micall1	47.0	94	0	0
Mfsd13a	47.0	0	94	0
Krt28	47.0	94	0	0
H2-Oa	47.0	0	94	0
Guk1	47.0	0	94	0
Gpi1	47.0	0	94	0
Ggnbp2	47.0	94	0	0
Fam71e1	47.0	94	0	0
Etfbkmt	47.0	94	0	0
Emc10	47.0	94	0	0
Eef1g	47.0	0	94	0
Dph1	47.0	0	94	0
Dnaaf5	47.0	0	94	0
Dgcr6	47.0	94	0	0
Crlf3	47.0	0	94	0
Clint1	47.0	0	94	0
Chpf2	47.0	94	0	0
Ccnb1	47.0	0	94	0
Ccdc97	47.0	94	0	0
Ccdc134	47.0	94	0	0
Atp6v1c1	47.0	0	94	0
Atp5pb	47.0	0	94	0
Asb6	47.0	0	94	0
Zfp943	46.5	93	0	0
Zfp942	46.5	93	0	0
Zfp146	46.5	93	0	0
Zcchc4	46.5	93	0	0
Uevld	46.5	0	93	0
Ttll4	46.5	93	0	0
Trim27	46.5	0	93	0
Tmem106a	46.5	93	0	0
Tirap	46.5	93	0	0
Tcp10b	46.5	93	0	0
Tagap	46.5	93	0	0
Stk11	46.5	93	0	0
Stam2	46.5	93	0	0
Snx10	46.5	93	0	0
Sh3pxd2b	46.5	93	0	0
Serac1	46.5	0	93	0
Rtraf	46.5	93	0	0
Ric8b	46.5	93	0	0
Rab5b	46.5	0	93	0
Prorp	46.5	0	93	0
Pitrm1	46.5	0	93	0
Nova1	46.5	0	93	0
Map3k14	46.5	0	93	0
Lypla2	46.5	0	93	0
Ly9	46.5	93	0	0
Letmd1	46.5	0	93	0
Inpp1	46.5	93	0	0
Hmga1b	46.5	93	0	0
Hmga1	46.5	93	0	0
Gtf2h5	46.5	0	93	0
Gpr31b	46.5	93	0	0
Gm45915	46.5	93	0	0
Fbxo7	46.5	93	0	0
Fbrs	46.5	93	0	0
Dctn4	46.5	93	0	0
Ciart	46.5	0	93	0
Ccl17	46.5	93	0	0
Casp7	46.5	0	93	0
Cap1	46.5	0	93	0
Acadvl	46.5	93	0	0
1700122O11Rik	46.5	93	0	0
1700020L24Rik	46.5	0	93	0
Zbtb7b	46.0	0	92	0
Zbtb43	46.0	0	92	0
Wwp1	46.0	92	0	0
Ttll11	46.0	0	92	0
Tsen2	46.0	92	0	0
Trip11	46.0	92	0	0
Topbp1	46.0	0	92	0
Tmprss4	46.0	0	92	0
Terf2	46.0	0	92	0
Tab1	46.0	0	92	0
Shfl	46.0	0	92	0
Septin8	46.0	0	92	0
Septin1	46.0	0	92	0
Rxfp3	46.0	92	0	0
Rps4x	46.0	0	92	0
Rnf212b	46.0	0	92	0
Rgs16	46.0	0	92	0
Rdx	46.0	92	0	0
Qrsl1	46.0	0	92	0
Psmd12	46.0	0	92	0
Prpf4	46.0	0	92	0
Pibf1	46.0	0	92	0
Nsmaf	46.0	0	92	0
Ndfip1	46.0	0	92	0
Mtarc2	46.0	92	0	0
Maea	46.0	0	92	0
Lamtor4	46.0	92	0	0
Ikzf3	46.0	92	0	0
Gp1bb	46.0	0	92	0
Gm20346	46.0	92	0	0
Fcgr2b	46.0	92	0	0
Exosc10	46.0	92	0	0
Dnm2	46.0	0	92	0
Dis3	46.0	0	92	0
Ddx1	46.0	0	92	0
Cenpb	46.0	0	92	0
Cdc26	46.0	0	92	0
Bcat1	46.0	92	0	0
Atp5b	46.0	0	92	0
Arhgef11	46.0	92	0	0
Arhgap23	46.0	0	92	0
Anp32a	46.0	92	0	0
Ank3	46.0	0	92	0
Abraxas2	46.0	92	0	0
6030468B19Rik	46.0	92	0	0
2210016L21Rik	46.0	92	0	0
1810013L24Rik	46.0	0	92	0
Traf3ip2	45.5	91	0	0
Tmem191c	45.5	0	91	0
Sp100	45.5	91	0	0
Slc25a35	45.5	91	0	0
Slc11a2	45.5	0	91	0
Rapgef3	45.5	91	0	0
Pyroxd1	45.5	91	0	0
Psmb10	45.5	91	0	0
Pop4	45.5	0	91	0
Pold3	45.5	0	91	0
Pnrc1	45.5	91	0	0
Pnp	45.5	91	0	0
Ostf1	45.5	0	91	0
Osbpl7	45.5	0	91	0
Nmrk1	45.5	0	91	0
Mtg1	45.5	91	0	0
Mrpl54	45.5	91	0	0
Mmadhc	45.5	0	91	0
Med31	45.5	91	0	0
Ktn1	45.5	91	0	0
Itm2c	45.5	91	0	0
Irgq	45.5	91	0	0
Irak1bp1	45.5	91	0	0
Haus5	45.5	0	91	0
Gm7072	45.5	91	0	0
Gm6460	45.5	91	0	0
Fgd3	45.5	91	0	0
Fam160b1	45.5	0	91	0
Fam151b	45.5	91	0	0
Fah	45.5	91	0	0
E130309D02Rik	45.5	0	91	0
Ctso	45.5	91	0	0
Ctrl	45.5	91	0	0
Atad5	45.5	0	91	0
Asxl2	45.5	91	0	0
Arl2bp	45.5	91	0	0
Apba3	45.5	91	0	0
4930563E22Rik	45.5	91	0	0
1700017B05Rik	45.5	0	91	0
Zmiz2	45.0	90	0	0
Zfp444	45.0	90	0	0
Zfand6	45.0	0	90	0
Virma	45.0	90	0	0
Uvssa	45.0	90	0	0
Uhrf2	45.0	0	90	0
Ubxn4	45.0	90	0	0
Tcf3	45.0	0	90	0
Stx8	45.0	90	0	0
Smn1	45.0	0	90	0
Slk	45.0	0	90	0
Senp7	45.0	90	0	0
Rangrf	45.0	0	90	0
Rab4b	45.0	90	0	0
Polr2b	45.0	0	90	0
Parp11	45.0	0	90	0
Noa1	45.0	0	90	0
Niban1	45.0	90	0	0
Mia	45.0	90	0	0
Mettl1	45.0	90	0	0
Map4k5	45.0	90	0	0
Lsm14a	45.0	0	90	0
Kdm7a	45.0	90	0	0
Kdm3b	45.0	0	90	0
Gramd1b	45.0	90	0	0
Gpank1	45.0	90	0	0
Gorasp2	45.0	0	90	0
Eef1akmt3	45.0	90	0	0
Dnajb12	45.0	90	0	0
Dbi	45.0	90	0	0
D17H6S53E	45.0	90	0	0
Csnk2b	45.0	90	0	0
Clca4a	45.0	90	0	0
Cited2	45.0	0	90	0
Cfl2	45.0	90	0	0
Cfap52	45.0	90	0	0
Cdsn	45.0	0	90	0
B4galt1	45.0	90	0	0
Atl1	45.0	90	0	0
Ackr3	45.0	90	0	0
Abl1	45.0	0	90	0
Abhd10	45.0	90	0	0
Aatf	45.0	90	0	0
3110009E18Rik	45.0	90	0	0
Zfp945	44.5	89	0	0
Zadh2	44.5	89	0	0
Xrcc6	44.5	0	89	0
Wdr25	44.5	0	89	0
Wars	44.5	0	89	0
Tshz1	44.5	89	0	0
Tsen15	44.5	0	89	0
Tmed8	44.5	89	0	0
Tceanc	44.5	0	89	0
Tbc1d32	44.5	89	0	0
Tab2	44.5	89	0	0
Strada	44.5	89	0	0
Sting1	44.5	89	0	0
Slc39a7	44.5	0	89	0
Slc39a10	44.5	89	0	0
Slc19a2	44.5	89	0	0
Samd15	44.5	89	0	0
Rxrb	44.5	0	89	0
Ppp6r1	44.5	0	89	0
Pigu	44.5	0	89	0
Pa2g4	44.5	0	89	0
Nup160	44.5	89	0	0
Mst1r	44.5	0	89	0
Mrtfa	44.5	89	0	0
Mmaa	44.5	89	0	0
Map2k4	44.5	0	89	0
Herc3	44.5	89	0	0
H2az2	44.5	89	0	0
H2-Ke6	44.5	0	89	0
Foxp4	44.5	0	89	0
Emilin2	44.5	0	89	0
Desi1	44.5	0	89	0
Ddx46	44.5	89	0	0
Chuk	44.5	89	0	0
Ccdc117	44.5	89	0	0
Carmil2	44.5	89	0	0
Calcrl	44.5	89	0	0
C77080	44.5	0	89	0
Bin2	44.5	0	89	0
Arap1	44.5	89	0	0
Ahsa2	44.5	89	0	0
Zranb2	44.0	0	88	0
Zfp949	44.0	88	0	0
Xpr1	44.0	0	88	0
Xpo6	44.0	88	0	0
Xpo5	44.0	0	88	0
Wbp2	44.0	88	0	0
Vrk2	44.0	88	0	0
Tymp	44.0	88	0	0
Trappc6b	44.0	88	0	0
Tmem161a	44.0	0	88	0
Tfcp2	44.0	88	0	0
Tasor	44.0	88	0	0
Slc39a1	44.0	88	0	0
Sco2	44.0	88	0	0
Rbpj	44.0	0	88	0
Rae1	44.0	88	0	0
Polr1d	44.0	0	88	0
Polh	44.0	0	88	0
Pak6	44.0	0	88	0
Ngdn	44.0	0	88	0
Nfkb2	44.0	0	88	0
Mcm10	44.0	0	88	0
Lrch4	44.0	88	0	0
Lnx2	44.0	0	88	0
Grhpr	44.0	88	0	0
Gramd4	44.0	0	88	0
Gm867	44.0	88	0	0
Gclc	44.0	88	0	0
Fntb	44.0	0	88	0
Fbxo24	44.0	88	0	0
Creb3l4	44.0	88	0	0
Chmp2b	44.0	88	0	0
Cd84	44.0	88	0	0
Batf3	44.0	88	0	0
Ankrd11	44.0	88	0	0
Acox3	44.0	88	0	0
Wbp4	43.5	0	87	0
Uqcc1	43.5	0	87	0
Tmsb4x	43.5	87	0	0
Tmem231	43.5	87	0	0
Tbrg1	43.5	0	87	0
Stil	43.5	87	0	0
Spcs3	43.5	0	87	0
Sms	43.5	0	87	0
Slc4a2	43.5	0	87	0
Slc35d2	43.5	87	0	0
Slc11a1	43.5	87	0	0
Rpl24	43.5	87	0	0
Rheb	43.5	0	87	0
Ppp1r12c	43.5	0	87	0
Pola2	43.5	87	0	0
Plet1	43.5	0	87	0
Mns1	43.5	87	0	0
Mettl25	43.5	0	87	0
Malsu1	43.5	87	0	0
Mafg	43.5	0	87	0
Kansl1l	43.5	87	0	0
Hs6st1	43.5	87	0	0
Hmox2	43.5	87	0	0
Hmgcs1	43.5	87	0	0
H1f8	43.5	87	0	0
Guf1	43.5	0	87	0
Gmppa	43.5	0	87	0
Gda	43.5	87	0	0
Dym	43.5	0	87	0
Dnajc19	43.5	87	0	0
Dnajc18	43.5	0	87	0
Ddx58	43.5	87	0	0
Clptm1l	43.5	87	0	0
Clns1a	43.5	87	0	0
Chst3	43.5	87	0	0
Cdkn2b	43.5	0	87	0
Cdk5	43.5	0	87	0
Ccdc59	43.5	0	87	0
Bcl7a	43.5	87	0	0
Bcl2l15	43.5	87	0	0
Acot7	43.5	0	87	0
Abr	43.5	0	87	0
Abl2	43.5	0	87	0
A930018P22Rik	43.5	0	87	0
Zfp607a	43.0	0	86	0
Zfp595	43.0	86	0	0
Vim	43.0	86	0	0
Ttc23	43.0	0	86	0
Tmub1	43.0	0	86	0
Tmem219	43.0	86	0	0
Timm23	43.0	0	86	0
Tada2a	43.0	0	86	0
Sufu	43.0	0	86	0
Slc25a3	43.0	86	0	0
Skap2	43.0	0	86	0
Scaf1	43.0	0	86	0
Rras	43.0	0	86	0
Rpl9	43.0	0	86	0
Rela	43.0	86	0	0
Psme1	43.0	86	0	0
Prss41	43.0	0	86	0
Postn	43.0	86	0	0
Phyh	43.0	86	0	0
Parg	43.0	0	86	0
Mrpl24	43.0	86	0	0
Mea1	43.0	86	0	0
Mafk	43.0	0	86	0
Lrrc28	43.0	0	86	0
Lias	43.0	0	86	0
Klhdc3	43.0	86	0	0
Kdelr2	43.0	86	0	0
Itgb3bp	43.0	0	86	0
Ippk	43.0	86	0	0
Idh3a	43.0	0	86	0
Id3	43.0	86	0	0
Hoxc6	43.0	0	86	0
Hoxc5	43.0	0	86	0
Hmgxb3	43.0	86	0	0
Gfpt1	43.0	0	86	0
Fitm1	43.0	86	0	0
Fbxw4	43.0	0	86	0
Efcab7	43.0	0	86	0
Ebf3	43.0	86	0	0
Clcn3	43.0	0	86	0
Cdk14	43.0	86	0	0
Ccdc9	43.0	86	0	0
Car12	43.0	86	0	0
Bloc1s2	43.0	0	86	0
Bag3	43.0	0	86	0
Atox1	43.0	0	86	0
Arhgap19	43.0	0	86	0
Arhgap15	43.0	86	0	0
Agap3	43.0	0	86	0
Actr1a	43.0	0	86	0
AW209491	43.0	0	86	0
2610008E11Rik	43.0	86	0	0
Zscan26	42.5	85	0	0
Zmynd19	42.5	85	0	0
Zgrf1	42.5	85	0	0
Vps26a	42.5	0	85	0
Vmp1	42.5	0	85	0
Uqcc2	42.5	85	0	0
Trappc6a	42.5	0	85	0
Tnks	42.5	0	85	0
Tigit	42.5	85	0	0
Tesk1	42.5	85	0	0
Supt16	42.5	0	85	0
Rpap3	42.5	0	85	0
Rab27a	42.5	85	0	0
Ptrh2	42.5	0	85	0
Pomt1	42.5	0	85	0
Plrg1	42.5	85	0	0
Pigbos1	42.5	85	0	0
Pigb	42.5	85	0	0
Phc3	42.5	0	85	0
Pdk1	42.5	0	85	0
Nphp1	42.5	85	0	0
Nek8	42.5	85	0	0
Nedd8	42.5	85	0	0
Mtln	42.5	85	0	0
Macir	42.5	85	0	0
Lyrm2	42.5	85	0	0
Lin54	42.5	0	85	0
Larp7	42.5	85	0	0
Ier3ip1	42.5	0	85	0
Hmgn5	42.5	0	85	0
Hif1an	42.5	0	85	0
Hdgf	42.5	0	85	0
Gmpr2	42.5	85	0	0
Gm27021	42.5	0	85	0
Fgb	42.5	85	0	0
Emc8	42.5	0	85	0
E4f1	42.5	0	85	0
Cox4i1	42.5	0	85	0
Cntrl	42.5	0	85	0
Btg3	42.5	85	0	0
Bloc1s3	42.5	0	85	0
Aspscr1	42.5	85	0	0
Alkbh3	42.5	85	0	0
4930579F01Rik	42.5	85	0	0
Zfp94	42.0	84	0	0
Zfp746	42.0	84	0	0
Twf2	42.0	84	0	0
Trit1	42.0	0	84	0
Tmem43	42.0	0	84	0
Tcf4	42.0	0	84	0
Tcea1	42.0	84	0	0
Slc5a6	42.0	84	0	0
Slc5a5	42.0	0	84	0
Sbno2	42.0	84	0	0
Rtel1	42.0	0	84	0
Rps10	42.0	0	84	0
Ppm1m	42.0	84	0	0
Oaz1	42.0	0	84	0
Nedd4l	42.0	0	84	0
Nab1	42.0	84	0	0
Leprotl1	42.0	84	0	0
Ksr1	42.0	0	84	0
H2-T24	42.0	0	84	0
Gins4	42.0	84	0	0
Fkbp5	42.0	0	84	0
Fbxo9	42.0	0	84	0
Eloa	42.0	0	84	0
Dok3	42.0	84	0	0
Commd10	42.0	84	0	0
Cilk1	42.0	0	84	0
Chchd4	42.0	0	84	0
Atraid	42.0	84	0	0
Atp6v0d1	42.0	84	0	0
Agrp	42.0	84	0	0
Acsl4	42.0	0	84	0
Zhx1	41.5	0	83	0
Zfp994	41.5	0	83	0
Zfp771	41.5	83	0	0
Wdr5b	41.5	83	0	0
Uap1	41.5	83	0	0
Trim8	41.5	83	0	0
Trib3	41.5	83	0	0
Top1mt	41.5	0	83	0
Stard3	41.5	0	83	0
Srm	41.5	83	0	0
Spata32	41.5	83	0	0
Selenok	41.5	83	0	0
Rph3al	41.5	0	83	0
Rnf125	41.5	0	83	0
Rlf	41.5	83	0	0
Rc3h1	41.5	0	83	0
Pyy	41.5	83	0	0
Prss22	41.5	0	83	0
Prpf39	41.5	0	83	0
Pot1a	41.5	0	83	0
Plekhg2	41.5	0	83	0
Plekha6	41.5	0	83	0
Pdxk	41.5	0	83	0
Pafah1b2	41.5	83	0	0
Nptn	41.5	83	0	0
Noxred1	41.5	83	0	0
Marveld1	41.5	0	83	0
Kmo	41.5	83	0	0
Jade1	41.5	83	0	0
Iars2	41.5	0	83	0
H2-M5	41.5	0	83	0
Gtpbp8	41.5	83	0	0
Gm4981	41.5	83	0	0
Elk3	41.5	83	0	0
Cyp27a1	41.5	0	83	0
Clstn3	41.5	0	83	0
Chac1	41.5	83	0	0
Cdc25b	41.5	0	83	0
Ccnl1	41.5	83	0	0
Brd1	41.5	83	0	0
Bpnt1	41.5	0	83	0
Asl	41.5	0	83	0
1810058I24Rik	41.5	83	0	0
Wdr75	41.0	0	82	0
Ube4b	41.0	0	82	0
Slc29a2	41.0	82	0	0
Rpl7	41.0	0	82	0
Rpl30	41.0	0	82	0
Rhno1	41.0	0	82	0
Rffl	41.0	0	82	0
Rdh10	41.0	0	82	0
Rbm39	41.0	0	82	0
Rangap1	41.0	0	82	0
Qars	41.0	0	82	0
Pum2	41.0	82	0	0
Ppp2ca	41.0	0	82	0
Plin1	41.0	82	0	0
Pde1c	41.0	82	0	0
Oxnad1	41.0	0	82	0
Myb	41.0	82	0	0
Mettl8	41.0	0	82	0
Mbip	41.0	0	82	0
Mapk1	41.0	82	0	0
Map3k20	41.0	0	82	0
Lsm8	41.0	0	82	0
Lmo4	41.0	82	0	0
Laptm4a	41.0	82	0	0
Ints13	41.0	82	0	0
Hoxd13	41.0	0	82	0
Foxm1	41.0	0	82	0
Fgfr1op2	41.0	82	0	0
Fam162a	41.0	82	0	0
Ezr	41.0	82	0	0
Evx2	41.0	0	82	0
Eif3a	41.0	0	82	0
Eif2s2	41.0	0	82	0
Ehf	41.0	0	82	0
Dph3	41.0	0	82	0
Dcaf17	41.0	0	82	0
Cwc22	41.0	0	82	0
Ccdc58	41.0	82	0	0
Bcl2l11	41.0	82	0	0
Atp5g3	41.0	82	0	0
Ankfy1	41.0	0	82	0
Zfp956	40.5	0	81	0
Zfp940	40.5	0	81	0
Zfp712	40.5	0	81	0
Vmo1	40.5	81	0	0
Upf3a	40.5	81	0	0
Txndc11	40.5	81	0	0
Sp6	40.5	81	0	0
Smim26	40.5	81	0	0
Smim14	40.5	81	0	0
Smarcd1	40.5	81	0	0
Rrm2b	40.5	81	0	0
Rpl11	40.5	0	81	0
Rnf141	40.5	81	0	0
Rad51d	40.5	0	81	0
Preb	40.5	0	81	0
Pomp	40.5	81	0	0
Plscr3	40.5	0	81	0
Phykpl	40.5	81	0	0
Pgghg	40.5	81	0	0
Odc1	40.5	0	81	0
Nudt8	40.5	0	81	0
Nsmce4a	40.5	0	81	0
Nampt	40.5	81	0	0
Mrps15	40.5	0	81	0
Herpud1	40.5	81	0	0
Gss	40.5	81	0	0
Fundc2	40.5	0	81	0
Fndc8	40.5	0	81	0
Fgf9	40.5	81	0	0
F8	40.5	0	81	0
Doc2g	40.5	0	81	0
Depdc1b	40.5	0	81	0
Cxcl10	40.5	81	0	0
Cnp	40.5	81	0	0
Camk2d	40.5	81	0	0
Apcs	40.5	81	0	0
Zfp65	40.0	0	80	0
Tram1	40.0	80	0	0
Tlr1	40.0	80	0	0
Smad7	40.0	80	0	0
Sh3glb2	40.0	80	0	0
Sass6	40.0	80	0	0
Rtf2	40.0	80	0	0
Rnf13	40.0	80	0	0
Ppp1r11	40.0	0	80	0
Oxt	40.0	0	80	0
Nudt18	40.0	80	0	0
Noc2l	40.0	0	80	0
Nat10	40.0	0	80	0
Miga2	40.0	80	0	0
Mapk7	40.0	80	0	0
Magoh	40.0	0	80	0
Ldha	40.0	0	80	0
Klhl17	40.0	0	80	0
Il10	40.0	80	0	0
Gsn	40.0	80	0	0
Grk5	40.0	0	80	0
Gm2a	40.0	0	80	0
Etnk1	40.0	80	0	0
Etfa	40.0	80	0	0
Enpp4	40.0	0	80	0
Dnajc7	40.0	0	80	0
Dhx15	40.0	0	80	0
Depdc1a	40.0	80	0	0
Crebl2	40.0	0	80	0
Cep112	40.0	80	0	0
Cbarp	40.0	80	0	0
Bclaf1	40.0	80	0	0
Avp	40.0	0	80	0
Atp5d	40.0	80	0	0
Actr10	40.0	0	80	0
9930111J21Rik2	40.0	0	80	0
Zfp638	39.5	79	0	0
Zfp251	39.5	79	0	0
Stat2	39.5	0	79	0
Slc9a5	39.5	79	0	0
Skp2	39.5	0	79	0
Sipa1l2	39.5	79	0	0
Rab11a	39.5	0	79	0
Polr2e	39.5	79	0	0
Pde6d	39.5	79	0	0
Olfr433	39.5	79	0	0
Nags	39.5	79	0	0
Mt2	39.5	0	79	0
Mrpl36	39.5	79	0	0
Map10	39.5	79	0	0
Lmbrd2	39.5	0	79	0
H1f0	39.5	79	0	0
Gcat	39.5	79	0	0
Fhod1	39.5	79	0	0
Etv4	39.5	0	79	0
Eif4g2	39.5	0	79	0
Crtc3	39.5	79	0	0
Cops7b	39.5	79	0	0
Cmc1	39.5	0	79	0
Ccr1l1	39.5	0	79	0
Camsap2	39.5	0	79	0
Camk2n2	39.5	79	0	0
Cab39	39.5	0	79	0
Apof	39.5	0	79	0
Angptl4	39.5	0	79	0
Akr1a1	39.5	0	79	0
Trim14	39.0	78	0	0
Tigd2	39.0	78	0	0
Tent5a	39.0	0	78	0
Suclg1	39.0	0	78	0
Sectm1a	39.0	78	0	0
S1pr2	39.0	0	78	0
Phgdh	39.0	0	78	0
Nolc1	39.0	0	78	0
Nepro	39.0	78	0	0
Ncald	39.0	78	0	0
Mrnip	39.0	0	78	0
Marchf8	39.0	0	78	0
Klf6	39.0	78	0	0
Gm11437	39.0	78	0	0
Gbgt1	39.0	0	78	0
G6pc3	39.0	0	78	0
Dhx9	39.0	78	0	0
Dgat1	39.0	78	0	0
Copb1	39.0	78	0	0
Arl8b	39.0	78	0	0
Zer1	38.5	0	77	0
Was	38.5	0	77	0
Tubg2	38.5	77	0	0
Tmem143	38.5	77	0	0
Tmc8	38.5	0	77	0
Tmc6	38.5	0	77	0
Tbx15	38.5	0	77	0
Tal1	38.5	0	77	0
Syngr4	38.5	77	0	0
Snx12	38.5	77	0	0
Serinc5	38.5	77	0	0
Sec14l1	38.5	77	0	0
Rbm41	38.5	77	0	0
Ptprv	38.5	0	77	0
Ptpn7	38.5	0	77	0
Ptgds	38.5	77	0	0
Pgap6	38.5	77	0	0
Oscar	38.5	77	0	0
Nkapl	38.5	77	0	0
Ndufa3	38.5	77	0	0
Nbas	38.5	0	77	0
Naa25	38.5	0	77	0
Myef2	38.5	0	77	0
Irf2	38.5	77	0	0
Heg1	38.5	77	0	0
Ggact	38.5	77	0	0
Fra10ac1	38.5	0	77	0
Fli1	38.5	77	0	0
Fbxw5	38.5	0	77	0
Ehd4	38.5	77	0	0
Dglucy	38.5	77	0	0
C8g	38.5	0	77	0
2700081O15Rik	38.5	0	77	0
1700125H20Rik	38.5	0	77	0
1700010I14Rik	38.5	77	0	0
Zdhhc1	38.0	76	0	0
Txn2	38.0	76	0	0
Stxbp2	38.0	0	76	0
Stag1	38.0	76	0	0
Smim10l1	38.0	0	76	0
Slc41a3	38.0	0	76	0
Slc35e4	38.0	0	76	0
Rps16	38.0	0	76	0
Rpf2	38.0	76	0	0
Rhod	38.0	76	0	0
Rhd	38.0	0	76	0
Ppp1r15b	38.0	76	0	0
Pcp2	38.0	0	76	0
Nrd1	38.0	76	0	0
Marchf7	38.0	76	0	0
Ing4	38.0	76	0	0
Gigyf2	38.0	76	0	0
Fkbpl	38.0	0	76	0
Coa4	38.0	76	0	0
Ccdc80	38.0	76	0	0
Bmpr2	38.0	76	0	0
Atf6b	38.0	0	76	0
Asic4	38.0	0	76	0
Arid1b	38.0	0	76	0
6720489N17Rik	38.0	76	0	0
Zfp472	37.5	75	0	0
Utp4	37.5	0	75	0
Usp12	37.5	0	75	0
Uso1	37.5	0	75	0
Stpg1	37.5	75	0	0
Scrib	37.5	0	75	0
Rnf103	37.5	0	75	0
Pus3	37.5	0	75	0
Prr14l	37.5	0	75	0
Prelid3b	37.5	75	0	0
Polr2j	37.5	75	0	0
Pitpnc1	37.5	75	0	0
Pikfyve	37.5	75	0	0
Nod1	37.5	75	0	0
Nipal3	37.5	75	0	0
Ltbp2	37.5	0	75	0
Gm15517	37.5	0	75	0
G3bp2	37.5	0	75	0
Fryl	37.5	75	0	0
Fam98a	37.5	75	0	0
F2r	37.5	0	75	0
Dph6	37.5	75	0	0
Derpc	37.5	0	75	0
Ddx25	37.5	0	75	0
Cnnm4	37.5	75	0	0
Chtf8	37.5	0	75	0
Cdan1	37.5	0	75	0
Asb8	37.5	0	75	0
