Target_genes	Hes1|Average	SRX1550525|Macrophages	SRX1550526|Macrophages	STRING
Iqch	452.5	439	466	0
Aagab	452.5	439	466	0
Tpr	452.0	316	588	0
Odr4	452.0	316	588	0
Slc30a1	451.5	523	380	0
Cltc	451.5	392	511	0
Ccnl1	451.5	348	555	0
Nrf1	451.0	458	444	0
Rrs1	450.0	479	421	0
Carnmt1	450.0	696	204	0
Adhfe1	450.0	479	421	0
Zswim6	449.5	461	438	0
Usp24	449.5	579	320	0
Trim7	449.5	471	428	0
Ptger3	449.5	404	495	0
Pitpnc1	449.5	430	469	0
Cdk14	449.0	674	224	0
Dlgap4	448.5	671	226	0
Zbed4	448.0	402	494	0
Tmem131l	448.0	432	464	0
Gpi1	448.0	447	449	0
Ttll5	447.0	462	432	0
Slc20a1	447.0	432	462	0
Erg28	447.0	462	432	0
Srr	446.5	516	377	0
Smg6	446.5	516	377	0
Tas1r1	446.0	589	303	0
Nol9	446.0	589	303	0
Fbxo4	445.5	474	417	0
Ywhaq	445.0	675	215	0
Hsp90aa1	445.0	514	376	0
Dapk1	445.0	641	249	0
Gbe1	444.5	459	430	0
Flt3	444.5	523	366	0
Man2a1	444.0	439	449	0
Lrp12	444.0	621	267	0
Carmil1	444.0	715	173	0
Cpsf6	443.0	685	201	0
Zc3h12c	442.5	588	297	0
Ssbp3	442.0	535	349	0
Vps26a	441.5	523	360	0
Mrps7	441.5	487	396	0
Gga3	441.5	487	396	0
Cdyl	441.5	639	244	0
Tle4	441.0	437	445	0
P2rx4	441.0	395	487	0
Anp32b	440.5	417	464	0
Antxr2	440.0	481	399	0
Ctf1	439.5	417	462	0
Bcl7c	439.5	417	462	0
Chst3	439.0	249	629	0
Shb	438.5	342	535	0
Degs1	437.5	429	446	0
Samd1	437.0	482	392	0
Itprid2	437.0	403	471	0
Dnaaf2	437.0	454	420	0
1700067K01Rik	437.0	482	392	0
Mphosph9	436.5	363	510	0
Mafg	436.5	395	478	0
2810006K23Rik	436.5	363	510	0
Sh2b2	436.0	405	467	0
Bcl2l11	435.5	662	209	0
Stim2	435.0	451	419	0
Rela	435.0	528	342	0
Xpot	434.5	442	427	0
Tsr1	434.5	440	429	0
Sgsm2	434.5	440	429	0
Scoc	434.5	499	370	0
Smim15	434.0	348	520	0
Nr4a3	434.0	437	431	0
Map3k5	434.0	459	409	0
Cul1	434.0	581	287	0
Snx7	433.5	713	154	0
Ikzf1	433.0	678	188	0
Ero1a	433.0	425	441	0
Cnot2	433.0	493	373	0
Tmem223	432.5	342	523	0
Tmem179b	432.5	342	523	0
Sec23ip	432.5	419	446	0
Mcmbp	432.5	419	446	0
Bcap29	432.5	556	309	0
Setd2	432.0	575	289	0
Otulinl	431.0	413	449	0
Mrpl45	431.0	448	414	0
Scaf8	430.0	386	474	0
Galc	430.0	543	317	0
Atp11b	430.0	501	359	0
Rab10	429.5	394	465	0
Slc25a39	428.0	590	266	0
Ndrg1	428.0	468	388	0
Stk17b	427.5	374	481	0
Kctd6	427.5	676	179	0
Asap2	427.5	633	222	0
Adprh	427.5	309	546	0
Mxd3	426.5	414	439	0
Nefh	426.0	516	336	0
Git2	426.0	382	470	0
Ap1b1	426.0	516	336	0
Ankrd13a	426.0	382	470	0
Eif3a	425.5	437	414	0
Txnrd1	425.0	472	378	0
Mllt1	424.5	364	485	0
Eif4ebp2	424.5	450	399	0
Zfp407	423.5	463	384	0
Pigl	423.0	434	412	0
Ncor1	423.0	434	412	0
Coro1c	423.0	602	244	0
Smarca4	422.5	493	352	0
Gsn	422.5	434	411	0
E2f3	422.5	479	366	0
Rap2b	421.0	437	405	0
Gpcpd1	421.0	449	393	0
Abtb2	421.0	452	390	0
Amfr	420.5	497	344	0
Trim33	420.0	498	342	0
Ppm1a	420.0	407	433	0
Polr3e	420.0	388	452	0
Ttc3	419.5	356	483	0
Smtnl2	419.5	377	462	0
Pigp	419.5	356	483	0
Ier5l	419.5	455	384	0
Atp1a1	419.5	488	351	0
Eif4e2	419.0	448	390	0
Fnbp1l	418.5	377	460	0
Pacs2	418.0	604	232	0
H6pd	418.0	521	315	0
Tkt	417.5	398	437	0
Ipmk	417.5	690	145	0
Cisd1	417.5	690	145	0
Safb2	417.0	232	602	0
Safb	417.0	232	602	0
Irf2	417.0	423	411	0
Eepd1	417.0	416	418	0
Nab2	416.0	408	424	0
Cnot6l	416.0	403	429	0
Tifa	415.5	339	492	0
Parp12	415.5	474	357	0
Brwd1	415.0	599	231	0
Sesn1	414.5	485	344	0
Rpl22	414.0	388	440	0
Trim47	413.5	445	382	0
Trim28	413.5	483	344	0
Nes	413.5	382	445	0
Elk4	413.0	483	343	0
Ppia	412.0	405	419	0
Marchf8	412.0	523	301	0
Il12rb2	412.0	400	424	0
Crebbp	411.5	390	433	0
Socs5	411.0	573	249	0
Rab43	411.0	391	431	0
Crlf3	411.0	411	411	0
Carm1	411.0	446	376	0
Nfkb1	410.5	492	329	0
Fbxo33	410.5	361	460	0
Wbp4	410.0	396	424	0
Macroh2a1	410.0	594	226	0
Elf1	410.0	396	424	0
Prkca	409.5	507	312	0
Pfn1	409.5	310	509	0
Eno3	409.5	310	509	0
Rab2a	409.0	367	451	0
Hhex	409.0	423	395	0
Shisa8	408.5	472	345	0
Diaph1	408.5	362	455	0
Ythdf2	408.0	317	499	0
P2ry2	408.0	457	359	0
Ino80d	407.5	434	381	0
Dock10	407.5	470	345	0
Tfap4	407.0	404	410	0
Pxdc1	407.0	455	359	0
Fam98c	407.0	381	433	0
Kbtbd3	406.5	358	455	0
Aasdhppt	406.5	358	455	0
Zdhhc3	406.0	451	361	0
Mfhas1	406.0	328	484	0
Exosc7	406.0	451	361	0
Klf3	405.5	532	279	0
Fam78a	405.5	433	378	0
Cry1	405.0	431	379	0
Atg12	405.0	521	289	0
Ap3s1	405.0	521	289	0
Tex30	404.5	398	411	0
Septin11	404.5	630	179	0
Ube2k	404.0	514	294	0
Rdx	404.0	489	319	0
Serf2	403.5	367	440	0
Hivep1	403.5	380	427	0
Pde8a	403.0	513	293	0
Pcgf5	403.0	336	470	0
Chrac1	403.0	414	392	0
Psmb3	402.5	507	298	0
Pcgf2	402.5	507	298	0
Bbc3	402.5	290	515	0
Spns2	402.0	405	399	0
Snx9	402.0	495	309	0
Pura	402.0	528	276	0
Prrc2c	402.0	374	430	0
Mpzl1	402.0	390	414	0
Urgcp	401.5	442	361	0
Cox20	401.5	313	490	0
Cdkn2aip	401.5	494	309	0
Dennd6a	401.0	533	269	0
Cnnm3	401.0	429	373	0
Gmeb2	400.5	497	304	0
Pigw	400.0	436	364	0
Myo5a	400.0	442	358	0
Myo19	400.0	436	364	0
Maco1	400.0	442	358	0
Eef1a1	400.0	404	396	0
Arl4c	400.0	520	280	0
Rbm33	399.5	337	462	0
Mcfd2	399.5	415	384	0
Tex264	399.0	459	339	0
Ric1	398.0	488	308	0
Gan	398.0	513	283	0
Thap1	397.5	430	365	0
P2rx5	397.0	351	443	0
Atad3a	397.0	362	432	0
Tsen54	396.5	350	443	0
Tet2	396.5	568	225	0
Caskin2	396.5	350	443	0
Washc4	396.0	516	276	0
Rasd2	396.0	368	424	0
Nanos1	395.5	622	169	0
Runx1	395.0	385	405	0
Edem1	395.0	405	385	0
Batf3	395.0	443	347	0
Pfkfb3	394.5	359	430	0
Gmfb	394.5	353	436	0
Ascl1	394.5	363	426	0
Sltm	394.0	411	377	0
Sirpa	394.0	454	334	0
Dpy19l1	394.0	628	160	0
Foxn2	393.0	386	400	0
Gapvd1	392.5	487	298	0
1600014C23Rik	392.0	498	286	0
Tgfbr3	391.5	213	570	0
Rps3a1	391.5	602	181	0
Trim26	391.0	516	266	0
Ralgapa2	391.0	400	382	0
Osbpl2	391.0	504	278	0
Atp2a2	391.0	510	272	0
Xrcc6	390.5	275	506	0
Ttll4	390.5	373	408	0
Desi1	390.5	275	506	0
Actn1	390.5	500	281	0
Trim67	390.0	498	282	0
Rab6b	390.0	704	76	0
Lats2	390.0	436	344	0
Dyrk2	390.0	481	299	0
Acad9	390.0	242	538	0
Zfp469	389.5	443	336	0
Khdrbs1	389.5	415	364	0
Ubald2	388.5	528	249	0
Rarres1	388.5	318	459	0
Ntn1	388.5	446	331	0
Cisd2	388.5	562	215	0
Rbpms2	388.0	629	147	0
Prex1	388.0	538	238	0
Pqlc3	388.0	378	398	0
Hmg20b	388.0	281	495	0
Gipc3	388.0	281	495	0
Ubtd2	387.5	579	196	0
Klf10	387.0	571	203	0
Fpgs	387.0	391	383	0
Zfp395	386.5	547	226	0
Adcy9	386.5	512	261	0
Wdfy3	386.0	371	401	0
Slc2a1	386.0	575	197	0
H3c15	386.0	342	430	0
H3c14	386.0	342	430	0
H2ac19	386.0	342	430	0
H2ac18	386.0	342	430	0
Gpr157	386.0	384	388	0
Tnrc18	385.5	369	402	0
Adarb1	385.5	447	324	0
Socs3	384.5	496	273	0
Gsdme	383.5	508	259	0
Strn3	383.0	419	347	0
Ctdsp1	383.0	374	392	0
Ap4s1	383.0	419	347	0
Pcbp1	382.5	459	306	0
Ccar1	382.0	279	485	0
Zyx	381.5	405	358	0
Tent4b	381.5	472	291	0
Rara	381.5	248	515	0
Sulf2	381.0	319	443	0
Rnf130	381.0	399	363	0
Nfkbid	381.0	189	573	0
Hcst	381.0	189	573	0
1700017B05Rik	381.0	364	398	0
Sgpl1	380.5	368	393	0
Phpt1	380.0	387	373	0
Ccnh	380.0	292	468	0
Ajm1	380.0	387	373	0
Asmt	379.5	434	325	0
Npr1	379.0	346	412	0
Eif1b	379.0	413	345	0
Baz1a	379.0	373	385	0
Raf1	378.5	326	431	0
Tbc1d12	378.0	561	195	0
Slk	378.0	496	260	0
Rai1	377.5	426	329	0
Morc2a	377.0	421	333	0
Mapk8	377.0	441	313	0
Gatad2a	377.0	495	259	0
Fam120a	377.0	393	361	0
Ap2a2	377.0	609	145	0
Rassf3	376.5	421	332	0
Mob2	376.5	430	323	0
H2ax	376.5	368	385	0
Cep83	376.5	558	195	0
Cbl	376.0	325	427	0
Cacna1a	376.0	383	369	0
Aprt	376.0	388	364	0
Tada1	375.5	433	318	0
Ltbp3	375.5	362	389	0
Atl2	375.5	334	417	0
Nr2c2	375.0	362	388	0
Kif2a	375.0	433	317	0
Fam241a	375.0	360	390	0
Eml4	375.0	527	223	0
Pip4k2b	374.5	359	390	0
Gnaz	374.5	593	156	0
Mgat4b	374.0	453	295	0
Bhlhe40	374.0	443	305	0
Wdr5	373.5	449	298	0
Plekha1	373.5	371	376	0
Coro2a	373.5	314	433	0
Rundc3b	373.0	431	315	0
Slc7a1	372.5	325	420	0
Pdgfa	372.5	338	407	0
Rnf19a	372.0	392	352	0
Phip	372.0	583	161	0
Pgp	372.0	480	264	0
Bricd5	372.0	480	264	0
Ywhaz	371.5	306	437	0
Lsm14b	371.5	403	340	0
Stx6	371.0	314	428	0
Nt5dc3	370.5	480	261	0
Dynll2	370.5	559	182	0
Ubtf	370.0	586	154	0
Rusc2	370.0	532	208	0
Mylip	370.0	463	277	0
Tmem69	369.5	316	423	0
Tmem192	369.5	416	323	0
Mfap3l	369.5	412	327	0
Klhl8	369.5	526	213	0
Gpbp1l1	369.5	316	423	0
Clcn4	369.5	379	360	0
Mtdh	369.0	428	310	0
Tmem238	368.5	433	304	0
Rpl28	368.5	433	304	0
Ptpn2	368.5	340	397	0
Nudt9	368.5	556	181	0
Dhh	368.5	390	347	0
Ubxn2a	368.0	471	265	0
Il21r	368.0	372	364	0
9430038I01Rik	368.0	349	387	0
Rock2	367.5	391	344	0
Numa1	367.5	396	339	0
Gm42517	367.5	339	396	0
Gas6	367.5	385	350	0
Dtnbp1	367.5	292	443	0
Trim62	367.0	344	390	0
Ranbp9	367.0	534	200	0
Cd24a	367.0	296	438	0
Atp23	367.0	405	329	0
Lims1	366.0	485	247	0
Smg1	365.5	443	288	0
Nt5c3	365.5	478	253	0
Dgkh	365.5	528	203	0
Atg9b	365.5	453	278	0
Acot7	365.5	474	257	0
Snx5	365.0	421	309	0
Mgme1	365.0	421	309	0
Isyna1	365.0	439	291	0
Anks3	365.0	351	379	0
4930451G09Rik	365.0	351	379	0
Acsl1	364.5	427	302	0
Uimc1	363.5	404	323	0
Reep3	363.5	390	337	0
Phf13	363.5	440	287	0
Mex3c	363.5	332	395	0
Cdc42bpa	363.0	435	291	0
Sgtb	362.5	406	319	0
Nln	362.5	406	319	0
Spice1	362.0	395	329	0
Mt2	362.0	349	375	0
Hectd1	362.0	402	322	0
Camsap2	362.0	352	372	0
Tcf7l2	361.5	723	0	0
Srd5a3	361.5	365	358	0
Sfr1	361.5	347	376	0
Tfdp1	361.0	422	300	0
Micall1	361.0	531	191	0
Lifr	361.0	470	252	0
Dock9	361.0	557	165	0
BC005537	361.0	369	353	0
Arfgef1	361.0	495	227	0
Otud4	360.5	367	354	0
Dck	360.5	272	449	0
Keap1	360.0	392	328	0
Pds5a	359.5	525	194	0
Foxred2	359.5	344	375	0
Rb1	359.0	509	209	0
Nomo1	359.0	373	345	0
Abcc6	359.0	373	345	0
Rabep1	358.5	501	216	0
Ncoa2	358.5	366	351	0
Gpr135	358.5	399	318	0
Pip5k1b	357.5	570	145	0
Stxbp5	357.0	572	142	0
Spag9	357.0	518	196	0
Spag6	357.0	319	395	0
Naa20	357.0	439	275	0
Marchf6	357.0	460	254	0
Ccdc71l	357.0	360	354	0
Heatr5a	356.5	483	230	0
D3Ertd751e	356.5	561	152	0
Ptpn12	356.0	351	361	0
Nrarp	356.0	485	227	0
Lrrc56	356.0	377	335	0
Hras	356.0	377	335	0
Tdrd3	355.5	341	370	0
Spata1	355.5	439	272	0
Gng5	355.5	439	272	0
Smchd1	355.0	312	398	0
Mfsd12	355.0	339	371	0
Ets2	355.0	357	353	0
Cluh	355.0	375	335	0
Pdcd11	354.5	443	266	0
Atp5md	354.5	443	266	0
Dst	354.0	495	213	0
Bend6	354.0	495	213	0
Slc38a1	353.5	335	372	0
Nabp1	353.5	257	450	0
Mxd4	353.5	438	269	0
Eif4g2	353.5	462	245	0
Ago3	353.5	415	292	0
Ppm1b	353.0	391	315	0
Rev3l	352.5	357	348	0
Ipp	352.5	354	351	0
Dusp3	352.5	454	251	0
Cfap97d1	352.5	454	251	0
Mycbp	352.0	491	213	0
Fam117b	352.0	463	241	0
Macrod1	351.5	335	368	0
Smurf2	351.0	444	258	0
Ptk2	351.0	453	249	0
Kansl1	351.0	362	340	0
Gtf2f2	351.0	278	424	0
Tgfbr2	350.5	343	358	0
Kcnk4	350.5	336	365	0
Aff4	350.0	460	240	0
Zcchc2	349.5	350	349	0
Map3k20	349.5	280	419	0
Fkbp5	349.5	379	320	0
Dmxl1	349.5	496	203	0
Ubxn4	349.0	283	415	0
Lpar1	349.0	334	364	0
Insig1	349.0	347	351	0
Clock	349.0	300	398	0
Hspe1	348.5	335	362	0
Hspd1	348.5	335	362	0
Phlda1	348.0	368	328	0
Pdpr	348.0	337	359	0
Fem1b	348.0	348	348	0
Fam168b	348.0	516	180	0
Sec24d	347.5	430	265	0
Oasl1	347.5	384	311	0
Rftn1	347.0	486	208	0
Smim19	346.5	374	319	0
Slc20a2	346.5	374	319	0
Rab3a	346.5	283	410	0
Stox1	346.0	692	0	0
Gxylt1	346.0	400	292	0
Rubcn	345.5	381	310	0
Fyttd1	345.5	381	310	0
Eprs	345.5	369	322	0
Sipa1l2	345.0	344	346	0
Ostf1	345.0	365	325	0
Nmrk1	345.0	365	325	0
Cbx4	345.0	461	229	0
Apbb2	345.0	298	392	0
Sac3d1	344.5	328	361	0
Kctd13	344.5	382	307	0
Dusp4	344.5	417	272	0
Btg3	344.5	373	316	0
Ran	344.0	336	352	0
Kbtbd7	344.0	451	237	0
Fzd3	344.0	520	168	0
Fchsd2	344.0	354	334	0
Fbxo16	344.0	520	168	0
Tbca	343.5	464	223	0
Trio	343.0	286	400	0
Ssh2	343.0	421	265	0
Mideas	343.0	402	284	0
Lrp6	343.0	686	0	0
Tbc1d2	342.5	235	450	0
Nsd3	342.0	325	359	0
Letm2	342.0	325	359	0
Gtf2ird2	342.0	281	403	0
Gab1	342.0	335	349	0
Epc1	342.0	344	340	0
Zeb1	341.5	381	302	0
Ythdc1	341.5	380	303	0
Zdhhc17	341.0	500	182	0
Wdr41	341.0	374	308	0
Mtx2	341.0	233	449	0
Stat6	340.5	388	293	0
Plcl1	340.5	373	308	0
Zfp821	340.0	399	281	0
Tbc1d15	340.0	327	353	0
Ptp4a2	340.0	275	405	0
Mier1	340.0	367	313	0
F8a	339.5	373	306	0
Exosc3	339.5	416	263	0
Glul	339.0	306	372	0
Sh3tc1	338.5	396	281	0
Lmln	338.5	394	283	0
Slc6a6	337.5	269	406	0
1700025G04Rik	337.5	352	323	0
Crebzf	337.0	470	204	0
Wnt10b	336.5	237	436	0
Camsap1	336.5	435	238	0
Amh	336.5	303	370	0
2310033P09Rik	336.5	265	408	0
Snta1	336.0	412	260	0
Slc16a1	336.0	284	388	0
Pdf	335.5	312	359	0
Zfp318	335.0	426	244	0
Sypl	335.0	378	292	0
Heatr4	335.0	323	347	0
Acot2	335.0	323	347	0
Rps6	334.5	313	356	0
Reps1	334.5	423	246	0
Pgs1	334.5	325	344	0
Iffo2	334.5	458	211	0
Yy1	334.0	360	308	0
Prkce	334.0	295	373	0
Mras	334.0	453	215	0
Fzd5	334.0	299	369	0
Pdcd7	333.5	272	395	0
Bfsp1	333.5	526	141	0
Anp32e	333.5	565	102	0
Tmem102	333.0	314	352	0
Susd1	333.0	369	297	0
Kmt2c	333.0	357	309	0
Fgf11	333.0	314	352	0
Vps54	332.5	551	114	0
Jdp2	332.5	275	390	0
Zfp710	332.0	360	304	0
Kansl1l	331.5	280	383	0
Smad2	331.0	452	210	0
Myorg	331.0	366	296	0
Tpm1	330.5	343	318	0
Anapc5	330.5	285	376	0
Uqcrq	330.0	287	373	0
Ikbip	330.0	384	276	0
Grin2d	330.0	375	285	0
Gdf9	330.0	287	373	0
C2cd4a	330.0	392	268	0
Apaf1	330.0	384	276	0
Jarid2	329.5	309	350	0
Cspp1	329.5	320	339	0
Cops5	329.5	320	339	0
Srsf11	329.0	321	337	0
P4ha1	329.0	296	362	0
Lrrc40	329.0	321	337	0
Ep300	329.0	493	165	0
Sigmar1	328.5	307	350	0
Ehd4	328.5	350	307	0
Actr3	328.0	271	385	0
Zbtb8os	327.5	202	453	0
Rbbp4	327.5	202	453	0
Ilrun	327.0	560	94	0
Dtx4	327.0	429	225	0
Slc35e3	326.5	513	140	0
Qdpr	326.5	331	322	0
Pprc1	326.5	323	330	0
Clrn2	326.5	331	322	0
Pip4p1	326.0	188	464	0
Iqgap2	326.0	410	242	0
H3c10	326.0	358	294	0
H2bc13	326.0	358	294	0
H2ac13	326.0	358	294	0
Wwc2	325.5	328	323	0
Skida1	325.5	459	192	0
Dut	325.0	305	345	0
Slc4a11	324.5	311	338	0
Rtn4r	324.5	339	310	0
Kcmf1	324.5	396	253	0
Whamm	324.0	430	218	0
Lyn	324.0	309	339	0
Fsd2	324.0	430	218	0
Zbtb42	323.5	647	0	0
Lhx2	323.5	306	341	0
Dusp1	323.5	366	281	0
Akt1	323.5	647	0	0
Tgds	323.0	251	395	0
Spsb4	323.0	302	344	0
Gpr180	323.0	251	395	0
Gpat3	323.0	349	297	0
Agpat5	323.0	398	248	0
Rasl10a	322.5	255	390	0
Gas2l1	322.5	255	390	0
Xxylt1	322.0	364	280	0
Wtip	322.0	644	0	0
Ppp3ca	322.0	347	297	0
Inafm1	322.0	448	196	0
Arglu1	322.0	294	350	0
Zc3h8	321.5	340	303	0
Sdcbp	321.5	319	324	0
Rnf169	321.5	386	257	0
Sbf2	321.0	466	176	0
Rnf144a	321.0	381	261	0
Ppp2r3a	321.0	383	259	0
Siah2	320.5	260	381	0
Eri1	320.5	280	361	0
Csk	320.5	304	337	0
B3gnt2	320.5	358	283	0
Snx13	320.0	335	305	0
Lrig1	320.0	307	333	0
E030030I06Rik	320.0	251	389	0
Wdsub1	319.5	334	305	0
Snx10	319.5	451	188	0
Mtmr12	319.5	317	322	0
Cfap97	319.5	341	298	0
Pon2	319.0	456	182	0
Efnb2	319.0	320	318	0
Shq1	318.5	371	266	0
Samhd1	318.5	272	365	0
Cobll1	318.5	383	254	0
Six5	318.0	364	272	0
Rac1	318.0	351	285	0
Ptch1	318.0	307	329	0
Gse1	318.0	333	303	0
Dlx4	318.0	493	143	0
Calm1	318.0	448	188	0
Tssk6	317.5	319	316	0
Ndufa13	317.5	319	316	0
Mlh1	317.5	200	435	0
Jph4	317.5	468	167	0
Epm2aip1	317.5	200	435	0
Qsox2	317.0	315	319	0
Map1s	317.0	288	346	0
Cnbp	317.0	317	317	0
Uhrf1bp1	316.5	320	313	0
Nudt18	316.5	313	320	0
Ndfip1	316.5	347	286	0
R3hdm2	316.0	356	276	0
Lsm1	316.0	380	252	0
Cdc14a	316.0	143	489	0
Bag4	316.0	380	252	0
Tcte2	315.5	406	225	0
Pum2	315.5	497	134	0
Afdn	315.5	406	225	0
Rmdn1	315.0	288	342	0
Picalm	315.0	377	253	0
Cpne3	315.0	288	342	0
Ptpn4	314.5	474	155	0
Osgin2	314.5	370	259	0
Ebag9	314.5	417	212	0
Fndc3b	314.0	364	264	0
Ddx6	314.0	264	364	0
Daglb	314.0	323	305	0
Cog3	314.0	362	266	0
Tchh	313.5	378	249	0
Prpf38b	313.5	327	300	0
Celf1	313.5	322	305	0
Smarcc1	313.0	241	385	0
Scaf4	313.0	322	304	0
Med7	313.0	422	204	0
Lonrf1	313.0	487	139	0
Adgra2	313.0	393	233	0
Mef2d	312.5	383	242	0
Igsf11	312.5	386	239	0
Amdhd2	312.5	301	324	0
Sned1	312.0	434	190	0
Nkpd1	312.0	374	250	0
Met	312.0	406	218	0
Tpst1	311.5	437	186	0
Soga1	311.5	305	318	0
Grm6	311.5	316	307	0
Gm3448	311.5	328	295	0
Gm3417	311.5	328	295	0
Abcc1	311.5	486	137	0
9030025P20Rik	311.5	328	295	0
Sp3	311.0	319	303	0
Mllt3	311.0	501	121	0
Fxn	311.0	516	106	0
Zfp553	310.5	349	272	0
Eif1ax	310.5	379	242	0
Ufsp2	310.0	270	350	0
Txnl1	310.0	254	366	0
Neurog2	310.0	305	315	0
Hacd3	310.0	374	246	0
Fam83f	310.0	320	300	0
1700029J07Rik	310.0	270	350	0
Spast	309.5	324	295	0
Gde1	309.0	286	332	0
Ezr	309.0	205	413	0
Ccnd1	309.0	242	376	0
Fam214a	308.5	272	345	0
Arl5a	308.5	336	281	0
Zbtb18	308.0	277	339	0
Tnfsfm13	308.0	389	227	0
Tnfsf12	308.0	389	227	0
Mansc4	308.0	313	303	0
Klhl42	308.0	313	303	0
Dyrk3	308.0	277	339	0
Zc3hav1	307.5	318	297	0
Ube2g2	307.5	264	351	0
Tmem116	307.5	389	226	0
Erp29	307.5	389	226	0
Dock5	307.5	437	178	0
Dgke	307.5	372	243	0
Cad	307.5	344	271	0
Zfp91	307.0	287	327	0
Usp3	307.0	396	218	0
Tsc22d2	307.0	407	207	0
Prdm8	307.0	399	215	0
Lpxn	307.0	287	327	0
Kcna7	307.0	267	347	0
Amer2	307.0	292	322	0
Rrnad1	306.5	370	243	0
Map4k4	306.5	307	306	0
Isg20l2	306.5	370	243	0
Epb41l2	306.5	372	241	0
Prdm10	306.0	612	0	0
Pdia5	306.0	236	376	0
Jade1	306.0	459	153	0
Dennd5a	306.0	295	317	0
Pogz	305.5	356	255	0
Pkd2	305.5	418	193	0
Pbld2	305.5	335	276	0
Mthfd1l	305.5	388	223	0
Hnrnph3	305.5	335	276	0
Hnrnpdl	305.5	327	284	0
Enoph1	305.5	327	284	0
Myo15b	304.5	338	271	0
Rassf8	304.0	412	196	0
Nup153	303.0	328	278	0
E2f1	303.0	332	274	0
Vav2	302.5	315	290	0
Nmt2	302.5	300	305	0
Ap5b1	302.5	348	257	0
Ube2h	302.0	369	235	0
Taok3	302.0	287	317	0
Suds3	302.0	287	317	0
Hdgfl3	302.0	251	353	0
Zfp654	301.5	360	243	0
Zbtb10	301.5	424	179	0
Rarg	301.5	283	320	0
Donson	301.5	349	254	0
Cggbp1	301.5	360	243	0
Abhd10	301.5	219	384	0
Wwp1	301.0	279	323	0
Lrrc8a	301.0	333	269	0
Gfra4	301.0	402	200	0
Ddhd1	301.0	406	196	0
4930402H24Rik	301.0	388	214	0
Tusc3	300.5	293	308	0
Trim59	300.5	377	224	0
Tmem11	300.5	316	285	0
Rapgef5	300.5	398	203	0
Eps15	300.5	236	365	0
Arhgap10	300.5	274	327	0
Mllt10	300.0	263	337	0
Cdyl2	300.0	331	269	0
Zmynd11	299.5	252	347	0
Prxl2c	299.5	359	240	0
Ppp1ccb	299.5	265	334	0
Ppp1cc	299.5	265	334	0
Morf4l2	299.5	236	363	0
Efhd2	299.5	342	257	0
Apln	299.5	346	253	0
Irf8	299.0	326	272	0
Ap1ar	299.0	378	220	0
Cacybp	298.5	241	356	0
Ubqln1	298.0	329	267	0
Maff	298.0	278	318	0
Stx7	297.5	337	258	0
Rimbp3	297.5	338	257	0
Rap1b	297.5	337	258	0
Plod1	297.5	358	237	0
Parp6	297.5	400	195	0
Fcgr3	297.5	236	359	0
2510039O18Rik	297.5	358	237	0
Ptpn9	297.0	369	225	0
Hnrnpf	297.0	260	334	0
Tprgl	296.5	332	261	0
Stk38l	296.5	374	219	0
Runx2	296.0	455	137	0
Itpk1	295.5	378	213	0
Itgb5	295.5	278	313	0
Armc8	295.5	300	291	0
Rcc1	295.0	202	388	0
Aftph	295.0	420	170	0
Pnrc1	294.5	298	291	0
Nsmaf	294.5	379	210	0
Cdk8	294.5	406	183	0
Fndc3a	294.0	417	171	0
Commd3	294.0	453	135	0
C1qtnf4	294.0	346	242	0
Bmi1	294.0	453	135	0
Zbtb38	293.5	367	220	0
Usp14	293.5	278	309	0
Trappc10	293.5	353	234	0
Panx1	293.5	388	199	0
Ehd1	293.5	376	211	0
Abcg1	293.5	267	320	0
Inppl1	293.0	391	195	0
Unc5a	292.5	304	281	0
Tbc1d24	292.5	254	331	0
Ntn3	292.5	254	331	0
Grin1	292.5	279	306	0
Il31ra	292.0	322	262	0
1110008P14Rik	292.0	291	293	0
Mogs	291.5	306	277	0
Map1lc3b	291.5	306	277	0
Gm13290	291.5	267	316	0
Gm13289	291.5	267	316	0
Gm13285	291.5	267	316	0
Ahcyl1	291.5	291	292	0
Vim	291.0	286	296	0
Slc45a3	290.5	424	157	0
Peli2	290.5	413	168	0
Mllt6	290.5	406	175	0
Egr3	290.5	301	280	0
Ube2q2	290.0	317	263	0
Akap1	290.0	327	253	0
Pank1	289.5	260	319	0
Gna13	289.5	344	235	0
Deptor	289.5	238	341	0
Ttpal	289.0	404	174	0
Tgif1	289.0	334	244	0
Sacm1l	289.0	247	331	0
Nt5m	289.0	353	225	0
Vezt	288.5	314	263	0
Hibadh	288.5	275	302	0
Fgd6	288.5	314	263	0
Cdkn2a	288.5	315	262	0
Ube3c	288.0	259	317	0
Polr3g	288.0	307	269	0
Nfix	288.0	361	215	0
Mblac2	288.0	307	269	0
Mast2	288.0	281	295	0
Cited2	288.0	576	0	0
Aatf	288.0	295	281	0
Zmym2	287.5	254	321	0
Zfp277	287.5	298	277	0
Poli	287.5	246	329	0
Dock4	287.5	298	277	0
Cecr2	287.5	280	295	0
Tmem151b	287.0	345	229	0
Slc35c1	287.0	263	311	0
Lrrc73	287.0	342	232	0
Dipk1b	287.0	307	267	0
Bri3	287.0	359	215	0
Tmem268	286.5	379	194	0
Rassf1	286.5	189	384	0
Zfp622	286.0	263	309	0
Stt3b	286.0	337	235	0
Pfkl	286.0	279	293	0
Irx5	286.0	391	181	0
H2bc21	286.0	232	340	0
