Target_genes	Hes1|Average	SRX1550525|Macrophages	SRX1550526|Macrophages	STRING
H2ac21	286.0	232	340	0
H2ac20	286.0	232	340	0
Nr1d2	285.5	310	261	0
Lsm6	285.5	355	216	0
Lcor	285.5	385	186	0
Ankrd37	285.5	298	273	0
Tpk1	285.0	289	281	0
Meaf6	284.5	292	277	0
C9orf72	284.5	390	179	0
Vinac1	284.0	335	233	0
Ttl	284.0	335	233	0
Sdc4	284.0	152	416	0
Rufy3	284.0	318	250	0
Ppfibp1	284.0	316	252	0
Sil1	283.5	293	274	0
Cbfa2t2	283.5	355	212	0
Trp53i13	283.0	268	298	0
Tmeff1	283.0	371	195	0
Suco	283.0	327	239	0
Mtg1	283.0	256	310	0
Lpgat1	283.0	436	130	0
Gls	283.0	333	233	0
Bin1	283.0	192	374	0
Abhd15	283.0	268	298	0
Tmem158	282.5	344	221	0
Ppp2ca	282.5	301	264	0
Chsy1	282.5	565	0	0
Rbck1	282.0	340	224	0
Pusl1	282.0	364	200	0
Pdxdc1	282.0	248	316	0
Mpv17l	282.0	248	316	0
Acap3	282.0	364	200	0
Zfp740	281.5	348	215	0
Tcerg1	281.5	308	255	0
Sgpp1	281.5	349	214	0
Rnf146	281.5	383	180	0
Fbxo11	281.5	312	251	0
Csad	281.5	348	215	0
Chd7	281.5	229	334	0
Utp3	281.0	209	353	0
Tor1aip2	281.0	277	285	0
Tor1aip1	281.0	277	285	0
Senp5	281.0	234	328	0
Ptger4	281.0	245	317	0
Igsf3	281.0	354	208	0
Ubqln2	280.5	342	219	0
Prkar2b	280.5	561	0	0
Pak2	280.5	356	205	0
Nfil3	280.5	417	144	0
Golga5	280.5	218	343	0
Erap1	280.5	308	253	0
Zbtb21	280.0	278	282	0
Tapt1	280.0	560	0	0
Rbm47	280.0	239	321	0
Mprip	280.0	408	152	0
H3c2	280.0	322	238	0
H2bc3	280.0	322	238	0
H2ac4	280.0	322	238	0
Gm13288	280.0	244	316	0
Gm13287	280.0	244	316	0
Zzz3	279.0	394	164	0
Sdc3	279.0	558	0	0
Prps1l3	279.0	246	312	0
Nedd4l	279.0	358	200	0
Mipol1	279.0	246	312	0
Itpripl2	279.0	235	323	0
Elac1	279.0	424	134	0
Arpp19	279.0	423	135	0
Ahcyl2	279.0	307	251	0
Mapk7	278.5	252	305	0
Coro6	278.5	241	316	0
Rbbp6	278.0	274	282	0
Rap1a	278.0	360	196	0
Nfkbia	278.0	149	407	0
Tmem251	277.5	218	337	0
Pbx2	277.5	227	328	0
Moap1	277.5	218	337	0
Ilf3	277.5	247	308	0
Gpsm3	277.5	227	328	0
Gm13272	277.5	246	309	0
Flna	277.5	313	242	0
Emd	277.5	313	242	0
Ccdc149	277.5	340	215	0
Brd7	277.5	291	264	0
Svep1	277.0	369	185	0
Rprd2	277.0	302	252	0
Marchf7	277.0	554	0	0
Zcchc3	276.5	251	302	0
Usp25	276.5	339	214	0
Tradd	276.5	553	0	0
6820408C15Rik	276.5	251	302	0
Tap1	276.0	256	296	0
Psmb9	276.0	256	296	0
Bcl3	276.0	279	273	0
Naa40	275.5	277	274	0
Lonrf3	275.5	353	198	0
Hnrnpd	275.5	225	326	0
Bahcc1	275.5	277	274	0
Zfp36l2	275.0	356	194	0
Gna12	275.0	235	315	0
Cnksr3	275.0	339	211	0
6430548M08Rik	275.0	276	274	0
Rmi1	274.5	234	315	0
L3mbtl3	274.5	253	296	0
Hnrnpk	274.5	234	315	0
Gar1	274.5	283	266	0
Trim11	274.0	276	272	0
Pip4k2a	274.0	548	0	0
Ncbp2	274.0	251	297	0
Brpf3	274.0	353	195	0
0610012G03Rik	274.0	251	297	0
Trim14	273.5	198	349	0
Abhd6	273.5	247	300	0
Dusp22	273.0	341	205	0
Tgfbr1	272.5	268	277	0
Mkln1	272.5	273	272	0
Atl3	272.5	245	300	0
Vps13b	272.0	285	259	0
Tfrc	272.0	342	202	0
Hsdl1	272.0	266	278	0
Dnaaf1	272.0	266	278	0
Snx3	271.5	184	359	0
Ralgds	271.5	317	226	0
Kcng3	271.5	323	220	0
Gpr146	271.5	382	161	0
Ankrd28	271.5	331	212	0
Agfg1	271.5	396	147	0
Mlycd	270.5	340	201	0
Ldlrap1	270.5	250	291	0
Stox2	270.0	171	369	0
Sod2	270.0	321	219	0
Gnptab	270.0	396	144	0
Fbxo31	270.0	540	0	0
Coq2	269.5	299	240	0
Zfp384	269.0	371	167	0
Gm9949	269.0	153	385	0
Cyb5r1	269.0	231	307	0
Ahctf1	269.0	260	278	0
Adrb2	269.0	153	385	0
H2az1	268.5	305	232	0
Dnajb14	268.5	305	232	0
Helz	268.0	315	221	0
Cpeb3	268.0	376	160	0
Lrrc8d	267.5	258	277	0
Gsx1	267.5	223	312	0
Tcte3	267.0	259	275	0
Spsb1	267.0	291	243	0
Ltc4s	267.0	296	238	0
Fut11	267.0	149	385	0
Wipi2	266.5	252	281	0
Tgfb1	266.5	244	289	0
Reep5	266.5	316	217	0
Ptms	266.5	533	0	0
Kif13a	266.5	346	187	0
Fzd7	266.5	282	251	0
Zbtb14	266.0	277	255	0
Pknox1	266.0	235	297	0
Nfatc3	266.0	293	239	0
Cgas	266.0	280	252	0
Styx	265.5	283	248	0
Tmem60	265.0	351	179	0
Phtf2	265.0	351	179	0
Irf1	265.0	530	0	0
Eed	265.0	332	198	0
Pitpna	264.5	295	234	0
Pgm1	264.5	238	291	0
Prpf39	264.0	268	260	0
Fads1	264.0	272	256	0
Ccdc38	264.0	332	196	0
Arhgap20	264.0	208	320	0
Amdhd1	264.0	332	196	0
Vat1	263.5	226	301	0
Setd1b	263.5	405	122	0
Rnd2	263.5	226	301	0
Trmu	263.0	236	290	0
Ythdf3	262.5	320	205	0
Tlcd3a	262.5	318	207	0
Ermard	262.5	259	266	0
Endog	262.5	252	273	0
Cdk2ap1	262.5	525	0	0
Farp2	262.0	421	103	0
Ykt6	261.5	307	216	0
Gpam	261.5	523	0	0
H3f3a	261.0	351	171	0
Tmem97	260.5	253	268	0
Mnt	260.5	279	242	0
Lacc1	260.5	378	143	0
Khdc4	260.5	227	294	0
Hes1	260.5	325	196	0
Gpsm1	260.5	330	191	0
Gpr27	260.5	234	287	0
Ccdc122	260.5	378	143	0
Avl9	260.5	210	311	0
5031439G07Rik	260.5	316	205	0
Tbc1d5	260.0	345	175	0
Rpl19	260.0	248	272	0
Pabpc1	260.0	265	255	0
Cacnb1	260.0	248	272	0
Xylt1	259.5	398	121	0
Zc3hav1l	259.0	518	0	0
Pan3	259.0	291	227	0
Fem1c	259.0	307	211	0
Lpar3	258.0	189	327	0
B4galt5	258.0	395	121	0
Snx30	257.5	272	243	0
Gm13889	257.5	154	361	0
Xpc	257.0	301	213	0
Slc6a9	257.0	254	260	0
Lsm3	257.0	301	213	0
Fam104a	257.0	165	349	0
D11Wsu47e	257.0	165	349	0
Uxs1	256.5	271	242	0
Pde10a	256.5	270	243	0
Pafah1b1	256.5	361	152	0
Nrtn	256.5	291	222	0
Cdh22	256.5	275	238	0
Tbc1d30	256.0	209	303	0
Sumo2	256.0	229	283	0
Hook2	256.0	174	338	0
Cdan1	256.0	185	327	0
Btbd17	256.0	279	233	0
Yrdc	255.5	267	244	0
Srebf2	255.5	118	393	0
Adam22	255.5	229	282	0
1110065P20Rik	255.5	267	244	0
Yipf4	255.0	191	319	0
Usp12	255.0	224	286	0
Tram2	255.0	348	162	0
Lrrc42	255.0	310	200	0
Hspb11	255.0	310	200	0
H4c17	255.0	301	209	0
H4bc24	255.0	301	209	0
H2bc23	255.0	301	209	0
H2ac24	255.0	301	209	0
H2ac23	255.0	301	209	0
Ddx20	255.0	282	228	0
Wee1	254.5	338	171	0
Slc15a4	254.5	230	279	0
Zfp69	254.0	271	237	0
Eno1	253.5	261	246	0
Nin	253.0	231	275	0
Tox2	252.5	253	252	0
Rae1	252.5	288	217	0
Herc2	252.5	263	242	0
Fgd4	252.0	175	329	0
Ctps	252.0	237	267	0
Slc39a6	251.5	234	269	0
Parp2	251.5	255	248	0
Itpr3	251.5	222	281	0
Gm13279	251.5	254	249	0
Gm13278	251.5	254	249	0
Gm13275	251.5	254	249	0
G2e3	251.5	256	247	0
Elp2	251.5	234	269	0
Ctdp1	251.5	210	293	0
Cln6	251.5	322	181	0
Plekhg3	251.0	250	252	0
Pde3b	251.0	366	136	0
Zfp787	250.5	191	310	0
Xpo1	250.5	501	0	0
Syk	250.5	266	235	0
Rtn2	250.5	214	287	0
Ppm1n	250.5	214	287	0
Pdzd8	250.5	256	245	0
Pdgfb	250.5	181	320	0
Ctsz	250.0	282	218	0
Nop9	249.5	243	256	0
Lrmda	249.5	263	236	0
Hivep2	249.5	231	268	0
Edf1	249.5	188	311	0
Dhrs1	249.5	243	256	0
Nsd1	249.0	286	212	0
Agbl3	249.0	498	0	0
Pcdh7	248.5	244	253	0
Fbxo44	248.5	260	237	0
Fbxo2	248.5	260	237	0
Klrg2	248.0	275	221	0
Tacc1	247.5	295	200	0
Entpd5	247.5	495	0	0
Ctnnb1	247.5	257	238	0
Brd1	247.5	363	132	0
Bbof1	247.5	495	0	0
Phtf1	247.0	304	190	0
Jun	247.0	207	287	0
Fasn	247.0	271	223	0
Ube2d1	246.5	302	191	0
Rybp	246.5	343	150	0
Pitpnb	246.5	254	239	0
Mib1	246.5	259	234	0
Hmgb1	246.5	350	143	0
Cdv3	246.5	193	300	0
Abcg2	246.5	240	253	0
Mycbp2	246.0	306	186	0
Mark2	246.0	231	261	0
Ckap4	246.0	492	0	0
Bmp2	246.0	306	186	0
Rcan3	245.5	354	137	0
Memo1	245.5	241	250	0
Rpl15	245.0	239	251	0
Rnf2	245.0	292	198	0
Rab3ip	245.0	367	123	0
Nkiras1	245.0	239	251	0
Kcnn4	245.0	229	261	0
Fbxl3	245.0	298	192	0
Tsfm	244.5	236	253	0
Scrt1	244.5	285	204	0
Jag2	244.5	241	248	0
Igf1r	244.5	399	90	0
Arid1a	244.5	268	221	0
Sox12	244.0	173	315	0
Slc26a2	244.0	239	249	0
Kdm3a	244.0	219	269	0
Idh2	244.0	233	255	0
Ankrd52	244.0	294	194	0
Ube2g1	243.5	208	279	0
Zfx	243.0	330	156	0
Zfp251	243.0	215	271	0
Zfhx3	243.0	215	271	0
Tasp1	243.0	279	207	0
Slc4a7	243.0	268	218	0
Prdm1	243.0	226	260	0
Gtdc1	243.0	245	241	0
Orai1	242.5	284	201	0
Fbxl20	242.5	318	167	0
Rab31	242.0	217	267	0
Marcks	242.0	311	173	0
Zpbp2	241.5	248	235	0
Rprml	241.5	219	264	0
Mfsd5	241.5	235	248	0
Ikzf3	241.5	248	235	0
Gng10	241.5	237	246	0
Gm3435	241.5	208	275	0
Dmtn	241.5	184	299	0
Axin1	241.5	275	208	0
Map2k4	241.0	279	203	0
Dcakd	241.0	291	191	0
Vps29	240.5	175	306	0
Sms	240.5	251	230	0
Rad9b	240.5	175	306	0
Fbxo9	240.5	188	293	0
Dnaja1	240.5	231	250	0
Ddx11	240.5	301	180	0
Cilk1	240.5	188	293	0
C2cd5	240.5	254	227	0
Arf1	240.5	300	181	0
Xpnpep1	240.0	171	309	0
Smarcad1	240.0	230	250	0
Cds1	240.0	480	0	0
Zmym5	239.5	309	170	0
Sptbn4	239.5	295	184	0
Nrbf2	239.5	479	0	0
Kmt2d	239.5	273	206	0
Blvrb	239.5	295	184	0
Acvr2a	239.5	212	267	0
Uap1	239.0	209	269	0
Stk10	239.0	332	146	0
Selenov	239.0	367	111	0
Rsad1	239.0	275	203	0
Ppp1r15b	239.0	222	256	0
Ugcg	238.5	477	0	0
Rpn2	238.5	163	314	0
Mroh8	238.5	163	314	0
Basp1	238.5	202	275	0
Stk38	238.0	306	170	0
Dlg1	238.0	263	213	0
Cdc73	238.0	290	186	0
Cbr3	237.5	212	263	0
Ubald1	237.0	242	232	0
Smad5	237.0	273	201	0
Cers6	237.0	212	262	0
Ago2	237.0	216	258	0
Sgk1	236.5	248	225	0
Rest	236.5	285	188	0
Plec	236.0	323	149	0
Arhgap21	236.0	373	99	0
Tmppe	235.5	248	223	0
Setx	235.5	235	236	0
Ripk2	235.5	224	247	0
Gm13283	235.5	274	197	0
Wdr4	235.0	192	278	0
Prph	235.0	222	248	0
Gorasp2	235.0	231	239	0
Dtd2	235.0	279	191	0
0610010F05Rik	235.0	356	114	0
Zfp664	234.5	238	231	0
Plekha8	234.5	308	161	0
Fkbp14	234.5	308	161	0
Ccdc92	234.5	238	231	0
Atp5g2	234.0	164	304	0
Snx18	233.5	356	111	0
Phkb	233.5	153	314	0
Nck1	233.5	308	159	0
Nbn	233.5	215	252	0
Itfg1	233.5	153	314	0
B4galt6	233.5	269	198	0
Spata5l1	233.0	216	250	0
Slc25a40	233.0	301	165	0
Mfsd13b	233.0	229	237	0
Dbf4	233.0	301	165	0
Cdr2	233.0	229	237	0
Ropn1l	232.5	265	200	0
Nckap1	232.5	309	156	0
Misp3	232.5	286	179	0
Gm13286	232.5	274	191	0
Gm13271	232.5	274	191	0
Cep68	232.5	226	239	0
Ccne1	232.5	302	163	0
B4galnt1	232.5	219	246	0
Slc7a6	232.0	236	228	0
Celsr1	232.0	292	172	0
Hip1r	231.5	313	150	0
Gtf2b	231.5	241	222	0
Cntln	231.5	233	230	0
Taf11	231.0	209	253	0
Rpl7a	231.0	259	203	0
Med22	231.0	259	203	0
Maml3	231.0	275	187	0
Ints8	231.0	239	223	0
D830031N03Rik	231.0	239	223	0
Anks1	231.0	209	253	0
Ufl1	230.5	250	211	0
Pstk	230.5	211	250	0
Pole4	230.5	231	230	0
Itgb3	230.5	260	201	0
Bcl2	230.5	315	146	0
Thap7	229.5	155	304	0
Ss18l1	229.5	207	252	0
Psma7	229.5	207	252	0
Isca1	229.5	205	254	0
H1f2	229.5	231	228	0
Siva1	229.0	284	174	0
Hyls1	229.0	178	280	0
Atrn	229.0	274	184	0
Sec24a	228.5	233	224	0
Rasgef1b	228.5	205	252	0
Purb	228.5	224	233	0
Gng12	228.5	288	169	0
Bmp2k	228.5	457	0	0
Rpl22l1	228.0	188	268	0
Jade3	228.0	243	213	0
Cic	228.0	268	188	0
Chst11	228.0	279	177	0
B3glct	228.0	322	134	0
Tbl1xr1	227.5	191	264	0
Ppp1r14a	227.5	146	309	0
Ppargc1b	227.5	292	163	0
Pgam5	227.5	284	171	0
Nr4a1	227.5	136	319	0
H2bc4	227.5	260	195	0
H2ac6	227.5	260	195	0
Gpr160	227.5	194	261	0
Fos	227.5	250	205	0
Ankrd17	227.5	203	252	0
H2bc14	227.0	258	196	0
Arrb2	227.0	202	252	0
Trim27	226.5	178	275	0
Rnf180	226.5	286	167	0
Ptp4a1	226.5	262	191	0
Nsun6	226.5	181	272	0
Marchf5	226.5	350	103	0
Ifnz	226.5	246	207	0
Hbegf	226.5	214	239	0
Gpc1	226.5	283	170	0
Bicdl1	226.5	316	137	0
Bcl7b	226.5	273	180	0
Arl5b	226.5	181	272	0
Vcpkmt	226.0	199	253	0
Txn1	226.0	257	195	0
Tent2	226.0	231	221	0
Phactr2	226.0	288	164	0
Mafa	226.0	266	186	0
Lrrc1	226.0	288	164	0
Ccdc85c	226.0	210	242	0
Ankrd44	226.0	452	0	0
Slc25a51	225.5	221	230	0
Slc12a2	225.5	84	367	0
Igf2bp2	225.5	451	0	0
Zswim7	225.0	230	220	0
Ttc19	225.0	230	220	0
Rnf217	225.0	256	194	0
Prkch	225.0	234	216	0
Ppp4r3a	225.0	202	248	0
Peli1	225.0	450	0	0
Mettl6	225.0	202	248	0
Eaf1	225.0	202	248	0
Zfp1	224.5	269	180	0
Snx8	224.5	165	284	0
Slc49a4	224.5	219	230	0
Mfsd6	224.5	290	159	0
Mat2a	224.5	233	216	0
Cltb	224.5	243	206	0
Zcrb1	224.0	185	263	0
Xpa	224.0	262	186	0
Trp53rkb	224.0	214	234	0
Pphln1	224.0	185	263	0
Pou2f1	224.0	251	197	0
Adap1	224.0	238	210	0
Tut4	223.5	299	148	0
Dgkg	223.5	184	263	0
Brap	223.5	319	128	0
Acad10	223.5	319	128	0
Zyg11a	223.0	203	243	0
Ripor1	223.0	288	158	0
Rheb	222.5	196	249	0
Ipo5	222.5	254	191	0
Gm13276	222.5	246	199	0
Galnt1	222.5	445	0	0
B230219D22Rik	222.5	266	179	0
Cdca7l	222.0	210	234	0
Ssbp2	221.5	185	258	0
Satb1	221.5	443	0	0
Ndst2	221.5	243	200	0
Mtap	221.5	185	258	0
Mcoln2	221.5	274	169	0
Sema3c	221.0	357	85	0
Rnf24	221.0	239	203	0
Parp16	221.0	202	240	0
Papss1	221.0	272	170	0
Tmem106c	220.5	262	179	0
Rplp0	220.5	136	305	0
Cep63	220.5	206	235	0
Anapc13	220.5	206	235	0
Afg3l2	220.5	201	240	0
Usp42	220.0	252	188	0
Napepld	220.0	204	236	0
Luzp1	220.0	279	161	0
Lsm11	220.0	150	290	0
Kdelr2	220.0	165	275	0
Eif4h	220.0	180	260	0
Pxylp1	219.0	313	125	0
Hmgn2	219.0	283	155	0
Gm13277	219.0	254	184	0
Glcci1	219.0	438	0	0
Fam102a	219.0	251	187	0
Nol4l	218.5	249	188	0
Zfp623	218.0	262	174	0
Tmpo	218.0	191	245	0
Spry2	218.0	285	151	0
Man1a2	217.5	246	189	0
St3gal4	217.0	284	150	0
Snx24	217.0	434	0	0
Ebpl	217.0	237	197	0
Dusp10	217.0	229	205	0
Cers5	217.0	271	163	0
1700056E22Rik	217.0	229	205	0
Zfp777	216.5	237	196	0
Zfp644	216.5	145	288	0
H2bc12	216.5	186	247	0
H2ac12	216.5	186	247	0
Fgf18	216.5	214	219	0
Dhcr24	216.5	299	134	0
BC048403	216.5	348	85	0
Zfp398	216.0	199	233	0
Vamp3	216.0	168	264	0
Ttll11	216.0	237	195	0
Syde2	215.5	431	0	0
Slc22a5	215.5	320	111	0
Rragd	215.5	198	233	0
Pgam1	215.5	291	140	0
Habp4	215.5	205	226	0
Fam174a	215.5	214	217	0
Ccdc142	215.5	216	215	0
Zbtb41	215.0	334	96	0
Sspn	215.0	199	231	0
Elf4	215.0	198	232	0
Atp11c	215.0	276	154	0
Tsga10	214.5	173	256	0
Trap1	214.5	208	221	0
Sppl2a	214.5	203	226	0
Matr3	214.5	170	259	0
Hs6st1	214.5	298	131	0
Gspt1	214.5	225	204	0
Crls1	214.5	253	176	0
Cebpa	214.5	165	264	0
Acot6	214.5	193	236	0
Wnk1	214.0	236	192	0
Nrip1	214.0	428	0	0
Flvcr1	214.0	188	240	0
Zfp703	213.0	287	139	0
Hnrnpa3	213.0	192	234	0
Tyro3	212.5	265	160	0
Trim17	212.5	109	316	0
Selenot	212.5	276	149	0
Riox2	212.5	221	204	0
Pla2g6	212.5	225	200	0
H3f4	212.5	109	316	0
Ece1	212.5	215	210	0
Alas1	212.5	219	206	0
Ube2e3	212.0	156	268	0
Kdm6b	212.0	252	172	0
Irs2	212.0	162	262	0
Foxo1	212.0	288	136	0
Dusp7	211.5	314	109	0
Errfi1	211.0	248	174	0
Zhx2	210.5	421	0	0
Wrnip1	210.5	205	216	0
Olig1	210.5	200	221	0
H3c4	210.5	216	205	0
H2bc8	210.5	216	205	0
H2bc7	210.5	216	205	0
H2ac8	210.5	216	205	0
H2ac7	210.5	216	205	0
Aff1	210.5	248	173	0
Adrb1	210.5	261	160	0
Rbm6	210.0	172	248	0
Lactb	210.0	285	135	0
H4c18	210.0	269	151	0
Tmcc1	209.5	229	190	0
Gas2	209.5	419	0	0
Fancf	209.5	419	0	0
Crk	209.5	227	192	0
Baiap2	209.5	263	156	0
Tmed10	209.0	138	280	0
Terf2	209.0	315	103	0
Rab11fip2	209.0	190	228	0
Ezh2	209.0	209	209	0
Zdhhc21	208.5	251	166	0
Kpna4	208.5	213	204	0
H3c11	208.5	273	144	0
H2bc22	208.5	273	144	0
H2ac22	208.5	273	144	0
Fibp	208.5	252	165	0
Cnot11	208.5	231	186	0
Ccdc85b	208.5	252	165	0
B3gntl1	208.5	323	94	0
Sod1	208.0	238	178	0
Relt	208.0	191	225	0
Mthfd2	208.0	219	197	0
Kat6a	208.0	181	235	0
Cntrl	208.0	202	214	0
Aacs	208.0	240	176	0
Tmbim1	207.5	212	203	0
Rnmt	207.5	236	179	0
Pank2	207.5	228	187	0
Lfng	207.5	179	236	0
Kmt5a	207.5	219	196	0
Hk2	207.5	224	191	0
Fam210a	207.5	236	179	0
Clk3	207.5	165	250	0
Acot3	207.5	243	172	0
Oser1	207.0	164	250	0
Mthfd2l	207.0	227	187	0
Lmo2	206.5	211	202	0
Ccnj	206.5	271	142	0
Rbm38	206.0	140	272	0
Prkar1a	206.0	160	252	0
Prelid3a	206.0	245	167	0
Endod1	206.0	207	205	0
Smg7	205.5	204	207	0
Slc22a4	205.5	183	228	0
Rnf11	205.5	263	148	0
Npepl1	205.5	411	0	0
Mcoln1	205.5	231	180	0
Man1c1	205.5	177	234	0
Hdgf	205.5	225	186	0
Rgs10	205.0	199	211	0
Edaradd	205.0	224	186	0
Brd3	205.0	185	225	0
Rnf145	204.5	278	131	0
Pik3r1	204.5	250	159	0
Ntf5	204.5	129	280	0
Nap1l1	204.5	204	205	0
Tnks2	204.0	225	183	0
Slc26a8	204.0	212	196	0
Rnf14	204.0	193	215	0
Rhob	204.0	247	161	0
Mapk14	204.0	212	196	0
Lrrc8c	204.0	220	188	0
Kras	204.0	408	0	0
Hnrnpa2b1	204.0	214	194	0
Dgkd	204.0	408	0	0
Cbx3	204.0	214	194	0
Lonp2	203.5	175	232	0
Chchd6	203.5	181	226	0
Wdr36	203.0	227	179	0
Rgs7bp	203.0	267	139	0
Mtrr	203.0	187	219	0
Fastkd3	203.0	187	219	0
Cd9	203.0	298	108	0
Card19	203.0	241	165	0
Syne2	202.5	169	236	0
Kctd7	202.5	234	171	0
Gamt	202.5	179	226	0
Dazap1	202.5	179	226	0
Ampd3	202.5	332	73	0
Agap1	202.5	405	0	0
Zfp346	202.0	404	0	0
P3h4	202.0	170	234	0
Ndrg4	202.0	284	120	0
Fkbp10	202.0	170	234	0
Ell2	202.0	404	0	0
Tmx1	201.5	221	182	0
Spg20	201.5	243	160	0
Ppip5k2	201.5	180	223	0
Gin1	201.5	180	223	0
Dhx33	201.5	218	185	0
Ctbp1	201.5	403	0	0
Arhgap31	201.5	168	235	0
Zfp667	201.0	196	206	0
Hcn3	201.0	248	154	0
Gm45927	201.0	248	154	0
Ddx3x	201.0	149	253	0
Clk2	201.0	248	154	0
Yipf2	200.5	242	159	0
Timm29	200.5	242	159	0
Shox2	200.5	401	0	0
Rsrc1	200.5	401	0	0
Foxf1	200.5	220	181	0
Cep78	200.5	189	212	0
Bcl11a	200.5	232	169	0
Slc25a37	200.0	230	170	0
Ptma	200.0	129	271	0
Park7	200.0	219	181	0
Map3k9	200.0	236	164	0
Acot4	200.0	249	151	0
Sdhaf1	199.5	201	198	0
Hsp90ab1	199.5	123	276	0
Ano6	199.5	202	197	0
Abcb10	199.5	399	0	0
Patz1	199.0	229	169	0
Eif2ak3	199.0	215	183	0
Zfp746	198.5	397	0	0
Pgbd5	198.5	260	137	0
Zfp382	198.0	210	186	0
Slc41a3	198.0	158	238	0
Nae1	198.0	148	248	0
Ehmt1	198.0	183	213	0
Car7	198.0	148	248	0
Vopp1	197.5	189	206	0
Plcg2	197.5	198	197	0
Hspa4l	197.5	264	131	0
Vegfa	197.0	249	145	0
Dusp16	197.0	159	235	0
Adgrl1	197.0	160	234	0
Mcm9	196.5	155	238	0
Ercc6	196.5	159	234	0
Cdk5r1	196.5	292	101	0
Actg1	196.5	234	159	0
Usp33	196.0	251	141	0
Skp1	196.0	216	176	0
Sft2d2	196.0	229	163	0
Drd1	196.0	392	0	0
Dhodh	196.0	179	213	0
Crybg3	196.0	392	0	0
Cers2	196.0	145	247	0
Anxa9	196.0	145	247	0
Wnt1	195.5	160	231	0
Larp4b	195.5	180	211	0
Gm9222	195.5	229	162	0
Ccnt2	195.5	187	204	0
Top1	195.0	169	221	0
Rmnd5a	194.5	197	192	0
Pet117	194.5	168	221	0
Mthfs	194.5	254	135	0
Kat14	194.5	168	221	0
Shisa2	194.0	233	155	0
Gns	194.0	184	204	0
Bicd1	193.5	179	208	0
Ankrd50	193.5	144	243	0
Ube2i	193.0	146	240	0
Lamtor5	193.0	176	210	0
Ep400	193.0	181	205	0
Cul5	193.0	171	215	0
Adam10	193.0	190	196	0
Sowahc	192.5	160	225	0
Septin10	192.5	160	225	0
Fnip2	192.5	252	133	0
Cdt1	192.5	218	167	0
Zfp28	192.0	176	208	0
Rfxap	192.0	205	179	0
Gmpr	192.0	248	136	0
Gas7	192.0	171	213	0
Ccdc166	192.0	201	183	0
Add1	192.0	298	86	0
Zfat	191.5	160	223	0
Nfx1	191.5	218	165	0
Nab1	191.5	383	0	0
Inf2	191.5	216	167	0
Hic1	191.5	223	160	0
Grrp1	191.5	186	197	0
Gm527	191.5	383	0	0
Gm30191	191.5	186	197	0
Fzd9	191.5	231	152	0
Dusp14	191.5	313	70	0
Vamp4	191.0	124	258	0
Plaat5	191.0	139	243	0
Mms22l	191.0	129	253	0
Hnrnpa0	191.0	152	230	0
Eif2b3	191.0	201	181	0
Clcn3	191.0	164	218	0
Champ1	191.0	169	213	0
Tysnd1	190.5	246	135	0
Tmed2	190.5	129	252	0
Lrrfip1	190.5	199	182	0
Ccdc107	190.5	187	194	0
Snrpa1	190.0	229	151	0
Ptbp1	190.0	133	247	0
Acot5	190.0	168	212	0
Snx21	189.5	165	214	0
Mrps15	189.5	207	172	0
Ltbp4	189.5	183	196	0
Wac	189.0	152	226	0
Ubfd1	189.0	116	262	0
Fem1a	189.0	269	109	0
Ears2	189.0	116	262	0
Arhgef37	189.0	168	210	0
Zbtb7c	188.5	377	0	0
Zadh2	188.5	204	173	0
Wapl	188.5	207	170	0
Vsig10	188.5	172	205	0
Ttc39b	188.5	267	110	0
Tshz1	188.5	204	173	0
Hpcal1	188.5	209	168	0
Hopx	188.5	178	199	0
Strbp	188.0	267	109	0
Nup210	188.0	163	213	0
Cks2	188.0	160	216	0
Acadl	188.0	376	0	0
Sc5d	187.5	147	228	0
Rbpms	187.5	270	105	0
Usp9x	187.0	210	164	0
Ranbp2	187.0	139	235	0
Nr2f1	187.0	374	0	0
Frat1	187.0	209	165	0
Ktn1	186.5	146	227	0
Wdr89	186.0	151	221	0
Smim4	186.0	372	0	0
Plekha3	186.0	372	0	0
Orai2	186.0	220	152	0
Nt5dc2	186.0	372	0	0
Mdm2	186.0	154	218	0
Fkbp7	186.0	372	0	0
Coq8a	186.0	226	146	0
Plcb1	185.5	131	240	0
Hey2	185.5	194	177	0
Gfod1	185.5	235	136	0
Acer2	185.5	119	252	0
Slc39a10	185.0	191	179	0
Scarb2	185.0	164	206	0
Rhod	185.0	234	136	0
Ppp1r2	185.0	162	208	0
Csf1	185.0	218	152	0
Tfg	184.5	178	191	0
Prss16	184.5	157	212	0
Mblac1	184.5	166	203	0
Dlx1	184.5	158	211	0
Cemip2	184.5	193	176	0
Ywhab	184.0	237	131	0
Uba6	184.0	224	144	0
Tnpo1	184.0	182	186	0
Tnfaip8	184.0	194	174	0
Kat2b	184.0	219	149	0
Trmt10a	183.5	112	255	0
Slc35e1	183.5	367	0	0
Rnaseh1	183.5	165	202	0
Parn	183.5	174	193	0
Oxr1	183.5	367	0	0
Mttp	183.5	112	255	0
Map3k4	183.5	195	172	0
Galnt10	183.5	166	201	0
Calm2	183.5	195	172	0
Bfar	183.5	174	193	0
Vps8	183.0	157	209	0
Vps37b	183.0	263	103	0
Mga	183.0	139	227	0
Ikzf2	183.0	366	0	0
Gnb1	183.0	249	117	0
Fbxo7	183.0	216	150	0
Zmynd19	182.5	201	164	0
Srgap2	182.5	166	199	0
