Target_genes	Srebf2|Average	SRX7671896|NLPCs	SRX7671897|NLPCs	SRX7671884|Oligodendrocytes	SRX7671885|Oligodendrocytes	STRING
Phpt1	85.75	180	163	0	0	0
Mamdc4	85.75	180	163	0	0	0
Fzd2	85.75	343	0	0	0	0
Cox6a1	85.75	343	0	0	0	0
Ajm1	85.75	180	163	0	0	0
Adsl	85.25	214	127	0	0	0
Trmt12	85.0	340	0	0	0	0
Supt6	85.0	340	0	0	0	0
Sdf2	85.0	340	0	0	0	0
Med10	85.0	340	0	0	0	0
Cog3	85.0	340	0	0	0	0
Zfp719	84.75	185	154	0	0	0
Ttc17	84.75	339	0	0	0	0
H4c8	84.5	338	0	0	0	0
H3c8	84.5	338	0	0	0	0
H2ac10	84.5	338	0	0	0	0
Eif4e2	84.5	214	124	0	0	0
Wdr24	84.25	337	0	0	0	0
Tmem222	84.25	337	0	0	0	0
Rpf2	84.25	337	0	0	0	0
H4c17	84.0	250	86	0	0	0
Vcpip1	83.75	335	0	0	0	0
Ttc13	83.75	196	139	0	0	0
Kif20a	83.75	335	0	0	0	0
Kat5	83.75	335	0	0	0	0
Brd8	83.75	335	0	0	0	0
Arv1	83.75	196	139	0	0	0
Zcchc17	83.5	208	126	0	0	0
Snrnp40	83.5	208	126	0	0	0
Rcan1	83.25	333	0	0	0	0
Btg1	83.25	333	0	0	0	0
Acox3	83.25	250	83	0	0	0
Ppil3	83.0	332	0	0	0	0
Nif3l1	83.0	332	0	0	0	0
Mgat1	83.0	332	0	0	0	0
Traip	82.75	331	0	0	0	0
Tmem184c	82.75	331	0	0	0	0
Tgoln2	82.75	331	0	0	0	0
Tgoln1	82.75	331	0	0	0	0
Tedc2	82.75	188	143	0	0	0
Szrd1	82.75	177	154	0	0	0
Snrnp27	82.75	176	155	0	0	0
Ramac	82.75	331	0	0	0	0
Rabgef1	82.75	331	0	0	0	0
Naca	82.75	331	0	0	0	0
Chmp5	82.75	331	0	0	0	0
Bag1	82.75	331	0	0	0	0
Acbd3	82.75	226	105	0	0	0
Tcea1	82.5	330	0	0	0	0
Rps6kc1	82.5	330	0	0	0	0
Ndufs8	82.5	261	69	0	0	0
Dnajc24	82.5	163	167	0	0	0
Zfp846	82.25	226	103	0	0	0
Bnip2	82.25	329	0	0	0	0
Yae1d1	82.0	328	0	0	0	0
Dnajb9	82.0	328	0	0	0	0
Nudcd3	81.75	327	0	0	0	0
Usp39	80.75	323	0	0	0	0
Uhmk1	80.75	323	0	0	0	0
Rbm34	80.75	323	0	0	0	0
Nol8	80.75	193	130	0	0	0
Klf6	80.75	323	0	0	0	0
Cenpp	80.75	193	130	0	0	0
0610030E20Rik	80.75	323	0	0	0	0
Taf9	80.5	322	0	0	0	0
Rad17	80.5	322	0	0	0	0
Ak6	80.5	322	0	0	0	0
2610507B11Rik	80.5	196	126	0	0	0
Crlf2	80.25	239	82	0	0	0
Zfp787	80.0	320	0	0	0	0
Uvssa	80.0	229	91	0	0	0
Srfbp1	80.0	320	0	0	0	0
Zfpl1	79.75	319	0	0	0	0
Tmem262	79.75	319	0	0	0	0
Tmem208	79.75	319	0	0	0	0
Taf1c	79.75	319	0	0	0	0
Pigc	79.75	215	104	0	0	0
Lrrc29	79.75	319	0	0	0	0
Cdca5	79.75	319	0	0	0	0
4930558K02Rik	79.75	215	104	0	0	0
Yme1l1	79.5	318	0	0	0	0
Ube2n	79.5	210	108	0	0	0
Mastl	79.5	318	0	0	0	0
Lrrc8a	79.5	318	0	0	0	0
Lrfn3	79.5	318	0	0	0	0
Maats1	79.25	317	0	0	0	0
Eif3h	79.25	317	0	0	0	0
Dcp1a	79.25	222	95	0	0	0
Cox17	79.25	317	0	0	0	0
Agfg2	79.25	317	0	0	0	0
Zfp622	79.0	316	0	0	0	0
Slx1b	79.0	316	0	0	0	0
Slf1	79.0	316	0	0	0	0
Nfyc	79.0	209	107	0	0	0
Ercc3	79.0	316	0	0	0	0
Borcs6	79.0	316	0	0	0	0
Bola2	79.0	316	0	0	0	0
2210408I21Rik	79.0	316	0	0	0	0
Rsl1d1	78.75	315	0	0	0	0
Pick1	78.5	314	0	0	0	0
Fads2	78.5	314	0	0	0	0
Bcdin3d	78.5	191	123	0	0	0
B3gat3	78.5	314	0	0	0	0
Ap1ar	78.5	314	0	0	0	0
Zfp668	78.25	313	0	0	0	0
Zfp646	78.25	313	0	0	0	0
Wrap73	78.25	313	0	0	0	0
Trp73	78.25	313	0	0	0	0
Nsun3	78.25	313	0	0	0	0
Aqr	78.25	313	0	0	0	0
Prim2	78.0	202	110	0	0	0
Pex19	77.75	168	143	0	0	0
Minpp1	77.75	311	0	0	0	0
Hsd17b12	77.75	311	0	0	0	0
Ppp1r11	77.5	310	0	0	0	0
Ppil1	77.5	310	0	0	0	0
Ovca2	77.5	310	0	0	0	0
Mettl23	77.5	310	0	0	0	0
Bms1	77.5	310	0	0	0	0
BC004004	77.5	310	0	0	0	0
Rnf139	77.25	309	0	0	0	0
Pmpca	77.25	216	93	0	0	0
Entr1	77.25	216	93	0	0	0
Ddx21	77.25	309	0	0	0	0
Selenok	77.0	308	0	0	0	0
Rab5if	77.0	204	104	0	0	0
Mterf1a	77.0	308	0	0	0	0
Map3k7	77.0	308	0	0	0	0
Fdxr	77.0	308	0	0	0	0
Ywhab	76.5	306	0	0	0	0
Tmem234	76.5	189	117	0	0	0
Por	76.5	206	100	0	0	0
Eif3i	76.5	189	117	0	0	0
Tecr	76.25	191	114	0	0	0
Stk36	76.25	305	0	0	0	0
Slc39a13	76.25	191	114	0	0	0
Rnf25	76.25	305	0	0	0	0
Map1lc3b	76.25	305	0	0	0	0
Rae1	76.0	187	117	0	0	0
Gid8	76.0	304	0	0	0	0
Fam207a	76.0	304	0	0	0	0
Dido1	76.0	304	0	0	0	0
Srp54c	75.5	302	0	0	0	0
Srp54b	75.5	302	0	0	0	0
Gm51598	75.5	0	0	154	148	0
Slc35c2	75.25	301	0	0	0	0
Rps27rt	75.25	187	114	0	0	0
Rab13	75.25	187	114	0	0	0
Ost4	75.25	301	0	0	0	0
Park7	75.0	300	0	0	0	0
Nubp1	75.0	300	0	0	0	0
Hdhd2	75.0	300	0	0	0	0
Gins2	75.0	300	0	0	0	0
Brsk2	75.0	300	0	0	0	0
Ufc1	74.75	141	158	0	0	0
H3c11	74.75	189	110	0	0	0
H2bc22	74.75	189	110	0	0	0
H2ac22	74.75	189	110	0	0	0
Togaram1	74.5	298	0	0	0	0
Ndufb7	74.5	298	0	0	0	0
Klhl28	74.5	298	0	0	0	0
Gabpb1	74.25	297	0	0	0	0
Tor1a	74.0	296	0	0	0	0
Sft2d1	74.0	296	0	0	0	0
Rpap1	74.0	296	0	0	0	0
Dpy19l3	74.0	296	0	0	0	0
9130401M01Rik	74.0	167	129	0	0	0
Med20	73.75	295	0	0	0	0
Gm20517	73.75	295	0	0	0	0
Erdr1	73.75	295	0	0	0	0
Bysl	73.75	295	0	0	0	0
Wdr75	73.5	294	0	0	0	0
Selenoo	73.5	294	0	0	0	0
Mettl14	73.5	294	0	0	0	0
Hlcs	73.5	207	87	0	0	0
Zfp707	73.25	293	0	0	0	0
Trim11	73.25	293	0	0	0	0
Nudt2	72.75	291	0	0	0	0
Mrpl28	72.75	291	0	0	0	0
Kif24	72.75	291	0	0	0	0
Spata5	72.5	138	0	152	0	0
Nudt6	72.5	138	0	152	0	0
Zkscan1	72.25	289	0	0	0	0
Trmt10b	72.25	289	0	0	0	0
Snrpd1	72.25	289	0	0	0	0
Sacm1l	72.25	289	0	0	0	0
Rexo4	72.25	289	0	0	0	0
Pih1d2	72.25	289	0	0	0	0
Nkapd1	72.25	289	0	0	0	0
Mrpl44	72.25	289	0	0	0	0
Lsm2	72.25	289	0	0	0	0
Gnai3	72.25	289	0	0	0	0
Ckap5	72.25	289	0	0	0	0
Naa35	72.0	288	0	0	0	0
Gm27021	72.0	288	0	0	0	0
Emc8	72.0	288	0	0	0	0
Eif3c	72.0	288	0	0	0	0
Cox4i1	72.0	288	0	0	0	0
Zfp84	71.75	287	0	0	0	0
Map11	71.75	287	0	0	0	0
C87436	71.75	287	0	0	0	0
Atad1	71.75	287	0	0	0	0
Wiz	71.5	286	0	0	0	0
Uqcrq	71.5	182	104	0	0	0
Rsph3a	71.5	286	0	0	0	0
Rab5c	71.5	286	0	0	0	0
Ndufb5	71.5	286	0	0	0	0
Mrpl47	71.5	286	0	0	0	0
Gdf9	71.5	182	104	0	0	0
Spcs1	71.25	212	73	0	0	0
Skiv2l	71.25	285	0	0	0	0
Nelfe	71.25	285	0	0	0	0
Jrk	71.25	170	115	0	0	0
Glt8d1	71.25	212	73	0	0	0
Calm3	71.25	205	80	0	0	0
Vps16	71.0	284	0	0	0	0
Rpe	71.0	284	0	0	0	0
Ppp1r13l	71.0	284	0	0	0	0
Pced1a	71.0	284	0	0	0	0
Lig4	71.0	284	0	0	0	0
Cd3eap	71.0	284	0	0	0	0
Abhd13	71.0	284	0	0	0	0
Mcrip2	70.5	282	0	0	0	0
Elp5	70.5	182	100	0	0	0
Ctdnep1	70.5	182	100	0	0	0
Zfp513	70.25	281	0	0	0	0
Rbx1	70.25	281	0	0	0	0
Nsdhl	70.25	281	0	0	0	0
Gdpd5	70.25	281	0	0	0	0
Chchd5	70.25	281	0	0	0	0
Cetn2	70.25	281	0	0	0	0
Srp72	70.0	187	93	0	0	0
Rpl5	70.0	165	115	0	0	0
Nudt5	70.0	280	0	0	0	0
Mrpl21	70.0	169	111	0	0	0
Ighmbp2	70.0	169	111	0	0	0
Cdc123	70.0	280	0	0	0	0
Thoc5	69.75	279	0	0	0	0
Suco	69.75	205	74	0	0	0
Ubox5	69.5	278	0	0	0	0
Tmem203	69.5	278	0	0	0	0
Tax1bp1	69.5	278	0	0	0	0
Sec24c	69.5	278	0	0	0	0
Ndor1	69.5	278	0	0	0	0
Fastkd5	69.5	278	0	0	0	0
Zfp740	69.25	184	93	0	0	0
Uqcc1	69.25	177	100	0	0	0
Pheta1	69.25	198	79	0	0	0
Osbpl11	69.25	277	0	0	0	0
Nt5m	69.25	173	104	0	0	0
Itfg2	69.25	277	0	0	0	0
Csad	69.25	184	93	0	0	0
Pofut2	69.0	196	80	0	0	0
Phf14	69.0	276	0	0	0	0
Morc3	69.0	180	96	0	0	0
Hif1a	69.0	276	0	0	0	0
Aggf1	69.0	276	0	0	0	0
Mob2	68.75	125	150	0	0	0
Fbxo28	68.75	275	0	0	0	0
Timm17a	68.5	274	0	0	0	0
Fam136a	68.5	74	0	200	0	0
Drosha	68.5	274	0	0	0	0
Bag6	68.5	274	0	0	0	0
Apom	68.5	274	0	0	0	0
6030458C11Rik	68.5	274	0	0	0	0
Trmt11	68.25	273	0	0	0	0
Hspbp1	68.25	273	0	0	0	0
Eif3g	68.25	273	0	0	0	0
Det1	68.25	273	0	0	0	0
Cox8a	68.25	273	0	0	0	0
Ubxn1	68.0	272	0	0	0	0
Klhl20	68.0	272	0	0	0	0
Hinfp	68.0	272	0	0	0	0
Gpaa1	68.0	272	0	0	0	0
Exosc4	68.0	272	0	0	0	0
Sf3b4	67.75	271	0	0	0	0
Rnf44	67.75	156	115	0	0	0
Nprl2	67.75	271	0	0	0	0
Inppl1	67.75	271	0	0	0	0
Cyb561d2	67.75	271	0	0	0	0
Asnsd1	67.75	110	161	0	0	0
Asdurf	67.75	110	161	0	0	0
Wdr5	67.5	142	128	0	0	0
Ppme1	67.5	270	0	0	0	0
Isy1	67.5	270	0	0	0	0
C2cd3	67.5	270	0	0	0	0
Zfp433	67.25	269	0	0	0	0
Gm32687	67.25	269	0	0	0	0
Ermard	67.25	269	0	0	0	0
Vta1	67.0	268	0	0	0	0
Nat10	67.0	268	0	0	0	0
Cct2	67.0	268	0	0	0	0
Slc25a32	66.75	267	0	0	0	0
Dcaf13	66.75	267	0	0	0	0
Zfand2b	66.5	129	137	0	0	0
Tbc1d17	66.5	125	141	0	0	0
Prpf19	66.5	266	0	0	0	0
Fcf1	66.5	266	0	0	0	0
Coa6	66.5	266	0	0	0	0
Ccz1	66.5	266	0	0	0	0
Arel1	66.5	266	0	0	0	0
Akt1s1	66.5	125	141	0	0	0
Zfp568	66.25	265	0	0	0	0
Washc4	66.25	165	100	0	0	0
Vps45	66.25	265	0	0	0	0
Sf3b1	66.25	265	0	0	0	0
Rpl31	66.25	265	0	0	0	0
Rbmx2	66.25	265	0	0	0	0
Mogs	66.25	265	0	0	0	0
Zfp143	66.0	264	0	0	0	0
Prox2	66.0	264	0	0	0	0
Mycbp	66.0	264	0	0	0	0
Mrps23	66.0	264	0	0	0	0
Dlst	66.0	264	0	0	0	0
Zcchc9	65.75	263	0	0	0	0
Exo1	65.75	263	0	0	0	0
Edem3	65.75	139	124	0	0	0
Zfp263	65.5	262	0	0	0	0
Zfp943	65.25	261	0	0	0	0
Zfp942	65.25	261	0	0	0	0
Zfp935	65.25	261	0	0	0	0
Wdr53	65.25	261	0	0	0	0
Trim26	65.25	261	0	0	0	0
Tm9sf2	65.25	261	0	0	0	0
Psma5	65.25	261	0	0	0	0
Fbxw8	65.25	261	0	0	0	0
Fbxo45	65.25	261	0	0	0	0
Btbd19	65.0	260	0	0	0	0
Taf12	64.75	259	0	0	0	0
Snx15	64.75	259	0	0	0	0
Smu1	64.75	259	0	0	0	0
Pigf	64.75	259	0	0	0	0
Cript	64.75	259	0	0	0	0
Xkr6	64.5	258	0	0	0	0
Scnm1	64.5	258	0	0	0	0
Pnkp	64.5	97	161	0	0	0
Lysmd1	64.5	258	0	0	0	0
Kif3b	64.5	258	0	0	0	0
Fbxo8	64.5	258	0	0	0	0
Cep44	64.5	258	0	0	0	0
Zfp607b	64.25	257	0	0	0	0
Ndc80	64.25	257	0	0	0	0
Mras	64.25	128	129	0	0	0
Eif2d	64.25	257	0	0	0	0
Dctpp1	64.25	257	0	0	0	0
Zbtb34	64.0	256	0	0	0	0
Rala	64.0	153	103	0	0	0
Psmc3ip	64.0	256	0	0	0	0
Nop53	64.0	256	0	0	0	0
Dicer1	64.0	256	0	0	0	0
Zfp800	63.75	137	118	0	0	0
Uspl1	63.75	255	0	0	0	0
Tusc2	63.75	255	0	0	0	0
Sugct	63.75	255	0	0	0	0
Sirt6	63.75	255	0	0	0	0
Sh2b1	63.75	255	0	0	0	0
Sec31a	63.75	255	0	0	0	0
Mplkip	63.75	255	0	0	0	0
Ankrd24	63.75	255	0	0	0	0
Zfp408	63.5	254	0	0	0	0
Tomm6	63.5	254	0	0	0	0
Klhdc2	63.5	254	0	0	0	0
Fam120b	63.5	254	0	0	0	0
Elac2	63.5	254	0	0	0	0
Arhgap1	63.5	254	0	0	0	0
Polr2m	63.25	253	0	0	0	0
Mmaa	63.25	137	116	0	0	0
Nol10	63.0	252	0	0	0	0
Med31	63.0	252	0	0	0	0
Atxn2l	63.0	142	0	110	0	0
4930563E22Rik	63.0	252	0	0	0	0
Stt3a	62.75	251	0	0	0	0
Pank1	62.75	251	0	0	0	0
Zfp330	62.5	250	0	0	0	0
Wdr46	62.5	250	0	0	0	0
Sco1	62.5	250	0	0	0	0
Prpsap2	62.5	250	0	0	0	0
Prpf18	62.5	250	0	0	0	0
Pfdn6	62.5	250	0	0	0	0
Atp5g2	62.5	123	127	0	0	0
Adprm	62.5	250	0	0	0	0
Zfp512	62.25	249	0	0	0	0
Zfp317	62.25	249	0	0	0	0
Tmem87a	62.25	249	0	0	0	0
Gosr2	62.25	249	0	0	0	0
Ganc	62.25	249	0	0	0	0
Clk3	62.25	249	0	0	0	0
Cdk9	62.25	249	0	0	0	0
Tut7	62.0	248	0	0	0	0
Rgl2	62.0	248	0	0	0	0
Rabep2	62.0	248	0	0	0	0
Mrps33	62.0	248	0	0	0	0
Dhx30	62.0	248	0	0	0	0
Tk2	61.75	247	0	0	0	0
Cklf	61.75	247	0	0	0	0
Chrac1	61.75	247	0	0	0	0
Akr1b3	61.5	114	132	0	0	0
Usp21	61.25	245	0	0	0	0
Timm10b	61.25	162	83	0	0	0
Rps10	61.25	245	0	0	0	0
Mrps35	61.25	245	0	0	0	0
Ltv1	61.25	245	0	0	0	0
H3c4	61.25	142	103	0	0	0
H2bc8	61.25	142	103	0	0	0
H2bc7	61.25	142	103	0	0	0
H2ac8	61.25	142	103	0	0	0
H2ac7	61.25	142	103	0	0	0
Arfip2	61.25	162	83	0	0	0
Asah1	61.0	244	0	0	0	0
Ubp1	60.75	243	0	0	0	0
Ptrhd1	60.75	155	88	0	0	0
Polr2j	60.75	243	0	0	0	0
Mrpl33	60.75	243	0	0	0	0
Knop1	60.75	243	0	0	0	0
Iqck	60.75	243	0	0	0	0
Cenpo	60.75	155	88	0	0	0
Gale	60.5	242	0	0	0	0
Eif3m	60.5	242	0	0	0	0
Csnk1e	60.5	242	0	0	0	0
Ulk4	60.25	241	0	0	0	0
Syvn1	60.25	241	0	0	0	0
Siah1b	60.25	241	0	0	0	0
Necap1	60.25	168	73	0	0	0
M6pr	60.25	241	0	0	0	0
Fkbp1a	60.25	241	0	0	0	0
Erlin2	60.25	241	0	0	0	0
Zfp868	60.0	240	0	0	0	0
Sf3b5	60.0	240	0	0	0	0
Lrwd1	60.0	240	0	0	0	0
Klhl18	60.0	240	0	0	0	0
Kif9	60.0	240	0	0	0	0
Khdc4	60.0	240	0	0	0	0
Hnrnpf	60.0	240	0	0	0	0
Alkbh4	60.0	240	0	0	0	0
Rps13	59.75	239	0	0	0	0
Ppp1r10	59.75	137	102	0	0	0
Mrps18b	59.75	137	102	0	0	0
Lman2	59.75	239	0	0	0	0
Tom1l2	59.5	238	0	0	0	0
Ssrp1	59.5	238	0	0	0	0
Srp14	59.5	238	0	0	0	0
P2rx3	59.5	238	0	0	0	0
Map9	59.5	238	0	0	0	0
Heatr1	59.5	238	0	0	0	0
Drc3	59.5	238	0	0	0	0
Ddx47	59.5	238	0	0	0	0
Cox6b1	59.5	238	0	0	0	0
Nxt1	59.25	237	0	0	0	0
Hspa4	59.25	237	0	0	0	0
Lrp6	59.0	236	0	0	0	0
Bod1l	59.0	236	0	0	0	0
Rpl32	58.75	235	0	0	0	0
Noc2l	58.75	169	66	0	0	0
Klhl17	58.75	169	66	0	0	0
Htra2	58.75	235	0	0	0	0
Dqx1	58.75	235	0	0	0	0
Dnajc10	58.75	235	0	0	0	0
Wbp1l	58.5	234	0	0	0	0
Pex7	58.5	234	0	0	0	0
Mrpl20	58.5	234	0	0	0	0
Hikeshi	58.5	234	0	0	0	0
Zfp28	58.25	233	0	0	0	0
Pde6g	58.25	233	0	0	0	0
Oxld1	58.25	233	0	0	0	0
Mpdu1	58.25	126	107	0	0	0
Ccdc137	58.25	233	0	0	0	0
Usp49	58.0	232	0	0	0	0
Tmem95	58.0	232	0	0	0	0
Tab1	58.0	136	96	0	0	0
Mtf2	58.0	232	0	0	0	0
Kctd11	58.0	232	0	0	0	0
Usp38	57.75	231	0	0	0	0
Tsnax	57.75	231	0	0	0	0
Lsm4	57.5	230	0	0	0	0
Tor1b	57.25	229	0	0	0	0
Tmem218	57.25	229	0	0	0	0
Tatdn3	57.25	229	0	0	0	0
Surf2	57.25	229	0	0	0	0
Surf1	57.25	229	0	0	0	0
Smn1	57.25	229	0	0	0	0
Rps7	57.25	229	0	0	0	0
Rps17	57.25	229	0	0	0	0
Riok3	57.25	229	0	0	0	0
Nsl1	57.25	229	0	0	0	0
Zbtb9	57.0	228	0	0	0	0
Trim27	57.0	228	0	0	0	0
Stoml2	57.0	228	0	0	0	0
Slc15a4	57.0	228	0	0	0	0
Ppp6c	57.0	228	0	0	0	0
Lyrm2	57.0	228	0	0	0	0
Dnajb6	57.0	228	0	0	0	0
Ccnt1	57.0	228	0	0	0	0
Agbl5	57.0	228	0	0	0	0
4930415O20Rik	57.0	228	0	0	0	0
Zranb3	56.75	227	0	0	0	0
Zranb2	56.75	227	0	0	0	0
Wdr25	56.75	227	0	0	0	0
Wars	56.75	227	0	0	0	0
R3hdm1	56.75	227	0	0	0	0
Mlycd	56.75	227	0	0	0	0
Cog7	56.75	227	0	0	0	0
Clasp1	56.75	227	0	0	0	0
Ykt6	56.5	226	0	0	0	0
Tspan31	56.5	226	0	0	0	0
Rplp1	56.5	226	0	0	0	0
Rbm4b	56.5	226	0	0	0	0
Mid1ip1	56.5	226	0	0	0	0
Lin54	56.5	226	0	0	0	0
Ddx42	56.5	226	0	0	0	0
Ddx17	56.5	133	93	0	0	0
Clint1	56.5	226	0	0	0	0
Ccdc47	56.5	226	0	0	0	0
C1qbp	56.5	226	0	0	0	0
Atp6v1e1	56.5	226	0	0	0	0
Alkbh3	56.5	226	0	0	0	0
Taf7	56.25	225	0	0	0	0
Rps3a1	56.25	225	0	0	0	0
Nsrp1	56.25	225	0	0	0	0
Lrrc24	56.25	225	0	0	0	0
Ipo4	56.25	225	0	0	0	0
Gpr155	56.25	225	0	0	0	0
Cox20	56.25	225	0	0	0	0
C030006K11Rik	56.25	225	0	0	0	0
Xab2	56.0	224	0	0	0	0
Tex2	56.0	119	105	0	0	0
Ssbp1	56.0	224	0	0	0	0
Pet100	56.0	224	0	0	0	0
Pcp2	56.0	224	0	0	0	0
Flad1	56.0	224	0	0	0	0
BC052040	56.0	224	0	0	0	0
Arhgap35	56.0	124	0	100	0	0
Zfp553	55.75	223	0	0	0	0
Scd1	55.75	223	0	0	0	0
Nvl	55.75	223	0	0	0	0
Mettl21a	55.75	223	0	0	0	0
Fyco1	55.75	223	0	0	0	0
Tymp	55.5	222	0	0	0	0
Sco2	55.5	222	0	0	0	0
Rps24	55.5	222	0	0	0	0
Polr3a	55.5	222	0	0	0	0
Pcyt1a	55.5	222	0	0	0	0
Eif3d	55.5	222	0	0	0	0
Ccdc39	55.5	222	0	0	0	0
Adss	55.5	222	0	0	0	0
Tmem223	55.25	221	0	0	0	0
Tmem179b	55.25	221	0	0	0	0
Rgl1	55.25	116	105	0	0	0
Rfc3	55.25	221	0	0	0	0
Rab7	55.25	221	0	0	0	0
Psmd8	55.25	221	0	0	0	0
Gnas	55.25	221	0	0	0	0
Arpc5	55.25	116	105	0	0	0
Nicn1	55.0	220	0	0	0	0
Gdi1	55.0	220	0	0	0	0
Dmwd	55.0	220	0	0	0	0
A130010J15Rik	55.0	116	104	0	0	0
Tssc4	54.75	219	0	0	0	0
Prdm4	54.75	219	0	0	0	0
Med15	54.75	219	0	0	0	0
Ccpg1os	54.75	219	0	0	0	0
Ccpg1	54.75	219	0	0	0	0
Btbd2	54.75	111	108	0	0	0
Tbc1d15	54.5	218	0	0	0	0
Slc35g3	54.5	132	86	0	0	0
Rab33b	54.5	218	0	0	0	0
Polr2a	54.5	132	86	0	0	0
Nfx1	54.5	218	0	0	0	0
Myl6b	54.5	218	0	0	0	0
Myl6	54.5	218	0	0	0	0
Leprotl1	54.5	218	0	0	0	0
Kif22	54.5	218	0	0	0	0
Edc3	54.5	218	0	0	0	0
Ciao2b	54.5	218	0	0	0	0
Xrcc4	54.25	217	0	0	0	0
Tmem167	54.25	217	0	0	0	0
Rgp1	54.25	217	0	0	0	0
Pgrmc2	54.25	131	86	0	0	0
Neu1	54.25	217	0	0	0	0
Nckap5l	54.25	217	0	0	0	0
Gba2	54.25	217	0	0	0	0
Zscan25	54.0	216	0	0	0	0
Zfp316	54.0	216	0	0	0	0
Poll	54.0	216	0	0	0	0
Mrps30	54.0	216	0	0	0	0
Fam168a	54.0	216	0	0	0	0
Dpcd	54.0	216	0	0	0	0
Ctr9	54.0	216	0	0	0	0
Bcl7b	54.0	216	0	0	0	0
Atp6v0a2	54.0	216	0	0	0	0
Rtp3	53.75	215	0	0	0	0
Rbck1	53.75	215	0	0	0	0
Psmc4	53.75	215	0	0	0	0
Mtbp	53.75	215	0	0	0	0
Mrpl13	53.75	215	0	0	0	0
Glg1	53.75	215	0	0	0	0
Cog2	53.75	215	0	0	0	0
Arfip1	53.75	215	0	0	0	0
Abca7	53.75	215	0	0	0	0
Smim7	53.5	214	0	0	0	0
Ndufs2	53.5	214	0	0	0	0
Adamts4	53.5	214	0	0	0	0
Tpst1	53.25	213	0	0	0	0
Tpp2	53.25	213	0	0	0	0
Sirt3	53.25	213	0	0	0	0
Psmd13	53.25	213	0	0	0	0
Edf1	53.25	213	0	0	0	0
Ddx59	53.25	213	0	0	0	0
Ankrd54	53.25	213	0	0	0	0
Actl6a	53.25	213	0	0	0	0
Zswim8	53.0	212	0	0	0	0
Wdr19	53.0	212	0	0	0	0
Rpl27a	53.0	212	0	0	0	0
Nuf2	53.0	212	0	0	0	0
Morc2a	53.0	212	0	0	0	0
Mbd1	53.0	212	0	0	0	0
Dnaaf2	53.0	212	0	0	0	0
Chchd1	53.0	212	0	0	0	0
Slc38a10	52.75	211	0	0	0	0
Pan3	52.75	211	0	0	0	0
Lrriq3	52.75	211	0	0	0	0
Fpgt	52.75	211	0	0	0	0
Topbp1	52.5	210	0	0	0	0
Tmed1	52.5	210	0	0	0	0
Tepsin	52.5	210	0	0	0	0
Rrnad1	52.5	210	0	0	0	0
Ndufaf8	52.5	210	0	0	0	0
Isg20l2	52.5	210	0	0	0	0
Arntl	52.5	210	0	0	0	0
Zfp33b	52.25	209	0	0	0	0
Utp4	52.25	209	0	0	0	0
Trim39	52.25	209	0	0	0	0
Sumo1	52.25	209	0	0	0	0
Slc25a11	52.25	209	0	0	0	0
Rnf167	52.25	209	0	0	0	0
Ptpra	52.25	209	0	0	0	0
Prpf4	52.25	209	0	0	0	0
Idh1	52.25	209	0	0	0	0
Ergic3	52.25	209	0	0	0	0
Derpc	52.25	209	0	0	0	0
Chtf8	52.25	209	0	0	0	0
Cdc26	52.25	209	0	0	0	0
6430550D23Rik	52.25	209	0	0	0	0
Sec24a	52.0	208	0	0	0	0
Nol7	52.0	208	0	0	0	0
Mtmr9	52.0	208	0	0	0	0
Ddx39b	52.0	208	0	0	0	0
Ccdc90b	52.0	208	0	0	0	0
Atp6v1g2	52.0	208	0	0	0	0
Stk40	51.75	207	0	0	0	0
Pradc1	51.75	207	0	0	0	0
Ndufs7	51.75	207	0	0	0	0
Lrrc61	51.75	207	0	0	0	0
Efcab2	51.75	102	105	0	0	0
Cct7	51.75	207	0	0	0	0
Acbd5	51.75	207	0	0	0	0
Zfp970	51.5	206	0	0	0	0
Ythdf3	51.5	206	0	0	0	0
Txnl1	51.5	206	0	0	0	0
Tmem199	51.5	206	0	0	0	0
Thap7	51.5	206	0	0	0	0
Rps27l	51.5	206	0	0	0	0
Rmnd1	51.5	206	0	0	0	0
Rfxank	51.5	206	0	0	0	0
Poldip2	51.5	206	0	0	0	0
Ilrun	51.5	206	0	0	0	0
Hps5	51.5	206	0	0	0	0
Gtf2h1	51.5	206	0	0	0	0
Gm45929	51.5	206	0	0	0	0
Borcs8	51.5	206	0	0	0	0
Armt1	51.5	206	0	0	0	0
Zfp869	51.25	205	0	0	0	0
Tomt	51.25	205	0	0	0	0
Slc25a46	51.25	205	0	0	0	0
Sf3a1	51.25	205	0	0	0	0
Ptges2	51.25	205	0	0	0	0
Otub2	51.25	205	0	0	0	0
Nsun5	51.25	205	0	0	0	0
Ninj2	51.25	205	0	0	0	0
Lamtor1	51.25	205	0	0	0	0
Erlec1	51.25	205	0	0	0	0
Enpp4	51.25	205	0	0	0	0
Ccdc157	51.25	205	0	0	0	0
Asb3	51.25	205	0	0	0	0
Zfp235	51.0	204	0	0	0	0
Ypel5	51.0	204	0	0	0	0
Topors	51.0	204	0	0	0	0
Stk19	51.0	204	0	0	0	0
Smim27	51.0	204	0	0	0	0
Slc35e1	51.0	204	0	0	0	0
Ndufv1	51.0	204	0	0	0	0
Grcc10	51.0	204	0	0	0	0
Dxo	51.0	204	0	0	0	0
Zfp715	50.75	203	0	0	0	0
Sppl2a	50.75	203	0	0	0	0
