Target_genes	Elf4|Average	SRX2242847|Macrophages	SRX2242848|Macrophages	SRX2242849|Macrophages	SRX2242850|Macrophages	STRING
Rrp9	1350.5	1705	248	2250	1199	0
Parp3	1350.5	1705	248	2250	1199	0
Gps2	1350.0	1847	374	1772	1407	0
Plscr3	1347.25	1615	161	2462	1151	0
Txndc11	1347.0	1723	381	2246	1038	0
Sft2d3	1346.75	2325	479	1698	885	0
Ly6g5b	1342.5	2044	529	2177	620	0
Pcgf1	1340.5	1667	442	1908	1345	0
Phf23	1338.75	1550	393	1737	1675	0
Gabarap	1338.75	1550	393	1737	1675	0
Dvl2	1338.75	1550	393	1737	1675	0
Nfatc2ip	1337.75	1513	157	2190	1491	0
Nudcd3	1336.75	1502	305	2208	1332	0
Lalba	1336.25	1657	265	2105	1318	0
Sf3b3	1333.0	1613	273	1844	1602	0
Cog4	1333.0	1613	273	1844	1602	0
Rbm19	1332.75	1886	316	1831	1298	0
Id2	1332.5	2007	207	1956	1160	0
Alkbh6	1330.5	1438	244	2118	1522	0
Stpg2	1328.75	2248	493	1926	648	0
Leprot	1326.25	1695	404	1928	1278	0
Cep120	1326.25	1439	420	2216	1230	0
Styxl1	1326.0	1793	420	1671	1420	0
Mdh2	1326.0	1793	420	1671	1420	0
Zfp457	1325.75	1470	277	1856	1700	0
Nol12	1325.75	1576	428	1714	1585	0
Prmt6	1324.75	1959	472	1679	1189	0
Itsn1	1324.75	1607	270	2003	1419	0
Cryzl1	1324.75	1607	270	2003	1419	0
Sdhaf2	1323.75	1965	295	1853	1182	0
Pld1	1323.75	1613	205	2019	1458	0
Cpsf7	1323.75	1965	295	1853	1182	0
Ric8b	1323.5	1323	188	2216	1567	0
Neurl1a	1323.0	1633	242	2096	1321	0
Tmx2	1322.75	1311	189	2177	1614	0
Med19	1322.75	1311	189	2177	1614	0
Taf2	1321.25	1926	611	1703	1045	0
Lamtor3	1321.0	2365	438	1899	582	0
Slbp	1318.75	1439	0	2170	1666	0
Pip5kl1	1314.5	1423	233	1894	1708	0
Dpm2	1314.5	1423	233	1894	1708	0
Slc50a1	1312.5	1236	181	1885	1948	0
Dpm3	1312.5	1236	181	1885	1948	0
Rplp1	1312.0	1489	443	1932	1384	0
Rtn2	1311.75	1394	261	2104	1488	0
Mterf1b	1311.75	2391	567	1510	779	0
Ttc23	1311.5	1388	227	2328	1303	0
Lrrc28	1311.5	1388	227	2328	1303	0
Zfyve19	1311.25	1586	224	1944	1491	0
Dnajc17	1311.25	1586	224	1944	1491	0
Sra1	1309.0	1748	340	1888	1260	0
Daglb	1309.0	2046	336	1671	1183	0
Lrrc24	1308.75	1575	326	1837	1497	0
C030006K11Rik	1308.75	1575	326	1837	1497	0
Rad51d	1307.25	1645	413	1797	1374	0
Fndc8	1307.25	1645	413	1797	1374	0
Zfp292	1306.0	2328	312	1752	832	0
U2af1l4	1305.25	1482	313	2004	1422	0
Psenen	1305.25	1482	313	2004	1422	0
Lin37	1305.25	1482	313	2004	1422	0
Cep162	1304.75	1519	172	2139	1389	0
Fam219a	1304.0	2685	673	1693	165	0
Dnaic1	1304.0	2685	673	1693	165	0
Mrpl52	1303.25	1921	321	1824	1147	0
Mmp14	1303.25	1921	321	1824	1147	0
Snd1	1301.75	2317	480	1635	775	0
Grpel2	1301.75	1768	349	1875	1215	0
Tepsin	1300.75	1634	330	1758	1481	0
Ndufaf8	1300.75	1634	330	1758	1481	0
Psmd10	1300.5	1359	183	2105	1555	0
Atg4a	1300.5	1359	183	2105	1555	0
Ubxn4	1298.0	1726	431	1834	1201	0
Zfp677	1295.5	1484	252	2066	1380	0
Icmt	1293.5	2840	900	1144	290	0
Rps27rt	1291.75	1153	270	2195	1549	0
Rab13	1291.75	1153	270	2195	1549	0
Eif2ak4	1287.5	1773	211	1954	1212	0
Tmub2	1286.75	1398	328	1842	1579	0
Capn10	1286.75	1118	194	2251	1584	0
Gmfg	1286.5	1333	233	1868	1712	0
Ttf2	1286.0	1158	268	2188	1530	0
Mterf1a	1284.0	2426	481	1521	708	0
Phb2	1281.75	2069	326	1690	1042	0
Emg1	1281.75	2069	326	1690	1042	0
AI429214	1281.0	1388	238	1964	1534	0
Nup107	1280.75	2362	701	1365	695	0
Idh3a	1280.75	1987	355	1677	1104	0
Ints4	1278.5	1268	162	2407	1277	0
Exoc4	1278.0	1363	179	2197	1373	0
Osbp	1277.75	1591	186	2088	1246	0
Plscr1	1277.5	1709	135	2052	1214	0
G3bp1	1277.5	1579	266	2026	1239	0
Zfp930	1277.25	1385	207	2117	1400	0
Fbl	1276.5	1708	411	1919	1068	0
Rapgef6	1275.75	1879	408	1614	1202	0
Uckl1	1275.5	1324	215	1767	1796	0
Trp53	1275.0	1284	203	1750	1863	401
Wrap53	1275.0	1284	203	1750	1863	0
Mrpl27	1274.75	1266	333	1925	1575	0
Eme1	1274.75	1266	333	1925	1575	0
Rpa2	1274.25	1252	133	2101	1611	0
Fam168a	1271.25	1235	159	2143	1548	0
Ppp1r11	1270.5	1174	227	2001	1680	0
Mien1	1270.25	2399	723	1367	592	0
Zfp369	1268.75	1112	135	2263	1565	0
Serpinb6a	1268.25	2394	524	1544	611	0
Ripk1	1268.25	2394	524	1544	611	0
Ppme1	1267.75	1722	362	1940	1047	0
C2cd3	1267.75	1722	362	1940	1047	0
Stxbp2	1265.25	1905	592	1853	711	0
Umad1	1265.0	2185	447	1734	694	0
Rpa3	1265.0	2185	447	1734	694	0
Alg14	1264.5	1362	259	1871	1566	0
Dnajc16	1264.25	1182	246	2115	1514	0
Casp9	1264.25	1182	246	2115	1514	0
Crlf2	1263.75	1528	350	1884	1293	0
Eif4a1	1262.75	1161	310	2060	1520	0
Zfp983	1262.25	1529	180	1904	1436	0
Oxnad1	1262.25	1422	350	2070	1207	0
Dph3	1262.25	1422	350	2070	1207	0
Accs	1261.75	1401	256	2374	1016	0
Aaas	1261.75	1384	286	1928	1449	0
Leng8	1260.75	1732	414	1764	1133	0
Ggnbp1	1260.75	1305	193	1757	1788	0
Bak1	1260.75	1305	193	1757	1788	0
Rpl19	1260.5	1527	304	1836	1375	0
Mzt2	1260.5	1171	256	2022	1593	0
Cacnb1	1260.5	1527	304	1836	1375	0
B230307C23Rik	1258.25	1209	0	2323	1501	0
Ifnar1	1258.0	1749	401	1823	1059	0
Cpt1b	1257.75	1767	540	1890	834	0
Chkb	1257.75	1767	540	1890	834	0
Chfr	1255.75	1342	275	2105	1301	0
Srsf5	1253.25	1195	245	2052	1521	0
Dars2	1253.0	1210	0	2129	1673	0
Hexim2	1252.75	1570	197	1966	1278	0
Prpf8	1250.5	2038	254	1594	1116	0
Virma	1248.75	1716	227	1665	1387	0
Zfp429	1248.25	1347	0	2346	1300	0
Zdhhc24	1248.0	2087	439	1621	845	0
Actn3	1248.0	2087	439	1621	845	0
Vps26b	1246.5	1121	167	1758	1940	0
Ncapd3	1246.5	1121	167	1758	1940	0
Wdr37	1246.0	1345	256	1865	1518	0
Cstf3	1244.25	1823	578	1812	764	0
Arhgap45	1244.0	1726	271	1959	1020	0
Exoc5	1242.5	1420	254	1944	1352	0
Ap5m1	1242.5	1420	254	1944	1352	0
Edem2	1240.75	1885	441	1628	1009	0
Eif6	1239.75	1719	523	1707	1010	0
Ttc9c	1238.75	1276	208	2074	1397	0
Hnrnpul2	1238.75	1276	208	2074	1397	0
Ndufs8	1238.5	1431	224	1894	1405	0
Birc3	1238.5	1276	258	1765	1655	0
Ube4a	1238.0	1670	469	1681	1132	0
Zfp235	1236.75	1275	179	2000	1493	0
Mmel1	1236.75	1637	0	2008	1302	0
Atp6v1fnb	1236.5	1477	278	1901	1290	0
Atp6v1f	1236.5	1477	278	1901	1290	0
Casp8ap2	1236.0	1289	257	2034	1364	0
Rrp36	1235.5	1520	381	1768	1273	0
Zfp943	1235.0	1606	259	1769	1306	0
Zfp942	1235.0	1606	259	1769	1306	0
Zfp626	1234.75	1452	198	2007	1282	0
Lrif1	1234.0	1509	350	1777	1300	0
Vrk1	1233.5	1502	251	1927	1254	0
Ppp1r35	1232.75	1357	258	1968	1348	0
Atp6v1g2	1232.5	1761	308	1684	1177	0
Fadd	1232.0	1267	334	1914	1413	0
Clcn4	1231.75	1143	300	1936	1548	0
Gm5165	1230.5	1271	189	1887	1575	0
Cbr4	1229.0	1519	260	1858	1279	0
Rpl15	1228.25	1561	393	1734	1225	0
Nkiras1	1228.25	1561	393	1734	1225	0
Ap3d1	1228.25	1680	419	1881	933	0
Aptx	1228.0	1183	0	2060	1669	0
Trappc11	1226.25	1395	307	1955	1248	0
Rwdd4a	1226.25	1395	307	1955	1248	0
Naip2	1225.25	1376	0	1870	1655	0
Mrm1	1223.75	1665	496	1778	956	0
Nudt16	1217.25	2547	634	1028	660	0
Tmem87a	1216.5	1239	277	1816	1534	0
Nkiras2	1216.5	1413	196	1877	1380	0
Ganc	1216.5	1239	277	1816	1534	0
Cd1d1	1215.75	1272	241	2033	1317	0
Tgfb1	1215.5	1702	0	2107	1053	0
B9d2	1215.5	1702	0	2107	1053	0
Ppil2	1214.25	1101	295	1849	1612	0
Tmem94	1213.5	1113	180	2001	1560	0
Tmem134	1213.5	1277	323	1942	1312	0
Aip	1213.5	1277	323	1942	1312	0
Aurkaip1	1213.0	1174	311	2131	1236	0
Zfp994	1211.25	1802	379	2171	493	0
Rnf10	1208.25	1571	189	1856	1217	0
Pms2	1207.25	1232	132	2041	1424	0
Aimp2	1207.25	1232	132	2041	1424	0
Zfp189	1205.5	1283	349	1878	1312	0
Mrpl50	1205.5	1283	349	1878	1312	0
Nupl1	1205.25	1238	163	2162	1258	0
D2hgdh	1204.0	1309	157	2003	1347	0
Dapk3	1203.5	1400	312	1708	1394	0
Commd10	1203.0	2224	378	1600	610	0
Scamp3	1202.75	1423	368	1834	1186	0
Klhl20	1202.5	1060	0	2205	1545	0
Uvrag	1197.5	1411	225	1788	1366	0
Prtn3	1197.5	1468	0	1911	1411	0
Plppr3	1197.5	1468	0	1911	1411	0
Vps13b	1197.25	2132	387	1283	987	0
Vpreb1	1195.5	1831	258	1676	1017	0
Top3b	1195.5	1831	258	1676	1017	0
Sap30l	1195.5	1381	163	1869	1369	0
Zdhhc6	1195.0	1638	343	1662	1137	0
Vti1a	1195.0	1638	343	1662	1137	0
Ubr2	1194.5	1203	197	1909	1469	0
Thoc5	1193.5	1527	355	1648	1244	0
Axdnd1	1193.25	1248	0	1973	1552	0
Rpl36	1192.5	1056	194	1945	1575	0
Micos13	1192.5	1056	194	1945	1575	0
Slu7	1190.0	1097	342	1878	1443	0
Atp13a1	1190.0	1414	204	1913	1229	0
Ubxn1	1189.75	1757	413	1600	989	0
Ulbp1	1188.0	1248	159	2037	1308	0
Mcm3	1188.0	1045	0	2071	1636	0
Mrpl10	1187.75	1534	240	1861	1116	0
Lrrc46	1187.75	1534	240	1861	1116	0
Lztfl1	1187.25	1393	298	1812	1246	0
Pdcd7	1186.75	1328	338	1689	1392	0
Cradd	1186.5	1356	235	1606	1549	0
Ppan	1186.25	1546	373	1738	1088	0
Ptges2	1184.0	1390	362	1977	1007	0
Sp2	1183.5	1218	117	1929	1470	0
Rad51	1183.25	1267	172	2025	1269	0
Tpp2	1182.5	1377	290	1871	1192	0
Fcf1	1182.5	1079	192	1910	1549	0
Arel1	1182.5	1079	192	1910	1549	0
Zfp719	1182.25	1139	398	1973	1219	0
Pgp	1182.25	1420	0	2132	1177	0
Ergic2	1182.25	1252	206	2074	1197	0
Bricd5	1182.25	1420	0	2132	1177	0
Arhgap11a	1182.0	994	203	1930	1601	0
Cox7c	1181.75	1351	164	1885	1327	0
Pts	1181.5	2435	781	1101	409	0
Cdc14b	1181.5	2184	207	1858	477	0
Thap7	1181.0	1969	459	1770	526	0
Commd4	1180.75	1613	193	1907	1010	0
Mak16	1180.25	1679	460	1795	787	0
Lrp5	1175.75	1960	0	2157	586	0
Stx5a	1170.25	1233	209	1951	1288	0
1700092M07Rik	1170.25	1233	209	1951	1288	0
Pibf1	1169.75	1427	326	1755	1171	0
Dis3	1169.75	1427	326	1755	1171	0
Sec23a	1169.5	1576	346	1719	1037	0
Gemin2	1169.5	1576	346	1719	1037	0
Zfp110	1168.75	1361	182	1776	1356	0
Tinf2	1167.0	1211	351	1993	1113	0
Wdr1	1165.75	1198	197	1994	1274	0
Iba57	1164.75	2561	543	1080	475	0
Zzef1	1163.5	1809	504	1374	967	0
Ttc16	1163.5	1474	366	1721	1093	0
Ptrh1	1163.5	1474	366	1721	1093	0
Cyb5d2	1163.5	1809	504	1374	967	0
Hgs	1163.0	2062	517	1514	559	0
Arl16	1163.0	2062	517	1514	559	0
Lyrm2	1162.25	1919	309	1438	983	0
Tmem260	1162.0	1662	197	1497	1292	0
Lrrc45	1161.0	1578	259	1689	1118	0
Cenpx	1161.0	1578	259	1689	1118	0
2410002F23Rik	1158.0	1378	179	1713	1362	0
Zfp953	1157.75	1248	170	1936	1277	0
Maea	1157.75	1761	179	1827	864	0
Fkbpl	1157.75	1689	263	1596	1083	0
Atf6b	1157.75	1689	263	1596	1083	0
Szt2	1156.5	2298	395	1633	300	0
Med8	1156.5	2298	395	1633	300	0
Rbbp5	1155.5	1317	0	1872	1433	0
Nfkbil1	1155.5	1761	0	1684	1177	0
Hps1	1155.25	2954	621	870	176	0
Ccl6	1155.25	1749	0	2143	729	0
H3c7	1155.0	1450	268	1710	1192	0
H2bc9	1155.0	1450	268	1710	1192	0
Tatdn1	1154.25	2561	798	912	346	0
Ndufb9	1154.25	2561	798	912	346	0
Ing5	1154.0	1611	173	1747	1085	0
Dtymk	1154.0	1611	173	1747	1085	0
Ccl9	1154.0	1694	0	1867	1055	0
Tmbim4	1153.25	1753	323	1608	929	0
Zfand4	1152.5	1181	0	1882	1547	0
Hyls1	1151.75	2061	333	1474	739	0
Gphb5	1151.75	1500	154	2009	944	0
Dmkn	1150.75	1390	173	2002	1038	0
Pgs1	1149.75	1190	178	1701	1530	0
Khdrbs1	1149.0	1081	0	2088	1427	0
Kmt2d	1148.75	1331	254	1748	1262	0
Zfp869	1148.5	1683	308	1485	1118	0
Taok3	1148.25	1420	182	1587	1404	0
Map1s	1146.75	1424	0	2080	1083	0
Zfp944	1143.75	1495	209	1668	1203	0
Zfp758	1143.75	1495	209	1668	1203	0
3830406C13Rik	1143.75	1285	325	1710	1255	0
Hltf	1143.5	1302	0	1918	1354	0
Cyp4f13	1143.5	1264	153	1923	1234	0
Rad21	1142.5	2192	500	1612	266	0
U2af2	1141.25	1367	453	1491	1254	0
Sdhb	1141.0	1719	596	1350	899	0
Gm12500	1140.75	1532	130	1786	1115	0
Ampd2	1140.75	1532	130	1786	1115	0
Mpc2	1138.25	943	163	1934	1513	0
Dcaf6	1138.25	943	163	1934	1513	0
Frg1	1136.5	1180	216	1944	1206	0
Pip4k2b	1136.25	1217	213	1867	1248	0
Nudcd1	1134.25	1225	129	1870	1313	0
Eny2	1134.25	1225	129	1870	1313	0
Rdh5	1133.75	1851	404	1493	787	0
Nlrc4	1133.75	1317	0	1690	1528	0
Bloc1s1	1133.75	1851	404	1493	787	0
Cd300c2	1133.0	1383	267	2130	752	0
Zfp729a	1132.5	1090	241	2026	1173	0
Pnpo	1132.25	1309	202	1920	1098	0
Polq	1131.75	1347	213	1732	1235	0
Zranb2	1131.25	2053	598	1304	570	0
Rpf2	1130.5	1390	171	1729	1232	0
Tfb2m	1130.0	1607	274	2027	612	0
Cnst	1130.0	1607	274	2027	612	0
Tmem88	1129.0	1008	216	1767	1525	0
Naa38	1129.0	1008	216	1767	1525	0
Cyb5d1	1129.0	1008	216	1767	1525	0
Myl4	1128.75	1309	230	1781	1195	0
Cdc27	1128.75	1309	230	1781	1195	0
Pus7l	1128.5	1610	279	1680	945	0
Irak4	1128.5	1610	279	1680	945	0
Zbtb45	1127.75	1334	228	1734	1215	0
Trip10	1127.5	1319	137	1853	1201	0
Gpr108	1127.5	1319	137	1853	1201	0
Rita1	1127.0	2610	594	922	382	0
Ddx54	1127.0	2610	594	922	382	0
Igfbp4	1125.25	1353	0	2378	770	0
Rnf31	1125.0	1492	351	1777	880	0
Psme2	1125.0	1492	351	1777	880	0
Dbnl	1125.0	2026	682	1226	566	0
Sbno2	1124.75	2331	686	413	1069	0
Rab8a	1124.0	2285	428	1522	261	0
Tsr1	1123.75	1532	297	1640	1026	0
Sgsm2	1123.75	1532	297	1640	1026	0
Snu13	1122.75	1494	294	1615	1088	0
Txnip	1122.5	1601	358	1386	1145	0
Fcrla	1122.5	1391	230	1982	887	0
Cactin	1122.25	1503	403	1451	1132	0
Tgoln2	1120.0	1579	192	1632	1077	0
Tgoln1	1120.0	1579	192	1632	1077	0
Lbhd1	1120.0	1277	182	1702	1319	0
Ints5	1120.0	1277	182	1702	1319	0
Cdc45	1120.0	866	114	1982	1518	0
1810009A15Rik	1120.0	1277	182	1702	1319	0
Mrpl30	1119.75	1079	221	1689	1490	0
Mitd1	1119.75	1079	221	1689	1490	0
Trim65	1118.75	1358	167	2138	812	0
Ift52	1115.75	1561	352	1551	999	0
Mrpl22	1114.5	1297	253	1683	1225	0
Gemin5	1114.5	1297	253	1683	1225	0
Trim69	1113.75	1371	163	1901	1020	0
Rfxank	1113.25	1196	181	1883	1193	0
Gm45929	1113.25	1196	181	1883	1193	0
Borcs8	1113.25	1196	181	1883	1193	0
Rps7	1112.5	1304	189	1645	1312	0
Atp5l	1112.5	1081	200	1881	1288	0
Armc9	1112.0	1381	151	1612	1304	0
Rab6a	1111.25	1673	313	1675	784	0
Csrnp1	1110.0	1179	302	1672	1287	0
Gm7072	1109.0	1668	220	1783	765	0
Fam120a	1108.5	1303	130	1751	1250	0
Copg1	1106.75	1222	252	1775	1178	0
Strn	1105.75	2350	414	1146	513	0
Abi1	1105.0	1268	213	1675	1264	0
Eif3d	1104.75	1390	302	1481	1246	0
Znfx1	1104.25	933	112	1462	1910	0
Armc5	1104.25	1586	372	1428	1031	0
9130023H24Rik	1104.25	1586	372	1428	1031	0
Mettl3	1103.5	1154	157	1678	1425	0
Atg16l1	1103.0	1669	351	1553	839	0
Flywch1	1101.75	1580	0	1678	1149	0
Coa3	1100.75	1260	248	1688	1207	0
Cntd1	1100.75	1260	248	1688	1207	0
Syf2	1100.5	1918	411	1465	608	0
Togaram1	1098.25	1215	278	1854	1046	0
Klhl28	1098.25	1215	278	1854	1046	0
Sft2d1	1097.75	2265	586	1036	504	0
Phospho2	1097.0	2138	638	1137	475	0
Ccdc173	1097.0	2138	638	1137	475	0
Cops3	1095.25	1278	148	1594	1361	0
Scamp4	1094.0	1368	197	1612	1199	0
Dusp7	1094.0	1191	223	1701	1261	0
Adat3	1094.0	1368	197	1612	1199	0
Nfkbie	1093.5	1673	310	1733	658	0
Gtf2b	1091.0	1653	266	1770	675	0
Sh3bp2	1090.25	1279	149	1745	1188	0
Nsrp1	1090.25	1292	306	1543	1220	0
Gba	1089.25	1139	134	1872	1212	0
Galk2	1089.25	1420	0	1975	962	0
Zfp407	1088.75	1054	223	1621	1457	0
Wdfy2	1088.75	1099	332	1796	1128	0
Psmd3	1088.75	1262	179	1856	1058	0
Senp7	1088.5	1242	221	1654	1237	0
Tcstv3	1088.25	787	753	1343	1470	0
AB010352	1087.25	1438	0	1626	1285	0
Zfp26	1086.5	1130	149	1775	1292	0
Llph	1085.5	1807	488	1339	708	0
Rps12	1084.75	1220	286	1588	1245	0
Fbrs	1084.25	1192	231	1835	1079	0
Fig4	1083.5	1995	313	1106	920	0
Ak9	1083.5	1995	313	1106	920	0
Med30	1083.0	2386	307	1085	554	0
Sugp1	1081.75	1993	331	1239	764	0
Mau2	1081.75	1993	331	1239	764	0
Ltv1	1081.5	1451	388	1299	1188	0
Tmem100	1080.75	1208	0	1607	1508	0
Yme1l1	1080.25	1134	325	1844	1018	0
Mastl	1080.25	1134	325	1844	1018	0
Akr1c13	1080.0	1200	123	1790	1207	0
Zfp169	1079.75	1110	245	1828	1136	0
Nol8	1079.0	1034	229	1724	1329	0
Mbd3	1079.0	1299	317	1696	1004	0
Cenpp	1079.0	1034	229	1724	1329	0
Parp11	1078.5	1554	313	1768	679	0
Wdr46	1078.25	1126	250	1485	1452	0
Pfdn6	1078.25	1126	250	1485	1452	0
Bcl10	1077.75	1890	265	1572	584	0
Acox3	1077.25	1214	193	1700	1202	0
Lsm12	1077.0	1397	0	2028	883	0
G6pc3	1077.0	1397	0	2028	883	0
Wasf2	1076.0	1141	192	1793	1178	0
Smim20	1075.75	1926	424	1456	497	0
Brip1	1075.75	1167	167	1728	1241	0
Atg2a	1075.75	1350	249	1741	963	0
Trim8	1074.0	1078	358	1609	1251	0
Nsun6	1074.0	1192	168	1798	1138	0
1700067K01Rik	1074.0	1177	287	1844	988	0
Tmem107	1072.5	1312	0	1497	1481	0
Psmb10	1072.5	1275	186	1548	1281	0
Ctrl	1072.5	1275	186	1548	1281	0
Per1	1072.0	998	254	1805	1231	0
Coro1b	1071.5	1608	349	1434	895	0
Gsc2	1070.75	1489	324	1722	748	0
Ess2	1070.75	1489	324	1722	748	0
Gmip	1070.25	1881	325	1351	724	0
S1pr4	1069.25	1047	0	1942	1288	0
Ncln	1069.25	1047	0	1942	1288	0
D10Wsu102e	1068.75	1583	301	1564	827	0
Dhrs11	1068.5	2254	433	1148	439	0
Taf12	1066.75	2902	973	242	150	0
Foxo3	1065.5	1738	285	1265	974	0
Pole4	1062.5	1818	285	1636	511	0
AW146154	1062.0	1443	0	1529	1276	0
Txn1	1061.75	1250	0	1737	1260	0
Mtrf1	1061.0	1034	139	1685	1386	0
Lekr1	1061.0	2003	265	1637	339	0
Vps16	1060.75	1701	310	1695	537	0
Pced1a	1060.75	1701	310	1695	537	0
Utp6	1058.5	997	202	1745	1290	0
Snrpc	1058.5	1135	230	1620	1249	0
Surf2	1058.0	1241	295	1511	1185	0
Surf1	1058.0	1241	295	1511	1185	0
Gabpa	1057.25	1514	301	1552	862	0
Atp5j	1057.25	1514	301	1552	862	0
Zfp69	1055.25	2677	508	794	242	0
Wdr55	1053.25	1221	277	1714	1001	0
Ticrr	1052.5	947	260	1771	1232	0
Rbm34	1052.0	1262	372	1548	1026	0
Dcaf12	1051.75	1137	193	1772	1105	0
Gstm4	1051.0	1327	230	1689	958	0
Selenok	1050.25	1088	156	1717	1240	0
Prorp	1050.0	929	162	1711	1398	0
Nasp	1049.5	1121	319	1514	1244	0
Sdhaf3	1049.25	1071	274	1737	1115	0
Tmem127	1048.5	2392	629	913	260	0
Hcls1	1048.5	1356	172	1661	1005	0
Ciao1	1048.5	2392	629	913	260	0
Zfp709	1047.5	1804	287	1380	719	0
Haus4	1047.25	1076	106	1700	1307	0
Ptgr2	1047.0	1306	158	1662	1062	0
Cstf2t	1046.0	943	183	1851	1207	0
Ndufa8	1045.25	1596	256	1645	684	0
Morn5	1045.25	1596	256	1645	684	0
Adck1	1045.25	1480	125	1702	874	0
Rtn4	1043.5	1193	173	1778	1030	0
Arhgap25	1043.5	1400	195	1695	884	0
Zfp991	1042.75	1247	258	1768	898	0
Tor4a	1042.25	1232	315	1567	1055	0
Snupn	1041.75	1137	262	1598	1170	0
Ccdc174	1037.75	966	191	1599	1395	0
Emc2	1037.25	1200	159	1621	1169	0
Rps5	1037.0	1084	216	1495	1353	0
Lims1	1037.0	1057	0	1841	1250	0
Zfp160	1036.75	839	316	1681	1311	0
Etf1	1036.25	2209	230	1262	444	0
Wdr3	1035.75	1670	346	1360	767	0
H2-L	1035.75	1062	109	1652	1320	0
H2-D1	1035.75	1062	109	1652	1320	0
Cd3d	1035.0	1120	163	1800	1057	0
Colgalt1	1034.5	1131	179	1646	1182	0
Tbkbp1	1033.75	1317	0	1949	869	0
Hspbp1	1033.25	998	243	1746	1146	0
Oxsm	1031.0	1548	255	1545	776	0
Tasp1	1030.75	1356	167	1631	969	0
Kyat1	1030.75	1040	180	1746	1157	0
H3c6	1030.75	1254	0	1832	1037	0
Tlr4	1030.5	1262	180	1677	1003	0
Med11	1030.25	1246	282	1387	1206	0
Cldnd2	1030.25	983	0	1780	1358	0
Ttc30b	1029.0	896	202	1536	1482	0
Sf3b1	1028.75	1172	346	1577	1020	0
Rccd1	1028.5	1008	0	1586	1520	0
Rab5c	1027.5	1765	550	1475	320	0
Aplf	1025.5	954	0	1991	1157	0
Inip	1025.25	1769	396	1412	524	0
Ube2m	1024.75	1274	261	1593	971	0
Tm9sf4	1024.75	1199	174	1853	873	0
Chmp2a	1024.75	1274	261	1593	971	0
Txnl4b	1024.5	952	160	1797	1189	0
Med7	1024.5	1580	310	1337	871	0
Dhx38	1024.5	952	160	1797	1189	0
Ubac2	1023.0	1660	276	1321	835	0
Esco2	1022.0	1124	229	1583	1152	0
Ccdc25	1022.0	1124	229	1583	1152	0
N6amt1	1021.75	2505	640	615	327	0
Ap1m1	1021.5	1234	348	1472	1032	0
Rpl21	1021.25	1444	217	1635	789	0
Polr2f	1020.5	1747	535	1626	174	0
1700088E04Rik	1020.5	1747	535	1626	174	0
Akr1b10	1020.25	1330	0	1763	988	0
Hdac10	1020.0	1201	116	1681	1082	0
Tmem128	1019.25	1235	174	1519	1149	0
Msantd4	1018.75	1186	0	1614	1275	0
Zfp759	1018.25	962	188	1647	1276	0
Qars	1017.75	1073	134	1724	1140	0
Polb	1017.75	1130	0	1637	1304	0
Sec31a	1017.25	2640	713	542	174	0
Prdm9	1016.5	1070	0	1683	1313	0
Kdm5a	1015.75	1535	399	1505	624	0
Rfesd	1015.25	1771	355	1355	580	0
Cnnm4	1015.0	2016	281	1150	613	0
Srsf7	1014.0	1288	164	1565	1039	0
Polg	1013.0	1798	328	1185	741	0
Eif4e	1012.5	1413	143	1825	669	0
Ints3	1012.25	1445	330	1504	770	0
Ppp1r9b	1011.5	1056	199	1715	1076	0
Fbxo33	1010.5	1912	281	915	934	0
Saysd1	1010.0	1800	358	1462	420	0
Yju2	1009.5	1138	0	1940	960	0
Sys1	1009.25	1374	314	1431	918	0
Ghitm	1009.25	1103	206	1602	1126	0
Senp2	1009.0	1197	151	1611	1077	0
Pex16	1009.0	1598	497	1608	333	0
Large2	1009.0	1598	497	1608	333	0
Gm45871	1009.0	1089	179	1755	1013	0
Rttn	1008.5	1018	207	1517	1292	0
Pcf11	1008.5	1911	334	1607	182	0
Nus1	1008.0	1382	0	1653	997	0
Ndufv3	1006.75	1338	210	1571	908	0
Crem	1006.75	1060	0	1865	1102	0
Galnt7	1006.25	1592	191	1645	597	0
Nf2	1004.75	1093	0	1659	1267	0
Otub1	1004.5	1596	352	1385	685	0
Uba52	1003.5	1425	269	1468	852	0
Rex1bd	1003.5	1425	269	1468	852	0
Ly96	1002.25	1208	202	1487	1112	0
Trappc1	1002.0	1176	137	1503	1192	0
Kcnab3	1002.0	1176	137	1503	1192	0
Cntrob	1002.0	1176	137	1503	1192	0
Scyl3	999.0	2280	372	680	664	0
Rpl22l1	999.0	1370	231	1308	1087	0
Ccdc17	997.75	1128	234	1570	1059	0
Pigt	996.25	2197	410	1039	339	0
Ttf1	996.0	1787	463	959	775	0
Cfap77	996.0	1787	463	959	775	0
Szrd1	995.75	2312	431	879	361	0
Zfp72	995.25	1040	0	1800	1141	0
Arrdc2	991.75	1118	214	1673	962	0
Rpl10	991.5	1031	189	1539	1207	0
Zfp53	991.25	1147	143	1659	1016	0
Tcerg1	991.0	1134	0	1671	1159	0
Supt6	989.75	1097	196	1528	1138	0
Sdf2	989.75	1097	196	1528	1138	0
Gm10033	989.5	989	144	1562	1263	0
Myo1g	988.75	1221	0	1735	999	0
Gmeb1	988.5	1259	216	1431	1048	0
Hikeshi	987.5	820	316	1736	1078	0
Mbd6	986.75	1736	484	1180	547	0
Ddit3	986.75	1736	484	1180	547	0
