	source	target	weight	p_value
57196	JAK-STAT	P2RY8	-1.3356843	0.0015318338
57197	JAK-STAT	APC	-0.7444049	0.0015341283
57198	JAK-STAT	DYRK4	0.92102474	0.0015348787
57199	JAK-STAT	LRCH2	1.5201969	0.0015384606
57200	JAK-STAT	TAS2R20	-1.8032818	0.0015624675
57201	JAK-STAT	FLVCR2	0.9497042	0.0015627204
57202	JAK-STAT	NNMT	1.8245006	0.0015715151
57203	JAK-STAT	RDH16	-0.580867	0.0015980605
57204	JAK-STAT	ZRSR2	0.64922655	0.0016087583
57205	JAK-STAT	CASD1	-0.7658359	0.0016183816
57206	JAK-STAT	C1QB	0.6918628	0.0016941909
57207	JAK-STAT	CHRNA6	0.6752651	0.0017015218
57208	JAK-STAT	AKAP11	-0.8681717	0.0017046848
57209	JAK-STAT	CD52	-0.78083533	0.001710062
57210	JAK-STAT	ELF1	1.3755113	0.0017126935
57211	JAK-STAT	RNASE10	0.6660392	0.0017153628
57212	JAK-STAT	MAPKAPK5-AS1	-0.92431253	0.0017252621
57213	JAK-STAT	ZFP37	-0.80617946	0.0017393243
57214	JAK-STAT	CTSO	1.7188889	0.001740708
57215	JAK-STAT	PPA1	1.4193742	0.0017914922
57216	JAK-STAT	CYTH1	0.8065802	0.001814457
57217	JAK-STAT	CLUHP3	0.7789369	0.001816387
57218	JAK-STAT	FAM20A	1.2011132	0.0018176782
57219	JAK-STAT	SLC17A3	-0.55423254	0.0018282976
57220	JAK-STAT	FAS	2.0812478	0.001831847
57221	JAK-STAT	VSNL1	1.3174516	0.0018436678
57222	JAK-STAT	HS3ST1	0.88783675	0.0018600761
57223	JAK-STAT	RALA	1.3861909	0.001867293
57224	JAK-STAT	TAT	-0.4068104	0.0018883145
57225	JAK-STAT	OSBPL8	-1.0060571	0.0018941078
57226	JAK-STAT	AGAP1	-0.9901599	0.0019143829
57227	JAK-STAT	ATM	-0.94251966	0.0019415362
57228	JAK-STAT	FAHD2A	-0.55730134	0.0019420243
57229	JAK-STAT	PBX3	-1.2494843	0.0019435222
57230	JAK-STAT	HM13	0.7915942	0.00196075
57231	JAK-STAT	PRRG1	1.1390966	0.0019729694
57232	JAK-STAT	PARP4	1.1549565	0.0019768847
57233	JAK-STAT	CCDC66	-0.91208535	0.001996694
57234	JAK-STAT	NOS2	0.50932294	0.002004531
57235	JAK-STAT	ARHGAP35	-0.7111277	0.0020233511
57236	JAK-STAT	C1QC	0.7141638	0.0020248713
57237	JAK-STAT	PGAP4	-0.82597965	0.0020359876
57238	JAK-STAT	PABPC4	-1.0293847	0.0020459995
57239	JAK-STAT	ANKMY1	-0.33512706	0.0020545358
57240	JAK-STAT	NAT8	1.7463704	0.0020621775
57241	JAK-STAT	KRT78	0.63726	0.0020786377
57242	JAK-STAT	CD53	0.44587204	0.002079055
57243	JAK-STAT	PREX2	-0.36601102	0.0020906723
57244	JAK-STAT	RHOC	1.4632648	0.0020983852
57245	JAK-STAT	C3orf38	1.1243813	0.0021027836
57246	JAK-STAT	MUCL1	1.0005867	0.002106101
57247	JAK-STAT	PRM2	-0.4983145	0.0021099253
57248	JAK-STAT	RNF166	-1.4656256	0.0021134482
57249	JAK-STAT	ACOT12	-0.63928634	0.0021260174
57250	JAK-STAT	NAP1L1	-0.8333824	0.0021354298
57251	JAK-STAT	SMG7	0.5105658	0.002159295
57252	JAK-STAT	KARS1	1.0221701	0.002166224
57253	JAK-STAT	BATF3	1.2611892	0.0022398052
57254	JAK-STAT	OR2A4	1.0192447	0.0022441105
57255	JAK-STAT	ARMCX4	-0.4376679	0.0022450644
57256	JAK-STAT	ACP2	1.1737064	0.0022495822
57257	JAK-STAT	CDKL3	-0.5484839	0.0022662543
57258	JAK-STAT	ZBED5	-0.6223346	0.00227081
57259	JAK-STAT	CEP120	-1.4118304	0.0022976913
57260	JAK-STAT	ARHGEF5	0.70332295	0.0023142914
57261	JAK-STAT	CD40	1.2932562	0.0023327407
57262	JAK-STAT	TFCP2L1	-0.992824	0.0023335004
57263	JAK-STAT	GPD2	1.2242326	0.002334833
57264	JAK-STAT	IGHV1-69	0.8749854	0.002343359
57265	JAK-STAT	CDK18	1.1284666	0.002358006
57266	JAK-STAT	CRTAP	-0.8727681	0.0023819692
57267	JAK-STAT	IFIT1B	0.9307619	0.0023858624
57268	JAK-STAT	H2AC18	0.9697718	0.0024205789
57269	JAK-STAT	AVPR1A	-0.27725738	0.0024997403
57270	JAK-STAT	STK33	-0.7141591	0.002507251
57271	JAK-STAT	ADPRH	0.66515553	0.0025375413
57272	JAK-STAT	CLIC2	1.2701128	0.0025474934
57273	JAK-STAT	PTPRA	0.6544654	0.0025549722
57274	JAK-STAT	DDX23	0.83575964	0.0025606705
57275	JAK-STAT	RRAGC	0.90300936	0.002563695
57276	JAK-STAT	IL12RB1	0.39787045	0.0025649285
57277	JAK-STAT	SMCHD1	0.9015412	0.0025801093
57278	JAK-STAT	HERC1	-0.7410418	0.0025916197
57279	JAK-STAT	KRT23	1.2157508	0.0026251231
57280	JAK-STAT	SQOR	2.1479712	0.0026408604
57281	JAK-STAT	CMTM4	-0.9953373	0.0026653223
57282	JAK-STAT	STRA8	-0.7469376	0.0026891958
57283	JAK-STAT	ZNF267	1.6073831	0.0026961733
57284	JAK-STAT	SRD5A2	-0.4141324	0.0026980485
57285	JAK-STAT	DEFB116	0.80794734	0.002708714
57286	JAK-STAT	TRIM15	0.53042084	0.0027141983
57287	JAK-STAT	FASLG	0.7550501	0.0027160281
57288	JAK-STAT	MIER1	0.771069	0.0027197825
57289	JAK-STAT	TAF1	-0.44098476	0.0027320914
57290	JAK-STAT	TAPBP	1.2707055	0.002737197
57291	JAK-STAT	FAM171A1	-1.173602	0.0027673265
57292	JAK-STAT	PTGR3	-1.0712631	0.002778965
57293	JAK-STAT	OPTN	1.9716294	0.0028168177
57294	JAK-STAT	ZNF672	0.5268863	0.0028245025
57295	JAK-STAT	AGTPBP1	-0.91631097	0.0028613077
57296	JAK-STAT	ESYT1	-0.8673333	0.0028954323
57297	JAK-STAT	RRBP1	0.6644405	0.0029297124
57298	JAK-STAT	CD226	0.6225346	0.0029694154
57299	JAK-STAT	SFT2D2	0.8032633	0.0029935443
57300	JAK-STAT	SMO	-0.56307745	0.0030079358
57301	JAK-STAT	RIMBP3	-1.654451	0.003011302
57302	JAK-STAT	NDST2	0.629077	0.0030255083
57303	JAK-STAT	PLA2G3	0.6624528	0.0030897588
57304	JAK-STAT	SLC22A3	-0.64933354	0.0031041375
57305	JAK-STAT	GUSBP11	-0.4549187	0.003117447
57306	JAK-STAT	OR14C36	0.9297228	0.0031331338
57307	JAK-STAT	C18orf25	0.61305434	0.0031421506
57308	JAK-STAT	PDGFRA	0.5682241	0.0031563123
57309	JAK-STAT	OR6K6	-0.7940877	0.003166572
57310	JAK-STAT	IRAK1BP1	-1.4945492	0.0031815975
57311	JAK-STAT	BLVRA	0.74927324	0.0031902096
57312	JAK-STAT	BEST3	0.44194698	0.0032212592
57313	JAK-STAT	PTPN2	0.6129204	0.00323005
57314	JAK-STAT	SEC24D	0.9374688	0.0032482638
57315	JAK-STAT	NT5DC2	-0.96106696	0.003257083
57316	JAK-STAT	LNPEP	0.8520758	0.0032766573
57317	JAK-STAT	ERI2	-0.6878328	0.0032791935
57318	JAK-STAT	CFAP47	-0.4351311	0.0033293571
57319	JAK-STAT	NIN	-0.59092814	0.0033299264
57320	JAK-STAT	EIF3L	-0.8580309	0.0033339658
57321	JAK-STAT	PGAP1	1.2730492	0.0033633732
57322	JAK-STAT	PSMA6	3.1956284	0.0033735274
57323	JAK-STAT	CD2AP	0.7467478	0.0033870644
57324	JAK-STAT	KLHDC7B	0.8963088	0.0034183813
57325	JAK-STAT	NPY2R	-0.31877953	0.0034223406
57326	JAK-STAT	SPIC	-0.6478199	0.003440802
57327	JAK-STAT	ITSN1	-0.45422965	0.003458001
57328	JAK-STAT	ITPKC	1.3725561	0.0034609663
57329	JAK-STAT	FABP4	-0.76607877	0.0034816754
57330	JAK-STAT	PARP3	0.7597814	0.0034974192
57331	JAK-STAT	FAM227B	-0.49031523	0.003511174
57332	JAK-STAT	TMPRSS3	1.0536392	0.0035437983
57333	JAK-STAT	MAN1A2	-0.59018636	0.0035624173
57334	JAK-STAT	CFB	2.1975844	0.0035651077
57335	JAK-STAT	PCNT	-0.60291815	0.0035920152
57336	JAK-STAT	AGO1	-0.73633087	0.0035940108
57337	JAK-STAT	TINF2	0.93604887	0.00361267
57338	JAK-STAT	TAS2R3	-0.56696326	0.003641891
57339	JAK-STAT	IQUB	-0.69504213	0.0036564907
57340	JAK-STAT	GPA33	-0.6710143	0.0036675446
57341	JAK-STAT	GPR171	1.1956952	0.0036745088
57342	JAK-STAT	PDPN	0.83730763	0.0036762534
57343	JAK-STAT	LMO7	0.86400473	0.0037345353
57344	JAK-STAT	VPS26B	-1.012542	0.0037411926
57345	JAK-STAT	BLNK	1.6506171	0.003745631
57346	JAK-STAT	PAH	-0.7038926	0.0037474404
57347	JAK-STAT	CELA3B	0.43561527	0.0037578754
57348	JAK-STAT	ZNF770	-0.8871871	0.0038064169
57349	JAK-STAT	JADE1	-1.3222835	0.0038333503
57350	JAK-STAT	LIPH	1.0140252	0.0038879043
57351	JAK-STAT	IL3	0.45507318	0.0038912697
57352	JAK-STAT	ELMO2	0.74174994	0.0038919654
57353	JAK-STAT	IL22	0.67145956	0.0039261756
57354	JAK-STAT	GANC	1.0105649	0.003932081
57355	JAK-STAT	CRNN	0.5980258	0.00393669
57356	JAK-STAT	CXCL13	1.4559757	0.003938713
57357	JAK-STAT	GJA4	0.5249424	0.0039490913
57358	JAK-STAT	OR5B21	-1.0277629	0.0039576893
57359	JAK-STAT	CYP3A43	-0.5237582	0.0039694197
57360	JAK-STAT	INSR	-0.7809881	0.0039769947
57361	JAK-STAT	C10orf82	0.61795837	0.0039992086
57362	JAK-STAT	EFCAB13	-0.5337814	0.004004186
57363	JAK-STAT	PAIP2B	-0.91015446	0.004020191
57364	JAK-STAT	GCAT	-0.6604722	0.0040217238
57365	JAK-STAT	YLPM1	-0.56253326	0.0040601827
57366	JAK-STAT	CDHR1	-0.4622333	0.004061999
57367	JAK-STAT	MKX	-0.88502914	0.00406687
57368	JAK-STAT	VPS13A	-0.7247813	0.004100325
57369	JAK-STAT	SLC37A1	0.66668534	0.0041178935
57370	JAK-STAT	KRT2	-0.59680015	0.004131127
57371	JAK-STAT	ZMAT3	-1.6693453	0.0041503315
57372	JAK-STAT	HLA-DPA1	1.3368719	0.0041511175
57373	JAK-STAT	RNF125	-1.3827834	0.004166797
57374	JAK-STAT	HLA-DQB1	0.66200936	0.004183647
57375	JAK-STAT	ANKRD26	-0.64705855	0.004299268
57376	JAK-STAT	IPP	-0.748496	0.0043052887
57377	JAK-STAT	ACTR1B	-0.6124199	0.00431797
57378	JAK-STAT	RNF130	-0.49172953	0.004319723
57379	JAK-STAT	PPP3CA	-0.9271403	0.004346587
57380	JAK-STAT	UBE2D3	0.45664507	0.004361387
57381	JAK-STAT	LRIG1	-0.90772265	0.004365839
57382	JAK-STAT	ZNF507	-0.5080982	0.004367021
57383	JAK-STAT	FAN1	-0.48282638	0.004401571
57384	JAK-STAT	FITM2	-0.9733043	0.004403161
57385	JAK-STAT	ICAM1	4.830922	0.004404894
57386	JAK-STAT	ST18	-0.32270902	0.0044121933
57387	JAK-STAT	CCDC65	-0.48270714	0.004415041
57388	JAK-STAT	RPAP2	-0.6497676	0.004486181
57389	JAK-STAT	LCMT1	0.65651983	0.0044872887
57390	JAK-STAT	ABCC9	-0.36922747	0.0045078835
57391	JAK-STAT	KLRG1	-0.5732912	0.004536837
57392	JAK-STAT	INPP1	1.6437368	0.0045679314
57393	JAK-STAT	CD5L	0.39963862	0.0045744893
57394	JAK-STAT	RSPH6A	0.42767704	0.0045954203
57395	JAK-STAT	ARRB1	-1.0101616	0.0046117287
57396	JAK-STAT	MTX3	-1.0610365	0.004644786
57397	JAK-STAT	ANGPTL3	-0.3847699	0.004665175
57398	JAK-STAT	TMEM50A	0.975192	0.0046767346
57399	JAK-STAT	BCL11B	-0.8055681	0.0046836827
57400	JAK-STAT	ZNF571	-1.0889938	0.0047003864
57401	JAK-STAT	MASTL	2.88894	0.0047089895
57402	JAK-STAT	UBE4B	-0.8884733	0.0047656456
57403	JAK-STAT	GLDC	1.1725268	0.004775815
57404	JAK-STAT	GIMAP7	0.825201	0.0048081684
57405	JAK-STAT	CA7	-0.36895162	0.004833874
57406	JAK-STAT	TMEM232	-0.5119813	0.004839535
57407	JAK-STAT	SPINK6	1.0114845	0.004846016
57408	JAK-STAT	TMEM273	-0.88110495	0.0048810234
57409	JAK-STAT	KLHL29	0.48427126	0.0049085394
57410	JAK-STAT	SLC47A1	-1.0213603	0.0050004167
57411	JAK-STAT	ABCD1	0.6416172	0.005042809
57412	JAK-STAT	ZNF510	-0.7359867	0.005070994
57413	JAK-STAT	ANKRD31	-0.63748556	0.0051404084
57414	JAK-STAT	USP33	0.6226401	0.0051467284
57415	JAK-STAT	PXDNL	0.5456077	0.0051755896
57416	JAK-STAT	NMT2	-0.8265157	0.005195709
57417	JAK-STAT	GALNT3	0.7928644	0.005197413
57418	JAK-STAT	PRPF38B	-0.7785431	0.005230937
57419	JAK-STAT	SORL1	-1.234479	0.005238677
57420	JAK-STAT	CILK1	-0.78818953	0.005251969
57421	JAK-STAT	CEBPD	1.9274881	0.0052585835
57422	JAK-STAT	GOLM1	0.73878384	0.005268097
57423	JAK-STAT	MAX	0.5557536	0.0053407634
57424	JAK-STAT	TBX21	0.7192964	0.005350233
57425	JAK-STAT	YEATS2	1.3939266	0.0053775655
57426	JAK-STAT	THNSL1	-0.94420636	0.005461888
57427	JAK-STAT	WASHC4	0.98816055	0.0054684803
57428	JAK-STAT	FCGR3B	0.67131805	0.0056098714
57429	JAK-STAT	PCNX2	-0.5075667	0.0056129135
57430	JAK-STAT	ITK	1.1013453	0.0056495415
57431	JAK-STAT	ABI2	-0.44109586	0.0057127224
57432	JAK-STAT	CARD17P	1.0546085	0.0057153297
57433	JAK-STAT	ADAMTSL4	0.74472696	0.005722289
57434	JAK-STAT	SHISAL2A	-0.5203876	0.0057313996
57435	JAK-STAT	NEFM	-0.5817519	0.0057330653
57436	JAK-STAT	ETS2	1.6294969	0.005738666
57437	JAK-STAT	DEFB112	0.6057838	0.005745227
57438	JAK-STAT	HLTF	-1.3428961	0.005759665
57439	JAK-STAT	TESK2	1.0575228	0.0057979543
57440	JAK-STAT	RHOBTB2	-0.71169907	0.0057992046
57441	JAK-STAT	GPR119	0.81829655	0.0058167027
57442	JAK-STAT	OR8D1	-0.5043749	0.0058238115
57443	JAK-STAT	SOCS7	-0.6538371	0.0058350763
57444	JAK-STAT	TC2N	-1.0701178	0.0058584623
57445	JAK-STAT	SMARCA2	-0.63759726	0.0059445645
57446	JAK-STAT	EDC4	-0.51921856	0.005944593
57447	JAK-STAT	ARGLU1	-0.70268506	0.0059634303
57448	JAK-STAT	ZNF605	-0.79817396	0.005970299
57449	JAK-STAT	SERPINB9	1.515922	0.0059763663
57450	JAK-STAT	FEM1C	1.1558343	0.0060052266
57451	JAK-STAT	XIAP	0.6765245	0.006007895
57452	JAK-STAT	ZNF286A	-0.69259423	0.0060190684
57453	JAK-STAT	EMC2	0.93419486	0.0060420083
57454	JAK-STAT	CBX5	-0.934747	0.0060458877
57455	JAK-STAT	DMRTC2	0.5236511	0.006074876
57456	JAK-STAT	UBXN11	-0.76394504	0.0060937474
57457	JAK-STAT	RMND5A	-0.73691213	0.0061003086
57458	JAK-STAT	TCEAL7	-0.9065163	0.0061618844
57459	JAK-STAT	PGBD4	-0.75601363	0.0061654397
57460	JAK-STAT	TDO2	1.001512	0.0061689224
57461	JAK-STAT	TOPAZ1	-0.92366993	0.006180413
57462	JAK-STAT	HEATR9	-0.5735282	0.006206445
57463	JAK-STAT	CCDC14	-0.7008606	0.006207992
57464	JAK-STAT	PLSCR4	1.9393787	0.0062298104
57465	JAK-STAT	ZNF331	-1.3192599	0.006257825
57466	JAK-STAT	WDR97	0.5243402	0.0062740194
57467	JAK-STAT	BTN2A2	0.7098753	0.0062839743
57468	JAK-STAT	NUBPL	-0.8244287	0.006300103
57469	JAK-STAT	IFNA10	-0.45392972	0.0063008536
57470	JAK-STAT	HRH1	1.1275791	0.006311072
57471	JAK-STAT	KLHL13	-1.6472685	0.006323886
57472	JAK-STAT	SCGB1D1	-0.4075718	0.0064210333
57473	JAK-STAT	SUN2	-0.807074	0.0064654094
57474	JAK-STAT	ZNF471	-0.44066855	0.006505613
57475	JAK-STAT	ITPKB	-0.604877	0.006624165
57476	JAK-STAT	SLC22A13	-0.3833413	0.006637687
57477	JAK-STAT	ENAM	-0.54325503	0.006692687
57478	JAK-STAT	IKZF3	0.5266074	0.0067355437
57479	JAK-STAT	SMPD3	0.45825025	0.0067698406
57480	JAK-STAT	TMEM81	-1.1960781	0.0067737927
57481	JAK-STAT	ARL10	-0.44757673	0.0067862384
57482	JAK-STAT	PLA1A	1.1515039	0.006806224
57483	JAK-STAT	MEX3D	-0.5979658	0.0068096677
57484	JAK-STAT	TIGIT	0.55212665	0.006866814
57485	JAK-STAT	OR2T10	0.9290378	0.0068873595
57486	JAK-STAT	FAM168B	-0.7415804	0.006905597
57487	JAK-STAT	TCEAL2	-0.43458068	0.006920733
57488	JAK-STAT	METTL21C	-0.54810333	0.006930705
57489	JAK-STAT	IQSEC1	-0.83710045	0.0069808178
57490	JAK-STAT	PCM1	-0.6744214	0.0070040994
57491	JAK-STAT	PRH2	-0.9609172	0.0070557506
57492	JAK-STAT	VCPIP1	0.6248096	0.007065684
57493	JAK-STAT	CCR9	-0.39610144	0.007073727
57494	JAK-STAT	SNAI3	-0.86435986	0.0071088965
57495	JAK-STAT	VEGFC	1.8935531	0.0071802665
57496	JAK-STAT	ENKUR	0.634223	0.007232031
57497	JAK-STAT	GTPBP2	1.0159823	0.0072763385
57498	JAK-STAT	GRIA3	-0.3305816	0.0072843274
57499	JAK-STAT	ANKH	-0.9719031	0.0073256195
57500	JAK-STAT	FKTN	-0.9270222	0.007339512
57501	JAK-STAT	MAGEB5	0.957123	0.0073505775
57502	JAK-STAT	GBA3	-0.46906176	0.0074096336
57503	JAK-STAT	DAB2IP	0.602716	0.007422643
57504	JAK-STAT	FHOD1	-1.1274908	0.0074419575
57505	JAK-STAT	EP400	-0.37813538	0.0074603907
57506	JAK-STAT	TTYH2	-0.92631716	0.0074890237
57507	JAK-STAT	RAB25	0.7107024	0.0075360104
57508	JAK-STAT	SAMD12	-1.0247823	0.007565848
57509	JAK-STAT	OR7G3	0.8423056	0.00758502
57510	JAK-STAT	HECTD1	-0.7568786	0.0076058265
57511	JAK-STAT	CALHM6	1.2427456	0.0076158065
57512	JAK-STAT	NOSTRIN	-0.7085489	0.00762262
57513	JAK-STAT	PTK2B	0.6798174	0.007776106
57514	JAK-STAT	KRTAP12-2	-0.57697535	0.007862042
57515	JAK-STAT	RYR3	-0.62877697	0.007903425
57516	JAK-STAT	WASF3	-0.8625987	0.007914457
57517	JAK-STAT	SMARCA5	0.6872951	0.007939972
57518	JAK-STAT	OPRK1	-0.36444712	0.007958727
57519	JAK-STAT	GIMAP4	0.6280847	0.007988143
57520	JAK-STAT	RNF113B	0.59762704	0.00799061
57521	JAK-STAT	H2AZ2	-0.94180995	0.008037687
57522	JAK-STAT	ZFYVE9	-0.45697343	0.008038867
57523	JAK-STAT	IL5RA	-0.27594066	0.008050757
57524	JAK-STAT	ZNF551	-0.66209424	0.008102077
57525	JAK-STAT	ZMAT1	-0.6403202	0.008107764
57526	JAK-STAT	TXLNGY	-0.48916999	0.008114654
57527	JAK-STAT	PDIA5	2.010925	0.008189134
57528	JAK-STAT	OR5H2	-0.6716424	0.008277141
57529	JAK-STAT	MRE11	-0.65815914	0.008302668
57530	JAK-STAT	FGD1	-0.5018792	0.008315715
57531	JAK-STAT	KLHL3	-0.6094235	0.008356813
57532	JAK-STAT	ZYG11A	-0.75274295	0.0083628185
57533	JAK-STAT	TMEM120B	-0.7952764	0.008370265
57534	JAK-STAT	CARD16	1.2063323	0.008391748
57535	JAK-STAT	RAB24	1.4523901	0.008435576
57536	JAK-STAT	KLHL36	-0.5892486	0.008516349
57537	JAK-STAT	SLC25A2	-0.55918473	0.008573554
57538	JAK-STAT	DYNAP	1.0722924	0.008632393
57539	JAK-STAT	CC2D2A	-0.7401725	0.008649812
57540	JAK-STAT	SNX11	0.6338209	0.008654414
57541	JAK-STAT	PDS5B	-0.5443572	0.008679621
57542	JAK-STAT	TGFB2	-1.1340046	0.008765917
57543	JAK-STAT	GIMAP6	0.6397358	0.008809153
57544	JAK-STAT	USF2	-0.5279316	0.008841988
57545	JAK-STAT	RHBDL1	-0.5721599	0.008918163
57546	JAK-STAT	PRKAR2A	-0.648542	0.00892459
57547	JAK-STAT	DRD5	-0.45052192	0.008955279
57548	JAK-STAT	CD101	-0.52221006	0.008982581
57549	JAK-STAT	OMG	-1.0715122	0.00906845
57550	JAK-STAT	P2RY6	0.90303403	0.009180734
57551	JAK-STAT	RRAD	1.2670516	0.0091881305
57552	JAK-STAT	NT5C2	0.6919276	0.009198537
57553	JAK-STAT	SLFN5	2.5777986	0.009276748
57554	JAK-STAT	CD7	0.43752375	0.009280437
57555	JAK-STAT	RELA	0.67356104	0.009281433
57556	JAK-STAT	KLHDC1	-0.96669567	0.00928812
57557	JAK-STAT	AFF1	0.60694927	0.009294235
57558	JAK-STAT	PPIP5K1	-0.51395494	0.009315541
57559	JAK-STAT	PDE5A	-0.8601325	0.009392053
57560	JAK-STAT	LMAN2	0.3780307	0.009421891
57561	JAK-STAT	LRP3	-0.46610177	0.009445201
57562	JAK-STAT	RAB40B	-0.7319508	0.009462021
57563	JAK-STAT	ZNF518A	-0.57407725	0.009484316
57564	JAK-STAT	CYP2A6	-0.38497975	0.009525877
57565	JAK-STAT	FAM166B	0.54327154	0.009595329
57566	JAK-STAT	ACTR3B	-0.9458995	0.009618146
57567	JAK-STAT	FAP	1.0227294	0.009642186
57568	JAK-STAT	POLG2	-0.82904154	0.009662619
57569	JAK-STAT	SPATA1	0.4062557	0.009686642
57570	JAK-STAT	EZHIP	-0.49393806	0.009720291
57571	JAK-STAT	C19orf12	0.8693457	0.009733308
57572	JAK-STAT	PLEKHG3	-0.6039534	0.009763916
57573	JAK-STAT	EVL	-0.70103216	0.009797768
57574	JAK-STAT	UNC119B	-0.64495295	0.009828628
57575	JAK-STAT	ACAA2	-0.57405716	0.009864176
57576	JAK-STAT	USP22	-0.3475328	0.009879224
57577	JAK-STAT	HOXA7	-0.62057716	0.009911573
57578	JAK-STAT	MSH3	-0.39851096	0.00992806
57579	JAK-STAT	PHAF1	0.42973134	0.009972619
57580	JAK-STAT	SLURP1	0.44706988	0.0099877715
57581	JAK-STAT	TEF	-0.3055131	0.009987874
57582	JAK-STAT	BDH1	-0.69020104	0.009997875
57583	JAK-STAT	KIF21B	-0.8818802	0.010094738
57584	JAK-STAT	RYK	-0.69290096	0.010101462
57585	JAK-STAT	TEX26	-0.48176306	0.010103402
57586	JAK-STAT	RSAD1	-0.81808454	0.010184319
57587	JAK-STAT	TMEM229B	0.650189	0.010189196
57588	JAK-STAT	ZNF169	-0.33701757	0.010286139
57589	JAK-STAT	THSD1	1.2276301	0.010313119
57590	JAK-STAT	TDRD12	-0.4488424	0.010328836
57591	JAK-STAT	CCL7	1.1643212	0.01034419
57592	JAK-STAT	SMURF1	0.52143544	0.010377048
57593	JAK-STAT	SYNE1	-0.50381684	0.010394456
57594	JAK-STAT	AUTS2	-0.6075944	0.01042308
57595	JAK-STAT	SKI	-0.7015702	0.010431167
57596	JAK-STAT	CFLAR	1.1390865	0.010451105
57597	JAK-STAT	CSF1	1.2800438	0.010475489
57598	JAK-STAT	GPAM	-2.275643	0.010486535
57599	JAK-STAT	EDEM2	0.745358	0.010612959
57600	JAK-STAT	KDM2B	-1.0834746	0.010623648
57601	JAK-STAT	LEKR1	-0.5729789	0.010627391
57602	JAK-STAT	CFHR5	-0.39092067	0.010687799
57603	JAK-STAT	TGM1	0.89203984	0.0106973145
57604	JAK-STAT	ZMYND15	0.60794634	0.010714779
57605	JAK-STAT	PMS1	-0.7803647	0.0109095005
57606	JAK-STAT	RAD9A	0.724727	0.0109522585
57607	JAK-STAT	RPRD2	-0.7191573	0.011040405
57608	JAK-STAT	CCDC9	0.45703784	0.011079729
57609	JAK-STAT	BICD2	-0.6912159	0.011085129
57610	JAK-STAT	WNK3	-0.51911587	0.011086119
57611	JAK-STAT	OLFM1	-0.45063058	0.011095266
57612	JAK-STAT	GUK1	0.58621114	0.011108433
57613	JAK-STAT	BLTP1	-0.5699101	0.011142716
57614	JAK-STAT	PARP11	0.5168571	0.01121053
57615	JAK-STAT	ANKS3	-0.48913518	0.01122325
57616	JAK-STAT	KIAA1217	0.7939122	0.011252821
57617	JAK-STAT	TIMD4	0.5569149	0.011279063
57618	JAK-STAT	GAN	-0.6830006	0.0113781495
57619	JAK-STAT	POLR1E	-0.90213454	0.011432654
57620	JAK-STAT	SIGLEC1	0.6553218	0.011455033
57621	JAK-STAT	CD180	-0.7606939	0.011479586
57622	JAK-STAT	C16orf82	-0.4644415	0.011489506
57623	JAK-STAT	USP25	0.6838922	0.011524426
57624	JAK-STAT	CBX8	-0.5180613	0.011546588
57625	JAK-STAT	ZNF76	-0.5288071	0.011561252
57626	JAK-STAT	TRIM17	0.47608817	0.011567488
57627	JAK-STAT	CCR1	1.1259032	0.01163781
57628	JAK-STAT	MTHFD1L	0.8823796	0.011683858
57629	JAK-STAT	SLC30A10	-0.45248693	0.0117285615
57630	JAK-STAT	ENDOD1	1.257395	0.011733762
57631	JAK-STAT	RESP18	-0.6442714	0.011757626
57632	JAK-STAT	LRSAM1	0.6208726	0.011837325
57633	JAK-STAT	CAPN13	-0.49205598	0.0118574565
57634	JAK-STAT	MKNK1	0.55503327	0.011859831
57635	JAK-STAT	FNDC8	0.3947267	0.0119092725
57636	JAK-STAT	DBN1	-0.68082803	0.011917294
57637	JAK-STAT	LZTFL1	-0.7238062	0.011922793
57638	JAK-STAT	PIP4K2B	-0.39840618	0.011927115
57639	JAK-STAT	CCL13	0.44519135	0.011972218
57640	JAK-STAT	SYDE2	-0.9054915	0.012023274
57641	JAK-STAT	ANGPTL6	0.5767987	0.012072874
57642	JAK-STAT	ALMS1	-0.6261219	0.012080442
57643	JAK-STAT	BCL7A	-0.7789023	0.012092355
57644	JAK-STAT	SPDYE7P	-1.1237096	0.012195988
57645	JAK-STAT	PYGO1	-0.41110036	0.012238891
57646	JAK-STAT	RXRG	0.62378263	0.012281161
57647	JAK-STAT	XPNPEP1	0.6727973	0.012281826
57648	JAK-STAT	ZNF674	-0.4213105	0.01235611
57649	JAK-STAT	STIMATE	0.6870771	0.012413607
57650	JAK-STAT	TMEM92	0.64699143	0.012477401
57651	JAK-STAT	RPGRIP1L	-0.706648	0.012489766
57652	JAK-STAT	PANX1	1.2063754	0.012514158
57653	JAK-STAT	ZNF774	-1.0830061	0.012515213
57654	JAK-STAT	B3GNT7	0.8003425	0.012535701
57655	JAK-STAT	GUCD1	0.98416126	0.012553382
57656	JAK-STAT	SPIN3	-0.6842408	0.012588798
57657	JAK-STAT	NAT2	-0.45668676	0.012616007
57658	JAK-STAT	FURIN	0.820114	0.012622555
57659	JAK-STAT	PATL2	0.8125868	0.012647378
57660	JAK-STAT	ACSM2A	-0.6528078	0.012648785
57661	JAK-STAT	ZNF26	-0.6937003	0.0126521345
57662	JAK-STAT	TTC12	-0.5458912	0.012696094
57663	JAK-STAT	PNPLA4	-0.5826412	0.01271038
