	source	target	weight	p_value
112366	NFkB	FER1L4	-0.0008527109	0.9964334
112367	NFkB	MMP27	0.0005720886	0.9964739
112368	NFkB	TACSTD2	-0.0008767158	0.9965214
112369	NFkB	PTPN23	-0.0005556677	0.9965718
112370	NFkB	UBP1	0.0010537256	0.9966213
112371	NFkB	RBM38	-0.0011868452	0.9966257
112372	NFkB	OCLN	-0.0013992289	0.99664205
112373	NFkB	RECQL5	-0.00037273054	0.99675095
112374	NFkB	GJA1	0.0026154784	0.9967874
112375	NFkB	ACSBG2	-0.0004646355	0.9968667
112376	NFkB	TRPC5	-0.00038653458	0.9969111
112377	NFkB	DYNLRB1	0.00042087448	0.9972162
112378	NFkB	TAS2R3	0.00046358307	0.997458
112379	NFkB	TMEM235	0.00038266028	0.9975158
112380	NFkB	UNC5A	-0.0004044179	0.9975835
112381	NFkB	RB1	0.0005172311	0.99773014
112382	NFkB	NBDY	0.0006481405	0.99803627
112383	NFkB	ARHGAP33	-0.00023921345	0.99807644
112384	NFkB	FKBP8	-0.00035776026	0.99819
112385	NFkB	EEF1AKMT3	-0.000692635	0.99830794
112386	NFkB	BCAT1	-0.0007791637	0.9983797
112387	NFkB	RPS6KA4	0.0001408339	0.9991928
112388	NFkB	ZFYVE16	0.00018899445	0.9992666
112389	NFkB	C1orf115	-0.00016446349	0.99933743
112390	NFkB	MAST2	-9.492935e-05	0.99934036
112391	NFkB	UCP3	-7.1952934e-05	0.9993945
112392	NFkB	C2orf27A	0.00010106754	0.99944353
112393	NFkB	SLC19A3	-9.9825396e-05	0.9995702
112394	NFkB	AGMO	0.00016355378	0.9998449
112395	PI3K	MLANA	-9.985743	1.84e-43
112396	PI3K	PMEL	-6.5903482	6.8747866e-36
112397	PI3K	FAXDC2	-12.421274	3.297515e-34
112398	PI3K	HSD17B8	-8.601571	9.948224e-34
112399	PI3K	CTSF	-9.172143	1.0235212e-31
112400	PI3K	SPSB3	-6.5337286	1.2739464e-31
112401	PI3K	ATP6V1G2	-7.237346	1.6426456e-31
112402	PI3K	TYR	-5.076854	3.4585233e-31
112403	PI3K	GNPTG	-6.9666095	6.0181104e-29
112404	PI3K	INPP5K	-4.530098	6.3855297e-29
112405	PI3K	WDR31	-3.9438388	6.880796e-29
112406	PI3K	PEX11G	-4.4546137	7.153749e-29
112407	PI3K	DHRS12	-3.4073498	1.4031042e-28
112408	PI3K	NT5M	-3.9151306	6.6737926e-28
112409	PI3K	PAEP	-3.8032277	7.687124e-28
112410	PI3K	CREB3L4	-9.102652	1.0319698e-26
112411	PI3K	UBALD2	-9.985377	1.115894e-26
112412	PI3K	ING4	-7.700118	1.7126463e-26
112413	PI3K	DERL3	-4.0336795	2.5384336e-26
112414	PI3K	KRTAP19-1	-6.881952	1.1785932e-25
112415	PI3K	SLC27A1	-8.329921	5.6792473e-25
112416	PI3K	APOC1	-5.0613103	1.4584213e-24
112417	PI3K	CCDC25	-4.3392715	3.1007434e-24
112418	PI3K	FCGRT	-6.1702433	4.8728668e-24
112419	PI3K	CDK5RAP3	-5.2547665	5.1776807e-24
112420	PI3K	NENF	-2.8622334	8.5038425e-24
112421	PI3K	DNAI4	-3.6271226	9.58215e-24
112422	PI3K	YBX2	-4.4198575	1.8672601e-23
112423	PI3K	TFDP2	-5.6735883	6.288925e-23
112424	PI3K	AMIGO1	-6.000321	7.1548996e-23
112425	PI3K	CA14	-4.8380404	7.6451634e-23
112426	PI3K	CBX7	-6.43722	9.4861874e-23
112427	PI3K	MCAM	5.1250825	1.5620364e-22
112428	PI3K	CRYL1	-7.3330264	2.94477e-22
112429	PI3K	RPS29	-5.844441	3.6055e-22
112430	PI3K	SMIM19	-7.210559	3.8633914e-22
112431	PI3K	SLC18A1	4.6520925	4.515641e-22
112432	PI3K	FBXO25	-7.0330296	4.5168206e-22
112433	PI3K	C5orf52	12.239809	5.4863885e-22
112434	PI3K	TNNI3	-3.6721945	9.080341e-22
112435	PI3K	S100A1	-3.988924	9.866218e-22
112436	PI3K	TTC12	-3.184873	1.9456435e-21
112437	PI3K	THNSL2	-4.318341	2.4191826e-21
112438	PI3K	GAA	-5.367784	2.6430248e-21
112439	PI3K	BAAT	-3.5575387	2.6500914e-21
112440	PI3K	CTDSP1	-5.5675693	2.79312e-21
112441	PI3K	LINC02915	5.811048	3.3183215e-21
112442	PI3K	COQ8A	-6.388212	3.6104455e-21
112443	PI3K	FCMR	-4.92688	4.074523e-21
112444	PI3K	TBC1D15	-5.412631	4.692563e-21
112445	PI3K	TSNARE1	-2.4315033	5.9457375e-21
112446	PI3K	TMEM42	-7.989327	1.2215939e-20
112447	PI3K	MYL5	-5.2382965	1.3524263e-20
112448	PI3K	GEMIN8	-4.1331773	1.4521285e-20
112449	PI3K	WIPI2	-3.1530662	1.7757023e-20
112450	PI3K	MST1	-4.9868855	2.4048032e-20
112451	PI3K	TRIM63	-5.528598	2.5215824e-20
112452	PI3K	C11orf1	-3.3342729	2.6148834e-20
112453	PI3K	MFGE8	-5.9015303	3.3192112e-20
112454	PI3K	HSBP1L1	-6.893157	4.321988e-20
112455	PI3K	FHIT	-4.615167	4.3431095e-20
112456	PI3K	MIR1915HG	4.9527416	5.465088e-20
112457	PI3K	RGS10	-3.8803973	7.2822907e-20
112458	PI3K	GLI4	-3.0980704	8.7373046e-20
112459	PI3K	VAMP5	-4.361074	9.730942e-20
112460	PI3K	CYTL1	-4.865442	9.8446455e-20
112461	PI3K	TPPP	-2.5431182	1.5640088e-19
112462	PI3K	CAMLG	-5.795704	2.3110266e-19
112463	PI3K	PSMG3-AS1	-8.013277	3.391266e-19
112464	PI3K	CIR1	-5.0231614	3.4074227e-19
112465	PI3K	DNAL4	-4.445867	4.5143697e-19
112466	PI3K	LRRC23	-3.2932532	4.654497e-19
112467	PI3K	METTL27	-4.549873	5.4783805e-19
112468	PI3K	SLC26A4	-3.7388399	5.4954633e-19
112469	PI3K	INO80C	4.1082177	5.7833025e-19
112470	PI3K	AEBP1	-4.092611	8.225001e-19
112471	PI3K	CREBRF	-10.446075	1.0738565e-18
112472	PI3K	CCDC28A	-8.0606785	1.0784155e-18
112473	PI3K	BEGAIN	-4.196477	1.4032586e-18
112474	PI3K	COMMD6	-3.462439	1.5690685e-18
112475	PI3K	ARSJ	7.061081	2.0100007e-18
112476	PI3K	ZSCAN2	-3.1587434	2.398748e-18
112477	PI3K	NR2E1	-2.721518	2.7521008e-18
112478	PI3K	ZNF554	-2.6749783	3.918174e-18
112479	PI3K	MRPL10	-4.871654	4.1739062e-18
112480	PI3K	ZNF76	-2.7922559	6.565997e-18
112481	PI3K	FBXO44	-3.999734	8.471679e-18
112482	PI3K	GAREM2	-4.092739	1.016022e-17
112483	PI3K	ALG14	4.416139	1.0753555e-17
112484	PI3K	MAP1B	7.023693	1.0791793e-17
112485	PI3K	CPXM1	-4.042038	1.3784498e-17
112486	PI3K	ZNF396	-2.5380483	1.4208774e-17
112487	PI3K	MROH6	-4.4189954	1.466829e-17
112488	PI3K	CRBN	-6.8987174	1.7337987e-17
112489	PI3K	ARL2	-4.9077334	1.8169502e-17
112490	PI3K	PPP1R26	-3.724243	1.8517791e-17
112491	PI3K	RNF44	-5.734313	2.90074e-17
112492	PI3K	RTN2	-7.4856496	2.94802e-17
112493	PI3K	ACBD4	-3.2096477	3.2537904e-17
112494	PI3K	WHRN	-5.1520133	4.192168e-17
112495	PI3K	TRAPPC6A	-6.9552417	4.3202677e-17
112496	PI3K	GUSB	-2.8198977	4.418017e-17
112497	PI3K	FAM149A	-3.4666789	4.8934318e-17
112498	PI3K	SLC41A3	-3.5501084	5.4842392e-17
112499	PI3K	TAB1	-2.7748723	5.79896e-17
112500	PI3K	BRI3	-4.9842815	6.462282e-17
112501	PI3K	ETHE1	-4.9366302	9.326895e-17
112502	PI3K	SSR1	3.6511214	1.068426e-16
112503	PI3K	MIA	-3.1232572	1.090879e-16
112504	PI3K	ABTB1	-2.68688	1.2575042e-16
112505	PI3K	BPHL	-4.1101975	1.4165933e-16
112506	PI3K	C14orf178	-2.2460177	1.6265911e-16
112507	PI3K	HMGCL	-6.5234065	1.8990862e-16
112508	PI3K	KLHL24	-9.928478	2.2456315e-16
112509	PI3K	TCN2	-3.5279446	2.5730727e-16
112510	PI3K	ZMYND12	-5.4281807	2.732654e-16
112511	PI3K	GIT1	-3.0861168	2.7969343e-16
112512	PI3K	ATG5	3.2129	2.8545558e-16
112513	PI3K	METTL25B	-3.9127011	3.3125344e-16
112514	PI3K	TMEM187	-4.7641053	3.326993e-16
112515	PI3K	TMEM129	-4.441572	3.398617e-16
112516	PI3K	CHMP1B	-5.069301	3.823226e-16
112517	PI3K	MTMR2	3.6497262	4.2282516e-16
112518	PI3K	ESRP1	-5.175594	4.273868e-16
112519	PI3K	COA5	-4.992999	4.4973977e-16
112520	PI3K	WDR45	-5.468431	4.9503014e-16
112521	PI3K	GLIPR1	6.6855226	4.951546e-16
112522	PI3K	PELO	2.4308867	6.4927246e-16
112523	PI3K	LETMD1	-6.594763	6.7069255e-16
112524	PI3K	NBR1	-4.6116867	6.8732134e-16
112525	PI3K	ZNF862	-5.3833447	6.9386874e-16
112526	PI3K	ABCD4	-2.3259456	7.3991806e-16
112527	PI3K	C12orf76	-5.2851243	7.8295104e-16
112528	PI3K	CDIPTOSP	-3.8792007	8.062414e-16
112529	PI3K	ITGA10	-4.3241086	8.439336e-16
112530	PI3K	EAPP	-5.2427416	8.440228e-16
112531	PI3K	TESK2	-4.7820363	9.88026e-16
112532	PI3K	SLC25A26	-3.049309	1.0109579e-15
112533	PI3K	IGBP1	-5.9967165	1.0617834e-15
112534	PI3K	WDR48	-3.4844263	1.1294271e-15
112535	PI3K	GIGYF1	-1.8668171	1.2424506e-15
112536	PI3K	PYCARD-AS1	-3.7482758	1.2514445e-15
112537	PI3K	MYPN	4.474168	1.4130835e-15
112538	PI3K	ALDH6A1	-6.2195783	1.5936651e-15
112539	PI3K	ZNF212	-2.1971114	1.6510705e-15
112540	PI3K	AMDHD1	-6.7394834	1.8464518e-15
112541	PI3K	YPEL1	-4.76527	1.96996e-15
112542	PI3K	CLBA1	-2.3854358	2.0795497e-15
112543	PI3K	COG4	-3.827058	2.1687e-15
112544	PI3K	UCN	-3.7230146	2.2490014e-15
112545	PI3K	APOE	-2.4479744	2.3163166e-15
112546	PI3K	TNFRSF14	-5.1828446	2.320776e-15
112547	PI3K	BCKDHA	-5.7933173	3.5175915e-15
112548	PI3K	OXLD1	-3.7140195	3.5548025e-15
112549	PI3K	RGS11	-1.6780677	3.666817e-15
112550	PI3K	GPM6B	-4.9770646	3.8034778e-15
112551	PI3K	PLA2G6	-2.5958524	3.834093e-15
112552	PI3K	KLRC3	-4.6390243	4.3642437e-15
112553	PI3K	ENGASE	-3.0879414	4.552376e-15
112554	PI3K	GCLM	7.8156557	4.580429e-15
112555	PI3K	DNAJB11	5.9730697	5.3559325e-15
112556	PI3K	C6orf52	-2.8887367	5.4188755e-15
112557	PI3K	TTYH1	-3.6756978	7.0421917e-15
112558	PI3K	MUTYH	-3.4469817	7.165113e-15
112559	PI3K	TRAC	3.8063908	7.680542e-15
112560	PI3K	CHMP2A	-4.9521627	7.889392e-15
112561	PI3K	REPS2	-4.415619	8.291692e-15
112562	PI3K	NSG1	-4.9097657	8.726468e-15
112563	PI3K	OCA2	-5.8020577	1.0159526e-14
112564	PI3K	VPS11	-3.409155	1.0584676e-14
112565	PI3K	ATG4A	4.076342	1.087747e-14
112566	PI3K	SEPTIN3	-3.9233348	1.0944573e-14
112567	PI3K	RFPL2	-2.090231	1.1809199e-14
112568	PI3K	RPS28	-2.7956078	1.3997873e-14
112569	PI3K	ETV2	-2.390491	1.4011857e-14
112570	PI3K	SPACA9	-3.0057547	1.4115927e-14
112571	PI3K	CUEDC2	-4.009189	1.6220618e-14
112572	PI3K	ACVR2B	-2.925399	1.7031112e-14
112573	PI3K	DCAF4L1	3.6143596	1.932017e-14
112574	PI3K	C2orf81	-2.4052653	1.9573083e-14
112575	PI3K	FOLH1B	-3.0042431	2.0300671e-14
112576	PI3K	HPS4	-2.7887027	2.0497659e-14
112577	PI3K	C22orf46	-2.5412605	2.1509348e-14
112578	PI3K	C19orf54	-4.553377	2.2778286e-14
112579	PI3K	BMF	-15.941582	2.6045033e-14
112580	PI3K	CBY1	-2.4277015	2.927558e-14
112581	PI3K	ERMARD	-4.3985963	3.0118384e-14
112582	PI3K	GPR143	-3.124726	3.055437e-14
112583	PI3K	SLU7	-5.6567616	3.0784704e-14
112584	PI3K	DDX25	-2.3199697	3.3670532e-14
112585	PI3K	PAIP2	-3.1013784	3.4799807e-14
112586	PI3K	TEKT3	-2.516774	3.8504874e-14
112587	PI3K	GGT7	-2.2327871	4.0078228e-14
112588	PI3K	GLA	5.646406	4.3676322e-14
112589	PI3K	SLC5A2	-1.9349817	4.63769e-14
112590	PI3K	RGL2	-4.627564	4.7450667e-14
112591	PI3K	CRYBG1	6.985285	4.9032864e-14
112592	PI3K	GSTZ1	-3.6794982	4.9715376e-14
112593	PI3K	ZNF233	-3.2212772	5.239478e-14
112594	PI3K	ABHD14B	-6.0555468	5.3886176e-14
112595	PI3K	CALM1	4.513653	5.484401e-14
112596	PI3K	RAMP2	-2.1958063	5.7030566e-14
112597	PI3K	MYO5C	-4.876751	5.992856e-14
112598	PI3K	ELAC2	2.7893903	6.197235e-14
112599	PI3K	OPA3	2.1933692	6.528048e-14
112600	PI3K	MLPH	-6.237039	6.8239475e-14
112601	PI3K	BCL7A	-3.8189464	6.975381e-14
112602	PI3K	AZGP1	-5.6332474	7.391345e-14
112603	PI3K	SYCE2	-3.4037917	7.555142e-14
112604	PI3K	FBXO31	-2.7497017	7.96608e-14
112605	PI3K	PTS	5.103401	8.085592e-14
112606	PI3K	A2M	-4.1326394	8.5234825e-14
112607	PI3K	CYB5D2	-6.0174103	8.550697e-14
112608	PI3K	FAM210B	-7.7740664	9.1357206e-14
112609	PI3K	ZNF197	-2.4093342	9.944292e-14
112610	PI3K	LINC00052	3.8676076	1.0040917e-13
112611	PI3K	CYP4V2	-3.8121154	1.10809494e-13
112612	PI3K	OSGIN1	3.398262	1.1454295e-13
112613	PI3K	FAAH	-2.5423393	1.1470897e-13
112614	PI3K	DOLPP1	3.1349318	1.2726884e-13
112615	PI3K	SPATA20	-4.735942	1.3625484e-13
112616	PI3K	DNAH2	-1.9573143	1.380541e-13
112617	PI3K	TRPM1	-3.7577398	1.4260195e-13
112618	PI3K	NOA1	-4.69436	1.475228e-13
112619	PI3K	ST6GALNAC2	-8.308037	1.5051738e-13
112620	PI3K	ASMTL	-4.1953783	1.555538e-13
112621	PI3K	IFT88	-4.0641484	1.5833996e-13
112622	PI3K	NHS	4.334015	1.6506948e-13
112623	PI3K	TSG101	-3.415822	1.7979841e-13
112624	PI3K	ZNF446	-2.015462	2.3900548e-13
112625	PI3K	ARSD	-2.8806965	2.6501246e-13
112626	PI3K	NFKBIL1	-2.808572	2.6734412e-13
112627	PI3K	SPCS3	4.2402296	2.8366431e-13
112628	PI3K	OSBPL5	-3.4425747	3.0604973e-13
112629	PI3K	GRN	-7.0463066	3.1920462e-13
112630	PI3K	HSD3B7	-4.9354053	3.3457707e-13
112631	PI3K	GRHPR	-3.315847	3.48297e-13
112632	PI3K	USB1	2.736293	3.545419e-13
112633	PI3K	SURF1	-3.2098567	3.78251e-13
112634	PI3K	GGACT	-1.8470259	4.0443053e-13
112635	PI3K	ASIC1	-2.7631927	4.248683e-13
112636	PI3K	ATG14	-5.731302	4.5051766e-13
112637	PI3K	TUBB2B	5.4880285	4.515176e-13
112638	PI3K	SAR1A	3.0444033	4.7549237e-13
112639	PI3K	CDK18	-4.195622	4.759128e-13
112640	PI3K	FAM228B	-7.7152457	4.945877e-13
112641	PI3K	AAMDC	-2.8159316	4.951959e-13
112642	PI3K	C2orf68	-4.185525	5.1816884e-13
112643	PI3K	KCNG4	4.025816	5.191677e-13
112644	PI3K	RPS15A	-2.9988458	5.2184336e-13
112645	PI3K	TRIM4	-3.0954635	5.2310494e-13
112646	PI3K	HEBP1	-4.267321	5.4298124e-13
112647	PI3K	NIPSNAP1	-3.806664	5.4467054e-13
112648	PI3K	BTBD8	-4.5315795	5.6644164e-13
112649	PI3K	DMKN	-4.4215856	6.5768013e-13
112650	PI3K	CKAP4	3.8012297	6.945626e-13
112651	PI3K	HINFP	-3.377946	7.0635706e-13
112652	PI3K	SUMF2	-4.2864985	7.5427707e-13
112653	PI3K	ZNF704	-3.8413434	7.574004e-13
112654	PI3K	TMEM91	-3.2005148	8.054545e-13
112655	PI3K	BVES-AS1	-2.868275	8.425418e-13
112656	PI3K	CCNB1IP1	-5.427229	9.267825e-13
112657	PI3K	NATD1	-5.1414113	9.570249e-13
112658	PI3K	MCRIP1	-3.5671556	1.0306417e-12
112659	PI3K	ZNHIT3	-3.027186	1.0708561e-12
112660	PI3K	USE1	-3.0292523	1.1079604e-12
112661	PI3K	ZNF528	-2.9506774	1.1211949e-12
112662	PI3K	PRSS54	-2.4688241	1.1419835e-12
112663	PI3K	HEATR3	4.7461996	1.1568333e-12
112664	PI3K	SETDB1	-2.5753317	1.1629192e-12
112665	PI3K	ITM2C	-3.2072895	1.2408893e-12
112666	PI3K	PHETA1	-2.5616224	1.2495984e-12
112667	PI3K	TRIM66	-2.1968012	1.2844588e-12
112668	PI3K	SAMD13	-5.3349085	1.2964517e-12
112669	PI3K	H2AC25	-5.559426	1.3069794e-12
112670	PI3K	HACL1	-5.7790866	1.309238e-12
112671	PI3K	MAPRE1	3.7093556	1.3432004e-12
112672	PI3K	FBLN7	-4.397642	1.345941e-12
112673	PI3K	CALCOCO1	-6.1465025	1.4366337e-12
112674	PI3K	ENKD1	-3.013383	1.447013e-12
112675	PI3K	VCP	3.8565404	1.4910342e-12
112676	PI3K	H1-10	-5.755286	1.5551143e-12
112677	PI3K	WDTC1	-2.2658987	1.6075051e-12
112678	PI3K	SERPINH1	4.6474023	1.7142427e-12
112679	PI3K	PCOLCE	-4.287448	1.7241702e-12
112680	PI3K	RPP25L	-3.968708	1.8134243e-12
112681	PI3K	ADHFE1	-5.523627	1.8649862e-12
112682	PI3K	ARSG	-7.6905313	1.917544e-12
112683	PI3K	JUP	-5.668395	1.9533023e-12
112684	PI3K	PCMTD1	-4.3146067	1.9731473e-12
112685	PI3K	SEC61A1	3.7086148	2.0643693e-12
112686	PI3K	FKBP14	4.268011	2.093743e-12
112687	PI3K	EIF4B	-4.2045193	2.1301617e-12
112688	PI3K	LRRN4CL	-5.061388	2.142316e-12
112689	PI3K	TAF13	5.003299	2.1593129e-12
112690	PI3K	PGAP3	-3.015936	2.16989e-12
112691	PI3K	UBXN1	-2.1781209	2.399288e-12
112692	PI3K	MMUT	-3.6255302	2.472636e-12
112693	PI3K	AZIN2	-3.43427	2.4957792e-12
112694	PI3K	SP2	-1.7277056	2.5508478e-12
112695	PI3K	NRXN3	3.3901546	2.5615421e-12
112696	PI3K	EFHC1	-4.2904835	2.6725007e-12
112697	PI3K	SLC25A34	-2.2403116	2.6802855e-12
112698	PI3K	SYF2	-2.7704096	2.692727e-12
112699	PI3K	ABCD3	4.7038803	2.8133982e-12
112700	PI3K	FAM20B	3.0617466	2.8706486e-12
112701	PI3K	JMY	-6.8295116	2.8963058e-12
112702	PI3K	ATP8B2	-3.2862613	3.0414107e-12
112703	PI3K	C5	-4.7529755	3.1819985e-12
112704	PI3K	NR1D2	-6.2382283	3.353286e-12
112705	PI3K	SKIDA1	3.3798602	3.7230917e-12
112706	PI3K	PMM1	-3.5682456	3.8415616e-12
112707	PI3K	TMEM167A	4.667858	3.992496e-12
112708	PI3K	LRRIQ3	-2.2301185	4.028568e-12
112709	PI3K	D2HGDH	-2.743622	4.259314e-12
112710	PI3K	APBB1	-1.8220512	4.300834e-12
112711	PI3K	CLCN6	-2.833012	4.8895324e-12
112712	PI3K	PIGV	-3.905892	5.159962e-12
112713	PI3K	PUS7L	3.2661057	5.3412695e-12
112714	PI3K	TSPAN7	-4.442428	5.3925553e-12
112715	PI3K	PPP1R35	-3.300053	5.4414286e-12
112716	PI3K	FKBP10	-2.6611829	5.7703703e-12
112717	PI3K	ARSL	-3.1768084	6.37527e-12
112718	PI3K	FBXL20	-4.65165	6.631984e-12
112719	PI3K	AADAT	4.101814	6.8374885e-12
112720	PI3K	HAUS5	-2.1403692	6.9006892e-12
112721	PI3K	PCYT1A	2.8941197	6.991134e-12
112722	PI3K	ZFP41	-1.9978592	7.058059e-12
112723	PI3K	ZNF32	-3.9024363	7.534168e-12
112724	PI3K	PYCARD	-5.599321	7.5389694e-12
112725	PI3K	FRAT1	-5.9631333	7.838499e-12
112726	PI3K	SUFU	2.5146039	8.199433e-12
112727	PI3K	SAR1B	3.708755	8.267879e-12
112728	PI3K	TKFC	-2.384499	9.034794e-12
112729	PI3K	CTBS	-3.519658	9.253184e-12
112730	PI3K	MAP1LC3A	-5.6724396	1.0138905e-11
112731	PI3K	CEP68	-3.7510386	1.0550691e-11
112732	PI3K	TLCD5	-2.950803	1.1472175e-11
112733	PI3K	FNDC10	-3.9442122	1.154732e-11
112734	PI3K	MMP8	3.5234258	1.2581041e-11
112735	PI3K	KLHDC2	-7.306919	1.2677904e-11
112736	PI3K	PAN2	-4.169298	1.292015e-11
112737	PI3K	INO80B	-2.9429297	1.3232875e-11
112738	PI3K	LCMT1	-2.4384212	1.3663663e-11
112739	PI3K	NR1H3	-4.6486754	1.4148361e-11
112740	PI3K	MFSD4A	-1.8344692	1.4230722e-11
112741	PI3K	ACTR3	3.0636072	1.4714249e-11
112742	PI3K	PSMD1	4.675616	1.488126e-11
112743	PI3K	TMEM101	-3.574848	1.5290684e-11
112744	PI3K	PAOX	-1.6367548	1.6465055e-11
112745	PI3K	ZBTB8OS	4.33456	1.6465558e-11
112746	PI3K	KPNA3	3.6759903	1.7296452e-11
112747	PI3K	TXNIP	-14.101954	1.7744872e-11
112748	PI3K	BBS2	-5.117933	1.8256058e-11
112749	PI3K	ENAH	3.5598302	1.865716e-11
112750	PI3K	PARD6A	-2.4268174	1.9150735e-11
112751	PI3K	BRD3	-2.7631433	1.9838096e-11
112752	PI3K	GPX4	-4.3880754	2.0189739e-11
112753	PI3K	VPS51	-3.9096823	2.0627168e-11
112754	PI3K	PMS2P1	-3.0633416	2.0959236e-11
112755	PI3K	MLLT11	6.309506	2.2887133e-11
112756	PI3K	DNPH1	-3.3614755	2.3230745e-11
112757	PI3K	PIGZ	-3.386704	2.4345855e-11
112758	PI3K	SNX9	-7.333551	2.4576927e-11
112759	PI3K	SEC23A	3.258242	2.5363558e-11
112760	PI3K	ACAD10	-1.880807	2.5593522e-11
112761	PI3K	NUDT2	-2.8204298	2.5875947e-11
112762	PI3K	LZTFL1	-2.9951065	2.6127007e-11
112763	PI3K	C10orf95	-2.1139774	2.6515744e-11
112764	PI3K	TFR2	-1.5705748	2.91824e-11
112765	PI3K	BBS1	-2.6949837	3.020056e-11
112766	PI3K	OGDHL	-2.7099984	3.048968e-11
112767	PI3K	ATP6AP2	-2.3471153	3.0854e-11
112768	PI3K	ABCG5	-2.3135982	3.2483703e-11
112769	PI3K	TIGAR	7.9858923	3.3049043e-11
112770	PI3K	MBP	-3.1592689	3.5190156e-11
112771	PI3K	RAB6B	-2.2747564	3.5664287e-11
112772	PI3K	DIPK1B	-2.2304335	3.892104e-11
112773	PI3K	LEKR1	-2.119445	4.0955662e-11
112774	PI3K	GHDC	-3.465331	4.188042e-11
112775	PI3K	ACCS	-3.8748248	4.231611e-11
112776	PI3K	BRD8	-2.8216476	4.2956742e-11
112777	PI3K	HDAC11	-2.3191829	4.46967e-11
112778	PI3K	DHX40	-5.344922	4.4793353e-11
112779	PI3K	UBL7	-3.423467	4.5755857e-11
112780	PI3K	RETREG2	-3.767122	4.6565314e-11
112781	PI3K	DNAAF3	-2.8372662	4.7243615e-11
112782	PI3K	PCYOX1L	-5.3380036	4.8009523e-11
112783	PI3K	IDUA	-1.8600396	4.926605e-11
112784	PI3K	KANK3	-2.3947754	4.9751647e-11
112785	PI3K	ACTR1B	-2.2120464	5.011652e-11
112786	PI3K	NIT1	-2.6171415	5.4530633e-11
112787	PI3K	IPPK	2.9924395	5.4647512e-11
112788	PI3K	NDUFAF5	2.2715485	5.6006488e-11
112789	PI3K	ARPIN	-2.3664956	5.684199e-11
112790	PI3K	FUZ	-2.169388	5.684927e-11
112791	PI3K	HSPA5	5.580285	5.943076e-11
112792	PI3K	HLX	-4.595555	5.9857154e-11
112793	PI3K	ZDHHC4	-2.3107684	6.022298e-11
