"tf"	"confidence"	"target"	"mor"
"109707"	"HOXD13"	"E"	"TMPRSS11B"	1
"109708"	"HOXD13"	"E"	"TMPRSS11F"	1
"109709"	"HOXD13"	"E"	"TMX2"	1
"109710"	"HOXD13"	"E"	"TNFRSF11A"	1
"109711"	"HOXD13"	"E"	"TNPO3"	1
"109712"	"HOXD13"	"E"	"TOX"	1
"109713"	"HOXD13"	"E"	"TRAF4"	1
"109714"	"HOXD13"	"E"	"TRIO"	1
"109715"	"HOXD13"	"E"	"TRIOBP"	1
"109716"	"HOXD13"	"E"	"TSBP1"	1
"109717"	"HOXD13"	"E"	"TTBK1"	1
"109718"	"HOXD13"	"E"	"TTN"	1
"109719"	"HOXD13"	"E"	"TYSND1"	1
"109720"	"HOXD13"	"E"	"UBAP2"	1
"109721"	"HOXD13"	"E"	"UBE2W"	1
"109722"	"HOXD13"	"E"	"UGT1A7"	1
"109723"	"HOXD13"	"E"	"UGT2A3"	1
"109724"	"HOXD13"	"E"	"UGT2B10"	1
"109725"	"HOXD13"	"E"	"UGT3A1"	1
"109726"	"HOXD13"	"E"	"UMOD"	1
"109727"	"HOXD13"	"E"	"UNC93A"	1
"109728"	"HOXD13"	"E"	"UNCX"	1
"109729"	"HOXD13"	"E"	"USP40"	1
"109730"	"HOXD13"	"E"	"USP6NL"	1
"109731"	"HOXD13"	"E"	"VOPP1"	1
"109732"	"HOXD13"	"E"	"VPS13C"	1
"109733"	"HOXD13"	"E"	"WBP1L"	1
"109734"	"HOXD13"	"E"	"WRN"	1
"109735"	"HOXD13"	"E"	"XDH"	1
"109736"	"HOXD13"	"E"	"XPR1"	1
"109737"	"HOXD13"	"E"	"XXYLT1"	1
"109738"	"HOXD13"	"E"	"ZBTB7C"	1
"109739"	"HOXD13"	"E"	"ZFP82"	1
"109740"	"HOXD13"	"E"	"ZFR"	1
"109741"	"HOXD13"	"E"	"ZGRF1"	1
"109742"	"HOXD13"	"E"	"ZIC3"	1
"109743"	"HOXD13"	"E"	"ZIC5"	1
"109744"	"HOXD13"	"E"	"ZMYM2"	1
"109745"	"HOXD13"	"E"	"ZNF215"	1
"109746"	"HOXD13"	"E"	"ZNF280B"	1
"109747"	"HOXD13"	"E"	"ZNF283"	1
"109748"	"HOXD13"	"E"	"ZNF41"	1
"109749"	"HOXD13"	"E"	"ZNF48"	1
"109750"	"HOXD13"	"E"	"ZNF513"	1
"109751"	"HOXD13"	"E"	"ZNF517"	1
"109752"	"HOXD13"	"E"	"ZNF547"	1
"109753"	"HOXD13"	"E"	"ZNF681"	1
"109754"	"HOXD13"	"E"	"ZNF711"	1
"109755"	"HOXD13"	"E"	"ZNF875"	1
"109756"	"HOXD13"	"E"	"ZNRF4"	1
"109757"	"HOXD3"	"E"	"ITGA5"	1
"109758"	"HOXD3"	"E"	"ITGB1"	1
"109759"	"HOXD3"	"E"	"ITGB3"	1
"109760"	"HOXD3"	"E"	"ITGAV"	1
"109761"	"HOXD3"	"E"	"PLAU"	1
"109762"	"HOXD3"	"E"	"ABCB5"	1
"109763"	"HOXD3"	"E"	"ACAD10"	1
"109764"	"HOXD3"	"E"	"ACAD9"	1
"109765"	"HOXD3"	"E"	"ACER2"	1
"109766"	"HOXD3"	"E"	"ACOT2"	1
"109767"	"HOXD3"	"E"	"ACSL5"	1
"109768"	"HOXD3"	"E"	"ADAMTS3"	1
"109769"	"HOXD3"	"E"	"ADGRL2"	1
"109770"	"HOXD3"	"E"	"ADIPOR1"	1
"109771"	"HOXD3"	"E"	"AGMO"	1
"109772"	"HOXD3"	"E"	"AGPAT5"	1
"109773"	"HOXD3"	"E"	"AMELY"	1
"109774"	"HOXD3"	"E"	"AMPD2"	1
"109775"	"HOXD3"	"E"	"ANKHD1"	1
"109776"	"HOXD3"	"E"	"ANKHD1-EIF4EBP3"	1
"109777"	"HOXD3"	"E"	"ANKRD18A"	1
"109778"	"HOXD3"	"E"	"ANP32E"	1
"109779"	"HOXD3"	"E"	"ARHGAP32"	1
"109780"	"HOXD3"	"E"	"ARID3B"	1
"109781"	"HOXD3"	"E"	"ARMCX5"	1
"109782"	"HOXD3"	"E"	"ARPP21"	1
"109783"	"HOXD3"	"E"	"ASB10"	1
"109784"	"HOXD3"	"E"	"ATP1A1"	1
"109785"	"HOXD3"	"E"	"ATP6AP2"	1
"109786"	"HOXD3"	"E"	"BBS1"	1
"109787"	"HOXD3"	"E"	"BBS2"	1
"109788"	"HOXD3"	"E"	"BCORL1"	1
"109789"	"HOXD3"	"E"	"BPY2"	1
"109790"	"HOXD3"	"E"	"BRCC3"	1
"109791"	"HOXD3"	"E"	"BTBD3"	1
"109792"	"HOXD3"	"E"	"BTBD7"	1
"109793"	"HOXD3"	"E"	"BUB1"	1
"109794"	"HOXD3"	"E"	"C11orf42"	1
"109795"	"HOXD3"	"E"	"C1QTNF9"	1
"109796"	"HOXD3"	"E"	"C1S"	1
"109797"	"HOXD3"	"E"	"C21orf91"	1
"109798"	"HOXD3"	"E"	"C3orf52"	1
"109799"	"HOXD3"	"E"	"C8orf34"	1
"109800"	"HOXD3"	"E"	"CABYR"	1
"109801"	"HOXD3"	"E"	"CALCRL"	1
"109802"	"HOXD3"	"E"	"CAMK4"	1
"109803"	"HOXD3"	"E"	"CATSPERB"	1
"109804"	"HOXD3"	"E"	"CCDC14"	1
"109805"	"HOXD3"	"E"	"CCDC81"	1
"109806"	"HOXD3"	"E"	"CCNB3"	1
"109807"	"HOXD3"	"E"	"CDC25B"	1
"109808"	"HOXD3"	"E"	"CDH20"	1
"109809"	"HOXD3"	"E"	"CDH6"	1
"109810"	"HOXD3"	"E"	"CDKAL1"	1
"109811"	"HOXD3"	"E"	"CEACAM21"	1
"109812"	"HOXD3"	"E"	"CEP120"	1
"109813"	"HOXD3"	"E"	"CEP128"	1
"109814"	"HOXD3"	"E"	"CER1"	1
"109815"	"HOXD3"	"E"	"CERS5"	1
"109816"	"HOXD3"	"E"	"CFAP47"	1
"109817"	"HOXD3"	"E"	"CFI"	1
"109818"	"HOXD3"	"E"	"CGA"	1
"109819"	"HOXD3"	"E"	"CHD7"	1
"109820"	"HOXD3"	"E"	"CHRDL2"	1
"109821"	"HOXD3"	"E"	"CHRNB4"	1
"109822"	"HOXD3"	"E"	"CHTOP"	1
"109823"	"HOXD3"	"E"	"CLCNKB"	1
"109824"	"HOXD3"	"E"	"CLDN16"	1
"109825"	"HOXD3"	"E"	"CLEC2D"	1
"109826"	"HOXD3"	"E"	"CLINT1"	1
"109827"	"HOXD3"	"E"	"CLPSL1"	1
"109828"	"HOXD3"	"E"	"CLTA"	1
"109829"	"HOXD3"	"E"	"CNPY4"	1
"109830"	"HOXD3"	"E"	"COL14A1"	1
"109831"	"HOXD3"	"E"	"COL5A2"	1
"109832"	"HOXD3"	"E"	"CPED1"	1
"109833"	"HOXD3"	"E"	"CPSF4L"	1
"109834"	"HOXD3"	"E"	"CREBZF"	1
"109835"	"HOXD3"	"E"	"CRNN"	1
"109836"	"HOXD3"	"E"	"CSNK1A1"	1
"109837"	"HOXD3"	"E"	"CSRP3"	1
"109838"	"HOXD3"	"E"	"CST5"	1
"109839"	"HOXD3"	"E"	"CSTF3"	1
"109840"	"HOXD3"	"E"	"CTNNB1"	1
"109841"	"HOXD3"	"E"	"CUL2"	1
"109842"	"HOXD3"	"E"	"CYP8B1"	1
"109843"	"HOXD3"	"E"	"DDOST"	1
"109844"	"HOXD3"	"E"	"DDX11"	1
"109845"	"HOXD3"	"E"	"DDX42"	1
"109846"	"HOXD3"	"E"	"DDX60"	1
"109847"	"HOXD3"	"E"	"DEDD"	1
"109848"	"HOXD3"	"E"	"DEFB107B"	1
"109849"	"HOXD3"	"E"	"DENND5A"	1
"109850"	"HOXD3"	"E"	"DEPDC1"	1
"109851"	"HOXD3"	"E"	"DHX15"	1
"109852"	"HOXD3"	"E"	"DHX32"	1
"109853"	"HOXD3"	"E"	"DHX9"	1
"109854"	"HOXD3"	"E"	"DIAPH3"	1
"109855"	"HOXD3"	"E"	"DIP2C"	1
"109856"	"HOXD3"	"E"	"DIPK1B"	1
"109857"	"HOXD3"	"E"	"DNAJC16"	1
"109858"	"HOXD3"	"E"	"DNM3"	1
"109859"	"HOXD3"	"E"	"DOCK7"	1
"109860"	"HOXD3"	"E"	"DSE"	1
"109861"	"HOXD3"	"E"	"DST"	1
"109862"	"HOXD3"	"E"	"ECT2L"	1
"109863"	"HOXD3"	"E"	"EDA"	1
"109864"	"HOXD3"	"E"	"EDRF1"	1
"109865"	"HOXD3"	"E"	"EFCAB14"	1
"109866"	"HOXD3"	"E"	"EGFLAM"	1
"109867"	"HOXD3"	"E"	"EHBP1"	1
"109868"	"HOXD3"	"E"	"EID3"	1
"109869"	"HOXD3"	"E"	"EIF2AK4"	1
"109870"	"HOXD3"	"E"	"ELMOD1"	1
"109871"	"HOXD3"	"E"	"ENOX2"	1
"109872"	"HOXD3"	"E"	"ENY2"	1
"109873"	"HOXD3"	"E"	"ERBB4"	1
"109874"	"HOXD3"	"E"	"ESRRG"	1
"109875"	"HOXD3"	"E"	"FABP6"	1
"109876"	"HOXD3"	"E"	"FADS1"	1
"109877"	"HOXD3"	"E"	"FAM43B"	1
"109878"	"HOXD3"	"E"	"FAT3"	1
"109879"	"HOXD3"	"E"	"FCER2"	1
"109880"	"HOXD3"	"E"	"FEZF2"	1
"109881"	"HOXD3"	"E"	"FGD3"	1
"109882"	"HOXD3"	"E"	"FIP1L1"	1
"109883"	"HOXD3"	"E"	"FKBP2"	1
"109884"	"HOXD3"	"E"	"FLG2"	1
"109885"	"HOXD3"	"E"	"FMN2"	1
"109886"	"HOXD3"	"E"	"FNBP4"	1
"109887"	"HOXD3"	"E"	"FOXP1"	1
"109888"	"HOXD3"	"E"	"FOXP2"	1
"109889"	"HOXD3"	"E"	"FREM2"	1
"109890"	"HOXD3"	"E"	"FRG2"	1
"109891"	"HOXD3"	"E"	"FRG2B"	1
"109892"	"HOXD3"	"E"	"FRG2C"	1
"109893"	"HOXD3"	"E"	"FRYL"	1
"109894"	"HOXD3"	"E"	"FZD6"	1
"109895"	"HOXD3"	"E"	"GAPDHS"	1
"109896"	"HOXD3"	"E"	"GARNL3"	1
"109897"	"HOXD3"	"E"	"GBE1"	1
"109898"	"HOXD3"	"E"	"GEMIN8"	1
"109899"	"HOXD3"	"E"	"GFI1"	1
"109900"	"HOXD3"	"E"	"GFRAL"	1
"109901"	"HOXD3"	"E"	"GHR"	1
"109902"	"HOXD3"	"E"	"GLO1"	1
"109903"	"HOXD3"	"E"	"GLYATL3"	1
"109904"	"HOXD3"	"E"	"GNAS"	1
"109905"	"HOXD3"	"E"	"GNAT3"	1
"109906"	"HOXD3"	"E"	"GNL3"	1
"109907"	"HOXD3"	"E"	"GNS"	1
"109908"	"HOXD3"	"E"	"GORAB"	1
"109909"	"HOXD3"	"E"	"GPR137"	1
"109910"	"HOXD3"	"E"	"GPR176"	1
"109911"	"HOXD3"	"E"	"GPR89A"	1
"109912"	"HOXD3"	"E"	"GPRC5C"	1
"109913"	"HOXD3"	"E"	"GSPT2"	1
"109914"	"HOXD3"	"E"	"HECTD1"	1
"109915"	"HOXD3"	"E"	"HEXIM2"	1
"109916"	"HOXD3"	"E"	"HEY2"	1
"109917"	"HOXD3"	"E"	"HLF"	1
"109918"	"HOXD3"	"E"	"HMSD"	1
"109919"	"HOXD3"	"E"	"HNF4G"	1
"109920"	"HOXD3"	"E"	"HRH2"	1
"109921"	"HOXD3"	"E"	"HSD11B1"	1
"109922"	"HOXD3"	"E"	"IDE"	1
"109923"	"HOXD3"	"E"	"IDO2"	1
"109924"	"HOXD3"	"E"	"IFI6"	1
"109925"	"HOXD3"	"E"	"IFNA7"	1
"109926"	"HOXD3"	"E"	"IKZF3"	1
"109927"	"HOXD3"	"E"	"IL6ST"	1
"109928"	"HOXD3"	"E"	"IPCEF1"	1
"109929"	"HOXD3"	"E"	"ITGA6"	1
"109930"	"HOXD3"	"E"	"JADE3"	1
"109931"	"HOXD3"	"E"	"JAZF1"	1
"109932"	"HOXD3"	"E"	"KCNIP2"	1
"109933"	"HOXD3"	"E"	"KCTD3"	1
"109934"	"HOXD3"	"E"	"KIF3A"	1
"109935"	"HOXD3"	"E"	"KLF7"	1
"109936"	"HOXD3"	"E"	"KLHL12"	1
"109937"	"HOXD3"	"E"	"KLHL34"	1
"109938"	"HOXD3"	"E"	"KMT2E"	1
"109939"	"HOXD3"	"E"	"KRT28"	1
"109940"	"HOXD3"	"E"	"KRT71"	1
"109941"	"HOXD3"	"E"	"KRTAP17-1"	1
"109942"	"HOXD3"	"E"	"KRTAP2-4"	1
"109943"	"HOXD3"	"E"	"LARP1B"	1
"109944"	"HOXD3"	"E"	"LARP4"	1
"109945"	"HOXD3"	"E"	"LCMT1"	1
"109946"	"HOXD3"	"E"	"LGALS12"	1
"109947"	"HOXD3"	"E"	"LIMS1"	1
"109948"	"HOXD3"	"E"	"LIPC"	1
"109949"	"HOXD3"	"E"	"LIX1"	1
"109950"	"HOXD3"	"E"	"LMNTD1"	1
"109951"	"HOXD3"	"E"	"LMO1"	1
"109952"	"HOXD3"	"E"	"LNX1"	1
"109953"	"HOXD3"	"E"	"LRFN5"	1
"109954"	"HOXD3"	"E"	"LTBP4"	1
"109955"	"HOXD3"	"E"	"LYG2"	1
"109956"	"HOXD3"	"E"	"MAP3K7"	1
"109957"	"HOXD3"	"E"	"MAP4K5"	1
"109958"	"HOXD3"	"E"	"MAP7D1"	1
"109959"	"HOXD3"	"E"	"MARCHF9"	1
"109960"	"HOXD3"	"E"	"MAST4"	1
"109961"	"HOXD3"	"E"	"MCM7"	1
"109962"	"HOXD3"	"E"	"MDGA2"	1
"109963"	"HOXD3"	"E"	"MEI1"	1
"109964"	"HOXD3"	"E"	"MEIS2"	1
"109965"	"HOXD3"	"E"	"MFN1"	1
"109966"	"HOXD3"	"E"	"MICAL3"	1
"109967"	"HOXD3"	"E"	"MIDEAS"	1
"109968"	"HOXD3"	"E"	"MKNK1"	1
"109969"	"HOXD3"	"E"	"MLF2"	1
"109970"	"HOXD3"	"E"	"MLXIP"	1
"109971"	"HOXD3"	"E"	"MMP3"	1
"109972"	"HOXD3"	"E"	"MMP8"	1
"109973"	"HOXD3"	"E"	"MORF4L2"	1
"109974"	"HOXD3"	"E"	"MRPL38"	1
"109975"	"HOXD3"	"E"	"MSI2"	1
"109976"	"HOXD3"	"E"	"MYC"	1
"109977"	"HOXD3"	"E"	"MYO3A"	1
"109978"	"HOXD3"	"E"	"MYOCD"	1
"109979"	"HOXD3"	"E"	"NADK2"	1
"109980"	"HOXD3"	"E"	"NAIF1"	1
"109981"	"HOXD3"	"E"	"NAV2"	1
"109982"	"HOXD3"	"E"	"NAXD"	1
"109983"	"HOXD3"	"E"	"NCK1"	1
"109984"	"HOXD3"	"E"	"NCOA3"	1
"109985"	"HOXD3"	"E"	"NEMF"	1
"109986"	"HOXD3"	"E"	"NF1"	1
"109987"	"HOXD3"	"E"	"NFE2L1"	1
"109988"	"HOXD3"	"E"	"NHLRC4"	1
"109989"	"HOXD3"	"E"	"NKX6-3"	1
"109990"	"HOXD3"	"E"	"NLGN2"	1
"109991"	"HOXD3"	"E"	"NOP14"	1
"109992"	"HOXD3"	"E"	"NOXO1"	1
"109993"	"HOXD3"	"E"	"NPAS4"	1
"109994"	"HOXD3"	"E"	"NPY5R"	1
"109995"	"HOXD3"	"E"	"NR0B2"	1
"109996"	"HOXD3"	"E"	"NRG4"	1
"109997"	"HOXD3"	"E"	"NRXN1"	1
"109998"	"HOXD3"	"E"	"NSD1"	1
"109999"	"HOXD3"	"E"	"NT5C3A"	1
"110000"	"HOXD3"	"E"	"NUP98"	1
"110001"	"HOXD3"	"E"	"OGDHL"	1
"110002"	"HOXD3"	"E"	"OR13A1"	1
"110003"	"HOXD3"	"E"	"OR13C2"	1
"110004"	"HOXD3"	"E"	"OR1B1"	1
"110005"	"HOXD3"	"E"	"OR2M2"	1
"110006"	"HOXD3"	"E"	"OR2M5"	1
"110007"	"HOXD3"	"E"	"OR52I1"	1
"110008"	"HOXD3"	"E"	"OR5AS1"	1
"110009"	"HOXD3"	"E"	"OR5H6"	1
"110010"	"HOXD3"	"E"	"OR5L1"	1
"110011"	"HOXD3"	"E"	"OR5L2"	1
"110012"	"HOXD3"	"E"	"OR5P2"	1
"110013"	"HOXD3"	"E"	"OR5T1"	1
"110014"	"HOXD3"	"E"	"OR6M1"	1
"110015"	"HOXD3"	"E"	"OR8A1"	1
"110016"	"HOXD3"	"E"	"OR8G1"	1
"110017"	"HOXD3"	"E"	"OR8U1"	1
"110018"	"HOXD3"	"E"	"OVOL1"	1
"110019"	"HOXD3"	"E"	"PABPC1L"	1
"110020"	"HOXD3"	"E"	"PALLD"	1
"110021"	"HOXD3"	"E"	"PAPOLG"	1
"110022"	"HOXD3"	"E"	"PAQR3"	1
"110023"	"HOXD3"	"E"	"PARVB"	1
"110024"	"HOXD3"	"E"	"PBX3"	1
"110025"	"HOXD3"	"E"	"PCDHB12"	1
"110026"	"HOXD3"	"E"	"PCDHGA3"	1
"110027"	"HOXD3"	"E"	"PCDHGA7"	1
"110028"	"HOXD3"	"E"	"PDE4B"	1
"110029"	"HOXD3"	"E"	"PDHB"	1
"110030"	"HOXD3"	"E"	"PDPR"	1
"110031"	"HOXD3"	"E"	"PDS5B"	1
"110032"	"HOXD3"	"E"	"PHF20L1"	1
"110033"	"HOXD3"	"E"	"PIGQ"	1
"110034"	"HOXD3"	"E"	"PLAG1"	1
"110035"	"HOXD3"	"E"	"PLEKHS1"	1
"110036"	"HOXD3"	"E"	"PLXNA4"	1
"110037"	"HOXD3"	"E"	"POT1"	1
"110038"	"HOXD3"	"E"	"POU2F1"	1
"110039"	"HOXD3"	"E"	"PPEF1"	1
"110040"	"HOXD3"	"E"	"PPEF2"	1
"110041"	"HOXD3"	"E"	"PPFIA2"	1
"110042"	"HOXD3"	"E"	"PPP1R12A"	1
"110043"	"HOXD3"	"E"	"PPP2R5E"	1
"110044"	"HOXD3"	"E"	"PPP6R3"	1
"110045"	"HOXD3"	"E"	"PRKAG1"	1
"110046"	"HOXD3"	"E"	"PRKCH"	1
"110047"	"HOXD3"	"E"	"PRKG1"	1
"110048"	"HOXD3"	"E"	"PRPSAP2"	1
"110049"	"HOXD3"	"E"	"PRSS1"	1
"110050"	"HOXD3"	"E"	"PRUNE2"	1
"110051"	"HOXD3"	"E"	"PTPRC"	1
"110052"	"HOXD3"	"E"	"PTPRR"	1
"110053"	"HOXD3"	"E"	"PYGM"	1
"110054"	"HOXD3"	"E"	"QTRT2"	1
"110055"	"HOXD3"	"E"	"RAB3D"	1
"110056"	"HOXD3"	"E"	"RABGAP1L"	1
"110057"	"HOXD3"	"E"	"RAD1"	1
"110058"	"HOXD3"	"E"	"RAPGEF6"	1
"110059"	"HOXD3"	"E"	"RASGRF1"	1
"110060"	"HOXD3"	"E"	"RBBP8"	1
"110061"	"HOXD3"	"E"	"RBL2"	1
"110062"	"HOXD3"	"E"	"RBM33"	1
"110063"	"HOXD3"	"E"	"RBM34"	1
"110064"	"HOXD3"	"E"	"RBMXL2"	1
"110065"	"HOXD3"	"E"	"RBMY1F"	1
"110066"	"HOXD3"	"E"	"RBSN"	1
"110067"	"HOXD3"	"E"	"RC3H2"	1
"110068"	"HOXD3"	"E"	"RCAN1"	1
"110069"	"HOXD3"	"E"	"RCC2"	1
"110070"	"HOXD3"	"E"	"RFXANK"	1
"110071"	"HOXD3"	"E"	"RGS12"	1
"110072"	"HOXD3"	"E"	"RGS6"	1
"110073"	"HOXD3"	"E"	"RIF1"	1
"110074"	"HOXD3"	"E"	"RIOX2"	1
"110075"	"HOXD3"	"E"	"RLN2"	1
"110076"	"HOXD3"	"E"	"RNF149"	1
"110077"	"HOXD3"	"E"	"RNF20"	1
"110078"	"HOXD3"	"E"	"RP1L1"	1
"110079"	"HOXD3"	"E"	"RSF1"	1
"110080"	"HOXD3"	"E"	"RUNDC3B"	1
"110081"	"HOXD3"	"E"	"RYR2"	1
"110082"	"HOXD3"	"E"	"SCAF4"	1
"110083"	"HOXD3"	"E"	"SCN11A"	1
"110084"	"HOXD3"	"E"	"SCN1A"	1
"110085"	"HOXD3"	"E"	"SDR9C7"	1
"110086"	"HOXD3"	"E"	"SEC23B"	1
"110087"	"HOXD3"	"E"	"SEC63"	1
"110088"	"HOXD3"	"E"	"SELP"	1
"110089"	"HOXD3"	"E"	"SEMA3D"	1
"110090"	"HOXD3"	"E"	"SEMA5B"	1
"110091"	"HOXD3"	"E"	"SEMA6D"	1
"110092"	"HOXD3"	"E"	"SENP2"	1
"110093"	"HOXD3"	"E"	"SERPINB9"	1
"110094"	"HOXD3"	"E"	"SGCG"	1
"110095"	"HOXD3"	"E"	"SIRPB2"	1
"110096"	"HOXD3"	"E"	"SLAIN1"	1
"110097"	"HOXD3"	"E"	"SLC10A6"	1
"110098"	"HOXD3"	"E"	"SLC12A6"	1
"110099"	"HOXD3"	"E"	"SLC12A8"	1
"110100"	"HOXD3"	"E"	"SLC13A3"	1
"110101"	"HOXD3"	"E"	"SLC15A5"	1
"110102"	"HOXD3"	"E"	"SLC16A2"	1
"110103"	"HOXD3"	"E"	"SLC18B1"	1
"110104"	"HOXD3"	"E"	"SLC1A6"	1
"110105"	"HOXD3"	"E"	"SLC25A25"	1
"110106"	"HOXD3"	"E"	"SLC35B4"	1
"110107"	"HOXD3"	"E"	"SLC35G1"	1
"110108"	"HOXD3"	"E"	"SLC7A3"	1
"110109"	"HOXD3"	"E"	"SLCO1B1"	1
"110110"	"HOXD3"	"E"	"SLCO1B3"	1
"110111"	"HOXD3"	"E"	"SLITRK1"	1
"110112"	"HOXD3"	"E"	"SMAP2"	1
"110113"	"HOXD3"	"E"	"SMYD3"	1
"110114"	"HOXD3"	"E"	"SNAP91"	1
"110115"	"HOXD3"	"E"	"SNX16"	1
"110116"	"HOXD3"	"E"	"SOX4"	1
"110117"	"HOXD3"	"E"	"SOX5"	1
"110118"	"HOXD3"	"E"	"SP8"	1
"110119"	"HOXD3"	"E"	"STAP1"	1
"110120"	"HOXD3"	"E"	"STPG1"	1
"110121"	"HOXD3"	"E"	"SUCLG1"	1
"110122"	"HOXD3"	"E"	"SUGP1"	1
"110123"	"HOXD3"	"E"	"SUPT3H"	1
"110124"	"HOXD3"	"E"	"SVIL"	1
"110125"	"HOXD3"	"E"	"SYNPO2L"	1
"110126"	"HOXD3"	"E"	"TACC2"	1
"110127"	"HOXD3"	"E"	"TAF6"	1
"110128"	"HOXD3"	"E"	"TAFA1"	1
"110129"	"HOXD3"	"E"	"TAOK3"	1
"110130"	"HOXD3"	"E"	"TBC1D4"	1
"110131"	"HOXD3"	"E"	"TCEANC"	1
"110132"	"HOXD3"	"E"	"TEPP"	1
"110133"	"HOXD3"	"E"	"TEX38"	1
"110134"	"HOXD3"	"E"	"TFIP11"	1
"110135"	"HOXD3"	"E"	"THOC2"	1
"110136"	"HOXD3"	"E"	"THRA"	1
"110137"	"HOXD3"	"E"	"THTPA"	1
"110138"	"HOXD3"	"E"	"TIRAP"	1
"110139"	"HOXD3"	"E"	"TMC1"	1
"110140"	"HOXD3"	"E"	"TMCC1"	1
"110141"	"HOXD3"	"E"	"TMEM126A"	1
"110142"	"HOXD3"	"E"	"TMEM165"	1
"110143"	"HOXD3"	"E"	"TMEM247"	1
"110144"	"HOXD3"	"E"	"TMEM255A"	1
"110145"	"HOXD3"	"E"	"TMEM263"	1
"110146"	"HOXD3"	"E"	"TMPRSS15"	1
"110147"	"HOXD3"	"E"	"TNFRSF9"	1
"110148"	"HOXD3"	"E"	"TNFSF15"	1
"110149"	"HOXD3"	"E"	"TNIP3"	1
"110150"	"HOXD3"	"E"	"TNRC6A"	1
"110151"	"HOXD3"	"E"	"TPM3"	1
"110152"	"HOXD3"	"E"	"TRA2A"	1
"110153"	"HOXD3"	"E"	"TRAFD1"	1
"110154"	"HOXD3"	"E"	"TRAPPC13"	1
"110155"	"HOXD3"	"E"	"TRIM49B"	1
"110156"	"HOXD3"	"E"	"TRIM58"	1
"110157"	"HOXD3"	"E"	"TRMT2B"	1
"110158"	"HOXD3"	"E"	"TSPAN33"	1
"110159"	"HOXD3"	"E"	"TTC30A"	1
"110160"	"HOXD3"	"E"	"UBAC2"	1
"110161"	"HOXD3"	"E"	"UBR2"	1
"110162"	"HOXD3"	"E"	"UBR3"	1
"110163"	"HOXD3"	"E"	"UFM1"	1
"110164"	"HOXD3"	"E"	"UGP2"	1
"110165"	"HOXD3"	"E"	"UGT2A1"	1
"110166"	"HOXD3"	"E"	"UGT8"	1
"110167"	"HOXD3"	"E"	"UMODL1"	1
"110168"	"HOXD3"	"E"	"UNKL"	1
"110169"	"HOXD3"	"E"	"UQCRB"	1
"110170"	"HOXD3"	"E"	"USP30"	1
"110171"	"HOXD3"	"E"	"USP34"	1
"110172"	"HOXD3"	"E"	"UTRN"	1
"110173"	"HOXD3"	"E"	"UTY"	1
"110174"	"HOXD3"	"E"	"UXS1"	1
"110175"	"HOXD3"	"E"	"VPS13A"	1
"110176"	"HOXD3"	"E"	"VTCN1"	1
"110177"	"HOXD3"	"E"	"WDR35"	1
"110178"	"HOXD3"	"E"	"WHRN"	1
"110179"	"HOXD3"	"E"	"ZFP64"	1
"110180"	"HOXD3"	"E"	"ZG16"	1
"110181"	"HOXD3"	"E"	"ZGRF1"	1
"110182"	"HOXD3"	"E"	"ZNF280B"	1
"110183"	"HOXD3"	"E"	"ZNF300"	1
"110184"	"HOXD3"	"E"	"ZNF311"	1
"110185"	"HOXD3"	"E"	"ZNF365"	1
"110186"	"HOXD3"	"E"	"ZNF431"	1
"110187"	"HOXD3"	"E"	"ZNF559"	1
"110188"	"HOXD3"	"E"	"ZNF573"	1
"110189"	"HOXD3"	"E"	"ZNF680"	1
"110190"	"HOXD3"	"E"	"ZNF714"	1
"110191"	"HOXD3"	"E"	"ZNF729"	1
"110192"	"HOXD3"	"E"	"ZNF99"	1
"110193"	"HOXD8"	"E"	"CDKN2A"	1
"110194"	"HOXD8"	"E"	"HOXD9"	1
"110195"	"HOXD8"	"E"	"A2M"	1
"110196"	"HOXD8"	"E"	"ABCA8"	1
"110197"	"HOXD8"	"E"	"ABCB5"	1
"110198"	"HOXD8"	"E"	"ABCC9"	1
"110199"	"HOXD8"	"E"	"ABCD2"	1
"110200"	"HOXD8"	"E"	"ABRAXAS1"	1
"110201"	"HOXD8"	"E"	"ACSS1"	1
"110202"	"HOXD8"	"E"	"ACTBL2"	1
"110203"	"HOXD8"	"E"	"ACTL7A"	1
"110204"	"HOXD8"	"E"	"ADAM33"	1
"110205"	"HOXD8"	"E"	"ADARB2"	1
"110206"	"HOXD8"	"E"	"ADCY4"	1
"110207"	"HOXD8"	"E"	"ADD3"	1
"110208"	"HOXD8"	"E"	"ADGRE2"	1
"110209"	"HOXD8"	"E"	"ADGRV1"	1
"110210"	"HOXD8"	"E"	"AFAP1L1"	1
"110211"	"HOXD8"	"E"	"ALG14"	1
"110212"	"HOXD8"	"E"	"AMY2B"	1
"110213"	"HOXD8"	"E"	"ANGPTL2"	1
"110214"	"HOXD8"	"E"	"ANGPTL6"	1
"110215"	"HOXD8"	"E"	"ANK2"	1
"110216"	"HOXD8"	"E"	"ANO4"	1
"110217"	"HOXD8"	"E"	"ANXA2R"	1
"110218"	"HOXD8"	"E"	"AOC3"	1
"110219"	"HOXD8"	"E"	"ARAP2"	1
"110220"	"HOXD8"	"E"	"ARHGAP17"	1
"110221"	"HOXD8"	"E"	"ARHGAP19"	1
"110222"	"HOXD8"	"E"	"ARHGAP28"	1
"110223"	"HOXD8"	"E"	"ARHGDIB"	1
