"tf"	"confidence"	"target"	"mor"
"301473"	"ZHX1"	"D"	"LINC00324"	-1
"301474"	"ZHX1"	"D"	"LINC00689"	-1
"301475"	"ZHX1"	"D"	"LINC00887"	-1
"301476"	"ZHX1"	"D"	"LINC00917"	-1
"301477"	"ZHX1"	"D"	"LINC00921"	-1
"301478"	"ZHX1"	"D"	"LINC00963"	-1
"301479"	"ZHX1"	"D"	"LINC01270"	-1
"301480"	"ZHX1"	"D"	"LINC01816"	-1
"301481"	"ZHX1"	"D"	"LINC01962"	-1
"301482"	"ZHX1"	"D"	"LITAF"	-1
"301483"	"ZHX1"	"D"	"LMNA"	-1
"301484"	"ZHX1"	"D"	"LRRC8A"	-1
"301485"	"ZHX1"	"D"	"LSR"	-1
"301486"	"ZHX1"	"D"	"LTBP3"	-1
"301487"	"ZHX1"	"D"	"LTBP4"	-1
"301488"	"ZHX1"	"D"	"LUC7L2"	-1
"301489"	"ZHX1"	"D"	"MACROD1"	-1
"301490"	"ZHX1"	"D"	"MADD"	-1
"301491"	"ZHX1"	"D"	"MAFA"	-1
"301492"	"ZHX1"	"D"	"MAFK"	-1
"301493"	"ZHX1"	"D"	"MALAT1"	-1
"301494"	"ZHX1"	"D"	"MAP1LC3B"	-1
"301495"	"ZHX1"	"D"	"MAP2K3"	-1
"301496"	"ZHX1"	"D"	"MAP3K14"	-1
"301497"	"ZHX1"	"D"	"MAPK8IP3"	-1
"301498"	"ZHX1"	"D"	"MAST1"	-1
"301499"	"ZHX1"	"D"	"MCRIP2"	-1
"301500"	"ZHX1"	"D"	"MECOM"	-1
"301501"	"ZHX1"	"D"	"MED15"	-1
"301502"	"ZHX1"	"D"	"MED16"	-1
"301503"	"ZHX1"	"D"	"MFSD12"	-1
"301504"	"ZHX1"	"D"	"MFSD3"	-1
"301505"	"ZHX1"	"D"	"MGRN1"	-1
"301506"	"ZHX1"	"D"	"MIDEAS"	-1
"301507"	"ZHX1"	"D"	"MIDN"	-1
"301508"	"ZHX1"	"D"	"MIR23A"	-1
"301509"	"ZHX1"	"D"	"MIR4321"	-1
"301510"	"ZHX1"	"D"	"MIR4521"	-1
"301511"	"ZHX1"	"D"	"MIR99AHG"	-1
"301512"	"ZHX1"	"D"	"MIRLET7BHG"	-1
"301513"	"ZHX1"	"D"	"MKNK2"	-1
"301514"	"ZHX1"	"D"	"MLXIPL"	-1
"301515"	"ZHX1"	"D"	"MNT"	-1
"301516"	"ZHX1"	"D"	"MPZL1"	-1
"301517"	"ZHX1"	"D"	"MRGBP"	-1
"301518"	"ZHX1"	"D"	"MRPL34"	-1
"301519"	"ZHX1"	"D"	"MXI1"	-1
"301520"	"ZHX1"	"D"	"MYC"	-1
"301521"	"ZHX1"	"D"	"MYO18A"	-1
"301522"	"ZHX1"	"D"	"MYO1E"	-1
"301523"	"ZHX1"	"D"	"NACC2"	-1
"301524"	"ZHX1"	"D"	"NALT1"	-1
"301525"	"ZHX1"	"D"	"NANOS3"	-1
"301526"	"ZHX1"	"D"	"NCOR2"	-1
"301527"	"ZHX1"	"D"	"NCS1"	-1
"301528"	"ZHX1"	"D"	"NDUFC1"	-1
"301529"	"ZHX1"	"D"	"NEAT1"	-1
"301530"	"ZHX1"	"D"	"NECAB3"	-1
"301531"	"ZHX1"	"D"	"NEDD4"	-1
"301532"	"ZHX1"	"D"	"NEDD4L"	-1
"301533"	"ZHX1"	"D"	"NEK6"	-1
"301534"	"ZHX1"	"D"	"NFIA"	-1
"301535"	"ZHX1"	"D"	"NFIC"	-1
"301536"	"ZHX1"	"D"	"NFIX"	-1
"301537"	"ZHX1"	"D"	"NIBAN2"	-1
"301538"	"ZHX1"	"D"	"NMT1"	-1
"301539"	"ZHX1"	"D"	"NOL4L"	-1
"301540"	"ZHX1"	"D"	"NOTCH1"	-1
"301541"	"ZHX1"	"D"	"NR1H3"	-1
"301542"	"ZHX1"	"D"	"NR4A1"	-1
"301543"	"ZHX1"	"D"	"NRARP"	-1
"301544"	"ZHX1"	"D"	"NSUN4"	-1
"301545"	"ZHX1"	"D"	"NTMT1"	-1
"301546"	"ZHX1"	"D"	"OLFML2A"	-1
"301547"	"ZHX1"	"D"	"OSBP2"	-1
"301548"	"ZHX1"	"D"	"OSBPL3"	-1
"301549"	"ZHX1"	"D"	"OSBPL5"	-1
"301550"	"ZHX1"	"D"	"OSBPL9"	-1
"301551"	"ZHX1"	"D"	"PACSIN2"	-1
"301552"	"ZHX1"	"D"	"PACSIN3"	-1
"301553"	"ZHX1"	"D"	"PAWR"	-1
"301554"	"ZHX1"	"D"	"PBX1"	-1
"301555"	"ZHX1"	"D"	"PC"	-1
"301556"	"ZHX1"	"D"	"PCBP1"	-1
"301557"	"ZHX1"	"D"	"PDE2A"	-1
"301558"	"ZHX1"	"D"	"PDE4A"	-1
"301559"	"ZHX1"	"D"	"PDE4D"	-1
"301560"	"ZHX1"	"D"	"PDXK"	-1
"301561"	"ZHX1"	"D"	"PDZD2"	-1
"301562"	"ZHX1"	"D"	"PER1"	-1
"301563"	"ZHX1"	"D"	"PHF19"	-1
"301564"	"ZHX1"	"D"	"PHLDA2"	-1
"301565"	"ZHX1"	"D"	"PHLDB2"	-1
"301566"	"ZHX1"	"D"	"PHPT1"	-1
"301567"	"ZHX1"	"D"	"PIEZO1"	-1
"301568"	"ZHX1"	"D"	"PIK3C2B"	-1
"301569"	"ZHX1"	"D"	"PIK3R2"	-1
"301570"	"ZHX1"	"D"	"PIP5KL1"	-1
"301571"	"ZHX1"	"D"	"PITPNM3"	-1
"301572"	"ZHX1"	"D"	"PKN3"	-1
"301573"	"ZHX1"	"D"	"PLA2G6"	-1
"301574"	"ZHX1"	"D"	"PLB1"	-1
"301575"	"ZHX1"	"D"	"PLCD3"	-1
"301576"	"ZHX1"	"D"	"PLD1"	-1
"301577"	"ZHX1"	"D"	"PLEC"	-1
"301578"	"ZHX1"	"D"	"PLEKHG5"	-1
"301579"	"ZHX1"	"D"	"PLLP"	-1
"301580"	"ZHX1"	"D"	"PLXDC1"	-1
"301581"	"ZHX1"	"D"	"PNKP"	-1
"301582"	"ZHX1"	"D"	"PODXL"	-1
"301583"	"ZHX1"	"D"	"POLRMT"	-1
"301584"	"ZHX1"	"D"	"PPCDC"	-1
"301585"	"ZHX1"	"D"	"PPFIA3"	-1
"301586"	"ZHX1"	"D"	"PPM1F"	-1
"301587"	"ZHX1"	"D"	"PPP1CA"	-1
"301588"	"ZHX1"	"D"	"PRKAG2"	-1
"301589"	"ZHX1"	"D"	"PRKCE"	-1
"301590"	"ZHX1"	"D"	"PRKCH"	-1
"301591"	"ZHX1"	"D"	"PRMT1"	-1
"301592"	"ZHX1"	"D"	"PRPF31"	-1
"301593"	"ZHX1"	"D"	"PRRC2B"	-1
"301594"	"ZHX1"	"D"	"PTGDS"	-1
"301595"	"ZHX1"	"D"	"PTGES"	-1
"301596"	"ZHX1"	"D"	"PTK2"	-1
"301597"	"ZHX1"	"D"	"PTK2B"	-1
"301598"	"ZHX1"	"D"	"PTK6"	-1
"301599"	"ZHX1"	"D"	"PTMA"	-1
"301600"	"ZHX1"	"D"	"PTP4A1"	-1
"301601"	"ZHX1"	"D"	"PTP4A2"	-1
"301602"	"ZHX1"	"D"	"PTPA"	-1
"301603"	"ZHX1"	"D"	"PTRH1"	-1
"301604"	"ZHX1"	"D"	"PVT1"	-1
"301605"	"ZHX1"	"D"	"PXN"	-1
"301606"	"ZHX1"	"D"	"RAB27A"	-1
"301607"	"ZHX1"	"D"	"RABL6"	-1
"301608"	"ZHX1"	"D"	"RAD51B"	-1
"301609"	"ZHX1"	"D"	"RAD9A"	-1
"301610"	"ZHX1"	"D"	"RAI1"	-1
"301611"	"ZHX1"	"D"	"RALGDS"	-1
"301612"	"ZHX1"	"D"	"RAP1GAP"	-1
"301613"	"ZHX1"	"D"	"RARA"	-1
"301614"	"ZHX1"	"D"	"RARG"	-1
"301615"	"ZHX1"	"D"	"RCC1"	-1
"301616"	"ZHX1"	"D"	"RERE"	-1
"301617"	"ZHX1"	"D"	"RFX2"	-1
"301618"	"ZHX1"	"D"	"RHO"	-1
"301619"	"ZHX1"	"D"	"RHOD"	-1
"301620"	"ZHX1"	"D"	"RHOF"	-1
"301621"	"ZHX1"	"D"	"RHPN1"	-1
"301622"	"ZHX1"	"D"	"RPL3"	-1
"301623"	"ZHX1"	"D"	"RPS29"	-1
"301624"	"ZHX1"	"D"	"RREB1"	-1
"301625"	"ZHX1"	"D"	"RTEL1"	-1
"301626"	"ZHX1"	"D"	"RTN4"	-1
"301627"	"ZHX1"	"D"	"RUNX1"	-1
"301628"	"ZHX1"	"D"	"RUSC1"	-1
"301629"	"ZHX1"	"D"	"RXRA"	-1
"301630"	"ZHX1"	"D"	"S100A11"	-1
"301631"	"ZHX1"	"D"	"S100A2"	-1
"301632"	"ZHX1"	"D"	"SARS1"	-1
"301633"	"ZHX1"	"D"	"SBNO2"	-1
"301634"	"ZHX1"	"D"	"SCAMP4"	-1
"301635"	"ZHX1"	"D"	"SCAMP5"	-1
"301636"	"ZHX1"	"D"	"SEC14L1"	-1
"301637"	"ZHX1"	"D"	"SEMA4B"	-1
"301638"	"ZHX1"	"D"	"SEPTIN9"	-1
"301639"	"ZHX1"	"D"	"SET"	-1
"301640"	"ZHX1"	"D"	"SFN"	-1
"301641"	"ZHX1"	"D"	"SGK1"	-1
"301642"	"ZHX1"	"D"	"SH2D6"	-1
"301643"	"ZHX1"	"D"	"SH3BP5"	-1
"301644"	"ZHX1"	"D"	"SIN3A"	-1
"301645"	"ZHX1"	"D"	"SIPA1"	-1
"301646"	"ZHX1"	"D"	"SLC12A7"	-1
"301647"	"ZHX1"	"D"	"SLC16A3"	-1
"301648"	"ZHX1"	"D"	"SLC16A5"	-1
"301649"	"ZHX1"	"D"	"SLC25A37"	-1
"301650"	"ZHX1"	"D"	"SLC27A1"	-1
"301651"	"ZHX1"	"D"	"SLC29A2"	-1
"301652"	"ZHX1"	"D"	"SLC38A2"	-1
"301653"	"ZHX1"	"D"	"SLC3A2"	-1
"301654"	"ZHX1"	"D"	"SLC43A2"	-1
"301655"	"ZHX1"	"D"	"SLCO3A1"	-1
"301656"	"ZHX1"	"D"	"SMAD3"	-1
"301657"	"ZHX1"	"D"	"SMAD7"	-1
"301658"	"ZHX1"	"D"	"SOD2"	-1
"301659"	"ZHX1"	"D"	"SOGA1"	-1
"301660"	"ZHX1"	"D"	"SORBS3"	-1
"301661"	"ZHX1"	"D"	"SOX13"	-1
"301662"	"ZHX1"	"D"	"SQSTM1"	-1
"301663"	"ZHX1"	"D"	"SREBF1"	-1
"301664"	"ZHX1"	"D"	"SREBF2-AS1"	-1
"301665"	"ZHX1"	"D"	"SRRM2"	-1
"301666"	"ZHX1"	"D"	"SSBP4"	-1
"301667"	"ZHX1"	"D"	"STAT3"	-1
"301668"	"ZHX1"	"D"	"STK11"	-1
"301669"	"ZHX1"	"D"	"STXBP1"	-1
"301670"	"ZHX1"	"D"	"SULT2B1"	-1
"301671"	"ZHX1"	"D"	"TACC2"	-1
"301672"	"ZHX1"	"D"	"TAGLN2"	-1
"301673"	"ZHX1"	"D"	"TANGO2"	-1
"301674"	"ZHX1"	"D"	"TBC1D2"	-1
"301675"	"ZHX1"	"D"	"TBX1"	-1
"301676"	"ZHX1"	"D"	"TCEA2"	-1
"301677"	"ZHX1"	"D"	"TCF3"	-1
"301678"	"ZHX1"	"D"	"TEAD1"	-1
"301679"	"ZHX1"	"D"	"TFAP2A"	-1
"301680"	"ZHX1"	"D"	"TFAP4"	-1
"301681"	"ZHX1"	"D"	"TFRC"	-1
"301682"	"ZHX1"	"D"	"TGFBR3"	-1
"301683"	"ZHX1"	"D"	"TGIF1"	-1
"301684"	"ZHX1"	"D"	"TGM2"	-1
"301685"	"ZHX1"	"D"	"THRA"	-1
"301686"	"ZHX1"	"D"	"TJP3"	-1
"301687"	"ZHX1"	"D"	"TKT"	-1
"301688"	"ZHX1"	"D"	"TLCD1"	-1
"301689"	"ZHX1"	"D"	"TMEM134"	-1
"301690"	"ZHX1"	"D"	"TMEM184A"	-1
"301691"	"ZHX1"	"D"	"TNIP1"	-1
"301692"	"ZHX1"	"D"	"TNK2"	-1
"301693"	"ZHX1"	"D"	"TNRC18"	-1
"301694"	"ZHX1"	"D"	"TOR4A"	-1
"301695"	"ZHX1"	"D"	"TPM4"	-1
"301696"	"ZHX1"	"D"	"TRAF2"	-1
"301697"	"ZHX1"	"D"	"TRAPPC9"	-1
"301698"	"ZHX1"	"D"	"TRIB1"	-1
"301699"	"ZHX1"	"D"	"TRIM41"	-1
"301700"	"ZHX1"	"D"	"TRIO"	-1
"301701"	"ZHX1"	"D"	"TRIP10"	-1
"301702"	"ZHX1"	"D"	"TSC22D2"	-1
"301703"	"ZHX1"	"D"	"TTC7A"	-1
"301704"	"ZHX1"	"D"	"TUBB4B"	-1
"301705"	"ZHX1"	"D"	"TXNRD1"	-1
"301706"	"ZHX1"	"D"	"TXNRD2"	-1
"301707"	"ZHX1"	"D"	"UBAC1"	-1
"301708"	"ZHX1"	"D"	"UBE2H"	-1
"301709"	"ZHX1"	"D"	"UBE2O"	-1
"301710"	"ZHX1"	"D"	"UCKL1"	-1
"301711"	"ZHX1"	"D"	"UQCC1"	-1
"301712"	"ZHX1"	"D"	"USP3"	-1
"301713"	"ZHX1"	"D"	"USP48"	-1
"301714"	"ZHX1"	"D"	"VAV2"	-1
"301715"	"ZHX1"	"D"	"VCL"	-1
"301716"	"ZHX1"	"D"	"VGLL4"	-1
"301717"	"ZHX1"	"D"	"WI2"	-1
"301718"	"ZHX1"	"D"	"WNT11"	-1
"301719"	"ZHX1"	"D"	"WWC1"	-1
"301720"	"ZHX1"	"D"	"XXYLT1"	-1
"301721"	"ZHX1"	"D"	"ZBTB20"	-1
"301722"	"ZHX1"	"D"	"ZBTB4"	-1
"301723"	"ZHX1"	"D"	"ZBTB46"	-1
"301724"	"ZHX1"	"D"	"ZBTB7B"	-1
"301725"	"ZHX1"	"D"	"ZFHX3"	-1
"301726"	"ZHX1"	"D"	"ZFP36"	-1
"301727"	"ZHX1"	"D"	"ZFP36L1"	-1
"301728"	"ZHX1"	"D"	"ZFP36L2"	-1
"301729"	"ZHX1"	"D"	"ZMIZ1"	-1
"301730"	"ZHX1"	"D"	"ZMYND8"	-1
"301731"	"ZHX1"	"D"	"ZNF131"	-1
"301732"	"ZHX1"	"D"	"ZNF213"	-1
"301733"	"ZHX1"	"D"	"ZNF263"	-1
"301734"	"ZHX1"	"D"	"ZNF839"	-1
"301735"	"ZHX2"	"D"	"ARID1B"	-1
"301736"	"ZHX2"	"D"	"FOXP1"	-1
"301737"	"ZHX2"	"D"	"HIVEP2"	-1
"301738"	"ZHX2"	"D"	"IST1"	-1
"301739"	"ZHX2"	"D"	"NDRG1"	-1
"301740"	"ZHX2"	"D"	"NXN"	-1
"301741"	"ZHX2"	"D"	"SQSTM1"	-1
"301742"	"ZHX2"	"D"	"ZBTB38"	-1
"301743"	"ZHX2"	"D"	"ZBTB4"	-1
"301744"	"ZHX2"	"D"	"ABCA7"	-1
"301745"	"ZHX2"	"D"	"ABCC3"	-1
"301746"	"ZHX2"	"D"	"ABHD12"	-1
"301747"	"ZHX2"	"D"	"ABL1"	-1
"301748"	"ZHX2"	"D"	"AC104534.3"	-1
"301749"	"ZHX2"	"D"	"AC132217.4"	-1
"301750"	"ZHX2"	"D"	"ACD"	-1
"301751"	"ZHX2"	"D"	"ACIN1"	-1
"301752"	"ZHX2"	"D"	"ACLY"	-1
"301753"	"ZHX2"	"D"	"ACTB"	-1
"301754"	"ZHX2"	"D"	"ACTG1"	-1
"301755"	"ZHX2"	"D"	"ACVR2A"	-1
"301756"	"ZHX2"	"D"	"ACYP2"	-1
"301757"	"ZHX2"	"D"	"ADAP1"	-1
"301758"	"ZHX2"	"D"	"ADCY7"	-1
"301759"	"ZHX2"	"D"	"ADRA1D"	-1
"301760"	"ZHX2"	"D"	"ADSS1"	-1
"301761"	"ZHX2"	"D"	"AFP"	-1
"301762"	"ZHX2"	"D"	"AGAP1"	-1
"301763"	"ZHX2"	"D"	"AHCY"	-1
"301764"	"ZHX2"	"D"	"AJUBA"	-1
"301765"	"ZHX2"	"D"	"ALDOA"	-1
"301766"	"ZHX2"	"D"	"AMPD3"	-1
"301767"	"ZHX2"	"D"	"ANKRD11"	-1
"301768"	"ZHX2"	"D"	"ANO7"	-1
"301769"	"ZHX2"	"D"	"ANP32B"	-1
"301770"	"ZHX2"	"D"	"APRT"	-1
"301771"	"ZHX2"	"D"	"ARHGAP27"	-1
"301772"	"ZHX2"	"D"	"ARHGEF16"	-1
"301773"	"ZHX2"	"D"	"ARHGEF17"	-1
"301774"	"ZHX2"	"D"	"ARID1A"	-1
"301775"	"ZHX2"	"D"	"ARID3A"	-1
"301776"	"ZHX2"	"D"	"ARMC5"	-1
"301777"	"ZHX2"	"D"	"ARPC1B"	-1
"301778"	"ZHX2"	"D"	"ARSA"	-1
"301779"	"ZHX2"	"D"	"ARSG"	-1
"301780"	"ZHX2"	"D"	"ASAH1"	-1
"301781"	"ZHX2"	"D"	"ASCL2"	-1
"301782"	"ZHX2"	"D"	"ASPSCR1"	-1
"301783"	"ZHX2"	"D"	"ATF7IP"	-1
"301784"	"ZHX2"	"D"	"ATG4B"	-1
"301785"	"ZHX2"	"D"	"ATP5F1D"	-1
"301786"	"ZHX2"	"D"	"AXIN2"	-1
"301787"	"ZHX2"	"D"	"B3GNT2"	-1
"301788"	"ZHX2"	"D"	"B3GNTL1"	-1
"301789"	"ZHX2"	"D"	"BAIAP2"	-1
"301790"	"ZHX2"	"D"	"BCAR1"	-1
"301791"	"ZHX2"	"D"	"BCAR3"	-1
"301792"	"ZHX2"	"D"	"BCL6"	-1
"301793"	"ZHX2"	"D"	"BCOR"	-1
"301794"	"ZHX2"	"D"	"BHLHE40"	-1
"301795"	"ZHX2"	"D"	"BRD2"	-1
"301796"	"ZHX2"	"D"	"BRD4"	-1
"301797"	"ZHX2"	"D"	"BSG"	-1
"301798"	"ZHX2"	"D"	"BZW1"	-1
"301799"	"ZHX2"	"D"	"C14ORF80"	-1
"301800"	"ZHX2"	"D"	"C16ORF72"	-1
"301801"	"ZHX2"	"D"	"C19ORF60"	-1
"301802"	"ZHX2"	"D"	"C20orf204"	-1
"301803"	"ZHX2"	"D"	"C2ORF42"	-1
"301804"	"ZHX2"	"D"	"C2ORF82"	-1
"301805"	"ZHX2"	"D"	"C3"	-1
"301806"	"ZHX2"	"D"	"C9ORF69"	-1
"301807"	"ZHX2"	"D"	"CBX4"	-1
"301808"	"ZHX2"	"D"	"CCDC114"	-1
"301809"	"ZHX2"	"D"	"CCDC57"	-1
"301810"	"ZHX2"	"D"	"CCNA2"	-1
"301811"	"ZHX2"	"D"	"CCND1"	-1
"301812"	"ZHX2"	"D"	"CCNE1"	-1
"301813"	"ZHX2"	"D"	"CCNJL"	-1
"301814"	"ZHX2"	"D"	"CCSAP"	-1
"301815"	"ZHX2"	"D"	"CD7"	-1
"301816"	"ZHX2"	"D"	"CDC14B"	-1
"301817"	"ZHX2"	"D"	"CDC42EP1"	-1
"301818"	"ZHX2"	"D"	"CDC42EP4"	-1
"301819"	"ZHX2"	"D"	"CDK10"	-1
"301820"	"ZHX2"	"D"	"CDKN1A"	-1
"301821"	"ZHX2"	"D"	"CENPT"	-1
"301822"	"ZHX2"	"D"	"CFDP1"	-1
"301823"	"ZHX2"	"D"	"CHD9"	-1
"301824"	"ZHX2"	"D"	"CHP1"	-1
"301825"	"ZHX2"	"D"	"CIRBP"	-1
"301826"	"ZHX2"	"D"	"CLIC1"	-1
"301827"	"ZHX2"	"D"	"COG1"	-1
"301828"	"ZHX2"	"D"	"COMT"	-1
"301829"	"ZHX2"	"D"	"COMTD1"	-1
"301830"	"ZHX2"	"D"	"CORO1C"	-1
"301831"	"ZHX2"	"D"	"CPLX2"	-1
"301832"	"ZHX2"	"D"	"CTC"	-1
"301833"	"ZHX2"	"D"	"CTD"	-1
"301834"	"ZHX2"	"D"	"CTDSP1"	-1
"301835"	"ZHX2"	"D"	"CTDSP2"	-1
"301836"	"ZHX2"	"D"	"CTSB"	-1
"301837"	"ZHX2"	"D"	"CUEDC1"	-1
"301838"	"ZHX2"	"D"	"CYB561"	-1
"301839"	"ZHX2"	"D"	"CYB5A"	-1
"301840"	"ZHX2"	"D"	"CYB5R3"	-1
"301841"	"ZHX2"	"D"	"CYP2W1"	-1
"301842"	"ZHX2"	"D"	"DAZAP1"	-1
"301843"	"ZHX2"	"D"	"DCTPP1"	-1
"301844"	"ZHX2"	"D"	"DCUN1D4"	-1
"301845"	"ZHX2"	"D"	"DECR2"	-1
"301846"	"ZHX2"	"D"	"DGKQ"	-1
"301847"	"ZHX2"	"D"	"DHX30"	-1
"301848"	"ZHX2"	"D"	"DIAPH1"	-1
"301849"	"ZHX2"	"D"	"DIDO1"	-1
"301850"	"ZHX2"	"D"	"DLC1"	-1
"301851"	"ZHX2"	"D"	"DLEU2"	-1
"301852"	"ZHX2"	"D"	"DNAJB1"	-1
"301853"	"ZHX2"	"D"	"DNM2"	-1
"301854"	"ZHX2"	"D"	"DNMT1"	-1
"301855"	"ZHX2"	"D"	"DNMT3A"	-1
"301856"	"ZHX2"	"D"	"DOCK6"	-1
"301857"	"ZHX2"	"D"	"DOK1"	-1
"301858"	"ZHX2"	"D"	"DPY19L3"	-1
"301859"	"ZHX2"	"D"	"EEF1A1"	-1
"301860"	"ZHX2"	"D"	"EFNA1"	-1
"301861"	"ZHX2"	"D"	"EGLN3"	-1
"301862"	"ZHX2"	"D"	"EHD1"	-1
"301863"	"ZHX2"	"D"	"EHMT1"	-1
"301864"	"ZHX2"	"D"	"ELF2"	-1
"301865"	"ZHX2"	"D"	"ELL"	-1
"301866"	"ZHX2"	"D"	"ENTPD1"	-1
"301867"	"ZHX2"	"D"	"EPAS1"	-1
"301868"	"ZHX2"	"D"	"EPCAM"	-1
"301869"	"ZHX2"	"D"	"EPHA2"	-1
"301870"	"ZHX2"	"D"	"ERBB3"	-1
"301871"	"ZHX2"	"D"	"ERI2"	-1
"301872"	"ZHX2"	"D"	"ESRP2"	-1
"301873"	"ZHX2"	"D"	"ESYT2"	-1
"301874"	"ZHX2"	"D"	"ETV4"	-1
"301875"	"ZHX2"	"D"	"EXOC3L4"	-1
"301876"	"ZHX2"	"D"	"F12"	-1
"301877"	"ZHX2"	"D"	"FAAP20"	-1
"301878"	"ZHX2"	"D"	"FAM13A"	-1
"301879"	"ZHX2"	"D"	"FAM177A1"	-1
"301880"	"ZHX2"	"D"	"FAM193A"	-1
"301881"	"ZHX2"	"D"	"FANCC"	-1
"301882"	"ZHX2"	"D"	"FBF1"	-1
"301883"	"ZHX2"	"D"	"FGD4"	-1
"301884"	"ZHX2"	"D"	"FGFR3"	-1
"301885"	"ZHX2"	"D"	"FKBP5"	-1
"301886"	"ZHX2"	"D"	"FN1"	-1
"301887"	"ZHX2"	"D"	"FN3K"	-1
"301888"	"ZHX2"	"D"	"FOXA1"	-1
"301889"	"ZHX2"	"D"	"FOXA2"	-1
"301890"	"ZHX2"	"D"	"FOXK2"	-1
"301891"	"ZHX2"	"D"	"FOXN2"	-1
"301892"	"ZHX2"	"D"	"FOXO3"	-1
"301893"	"ZHX2"	"D"	"FRAT1"	-1
"301894"	"ZHX2"	"D"	"FSTL3"	-1
"301895"	"ZHX2"	"D"	"FTSJ3"	-1
"301896"	"ZHX2"	"D"	"FZD5"	-1
"301897"	"ZHX2"	"D"	"GALK2"	-1
"301898"	"ZHX2"	"D"	"GARNL3"	-1
"301899"	"ZHX2"	"D"	"GATAD2A"	-1
"301900"	"ZHX2"	"D"	"GDF15"	-1
"301901"	"ZHX2"	"D"	"GET4"	-1
"301902"	"ZHX2"	"D"	"GNA11"	-1
"301903"	"ZHX2"	"D"	"GNAS"	-1
"301904"	"ZHX2"	"D"	"GNG4"	-1
"301905"	"ZHX2"	"D"	"GOLIM4"	-1
"301906"	"ZHX2"	"D"	"GPBP1L1"	-1
"301907"	"ZHX2"	"D"	"GPER1"	-1
"301908"	"ZHX2"	"D"	"GPR137"	-1
"301909"	"ZHX2"	"D"	"GPRC5C"	-1
"301910"	"ZHX2"	"D"	"GPX4"	-1
"301911"	"ZHX2"	"D"	"GRAMD1A"	-1
"301912"	"ZHX2"	"D"	"GREB1"	-1
"301913"	"ZHX2"	"D"	"GSDMD"	-1
"301914"	"ZHX2"	"D"	"GSE1"	-1
"301915"	"ZHX2"	"D"	"H6PD"	-1
"301916"	"ZHX2"	"D"	"HDAC5"	-1
"301917"	"ZHX2"	"D"	"HDAC7"	-1
"301918"	"ZHX2"	"D"	"HDLBP"	-1
"301919"	"ZHX2"	"D"	"HGSNAT"	-1
"301920"	"ZHX2"	"D"	"HMGB1"	-1
"301921"	"ZHX2"	"D"	"HNF1A"	-1
"301922"	"ZHX2"	"D"	"HNF1B"	-1
"301923"	"ZHX2"	"D"	"HNRNPF"	-1
"301924"	"ZHX2"	"D"	"HNRNPL"	-1
"301925"	"ZHX2"	"D"	"HOOK2"	-1
"301926"	"ZHX2"	"D"	"HPCAL1"	-1
"301927"	"ZHX2"	"D"	"HSF4"	-1
"301928"	"ZHX2"	"D"	"HSP90AB1"	-1
"301929"	"ZHX2"	"D"	"HSP90B1"	-1
"301930"	"ZHX2"	"D"	"HSPA8"	-1
"301931"	"ZHX2"	"D"	"ICAM1"	-1
"301932"	"ZHX2"	"D"	"ID2"	-1
"301933"	"ZHX2"	"D"	"IGF2BP1"	-1
"301934"	"ZHX2"	"D"	"IGF2R"	-1
"301935"	"ZHX2"	"D"	"IL1R1"	-1
"301936"	"ZHX2"	"D"	"ING5"	-1
"301937"	"ZHX2"	"D"	"INSM2"	-1
"301938"	"ZHX2"	"D"	"IRF2BP1"	-1
"301939"	"ZHX2"	"D"	"IRS3P"	-1
"301940"	"ZHX2"	"D"	"ISCA1"	-1
"301941"	"ZHX2"	"D"	"ISG15"	-1
"301942"	"ZHX2"	"D"	"ISOC2"	-1
"301943"	"ZHX2"	"D"	"ISYNA1"	-1
"301944"	"ZHX2"	"D"	"ITGB2"	-1
"301945"	"ZHX2"	"D"	"ITPKA"	-1
"301946"	"ZHX2"	"D"	"IVD"	-1
"301947"	"ZHX2"	"D"	"JADE2"	-1
"301948"	"ZHX2"	"D"	"JMJD1C"	-1
"301949"	"ZHX2"	"D"	"JPT1"	-1
"301950"	"ZHX2"	"D"	"JUP"	-1
"301951"	"ZHX2"	"D"	"KANSL1"	-1
"301952"	"ZHX2"	"D"	"KAT6B"	-1
"301953"	"ZHX2"	"D"	"KCNAB2"	-1
"301954"	"ZHX2"	"D"	"KDM2B"	-1
"301955"	"ZHX2"	"D"	"KDM6A"	-1
"301956"	"ZHX2"	"D"	"KDM6B"	-1
"301957"	"ZHX2"	"D"	"KHK"	-1
"301958"	"ZHX2"	"D"	"KIFC3"	-1
"301959"	"ZHX2"	"D"	"KISS1R"	-1
"301960"	"ZHX2"	"D"	"KLF10"	-1
"301961"	"ZHX2"	"D"	"KLF11"	-1
"301962"	"ZHX2"	"D"	"KLHL21"	-1
"301963"	"ZHX2"	"D"	"KRT8"	-1
"301964"	"ZHX2"	"D"	"L3MBTL1"	-1
"301965"	"ZHX2"	"D"	"LAMB1"	-1
"301966"	"ZHX2"	"D"	"LASP1"	-1
"301967"	"ZHX2"	"D"	"LDLR"	-1
"301968"	"ZHX2"	"D"	"LGALS8"	-1
"301969"	"ZHX2"	"D"	"LINC00511"	-1
"301970"	"ZHX2"	"D"	"LINC00598"	-1
"301971"	"ZHX2"	"D"	"LINC00921"	-1
"301972"	"ZHX2"	"D"	"LINC00963"	-1
