Target_genes	Dbp|Average	DRX178619|Liver	DRX178621|Liver	DRX178627|Liver	DRX178629|Liver	STRING
Bend3	149.500000	233	0	0	365	0
Bag3	149.500000	185	185	0	228	0
Zc3h12c	149.250000	140	0	0	457	0
Ubtf	149.250000	283	0	0	314	0
Rnf146	149.250000	141	217	0	239	0
Ltb4r2	149.250000	175	0	0	422	0
Cideb	149.250000	175	0	0	422	0
Tbx3	149.000000	0	0	0	596	0
Rpl10a	149.000000	114	0	0	482	0
Pja1	149.000000	0	0	0	596	0
Lbr	149.000000	294	0	0	302	0
Hprt	149.000000	273	0	0	323	0
Fbxl5	149.000000	335	261	0	0	0
Etl4	149.000000	0	0	0	596	0
1810013L24Rik	149.000000	0	0	0	596	0
Ifrd2	148.750000	138	0	0	457	0
1700102P08Rik	148.750000	116	0	0	479	0
Pola1	148.250000	213	158	0	222	0
Neurl4	148.250000	148	0	0	445	0
Cyp1a2	148.250000	148	139	97	209	0
2810408A11Rik	148.250000	148	0	0	445	0
Triap1	148.000000	185	0	0	407	0
Lamp1	148.000000	208	0	0	384	0
Ints8	148.000000	251	176	0	165	0
Gatc	148.000000	185	0	0	407	0
Nipbl	147.750000	218	149	0	224	0
H2az1	147.750000	158	0	0	433	0
Ren2	147.500000	192	0	205	193	0
Ren1	147.500000	192	0	205	193	0
Pip4p2	147.500000	168	0	0	422	0
Mindy4	147.500000	282	0	0	308	0
Egln3	147.500000	194	0	0	396	0
Zfp687	147.250000	0	0	0	589	0
Wdr47	147.000000	194	189	0	205	0
Uri1	147.000000	171	182	0	235	0
Irak1bp1	147.000000	416	0	0	172	0
Fbxo46	147.000000	236	0	0	352	0
Bhmg1	147.000000	236	0	0	352	0
Phldb1	146.750000	227	0	0	360	0
Hadh	146.750000	198	0	117	272	0
G3bp1	146.750000	235	0	174	178	0
Atox1	146.750000	235	0	174	178	0
Ncor1	146.500000	284	0	0	302	0
Hpd	146.250000	145	0	0	440	0
Prf1	146.000000	330	0	0	254	0
Depdc7	146.000000	252	0	0	332	0
Sec61a1	145.750000	0	0	0	583	0
Cbr3	145.750000	166	0	0	417	0
Ankrd17	145.750000	186	133	0	264	0
Ddrgk1	145.500000	140	0	0	442	0
Oaz2	145.250000	220	0	0	361	0
Inhbe	145.250000	195	0	0	386	0
Ascc3	145.250000	176	0	0	405	0
Tial1	145.000000	207	0	0	373	0
Nup35	145.000000	0	0	0	580	0
Sacm1l	144.750000	112	0	226	241	0
D5Ertd579e	144.750000	0	0	0	579	0
Cant1	144.750000	137	0	0	442	0
Arf6	144.500000	148	145	0	285	0
Rplp2	144.250000	140	0	0	437	0
Pidd1	144.250000	140	0	0	437	0
Calm2	144.250000	278	0	0	299	0
Arpc2	144.250000	294	0	0	283	0
Nap1l1	144.000000	219	128	0	229	0
H2-Bl	144.000000	0	0	0	576	0
Akap9	144.000000	311	0	0	265	0
Prl2c1	143.750000	161	163	0	251	0
Narf	143.750000	0	0	0	575	0
Wars2	143.500000	175	0	0	399	0
Morc3	143.500000	234	0	0	340	0
Dcun1d1	143.500000	197	100	0	277	0
Cabyr	143.500000	277	0	0	297	0
Nfe2l2	143.000000	280	0	0	292	0
Klhl25	143.000000	213	0	0	359	0
Gm5737	143.000000	263	0	0	309	0
Eif2b3	143.000000	0	0	0	572	0
Colgalt2	143.000000	208	0	0	364	0
Pcbp1	142.750000	187	0	0	384	0
Nat10	142.750000	157	0	0	414	0
Kansl2	142.750000	171	185	0	215	0
Unc93a2	142.250000	150	0	147	272	0
Qprt	142.250000	243	0	0	326	0
Ppp2r1a	142.250000	0	0	0	569	0
Khdc4	142.250000	129	0	0	440	0
Zfp607b	142.000000	194	0	0	374	0
Olfr820	142.000000	311	0	0	257	0
Nrarp	142.000000	0	0	0	568	0
Trim50	141.750000	205	213	0	149	0
Ap2s1	141.750000	157	0	0	410	0
Rapgef1	141.500000	148	0	0	418	0
Mapk4	141.500000	263	131	0	172	0
Tmed9	141.250000	0	0	0	565	0
Marchf8	141.250000	175	137	0	253	0
Cldn1	141.250000	305	0	0	260	0
Tpd52l1	141.000000	167	0	0	397	0
Hook2	141.000000	175	0	0	389	0
Slc25a42	140.750000	321	0	0	242	0
Sgms1	140.750000	175	0	0	388	0
Chic2	140.750000	235	0	0	328	0
Pmvk	140.500000	185	0	0	377	0
Efna1	140.500000	0	0	0	562	0
Atp23	140.250000	206	0	0	355	0
Abcb10	140.250000	344	0	0	217	0
Rreb1	140.000000	0	0	0	560	0
Mau2	140.000000	98	131	0	331	0
Fdft1	140.000000	119	0	0	441	0
1700008O03Rik	140.000000	155	0	124	281	0
Grsf1	139.750000	194	185	0	180	0
Tnrc18	139.500000	304	0	0	254	0
Serpinb6b	139.250000	149	0	0	408	0
Gabarapl2	139.250000	0	0	0	557	0
Srrd	139.000000	185	0	0	371	0
Hps4	139.000000	185	0	0	371	0
Gdf3	139.000000	203	185	0	168	0
Rbm17	138.750000	160	0	0	395	0
Ptgr1	138.750000	254	167	0	134	0
Gimap4	138.750000	358	0	0	197	0
Cenpa	138.750000	120	124	0	311	0
Acaa2	138.750000	266	0	0	289	0
Slc16a7	138.500000	183	0	119	252	0
Gsta4	138.500000	157	0	0	397	0
Sp2	138.250000	243	0	0	310	0
Rps5	138.250000	340	0	0	213	0
Mxd4	138.250000	0	0	0	553	0
Cd46	138.250000	176	0	0	377	0
Vkorc1l1	138.000000	105	0	0	447	0
Stk11	138.000000	213	0	0	339	0
Pln	138.000000	250	146	0	156	0
Dnajb12	138.000000	257	0	0	295	0
Cpeb2	138.000000	258	0	0	294	0
Aqp4	138.000000	181	100	0	271	0
Tomm40	137.750000	138	0	0	413	0
Slc30a3	137.750000	194	0	0	357	0
Sesn2	137.750000	0	0	0	551	0
Caln1	137.750000	240	114	0	197	0
Mrps11	137.500000	0	0	0	550	0
Mrpl46	137.500000	0	0	0	550	0
Klf2	137.500000	0	0	0	550	0
Prep	137.250000	233	135	0	181	0
Itpr1	137.250000	0	0	0	549	0
Il17rb	137.250000	160	0	0	389	0
Igf2bp3	137.250000	187	0	0	362	0
Tpmt	137.000000	219	0	0	329	0
Ociad2	137.000000	114	0	0	434	0
Becn1	137.000000	0	0	0	548	0
Arl4d	137.000000	170	0	0	378	0
Serpina7	136.750000	133	127	0	287	0
4930513O06Rik	136.750000	133	127	0	287	0
Slamf9	136.500000	131	114	0	301	0
Rab1a	136.500000	192	0	0	354	0
Igfbp5	136.500000	234	0	0	312	0
Flvcr1	136.500000	0	0	0	546	0
Dctn4	136.500000	0	0	0	546	0
Ubap2	136.250000	0	0	0	545	0
Slc44a3	136.250000	222	102	74	147	0
Lyl1	136.250000	140	0	0	405	0
Cmip	136.250000	96	131	0	318	0
Smarca5	136.000000	123	0	0	421	0
Fxyd7	136.000000	335	209	0	0	0
Zmynd10	135.750000	0	0	0	543	0
Zfp189	135.750000	0	0	0	543	0
Samd10	135.750000	185	0	0	358	0
Prpf6	135.750000	185	0	0	358	0
Nprl2	135.750000	0	0	0	543	0
Mrpl50	135.750000	0	0	0	543	0
Fmnl2	135.750000	201	0	0	342	0
Flrt3	135.750000	166	0	0	377	0
Dnajb6	135.750000	178	0	0	365	0
Cyb561d2	135.750000	0	0	0	543	0
Wdr89	135.500000	164	102	0	276	0
Tigd5	135.500000	131	0	0	411	0
Recql4	135.500000	0	0	0	542	0
Lrrc14	135.500000	0	0	0	542	0
Eef1d	135.500000	131	0	0	411	0
Cox7a2l	135.500000	98	0	0	444	0
Chd2	135.500000	171	126	0	245	0
Als2	135.500000	100	0	122	320	0
Ajm1	135.500000	0	0	0	542	0
Vapa	135.250000	0	0	0	541	0
Nid2	135.250000	0	0	0	541	0
Nfix	135.250000	277	0	0	264	0
Hnrnpa3	135.250000	0	0	0	541	0
Pim3	135.000000	0	0	0	540	0
Susd6	134.750000	237	97	0	205	0
Cbfa2t2	134.750000	150	139	0	250	0
Zyg11a	134.500000	228	134	0	176	0
Slx1b	134.500000	0	0	0	538	0
Gns	134.500000	130	123	0	285	0
Bola2	134.500000	0	0	0	538	0
Zfp46	134.250000	0	0	0	537	0
Plbd2	134.250000	158	0	0	379	0
Ubac1	134.000000	233	0	0	303	0
Pinx1	134.000000	0	0	0	536	0
Igsf11	134.000000	163	0	0	373	0
Emc4	134.000000	267	0	0	269	0
Zfp516	133.750000	0	0	0	535	0
Ttc9c	133.750000	152	0	0	383	0
Hnrnpul2	133.750000	152	0	0	383	0
Pdlim5	133.500000	118	0	0	416	0
Hspa9	133.500000	0	0	0	534	0
Cyb5b	133.500000	0	0	0	534	0
Zxdc	133.250000	173	158	0	202	0
Smarca2	133.250000	326	0	0	207	0
Rai14	133.250000	315	0	0	218	0
Hsd3b6	133.250000	244	0	0	289	0
Prkar1a	133.000000	199	0	0	333	0
Dnajc6	133.000000	203	0	0	329	0
Dnajc18	133.000000	198	0	0	334	0
Yap1	132.750000	0	0	0	531	0
Stimate	132.750000	156	0	94	281	0
Spcs3	132.750000	259	0	0	272	0
Lmo4	132.750000	0	0	0	531	0
Cpxm1	132.750000	0	0	0	531	0
1700019D03Rik	132.750000	326	0	0	205	0
Vnn1	132.500000	140	177	0	213	0
Pex7	132.500000	165	0	0	365	0
Calhm6	132.500000	190	118	0	222	0
Ago3	132.500000	206	171	0	153	0
Zfp385b	132.250000	0	0	139	390	0
Wdr5	132.250000	0	0	0	529	0
Trappc12	132.250000	166	0	0	363	0
Rab30	132.250000	107	0	0	422	0
Eipr1	132.250000	166	0	0	363	0
Eps15l1	132.000000	0	0	0	528	0
Clock	132.000000	223	140	0	165	0
Arf4	132.000000	0	0	0	528	0
Cyp2f2	131.750000	144	185	0	198	0
Stag1	131.500000	0	0	0	526	0
Magi3	131.500000	220	0	106	200	0
Zbtb12	131.250000	314	0	0	211	0
Tmf1	131.250000	165	0	0	360	0
Olfr239	131.250000	278	0	0	247	0
Ehmt2	131.250000	314	0	0	211	0
Tsnaxip1	131.000000	209	0	0	315	0
Taf8	131.000000	0	0	0	524	0
Ranbp10	131.000000	209	0	0	315	0
Med13	131.000000	327	0	0	197	0
Lcmt1	131.000000	263	0	0	261	0
Gm4981	131.000000	240	0	0	284	0
Frmd4a	131.000000	0	123	0	401	0
Dux	131.000000	240	0	0	284	0
Ccnd3	131.000000	0	0	0	524	0
Casz1	131.000000	0	0	0	524	0
Srrm2	130.750000	0	0	0	523	0
Unc119	130.500000	0	0	0	522	0
Twf1	130.500000	0	0	0	522	0
Prss45	130.500000	131	140	0	251	0
Luc7l2	130.500000	148	0	0	374	0
Isy1	130.500000	182	0	0	340	0
Dennd2a	130.500000	194	0	0	328	0
Myoc	130.250000	274	0	0	247	0
Fech	130.250000	289	0	0	232	0
Ebp	130.250000	175	0	0	346	0
Znhit6	130.000000	0	0	0	520	0
S1pr4	130.000000	157	0	0	363	0
Ncln	130.000000	157	0	0	363	0
Bcl6	130.000000	188	0	0	332	0
Tfeb	129.750000	0	0	0	519	0
Gm5741	129.750000	179	0	0	340	0
Fbxw9	129.750000	179	0	0	340	0
Adprh	129.750000	273	0	0	246	0
Dsn1	129.500000	0	0	0	518	0
Wdsub1	129.250000	0	0	0	517	0
Smim13	129.250000	171	185	0	161	0
Rassf1	129.250000	0	0	0	517	0
Nutf2	129.250000	0	0	0	517	0
H3c8	129.250000	246	0	0	271	0
H2ac10	129.250000	246	0	0	271	0
Gstz1	129.250000	135	0	0	382	0
Cd84	129.250000	185	0	0	332	0
Wdr33	129.000000	293	223	0	0	0
Mup21	129.000000	187	97	0	232	0
Hoxa6	129.000000	0	0	0	516	0
Hoxa5	129.000000	0	0	0	516	0
Clpb	129.000000	150	0	0	366	0
Wapl	128.750000	0	0	0	515	0
Setd1b	128.750000	171	0	0	344	0
Gm6712	128.750000	169	0	0	346	0
Epb41	128.750000	203	0	0	312	0
Dync1li1	128.750000	191	0	0	324	0
Zcchc2	128.500000	112	0	0	402	0
Ttc23	128.500000	150	0	0	364	0
Secisbp2l	128.500000	269	0	0	245	0
Mt2	128.500000	207	0	0	307	0
Mis12	128.500000	310	0	0	204	0
Derl2	128.500000	310	0	0	204	0
Csf1r	128.500000	0	0	0	514	0
Zfp354b	128.250000	140	0	0	373	0
Tdrd7	128.250000	163	0	0	350	0
Tmem251	128.000000	112	162	0	238	0
Moap1	128.000000	112	162	0	238	0
Jund	128.000000	118	0	0	394	0
Iqcn	128.000000	118	0	0	394	0
Tsacc	127.750000	0	0	0	511	0
Fkbp14	127.750000	228	0	0	283	0
Cct3	127.750000	0	0	0	511	0
Ablim3	127.750000	202	0	0	309	0
Slc25a48	127.500000	215	0	0	295	0
Rtkn	127.500000	263	0	0	247	0
Ins2	127.500000	0	0	0	510	0
Dgcr8	127.500000	0	0	0	510	0
Bmp5	127.500000	281	87	0	142	0
Tlr6	127.250000	211	0	0	298	0
Thyn1	127.250000	0	0	0	509	0
Slc30a10	127.250000	236	0	0	273	0
Rps6kl1	127.250000	253	0	0	256	0
Acad8	127.250000	0	0	0	509	0
Zzz3	127.000000	250	0	0	258	0
Syngap1	127.000000	0	0	0	508	0
Selenoo	127.000000	249	0	0	259	0
Fitm2	127.000000	324	0	0	184	0
Cuta	127.000000	0	0	0	508	0
Casp8	127.000000	186	0	0	322	0
Atxn7l2	127.000000	0	0	0	508	0
Trpc4ap	126.750000	259	0	0	248	0
Tmcc2	126.750000	294	0	0	213	0
Orc5	126.750000	0	0	0	507	0
Maf	126.750000	0	0	0	507	0
Fundc1	126.750000	170	144	0	193	0
Pprc1	126.500000	0	0	0	506	0
Padi4	126.500000	0	0	0	506	0
Ube2s	126.250000	186	0	0	319	0
Tmem147	126.250000	0	0	0	505	0
Tbc1d20	126.250000	201	0	0	304	0
Selenop	126.250000	149	0	0	356	0
Gaa	126.250000	0	0	0	505	0
Ecsit	126.250000	0	0	0	505	0
Bbx	126.250000	0	0	0	505	0
Asb9	126.250000	283	0	0	222	0
Rnf10	126.000000	146	0	0	358	0
Mkrn2os	126.000000	107	0	0	397	0
Cyp4f14	126.000000	164	145	0	195	0
Tmem245	125.750000	305	0	0	198	0
Nit2	125.750000	0	0	0	503	0
Ccdc62	125.750000	0	0	0	503	0
1700125H20Rik	125.750000	183	0	0	320	0
Rps23rg1	125.500000	237	0	0	265	0
Ppp6r2	125.500000	173	0	0	329	0
Fam20a	125.500000	163	0	183	156	0
Cox16	125.500000	170	0	0	332	0
Mertk	125.250000	119	0	0	382	0
Srebf1	125.000000	173	0	0	327	0
Lrp1	125.000000	287	0	0	213	0
Zfp385a	124.750000	106	114	0	279	0
Trim8	124.750000	126	0	0	373	0
Tmtc2	124.750000	203	0	0	296	0
Timm17b	124.750000	0	0	0	499	0
Pqbp1	124.750000	0	0	0	499	0
Ppfibp2	124.750000	287	0	0	212	0
Olfr168	124.750000	294	0	0	205	0
Camk2b	124.750000	0	0	0	499	0
Bhlhe22	124.750000	131	0	0	368	0
Ndufs5	124.500000	215	0	0	283	0
Fadd	124.500000	0	0	0	498	0
Entpd5	124.500000	132	0	0	366	0
1700037H04Rik	124.500000	174	0	0	324	0
Trim32	124.250000	175	0	0	322	0
Nemf	124.250000	0	0	0	497	0
Rpl32l	124.000000	209	0	0	287	0
Plscr4	124.000000	156	0	0	340	0
Bhlhe41	124.000000	0	0	0	496	0
Skil	123.750000	249	0	0	246	0
Pik3ap1	123.750000	148	0	0	347	0
Creb3l3	123.750000	174	0	0	321	0
Kansl3	123.500000	195	0	0	299	0
Fer1l5	123.500000	195	0	0	299	0
Zfp821	123.250000	177	0	0	316	0
Mettl26	123.250000	0	0	0	493	0
Ist1	123.250000	177	0	0	316	0
Gm5724	123.250000	250	0	0	243	0
Rheb	123.000000	230	103	0	159	0
Wasf2	122.750000	169	0	0	322	0
Vrk1	122.750000	0	0	0	491	0
Pcdh10	122.750000	0	0	0	491	0
Nudcd1	122.750000	0	0	0	491	0
Ilkap	122.750000	0	0	0	491	0
F3	122.750000	0	0	0	491	0
Eny2	122.750000	0	0	0	491	0
Atp6v0e2	122.750000	246	0	0	245	0
Erbb3	122.500000	201	0	0	289	0
Bub1b	122.500000	131	0	0	359	0
Tssc4	122.250000	0	0	0	489	0
Nags	122.250000	231	0	0	258	0
Zfp322a	122.000000	0	130	0	358	0
Ccn2	122.000000	283	0	0	205	0
Atg12	122.000000	106	0	0	382	0
Ap3s1	122.000000	106	0	0	382	0
Pm20d1	121.750000	122	0	0	365	0
Lig4	121.750000	246	0	0	241	0
Fabp5	121.750000	219	0	0	268	0
Abhd13	121.750000	246	0	0	241	0
Wdr73	121.500000	123	0	0	363	0
Srek1	121.500000	239	0	0	247	0
Pop5	121.500000	123	0	0	363	0
Zmynd12	121.250000	110	0	0	375	0
Ppcs	121.250000	110	0	0	375	0
Entpd4b	121.250000	157	0	0	328	0
Entpd4	121.250000	157	0	0	328	0
Ccdc30	121.250000	110	0	0	375	0
Zbtb2	121.000000	167	0	109	208	0
Ccser2	121.000000	272	0	0	212	0
Cbx1	121.000000	0	0	0	484	0
Vwa8	120.750000	153	0	0	330	0
Usp39	120.750000	0	0	0	483	0
Sec31a	120.750000	195	0	0	288	0
Nlrp12	120.750000	191	0	0	292	0
Fbxl22	120.750000	150	0	129	204	0
Ebna1bp2	120.750000	194	0	0	289	0
Cfap57	120.750000	194	0	0	289	0
0610030E20Rik	120.750000	0	0	0	483	0
Prr13	120.500000	157	0	0	325	0
Pdk1	120.500000	239	0	0	243	0
Jmjd1c	120.500000	234	0	0	248	0
Itgb5	120.500000	143	0	0	339	0
Tpst2	120.250000	172	0	0	309	0
Prox1	120.250000	192	0	0	289	0
Tle1	120.000000	236	0	0	244	0
Map3k14	120.000000	0	0	0	480	0
Cpt1b	120.000000	166	0	0	314	0
Chkb	120.000000	166	0	0	314	0
Zdhhc5	119.750000	143	114	0	222	0
Scyl2	119.750000	177	0	0	302	0
Gmppb	119.750000	0	0	0	479	0
Arap2	119.750000	0	0	0	479	0
Amigo3	119.750000	0	0	0	479	0
Uevld	119.500000	0	0	0	478	0
Slc17a6	119.500000	184	0	0	294	0
Gdpd1	119.500000	0	0	0	478	0
Fam107a	119.500000	0	0	0	478	0
Creb1	119.500000	0	0	0	478	0
Asb1	119.500000	0	0	0	478	0
Pomp	119.250000	0	0	0	477	0
Olfr1394	119.250000	157	0	0	320	0
Gpi1	119.250000	0	0	0	477	0
Dkk2	119.250000	185	0	0	292	0
Fsbp	119.000000	236	0	0	240	0
Uhrf2	118.750000	280	0	0	195	0
Ryk	118.750000	233	0	0	242	0
Mgat1	118.750000	0	0	0	475	0
Galm	118.750000	186	0	0	289	0
Adh5	118.750000	0	158	0	317	0
Pdhb	118.500000	270	0	0	204	0
Hsd17b12	118.500000	199	98	0	177	0
Fis1	118.500000	143	0	0	331	0
Supv3l1	118.250000	117	0	140	216	0
Actr6	118.250000	230	0	0	243	0
Zkscan5	118.000000	98	0	94	280	0
Zkscan14	118.000000	98	0	94	280	0
Zfp24	118.000000	0	0	0	472	0
Mical2	118.000000	140	0	0	332	0
Lrp5	118.000000	0	0	0	472	0
Dnajc28	118.000000	0	0	0	472	0
Sod2	117.750000	177	0	0	294	0
Ndufa4	117.750000	201	0	0	270	0
Avl9	117.750000	171	118	0	182	0
Slc16a10	117.500000	171	0	0	299	0
Prpf38b	117.500000	148	0	0	322	0
Macir	117.500000	0	0	0	470	0
Cndp2	117.500000	0	0	0	470	0
Lrrc3	117.250000	0	0	0	469	0
Elavl3	117.250000	0	0	0	469	0
Zim1	117.000000	0	0	0	468	0
Rspo1	117.000000	0	0	0	468	0
Pla2g4d	117.000000	271	0	0	197	0
Nktr	117.000000	0	0	0	468	0
Mapk9	117.000000	173	0	0	295	0
Hmgcr	117.000000	278	0	0	190	0
Capn9	117.000000	0	112	136	220	0
Hjv	116.750000	173	0	0	294	0
Prl2c2	116.500000	224	0	0	242	0
Olfr1462	116.500000	247	106	0	113	0
Naa15	116.500000	166	157	0	143	0
Maco1	116.500000	0	0	0	466	0
Fbp1	116.500000	233	0	0	233	0
Crls1	116.500000	167	121	0	178	0
Cnot2	116.500000	170	0	0	296	0
Paqr3	116.000000	153	0	0	311	0
Ndufb4	116.000000	227	0	0	237	0
Mad2l1	116.000000	0	0	0	464	0
Ly6g2	116.000000	163	0	0	301	0
Anapc1	116.000000	315	0	0	149	0
Shoc2	115.750000	0	0	0	463	0
Cdkl4	115.750000	228	0	0	235	0
Bbip1	115.750000	0	0	0	463	0
Gm5165	115.500000	150	0	0	312	0
Hgs	115.250000	123	0	0	338	0
Gja10	115.250000	0	0	0	461	0
Arl16	115.250000	123	0	0	338	0
Wdr18	115.000000	175	0	0	285	0
Usp18	115.000000	213	0	0	247	0
Gpd1	115.000000	134	0	0	326	0
Fzd5	115.000000	0	0	0	460	0
Zfp551	114.750000	0	0	0	459	0
Neo1	114.750000	0	153	102	204	0
Cyp2e1	114.750000	200	0	0	259	0
Wwox	114.500000	197	0	261	0	0
Tjp2	114.500000	175	0	0	283	0
Rnf212	114.500000	253	0	0	205	0
Hat1	114.500000	163	0	0	295	0
Gm11541	114.500000	175	0	0	283	0
Arhgef12	114.500000	235	0	0	223	0
Yipf5	114.250000	113	0	0	344	0
Ugt3a1	114.250000	208	0	0	249	0
Nampt	114.250000	0	0	0	457	0
Cyp2j5	114.250000	228	0	0	229	0
Asb7	114.250000	181	0	0	276	0
Foxo1	114.000000	136	0	0	320	0
Zc3hav1	113.750000	140	0	0	315	0
Med28	113.750000	207	0	0	248	0
Fgl2	113.750000	233	0	0	222	0
Dnajc8	113.750000	0	0	0	455	0
Atpif1	113.750000	0	0	0	455	0
Hps6	113.500000	0	0	0	454	0
Foxred2	113.500000	0	0	0	454	0
Cd274	113.500000	0	111	109	234	0
Armh3	113.500000	0	0	0	454	0
Slco2b1	113.250000	194	0	0	259	0
Lrrc28	113.250000	150	0	0	303	0
Capn3	113.250000	223	0	0	230	0
Plcb4	113.000000	213	0	0	239	0
Pkdcc	113.000000	174	0	0	278	0
F12	113.000000	237	0	0	215	0
Zfp354a	112.750000	0	0	0	451	0
Zar1l	112.750000	0	0	0	451	0
Olfr1164	112.750000	212	0	0	239	0
Mup18	112.750000	194	0	0	257	0
Cep70	112.750000	140	0	0	311	0
Brca2	112.750000	0	0	0	451	0
Ago1	112.750000	0	0	0	451	0
Stard7	112.500000	0	0	0	450	0
Fam181b	112.500000	253	0	0	197	0
Tmem185b	112.250000	135	0	0	314	0
Selenoi	112.250000	173	0	0	276	0
Ppp2r5b	112.250000	0	0	0	449	0
Kcnt2	112.250000	194	98	0	157	0
Chn1	112.250000	210	0	0	239	0
Adgrf5	112.250000	175	0	0	274	0
Slc45a4	112.000000	183	0	0	265	0
Sirt4	112.000000	0	0	0	448	0
Rad1	112.000000	0	0	0	448	0
Ecpas	112.000000	191	0	0	257	0
Brix1	112.000000	0	0	0	448	0
Tma7	111.750000	0	0	0	447	0
Otud4	111.750000	185	0	0	262	0
Limk2	111.750000	0	0	0	447	0
Ccdc51	111.750000	0	0	0	447	0
Srrm1	111.500000	224	0	0	222	0
Rhag	111.500000	312	0	0	134	0
Me1	111.500000	189	257	0	0	0
Sh3pxd2a	111.250000	131	0	0	314	0
Psen2	111.250000	204	0	0	241	0
Fam13b	111.250000	189	0	0	256	0
Atn1	111.250000	213	0	0	232	0
Zbtb18	111.000000	196	0	0	248	0
Reps2	111.000000	186	0	0	258	0
Adar	111.000000	0	0	0	444	0
Slc41a3	110.750000	234	0	0	209	0
Krt222	110.750000	263	0	0	180	0
Snx33	110.500000	190	0	0	252	0
Itpa	110.500000	0	0	0	442	0
Dynlrb1	110.500000	176	0	0	266	0
Cnn3	110.500000	0	0	0	442	0
Cks2	110.500000	0	0	0	442	0
Azgp1	110.500000	139	0	0	303	0
Amfr	110.500000	219	0	0	223	0
Tagln	110.250000	203	0	0	238	0
Pla2g4f	110.250000	0	0	0	441	0
Unc93a	110.000000	162	0	0	278	0
Sod1	110.000000	191	0	0	249	0
Olfr316	110.000000	213	0	0	227	0
Atg16l2	110.000000	179	0	0	261	0
Tsr1	109.750000	166	0	0	273	0
Tbc1d17	109.750000	0	0	0	439	0
Sra1	109.750000	140	0	0	299	0
Slc35a4	109.750000	140	0	0	299	0
Slc17a4	109.750000	212	0	0	227	0
Sgsm2	109.750000	166	0	0	273	0
Mup12	109.750000	90	0	116	233	0
Lipe	109.750000	0	0	0	439	0
Gtpbp8	109.750000	0	0	0	439	0
Bcl10	109.750000	114	0	0	325	0
Apbb3	109.750000	140	0	0	299	0
Ankrd54	109.750000	138	0	0	301	0
Akt1s1	109.750000	0	0	0	439	0
Sar1a	109.500000	0	123	0	315	0
Rps16	109.500000	273	0	0	165	0
Naa30	109.500000	212	0	0	226	0
Ube2d1	109.250000	140	0	0	297	0
Rad21l	109.250000	0	0	0	437	0
Ms4a4d	109.250000	124	83	0	230	0
Kctd12	109.250000	0	0	0	437	0
Mto1	109.000000	243	0	0	193	0
Mief2	109.000000	162	0	0	274	0
Mcmdc2	109.000000	0	112	0	324	0
Il22ra1	109.000000	124	0	0	312	0
Gmeb1	109.000000	146	120	0	170	0
Flii	109.000000	162	0	0	274	0
Fbxo33	109.000000	148	0	0	288	0
Cgas	109.000000	243	0	0	193	0
Zw10	108.750000	0	0	0	435	0
Slc2a9	108.750000	196	0	0	239	0
Rps4x	108.750000	106	0	0	329	0
Zc3h12a	108.500000	0	0	0	434	0
Zbtb25	108.500000	185	0	0	249	0
Zbtb1	108.500000	185	0	0	249	0
Dll1	108.500000	0	0	0	434	0
0610010F05Rik	108.500000	148	100	0	186	0
Rnf145	108.250000	0	0	0	433	0
Neurod6	108.250000	253	0	0	180	0
Dnmt3a	108.250000	138	0	0	295	0
Dnajb14	108.250000	0	0	0	433	0
Sh3tc1	108.000000	0	0	0	432	0
Saysd1	108.000000	191	0	0	241	0
Pcmt1	108.000000	134	160	0	138	0
Nup43	108.000000	134	160	0	138	0
Wrap53	107.750000	144	0	0	287	0
Vpreb3	107.750000	0	145	0	286	0
Trp53	107.750000	144	0	0	287	0
Atp10d	107.750000	302	129	0	0	0
Rbm33	107.500000	234	0	0	196	0
Pitpnm1	107.500000	0	0	0	430	0
Mthfsl	107.500000	248	0	0	182	0
Cdk2ap2	107.500000	0	0	0	430	0
Ugt1a5	107.250000	279	0	0	150	0
Elf1	107.250000	157	0	0	272	0
Tppp	107.000000	0	0	0	428	0
2310022B05Rik	107.000000	213	0	0	215	0
Susd1	106.750000	233	0	0	194	0
Pgap3	106.750000	0	0	0	427	0
Golga5	106.750000	0	0	0	427	0
Galnt1	106.750000	131	0	0	296	0
Evpl	106.750000	0	0	0	427	0
Eid2b	106.750000	0	0	0	427	0
Efna5	106.750000	0	0	0	427	0
Acy3	106.750000	0	0	0	427	0
Ufl1	106.500000	0	167	0	259	0
U2af1	106.500000	158	0	0	268	0
Txnip	106.500000	0	0	0	426	0
Tex15	106.500000	148	90	0	188	0
Pex12	106.500000	0	0	0	426	0
Kifc2	106.500000	0	0	0	426	0
Cyhr1	106.500000	0	0	0	426	0
Ap2b1	106.500000	0	0	0	426	0
Tyw1	106.250000	230	195	0	0	0
Tnfaip8l2	106.250000	254	0	0	171	0
Spata32	106.250000	0	0	0	425	0
Slc51b	106.250000	0	0	0	425	0
Sbds	106.250000	230	195	0	0	0
Rfx4	106.250000	0	0	0	425	0
Rassf5	106.250000	212	0	0	213	0
Lrtm2	106.250000	0	0	131	294	0
Katnal1	106.250000	0	0	0	425	0
Cacna2d4	106.250000	0	0	131	294	0
Proz	106.000000	143	167	0	114	0
Osbpl8	106.000000	225	0	0	199	0
Heatr4	106.000000	185	0	0	239	0
Dock9	106.000000	0	0	0	424	0
Acot2	106.000000	185	0	0	239	0
Gtf3c2	105.750000	0	0	0	423	0
Ddi2	105.750000	102	113	0	208	0
