Target_genes	Nfya|Average	SRX12799800|Acute_myeloid_leukemia	SRX12799801|Acute_myeloid_leukemia	SRX032472|ES_cells	SRX032473|ES_cells	SRX518333|ES_cells	SRX032482|mESC_derived_neural_cells	SRX032483|mESC_derived_neural_cells	SRX032491|Neurons	SRX032492|Neurons	STRING
Scamp1	41.888889	176	201	0	0	0	0	0	0	0	0
Phyh	41.888889	155	222	0	0	0	0	0	0	0	0
Fhit	41.888889	0	161	0	0	216	0	0	0	0	0
Armc2	41.888889	237	140	0	0	0	0	0	0	0	0
Sephs1	41.777778	173	203	0	0	0	0	0	0	0	0
Mrps2	41.777778	155	221	0	0	0	0	0	0	0	0
Dennd1b	41.777778	106	270	0	0	0	0	0	0	0	0
1700007K13Rik	41.777778	155	221	0	0	0	0	0	0	0	0
Thoc2	41.666667	234	141	0	0	0	0	0	0	0	0
Ptpn13	41.666667	0	0	0	0	375	0	0	0	0	0
Psmc1	41.666667	126	249	0	0	0	0	0	0	0	0
Prkcb	41.666667	231	144	0	0	0	0	0	0	0	0
Nlrc3	41.666667	0	0	0	0	375	0	0	0	0	0
Ffar4	41.666667	155	220	0	0	0	0	0	0	0	0
Elac1	41.666667	198	177	0	0	0	0	0	0	0	0
Cebpb	41.666667	222	153	0	0	0	0	0	0	0	0
Palm	41.555556	94	280	0	0	0	0	0	0	0	0
Gm13283	41.555556	138	236	0	0	0	0	0	0	0	0
Gas7	41.555556	0	374	0	0	0	0	0	0	0	0
Galnt10	41.555556	109	265	0	0	0	0	0	0	0	0
Dctd	41.555556	230	144	0	0	0	0	0	0	0	0
Wdr35	41.444444	159	214	0	0	0	0	0	0	0	0
Slc22a4	41.444444	197	176	0	0	0	0	0	0	0	0
Mbp	41.444444	170	203	0	0	0	0	0	0	0	0
Lgalsl	41.444444	185	188	0	0	0	0	0	0	0	0
Frmd4a	41.444444	212	161	0	0	0	0	0	0	0	0
Erap1	41.444444	129	244	0	0	0	0	0	0	0	0
Car5a	41.444444	0	223	0	0	150	0	0	0	0	0
Rhou	41.333333	194	178	0	0	0	0	0	0	0	0
Ggta1	41.333333	99	273	0	0	0	0	0	0	0	0
Zfp984	41.222222	0	371	0	0	0	0	0	0	0	0
Sestd1	41.222222	186	185	0	0	0	0	0	0	0	0
Rcc1l	41.222222	172	199	0	0	0	0	0	0	0	0
Pou4f1	41.222222	169	202	0	0	0	0	0	0	0	0
Hrc	41.222222	254	117	0	0	0	0	0	0	0	0
Hdac10	41.222222	147	224	0	0	0	0	0	0	0	0
Gpatch3	41.222222	147	224	0	0	0	0	0	0	0	0
Comt	41.222222	209	162	0	0	0	0	0	0	0	0
Cdca7l	41.222222	205	166	0	0	0	0	0	0	0	0
Zfp422	41.111111	169	201	0	0	0	0	0	0	0	0
Vipas39	41.111111	103	267	0	0	0	0	0	0	0	0
Tnfrsf1a	41.111111	139	231	0	0	0	0	0	0	0	0
Tmem62	41.111111	170	200	0	0	0	0	0	0	0	0
Slirp	41.111111	143	227	0	0	0	0	0	0	0	0
Nrp	41.111111	143	227	0	0	0	0	0	0	0	0
Etv6	41.111111	141	229	0	0	0	0	0	0	0	0
Ets2	41.111111	182	188	0	0	0	0	0	0	0	0
Alkbh1	41.111111	143	227	0	0	0	0	0	0	0	0
Alg9	41.111111	250	120	0	0	0	0	0	0	0	0
Ahsa1	41.111111	103	267	0	0	0	0	0	0	0	0
Rxra	41.000000	0	369	0	0	0	0	0	0	0	0
Dis3l2	41.000000	199	170	0	0	0	0	0	0	0	0
Plcg2	40.888889	143	225	0	0	0	0	0	0	0	0
Dpagt1	40.888889	147	221	0	0	0	0	0	0	0	0
Atad5	40.888889	241	127	0	0	0	0	0	0	0	0
Sgk3	40.777778	193	174	0	0	0	0	0	0	0	0
Psmb5	40.777778	126	241	0	0	0	0	0	0	0	0
Flt3l	40.777778	137	230	0	0	0	0	0	0	0	0
Tbx3	40.666667	0	0	0	0	366	0	0	0	0	0
S1pr4	40.666667	212	154	0	0	0	0	0	0	0	0
Rapgef3	40.666667	133	233	0	0	0	0	0	0	0	0
Pus1	40.666667	136	230	0	0	0	0	0	0	0	0
Pik3ap1	40.666667	208	158	0	0	0	0	0	0	0	0
Ncln	40.666667	212	154	0	0	0	0	0	0	0	0
Lars	40.666667	0	224	0	0	0	0	0	142	0	0
Exoc2	40.666667	118	248	0	0	0	0	0	0	0	0
Xkr5	40.555556	145	220	0	0	0	0	0	0	0	0
Tgif2	40.555556	365	0	0	0	0	0	0	0	0	0
Terb1	40.555556	73	94	0	0	198	0	0	0	0	0
Stmn3	40.555556	0	365	0	0	0	0	0	0	0	0
Nme3	40.555556	174	191	0	0	0	0	0	0	0	0
Nhlrc1	40.555556	161	204	0	0	0	0	0	0	0	0
Mrps34	40.555556	174	191	0	0	0	0	0	0	0	0
Mboat1	40.555556	229	136	0	0	0	0	0	0	0	0
Kti12	40.555556	124	241	0	0	0	0	0	0	0	0
Eme2	40.555556	174	191	0	0	0	0	0	0	0	0
Cdh1	40.555556	161	204	0	0	0	0	0	0	0	0
Anapc1	40.555556	128	237	0	0	0	0	0	0	0	0
Ago2	40.555556	173	192	0	0	0	0	0	0	0	0
Plekhb2	40.444444	186	178	0	0	0	0	0	0	0	0
Megf8	40.444444	0	364	0	0	0	0	0	0	0	0
Gba	40.444444	0	364	0	0	0	0	0	0	0	0
Egfl7	40.444444	193	0	0	0	171	0	0	0	0	0
2310011J03Rik	40.444444	129	235	0	0	0	0	0	0	0	0
Zscan30	40.333333	0	363	0	0	0	0	0	0	0	0
Zfp35	40.333333	0	363	0	0	0	0	0	0	0	0
Wdr11	40.333333	166	197	0	0	0	0	0	0	0	0
Ttc28	40.333333	105	258	0	0	0	0	0	0	0	0
Sh2b1	40.333333	147	216	0	0	0	0	0	0	0	0
Myc	40.333333	141	222	0	0	0	0	0	0	0	0
Bex3	40.333333	181	182	0	0	0	0	0	0	0	0
Ralgps2	40.222222	120	242	0	0	0	0	0	0	0	0
Ptprj	40.222222	130	232	0	0	0	0	0	0	0	0
Fam114a1	40.222222	176	186	0	0	0	0	0	0	0	0
Zfp738	40.111111	0	203	0	0	0	0	0	158	0	0
Hace1	40.111111	174	187	0	0	0	0	0	0	0	0
Fbxo32	40.111111	220	141	0	0	0	0	0	0	0	0
Abcd2	40.111111	0	361	0	0	0	0	0	0	0	0
Vim	40.000000	164	196	0	0	0	0	0	0	0	0
Timm10	40.000000	96	264	0	0	0	0	0	0	0	0
Smtnl1	40.000000	96	264	0	0	0	0	0	0	0	0
Plcb1	40.000000	211	149	0	0	0	0	0	0	0	0
Mtif2	40.000000	0	360	0	0	0	0	0	0	0	0
Mkln1	40.000000	134	226	0	0	0	0	0	0	0	0
Gramd1b	40.000000	142	218	0	0	0	0	0	0	0	0
AB124611	40.000000	0	360	0	0	0	0	0	0	0	0
Zfp74	39.888889	127	232	0	0	0	0	0	0	0	0
Vps45	39.888889	168	191	0	0	0	0	0	0	0	0
Sri	39.888889	170	189	0	0	0	0	0	0	0	0
Nt5e	39.888889	180	179	0	0	0	0	0	0	0	0
Zwilch	39.777778	169	189	0	0	0	0	0	0	0	0
Zfp780b	39.777778	153	205	0	0	0	0	0	0	0	0
Zfp770	39.777778	166	192	0	0	0	0	0	0	0	0
Zdhhc14	39.777778	141	217	0	0	0	0	0	0	0	0
Rpl4	39.777778	169	189	0	0	0	0	0	0	0	0
Fut11	39.777778	167	191	0	0	0	0	0	0	0	0
Fam234b	39.777778	124	234	0	0	0	0	0	0	0	0
Spp1	39.666667	0	357	0	0	0	0	0	0	0	0
Fndc3b	39.666667	183	174	0	0	0	0	0	0	0	0
Diaph2	39.666667	141	216	0	0	0	0	0	0	0	0
Prag1	39.555556	213	143	0	0	0	0	0	0	0	0
Ntn5	39.555556	0	0	0	0	0	0	0	183	173	0
Elmo1	39.555556	157	199	0	0	0	0	0	0	0	0
Cdk18	39.555556	112	244	0	0	0	0	0	0	0	0
Ado	39.555556	171	185	0	0	0	0	0	0	0	0
Tnfrsf21	39.444444	0	355	0	0	0	0	0	0	0	0
St14	39.444444	167	188	0	0	0	0	0	0	0	0
Raet1e	39.444444	132	223	0	0	0	0	0	0	0	0
Raet1a	39.444444	132	223	0	0	0	0	0	0	0	0
Phf21b	39.444444	184	171	0	0	0	0	0	0	0	0
Paip1	39.444444	149	206	0	0	0	0	0	0	0	0
Galnt7	39.444444	147	208	0	0	0	0	0	0	0	0
Eif2s3x	39.444444	147	208	0	0	0	0	0	0	0	0
Cnr2	39.444444	0	355	0	0	0	0	0	0	0	0
Tmbim1	39.333333	195	159	0	0	0	0	0	0	0	0
Wdr60	39.222222	155	198	0	0	0	0	0	0	0	0
Oscar	39.222222	137	216	0	0	0	0	0	0	0	0
Olfml2b	39.222222	128	225	0	0	0	0	0	0	0	0
Ndufa3	39.222222	137	216	0	0	0	0	0	0	0	0
Gpat2	39.222222	0	0	0	0	353	0	0	0	0	0
Asap3	39.222222	353	0	0	0	0	0	0	0	0	0
Rhobtb3	39.111111	161	191	0	0	0	0	0	0	0	0
Pxt1	39.111111	0	352	0	0	0	0	0	0	0	0
Mpp1	39.111111	181	171	0	0	0	0	0	0	0	0
Lxn	39.111111	158	194	0	0	0	0	0	0	0	0
Itpripl2	39.111111	146	206	0	0	0	0	0	0	0	0
Golga4	39.111111	142	210	0	0	0	0	0	0	0	0
Gnpda2	39.111111	131	221	0	0	0	0	0	0	0	0
Disp2	39.111111	237	115	0	0	0	0	0	0	0	0
Chd9	39.111111	185	167	0	0	0	0	0	0	0	0
Atxn2	39.111111	231	121	0	0	0	0	0	0	0	0
Tyw5	39.000000	127	224	0	0	0	0	0	0	0	0
Mustn1	39.000000	0	351	0	0	0	0	0	0	0	0
Maip1	39.000000	127	224	0	0	0	0	0	0	0	0
Lztr1	39.000000	108	243	0	0	0	0	0	0	0	0
Lgals6	39.000000	0	351	0	0	0	0	0	0	0	0
Lgals4	39.000000	0	351	0	0	0	0	0	0	0	0
Wnt8a	38.888889	72	0	0	0	278	0	0	0	0	0
Wif1	38.888889	167	183	0	0	0	0	0	0	0	0
Ksr1	38.888889	174	176	0	0	0	0	0	0	0	0
Kif13a	38.888889	127	223	0	0	0	0	0	0	0	0
Prkch	38.777778	228	121	0	0	0	0	0	0	0	0
Plekhm3	38.777778	137	212	0	0	0	0	0	0	0	0
Dlx6	38.777778	0	0	0	0	207	142	0	0	0	0
Ccar2	38.777778	205	144	0	0	0	0	0	0	0	0
C77080	38.777778	122	227	0	0	0	0	0	0	0	0
Ybx3	38.666667	139	209	0	0	0	0	0	0	0	0
Themis2	38.666667	142	206	0	0	0	0	0	0	0	0
Rgs10	38.666667	161	187	0	0	0	0	0	0	0	0
Ube2e3	38.555556	174	173	0	0	0	0	0	0	0	0
Prtn3	38.555556	146	201	0	0	0	0	0	0	0	0
Gja1	38.555556	0	0	0	0	347	0	0	0	0	0
Dennd2d	38.555556	155	192	0	0	0	0	0	0	0	0
Cul1	38.555556	168	179	0	0	0	0	0	0	0	0
Stx8	38.444444	142	204	0	0	0	0	0	0	0	0
Lrrc9	38.444444	0	0	0	0	346	0	0	0	0	0
Cfap52	38.444444	142	204	0	0	0	0	0	0	0	0
Zadh2	38.333333	182	163	0	0	0	0	0	0	0	0
Tshz1	38.333333	182	163	0	0	0	0	0	0	0	0
Srp72	38.333333	219	126	0	0	0	0	0	0	0	0
Pstpip2	38.333333	210	135	0	0	0	0	0	0	0	0
Msl3	38.333333	202	143	0	0	0	0	0	0	0	0
Hopx	38.333333	146	199	0	0	0	0	0	0	0	0
Hikeshi	38.333333	92	253	0	0	0	0	0	0	0	0
Cln3	38.333333	167	178	0	0	0	0	0	0	0	0
Apobr	38.333333	167	178	0	0	0	0	0	0	0	0
AW209491	38.333333	131	214	0	0	0	0	0	0	0	0
Tmem216	38.222222	121	223	0	0	0	0	0	0	0	0
Thap11	38.222222	108	236	0	0	0	0	0	0	0	0
Scyl3	38.222222	178	166	0	0	0	0	0	0	0	0
Macrod2	38.222222	68	0	0	0	0	0	0	170	106	0
Gng11	38.222222	184	160	0	0	0	0	0	0	0	0
Gm3667	38.222222	0	0	0	0	0	0	0	209	135	0
Cul4b	38.222222	0	0	0	0	344	0	0	0	0	0
Cenpt	38.222222	108	236	0	0	0	0	0	0	0	0
Ogt	38.111111	151	192	0	0	0	0	0	0	0	0
Crtap	38.111111	200	143	0	0	0	0	0	0	0	0
Ccdc43	38.111111	127	216	0	0	0	0	0	0	0	0
Arhgap30	38.111111	117	226	0	0	0	0	0	0	0	0
Acbd6	38.111111	138	205	0	0	0	0	0	0	0	0
1600014C10Rik	38.111111	161	182	0	0	0	0	0	0	0	0
Susd1	38.000000	139	203	0	0	0	0	0	0	0	0
Ttc12	37.888889	176	165	0	0	0	0	0	0	0	0
Ocrl	37.888889	0	141	0	0	0	0	200	0	0	0
Gm52429	37.888889	0	0	0	0	341	0	0	0	0	0
Coil	37.888889	177	164	0	0	0	0	0	0	0	0
S100a9	37.777778	0	340	0	0	0	0	0	0	0	0
Nkx6-1	37.777778	0	0	0	0	340	0	0	0	0	0
Filip1l	37.777778	99	241	0	0	0	0	0	0	0	0
Rpl38	37.666667	152	187	0	0	0	0	0	0	0	0
Plcl2	37.666667	149	190	0	0	0	0	0	0	0	0
Mfng	37.666667	181	158	0	0	0	0	0	0	0	0
Dock5	37.666667	239	100	0	0	0	0	0	0	0	0
Cfap43	37.666667	90	0	0	0	249	0	0	0	0	0
Stard6	37.555556	111	227	0	0	0	0	0	0	0	0
Senp6	37.555556	167	171	0	0	0	0	0	0	0	0
Lrrk2	37.555556	124	214	0	0	0	0	0	0	0	0
Gstt3	37.555556	0	156	0	0	182	0	0	0	0	0
Def8	37.555556	137	201	0	0	0	0	0	0	0	0
4930503L19Rik	37.555556	111	227	0	0	0	0	0	0	0	0
Zfp383	37.444444	0	337	0	0	0	0	0	0	0	0
Zfp27	37.444444	0	337	0	0	0	0	0	0	0	0
Tspan3	37.444444	123	214	0	0	0	0	0	0	0	0
Tlx3	37.444444	0	0	0	0	337	0	0	0	0	0
Slc38a7	37.444444	0	337	0	0	0	0	0	0	0	0
Psmd1	37.444444	0	208	0	0	129	0	0	0	0	0
Pls1	37.444444	153	184	0	0	0	0	0	0	0	0
Nsmf	37.444444	182	155	0	0	0	0	0	0	0	0
Msrb2	37.444444	107	230	0	0	0	0	0	0	0	0
Gsdmd	37.444444	0	337	0	0	0	0	0	0	0	0
Ankrd44	37.444444	170	167	0	0	0	0	0	0	0	0
4833439L19Rik	37.444444	157	180	0	0	0	0	0	0	0	0
Slc38a1	37.333333	125	211	0	0	0	0	0	0	0	0
Prkce	37.333333	145	191	0	0	0	0	0	0	0	0
Olfm4	37.333333	0	336	0	0	0	0	0	0	0	0
Mov10l1	37.333333	0	0	0	0	336	0	0	0	0	0
Mlc1	37.333333	0	0	0	0	336	0	0	0	0	0
Map3k20	37.333333	132	204	0	0	0	0	0	0	0	0
Gsap	37.333333	141	195	0	0	0	0	0	0	0	0
Grtp1	37.333333	336	0	0	0	0	0	0	0	0	0
Dlc1	37.333333	222	114	0	0	0	0	0	0	0	0
Vps25	37.222222	136	199	0	0	0	0	0	0	0	0
Txnrd2	37.222222	209	126	0	0	0	0	0	0	0	0
Shroom3	37.222222	0	0	0	0	335	0	0	0	0	0
Nlrx1	37.222222	170	165	0	0	0	0	0	0	0	0
Ints9	37.222222	80	255	0	0	0	0	0	0	0	0
Hmbox1	37.222222	80	255	0	0	0	0	0	0	0	0
Gfus	37.222222	145	190	0	0	0	0	0	0	0	0
Arglu1	37.222222	93	242	0	0	0	0	0	0	0	0
Ptpre	37.111111	172	162	0	0	0	0	0	0	0	0
Fgl1	37.111111	0	0	0	0	334	0	0	0	0	0
Amotl2	37.111111	133	201	0	0	0	0	0	0	0	0
Wnt9b	37.000000	227	106	0	0	0	0	0	0	0	0
Wbp2nl	37.000000	0	0	0	0	333	0	0	0	0	0
Tubb6	37.000000	112	221	0	0	0	0	0	0	0	0
Tnni3	37.000000	0	333	0	0	0	0	0	0	0	0
Helz	37.000000	111	222	0	0	0	0	0	0	0	0
Ccdc88a	37.000000	0	333	0	0	0	0	0	0	0	0
Atg4c	37.000000	97	236	0	0	0	0	0	0	0	0
Slf1	36.888889	107	225	0	0	0	0	0	0	0	0
Madd	36.888889	159	173	0	0	0	0	0	0	0	0
Dnmt3b	36.888889	241	91	0	0	0	0	0	0	0	0
Atp5j2	36.888889	119	213	0	0	0	0	0	0	0	0
2210408I21Rik	36.888889	107	225	0	0	0	0	0	0	0	0
Ube2l3	36.777778	100	231	0	0	0	0	0	0	0	0
Tanc2	36.777778	162	0	0	0	0	0	0	169	0	0
Phka1	36.777778	190	141	0	0	0	0	0	0	0	0
Fcgr4	36.777778	0	331	0	0	0	0	0	0	0	0
Ubr2	36.666667	158	172	0	0	0	0	0	0	0	0
Tgfbr2	36.666667	154	176	0	0	0	0	0	0	0	0
Tfap4	36.666667	142	188	0	0	0	0	0	0	0	0
Slc7a11	36.666667	0	330	0	0	0	0	0	0	0	0
Nenf	36.666667	149	181	0	0	0	0	0	0	0	0
Irf9	36.666667	0	330	0	0	0	0	0	0	0	0
Ambra1	36.666667	140	190	0	0	0	0	0	0	0	0
1810030O07Rik	36.666667	116	214	0	0	0	0	0	0	0	0
Zfp692	36.555556	176	153	0	0	0	0	0	0	0	0
Tmem44	36.555556	161	168	0	0	0	0	0	0	0	0
Tmem128	36.555556	165	164	0	0	0	0	0	0	0	0
Nt5c	36.555556	145	184	0	0	0	0	0	0	0	0
Nme4	36.555556	146	183	0	0	0	0	0	0	0	0
Enpp1	36.555556	213	116	0	0	0	0	0	0	0	0
Bcl7a	36.555556	125	204	0	0	0	0	0	0	0	0
Spry2	36.444444	176	152	0	0	0	0	0	0	0	0
Nudt5	36.444444	0	328	0	0	0	0	0	0	0	0
N4bp2l1	36.444444	193	135	0	0	0	0	0	0	0	0
Cdc123	36.444444	0	328	0	0	0	0	0	0	0	0
Rdm1	36.333333	182	145	0	0	0	0	0	0	0	0
Gstp2	36.333333	108	219	0	0	0	0	0	0	0	0
Gstp1	36.333333	108	219	0	0	0	0	0	0	0	0
Cyp4f17	36.333333	168	159	0	0	0	0	0	0	0	0
Csrnp2	36.333333	118	209	0	0	0	0	0	0	0	0
Batf	36.333333	87	240	0	0	0	0	0	0	0	0
Rhov	36.222222	164	162	0	0	0	0	0	0	0	0
Fntb	36.222222	127	199	0	0	0	0	0	0	0	0
Zbtb8a	36.111111	0	0	0	0	325	0	0	0	0	0
Sos2	36.111111	161	164	0	0	0	0	0	0	0	0
Sall3	36.111111	159	166	0	0	0	0	0	0	0	0
Rbms1	36.111111	167	158	0	0	0	0	0	0	0	0
Phf10	36.111111	325	0	0	0	0	0	0	0	0	0
Mtap	36.111111	86	239	0	0	0	0	0	0	0	0
Kcnk6	36.111111	174	151	0	0	0	0	0	0	0	0
Decr2	36.111111	142	183	0	0	0	0	0	0	0	0
Csf3r	36.111111	0	325	0	0	0	0	0	0	0	0
Atxn7	36.111111	123	202	0	0	0	0	0	0	0	0
Agk	36.111111	120	205	0	0	0	0	0	0	0	0
Mppe1	36.000000	195	129	0	0	0	0	0	0	0	0
Mettl27	36.000000	0	0	0	0	324	0	0	0	0	0
Ddx3x	36.000000	135	189	0	0	0	0	0	0	0	0
Bmp6	36.000000	0	0	0	0	324	0	0	0	0	0
Tti2	35.888889	0	323	0	0	0	0	0	0	0	0
Slc40a1	35.888889	161	162	0	0	0	0	0	0	0	0
Mefv	35.888889	0	323	0	0	0	0	0	0	0	0
B4galnt1	35.888889	156	0	0	0	0	0	0	167	0	0
Alg13	35.888889	172	151	0	0	0	0	0	0	0	0
Accs	35.888889	137	186	0	0	0	0	0	0	0	0
Zfp146	35.777778	158	164	0	0	0	0	0	0	0	0
Usp27x	35.777778	156	166	0	0	0	0	0	0	0	0
Trim46	35.777778	152	170	0	0	0	0	0	0	0	0
Tradd	35.777778	119	203	0	0	0	0	0	0	0	0
Stoml2	35.777778	144	178	0	0	0	0	0	0	0	0
Krtcap2	35.777778	152	170	0	0	0	0	0	0	0	0
Irs1	35.777778	0	0	0	0	185	0	0	137	0	0
Gm1979	35.777778	206	116	0	0	0	0	0	0	0	0
Fbxl8	35.777778	119	203	0	0	0	0	0	0	0	0
Cyria	35.777778	174	148	0	0	0	0	0	0	0	0
Vps51	35.666667	144	177	0	0	0	0	0	0	0	0
Ttc39c	35.666667	91	230	0	0	0	0	0	0	0	0
Tet2	35.666667	146	175	0	0	0	0	0	0	0	0
Sec13	35.666667	160	161	0	0	0	0	0	0	0	0
Rtn2	35.666667	138	0	0	0	183	0	0	0	0	0
Nck2	35.666667	190	131	0	0	0	0	0	0	0	0
Jph2	35.666667	0	0	0	113	0	0	0	208	0	0
Fam178b	35.666667	0	0	0	0	0	0	0	208	113	0
Enkd1	35.666667	179	142	0	0	0	0	0	0	0	0
4933405L10Rik	35.666667	179	142	0	0	0	0	0	0	0	0
Zfp64	35.555556	149	171	0	0	0	0	0	0	0	0
Sema4d	35.555556	168	152	0	0	0	0	0	0	0	0
Ndufa9	35.555556	159	161	0	0	0	0	0	0	0	0
Itga4	35.555556	153	167	0	0	0	0	0	0	0	0
Akap3	35.555556	159	161	0	0	0	0	0	0	0	0
Timm22	35.444444	68	251	0	0	0	0	0	0	0	0
Hdac7	35.444444	187	132	0	0	0	0	0	0	0	0
Tyrobp	35.333333	0	318	0	0	0	0	0	0	0	0
Thra	35.333333	156	162	0	0	0	0	0	0	0	0
Spr	35.333333	108	210	0	0	0	0	0	0	0	0
Sh2d3c	35.333333	0	318	0	0	0	0	0	0	0	0
Idh2	35.333333	112	206	0	0	0	0	0	0	0	0
Hcfc1	35.333333	181	137	0	0	0	0	0	0	0	0
Gm19428	35.333333	0	0	0	0	318	0	0	0	0	0
Zfp953	35.222222	0	317	0	0	0	0	0	0	0	0
Zfp595	35.222222	0	317	0	0	0	0	0	0	0	0
Lpp	35.222222	195	122	0	0	0	0	0	0	0	0
Cuedc1	35.222222	151	166	0	0	0	0	0	0	0	0
Tlr2	35.111111	154	162	0	0	0	0	0	0	0	0
Tbc1d30	35.111111	192	124	0	0	0	0	0	0	0	0
Rnf152	35.111111	89	227	0	0	0	0	0	0	0	0
Napb	35.111111	176	140	0	0	0	0	0	0	0	0
Hrob	35.111111	154	162	0	0	0	0	0	0	0	0
Cyth4	35.111111	124	192	0	0	0	0	0	0	0	0
Btbd18	35.111111	0	0	0	0	316	0	0	0	0	0
Vamp5	35.000000	95	220	0	0	0	0	0	0	0	0
Tor1a	35.000000	165	150	0	0	0	0	0	0	0	0
S100a11	35.000000	172	143	0	0	0	0	0	0	0	0
Rspo2	35.000000	0	0	0	0	0	0	0	176	139	0
Gstk1	35.000000	144	171	0	0	0	0	0	0	0	0
Zfp710	34.888889	79	0	0	0	235	0	0	0	0	0
Zfp236	34.888889	170	144	0	0	0	0	0	0	0	0
Zdhhc21	34.888889	144	170	0	0	0	0	0	0	0	0
Wdfy4	34.888889	0	314	0	0	0	0	0	0	0	0
Smyd5	34.888889	208	106	0	0	0	0	0	0	0	0
Slc27a4	34.888889	183	131	0	0	0	0	0	0	0	0
Lyn	34.888889	173	141	0	0	0	0	0	0	0	0
Ccdc38	34.888889	0	150	0	0	164	0	0	0	0	0
Zfp764	34.777778	117	196	0	0	0	0	0	0	0	0
Unc45b	34.777778	169	144	0	0	0	0	0	0	0	0
Traf3ip3	34.777778	0	313	0	0	0	0	0	0	0	0
Spsb4	34.777778	139	174	0	0	0	0	0	0	0	0
Nuak1	34.777778	199	114	0	0	0	0	0	0	0	0
Nle1	34.777778	169	144	0	0	0	0	0	0	0	0
Itch	34.777778	129	184	0	0	0	0	0	0	0	0
Gm14296	34.777778	0	0	0	0	313	0	0	0	0	0
Fut4	34.777778	172	141	0	0	0	0	0	0	0	0
Akap9	34.777778	174	139	0	0	0	0	0	0	0	0
2210418O10Rik	34.777778	0	0	0	0	313	0	0	0	0	0
Slc4a2	34.666667	148	164	0	0	0	0	0	0	0	0
Lyl1	34.666667	87	225	0	0	0	0	0	0	0	0
Lrfn1	34.666667	118	0	0	0	194	0	0	0	0	0
Limd2	34.666667	134	178	0	0	0	0	0	0	0	0
Cdk5	34.666667	148	164	0	0	0	0	0	0	0	0
Acss1	34.666667	149	163	0	0	0	0	0	0	0	0
Abca13	34.666667	0	312	0	0	0	0	0	0	0	0
Ppara	34.555556	311	0	0	0	0	0	0	0	0	0
Map3k10	34.555556	154	157	0	0	0	0	0	0	0	0
Dyrk2	34.555556	190	121	0	0	0	0	0	0	0	0
Spats2	34.444444	162	148	0	0	0	0	0	0	0	0
Ngp	34.444444	0	310	0	0	0	0	0	0	0	0
Baz1a	34.444444	145	165	0	0	0	0	0	0	0	0
Tex9	34.333333	138	171	0	0	0	0	0	0	0	0
Steap2	34.333333	0	0	0	0	309	0	0	0	0	0
Nr3c1	34.333333	120	189	0	0	0	0	0	0	0	0
Fbxo27	34.333333	0	142	0	0	167	0	0	0	0	0
Ccdc74a	34.333333	157	152	0	0	0	0	0	0	0	0
Tuba8	34.222222	0	308	0	0	0	0	0	0	0	0
Mtif3	34.222222	150	158	0	0	0	0	0	0	0	0
Man2a2	34.222222	121	0	0	0	0	0	0	0	187	0
Ica1	34.222222	79	229	0	0	0	0	0	0	0	0
Cpne2	34.222222	175	133	0	0	0	0	0	0	0	0
Cmklr1	34.222222	0	0	0	0	308	0	0	0	0	0
Zfp385a	34.111111	199	108	0	0	0	0	0	0	0	0
Tbc1d4	34.111111	116	191	0	0	0	0	0	0	0	0
Scmh1	34.111111	152	155	0	0	0	0	0	0	0	0
Irx3	34.111111	0	0	0	0	307	0	0	0	0	0
Wls	34.000000	0	306	0	0	0	0	0	0	0	0
Tc2n	34.000000	184	122	0	0	0	0	0	0	0	0
Taz	34.000000	131	175	0	0	0	0	0	0	0	0
Rps23rg1	34.000000	0	0	0	0	306	0	0	0	0	0
Psmg2	34.000000	132	174	0	0	0	0	0	0	0	0
Gm35588	34.000000	0	0	0	0	306	0	0	0	0	0
F10	34.000000	146	160	0	0	0	0	0	0	0	0
Dnase1l1	34.000000	131	175	0	0	0	0	0	0	0	0
Cep76	34.000000	132	174	0	0	0	0	0	0	0	0
Tmem214	33.888889	143	162	0	0	0	0	0	0	0	0
Cracr2a	33.888889	119	186	0	0	0	0	0	0	0	0
Ap1g2	33.888889	102	203	0	0	0	0	0	0	0	0
Zfp493	33.777778	0	304	0	0	0	0	0	0	0	0
Ticam2	33.777778	136	168	0	0	0	0	0	0	0	0
Tagln2	33.777778	149	155	0	0	0	0	0	0	0	0
Selplg	33.777778	0	304	0	0	0	0	0	0	0	0
Fbf1	33.777778	145	159	0	0	0	0	0	0	0	0
Cgnl1	33.777778	202	102	0	0	0	0	0	0	0	0
Tmem229b	33.666667	96	207	0	0	0	0	0	0	0	0
Smco4	33.666667	108	195	0	0	0	0	0	0	0	0
Kif7	33.666667	144	159	0	0	0	0	0	0	0	0
Cd44	33.666667	124	179	0	0	0	0	0	0	0	0
App	33.666667	126	177	0	0	0	0	0	0	0	0
Plekha2	33.555556	200	102	0	0	0	0	0	0	0	0
Tsfm	33.444444	157	144	0	0	0	0	0	0	0	0
Snai2	33.444444	0	0	0	0	301	0	0	0	0	0
Scnm1	33.444444	0	301	0	0	0	0	0	0	0	0
Lysmd1	33.444444	0	301	0	0	0	0	0	0	0	0
Gng10	33.444444	147	154	0	0	0	0	0	0	0	0
Fgd4	33.444444	202	99	0	0	0	0	0	0	0	0
Abhd14a	33.444444	84	217	0	0	0	0	0	0	0	0
Thoc7	33.333333	141	159	0	0	0	0	0	0	0	0
Cwf19l2	33.333333	0	300	0	0	0	0	0	0	0	0
Nt5c3b	33.222222	164	135	0	0	0	0	0	0	0	0
