Target_genes	Nr1d2|Average	SRX109462|Liver	SRX128174|Liver	SRX128175|Liver	SRX1161941|Th17_Cells	STRING
Tcstv3	1208.750000	1827	1739	381	888	0
Cpa4	730.750000	1647	1276	0	0	0
Smagp	697.250000	1245	1544	0	0	0
Lemd2	688.500000	0	2315	439	0	0
Txndc15	645.500000	720	1685	177	0	0
Spink10	630.000000	0	2223	297	0	0
Fbxo38	630.000000	0	2223	297	0	0
Cradd	597.500000	381	1657	352	0	0
Slmap	557.750000	138	1810	283	0	0
Usp31	543.500000	0	1823	351	0	0
Prkcsh	536.750000	0	1775	372	0	0
Ccdc151	536.750000	0	1775	372	0	0
Cldn34d	531.000000	1245	315	270	294	0
Slx4ip	512.000000	0	1764	284	0	0
Mkks	512.000000	0	1764	284	0	0
Atxn7l1	507.000000	1923	105	0	0	0
Cxxc1	493.500000	0	1763	211	0	0
Npas2	486.750000	228	1575	0	144	0
Rcc1l	486.000000	0	1706	238	0	0
Arsg	467.500000	1607	263	0	0	0
Slc26a8	454.750000	1681	138	0	0	0
Mapk14	454.750000	1681	138	0	0	0
Baiap2	453.250000	1519	294	0	0	0
Szrd1	453.000000	0	1550	262	0	0
Map1lc3b	446.250000	0	1629	156	0	0
Uqcrh	444.750000	0	1517	114	148	0
Lrrc41	444.750000	0	1517	114	148	0
Csad	442.500000	970	800	0	0	0
Brox	437.500000	1330	185	126	109	0
Aida	437.500000	1330	185	126	109	0
Farsa	430.500000	0	1572	150	0	0
Saa1	426.750000	1707	0	0	0	0
Pnpla6	425.250000	243	1326	132	0	0
Cdk5rap2	417.500000	0	1494	176	0	0
Mroh2a	416.250000	1504	161	0	0	0
Cacul1	416.250000	1453	212	0	0	0
Acsm1	413.500000	1414	240	0	0	0
Ugt1a1	408.000000	1432	200	0	0	0
Cdkn1a	402.750000	270	1341	0	0	0
Fam71e1	401.000000	983	621	0	0	0
Emc10	401.000000	983	621	0	0	0
Agpat2	390.250000	1250	311	0	0	0
Coq8a	388.750000	715	840	0	0	0
Trim2	383.250000	1411	122	0	0	0
Kat7	381.500000	0	1369	157	0	0
St6gal1	376.250000	1154	351	0	0	0
Supt5	375.750000	223	1173	107	0	0
Ptgds	370.000000	758	722	0	0	0
Serpina3m	369.250000	1222	255	0	0	0
Bhmt	368.250000	1162	311	0	0	0
Tpgs1	367.250000	0	1351	118	0	0
Madcam1	367.250000	0	1351	118	0	0
Knstrn	364.750000	0	1459	0	0	0
Slc4a4	363.000000	467	985	0	0	0
Nr0b2	361.000000	1091	353	0	0	0
Rab7	360.500000	0	1442	0	0	0
Cbs	359.500000	459	979	0	0	0
Ndrg3	358.750000	0	1207	228	0	0
Nnmt	356.000000	1424	0	0	0	0
Olfr806	354.750000	428	737	254	0	0
Apon	345.750000	1290	93	0	0	0
Aspscr1	345.250000	1381	0	0	0	0
Pxmp4	340.750000	891	472	0	0	0
Tubb2a	340.500000	308	1054	0	0	0
Frat1	338.750000	735	491	0	129	0
Tle3	336.750000	1258	89	0	0	0
Tchhl1	336.000000	1213	131	0	0	0
Acat3	335.500000	1123	219	0	0	0
Trak1	333.500000	1334	0	0	0	0
A630076J17Rik	331.000000	1152	172	0	0	0
Tor1a	328.500000	138	1176	0	0	0
Adra1b	328.500000	982	332	0	0	0
Abhd6	328.250000	424	504	385	0	0
Psmb5	327.250000	0	1075	234	0	0
Wwox	324.250000	352	589	356	0	0
Leo1	323.750000	392	903	0	0	0
Reep4	319.500000	403	875	0	0	0
Itih1	319.500000	746	532	0	0	0
Fga	318.500000	1062	212	0	0	0
Asmt	318.000000	476	345	154	297	0
Insig2	313.750000	799	456	0	0	0
Wfdc21	312.000000	1168	80	0	0	0
C3	310.750000	953	290	0	0	0
Lrrc8d	307.250000	900	329	0	0	0
AI661453	307.250000	1098	131	0	0	0
1700001C19Rik	307.250000	1098	131	0	0	0
Inhbe	306.500000	1044	182	0	0	0
Homer2	303.250000	1213	0	0	0	0
Olfr1036	302.000000	1208	0	0	0	0
Rnf141	300.750000	552	651	0	0	0
Mapk1ip1l	300.000000	1082	118	0	0	0
Rdh7	299.750000	989	210	0	0	0
Hacd2	299.750000	0	951	248	0	0
Tomm40l	299.000000	173	1023	0	0	0
Apoa2	299.000000	173	1023	0	0	0
Cyp2d9	295.250000	1086	95	0	0	0
Arntl	295.000000	182	998	0	0	505
Lipc	294.500000	715	463	0	0	0
Foxo3	292.250000	1169	0	0	0	0
Atg7	292.000000	1168	0	0	0	0
Ski	289.000000	1016	140	0	0	0
Lmbr1l	289.000000	1156	0	0	0	0
Exosc2	288.000000	0	1015	137	0	0
Creld2	286.500000	0	982	164	0	0
Alg12	286.500000	0	982	164	0	0
Gm20594	285.500000	0	768	374	0	0
Otulin	282.000000	1128	0	0	0	0
Rwdd3	281.250000	968	157	0	0	0
Sec23ip	280.250000	0	969	152	0	0
Mcmbp	280.250000	0	969	152	0	0
Clock	280.000000	402	718	0	0	0
Haao	279.750000	930	189	0	0	0
Pon1	278.000000	632	480	0	0	0
Serpina3k	277.750000	1035	76	0	0	0
Mocs1	277.500000	1110	0	0	0	0
Fam222a	277.000000	660	448	0	0	0
Gpx7	276.750000	1107	0	0	0	0
Ormdl3	276.500000	526	580	0	0	0
Cyp2a22	276.000000	1104	0	0	0	0
Usf1	274.000000	0	923	173	0	0
Cuedc2	272.750000	0	1091	0	0	0
Saa3	272.000000	1003	85	0	0	0
Ccdc174	271.750000	0	984	103	0	0
Spop	271.000000	570	514	0	0	0
Plg	270.750000	840	243	0	0	0
Ces1e	269.000000	984	92	0	0	0
Plrg1	268.250000	943	130	0	0	0
Fgb	268.250000	943	130	0	0	0
Morf4l1	267.000000	0	881	187	0	0
Acnat2	266.500000	381	685	0	0	0
Arhgap24	263.750000	212	843	0	0	0
Grhpr	263.500000	739	315	0	0	0
Rnf217	263.250000	1053	0	0	0	0
G6pc	260.750000	585	458	0	0	0
S100a13	260.500000	175	786	81	0	0
S100a1	260.500000	175	786	81	0	0
Chtop	260.500000	175	786	81	0	0
Rassf5	259.000000	1036	0	0	0	0
Gbp10	257.250000	752	277	0	0	0
Rgl3	256.250000	1025	0	0	0	0
Ctcfl	255.250000	947	74	0	0	0
Lgalsl	254.250000	638	379	0	0	0
Leap2	254.000000	940	76	0	0	0
Tbc1d17	252.750000	0	871	140	0	0
Akt1s1	252.750000	0	871	140	0	0
Trf	252.500000	913	97	0	0	0
Khdc4	252.250000	0	886	123	0	0
Ndrg2	251.000000	876	128	0	0	0
Rps27rt	250.000000	0	1000	0	0	0
Rab13	250.000000	0	1000	0	0	0
Hjurp	249.750000	825	174	0	0	0
A730008H23Rik	249.750000	825	174	0	0	0
Igfbp4	249.500000	722	276	0	0	0
Sema4g	249.250000	997	0	0	0	0
Nup62	248.500000	284	710	0	0	0
Il4i1b	248.500000	284	710	0	0	0
Atf5	248.500000	284	710	0	0	0
Igfn1	248.000000	992	0	0	0	0
Ccdc124	248.000000	0	860	132	0	0
Osbpl9	247.500000	990	0	0	0	0
Stat2	247.250000	875	114	0	0	0
Apof	247.250000	875	114	0	0	0
Qsox1	247.000000	838	150	0	0	0
Gpd1	247.000000	988	0	0	0	0
Taar1	246.750000	829	158	0	0	0
Tmem125	245.500000	568	199	0	215	0
Cyp7a1	244.750000	749	230	0	0	0
Gtf3c6	243.750000	0	884	91	0	0
Rapgef1	243.500000	974	0	0	0	0
Cyp2d26	243.000000	788	184	0	0	0
Apoe	243.000000	695	277	0	0	0
Fst	242.750000	883	88	0	0	0
Mafg	241.750000	893	74	0	0	0
Bmp1	241.750000	778	189	0	0	0
Slc38a7	241.500000	876	90	0	0	0
Itih2	239.750000	726	233	0	0	0
Hacl1	239.750000	579	380	0	0	0
Btd	239.750000	579	380	0	0	0
Bdh1	239.750000	959	0	0	0	0
Chic2	237.500000	827	123	0	0	0
Ndufs2	236.250000	114	831	0	0	0
Cpt1a	236.250000	701	244	0	0	0
Adamts4	236.250000	114	831	0	0	0
Mustn1	235.250000	825	116	0	0	0
Tymp	235.000000	287	653	0	0	0
Sco2	235.000000	287	653	0	0	0
Odf3b	235.000000	287	653	0	0	0
Mug1	235.000000	706	234	0	0	0
Cep350	234.500000	0	805	133	0	0
Eef2	234.000000	753	183	0	0	0
Zfhx2	233.000000	932	0	0	0	0
Thtpa	233.000000	932	0	0	0	0
Slc35d1	231.250000	925	0	0	0	0
Sdr42e1	230.750000	923	0	0	0	0
Dpyd	230.750000	841	82	0	0	0
Dcun1d4	229.750000	539	380	0	0	0
Dram2	229.500000	639	279	0	0	0
Cept1	229.500000	639	279	0	0	0
Slc66a2	228.750000	915	0	0	0	0
Garem1	228.750000	765	150	0	0	0
Prlr	228.500000	682	232	0	0	0
Slc13a4	227.250000	909	0	0	0	0
Tmprss6	226.750000	540	367	0	0	0
Slc25a51	226.750000	819	88	0	0	0
A430005L14Rik	226.750000	0	907	0	0	0
Tmem218	226.250000	104	801	0	0	0
Serpina1e	226.250000	905	0	0	0	0
Sorbs3	225.250000	624	277	0	0	0
Crcp	225.250000	901	0	0	0	0
Abhd11	225.250000	901	0	0	0	0
Cfb	225.000000	900	0	0	0	0
Mtarc1	224.500000	898	0	0	0	0
Ephx1	223.750000	709	186	0	0	0
Fam25c	223.000000	746	146	0	0	0
B4galnt1	222.500000	527	363	0	0	0
Sigmar1	222.250000	402	487	0	0	0
Dlc1	221.750000	570	317	0	0	0
Lad1	221.500000	680	206	0	0	0
Septin9	221.000000	749	135	0	0	0
Ech1	220.250000	0	794	87	0	0
Rskr	220.000000	742	138	0	0	0
Ttpa	219.750000	728	151	0	0	0
Raet1d	219.750000	206	673	0	0	0
Ces1c	219.000000	876	0	0	0	0
Nr3c1	218.250000	112	761	0	0	0
Fgg	218.250000	364	509	0	0	0
Zfp672	218.000000	0	718	154	0	0
Sh3bp5l	218.000000	0	718	154	0	0
Dop1b	218.000000	872	0	0	0	0
Cth	218.000000	872	0	0	0	0
Klf3	217.750000	601	270	0	0	0
Tpcn1	216.750000	803	64	0	0	0
Osgin1	216.750000	759	108	0	0	0
Iqcd	216.750000	803	64	0	0	0
Hagh	216.500000	776	90	0	0	0
Fahd1	216.500000	776	90	0	0	0
Sec16b	216.250000	865	0	0	0	0
Myl6b	215.500000	862	0	0	0	0
Ly6e	215.500000	351	511	0	0	0
Mfsd3	215.000000	860	0	0	0	0
Gpt	215.000000	860	0	0	0	0
Il6ra	214.000000	856	0	0	0	0
A2ml1	213.250000	738	115	0	0	0
Mettl3	212.250000	0	766	83	0	0
Ddah1	212.250000	727	122	0	0	0
Tnrc6c	210.750000	843	0	0	0	0
Mfsd13a	210.500000	0	747	95	0	0
Rrbp1	210.250000	600	241	0	0	0
Pafah2	210.250000	841	0	0	0	0
Rnf10	209.500000	281	557	0	0	0
Kifc3	209.500000	702	136	0	0	0
Atp2b2	209.250000	289	548	0	0	0
Rtkn	208.750000	714	0	0	121	0
Fbxo31	208.000000	711	121	0	0	0
Dppa3	208.000000	832	0	0	0	0
Ifna13	207.500000	699	131	0	0	0
Gse1	207.500000	830	0	0	0	0
Dpys	207.500000	531	299	0	0	0
Raet1e	207.250000	179	650	0	0	0
Raet1c	207.250000	179	650	0	0	0
Raet1b	207.250000	179	650	0	0	0
Serpinf2	207.000000	374	454	0	0	0
Rnf125	206.750000	704	123	0	0	0
Mup12	206.750000	685	142	0	0	0
Plcd3	206.500000	718	108	0	0	0
Acbd4	206.500000	718	108	0	0	0
Lgals9	206.000000	414	410	0	0	0
Entpd8	205.750000	684	139	0	0	0
Cyp2a12	205.750000	823	0	0	0	0
Fam131c	205.250000	352	469	0	0	0
Kmo	205.000000	820	0	0	0	0
Rsad2	204.500000	228	590	0	0	0
Vwa8	204.250000	817	0	0	0	0
Mief2	204.250000	724	93	0	0	0
Flii	204.250000	724	93	0	0	0
Gpatch3	202.750000	647	164	0	0	0
Cyp21a1	202.750000	669	142	0	0	0
Ddi2	202.500000	553	257	0	0	0
Sh3pxd2a	202.250000	579	230	0	0	0
Dhcr24	201.000000	728	76	0	0	0
Ccdc38	200.750000	582	221	0	0	0
Amdhd1	200.750000	582	221	0	0	0
Prpsap1	200.250000	360	441	0	0	0
Vps35l	199.500000	0	651	147	0	0
F2	199.500000	618	180	0	0	0
Mthfr	198.500000	0	653	0	141	0
Clcn6	198.500000	0	653	0	141	0
Unc93a	198.250000	587	206	0	0	0
Shld1	198.250000	398	265	0	130	0
Spatc1	198.000000	792	0	0	0	0
Caprin1	197.500000	546	244	0	0	0
Uroc1	197.250000	620	169	0	0	0
Zbtb7c	196.750000	403	384	0	0	0
Yy1	196.000000	0	687	97	0	0
Adtrp	196.000000	280	504	0	0	0
Shtn1	195.750000	783	0	0	0	0
Pah	195.750000	783	0	0	0	0
Tchh	195.500000	782	0	0	0	0
Gemin2	195.250000	678	103	0	0	0
4930558K02Rik	194.750000	779	0	0	0	0
Ddc	194.500000	541	237	0	0	0
Car5a	194.500000	656	122	0	0	0
Cpb2	194.250000	639	138	0	0	0
Slc25a15	194.000000	776	0	0	0	0
Zfp524	193.750000	0	671	104	0	0
Mup1	193.750000	628	147	0	0	0
Fiz1	193.750000	0	671	104	0	0
Rarres1	193.500000	774	0	0	0	0
Mcfd2	193.250000	773	0	0	0	0
Leprotl1	193.000000	233	539	0	0	0
Napepld	192.750000	0	771	0	0	0
Pros1	192.250000	769	0	0	0	0
Cep85	192.000000	768	0	0	0	0
Spc24	191.750000	674	93	0	0	0
Mt2	191.500000	585	181	0	0	0
Zfp689	190.500000	471	291	0	0	0
Inf2	190.250000	619	142	0	0	0
Fbxl19	189.500000	168	489	101	0	0
Gas7	189.250000	654	103	0	0	0
Acvr1	188.500000	754	0	0	0	0
Tmem268	188.250000	753	0	0	0	0
Irf2bp2	188.000000	636	116	0	0	0
Chd1l	188.000000	752	0	0	0	0
Sphk2	187.000000	381	367	0	0	0
Ppp1r3b	186.500000	746	0	0	0	0
Gabpb2	186.500000	331	415	0	0	0
Fam227b	186.500000	0	423	323	0	0
Dtwd1	186.500000	0	423	323	0	0
D630039A03Rik	186.500000	746	0	0	0	0
0610009B22Rik	186.250000	0	629	116	0	0
Fkbp8	185.000000	635	105	0	0	0
C6	185.000000	740	0	0	0	0
Tbcel	184.750000	739	0	0	0	0
Slc8b1	184.750000	590	149	0	0	0
Sdc1	184.750000	739	0	0	0	0
Nedd4l	184.750000	615	124	0	0	0
Crip2	184.500000	519	219	0	0	0
Ren2	184.250000	737	0	0	0	0
Ren1	184.250000	737	0	0	0	0
Tmem19	184.000000	736	0	0	0	0
N4bp1	184.000000	0	736	0	0	0
Mal2	183.750000	481	254	0	0	0
C1qtnf6	183.000000	732	0	0	0	0
Gbp6	182.750000	519	212	0	0	0
Aadacl2fm1	182.750000	230	501	0	0	0
Acsl1	182.500000	594	136	0	0	0
A1cf	182.500000	491	239	0	0	0
Kng2	182.250000	620	109	0	0	0
Tnk2	182.000000	620	0	0	108	0
Phospho1	182.000000	564	164	0	0	0
Fcna	182.000000	442	286	0	0	0
Agt	181.750000	464	263	0	0	0
1600014C10Rik	181.750000	609	118	0	0	0
Ly6g2	181.250000	594	131	0	0	0
Cyp2d22	181.250000	725	0	0	0	0
Sft2d1	180.750000	723	0	0	0	0
Notch1	180.250000	237	484	0	0	0
Efna1	180.250000	300	421	0	0	0
Pcca	180.000000	207	513	0	0	0
Xdh	179.500000	718	0	0	0	0
Col18a1	179.250000	397	320	0	0	0
Ido2	178.750000	715	0	0	0	0
Cyp2d40	178.750000	632	83	0	0	0
Ttyh2	178.500000	714	0	0	0	0
Ces2e	178.250000	526	187	0	0	0
Tars	177.750000	711	0	0	0	0
Selenbp2	177.750000	711	0	0	0	0
Retreg1	177.750000	711	0	0	0	0
Cdc42ep1	177.750000	525	186	0	0	0
Akap1	177.750000	430	281	0	0	0
Rrm1	177.500000	0	710	0	0	0
Mettl7b	176.250000	705	0	0	0	0
Bcl3	175.250000	701	0	0	0	0
Kpna1	174.500000	500	198	0	0	0
Cyp3a13	174.500000	589	109	0	0	0
2900026A02Rik	174.250000	525	172	0	0	0
Rbm47	173.750000	695	0	0	0	0
Zfp36l2	173.250000	585	108	0	0	0
Hsd17b2	173.250000	605	88	0	0	0
Inpp5e	173.000000	390	302	0	0	0
Gstm7	173.000000	195	497	0	0	0
Amigo3	173.000000	573	119	0	0	0
Cobll1	172.750000	691	0	0	0	0
Oasl1	172.250000	344	183	162	0	0
Gnat1	171.750000	687	0	0	0	0
Zfp292	171.500000	573	113	0	0	0
Serpina1b	171.500000	686	0	0	0	0
Akt2	171.500000	574	112	0	0	0
Acsl5	171.250000	577	108	0	0	0
Car1	170.500000	682	0	0	0	0
Ankrd31	170.500000	508	174	0	0	0
Rmdn2	170.250000	681	0	0	0	0
Ilrun	170.250000	681	0	0	0	0
Plin1	170.000000	568	112	0	0	0
Nr2c2ap	170.000000	485	195	0	0	0
Slc25a13	169.750000	598	81	0	0	0
Rps11	169.500000	0	678	0	0	0
Rpl13a	169.500000	0	678	0	0	0
Acsm2	169.500000	574	104	0	0	0
Tex14	168.750000	360	181	0	134	0
Pck1	168.750000	675	0	0	0	0
Serpinb6b	168.500000	469	205	0	0	0
Slc6a12	167.500000	670	0	0	0	0
Prr14	167.500000	0	670	0	0	0
Pde9a	167.500000	331	339	0	0	0
Mbl2	167.500000	547	123	0	0	0
H13	167.250000	669	0	0	0	0
Sar1b	166.250000	452	213	0	0	0
Tagln	165.750000	663	0	0	0	0
Gpr37l1	165.750000	663	0	0	0	0
Acox2	165.750000	540	123	0	0	0
Unc93a2	165.500000	500	162	0	0	0
Gatd1	165.500000	398	264	0	0	0
Tst	165.250000	326	140	0	195	0
Mpst	165.250000	326	140	0	195	0
Got1	165.250000	661	0	0	0	0
Pparg	164.250000	489	168	0	0	0
Adap2	164.250000	434	223	0	0	0
Rai14	163.750000	512	143	0	0	0
Kctd15	163.750000	655	0	0	0	0
Kcmf1	163.750000	655	0	0	0	0
Erbb3	163.750000	655	0	0	0	0
Faah	163.250000	653	0	0	0	0
Wdr89	163.000000	198	454	0	0	0
Gstm2	163.000000	464	188	0	0	0
Amacr	163.000000	652	0	0	0	0
Map4k4	162.250000	411	238	0	0	0
Ccser2	162.250000	649	0	0	0	0
Psmd9	162.000000	648	0	0	0	0
Clec2d	162.000000	648	0	0	0	0
Ninj1	161.750000	647	0	0	0	0
Rnf43	161.500000	510	136	0	0	0
Pacsin2	161.500000	646	0	0	0	0
Itih3	161.500000	538	108	0	0	0
Pmf1	161.250000	316	329	0	0	0
Mmp11	161.250000	338	307	0	0	0
Chchd10	161.250000	338	307	0	0	0
Ifih1	161.000000	644	0	0	0	0
Tram2	160.750000	169	474	0	0	0
Styxl1	160.750000	643	0	0	0	0
Mdh2	160.750000	643	0	0	0	0
Cxcl12	160.750000	643	0	0	0	0
Hip1r	160.500000	465	177	0	0	0
Tmc3	160.000000	640	0	0	0	0
Pfkfb1	160.000000	640	0	0	0	0
Mfn2	160.000000	640	0	0	0	0
Ces2a	159.750000	479	160	0	0	0
Upp2	159.500000	638	0	0	0	0
Idh1	159.500000	638	0	0	0	0
Esr1	159.500000	0	372	266	0	0
B4galt1	159.500000	291	347	0	0	0
Slc30a10	159.000000	296	340	0	0	0
Fetub	159.000000	636	0	0	0	0
Fah	159.000000	299	337	0	0	0
Apoa1	159.000000	636	0	0	0	0
Net1	158.750000	447	188	0	0	0
Dhrs3	158.500000	347	287	0	0	0
Cyp2b10	158.500000	143	491	0	0	0
Tjp3	158.250000	156	477	0	0	0
Pip5k1c	158.250000	156	477	0	0	0
Ugt1a6b	158.000000	632	0	0	0	0
Slc29a1	158.000000	632	0	0	0	0
Slc25a30	158.000000	632	0	0	0	0
Mymx	158.000000	632	0	0	0	0
Abcb11	158.000000	374	258	0	0	0
Cgnl1	157.750000	529	102	0	0	0
Irf2bpl	157.500000	630	0	0	0	0
Tmco4	157.250000	629	0	0	0	0
Rnf186	157.250000	629	0	0	0	0
Taar8a	157.000000	113	515	0	0	0
Aqp9	157.000000	628	0	0	0	0
Sardh	156.750000	521	106	0	0	0
Irf9	156.750000	627	0	0	0	0
Hrk	156.500000	626	0	0	0	0
Gm19774	156.500000	381	245	0	0	0
Eps8l2	156.250000	479	146	0	0	0
Deaf1	156.250000	479	146	0	0	0
Arel1	155.750000	623	0	0	0	0
Rrn3	155.500000	622	0	0	0	0
Nrbf2	155.500000	481	141	0	0	0
Fcer1g	155.500000	622	0	0	0	0
Pdk4	155.250000	338	283	0	0	0
Mat1a	155.250000	504	117	0	0	0
Lpp	155.250000	621	0	0	0	0
Elapor1	155.250000	494	127	0	0	0
1700013F07Rik	155.250000	494	127	0	0	0
Ubc	155.000000	463	157	0	0	0
Igfals	154.750000	619	0	0	0	0
Pnpla3	154.250000	461	156	0	0	0
Dsc2	154.250000	439	178	0	0	0
Slc22a7	154.000000	403	213	0	0	0
Rab6a	154.000000	104	512	0	0	0
Cyp4a10	154.000000	279	337	0	0	0
Mab21l2	153.750000	360	255	0	0	0
Fgl1	153.750000	541	74	0	0	0
Wnt5b	153.500000	614	0	0	0	0
Sec14l4	153.500000	614	0	0	0	0
Ell	153.500000	472	142	0	0	0
Cnot8	153.500000	523	91	0	0	0
Slc17a2	153.250000	613	0	0	0	0
Aptx	153.250000	613	0	0	0	0
Slc25a44	153.000000	612	0	0	0	0
Plec	152.500000	404	206	0	0	0
Zfp882	151.750000	0	607	0	0	0
Tomt	151.750000	375	232	0	0	0
Psen2	151.750000	607	0	0	0	0
Pdik1l	151.750000	607	0	0	0	0
Lamtor1	151.750000	375	232	0	0	0
Tbc1d10c	151.500000	202	404	0	0	0
Ppp1ca	151.500000	202	404	0	0	0
Ppl	151.500000	299	307	0	0	0
Car14	151.000000	125	479	0	0	0
Gm20346	150.500000	179	423	0	0	0
Dnajc5b	150.500000	602	0	0	0	0
Anp32a	150.500000	179	423	0	0	0
Ankrd11	150.500000	602	0	0	0	0
Smlr1	150.000000	600	0	0	0	0
Cp	149.750000	244	355	0	0	0
Sdr9c7	149.250000	387	210	0	0	0
Thrb	149.000000	596	0	0	0	0
Chn2	149.000000	596	0	0	0	0
Nuak2	148.750000	595	0	0	0	0
Slc40a1	148.500000	594	0	0	0	0
Rabggtb	148.250000	477	116	0	0	0
Chst12	148.250000	593	0	0	0	0
Chd7	148.250000	593	0	0	0	0
Aass	148.250000	593	0	0	0	0
Gc	148.000000	592	0	0	0	0
Mup22	147.750000	591	0	0	0	0
Il1rn	147.500000	590	0	0	0	0
Hpx	147.500000	428	162	0	0	0
Rps29	147.250000	0	420	169	0	0
Fam89a	147.250000	437	152	0	0	0
Ugt2b1	147.000000	588	0	0	0	0
Sqor	147.000000	588	0	0	0	0
Slc9a3r1	147.000000	588	0	0	0	0
Ppp6r2	147.000000	127	461	0	0	0
Lifr	147.000000	501	87	0	0	0
Exoc7	147.000000	0	588	0	0	0
Clmn	147.000000	437	151	0	0	0
Suclg2	146.750000	587	0	0	0	0
Hcar2	146.750000	587	0	0	0	0
Bfsp2	146.750000	587	0	0	0	0
Gpr182	146.500000	413	173	0	0	0
Tmem171	146.250000	142	443	0	0	0
Mad2l2	146.000000	186	398	0	0	0
Cmip	146.000000	387	197	0	0	0
Hebp1	145.750000	422	161	0	0	0
Usp50	145.500000	449	133	0	0	0
Reep6	145.500000	582	0	0	0	0
Pcsk4	145.500000	582	0	0	0	0
Cmbl	145.500000	582	0	0	0	0
Arid1b	145.250000	581	0	0	0	0
Sox6	145.000000	428	152	0	0	0
Elovl6	145.000000	580	0	0	0	0
Atxn1	144.750000	302	277	0	0	0
Pdcd4	144.250000	577	0	0	0	0
Lrp1	144.250000	577	0	0	0	0
Etfa	144.000000	0	576	0	0	0
Atxn3	144.000000	486	90	0	0	0
Usp6nl	143.750000	161	414	0	0	0
Myd88	143.750000	575	0	0	0	0
Gjb1	143.750000	575	0	0	0	0
Acaa1a	143.750000	575	0	0	0	0
Mrpl52	143.500000	288	286	0	0	0
Mmp14	143.500000	288	286	0	0	0
Itih4	143.250000	573	0	0	0	0
Hyal2	143.250000	126	0	0	447	0
Cyth1	143.250000	573	0	0	0	0
Timd2	143.000000	572	0	0	0	0
Slc47a1	142.750000	571	0	0	0	0
Nr1h4	142.750000	571	0	0	0	0
Mup2	142.750000	571	0	0	0	0
Mup11	142.750000	571	0	0	0	0
Slc1a4	142.250000	569	0	0	0	0
Gpt2	142.250000	569	0	0	0	0
Hadh	142.000000	288	280	0	0	0
Ten1	141.750000	299	268	0	0	0
Slc22a6	141.750000	567	0	0	0	0
Comt	141.750000	446	121	0	0	0
Acox1	141.750000	299	268	0	0	0
Lipg	141.500000	566	0	0	0	0
Polr1d	141.250000	315	250	0	0	0
Lnx2	141.250000	315	250	0	0	0
Cyp4f14	141.250000	447	118	0	0	0
Serpina1d	141.000000	564	0	0	0	0
Cry1	141.000000	469	95	0	0	0
Spata22	140.500000	562	0	0	0	0
Nrg4	140.500000	562	0	0	0	0
Got2	140.500000	562	0	0	0	0
Gata4	140.500000	354	208	0	0	0
Aspa	140.500000	562	0	0	0	0
Inpp5b	140.250000	561	0	0	0	0
Slco2b1	140.000000	560	0	0	0	0
Jade2	139.500000	316	242	0	0	0
Ctsb	139.500000	447	111	0	0	0
Repin1	139.250000	382	175	0	0	0
Pigr	139.250000	225	332	0	0	0
Brap	139.250000	341	216	0	0	0
Acad10	139.250000	341	216	0	0	0
Arhgef19	139.000000	476	80	0	0	0
Tmem30a	138.750000	434	121	0	0	0
Slco1a4	138.750000	555	0	0	0	0
Proc	138.750000	555	0	0	0	0
Slc25a48	138.000000	552	0	0	0	0
Nr1d1	138.000000	0	552	0	0	0
Sin3a	137.500000	404	146	0	0	0
Adcy10	137.500000	310	240	0	0	0
Zfp879	137.250000	430	119	0	0	0
Zfp385b	137.250000	549	0	0	0	0
Smyd1	137.250000	336	213	0	0	0
Mup14	137.250000	549	0	0	0	0
Grm6	137.250000	430	119	0	0	0
Arpin	137.250000	549	0	0	0	0
Echdc3	137.000000	278	270	0	0	0
Ptpa	136.500000	299	247	0	0	0
Crat	136.500000	299	247	0	0	0
Cmtm8	136.500000	546	0	0	0	0
Steap3	136.250000	361	184	0	0	0
Serpina11	136.250000	545	0	0	0	0
Cers2	136.250000	545	0	0	0	0
Anxa9	136.250000	545	0	0	0	0
Tax1bp3	136.000000	544	0	0	0	0
Emc6	136.000000	544	0	0	0	0
Cyp2d11	135.750000	543	0	0	0	0
Pex16	135.500000	542	0	0	0	0
Luc7l2	135.500000	374	0	0	168	0
Large2	135.500000	542	0	0	0	0
Rnf5	135.000000	540	0	0	0	0
Mup17	135.000000	540	0	0	0	0
Kdm6b	135.000000	361	179	0	0	0
Agpat1	135.000000	540	0	0	0	0
Pnrc1	134.750000	221	318	0	0	0
Itm2b	134.750000	189	350	0	0	0
Pnp2	134.500000	538	0	0	0	0
Nrp1	134.500000	385	153	0	0	0
Mtarc2	134.500000	538	0	0	0	0
Eif5a	134.500000	400	0	0	138	0
Cln3	134.500000	0	538	0	0	0
Apobr	134.500000	0	538	0	0	0
Ugt2a3	134.250000	537	0	0	0	0
Lrrn4	134.250000	232	305	0	0	0
Rorc	134.000000	536	0	0	0	0
Rdh1	134.000000	413	123	0	0	0
Ppara	133.750000	535	0	0	0	0
Plin2	133.750000	166	369	0	0	0
Nostrin	133.500000	534	0	0	0	0
Mpp4	133.500000	534	0	0	0	0
Eif4g2	133.500000	0	534	0	0	0
Atl2	133.500000	408	126	0	0	0
Rsad1	133.250000	416	117	0	0	0
Phb2	133.250000	0	533	0	0	0
Nags	133.250000	383	150	0	0	0
Grin3b	133.250000	402	131	0	0	0
Emg1	133.250000	0	533	0	0	0
Cited2	133.250000	377	156	0	0	0
Zfand2b	133.000000	532	0	0	0	0
