Target_genes	E2f1|Average	SRX122390|Dendritic_Cells	SRX122391|Dendritic_Cells	SRX122392|Dendritic_Cells	SRX122393|Dendritic_Cells	SRX2897262|ES_cells	SRX2897263|ES_cells	SRX1334844|Hepatocytes	SRX1120752|MEF	SRX1120755|MEF	STRING
Zfp248	17.444444	0	0	0	0	0	0	157	0	0	0
Vps37d	17.444444	0	0	0	0	157	0	0	0	0	0
Trp53i13	17.444444	0	0	0	0	157	0	0	0	0	0
Sumf2	17.444444	0	0	0	0	0	0	157	0	0	0
Sprr1a	17.444444	0	0	0	0	0	0	157	0	0	0
Rps14	17.444444	0	0	0	0	157	0	0	0	0	0
Rbm43	17.444444	0	0	0	0	0	0	157	0	0	0
Pla2g12a	17.444444	0	0	0	0	0	157	0	0	0	0
Pigg	17.444444	0	0	0	0	0	0	157	0	0	0
Map3k5	17.444444	0	0	0	0	157	0	0	0	0	0
Knstrn	17.444444	0	0	0	0	0	0	157	0	0	0
Itgb1	17.444444	0	0	0	0	157	0	0	0	0	0
Homer2	17.444444	0	0	0	0	157	0	0	0	0	0
Gm5784	17.444444	0	0	0	0	157	0	0	0	0	0
Glul	17.444444	0	0	0	0	0	0	157	0	0	0
Far1	17.444444	0	0	0	0	0	157	0	0	0	0
Fads1	17.444444	0	0	0	0	0	0	157	0	0	0
Dcbld1	17.444444	0	0	0	0	0	157	0	0	0	0
Ctse	17.444444	0	0	0	157	0	0	0	0	0	0
Cacna1c	17.444444	0	0	0	0	157	0	0	0	0	0
Aurkaip1	17.444444	0	0	0	0	0	0	157	0	0	0
Abhd15	17.444444	0	0	0	0	157	0	0	0	0	0
Abcc10	17.444444	0	0	0	0	0	0	157	0	0	0
A930007A09Rik	17.444444	0	0	0	0	0	0	157	0	0	0
Tmem39b	17.333333	0	0	0	0	0	0	156	0	0	0
Ssr3	17.333333	0	0	0	0	0	0	156	0	0	0
Slc66a2	17.333333	0	0	0	0	0	0	156	0	0	0
Setd2	17.333333	0	0	0	0	156	0	0	0	0	0
Rhbdd3	17.333333	0	0	0	0	0	0	156	0	0	0
Pkmyt1	17.333333	0	0	0	0	0	0	156	0	0	0
Mettl14	17.333333	0	0	0	0	0	0	156	0	0	0
Maats1	17.333333	0	0	0	0	0	0	156	0	0	0
Kcng3	17.333333	0	0	0	0	156	0	0	0	0	0
Hes7	17.333333	0	0	0	0	0	0	156	0	0	0
Gm21149	17.333333	0	0	0	0	0	0	156	0	0	0
Ewsr1	17.333333	0	0	0	0	0	0	156	0	0	0
Cox17	17.333333	0	0	0	0	0	0	156	0	0	0
Ccn2	17.333333	0	0	0	0	0	0	156	0	0	0
Atp2b1	17.333333	0	0	0	0	156	0	0	0	0	0
Aloxe3	17.333333	0	0	0	0	0	0	156	0	0	0
2700062C07Rik	17.333333	0	0	0	0	0	0	156	0	0	0
Zfyve27	17.222222	0	0	0	0	0	0	155	0	0	0
Ubxn8	17.222222	0	0	0	0	0	0	155	0	0	0
Snrnp70	17.222222	0	0	0	0	0	0	155	0	0	0
Safb2	17.222222	0	0	0	0	0	0	155	0	0	0
Safb	17.222222	0	0	0	0	0	0	155	0	0	0
M6pr	17.222222	0	0	0	0	0	0	155	0	0	0
Ftl1	17.222222	0	0	0	155	0	0	0	0	0	0
Dld	17.222222	0	0	0	0	155	0	0	0	0	0
Cep120	17.222222	0	0	0	0	155	0	0	0	0	0
Cd63	17.222222	0	0	0	0	155	0	0	0	0	0
Ccdc181	17.222222	0	0	0	0	0	0	155	0	0	0
Caml	17.222222	0	0	0	0	0	0	155	0	0	0
Usp28	17.111111	0	0	0	0	154	0	0	0	0	0
Txnl1	17.111111	0	0	0	0	0	0	154	0	0	0
Ttc7	17.111111	0	0	0	0	0	0	154	0	0	0
Taf13	17.111111	0	0	0	0	0	0	154	0	0	0
Sbno1	17.111111	0	0	0	0	154	0	0	0	0	0
Rtraf	17.111111	0	0	0	0	154	0	0	0	0	0
Rgs11	17.111111	0	0	0	0	154	0	0	0	0	0
Pdia2	17.111111	0	0	0	0	154	0	0	0	0	0
Nr2f1	17.111111	0	0	0	0	154	0	0	0	0	0
Neurl1a	17.111111	0	0	0	0	154	0	0	0	0	0
Ndfip2	17.111111	0	0	0	0	0	154	0	0	0	0
Dync2h1	17.111111	0	0	0	0	0	0	154	0	0	0
Dhodh	17.111111	0	0	0	0	0	0	154	0	0	0
Calcrl	17.111111	0	0	0	0	0	0	154	0	0	0
Barx1	17.111111	0	0	0	0	154	0	0	0	0	0
Arhgdig	17.111111	0	0	0	0	154	0	0	0	0	0
Vps29	17.000000	0	0	0	0	0	0	153	0	0	0
Spata5l1	17.000000	0	0	0	0	0	0	153	0	0	0
Son	17.000000	0	0	0	0	0	0	0	153	0	0
Rnf24	17.000000	0	0	0	0	0	0	153	0	0	0
Rad9b	17.000000	0	0	0	0	0	0	153	0	0	0
Nxph3	17.000000	0	0	0	0	153	0	0	0	0	0
Lsg1	17.000000	0	0	0	0	0	0	153	0	0	0
Kdelr3	17.000000	0	0	0	0	153	0	0	0	0	0
Gm36712	17.000000	0	0	0	0	0	0	0	153	0	0
Gart	17.000000	0	0	0	0	0	0	0	153	0	0
Dapk2	17.000000	0	0	0	0	0	0	153	0	0	0
Cyp2b10	17.000000	0	0	0	0	0	0	153	0	0	0
Cstf2	17.000000	0	0	0	0	153	0	0	0	0	0
Zfp692	16.888889	0	0	0	0	0	0	152	0	0	0
Tnks1bp1	16.888889	0	0	0	0	0	0	152	0	0	0
Riok3	16.888889	0	0	0	0	0	0	152	0	0	0
Rce1	16.888889	0	0	0	0	152	0	0	0	0	0
Rcan3	16.888889	0	0	0	0	152	0	0	0	0	0
Mapt	16.888889	0	0	0	0	152	0	0	0	0	0
Il6st	16.888889	0	0	0	0	152	0	0	0	0	0
Igsf3	16.888889	0	0	0	0	152	0	0	0	0	0
Fyn	16.888889	0	0	0	0	152	0	0	0	0	0
Frg1	16.888889	0	0	0	0	0	0	152	0	0	0
Eif4g3	16.888889	0	0	0	0	152	0	0	0	0	0
Dll4	16.888889	0	0	0	0	152	0	0	0	0	0
Bicc1	16.888889	0	0	0	0	152	0	0	0	0	0
2310009B15Rik	16.888889	0	0	0	0	152	0	0	0	0	0
Zbtb17	16.777778	0	0	0	0	151	0	0	0	0	0
Zbtb10	16.777778	0	0	0	0	151	0	0	0	0	0
Tbc1d9b	16.777778	0	0	0	0	151	0	0	0	0	0
Stau1	16.777778	0	0	0	0	151	0	0	0	0	0
Rpl36	16.777778	0	0	0	0	0	0	151	0	0	0
Rab5b	16.777778	0	0	0	0	0	0	151	0	0	0
Prpf40a	16.777778	0	0	0	0	0	0	151	0	0	0
Micos13	16.777778	0	0	0	0	0	0	151	0	0	0
Lzts2	16.777778	0	0	0	0	151	0	0	0	0	0
Efna3	16.777778	0	0	0	0	151	0	0	0	0	0
Atg7	16.777778	0	0	0	0	0	0	151	0	0	0
Arl6ip6	16.777778	0	0	0	0	0	0	151	0	0	0
Zswim5	16.666667	0	0	0	0	150	0	0	0	0	0
Zfp442	16.666667	0	0	0	0	0	0	150	0	0	0
Xrn2	16.666667	0	0	0	0	0	0	150	0	0	0
Wdfy3	16.666667	0	0	0	0	150	0	0	0	0	0
Trpt1	16.666667	0	0	0	0	0	0	150	0	0	0
Troap	16.666667	0	0	0	0	0	0	150	0	0	0
Tmem18	16.666667	0	0	0	0	0	0	150	0	0	0
Syt7	16.666667	0	0	0	0	150	0	0	0	0	0
Slc5a3	16.666667	0	0	0	0	150	0	0	0	0	0
Slc26a6	16.666667	0	0	0	0	0	0	150	0	0	0
Rfc5	16.666667	0	0	0	0	0	0	150	0	0	0
Polr2j	16.666667	0	0	0	0	0	0	150	0	0	0
Pcm1	16.666667	0	0	0	0	150	0	0	0	0	0
Pcdhgc3	16.666667	0	0	0	0	0	0	150	0	0	0
Paqr4	16.666667	0	0	0	0	0	0	150	0	0	0
Pank4	16.666667	0	0	0	0	0	0	150	0	0	0
Opa3	16.666667	0	0	0	0	0	0	150	0	0	0
Nudt22	16.666667	0	0	0	0	0	0	150	0	0	0
Mrps6	16.666667	0	0	0	0	150	0	0	0	0	0
Matn3	16.666667	0	0	0	0	0	0	150	0	0	0
Map1lc3b	16.666667	0	0	0	0	150	0	0	0	0	0
Lrrk1	16.666667	0	0	0	0	0	0	150	0	0	0
Junb	16.666667	0	0	0	0	0	0	150	0	0	0
Idh3a	16.666667	0	0	0	0	0	0	150	0	0	0
Htra2	16.666667	0	0	0	0	0	0	150	0	0	0
Hmgn5	16.666667	0	0	0	0	0	0	150	0	0	0
Hes5	16.666667	0	0	0	0	0	0	150	0	0	0
Heca	16.666667	0	0	0	0	150	0	0	0	0	0
Hdac10	16.666667	0	0	0	0	0	0	150	0	0	0
Gosr1	16.666667	0	0	0	150	0	0	0	0	0	0
Ghr	16.666667	0	0	0	0	0	0	150	0	0	0
Dqx1	16.666667	0	0	0	0	0	0	150	0	0	0
Dlg4	16.666667	0	0	0	0	0	0	150	0	0	0
Dip2c	16.666667	0	0	0	0	150	0	0	0	0	0
Dcaf5	16.666667	0	0	0	0	0	150	0	0	0	0
Cphx3	16.666667	0	0	0	0	0	0	150	0	0	0
Cphx2	16.666667	0	0	0	0	0	0	150	0	0	0
Cphx1	16.666667	0	0	0	0	0	0	150	0	0	0
Cacna1b	16.666667	0	0	0	0	150	0	0	0	0	0
Bbs5	16.666667	0	0	0	0	0	0	150	0	0	0
Atrnl1	16.666667	0	0	0	0	150	0	0	0	0	0
2210016F16Rik	16.666667	0	0	0	0	150	0	0	0	0	0
Trim26	16.555556	0	0	0	0	0	149	0	0	0	0
Tprkb	16.555556	0	0	0	0	149	0	0	0	0	0
Sptbn1	16.555556	0	0	0	0	0	0	149	0	0	0
Skida1	16.555556	0	0	0	0	149	0	0	0	0	0
Sf3a2	16.555556	0	0	0	0	0	0	149	0	0	0
Scand1	16.555556	0	0	0	0	149	0	0	0	0	0
Plekhj1	16.555556	0	0	0	0	0	0	149	0	0	0
Nat8f1	16.555556	0	0	0	0	149	0	0	0	0	0
Litaf	16.555556	0	0	0	0	0	0	149	0	0	0
Leo1	16.555556	0	0	0	0	149	0	0	0	0	0
Lamtor5	16.555556	0	0	0	0	0	0	149	0	0	0
Fnta	16.555556	0	0	0	0	149	0	0	0	0	0
Fbxl4	16.555556	0	0	0	0	149	0	0	0	0	0
Cnbd2	16.555556	0	0	0	0	149	0	0	0	0	0
Camkk2	16.555556	0	0	0	0	149	0	0	0	0	0
Tctn3	16.444444	0	0	0	0	0	0	148	0	0	0
Pmf1	16.444444	0	0	0	0	0	0	148	0	0	0
Lcorl	16.444444	0	0	0	0	0	0	148	0	0	0
Hmgb3	16.444444	0	0	0	0	148	0	0	0	0	0
Entpd1	16.444444	0	0	0	0	0	0	148	0	0	0
Elovl6	16.444444	0	0	0	0	148	0	0	0	0	0
Cnot11	16.444444	0	0	0	0	148	0	0	0	0	0
Chka	16.444444	0	0	0	0	148	0	0	0	0	0
Celf2	16.444444	0	0	0	0	148	0	0	0	0	0
Ap3m1	16.444444	0	0	0	0	0	0	148	0	0	0
Adk	16.444444	0	0	0	0	0	0	148	0	0	0
Traf2	16.333333	0	0	0	0	0	0	147	0	0	0
Stxbp1	16.333333	0	0	0	0	147	0	0	0	0	0
Rrh	16.333333	0	0	0	0	0	0	147	0	0	0
Rnf4	16.333333	0	0	0	0	0	0	147	0	0	0
Pias1	16.333333	0	0	0	0	0	0	147	0	0	0
Nudt1	16.333333	0	0	0	0	0	0	147	0	0	0
Fbxo4	16.333333	0	0	0	0	147	0	0	0	0	0
Dpp8	16.333333	0	0	0	0	147	0	0	0	0	0
Csrnp2	16.333333	0	0	0	0	147	0	0	0	0	0
Baiap2	16.333333	0	0	0	0	147	0	0	0	0	0
Ap1s1	16.333333	0	0	0	0	0	0	147	0	0	0
Ankrd10	16.333333	0	0	0	0	147	0	0	0	0	0
Zfat	16.222222	0	0	0	0	0	146	0	0	0	0
Zbtb5	16.222222	0	0	0	0	0	0	146	0	0	0
Vamp8	16.222222	0	0	0	0	0	0	146	0	0	0
Tmem121	16.222222	0	0	0	0	146	0	0	0	0	0
Sox11	16.222222	0	0	0	0	146	0	0	0	0	0
Smarce1	16.222222	0	0	0	0	146	0	0	0	0	0
Puf60	16.222222	0	0	0	0	146	0	0	0	0	0
Pou4f2	16.222222	0	0	0	0	0	146	0	0	0	0
Polg2	16.222222	0	0	0	0	146	0	0	0	0	0
Pgm2l1	16.222222	0	0	0	0	146	0	0	0	0	0
Nat8l	16.222222	0	0	0	0	146	0	0	0	0	0
Mrm2	16.222222	0	0	0	0	0	0	146	0	0	0
Lrrfip1	16.222222	0	0	0	0	146	0	0	0	0	0
Gtf3a	16.222222	0	0	0	0	146	0	0	0	0	0
Gbx1	16.222222	0	0	0	0	146	0	0	0	0	0
Fam53b	16.222222	0	0	0	0	146	0	0	0	0	0
Epha8	16.222222	0	0	0	0	146	0	0	0	0	0
Eloc	16.222222	0	0	0	0	0	0	146	0	0	0
Dock8	16.222222	0	0	0	0	146	0	0	0	0	0
Ddr1	16.222222	0	0	0	0	146	0	0	0	0	0
Ccny	16.222222	0	0	0	0	146	0	0	0	0	0
Cacna1d	16.222222	0	0	0	0	146	0	0	0	0	0
Arhgap39	16.222222	0	0	0	0	146	0	0	0	0	0
Zfp280b	16.111111	0	0	0	0	0	0	0	145	0	0
Rps11	16.111111	0	0	0	0	0	0	145	0	0	0
Rpl13a	16.111111	0	0	0	0	0	0	145	0	0	0
Mospd3	16.111111	0	0	0	0	0	0	145	0	0	0
Hacl1	16.111111	0	0	0	0	0	0	145	0	0	0
Chchd6	16.111111	0	0	0	0	0	0	145	0	0	0
Btd	16.111111	0	0	0	0	0	0	145	0	0	0
Atf7ip	16.111111	0	0	0	0	0	0	145	0	0	0
Trappc6a	16.000000	0	0	0	0	144	0	0	0	0	0
Ska3	16.000000	0	0	0	0	0	0	144	0	0	0
Rad51c	16.000000	0	0	0	0	0	0	144	0	0	0
Podxl	16.000000	0	0	0	0	144	0	0	0	0	0
Mrpl57	16.000000	0	0	0	0	0	0	144	0	0	0
Mpdz	16.000000	0	0	0	0	144	0	0	0	0	0
Mkln1	16.000000	0	0	0	0	0	0	144	0	0	0
Bloc1s3	16.000000	0	0	0	0	144	0	0	0	0	0
Ywhab	15.888889	0	0	0	0	143	0	0	0	0	0
Trp53inp1	15.888889	0	0	0	0	143	0	0	0	0	0
Sh3pxd2a	15.888889	0	0	0	0	143	0	0	0	0	0
Sdccag8	15.888889	0	0	0	0	0	0	143	0	0	0
Inip	15.888889	0	0	0	0	0	0	143	0	0	0
Fignl2	15.888889	0	0	0	0	143	0	0	0	0	0
Fam189a1	15.888889	0	0	0	0	143	0	0	0	0	0
Cyb561	15.888889	0	0	0	0	143	0	0	0	0	0
Cep170	15.888889	0	0	0	0	0	0	143	0	0	0
Cdc5l	15.888889	0	0	0	0	0	0	143	0	0	0
Ccdc138	15.888889	0	0	0	0	0	0	143	0	0	0
Ap2a1	15.888889	0	0	0	0	0	0	143	0	0	0
Yme1l1	15.777778	0	0	0	0	0	0	142	0	0	0
Vps13a	15.777778	0	0	0	0	0	0	142	0	0	0
Uqcrh	15.777778	0	0	0	0	0	0	142	0	0	0
Tjp3	15.777778	0	0	0	0	142	0	0	0	0	0
Slf2	15.777778	0	0	0	0	0	0	142	0	0	0
Slc25a10	15.777778	0	0	0	0	0	0	142	0	0	0
Rnf7	15.777778	0	0	0	0	0	0	142	0	0	0
Rbm12	15.777778	0	0	0	0	142	0	0	0	0	0
Ppp1r37	15.777778	0	0	0	0	0	0	142	0	0	0
Pip5k1c	15.777778	0	0	0	0	142	0	0	0	0	0
Nr1d1	15.777778	0	0	0	0	0	0	142	0	0	0
Mmd	15.777778	0	0	0	0	142	0	0	0	0	0
Mlf1	15.777778	0	0	0	0	0	0	142	0	0	0
Mastl	15.777778	0	0	0	0	0	0	142	0	0	0
Map3k20	15.777778	0	0	0	0	142	0	0	0	0	0
Lrrc41	15.777778	0	0	0	0	0	0	142	0	0	0
Lhfpl2	15.777778	0	0	0	0	142	0	0	0	0	0
Galr3	15.777778	0	0	0	0	142	0	0	0	0	0
Farp2	15.777778	0	0	0	0	142	0	0	0	0	0
Ergic2	15.777778	0	0	0	0	142	0	0	0	0	0
Eif5a2	15.777778	0	0	0	0	142	0	0	0	0	0
Eif1ax	15.777778	0	0	0	0	142	0	0	0	0	0
Efhd2	15.777778	0	0	0	0	0	0	142	0	0	0
Eef2	15.777778	0	0	0	0	142	0	0	0	0	0
Cpne1	15.777778	0	0	0	0	142	0	0	0	0	0
Celf5	15.777778	0	0	0	0	142	0	0	0	0	0
Zyg11a	15.666667	0	0	0	0	141	0	0	0	0	0
Zbtb7c	15.666667	0	0	0	0	0	0	141	0	0	0
Zbtb45	15.666667	0	0	0	0	0	0	141	0	0	0
Xylt1	15.666667	0	0	0	0	141	0	0	0	0	0
Usp19	15.666667	0	0	0	0	0	0	141	0	0	0
Ube2g2	15.666667	0	0	0	0	141	0	0	0	0	0
Trim23	15.666667	0	0	0	0	0	0	141	0	0	0
Trappc13	15.666667	0	0	0	0	0	0	141	0	0	0
Tmem158	15.666667	0	0	0	0	0	0	141	0	0	0
Tmem115	15.666667	0	0	0	0	0	0	141	0	0	0
Syt12	15.666667	0	0	0	0	0	0	141	0	0	0
Ssbp1	15.666667	0	0	0	0	141	0	0	0	0	0
Shld3	15.666667	0	0	0	0	0	0	141	0	0	0
Rtkn	15.666667	0	0	0	0	0	0	141	0	0	0
Rab13	15.666667	0	0	0	0	0	0	141	0	0	0
Prpsap1	15.666667	0	0	0	0	141	0	0	0	0	0
Ppm1h	15.666667	0	0	0	0	141	0	0	0	0	0
Ppib	15.666667	0	0	0	0	141	0	0	0	0	0
Pop5	15.666667	0	0	0	0	141	0	0	0	0	0
Pex5l	15.666667	0	0	0	0	141	0	0	0	0	0
Pck2	15.666667	0	0	0	0	0	0	141	0	0	0
Os9	15.666667	0	0	0	0	0	0	141	0	0	0
Ndc1	15.666667	0	0	0	0	0	0	141	0	0	0
Mia3	15.666667	0	0	0	0	141	0	0	0	0	0
Med24	15.666667	0	0	0	0	0	0	141	0	0	0
Ltv1	15.666667	0	0	0	0	0	0	141	0	0	0
Kifc5b	15.666667	0	0	0	0	0	0	141	0	0	0
Kcnj4	15.666667	0	0	0	0	141	0	0	0	0	0
Kazald1	15.666667	0	0	0	0	0	0	141	0	0	0
Irf8	15.666667	0	0	0	0	0	0	141	0	0	0
Ippk	15.666667	0	0	0	0	0	0	141	0	0	0
Inpp5k	15.666667	0	0	0	0	0	0	141	0	0	0
Fbxw8	15.666667	0	0	0	0	141	0	0	0	0	0
Edn1	15.666667	0	0	0	0	0	0	141	0	0	0
Dnajb5	15.666667	0	0	0	0	0	0	141	0	0	0
Cyld	15.666667	0	0	0	0	141	0	0	0	0	0
Ckap2	15.666667	0	0	0	0	141	0	0	0	0	0
Cdk5rap3	15.666667	0	0	0	0	0	0	141	0	0	0
Ccn6	15.666667	0	0	0	0	0	0	141	0	0	0
Ankrd44	15.666667	0	0	0	0	0	0	141	0	0	0
Zfp933	15.555556	0	0	0	0	0	0	140	0	0	0
Zfp760	15.555556	0	0	0	0	0	0	140	0	0	0
Tor1b	15.555556	0	0	0	0	0	0	140	0	0	0
Snip1	15.555556	0	0	0	0	0	0	140	0	0	0
Serpini1	15.555556	0	0	0	0	0	0	140	0	0	0
Plxnb2	15.555556	0	0	0	0	140	0	0	0	0	0
Pdcd10	15.555556	0	0	0	0	0	0	140	0	0	0
Nvl	15.555556	0	0	0	0	0	0	140	0	0	0
Lrif1	15.555556	0	0	0	0	0	0	140	0	0	0
Klf6	15.555556	0	0	0	140	0	0	0	0	0	0
E030030I06Rik	15.555556	0	0	0	0	0	0	140	0	0	0
Dym	15.555556	0	0	0	0	0	0	140	0	0	0
Dnali1	15.555556	0	0	0	0	0	0	140	0	0	0
Ddx20	15.555556	0	0	0	0	140	0	0	0	0	0
Ccnl2	15.555556	0	0	0	0	140	0	0	0	0	0
Ccdc141	15.555556	0	0	0	0	0	0	140	0	0	0
Tmem177	15.444444	0	0	0	0	0	0	139	0	0	0
Tle3	15.444444	0	0	0	0	0	0	139	0	0	0
Tbca	15.444444	0	0	0	0	139	0	0	0	0	0
Sumf1	15.444444	0	0	0	0	139	0	0	0	0	0
Sgms2	15.444444	0	0	0	0	139	0	0	0	0	0
Rap1gap	15.444444	0	0	0	0	139	0	0	0	0	0
Prdm8	15.444444	0	0	0	0	139	0	0	0	0	0
Ppp1r18	15.444444	0	0	0	0	0	0	139	0	0	0
Nrm	15.444444	0	0	0	0	0	0	139	0	0	0
Ksr1	15.444444	0	0	0	0	139	0	0	0	0	0
Kif17	15.444444	0	0	0	0	0	139	0	0	0	0
Bsdc1	15.444444	0	0	0	0	0	0	139	0	0	0
Zfp688	15.333333	0	0	0	0	0	0	138	0	0	0
Txnip	15.333333	0	0	0	0	0	0	138	0	0	0
Shank3	15.333333	0	0	0	0	138	0	0	0	0	0
Mta2	15.333333	0	0	0	0	0	0	138	0	0	0
Mrpl10	15.333333	0	0	0	0	0	0	138	0	0	0
Mon2	15.333333	0	0	0	0	138	0	0	0	0	0
Mgrn1	15.333333	0	0	0	0	0	138	0	0	0	0
Lrrc46	15.333333	0	0	0	0	0	0	138	0	0	0
Insr	15.333333	0	0	0	0	0	0	138	0	0	0
Inpp5e	15.333333	0	0	0	0	0	0	138	0	0	0
Glis1	15.333333	0	0	0	0	138	0	0	0	0	0
Foxa1	15.333333	0	0	0	0	138	0	0	0	0	0
Elobl	15.333333	0	0	0	0	0	0	138	0	0	0
Eif4ebp1	15.333333	0	0	0	0	138	0	0	0	0	0
Eepd1	15.333333	0	0	0	0	0	0	138	0	0	0
Coil	15.333333	0	0	0	0	0	0	138	0	0	0
Khdrbs1	15.222222	0	0	0	0	0	0	137	0	0	0
Ino80c	15.222222	0	0	0	0	0	0	137	0	0	0
Gm11837	15.222222	0	0	0	0	137	0	0	0	0	0
Fgb	15.222222	0	0	0	0	0	0	137	0	0	0
Eif2d	15.222222	0	0	0	0	0	0	137	0	0	0
Dock3	15.222222	0	0	0	0	137	0	0	0	0	0
Ddx5	15.222222	0	0	0	0	137	0	0	0	0	0
Cep97	15.222222	0	0	0	0	0	0	137	0	0	0
Cep95	15.222222	0	0	0	0	137	0	0	0	0	0
Cap1	15.222222	0	0	0	0	0	0	137	0	0	0
Zfp637	15.111111	0	0	0	0	136	0	0	0	0	0
Sun2	15.111111	0	0	0	0	136	0	0	0	0	0
Spats2l	15.111111	0	0	0	0	136	0	0	0	0	0
Slc25a3	15.111111	0	0	0	0	0	0	136	0	0	0
Mief2	15.111111	0	0	0	0	136	0	0	0	0	0
Mgst1	15.111111	0	0	0	0	0	0	136	0	0	0
Mgat3	15.111111	0	0	0	0	136	0	0	0	0	0
Map7d2	15.111111	0	0	0	0	136	0	0	0	0	0
Kcnd2	15.111111	0	0	0	0	136	0	0	0	0	0
Igdcc3	15.111111	0	0	0	0	136	0	0	0	0	0
Hpx	15.111111	0	0	0	0	0	0	136	0	0	0
Hp	15.111111	0	0	0	0	0	0	136	0	0	0
Gm9222	15.111111	0	0	0	0	136	0	0	0	0	0
Gins4	15.111111	0	0	0	0	0	0	136	0	0	0
Gabrb3	15.111111	0	0	0	0	136	0	0	0	0	0
Flii	15.111111	0	0	0	0	136	0	0	0	0	0
Dop1b	15.111111	0	0	0	0	0	0	136	0	0	0
Cox18	15.111111	0	0	0	0	0	0	136	0	0	0
Cnih3	15.111111	0	0	0	0	136	0	0	0	0	0
Cep126	15.111111	0	0	0	0	136	0	0	0	0	0
Cacng4	15.111111	0	0	0	0	136	0	0	0	0	0
9130401M01Rik	15.111111	0	0	0	0	0	0	136	0	0	0
Zfp882	15.000000	0	0	0	0	0	0	135	0	0	0
Zfp39	15.000000	0	0	0	0	0	0	135	0	0	0
Ube2f	15.000000	0	0	0	0	135	0	0	0	0	0
Tomm70a	15.000000	0	0	0	0	135	0	0	0	0	0
Slc35a1	15.000000	0	0	0	0	0	135	0	0	0	0
Sel1l	15.000000	0	0	0	0	0	0	135	0	0	0
Scn1b	15.000000	0	0	0	0	135	0	0	0	0	0
Rrn3	15.000000	0	0	0	0	135	0	0	0	0	0
Rnaset2b	15.000000	0	0	0	0	135	0	0	0	0	0
Rin3	15.000000	0	0	0	0	0	0	135	0	0	0
Rab10	15.000000	0	0	0	0	0	0	135	0	0	0
Percc1	15.000000	0	0	0	0	0	0	135	0	0	0
Otud7a	15.000000	0	0	0	0	135	0	0	0	0	0
Msh3	15.000000	0	0	0	0	0	0	135	0	0	0
Mob3a	15.000000	0	0	0	0	0	0	135	0	0	0
Mindy2	15.000000	0	0	0	0	0	0	135	0	0	0
Izumo4	15.000000	0	0	0	0	0	0	135	0	0	0
Hint3	15.000000	0	0	0	0	0	0	135	0	0	0
Fbxw11	15.000000	0	0	0	0	135	0	0	0	0	0
Exosc10	15.000000	0	0	0	0	0	0	135	0	0	0
Enpp4	15.000000	0	0	0	0	135	0	0	0	0	0
Dhfr	15.000000	0	0	0	0	0	0	135	0	0	0
Zfp930	14.888889	0	0	0	0	0	0	134	0	0	0
Pdia3	14.888889	0	0	0	0	134	0	0	0	0	0
Mrps36	14.888889	0	0	0	0	0	0	134	0	0	0
Irf1	14.888889	0	0	0	0	0	0	134	0	0	0
Catsper2	14.888889	0	0	0	0	134	0	0	0	0	0
Vegfa	14.777778	0	0	0	0	0	0	133	0	0	414
Zscan30	14.777778	0	0	0	0	0	0	133	0	0	0
Zfp511	14.777778	0	0	0	0	0	0	133	0	0	0
Zfp35	14.777778	0	0	0	0	0	0	133	0	0	0
Tubgcp2	14.777778	0	0	0	0	0	0	133	0	0	0
Tube1	14.777778	0	0	0	0	0	0	133	0	0	0
Tmx3	14.777778	0	0	0	0	0	0	133	0	0	0
Tigd3	14.777778	0	0	0	0	0	0	133	0	0	0
Tcf12	14.777778	0	0	0	0	133	0	0	0	0	0
Swsap1	14.777778	0	0	0	0	0	0	133	0	0	0
Smpd3	14.777778	0	0	0	0	0	0	133	0	0	0
Rusc1	14.777778	0	0	0	0	0	0	133	0	0	0
Polrmt	14.777778	0	0	0	0	0	0	133	0	0	0
Naa35	14.777778	0	0	0	0	133	0	0	0	0	0
Lrg1	14.777778	0	0	0	0	0	0	133	0	0	0
Kdsr	14.777778	0	0	0	0	0	0	133	0	0	0
Gstm7	14.777778	0	0	0	0	0	0	133	0	0	0
Gdi1	14.777778	0	0	0	0	0	0	133	0	0	0
Fam229b	14.777778	0	0	0	0	0	0	133	0	0	0
Calr3	14.777778	0	0	0	0	0	0	133	0	0	0
Caap1	14.777778	0	0	0	0	133	0	0	0	0	0
Apba2	14.777778	0	0	0	0	133	0	0	0	0	0
Ap2s1	14.777778	0	0	0	0	0	0	133	0	0	0
Zfp84	14.666667	0	0	0	0	0	0	132	0	0	0
Rpl39	14.666667	0	0	0	0	0	0	132	0	0	0
Gstk1	14.666667	0	0	0	0	0	0	132	0	0	0
Dnajc19	14.666667	0	0	0	0	0	0	132	0	0	0
Tomm7	14.555556	0	0	0	0	0	0	131	0	0	0
Stk17b	14.555556	0	0	0	0	131	0	0	0	0	0
Sri	14.555556	0	0	0	0	131	0	0	0	0	0
Rps12	14.555556	0	0	0	0	131	0	0	0	0	0
Pde4b	14.555556	0	0	131	0	0	0	0	0	0	0
Mafa	14.555556	0	0	0	0	131	0	0	0	0	0
Gspt1	14.555556	0	0	0	0	131	0	0	0	0	0
Fam171a2	14.555556	0	0	0	0	131	0	0	0	0	0
Evx1	14.555556	0	0	0	0	131	0	0	0	0	0
Erbb2	14.555556	0	0	0	0	131	0	0	0	0	0
Crebrf	14.555556	0	0	0	0	131	0	0	0	0	0
