Target_genes	Irf5|Average	SRX10652558|CD4+_T_cells	SRX3380962|Dendritic_Cells	SRX3380963|Dendritic_Cells	SRX3380964|Dendritic_Cells	STRING
Fem1b	107.250000	0	0	139	290	0
Zfp266	107.000000	0	140	156	132	0
Trim24	107.000000	0	96	216	116	0
Serf2	107.000000	0	194	234	0	0
Raph1	107.000000	0	105	108	215	0
Nfia	107.000000	0	193	103	132	0
Lsm4	107.000000	0	129	141	158	0
Gbp2	107.000000	0	146	282	0	0
Cdca7l	107.000000	0	89	128	211	0
Atad5	107.000000	168	141	0	119	0
Acaa2	107.000000	0	210	78	140	0
Vps72	106.750000	0	120	107	200	0
Uhrf1bp1l	106.750000	0	207	220	0	0
Sult1a1	106.750000	0	147	280	0	0
St8sia1	106.750000	0	225	202	0	0
Pip5k1a	106.750000	0	120	107	200	0
Mrps14	106.750000	0	150	144	133	0
Kdm8	106.750000	0	0	199	228	0
Ifna5	106.750000	0	164	263	0	0
Ifna4	106.750000	0	164	263	0	0
Heatr3	106.750000	0	0	166	261	0
H3c3	106.750000	0	0	0	427	0
H2bc3	106.750000	0	0	0	427	0
Eef1e1	106.750000	0	99	0	328	0
Dusp4	106.750000	0	101	133	193	0
Tex43	106.500000	0	146	280	0	0
Tdrd9	106.500000	0	173	113	140	0
Stub1	106.500000	0	67	147	212	0
Rhbdl1	106.500000	0	67	147	212	0
Oser1	106.500000	0	118	110	198	0
Nudt15	106.500000	0	111	105	210	0
Mex3c	106.500000	0	133	139	154	0
Jmjd8	106.500000	0	67	147	212	0
Cwf19l2	106.500000	0	213	213	0	0
Ccdc84	106.500000	121	0	189	116	0
Atp5mpl	106.500000	0	173	113	140	0
Zfp825	106.250000	0	148	155	122	0
Txnip	106.250000	0	141	164	120	0
Tnfsf14	106.250000	0	163	262	0	0
Tchh	106.250000	0	127	112	186	0
Smad7	106.250000	0	125	114	186	0
Ppa1	106.250000	0	123	139	163	0
Luc7l	106.250000	0	141	80	204	0
Lpp	106.250000	0	179	155	91	0
Kri1	106.250000	0	226	199	0	0
Hspa12b	106.250000	0	156	269	0	0
H2ac19	106.250000	0	0	126	299	0
H2ac18	106.250000	0	0	126	299	0
Gpatch8	106.250000	0	110	104	211	0
Eif6	106.250000	0	95	207	123	0
Cdkn2d	106.250000	0	226	199	0	0
AI467606	106.250000	0	169	186	70	0
Tsr1	106.000000	0	120	184	120	0
Slc27a2	106.000000	0	197	227	0	0
Sgsm2	106.000000	0	120	184	120	0
Palb2	106.000000	0	158	139	127	0
Myo9b	106.000000	0	109	196	119	0
Haus8	106.000000	0	109	196	119	0
Dok3	106.000000	0	128	142	154	0
Dctn5	106.000000	0	158	139	127	0
Arl15	106.000000	0	0	151	273	0
Zfp85	105.750000	0	92	191	140	0
Ubox5	105.750000	0	144	152	127	0
Snrnp48	105.750000	0	0	96	327	0
Rps15a	105.750000	0	109	108	206	0
Rnf19a	105.750000	0	108	103	212	0
Ppa2	105.750000	0	0	234	189	0
Olfr1432	105.750000	0	281	142	0	0
Nktr	105.750000	0	160	104	159	0
Ip6k2	105.750000	140	162	121	0	0
Fastkd5	105.750000	0	144	152	127	0
Dzip3	105.750000	0	145	82	196	0
Cip2a	105.750000	0	145	82	196	0
Ankrd12	105.750000	0	129	102	192	0
Zwint	105.500000	0	162	105	155	0
Vwa1	105.500000	0	267	155	0	0
Rnf4	105.500000	0	123	117	182	0
Ppp1r14b	105.500000	0	93	119	210	0
Pon2	105.500000	0	166	256	0	0
Mppe1	105.500000	0	126	153	143	0
Hoxa9	105.500000	0	180	242	0	0
Hoxa10	105.500000	0	180	242	0	0
Gmps	105.500000	0	0	127	295	0
Fkbp2	105.500000	0	93	119	210	0
Fam76b	105.500000	0	111	109	202	0
Fam118a	105.500000	0	253	169	0	0
Cep57	105.500000	0	111	109	202	0
Cct4	105.500000	0	186	0	236	0
Ccnb2	105.500000	0	153	269	0	0
Ccdc150	105.500000	0	167	0	255	0
Arih1	105.500000	0	132	170	120	0
Zfp955a	105.250000	0	135	108	178	0
Srek1ip1	105.250000	0	135	119	167	0
Slc35b3	105.250000	0	120	0	301	0
Sema4f	105.250000	0	187	234	0	0
S100a3	105.250000	0	210	211	0	0
Prss42	105.250000	0	0	421	0	0
Ifit3b	105.250000	0	130	291	0	0
Htt	105.250000	0	86	129	206	0
Cwc27	105.250000	0	135	119	167	0
Asf1b	105.250000	0	151	120	150	0
Ano10	105.250000	0	147	112	162	0
Abcg1	105.250000	0	125	115	181	0
3300002I08Rik	105.250000	0	103	129	189	0
Togaram1	105.000000	0	78	100	242	0
Klhl28	105.000000	0	78	100	242	0
Kcnn4	105.000000	0	192	228	0	0
Hdac4	105.000000	0	101	206	113	0
Abhd4	105.000000	0	96	161	163	0
1110038F14Rik	105.000000	0	111	145	164	0
Tpr	104.750000	0	127	133	159	0
Tatdn2	104.750000	0	153	183	83	0
Rnf141	104.750000	0	166	148	105	0
Osr2	104.750000	0	125	152	142	0
Odr4	104.750000	0	127	133	159	0
Idi1	104.750000	0	72	172	175	0
Dock5	104.750000	0	164	118	137	0
Zfp800	104.500000	0	85	225	108	0
Zfp511	104.500000	0	89	116	213	0
Tubgcp2	104.500000	0	89	116	213	0
Trnau1ap	104.500000	0	103	151	164	0
Trim2	104.500000	0	142	103	173	0
Slc1a5	104.500000	0	114	304	0	0
Rnf34	104.500000	0	0	138	280	0
Pdlim2	104.500000	0	214	204	0	0
Gtpbp8	104.500000	0	96	91	231	0
Drap1	104.500000	0	138	160	120	0
AI837181	104.500000	0	138	160	120	0
Zfp963	104.250000	0	136	93	188	0
Zfp219	104.250000	0	105	134	178	0
Trim50	104.250000	0	140	129	148	0
Stag1	104.250000	0	120	102	195	0
Rcbtb2	104.250000	0	106	142	169	0
Ppp2cb	104.250000	0	104	115	198	0
Met	104.250000	0	140	146	131	0
Lgmn	104.250000	0	101	191	125	0
Hnrnpf	104.250000	0	129	138	150	0
H2-M5	104.250000	0	220	197	0	0
Foxo3	104.250000	0	112	157	148	0
Ecpas	104.250000	0	0	244	173	0
Abcf1	104.250000	0	76	118	223	0
Zkscan1	104.000000	0	118	117	181	0
Tomt	104.000000	0	213	203	0	0
Tfcp2	104.000000	0	141	133	142	0
Rce1	104.000000	0	91	130	195	0
Rasl2-9	104.000000	0	156	149	111	0
Nrde2	104.000000	0	120	161	135	0
Lamtor1	104.000000	0	213	203	0	0
Inpp5f	104.000000	0	167	249	0	0
Cgas	104.000000	0	137	95	184	0
Sdhaf4	103.750000	0	0	158	257	0
Ndufa12	103.750000	0	96	87	232	0
Naa20	103.750000	0	221	194	0	0
Gm38396	103.750000	0	136	143	136	0
Gdpgp1	103.750000	0	118	95	202	0
Cib1	103.750000	0	118	95	202	0
Atf7	103.750000	0	117	151	147	0
Arid3a	103.750000	0	173	132	110	0
Zswim6	103.500000	0	0	170	244	0
Zer1	103.500000	0	206	111	97	0
Tmem11	103.500000	0	112	99	203	0
Sod1	103.500000	0	142	170	102	0
Rhob	103.500000	0	103	185	126	0
Lrrc43	103.500000	0	220	194	0	0
Lasp1	103.500000	0	189	225	0	0
Ddx19a	103.500000	0	125	123	166	0
Cyp26c1	103.500000	0	172	242	0	0
Cnot2	103.500000	0	73	234	107	0
Arg1	103.500000	0	189	225	0	0
Aldh3a2	103.500000	0	79	123	212	0
Scyl1	103.250000	0	79	131	203	0
Pik3r3	103.250000	0	107	171	135	0
Lrp11	103.250000	0	166	128	119	0
Kansl1l	103.250000	0	106	135	172	0
Gatm	103.250000	0	148	153	112	0
Fbxo47	103.250000	0	220	193	0	0
Diaph2	103.250000	0	156	257	0	0
Cd99l2	103.250000	0	238	175	0	0
Arhgap19	103.250000	0	138	154	121	0
Usp46	103.000000	0	0	116	296	0
Slc39a9	103.000000	0	127	80	205	0
Polr3b	103.000000	0	0	175	237	0
Olfr231	103.000000	0	0	412	0	0
Map3k14	103.000000	0	202	210	0	0
Klf10	103.000000	0	188	135	89	0
Ifit3	103.000000	0	149	263	0	0
Erh	103.000000	0	127	80	205	0
Diablo	103.000000	0	78	189	145	0
Cog6	103.000000	0	96	114	202	0
Capn2	103.000000	0	188	116	108	0
Arhgap12	103.000000	0	94	170	148	0
Snrpd3	102.750000	0	128	142	141	0
Pyurf	102.750000	0	96	100	215	0
Plet1	102.750000	0	221	190	0	0
Olfr1104	102.750000	0	133	278	0	0
Gucd1	102.750000	0	128	142	141	0
Gm6460	102.750000	0	254	157	0	0
Dcpp2	102.750000	0	239	172	0	0
Arl2	102.750000	0	108	125	178	0
AI413582	102.750000	0	96	189	126	0
Trak2	102.500000	0	120	113	177	0
Tbc1d32	102.500000	0	164	107	139	0
Slc12a4	102.500000	0	157	146	107	0
Pex14	102.500000	0	148	151	111	0
Olfr1564	102.500000	0	0	410	0	0
Lsr	102.500000	0	118	174	118	0
Lrch4	102.500000	0	104	175	131	0
Lancl2	102.500000	0	0	158	252	0
H2-Q10	102.500000	0	158	166	86	0
Fbxo24	102.500000	0	104	175	131	0
Fam187b	102.500000	0	118	174	118	0
Dffa	102.500000	0	148	151	111	0
Zfp26	102.250000	0	144	148	117	0
Zfp160	102.250000	0	95	121	193	0
Tead1	102.250000	0	103	157	149	0
Stk11ip	102.250000	0	131	155	123	0
Rars	102.250000	0	187	138	84	0
Nudt18	102.250000	0	133	158	118	0
Notch1	102.250000	0	138	170	101	0
Kpna4	102.250000	0	141	101	167	0
Ccs	102.250000	0	157	89	163	0
Ccdc87	102.250000	0	157	89	163	0
Calm3	102.250000	69	0	136	204	0
Calcoco1	102.250000	0	133	155	121	0
Bbx	102.250000	0	87	186	136	0
Atp2b1	102.250000	0	142	129	138	0
Abraxas2	102.250000	0	155	120	134	0
Wiz	102.000000	0	114	176	118	0
Vps4b	102.000000	0	103	124	181	0
Tmem95	102.000000	0	223	185	0	0
St6galnac1	102.000000	0	125	283	0	0
Snrpf	102.000000	0	171	237	0	0
Smarca5	102.000000	149	0	101	158	0
Myom2	102.000000	0	291	117	0	0
Mtg1	102.000000	0	0	183	225	0
Klk1b4	102.000000	0	185	223	0	0
Kctd11	102.000000	0	223	185	0	0
Ubl3	101.750000	0	157	160	90	0
Tjp2	101.750000	0	160	247	0	0
Ruvbl1	101.750000	0	103	107	197	0
Dnal1	101.750000	0	190	217	0	0
Anxa11	101.750000	0	0	164	243	0
Zbtb7b	101.500000	0	269	137	0	0
Plekhh3	101.500000	0	111	149	146	0
Gltp	101.500000	0	214	192	0	0
Cntnap1	101.500000	0	111	149	146	0
Ckb	101.500000	0	226	180	0	0
Ccr10	101.500000	0	111	149	146	0
Ubxn6	101.250000	0	132	100	173	0
Sike1	101.250000	0	123	112	170	0
Serp1	101.250000	0	0	98	307	0
Hdgfl2	101.250000	0	132	100	173	0
Gm4925	101.250000	0	176	106	123	0
Fsbp	101.250000	0	140	265	0	0
Eif2a	101.250000	0	0	98	307	0
Edc3	101.250000	0	89	144	172	0
Cfap298	101.250000	0	110	106	189	0
Arl1	101.250000	0	176	106	123	0
Zglp1	101.000000	0	157	247	0	0
Uhrf1	101.000000	0	92	151	161	0
Ttf2	101.000000	0	88	119	197	0
Sos1	101.000000	0	137	126	141	0
Setd7	101.000000	0	120	139	145	0
Rbm10	101.000000	0	164	240	0	0
Ppdpf	101.000000	0	89	190	125	0
Olfr314	101.000000	0	209	195	0	0
Ndufs8	101.000000	0	214	190	0	0
Ndufb11	101.000000	0	164	240	0	0
Mgat1	101.000000	0	118	164	122	0
Dhx8	101.000000	0	257	147	0	0
Ch25h	101.000000	0	268	136	0	0
Ccdc138	101.000000	0	120	152	132	0
Arrdc5	101.000000	0	92	151	161	0
2610507B11Rik	101.000000	0	124	141	139	0
Tuft1	100.750000	0	88	151	164	0
Srpr	100.750000	0	118	133	152	0
Rtl5	100.750000	0	225	178	0	0
Rangap1	100.750000	0	0	117	286	0
Gtf3c2	100.750000	0	100	104	199	0
Gde1	100.750000	0	214	189	0	0
Foxred1	100.750000	0	118	133	152	0
Fam172a	100.750000	0	0	152	251	0
Dnase1l3	100.750000	0	198	205	0	0
Ccdc167	100.750000	0	107	214	82	0
Zfp764	100.500000	0	88	95	219	0
Zfp617	100.500000	0	119	109	174	0
Txndc17	100.500000	0	100	126	176	0
Mvb12a	100.500000	0	151	118	133	0
Map2k7	100.500000	0	154	123	125	0
Laptm4a	100.500000	0	119	84	199	0
Fdft1	100.500000	0	155	247	0	0
Ecscr	100.500000	0	164	238	0	0
4933427D14Rik	100.500000	0	100	126	176	0
Trip10	100.250000	0	108	155	138	0
Tmem100	100.250000	0	250	151	0	0
Pus7l	100.250000	0	0	130	271	0
Psat1	100.250000	0	102	169	130	0
Pdhb	100.250000	0	164	108	129	0
Mtg2	100.250000	0	110	100	191	0
Map1lc3b	100.250000	0	0	112	289	0
Irak4	100.250000	0	0	130	271	0
Gpr108	100.250000	0	108	155	138	0
Fndc5	100.250000	0	184	217	0	0
Ell2	100.250000	0	104	122	175	0
Cobll1	100.250000	0	168	123	110	0
Atp8b2	100.250000	0	111	185	105	0
Ndufb7	100.000000	0	100	68	232	0
Hsp90ab1	100.000000	0	120	142	138	0
Fktn	100.000000	0	240	160	0	0
Crebl2	100.000000	0	89	158	153	0
Adgre4	100.000000	0	223	177	0	0
Tef	99.750000	0	0	205	194	0
Tbc1d22a	99.750000	0	122	131	146	0
Stag2	99.750000	0	211	188	0	0
Rpl36	99.750000	0	170	86	143	0
Raf1	99.750000	0	103	84	212	0
Ndrg4	99.750000	0	123	110	166	0
Mrpl20	99.750000	0	108	161	130	0
Micos13	99.750000	0	170	86	143	0
Ltbp2	99.750000	0	160	239	0	0
Lclat1	99.750000	0	98	89	212	0
Calhm1	99.750000	0	234	165	0	0
Agl	99.750000	0	115	123	161	0
4930453N24Rik	99.750000	0	0	107	292	0
Supt16	99.500000	0	0	179	219	0
Sf3b5	99.500000	0	99	103	196	0
Rp9	99.500000	0	151	247	0	0
D630039A03Rik	99.500000	0	223	175	0	0
Caml	99.500000	0	93	149	156	0
Bbs9	99.500000	0	151	247	0	0
Spaca9	99.250000	0	172	225	0	0
Slc25a42	99.250000	0	133	138	126	0
Skint7	99.250000	0	172	225	0	0
Prdx1	99.250000	0	0	129	268	0
Pdcd11	99.250000	0	97	122	178	0
P2ry6	99.250000	0	172	225	0	0
Gm8909	99.250000	0	0	135	262	0
Flcn	99.250000	0	0	240	157	0
Cgrrf1	99.250000	0	0	221	176	0
Ccser1	99.250000	0	103	159	135	0
Bend3	99.250000	0	171	226	0	0
Bcl6b	99.250000	0	214	183	0	0
Atp5md	99.250000	0	97	122	178	0
Ak8	99.250000	0	172	225	0	0
Add3	99.250000	0	93	148	156	0
Zfp422	99.000000	0	133	126	137	0
Shq1	99.000000	0	0	257	139	0
Sdhaf1	99.000000	0	233	163	0	0
Prpf4b	99.000000	0	128	108	160	0
Palld	99.000000	0	124	101	171	0
Otulinl	99.000000	0	152	163	81	0
Mtrex	99.000000	0	135	166	95	0
Hnrnpm	99.000000	0	0	105	291	0
Gpr1	99.000000	0	164	232	0	0
Dhx29	99.000000	0	135	166	95	0
Cass4	99.000000	0	278	118	0	0
Apol10b	99.000000	0	163	233	0	0
Hspe1	98.750000	0	69	123	203	0
Hspd1	98.750000	0	69	123	203	0
Dus1l	98.750000	0	0	185	210	0
Ccno	98.750000	0	156	113	126	0
Zfp46	98.500000	0	128	165	101	0
Zeb1	98.500000	0	118	175	101	0
Zar1l	98.500000	0	0	115	279	0
Slmap	98.500000	0	117	94	183	0
Slc25a35	98.500000	0	137	128	129	0
Slc1a4	98.500000	0	125	130	139	0
Slc16a6	98.500000	0	231	0	163	0
Klk1b9	98.500000	0	206	188	0	0
Esyt1	98.500000	0	137	156	101	0
Dennd4c	98.500000	0	0	208	186	0
Brca2	98.500000	0	0	115	279	0
Atp23	98.500000	0	132	103	159	0
Zfp808	98.250000	0	137	106	150	0
Tada2b	98.250000	0	151	86	156	0
Nup155	98.250000	0	86	101	206	0
Hexa	98.250000	0	105	94	194	0
Ccdc96	98.250000	0	151	86	156	0
Ap5z1	98.250000	0	111	127	155	0
Ube2q2	98.000000	0	185	207	0	0
Snx3	98.000000	0	86	100	206	0
Noc4l	98.000000	0	0	211	181	0
Irf2bpl	98.000000	0	111	189	92	0
Inpp5a	98.000000	0	0	392	0	0
Hsd11b2	98.000000	0	104	133	155	0
Ddx51	98.000000	0	0	211	181	0
Accs	98.000000	0	124	121	147	0
AU041133	98.000000	0	103	101	188	0
Smyd5	97.750000	0	145	246	0	0
Smim7	97.750000	0	217	174	0	0
Slc30a9	97.750000	0	197	194	0	0
Slc30a7	97.750000	0	136	105	150	0
Sgk3	97.750000	0	207	184	0	0
Psmd5	97.750000	0	98	148	145	0
Prpf38a	97.750000	0	151	107	133	0
Paip2b	97.750000	0	147	118	126	0
Orc1	97.750000	0	151	107	133	0
Nudt8	97.750000	0	74	101	216	0
Mettl23	97.750000	0	106	114	171	0
Gm5141	97.750000	0	102	154	135	0
Extl2	97.750000	0	136	105	150	0
Doc2g	97.750000	0	74	101	216	0
Cutal	97.750000	0	98	148	145	0
Ccdc93	97.750000	0	0	113	278	0
Btf3	97.750000	0	0	108	283	0
Avl9	97.750000	0	0	223	168	0
S100a2	97.500000	0	179	211	0	0
Pigt	97.500000	0	191	96	103	0
Lemd2	97.500000	0	176	214	0	0
Eef2kmt	97.500000	0	0	112	278	0
Cnnm4	97.500000	0	89	110	191	0
Clip1	97.500000	0	139	251	0	0
Cenpw	97.500000	0	133	0	257	0
Amer1	97.500000	0	103	287	0	0
4930402H24Rik	97.500000	0	96	132	162	0
Ufm1	97.250000	0	188	110	91	0
Trem1	97.250000	0	217	172	0	0
Rps20	97.250000	247	0	0	142	0
Pms2	97.250000	0	109	103	177	0
Mocos	97.250000	0	145	115	129	0
Klhl9	97.250000	0	125	0	264	0
Enpp3	97.250000	0	164	225	0	0
Ankrd44	97.250000	0	214	175	0	0
Aimp2	97.250000	0	109	103	177	0
Actr6	97.250000	0	116	135	138	0
Usp2	97.000000	0	171	217	0	0
Ubr7	97.000000	0	104	81	203	0
Mcfd2	97.000000	0	0	95	293	0
Mars2	97.000000	0	122	109	157	0
Kti12	97.000000	0	69	124	195	0
Gon7	97.000000	0	104	81	203	0
Gm20604	97.000000	0	104	81	203	0
Dnaic2	97.000000	0	0	388	0	0
Zc3h12c	96.750000	0	228	0	159	0
Vps54	96.750000	0	107	158	122	0
Stimate	96.750000	0	99	164	124	0
Slc2a13	96.750000	0	150	152	85	0
Grhl1	96.750000	0	126	261	0	0
Gpx1	96.750000	0	130	121	136	0
Fxyd5	96.750000	0	162	101	124	0
Fam174a	96.750000	0	136	0	251	0
Dglucy	96.750000	0	154	233	0	0
Borcs5	96.750000	0	0	142	245	0
Zfp703	96.500000	0	142	124	120	0
Supt7l	96.500000	0	0	201	185	0
Slc4a1ap	96.500000	0	0	201	185	0
R3hcc1	96.500000	0	103	129	154	0
Nr1h2	96.500000	0	96	120	170	0
Nmral1	96.500000	0	226	160	0	0
Kcnk13	96.500000	0	129	0	257	0
Hoxb4	96.500000	0	140	246	0	0
Cdc23	96.500000	0	0	107	279	0
Slc35e4	96.250000	0	249	136	0	0
Rad54l	96.250000	0	123	262	0	0
Ptges2	96.250000	0	213	172	0	0
Naf1	96.250000	0	111	99	175	0
Gpr82	96.250000	0	255	130	0	0
Enc1	96.250000	0	97	104	184	0
Zfp433	96.000000	0	0	151	233	0
Tfip11	96.000000	0	107	133	144	0
Peli1	96.000000	0	230	154	0	0
Parpbp	96.000000	0	82	114	188	0
Nup37	96.000000	0	82	114	188	0
Lman2l	96.000000	0	102	186	96	0
Gm32687	96.000000	0	0	151	233	0
Cdkl2	96.000000	0	71	166	147	0
Ccl9	96.000000	0	175	209	0	0
Zyx	95.750000	0	146	150	87	0
Trpm4	95.750000	0	172	115	96	0
Tor4a	95.750000	0	265	118	0	0
Nf1	95.750000	0	114	151	118	0
Nectin1	95.750000	0	122	116	145	0
Hdhd2	95.750000	0	103	114	166	0
Clspn	95.750000	0	166	100	117	0
Tmem267	95.500000	0	135	115	132	0
Ten1	95.500000	0	167	120	95	0
Rreb1	95.500000	0	93	94	195	0
Rab20	95.500000	0	143	146	93	0
Gtpbp3	95.500000	0	94	118	170	0
Gps2	95.500000	203	0	81	98	0
Arl6	95.500000	0	141	125	116	0
Ano8	95.500000	0	94	118	170	0
Acox1	95.500000	0	167	120	95	0
Zfp715	95.250000	0	113	110	158	0
Usp19	95.250000	0	103	0	278	0
Txndc8	95.250000	0	214	167	0	0
Spcs3	95.250000	0	123	103	155	0
Rps27a	95.250000	0	151	123	107	0
Pkn1	95.250000	0	0	186	195	0
Morc2a	95.250000	0	146	235	0	0
Gas7	95.250000	0	103	155	123	0
Fchsd2	95.250000	0	142	130	109	0
Eif4enif1	95.250000	0	105	166	110	0
Clhc1	95.250000	0	151	123	107	0
Calm5	95.250000	0	233	148	0	0
Bclaf1	95.250000	0	0	130	251	0
Zfp335	95.000000	0	0	202	178	0
Slc35e2	95.000000	0	0	207	173	0
Plekhm3	95.000000	0	0	127	253	0
Ost4	95.000000	0	147	94	139	0
Mmaa	95.000000	0	80	102	198	0
Mat2a	95.000000	0	66	134	180	0
Mageb3	95.000000	0	139	144	97	0
Lilra5	95.000000	0	167	213	0	0
Icosl	95.000000	0	94	159	127	0
Hbegf	95.000000	0	184	196	0	0
Dyrk1a	95.000000	0	161	219	0	0
Dhrs4	95.000000	0	103	136	141	0
Ctdspl2	95.000000	0	139	144	97	0
Copb2	95.000000	0	82	167	131	0
Apbb1ip	95.000000	0	112	141	127	0
Trmt5	94.750000	0	100	76	203	0
Slc38a6	94.750000	0	100	76	203	0
Pianp	94.750000	0	244	135	0	0
Mpp7	94.750000	93	172	0	114	0
Mettl1	94.750000	0	65	151	163	0
Ggct	94.750000	0	0	159	220	0
Fam83a	94.750000	0	188	191	0	0
Eef1akmt3	94.750000	0	65	151	163	0
Dux	94.750000	0	112	112	155	0
Spa17	94.500000	0	96	159	123	0
Slc29a2	94.500000	0	105	115	158	0
Siae	94.500000	0	96	159	123	0
Scfd2	94.500000	0	132	0	246	0
Pkn3	94.500000	0	0	92	286	0
Oxr1	94.500000	0	105	162	111	0
Nol11	94.500000	0	117	130	131	0
Nek4	94.500000	0	118	124	136	0
Mrps17	94.500000	0	117	136	125	0
Mrnip	94.500000	0	82	151	145	0
Mcm7	94.500000	0	87	161	130	0
Fip1l1	94.500000	0	132	0	246	0
Dnajc8	94.500000	0	134	160	84	0
Atxn1l	94.500000	0	141	118	119	0
Atpif1	94.500000	0	134	160	84	0
Ap4m1	94.500000	0	87	161	130	0
Alkbh3	94.500000	0	89	0	289	0
1190007I07Rik	94.500000	0	0	80	298	0
Tuba4a	94.250000	0	149	134	94	0
Tspyl4	94.250000	0	97	108	172	0
Tnfaip1	94.250000	0	93	166	118	0
Snrpd1	94.250000	0	125	0	252	0
Paxip1	94.250000	0	84	136	157	0
Parp1	94.250000	0	166	105	106	0
Kansl3	94.250000	0	98	0	279	0
Ift20	94.250000	0	93	166	118	0
Fer1l5	94.250000	0	98	0	279	0
Dhdds	94.250000	0	228	149	0	0
Dcun1d5	94.250000	0	147	114	116	0
Aplf	94.250000	0	120	139	118	0
Tm9sf2	94.000000	0	82	85	209	0
Srgap2	94.000000	0	93	103	180	0
Nt5c	94.000000	0	151	116	109	0
Lrrc57	94.000000	0	69	118	189	0
Lats1	94.000000	0	0	0	376	0
Hsd17b4	94.000000	0	120	95	161	0
Haus2	94.000000	0	69	118	189	0
Gm5861	94.000000	0	221	155	0	0
Fam72a	94.000000	0	93	103	180	0
Adgrf3	94.000000	0	193	183	0	0
Zfp60	93.750000	0	166	209	0	0
Wdr27	93.750000	0	0	129	246	0
Ttc13	93.750000	0	0	195	180	0
Thg1l	93.750000	0	101	143	131	0
Tecpr2	93.750000	0	0	195	180	0
Mtarc2	93.750000	0	163	118	94	0
Lmbr1l	93.750000	0	122	117	136	0
Cinp	93.750000	0	0	195	180	0
Camta1	93.750000	0	99	179	97	0
Asnsd1	93.750000	0	0	142	233	0
Asdurf	93.750000	0	0	142	233	0
Arv1	93.750000	0	0	195	180	0
Ahr	93.750000	0	154	127	94	0
1600012H06Rik	93.750000	0	0	129	246	0
Zbtb10	93.500000	0	132	242	0	0
Trim36	93.500000	0	128	121	125	0
Stk36	93.500000	0	151	100	123	0
Sos2	93.500000	0	138	77	159	0
Rnf25	93.500000	0	151	100	123	0
Pnn	93.500000	0	0	117	257	0
Pcx	93.500000	0	154	111	109	0
Otud6b	93.500000	0	89	114	171	0
Ms4a4a	93.500000	0	240	134	0	0
Marveld1	93.500000	0	269	0	105	0
D3Ertd751e	93.500000	0	80	129	165	0
Ccndbp1	93.500000	0	103	142	129	0
Zscan29	93.250000	0	174	199	0	0
Zdhhc20	93.250000	0	249	124	0	0
Ppp6c	93.250000	0	140	103	130	0
Man2b2	93.250000	0	79	108	186	0
Fzd1	93.250000	0	119	115	139	0
Dnmt1	93.250000	0	151	129	93	0
Dbnl	93.250000	0	185	188	0	0
Ciart	93.250000	0	87	118	168	0
Rfesd	93.000000	0	87	85	200	0
Rer1	93.000000	0	218	154	0	0
Ptbp2	93.000000	0	200	172	0	0
Ppp6r2	93.000000	0	108	264	0	0
Pou6f1	93.000000	0	186	186	0	0
Ogt	93.000000	0	223	149	0	0
Morn1	93.000000	0	218	154	0	0
Lhx9	93.000000	0	187	185	0	0
Jpt1	93.000000	0	164	113	95	0
Cbx1	93.000000	0	0	181	191	0
Ank	93.000000	0	223	149	0	0
Zscan25	92.750000	0	0	159	212	0
Yeats2	92.750000	0	139	96	136	0
Tnpo2	92.750000	0	108	148	115	0
Spats1	92.750000	0	114	152	105	0
Rpain	92.750000	0	56	117	198	0
Kdm7a	92.750000	0	105	171	95	0
Jup	92.750000	0	149	126	96	0
Cgnl1	92.750000	0	0	371	0	0
Amfr	92.750000	0	102	139	130	0
1700093K21Rik	92.750000	0	180	191	0	0
Zfp329	92.500000	0	133	129	108	0
Uba52	92.500000	0	147	223	0	0
Tmem39b	92.500000	0	128	98	144	0
Smn1	92.500000	0	0	111	259	0
Rab5a	92.500000	0	0	239	131	0
Mrps30	92.500000	0	0	87	283	0
Mlana	92.500000	0	219	151	0	0
Laptm5	92.500000	0	195	175	0	0
Hps3	92.500000	0	0	68	302	0
Exosc3	92.500000	0	103	87	180	0
Cwc25	92.500000	0	102	268	0	0
Cirbp	92.500000	0	113	257	0	0
Zfp263	92.250000	0	104	103	162	0
Slc25a25	92.250000	0	146	223	0	0
Sdhaf2	92.250000	0	0	118	251	0
Scd2	92.250000	0	248	121	0	0
Rhpn1	92.250000	0	181	188	0	0
Pspn	92.250000	0	150	113	106	0
Ppia	92.250000	129	118	122	0	0
Plxna1	92.250000	0	181	188	0	0
Pawr	92.250000	0	131	137	101	0
Naif1	92.250000	0	146	223	0	0
Kdm5c	92.250000	211	0	0	158	0
Gsn	92.250000	0	86	101	182	0
Cpsf7	92.250000	0	0	118	251	0
Cd2bp2	92.250000	0	101	143	125	0
Alkbh7	92.250000	0	150	113	106	0
Tnpo3	92.000000	0	102	116	150	0
Tcp11l2	92.000000	0	166	80	122	0
Snrpb	92.000000	0	0	103	265	0
Prpf8	92.000000	0	90	79	199	0
Haus4	92.000000	0	0	180	188	0
Gata4	92.000000	0	133	235	0	0
Dcun1d4	92.000000	0	85	163	120	0
Bloc1s6	92.000000	0	0	205	163	0
Atf4	92.000000	0	81	0	287	0
Trmt44	91.750000	0	0	171	196	0
Trmt1	91.750000	0	0	367	0	0
Rab11a	91.750000	0	0	144	223	0
Prmt7	91.750000	0	88	94	185	0
Nus1	91.750000	0	0	142	225	0
Nfil3	91.750000	0	121	94	152	0
Lypla2	91.750000	0	117	143	107	0
