Target_genes	Nfatc1|Average	SRX376930|Hair_Follicle	DRX111909|Osteoclasts	SRX174585|Pancreatic_cancer_cells	SRX174586|Pancreatic_cancer_cells	STRING
Zfp664	69.500000	0	278	0	0	0
Syk	69.500000	0	278	0	0	0
Stard7	69.500000	0	278	0	0	0
Slc31a1	69.500000	0	278	0	0	0
Rnf20	69.500000	0	278	0	0	0
Oser1	69.500000	0	278	0	0	0
Naxd	69.500000	0	278	0	0	0
Mrpl17	69.500000	0	278	0	0	0
Mfsd13b	69.500000	0	278	0	0	0
Kri1	69.500000	0	278	0	0	0
Hnrnpul1	69.500000	0	134	0	144	0
Hgh1	69.500000	0	278	0	0	0
Gpi1	69.500000	0	278	0	0	0
Fkbp15	69.500000	0	278	0	0	0
Dysf	69.500000	161	0	0	117	0
Dapp1	69.500000	0	206	0	72	0
Crcp	69.500000	141	137	0	0	0
Cdr2	69.500000	0	278	0	0	0
Cdkn2d	69.500000	0	278	0	0	0
Ccdc92	69.500000	0	278	0	0	0
Cadm1	69.500000	0	278	0	0	0
2010315B03Rik	69.500000	0	278	0	0	0
Tmem123	69.250000	0	277	0	0	0
Steap3	69.250000	0	277	0	0	0
Skap2	69.250000	0	277	0	0	0
Olfr846	69.250000	0	0	0	277	0
Nbeal1	69.250000	0	277	0	0	0
Myl6b	69.250000	0	277	0	0	0
Myl6	69.250000	0	277	0	0	0
Mthfsl	69.250000	0	277	0	0	0
Itch	69.250000	0	277	0	0	0
Idi1	69.250000	0	277	0	0	0
Gpcpd1	69.250000	0	277	0	0	0
Edil3	69.250000	0	277	0	0	0
Cdt1	69.250000	141	136	0	0	0
Zc3h15	69.000000	0	276	0	0	0
Vps4b	69.000000	0	276	0	0	0
Sap30bp	69.000000	0	276	0	0	0
Recql5	69.000000	0	276	0	0	0
Psma2	69.000000	0	276	0	0	0
Mrpl32	69.000000	0	276	0	0	0
Ippk	69.000000	0	276	0	0	0
Hint3	69.000000	0	276	0	0	0
Farsa	69.000000	0	276	0	0	0
Faf2	69.000000	0	276	0	0	0
Coq10b	69.000000	0	276	0	0	0
Ube2k	68.750000	0	275	0	0	0
Thap7	68.750000	0	275	0	0	0
Smim14	68.750000	0	275	0	0	0
Rps6kc1	68.750000	0	275	0	0	0
R3hdm4	68.750000	0	275	0	0	0
Pdcl	68.750000	0	275	0	0	0
Otulin	68.750000	0	275	0	0	0
Mrs2	68.750000	0	275	0	0	0
Kiss1r	68.750000	0	275	0	0	0
Il1r2	68.750000	0	275	0	0	0
Herc4	68.750000	0	275	0	0	0
Hectd4	68.750000	0	275	0	0	0
Gipc1	68.750000	0	275	0	0	0
Ddi2	68.750000	0	275	0	0	0
Arid3b	68.750000	0	275	0	0	0
Zfp518b	68.500000	0	274	0	0	0
Zcchc9	68.500000	0	274	0	0	0
Ube3b	68.500000	0	274	0	0	0
Slc6a6	68.500000	0	274	0	0	0
Rhot1	68.500000	0	274	0	0	0
Rbm45	68.500000	0	274	0	0	0
Ptpn1	68.500000	0	274	0	0	0
Mfsd4b4	68.500000	0	274	0	0	0
Kctd10	68.500000	0	274	0	0	0
Csde1	68.500000	0	274	0	0	0
Trp53rkb	68.250000	0	273	0	0	0
Tpst2	68.250000	0	273	0	0	0
Timm23	68.250000	0	273	0	0	0
Tbrg4	68.250000	0	273	0	0	0
Rnf168	68.250000	0	273	0	0	0
Rap1gds1	68.250000	0	273	0	0	0
Qsox1	68.250000	0	273	0	0	0
Pxmp2	68.250000	0	104	169	0	0
Purb	68.250000	0	273	0	0	0
Prr5l	68.250000	0	141	0	132	0
Polr2b	68.250000	0	273	0	0	0
Pole	68.250000	0	104	169	0	0
Polb	68.250000	0	273	0	0	0
Pnn	68.250000	0	273	0	0	0
Plin2	68.250000	0	273	0	0	0
Parg	68.250000	0	273	0	0	0
Pan3	68.250000	0	273	0	0	0
Olfr1336	68.250000	273	0	0	0	0
Noa1	68.250000	0	273	0	0	0
Malsu1	68.250000	0	273	0	0	0
Kansl3	68.250000	0	273	0	0	0
Il21r	68.250000	273	0	0	0	0
Gga2	68.250000	0	273	0	0	0
Fer1l5	68.250000	0	273	0	0	0
Ercc6l2	68.250000	0	273	0	0	0
Eef1a2	68.250000	273	0	0	0	0
Aspg	68.250000	273	0	0	0	0
Ankrd26	68.250000	0	273	0	0	0
Zmym6	68.000000	101	171	0	0	0
Ube2v2	68.000000	0	272	0	0	0
Thumpd3	68.000000	0	272	0	0	0
Slc36a4	68.000000	0	272	0	0	0
Rell2	68.000000	0	272	0	0	0
Ralb	68.000000	0	272	0	0	0
Pttg1ip	68.000000	0	272	0	0	0
Med14	68.000000	0	272	0	0	0
Lrrc47	68.000000	0	272	0	0	0
Hdac3	68.000000	0	272	0	0	0
Col3a1	68.000000	0	0	272	0	0
Cdc34	68.000000	0	272	0	0	0
Zfp248	67.750000	0	271	0	0	0
Wipi2	67.750000	0	271	0	0	0
Tnip2	67.750000	0	271	0	0	0
Pus10	67.750000	0	271	0	0	0
Prkag1	67.750000	0	271	0	0	0
Nf1	67.750000	0	271	0	0	0
Mtg2	67.750000	0	271	0	0	0
Mtg1	67.750000	0	271	0	0	0
Mrm3	67.750000	0	271	0	0	0
Mat2b	67.750000	0	271	0	0	0
Hibadh	67.750000	0	271	0	0	0
Hgsnat	67.750000	0	271	0	0	0
Grpel1	67.750000	0	0	185	86	0
Gm9949	67.750000	0	271	0	0	0
Glod4	67.750000	0	271	0	0	0
Ddx6	67.750000	0	271	0	0	0
Camta1	67.750000	0	271	0	0	0
Adrb2	67.750000	0	271	0	0	0
Tln1	67.500000	0	270	0	0	0
Saysd1	67.500000	0	270	0	0	0
Rnf169	67.500000	0	270	0	0	0
Rdh5	67.500000	0	270	0	0	0
Morc2a	67.500000	0	270	0	0	0
Maf	67.500000	0	270	0	0	0
Klf10	67.500000	0	270	0	0	0
Kdelr1	67.500000	0	270	0	0	0
Isoc2b	67.500000	0	270	0	0	0
Evi5	67.500000	0	270	0	0	0
Cry1	67.500000	0	132	138	0	0
Creb3	67.500000	0	270	0	0	0
Chac1	67.500000	0	105	165	0	0
Bloc1s1	67.500000	0	270	0	0	0
Becn1	67.500000	0	270	0	0	0
Acp2	67.500000	0	270	0	0	0
Zfp69	67.250000	0	269	0	0	0
Zfp558	67.250000	0	269	0	0	0
Zfp553	67.250000	166	103	0	0	0
Rel	67.250000	0	269	0	0	0
Pten	67.250000	0	269	0	0	0
Mbd3l1	67.250000	0	269	0	0	0
Hmgn1	67.250000	0	269	0	0	0
Havcr2	67.250000	0	0	81	188	0
Golim4	67.250000	0	269	0	0	0
Cyth1	67.250000	0	269	0	0	0
Cdcp2	67.250000	0	269	0	0	0
Ccdc134	67.250000	0	269	0	0	0
Atxn7l3	67.250000	0	269	0	0	0
Atp11b	67.250000	0	269	0	0	0
Anxa5	67.250000	0	269	0	0	0
1810062G17Rik	67.250000	0	269	0	0	0
Zswim3	67.000000	0	268	0	0	0
Zfp106	67.000000	0	268	0	0	0
Tmem221	67.000000	0	268	0	0	0
Srp14	67.000000	0	268	0	0	0
Snap23	67.000000	0	268	0	0	0
Pelo	67.000000	0	268	0	0	0
Pank2	67.000000	0	268	0	0	0
Nckap1l	67.000000	0	268	0	0	0
Iqcc	67.000000	0	268	0	0	0
Eif3l	67.000000	0	268	0	0	0
Dcdc2b	67.000000	0	268	0	0	0
Ccdc28b	67.000000	0	268	0	0	0
Caap1	67.000000	0	268	0	0	0
Acot8	67.000000	0	268	0	0	0
Zmiz1	66.750000	0	267	0	0	0
Zfp523	66.750000	0	267	0	0	0
Usp32	66.750000	0	267	0	0	0
Ssna1	66.750000	0	267	0	0	0
Snip1	66.750000	0	267	0	0	0
Sh2d2a	66.750000	0	267	0	0	0
Sdhc	66.750000	0	267	0	0	0
Rtf2	66.750000	0	267	0	0	0
Mpz	66.750000	0	267	0	0	0
Dnali1	66.750000	0	267	0	0	0
Anapc2	66.750000	0	267	0	0	0
Alkbh6	66.750000	0	267	0	0	0
Abca13	66.750000	0	0	0	267	0
Zfp87	66.500000	0	266	0	0	0
Zap70	66.500000	0	130	136	0	0
Ypel5	66.500000	0	266	0	0	0
Ube2a	66.500000	0	266	0	0	0
Tradd	66.500000	0	266	0	0	0
Snx18	66.500000	0	266	0	0	0
Sars2	66.500000	0	266	0	0	0
S100g	66.500000	0	0	266	0	0
Rnf8	66.500000	0	266	0	0	0
Rnf170	66.500000	0	266	0	0	0
Rac2	66.500000	0	266	0	0	0
Ppid	66.500000	0	266	0	0	0
Plekho2	66.500000	0	266	0	0	0
Ndufs1	66.500000	0	266	0	0	0
Mrps12	66.500000	0	266	0	0	0
Mak16	66.500000	0	266	0	0	0
Hsf4	66.500000	0	266	0	0	0
Hook3	66.500000	0	266	0	0	0
H6pd	66.500000	0	266	0	0	0
Fbxl8	66.500000	0	266	0	0	0
Eef1b2	66.500000	0	266	0	0	0
Dhx8	66.500000	0	266	0	0	0
Chpf2	66.500000	0	266	0	0	0
Cbr4	66.500000	0	266	0	0	0
Zfp955a	66.250000	0	265	0	0	0
Zfp251	66.250000	138	127	0	0	0
Trim39	66.250000	0	265	0	0	0
Topbp1	66.250000	0	265	0	0	0
Tollip	66.250000	0	265	0	0	0
Timp2	66.250000	0	265	0	0	0
Ssh2	66.250000	0	265	0	0	0
Rps16	66.250000	0	265	0	0	0
Nop2	66.250000	0	265	0	0	0
Mrpl45	66.250000	0	265	0	0	0
Ivns1abp	66.250000	0	265	0	0	0
Fbxo11	66.250000	0	265	0	0	0
Chid1	66.250000	0	265	0	0	0
Api5	66.250000	0	265	0	0	0
Ap1m1	66.250000	105	160	0	0	0
Abcf3	66.250000	0	265	0	0	0
A630001G21Rik	66.250000	0	265	0	0	0
Zbtb42	66.000000	0	264	0	0	0
Vapa	66.000000	0	264	0	0	0
Usp16	66.000000	0	264	0	0	0
Tnpo3	66.000000	0	264	0	0	0
Syvn1	66.000000	0	264	0	0	0
Slc19a2	66.000000	0	264	0	0	0
Slc12a7	66.000000	0	264	0	0	0
Samd10	66.000000	0	264	0	0	0
Prpf6	66.000000	0	264	0	0	0
Phf7	66.000000	0	264	0	0	0
Pex3	66.000000	0	264	0	0	0
Ncoa4	66.000000	0	264	0	0	0
Mgat4a	66.000000	0	264	0	0	0
Med13	66.000000	0	264	0	0	0
Mdfic	66.000000	0	264	0	0	0
Lctl	66.000000	0	155	109	0	0
Hdac1	66.000000	0	264	0	0	0
Eif3h	66.000000	0	110	154	0	0
Bap1	66.000000	0	264	0	0	0
Atg10	66.000000	0	264	0	0	0
Akt1	66.000000	0	264	0	0	0
Adat2	66.000000	0	264	0	0	0
Actg1	66.000000	0	264	0	0	0
Srpk1	65.750000	0	263	0	0	0
Septin11	65.750000	0	263	0	0	0
Sar1a	65.750000	0	263	0	0	0
Psmg1	65.750000	0	263	0	0	0
Plpp1	65.750000	0	263	0	0	0
Pisd	65.750000	0	263	0	0	0
Mmaa	65.750000	0	263	0	0	0
Mbtps1	65.750000	0	263	0	0	0
Lrp10	65.750000	0	263	0	0	0
Gm20826	65.750000	0	0	0	263	0
Gan	65.750000	0	263	0	0	0
Faf1	65.750000	0	263	0	0	0
Elavl1	65.750000	0	263	0	0	0
Cyp20a1	65.750000	0	263	0	0	0
Cxcr4	65.750000	0	263	0	0	0
Arhgef2	65.750000	0	263	0	0	0
Prr14l	65.500000	0	262	0	0	0
Mettl25	65.500000	0	262	0	0	0
Frs2	65.500000	0	262	0	0	0
Fam102a	65.500000	0	262	0	0	0
Ccdc59	65.500000	0	262	0	0	0
Atp6v0e	65.500000	0	262	0	0	0
1810058I24Rik	65.500000	0	262	0	0	0
Vdac2	65.250000	0	261	0	0	0
Uck1	65.250000	0	261	0	0	0
Snx13	65.250000	0	261	0	0	0
Mrpl12	65.250000	0	261	0	0	0
Mpped1	65.250000	0	0	0	261	0
Lgals3	65.250000	0	261	0	0	0
L2hgdh	65.250000	0	261	0	0	0
Gstp2	65.250000	0	261	0	0	0
Gstp1	65.250000	0	261	0	0	0
Fzd5	65.250000	0	261	0	0	0
Flywch1	65.250000	0	261	0	0	0
Eea1	65.250000	0	261	0	0	0
Dmac2l	65.250000	0	261	0	0	0
Ddx50	65.250000	0	261	0	0	0
Ddx39a	65.250000	0	261	0	0	0
Bag6	65.250000	0	261	0	0	0
Apom	65.250000	0	261	0	0	0
Ankrd37	65.250000	0	261	0	0	0
Zbtb8os	65.000000	0	260	0	0	0
Ubqln4	65.000000	0	260	0	0	0
Ube2q1	65.000000	0	260	0	0	0
Snapin	65.000000	0	260	0	0	0
Slc25a11	65.000000	0	260	0	0	0
Rnf167	65.000000	0	260	0	0	0
Rbbp4	65.000000	0	260	0	0	0
Rab25	65.000000	0	260	0	0	0
Ptcd3	65.000000	0	260	0	0	0
Psen2	65.000000	0	260	0	0	0
Prelid3b	65.000000	0	260	0	0	0
Polr1a	65.000000	0	260	0	0	0
Nceh1	65.000000	0	260	0	0	0
Med7	65.000000	0	260	0	0	0
Lamtor2	65.000000	0	260	0	0	0
Fam187a	65.000000	0	260	0	0	0
Eftud2	65.000000	0	260	0	0	0
Dnm2	65.000000	0	260	0	0	0
Dixdc1	65.000000	0	0	260	0	0
Commd8	65.000000	0	260	0	0	0
Ccdc103	65.000000	0	260	0	0	0
AU041133	65.000000	0	260	0	0	0
Trmo	64.750000	0	259	0	0	0
Tbc1d2	64.750000	0	259	0	0	0
Sugct	64.750000	0	259	0	0	0
S100a10	64.750000	0	259	0	0	0
Olfr1168	64.750000	0	0	0	259	0
Ndufs5	64.750000	0	259	0	0	0
Mplkip	64.750000	0	259	0	0	0
Mmp24	64.750000	259	0	0	0	0
Ints3	64.750000	0	259	0	0	0
Il1b	64.750000	0	0	0	259	0
Grap	64.750000	0	0	0	259	0
Eno1	64.750000	0	259	0	0	0
D8Ertd738e	64.750000	0	259	0	0	0
Clptm1l	64.750000	0	259	0	0	0
Atxn7l3b	64.750000	0	259	0	0	0
Arl8b	64.750000	0	259	0	0	0
Unkl	64.500000	0	258	0	0	0
Ttc38	64.500000	0	258	0	0	0
Tmem87b	64.500000	0	258	0	0	0
Timm21	64.500000	0	258	0	0	0
Tax1bp3	64.500000	0	258	0	0	0
Srek1	64.500000	0	258	0	0	0
Slc15a4	64.500000	0	258	0	0	0
Rfwd3	64.500000	0	258	0	0	0
Rbm6	64.500000	0	258	0	0	0
Psmg2	64.500000	0	258	0	0	0
Psmb2	64.500000	0	258	0	0	0
Prpf3	64.500000	0	258	0	0	0
Prkab1	64.500000	0	258	0	0	0
Ppm1h	64.500000	0	258	0	0	0
Percc1	64.500000	0	258	0	0	0
Pbxip1	64.500000	0	258	0	0	0
Mia3	64.500000	0	258	0	0	0
Inf2	64.500000	0	258	0	0	0
Hnrnpa1	64.500000	0	258	0	0	0
Gnb2	64.500000	0	258	0	0	0
Fbxo15	64.500000	0	258	0	0	0
Emc6	64.500000	0	258	0	0	0
Dnajc3	64.500000	0	258	0	0	0
Cep76	64.500000	0	258	0	0	0
Cbx5	64.500000	0	258	0	0	0
Btrc	64.500000	0	0	0	258	0
BC003965	64.500000	0	258	0	0	0
Atp7a	64.500000	0	258	0	0	0
Arf6	64.500000	0	258	0	0	0
Actr3	64.500000	0	258	0	0	0
Zdhhc6	64.250000	0	257	0	0	0
Vti1a	64.250000	0	257	0	0	0
Tpm2	64.250000	0	0	0	257	0
Tbl3	64.250000	0	257	0	0	0
Tars	64.250000	0	257	0	0	0
Rcc1	64.250000	0	257	0	0	0
Rbm26	64.250000	0	257	0	0	0
Mis18a	64.250000	0	257	0	0	0
Mfap1b	64.250000	0	257	0	0	0
Lmbrd1	64.250000	149	108	0	0	0
Fbxo4	64.250000	0	257	0	0	0
Efnb1	64.250000	0	257	0	0	0
Ddx56	64.250000	0	257	0	0	0
Zfr2	64.000000	0	256	0	0	0
Zfp574	64.000000	0	256	0	0	0
Ttc32	64.000000	0	256	0	0	0
Tnfrsf12a	64.000000	0	256	0	0	0
Thoc6	64.000000	0	256	0	0	0
Spg21	64.000000	0	256	0	0	0
Slc35a1	64.000000	0	256	0	0	0
Rhbdd1	64.000000	0	256	0	0	0
Npy6r	64.000000	0	0	0	256	0
Mon1a	64.000000	0	256	0	0	0
Mfap3	64.000000	0	256	0	0	0
Mettl14	64.000000	0	256	0	0	0
Itpr1	64.000000	0	256	0	0	0
Igfbp1	64.000000	0	0	256	0	0
Hsf1	64.000000	0	256	0	0	0
Hcfc1r1	64.000000	0	256	0	0	0
Grik5	64.000000	0	256	0	0	0
Fam114a2	64.000000	0	256	0	0	0
Esco1	64.000000	0	256	0	0	0
Csnk1a1	64.000000	0	256	0	0	0
Cplx2	64.000000	0	256	0	0	0
Cldn6	64.000000	0	256	0	0	0
Ccdc28a	64.000000	256	0	0	0	0
Canx	64.000000	0	256	0	0	0
Bop1	64.000000	0	256	0	0	0
B4galt1	64.000000	0	256	0	0	0
Atcay	64.000000	0	256	0	0	0
Ap1ar	64.000000	0	256	0	0	0
Zfp438	63.750000	0	255	0	0	0
Tcea1	63.750000	0	255	0	0	0
Snupn	63.750000	0	255	0	0	0
Smim12	63.750000	0	255	0	0	0
Sap18b	63.750000	0	255	0	0	0
Sap18	63.750000	0	255	0	0	0
Rps19	63.750000	0	255	0	0	0
Retreg2	63.750000	0	255	0	0	0
Rdh14	63.750000	0	255	0	0	0
Micos10	63.750000	0	255	0	0	0
Mettl6	63.750000	0	255	0	0	0
Hspa2	63.750000	0	255	0	0	0
Habp4	63.750000	0	255	0	0	0
H3c2	63.750000	0	255	0	0	0
Ermard	63.750000	0	255	0	0	0
Eaf1	63.750000	0	255	0	0	0
Cog6	63.750000	0	255	0	0	0
Cnppd1	63.750000	0	255	0	0	0
Cipc	63.750000	0	255	0	0	0
Abr	63.750000	0	157	0	98	0
Zwint	63.500000	0	254	0	0	0
Zfp964	63.500000	0	254	0	0	0
Xrn2	63.500000	0	254	0	0	0
Wipf1	63.500000	0	254	0	0	0
Tmem19	63.500000	0	254	0	0	0
Tmem185b	63.500000	0	254	0	0	0
Mrps25	63.500000	0	254	0	0	0
LOC114841036	63.500000	0	254	0	0	0
Gars	63.500000	0	254	0	0	0
Fkbp2	63.500000	0	254	0	0	0
Fermt2	63.500000	0	254	0	0	0
Exosc8	63.500000	0	254	0	0	0
Dap3	63.500000	0	160	94	0	0
Crtap	63.500000	0	254	0	0	0
Cox7a2l	63.500000	0	254	0	0	0
Alg5	63.500000	0	254	0	0	0
Adssl1	63.500000	0	254	0	0	0
Acer2	63.500000	0	254	0	0	0
Wdr76	63.250000	0	253	0	0	0
Vps37c	63.250000	0	253	0	0	0
Usp47	63.250000	0	253	0	0	0
Tmem126b	63.250000	0	253	0	0	0
Syt11	63.250000	0	253	0	0	0
Spib	63.250000	0	253	0	0	0
Smarca5	63.250000	0	253	0	0	0
Rraga	63.250000	0	253	0	0	0
Pskh1	63.250000	0	253	0	0	0
Nup50	63.250000	0	111	0	142	0
Ncbp3	63.250000	0	253	0	0	0
Mybpc2	63.250000	0	253	0	0	0
Msantd2	63.250000	0	253	0	0	0
Mfap1a	63.250000	0	253	0	0	0
Mapk8	63.250000	0	253	0	0	0
Lig3	63.250000	0	253	0	0	0
Khdc4	63.250000	0	253	0	0	0
Grpel2	63.250000	0	253	0	0	0
Frmd6	63.250000	0	253	0	0	0
Elk3	63.250000	0	0	253	0	0
Chka	63.250000	0	253	0	0	0
Zer1	63.000000	0	252	0	0	0
Zdhhc3	63.000000	0	252	0	0	0
Ubr2	63.000000	0	252	0	0	0
Togaram1	63.000000	0	252	0	0	0
Taok3	63.000000	0	252	0	0	0
Suds3	63.000000	0	252	0	0	0
Stxbp2	63.000000	0	252	0	0	0
Sqstm1	63.000000	0	252	0	0	0
Sowahc	63.000000	0	252	0	0	0
Septin10	63.000000	0	252	0	0	0
Ptms	63.000000	0	252	0	0	0
Plin3	63.000000	0	252	0	0	0
Pdrg1	63.000000	0	252	0	0	0
Otud1	63.000000	0	252	0	0	0
Olfr639	63.000000	252	0	0	0	0
Mfsd14b	63.000000	0	252	0	0	0
Mapk4	63.000000	0	252	0	0	0
Man2a1	63.000000	0	252	0	0	0
Klhl28	63.000000	0	252	0	0	0
Hmga1b	63.000000	0	252	0	0	0
Hmga1	63.000000	0	252	0	0	0
Exosc7	63.000000	0	252	0	0	0
Tubb5	62.750000	0	251	0	0	0
Strap	62.750000	0	251	0	0	0
St3gal2	62.750000	0	251	0	0	0
Srp9	62.750000	0	251	0	0	0
Selenok	62.750000	0	251	0	0	0
Rnls	62.750000	0	251	0	0	0
Ppp2r5c	62.750000	0	251	0	0	0
Pik3c2a	62.750000	0	251	0	0	0
Phlda1	62.750000	0	251	0	0	0
Pdhb	62.750000	0	251	0	0	0
Nol11	62.750000	0	251	0	0	0
Noc4l	62.750000	0	251	0	0	0
Mdc1	62.750000	0	251	0	0	0
Enc1	62.750000	0	251	0	0	0
Eif3j2	62.750000	0	251	0	0	0
Eif3j1	62.750000	0	251	0	0	0
Ddx51	62.750000	0	251	0	0	0
Brd7	62.750000	0	0	251	0	0
Arhgap12	62.750000	0	251	0	0	0
Alox12b	62.750000	0	0	0	251	0
Adgb	62.750000	0	251	0	0	0
Tubgcp3	62.500000	0	250	0	0	0
Tsku	62.500000	0	250	0	0	0
Trim36	62.500000	0	250	0	0	0
Tpd52l2	62.500000	0	250	0	0	0
Tigar	62.500000	0	250	0	0	0
Scyl1	62.500000	0	250	0	0	0
Rapgef6	62.500000	0	250	0	0	0
Ppwd1	62.500000	0	250	0	0	0
Ndufa10	62.500000	0	250	0	0	0
Mical2	62.500000	0	250	0	0	0
Lmbr1	62.500000	0	250	0	0	0
Gtf3c1	62.500000	0	250	0	0	0
Dhx16	62.500000	0	127	123	0	0
D430042O09Rik	62.500000	0	250	0	0	0
Cenpk	62.500000	0	250	0	0	0
Blmh	62.500000	0	250	0	0	0
Actn1	62.500000	0	250	0	0	0
Abhd16b	62.500000	0	250	0	0	0
Zscan10	62.250000	0	249	0	0	0
Zfp790	62.250000	0	249	0	0	0
Zfp784	62.250000	0	249	0	0	0
Zfp13	62.250000	0	249	0	0	0
Zdhhc21	62.250000	0	249	0	0	0
Zbtb43	62.250000	0	249	0	0	0
Ttll12	62.250000	0	249	0	0	0
Tmem18	62.250000	0	249	0	0	0
Sult1c2	62.250000	249	0	0	0	0
Strada	62.250000	0	249	0	0	0
Rab43	62.250000	0	249	0	0	0
Ppm1a	62.250000	0	249	0	0	0
Nfx1	62.250000	0	249	0	0	0
Man2c1	62.250000	0	249	0	0	0
Mafk	62.250000	0	249	0	0	0
Luc7l	62.250000	0	249	0	0	0
Kif1c	62.250000	0	249	0	0	0
Irs2	62.250000	0	249	0	0	0
Inca1	62.250000	0	249	0	0	0
Extl3	62.250000	0	249	0	0	0
Eprs	62.250000	0	249	0	0	0
Ddhd1	62.250000	0	249	0	0	0
Cyba	62.250000	0	249	0	0	0
Bin2	62.250000	0	249	0	0	0
Acaa2	62.250000	0	249	0	0	0
Trappc8	62.000000	0	248	0	0	0
Tatdn2	62.000000	0	248	0	0	0
Tab2	62.000000	0	248	0	0	0
Secisbp2l	62.000000	73	175	0	0	0
Rxylt1	62.000000	0	248	0	0	0
Rmnd1	62.000000	0	248	0	0	0
Rab3gap2	62.000000	0	248	0	0	0
Pwwp2b	62.000000	0	248	0	0	0
Pou2f1	62.000000	0	248	0	0	0
Parp6	62.000000	0	248	0	0	0
Oxnad1	62.000000	0	248	0	0	0
Mpp4	62.000000	0	248	0	0	0
Mob2	62.000000	0	248	0	0	0
Mis12	62.000000	0	248	0	0	0
Hmgcr	62.000000	0	248	0	0	0
Herc1	62.000000	0	248	0	0	0
Eif4e2	62.000000	0	248	0	0	0
Dph3	62.000000	0	248	0	0	0
Derl2	62.000000	0	248	0	0	0
Copb2	62.000000	0	248	0	0	0
Avl9	62.000000	0	248	0	0	0
Armt1	62.000000	0	248	0	0	0
Ankhd1	62.000000	0	248	0	0	0
Abcg1	62.000000	0	248	0	0	0
Ubiad1	61.750000	0	247	0	0	0
Trappc2	61.750000	0	247	0	0	0
Snrpg	61.750000	0	247	0	0	0
Sel1l	61.750000	0	247	0	0	0
Ptp4a2	61.750000	0	124	123	0	0
Prpsap2	61.750000	0	247	0	0	0
Prdx3	61.750000	0	247	0	0	0
Ofd1	61.750000	0	247	0	0	0
Nudt8	61.750000	0	247	0	0	0
Mtor	61.750000	0	247	0	0	0
Icam1	61.750000	0	247	0	0	0
Gm33989	61.750000	0	247	0	0	0
Fcer1g	61.750000	0	247	0	0	0
Dvl3	61.750000	0	247	0	0	0
Dusp22	61.750000	0	247	0	0	0
Doc2g	61.750000	0	247	0	0	0
Cers5	61.750000	0	247	0	0	0
Cenpu	61.750000	0	247	0	0	0
Actr10	61.750000	0	247	0	0	0
Trpc4ap	61.500000	0	246	0	0	0
Tmem42	61.500000	0	246	0	0	0
Stam	61.500000	0	246	0	0	0
Srcap	61.500000	0	246	0	0	0
Spr	61.500000	0	160	86	0	0
Rnf7	61.500000	0	246	0	0	0
Rad9a	61.500000	0	246	0	0	0
Psd4	61.500000	0	137	109	0	0
Lep	61.500000	0	0	0	246	0
Eps15l1	61.500000	0	246	0	0	0
Eid1	61.500000	0	246	0	0	0
Dusp2	61.500000	0	246	0	0	0
Dbr1	61.500000	0	246	0	0	0
Cct4	61.500000	0	246	0	0	0
Capzb	61.500000	0	246	0	0	0
Cabyr	61.500000	0	246	0	0	0
Astl	61.500000	0	246	0	0	0
Akap7	61.500000	0	246	0	0	0
Zswim6	61.250000	0	245	0	0	0
Vta1	61.250000	0	245	0	0	0
Txlna	61.250000	0	245	0	0	0
Shb	61.250000	0	245	0	0	0
Sesn3	61.250000	245	0	0	0	0
Sbf1	61.250000	0	245	0	0	0
Saraf	61.250000	0	245	0	0	0
Rfc5	61.250000	245	0	0	0	0
Raver1	61.250000	0	245	0	0	0
Rad23b	61.250000	0	245	0	0	0
Ocrl	61.250000	245	0	0	0	0
Nfe2l1	61.250000	0	245	0	0	0
Ncbp2	61.250000	0	245	0	0	0
Myd88	61.250000	0	245	0	0	0
Mtx2	61.250000	0	245	0	0	0
Mtr	61.250000	0	245	0	0	0
Mrpl48	61.250000	0	245	0	0	0
Helb	61.250000	0	245	0	0	0
H2-Q4	61.250000	0	245	0	0	0
Fbxo47	61.250000	0	245	0	0	0
Cpped1	61.250000	0	245	0	0	0
Cplane1	61.250000	0	245	0	0	0
Ccnf	61.250000	0	245	0	0	0
Bnip2	61.250000	0	245	0	0	0
Acaa1a	61.250000	0	245	0	0	0
0610012G03Rik	61.250000	0	245	0	0	0
Zfp11	61.000000	0	244	0	0	0
Ublcp1	61.000000	0	244	0	0	0
Txnl4a	61.000000	0	244	0	0	0
Trak1	61.000000	73	0	171	0	0
Snx2	61.000000	0	244	0	0	0
Smarcc1	61.000000	0	244	0	0	0
Sike1	61.000000	0	244	0	0	0
Prp2	61.000000	244	0	0	0	0
Ppm1d	61.000000	0	244	0	0	0
Plcxd2	61.000000	0	244	0	0	0
Nsun5	61.000000	0	244	0	0	0
Mmut	61.000000	0	244	0	0	0
Mios	61.000000	0	244	0	0	0
Jag1	61.000000	0	244	0	0	0
Ipp	61.000000	0	244	0	0	0
Hps3	61.000000	0	244	0	0	0
Herc3	61.000000	0	244	0	0	0
Hdac5	61.000000	0	244	0	0	0
Gm16286	61.000000	0	244	0	0	0
Fam149b	61.000000	0	244	0	0	0
Ercc4	61.000000	0	244	0	0	0
Ecd	61.000000	0	244	0	0	0
Cpne2	61.000000	0	244	0	0	0
Cenpq	61.000000	0	244	0	0	0
Cars	61.000000	0	244	0	0	0
Armc1	61.000000	0	244	0	0	0
Acadm	61.000000	0	244	0	0	0
Zfand2b	60.750000	0	243	0	0	0
Trim58	60.750000	0	0	0	243	0
