Target_genes	Ikzf2|Average	SRX8167498|HPC-7	SRX1241149|Treg	SRX1241152|Treg	STRING
Ccdc85b	200.000000	600	0	0	0
Btbd2	200.000000	600	0	0	0
Clock	199.666667	368	131	100	0
Ppp1cb	199.333333	259	230	109	0
Obsl1	199.333333	598	0	0	0
Mrs2	199.333333	0	418	180	0
Inha	199.333333	598	0	0	0
Erap1	199.333333	598	0	0	0
Camsap2	199.333333	335	161	102	0
Zfyve26	199.000000	597	0	0	0
Tsacc	199.000000	0	384	213	0
Rad51b	199.000000	597	0	0	0
Cct3	199.000000	0	384	213	0
Zbtb21	198.666667	124	358	114	0
Rmdn1	198.666667	500	96	0	0
Rassf3	198.666667	190	245	161	0
Cpne3	198.666667	500	96	0	0
Mesd	198.333333	472	123	0	0
Eps15l1	198.333333	0	312	283	0
Dele1	198.333333	595	0	0	0
Cebpd	198.333333	595	0	0	0
Tbcb	198.000000	326	115	153	0
Samhd1	198.000000	180	274	140	0
Rnf170	198.000000	461	133	0	0
Prkn	198.000000	445	149	0	0
Polr2i	198.000000	326	115	153	0
Pacrg	198.000000	445	149	0	0
Ovol3	198.000000	326	115	153	0
Ncstn	198.000000	594	0	0	0
Kif3a	198.000000	0	301	293	0
Hook3	198.000000	461	133	0	0
Copa	198.000000	594	0	0	0
Wnk1	197.666667	318	176	99	0
Smarca4	197.000000	136	277	178	0
Rabif	197.000000	168	237	186	0
Nbeal1	196.666667	246	220	124	0
Ltbp1	196.666667	590	0	0	0
Chrac1	196.666667	463	127	0	0
0610009B22Rik	196.666667	242	199	149	0
Hnrnph1	196.333333	0	376	213	0
Gmcl1	196.333333	0	412	177	0
Ago2	196.333333	589	0	0	0
Zfp638	196.000000	103	349	136	0
Mmaa	196.000000	308	280	0	0
Golga7	196.000000	588	0	0	0
Arhgap8	196.000000	588	0	0	0
Spred1	195.666667	587	0	0	0
Ica1	195.666667	587	0	0	0
Gtpbp10	195.666667	587	0	0	0
E2f6	195.666667	0	436	151	0
Tmem63b	195.333333	220	200	166	0
Mrpl14	195.333333	220	200	166	0
Gm527	195.333333	138	270	178	0
Tfcp2	194.666667	584	0	0	0
Lipt2	194.666667	108	270	206	0
Ints13	194.666667	0	370	214	0
Fgfr1op2	194.666667	0	370	214	0
Dennd4c	194.666667	584	0	0	0
Pink1	194.333333	86	316	181	0
Nfkbiz	194.333333	583	0	0	0
Fam122a	194.333333	161	273	149	0
Nsd1	194.000000	452	130	0	0
Isyna1	194.000000	442	140	0	0
Ube2e3	193.666667	581	0	0	0
Ubac2	193.666667	330	251	0	0
Armc7	193.666667	581	0	0	0
Chd2	193.333333	580	0	0	0
Ttc39a	193.000000	579	0	0	0
Ppp4r2	193.000000	178	275	126	0
Thumpd3	192.666667	0	306	272	0
Rtca	192.666667	457	121	0	0
Dbt	192.666667	457	121	0	0
Trim3	192.333333	577	0	0	0
Ctbs	192.333333	577	0	0	0
Dffb	192.000000	0	340	236	0
Ciz1	192.000000	576	0	0	0
Cep104	192.000000	0	340	236	0
Bok	192.000000	576	0	0	0
Aaas	192.000000	576	0	0	0
Tbc1d32	191.666667	575	0	0	0
Insig2	191.666667	400	175	0	0
Rps10	191.333333	170	243	161	0
Prg4	191.333333	574	0	0	0
Wipi2	191.000000	0	441	132	0
Ppp1r10	191.000000	151	216	206	0
Nupl1	191.000000	241	191	141	0
Mthfd1	191.000000	0	453	120	0
Mrps18b	191.000000	151	216	206	0
Ints2	191.000000	306	143	124	0
Srebf2	190.666667	572	0	0	0
Slc35e3	190.666667	161	233	178	0
P4ha1	190.666667	213	189	170	0
Mlst8	190.666667	0	310	262	0
Bricd5	190.666667	0	310	262	0
Abca3	190.666667	144	291	137	0
Abca17	190.666667	144	291	137	0
Vash2	190.333333	571	0	0	0
Stk38	190.333333	184	229	158	0
Klhl9	190.333333	381	190	0	0
Kdm7a	190.000000	570	0	0	0
Nckipsd	189.666667	175	283	111	0
Dynll1	189.666667	569	0	0	0
Zfp704	189.333333	568	0	0	0
Rbm14	189.333333	568	0	0	0
Pank2	189.333333	395	173	0	0
Ndfip2	189.333333	279	289	0	0
Gm21992	189.333333	568	0	0	0
Fam227a	189.000000	149	318	100	0
Cby1	189.000000	149	318	100	0
Slc39a10	188.666667	159	204	203	0
Klhl22	188.666667	217	197	152	0
Mcf2l	188.333333	565	0	0	0
Spry4	188.000000	176	280	108	0
Psmb3	188.000000	564	0	0	0
Pcgf2	188.000000	564	0	0	0
N4bp1	188.000000	427	137	0	0
Dglucy	188.000000	564	0	0	0
AU041133	188.000000	348	216	0	0
Irs2	187.666667	563	0	0	0
Fnbp4	187.666667	0	403	160	0
Sfi1	187.333333	562	0	0	0
Hnrnpf	187.333333	562	0	0	0
Cfap126	187.333333	562	0	0	0
Six5	187.000000	561	0	0	0
Napg	187.000000	240	321	0	0
Irgq	187.000000	243	206	112	0
Ccl2	187.000000	561	0	0	0
Arih2	187.000000	561	0	0	0
Zfp473	186.666667	560	0	0	0
Xkr7	186.666667	560	0	0	0
Vrk3	186.666667	560	0	0	0
Flvcr1	186.666667	560	0	0	0
Slx1b	186.333333	559	0	0	0
Selenom	186.333333	559	0	0	0
Gon4l	186.333333	140	301	118	0
Elp6	186.333333	137	311	111	0
Bola2	186.333333	559	0	0	0
Ankrd26	186.333333	79	299	181	0
Ppfibp1	185.666667	557	0	0	0
Myl12a	185.666667	389	168	0	0
Ptgs2	185.333333	556	0	0	0
Pole3	185.333333	556	0	0	0
Nbn	185.333333	556	0	0	0
Alad	185.333333	556	0	0	0
Serpinb12	185.000000	555	0	0	0
Rdx	185.000000	555	0	0	0
Ifnar1	185.000000	164	298	93	0
Dchs2	185.000000	300	0	255	0
Emilin1	184.666667	554	0	0	0
Erbb3	184.333333	553	0	0	0
Utp18	184.000000	439	113	0	0
Mbtd1	184.000000	439	113	0	0
Fam177a2	184.000000	151	241	160	0
Fam177a	184.000000	151	241	160	0
Chaf1b	184.000000	552	0	0	0
Susd6	183.666667	179	216	156	0
Pltp	183.666667	551	0	0	0
Dpep3	183.666667	551	0	0	0
Upp1	183.333333	550	0	0	0
Mycbp	183.333333	0	366	184	0
Rps5	183.000000	307	103	139	0
Pld2	183.000000	549	0	0	0
Deptor	183.000000	549	0	0	0
Bbs4	182.666667	548	0	0	0
Sdhaf4	182.333333	0	339	208	0
Kyat3	182.333333	547	0	0	0
Fzd7	182.333333	547	0	0	0
Tubg1	182.000000	140	193	213	0
Slc37a3	182.000000	546	0	0	0
Retreg3	182.000000	140	193	213	0
Rab4a	182.000000	546	0	0	0
Prps1l3	181.666667	149	243	153	0
Ppp1r21	181.666667	444	101	0	0
Mipol1	181.666667	149	243	153	0
Gm5617	181.666667	191	228	126	0
C1qc	181.666667	545	0	0	0
Zcchc7	181.333333	396	148	0	0
Kctd18	181.333333	544	0	0	0
Dgkz	181.333333	544	0	0	0
Tdrd9	181.000000	301	136	106	0
Prelid3b	181.000000	0	387	156	0
Paip2	181.000000	0	362	181	0
Map4	181.000000	543	0	0	0
Csf2rb	181.000000	543	0	0	0
Cd2ap	181.000000	543	0	0	0
Atp5mpl	181.000000	301	136	106	0
Adgrg1	181.000000	543	0	0	0
Vps26b	180.666667	143	313	86	0
Rasal1	180.666667	542	0	0	0
Ncapd3	180.666667	143	313	86	0
Cacybp	180.666667	202	213	127	0
Arid4a	180.666667	404	138	0	0
Utp15	180.333333	541	0	0	0
Ndel1	180.333333	106	268	167	0
G3bp1	180.333333	541	0	0	0
Ankra2	180.333333	541	0	0	0
Txnl4a	180.000000	0	393	147	0
Gm16286	180.000000	0	393	147	0
Fam98a	180.000000	221	202	117	0
Ptgs1	179.666667	539	0	0	0
Myo1c	179.666667	539	0	0	0
Mis18a	179.666667	145	275	119	0
Gas2l1	179.666667	539	0	0	0
Clk4	179.666667	182	257	100	0
BC049762	179.666667	182	257	100	0
Ywhaz	179.333333	538	0	0	0
Wbp1l	179.333333	538	0	0	0
Umad1	179.333333	538	0	0	0
Rpa3	179.333333	538	0	0	0
Kat2a	179.333333	167	176	195	0
Igf1r	179.333333	538	0	0	0
Hspb9	179.333333	167	176	195	0
Gdf15	179.333333	214	324	0	0
Rubcn	179.000000	312	225	0	0
Rnf130	179.000000	0	421	116	0
Rmi1	179.000000	537	0	0	0
Hnrnpk	179.000000	537	0	0	0
Dctn1	179.000000	417	120	0	0
Usp1	178.666667	113	215	208	0
Tent4a	178.666667	0	376	160	0
Pelo	178.666667	0	317	219	0
Memo1	178.666667	536	0	0	0
Ttll4	178.333333	535	0	0	0
Snx14	178.333333	410	125	0	0
Kdm6a	178.333333	535	0	0	0
Dpf2	178.333333	135	224	176	0
Ptprn	178.000000	534	0	0	0
Ctbp1	178.000000	0	358	176	0
Cc2d1a	178.000000	172	263	99	0
4930432K21Rik	178.000000	172	263	99	0
Zpbp2	177.666667	330	203	0	0
Slc4a2	177.666667	533	0	0	0
Polr2b	177.666667	0	334	199	0
Noa1	177.666667	0	334	199	0
Ctps	177.666667	0	410	123	0
Cdk5	177.666667	533	0	0	0
Rab5a	177.333333	532	0	0	0
Oard1	177.333333	327	128	77	0
Nfya	177.333333	327	128	77	0
Mettl21a	177.333333	373	159	0	0
Hbs1l	177.333333	159	234	139	0
Ect2	177.333333	532	0	0	0
Scd1	177.000000	531	0	0	0
Rpp14	177.000000	258	273	0	0
Pgam1	177.000000	144	260	127	0
Krt10	177.000000	531	0	0	0
Htd2	177.000000	258	273	0	0
Hrh2	177.000000	531	0	0	0
Hook2	177.000000	531	0	0	0
Fcsk	177.000000	92	339	100	0
Fam104a	177.000000	350	181	0	0
D16Ertd472e	177.000000	158	245	128	0
D11Wsu47e	177.000000	350	181	0	0
Chid1	177.000000	398	133	0	0
Syne3	176.666667	530	0	0	0
Mlkl	176.666667	530	0	0	0
Fbxo31	176.666667	172	176	182	0
Prkrip1	176.333333	218	175	136	0
Micu3	176.333333	529	0	0	0
Lrrc66	176.333333	529	0	0	0
Il12rb1	176.333333	529	0	0	0
Hmgn1	176.333333	0	275	254	0
Ahdc1	176.333333	529	0	0	0
Acap1	176.333333	529	0	0	0
Tbkbp1	176.000000	528	0	0	0
Klf13	176.000000	355	173	0	0
Inka1	176.000000	528	0	0	0
Tm9sf2	175.666667	114	281	132	0
Retreg2	175.666667	319	208	0	0
Mrpl54	175.666667	0	408	119	0
Cnppd1	175.666667	319	208	0	0
Cd244a	175.666667	527	0	0	0
Apba3	175.666667	0	408	119	0
Wasf1	175.333333	526	0	0	0
Hibadh	175.333333	145	292	89	0
Eif3a	175.333333	205	225	96	0
Cdc40	175.333333	526	0	0	0
Wdr19	175.000000	525	0	0	0
Pitpnb	175.000000	205	218	102	0
Nrd1	175.000000	525	0	0	0
Mitf	175.000000	525	0	0	0
Mbd3	175.000000	0	338	187	0
H1f0	175.000000	525	0	0	0
Gcat	175.000000	525	0	0	0
Uba2	174.666667	149	277	98	0
Tifa	174.666667	524	0	0	0
Sys1	174.666667	269	204	51	0
Ralb	174.666667	524	0	0	0
Pds5b	174.666667	145	305	74	0
Neto2	174.666667	342	182	0	0
Zfp281	174.333333	174	223	126	0
Smc1a	174.000000	522	0	0	0
Ribc1	174.000000	522	0	0	0
Pigx	174.000000	375	147	0	0
Med11	174.000000	383	139	0	0
Ints1	174.000000	522	0	0	0
Cep19	174.000000	375	147	0	0
Lrrc25	173.666667	521	0	0	0
Agl	173.666667	521	0	0	0
Klra3	173.333333	520	0	0	0
Topors	173.000000	404	115	0	0
Tnrc18	173.000000	519	0	0	0
Smim27	173.000000	404	115	0	0
Ppp2ca	173.000000	0	233	286	0
Mrpl45	173.000000	141	222	156	0
Cbfa2t3	173.000000	519	0	0	0
Nfe2	172.666667	518	0	0	0
Srsf9	172.333333	102	265	150	0
Serp1	172.000000	198	211	107	0
Irf7	172.000000	516	0	0	0
Eif2a	172.000000	198	211	107	0
Zfp959	171.666667	368	147	0	0
Strn4	171.666667	515	0	0	0
Flnc	171.666667	515	0	0	0
Fkrp	171.666667	515	0	0	0
Zc3h7a	171.333333	514	0	0	0
Txndc11	171.333333	0	241	273	0
Tia1	171.333333	123	238	153	0
Sec23ip	171.333333	107	214	193	0
Rab38	171.333333	514	0	0	0
Rab21	171.333333	514	0	0	0
Mcmbp	171.333333	107	214	193	0
Fcgr2b	171.333333	514	0	0	0
Fbxw7	171.333333	514	0	0	0
Atg16l1	171.333333	514	0	0	0
Rapgef6	171.000000	0	355	158	0
Dkk1	171.000000	513	0	0	0
Cluap1	171.000000	513	0	0	0
1700037C18Rik	171.000000	513	0	0	0
Rfxank	170.666667	107	292	113	0
Pwwp2a	170.666667	512	0	0	0
Gm45929	170.666667	107	292	113	0
Borcs8	170.666667	107	292	113	0
Sacm1l	170.333333	511	0	0	0
Rab10	170.333333	309	202	0	0
Ppp6r1	170.333333	0	227	284	0
Gm3739	170.333333	511	0	0	0
Elp5	170.333333	511	0	0	0
Ctdnep1	170.333333	511	0	0	0
Slc3a2	170.000000	411	99	0	0
Sin3a	170.000000	510	0	0	0
Cgref1	170.000000	510	0	0	0
Acox3	170.000000	510	0	0	0
Abhd1	170.000000	510	0	0	0
Scaf1	169.666667	509	0	0	0
Rras	169.666667	509	0	0	0
Mphosph6	169.666667	172	258	79	0
Thap12	169.333333	0	356	152	0
Igfbp4	169.333333	508	0	0	0
Gm33989	169.333333	262	194	52	0
B3gnt5	169.333333	508	0	0	0
Serpinb8	169.000000	507	0	0	0
Pla2r1	169.000000	507	0	0	0
Per1	169.000000	184	191	132	0
Dek	169.000000	507	0	0	0
Commd4	169.000000	507	0	0	0
9530077C05Rik	169.000000	295	212	0	0
Smarcb1	168.666667	107	299	100	0
Rnf150	168.666667	506	0	0	0
Cnnm4	168.666667	506	0	0	0
Atp6v0d1	168.666667	148	219	139	0
Agrp	168.666667	148	219	139	0
Zfp526	168.333333	135	262	108	0
Zfp326	168.333333	505	0	0	0
Plek	168.333333	505	0	0	0
Muc20	168.333333	505	0	0	0
Haghl	168.333333	377	128	0	0
Dedd2	168.333333	135	262	108	0
Chmp3	168.333333	272	233	0	0
Ccdc78	168.333333	377	128	0	0
Wwox	168.000000	0	220	284	0
Ralgapb	168.000000	0	310	194	0
Btn1a1	168.000000	504	0	0	0
Akr1e1	167.666667	503	0	0	0
Zfp961	167.333333	137	169	196	0
Klf6	167.333333	502	0	0	0
Acin1	167.333333	502	0	0	0
1700123O20Rik	167.333333	502	0	0	0
Zc3h8	167.000000	206	295	0	0
Vtn	167.000000	501	0	0	0
Sarm1	167.000000	501	0	0	0
Pum2	167.000000	350	151	0	0
Prss56	167.000000	501	0	0	0
Prim1	167.000000	160	122	219	0
Pgls	167.000000	249	252	0	0
Parp16	167.000000	501	0	0	0
Pard6b	167.000000	129	225	147	0
Nup62	167.000000	186	176	139	0
Il4i1b	167.000000	186	176	139	0
Eya2	167.000000	501	0	0	0
Chrnd	167.000000	501	0	0	0
Atf5	167.000000	186	176	139	0
Arpc1a	167.000000	0	328	173	0
Adamts14	167.000000	501	0	0	0
Ten1	166.666667	500	0	0	0
Gypa	166.666667	500	0	0	0
Fbxo9	166.666667	388	0	112	0
Cilk1	166.666667	388	0	112	0
Acox1	166.666667	500	0	0	0
Svop	166.333333	499	0	0	0
Qk	166.333333	499	0	0	0
Il6st	166.333333	499	0	0	0
Eid1	166.333333	92	268	139	0
St7	166.000000	498	0	0	0
Smap2	166.000000	211	188	99	0
Rarg	166.000000	498	0	0	0
Anapc7	166.000000	498	0	0	0
Adck5	166.000000	498	0	0	0
Vps39	165.666667	497	0	0	0
Tnks	165.666667	497	0	0	0
Rtn4	165.666667	497	0	0	0
Meaf6	165.666667	222	173	102	0
Map2k1	165.666667	497	0	0	0
Apeh	165.666667	497	0	0	0
Vps72	165.333333	365	131	0	0
Trim28	165.333333	227	170	99	0
Pip5k1a	165.333333	365	131	0	0
Phf14	165.333333	496	0	0	0
Nwd1	165.333333	496	0	0	0
Ndufa4	165.333333	496	0	0	0
Mtch2	165.000000	147	250	98	0
Melk	165.000000	495	0	0	0
Gstt2	165.000000	495	0	0	0
Tubb6	164.666667	494	0	0	0
Rela	164.666667	218	177	99	0
Nedd4	164.666667	494	0	0	0
Uspl1	164.333333	384	109	0	0
Sgca	164.333333	252	241	0	0
Rln3	164.333333	493	0	0	0
Rab8a	164.333333	120	256	117	0
Il27ra	164.333333	493	0	0	0
Asap1	164.333333	244	140	109	0
Trip12	164.000000	492	0	0	0
Pbx4	164.000000	131	208	153	0
Fbxo36	164.000000	492	0	0	0
Cstf3	164.000000	492	0	0	0
Saysd1	163.666667	0	327	164	0
Rhot1	163.666667	491	0	0	0
Plekhf2	163.666667	394	97	0	0
Hgs	163.666667	256	235	0	0
Depp1	163.666667	491	0	0	0
Arl16	163.666667	256	235	0	0
Ripor2	163.333333	490	0	0	0
Rai14	163.333333	490	0	0	0
Lyst	163.333333	236	152	102	0
Gabpb1	163.333333	300	190	0	0
Fam71e1	163.333333	0	403	87	0
Emc10	163.333333	0	403	87	0
Zfp809	163.000000	489	0	0	0
Tmem205	163.000000	489	0	0	0
Rsu1	163.000000	489	0	0	0
Ogfrl1	163.000000	489	0	0	0
Ccdc159	163.000000	489	0	0	0
Wipf2	162.666667	375	113	0	0
Shisa5	162.666667	488	0	0	0
Septin2	162.666667	121	367	0	0
Rad23a	162.666667	137	230	121	0
Hdlbp	162.666667	121	367	0	0
Fbxo5	162.666667	0	339	149	0
Pcnx3	162.333333	186	214	87	0
Map3k11	162.333333	186	214	87	0
Hnrnpa1	162.333333	0	354	133	0
Cactin	162.333333	293	194	0	0
Birc2	162.333333	0	349	138	0
Alg1	162.333333	200	161	126	0
Lsm4	162.000000	163	202	121	0
Kcnh4	162.000000	336	150	0	0
Hcrt	162.000000	336	150	0	0
Fem1c	162.000000	296	190	0	0
Dnaja3	162.000000	235	251	0	0
Coro7	162.000000	235	251	0	0
Cfap43	162.000000	486	0	0	0
Zhx1	161.666667	485	0	0	0
Ttc23	161.666667	485	0	0	0
Stard9	161.666667	485	0	0	0
Rab12	161.666667	485	0	0	0
Pwwp3a	161.666667	485	0	0	0
Prpf40a	161.666667	485	0	0	0
Lrrc28	161.666667	485	0	0	0
Ggct	161.666667	485	0	0	0
Cox7a2l	161.666667	214	147	124	0
Btaf1	161.666667	485	0	0	0
Arl6ip6	161.666667	485	0	0	0
Prmt6	161.333333	125	233	126	0
Mpo	161.333333	484	0	0	0
Dnajb12	161.333333	136	244	104	0
Cbln3	161.333333	484	0	0	0
Ino80c	161.000000	0	334	149	0
Atl3	161.000000	346	137	0	0
Srf	160.666667	482	0	0	0
Mocs2	160.666667	0	388	94	0
Med26	160.666667	353	129	0	0
Katnbl1	160.666667	482	0	0	0
Cyrib	160.666667	146	211	125	0
Aldh3b1	160.666667	482	0	0	0
1700093K21Rik	160.666667	482	0	0	0
Rps2	160.333333	103	378	0	0
Rpl3l	160.333333	103	378	0	0
Ndufb10	160.333333	103	378	0	0
Fbxo44	160.333333	481	0	0	0
Fbxo2	160.333333	481	0	0	0
Dnmt1	160.333333	213	268	0	0
Dnajc16	160.333333	481	0	0	0
Cox6a1	160.333333	0	329	152	0
Casp9	160.333333	481	0	0	0
Tet3	160.000000	480	0	0	0
Tbl3	160.000000	480	0	0	0
Sart1	160.000000	0	299	181	0
Rab18	160.000000	0	267	213	0
U2af2	159.666667	104	255	120	0
Slco3a1	159.666667	479	0	0	0
Mcu	159.666667	479	0	0	0
Coq2	159.666667	282	197	0	0
Ccdc106	159.666667	104	255	120	0
Gm3752	159.333333	478	0	0	0
Cep192	159.333333	202	276	0	0
Rph3a	159.000000	477	0	0	0
Gtf2f2	159.000000	339	138	0	0
Abcc4	159.000000	477	0	0	0
Nomo1	158.666667	0	353	123	0
Larp4	158.666667	476	0	0	0
Ctc1	158.666667	476	0	0	0
Btf3	158.666667	178	168	130	0
Abcc6	158.666667	0	353	123	0
Tmem69	158.333333	178	214	83	0
Rhobtb2	158.333333	475	0	0	0
Prmt2	158.333333	0	332	143	0
Gpbp1l1	158.333333	178	214	83	0
Lrch3	158.000000	336	138	0	0
Ccdc181	158.000000	474	0	0	0
Tbc1d5	157.666667	336	137	0	0
Sdccag8	157.666667	328	145	0	0
Prpf3	157.666667	130	285	58	0
Cln6	157.666667	473	0	0	0
Cep170	157.666667	328	145	0	0
Zscan12	157.333333	472	0	0	0
Usf2	157.333333	331	141	0	0
Tlnrd1	157.333333	472	0	0	0
Styx	157.333333	472	0	0	0
Ints7	157.333333	0	277	195	0
Ikzf1	157.333333	472	0	0	0
Dtl	157.333333	0	277	195	0
Zfp292	157.000000	471	0	0	0
Septin7	157.000000	471	0	0	0
Mtmr6	157.000000	372	99	0	0
Kcnc1	157.000000	471	0	0	0
Tmem115	156.666667	470	0	0	0
Msl2	156.666667	208	262	0	0
Kpna6	156.666667	470	0	0	0
Snx33	156.333333	469	0	0	0
Gamt	156.333333	0	317	152	0
Dazap1	156.333333	0	317	152	0
3110040N11Rik	156.333333	0	285	184	0
Tie1	156.000000	468	0	0	0
Plekhm3	156.000000	468	0	0	0
Pex3	156.000000	468	0	0	0
Eif4e	156.000000	191	170	107	0
Adat2	156.000000	468	0	0	0
Uqcc1	155.666667	467	0	0	0
Tmem186	155.666667	467	0	0	0
Pmm2	155.666667	467	0	0	0
Pex11b	155.666667	467	0	0	0
Klhl5	155.666667	467	0	0	0
Sgo1	155.333333	148	206	112	0
Rbsn	155.333333	0	272	194	0
Atp23	155.333333	466	0	0	0
AI661453	155.333333	466	0	0	0
1700001C19Rik	155.333333	466	0	0	0
Rb1	155.000000	465	0	0	0
Ndc80	155.000000	319	146	0	0
H4c18	155.000000	465	0	0	0
Zfp672	154.666667	291	173	0	0
Prtn3	154.666667	464	0	0	0
Ppp1r13l	154.666667	464	0	0	0
Plppr3	154.666667	464	0	0	0
Gars	154.666667	0	351	113	0
Ddx52	154.666667	464	0	0	0
Cd3eap	154.666667	464	0	0	0
Tmem120b	154.333333	0	289	174	0
Spata31d1a	154.333333	463	0	0	0
Rsrp1	154.333333	0	341	122	0
Mrpl9	154.333333	0	324	139	0
Gtf2i	154.333333	463	0	0	0
Eif2ak2	154.333333	463	0	0	0
Nol7	154.000000	279	183	0	0
Mok	154.000000	97	253	112	0
Mettl2	154.000000	462	0	0	0
Lpcat1	154.000000	149	198	115	0
Adam10	154.000000	308	154	0	0
Ubxn7	153.666667	0	366	95	0
Myo9b	153.666667	461	0	0	0
Jak2	153.666667	310	151	0	0
Haus8	153.666667	461	0	0	0
Gal3st2c	153.666667	461	0	0	0
Srek1ip1	153.333333	460	0	0	0
Rpusd4	153.333333	133	215	112	0
Golph3l	153.333333	460	0	0	0
Foxn4	153.333333	460	0	0	0
Fam118b	153.333333	133	215	112	0
Dusp11	153.333333	460	0	0	0
Cwc27	153.333333	460	0	0	0
Pgrmc2	153.000000	0	312	147	0
Ing5	153.000000	459	0	0	0
Hexim2	153.000000	459	0	0	0
Etfdh	153.000000	232	152	75	0
Dtymk	153.000000	459	0	0	0
4930579G24Rik	153.000000	232	152	75	0
Vdac3	152.666667	0	372	86	0
Ska3	152.666667	349	109	0	0
Rusc1	152.666667	458	0	0	0
Rasa1	152.666667	373	85	0	0
Neu3	152.666667	458	0	0	0
Mrpl57	152.666667	349	109	0	0
Gstm1	152.666667	458	0	0	0
Spin4	152.333333	457	0	0	0
Sorbs3	152.333333	457	0	0	0
Ptrhd1	152.333333	339	118	0	0
Pradc1	152.333333	457	0	0	0
Mosmo	152.333333	457	0	0	0
Il1rl2	152.333333	457	0	0	0
Gpbp1	152.333333	457	0	0	0
Cenpo	152.333333	339	118	0	0
Cct7	152.333333	457	0	0	0
Prim2	152.000000	456	0	0	0
Ppia	152.000000	305	151	0	0
Pim3	152.000000	87	275	94	0
Mtg2	152.000000	315	141	0	0
Esrra	152.000000	0	316	140	0
Dhx37	152.000000	180	276	0	0
Catsperz	152.000000	0	316	140	0
Bcas2	152.000000	0	322	134	0
Tpr	151.666667	283	172	0	0
Septin9	151.666667	455	0	0	0
Phospho2	151.666667	455	0	0	0
Odr4	151.666667	283	172	0	0
Ccdc173	151.666667	455	0	0	0
Prpf39	151.333333	454	0	0	0
Mgst3	151.333333	294	160	0	0
Map3k2	151.333333	111	167	176	0
Hrob	151.333333	454	0	0	0
Ddx56	151.333333	203	165	86	0
Wrn	151.000000	131	196	126	0
Tarbp1	151.000000	147	306	0	0
Purg	151.000000	131	196	126	0
Ireb2	151.000000	294	159	0	0
Dhcr24	151.000000	453	0	0	0
Ccdc171	151.000000	0	219	234	0
C1galt1c1	151.000000	453	0	0	0
Stk25	150.666667	452	0	0	0
Sars	150.666667	140	312	0	0
Zc2hc1b	150.333333	451	0	0	0
Tmem144	150.333333	451	0	0	0
Slc12a9	150.333333	451	0	0	0
Gas2l3	150.333333	451	0	0	0
Chuk	150.333333	451	0	0	0
Chmp2b	150.333333	198	156	97	0
Ubqln4	150.000000	450	0	0	0
Tnfaip8l1	150.000000	450	0	0	0
Rab25	150.000000	450	0	0	0
Malsu1	150.000000	450	0	0	0
Lamtor2	150.000000	450	0	0	0
Kdm3a	150.000000	203	247	0	0
Fcrls	150.000000	450	0	0	0
Fam220a	150.000000	226	137	87	0
Cdpf1	150.000000	91	220	139	0
Cap1	150.000000	450	0	0	0
Rfesd	149.666667	129	256	64	0
Phf10	149.666667	449	0	0	0
Pafah1b1	149.666667	280	169	0	0
Usp32	149.333333	448	0	0	0
Tmem116	149.333333	0	289	159	0
Tmem106b	149.333333	99	243	106	0
Oser1	149.333333	309	139	0	0
Irf2bp2	149.333333	308	140	0	0
Erp29	149.333333	0	289	159	0
Ehd1	149.333333	448	0	0	0
Amz2	149.333333	448	0	0	0
Spryd7	149.000000	84	259	104	0
Tnnc1	148.666667	98	182	166	0
Nisch	148.666667	98	182	166	0
Hat1	148.666667	446	0	0	0
Faap20	148.666667	446	0	0	0
Cep162	148.666667	189	257	0	0
Usp2	148.333333	445	0	0	0
Tbc1d24	148.333333	265	180	0	0
Stxbp1	148.333333	445	0	0	0
Relch	148.333333	445	0	0	0
Pign	148.333333	445	0	0	0
Ntn3	148.333333	265	180	0	0
Dbi	148.333333	445	0	0	0
3110009E18Rik	148.333333	445	0	0	0
Swap70	148.000000	444	0	0	0
Sap18b	148.000000	0	335	109	0
Sap18	148.000000	0	335	109	0
Nfkb2	148.000000	444	0	0	0
Msh5	148.000000	444	0	0	0
Clic1	148.000000	444	0	0	0
Chd3	148.000000	444	0	0	0
Snx21	147.666667	443	0	0	0
Rpl7l1	147.666667	282	161	0	0
Ppp3r1	147.666667	443	0	0	0
Irf2bp1	147.666667	443	0	0	0
Grb2	147.666667	129	199	115	0
Dad1	147.666667	276	167	0	0
Abhd4	147.666667	276	167	0	0
2310033P09Rik	147.666667	0	299	144	0
Plp2	147.333333	442	0	0	0
Pcmt1	147.333333	277	165	0	0
Nup43	147.333333	277	165	0	0
Srsf11	147.000000	245	196	0	0
Sec14l1	147.000000	115	198	128	0
Naxe	147.000000	0	340	101	0
Etv4	147.000000	441	0	0	0
Clpx	147.000000	145	296	0	0
Vapb	146.666667	0	324	116	0
Tmem242	146.666667	440	0	0	0
Nfil3	146.666667	440	0	0	0
Nek7	146.666667	440	0	0	0
Mecom	146.666667	440	0	0	0
Focad	146.666667	164	276	0	0
Dlk2	146.666667	440	0	0	0
Cabp1	146.666667	440	0	0	0
Ptpre	146.333333	439	0	0	0
Mtg1	146.333333	102	198	139	0
Pla2g4a	146.000000	438	0	0	0
Luzp1	146.000000	438	0	0	0
Fus	146.000000	438	0	0	0
Ergic3	146.000000	110	218	110	0
6430550D23Rik	146.000000	110	218	110	0
Vpreb1	145.666667	437	0	0	0
Nop53	145.666667	437	0	0	0
Mlxip	145.666667	437	0	0	0
