Target_genes	Atf2|Average	SRX515669|3T3-L1	SRX520192|3T3-L1	STRING
Msi2	73.000000	0	146	0
Mrpl24	73.000000	146	0	0
Men1	73.000000	146	0	0
Lekr1	73.000000	0	146	0
Ldlrad4	73.000000	146	0	0
Fmo4	73.000000	146	0	0
Dnase2a	73.000000	146	0	0
Dbr1	73.000000	146	0	0
Cyp2w1	73.000000	146	0	0
Cers2	73.000000	146	0	0
Ccdc106	73.000000	146	0	0
Arhgap33	73.000000	146	0	0
Anxa9	73.000000	146	0	0
Agpat4	73.000000	0	146	0
Adss	73.000000	146	0	0
Acox1	73.000000	146	0	0
AW146154	73.000000	146	0	0
Zranb3	72.500000	145	0	0
Wdr93	72.500000	145	0	0
Tmem251	72.500000	0	145	0
Tedc2	72.500000	145	0	0
Tcerg1	72.500000	145	0	0
Snx9	72.500000	0	145	0
Slc5a7	72.500000	145	0	0
Sf3b4	72.500000	145	0	0
Rps6ka3	72.500000	145	0	0
Rps15a	72.500000	145	0	0
Rab23	72.500000	145	0	0
R3hdm1	72.500000	145	0	0
Plekha3	72.500000	145	0	0
Pex11a	72.500000	145	0	0
Moap1	72.500000	0	145	0
H2-T24	72.500000	145	0	0
Gm867	72.500000	145	0	0
Fkbp7	72.500000	145	0	0
Fbxl19	72.500000	145	0	0
Dynlt1f	72.500000	0	145	0
Dynlt1c	72.500000	0	145	0
Ap2s1	72.500000	145	0	0
Wdr45	72.000000	144	0	0
Uhrf2	72.000000	144	0	0
Tspan4	72.000000	144	0	0
Tsku	72.000000	144	0	0
Trip10	72.000000	144	0	0
Tpcn1	72.000000	144	0	0
Szrd1	72.000000	144	0	0
Stat5a	72.000000	144	0	0
Sac3d1	72.000000	144	0	0
Rnf20	72.000000	144	0	0
Polr2l	72.000000	144	0	0
Pex3	72.000000	144	0	0
Irf9	72.000000	144	0	0
Iqcd	72.000000	144	0	0
Hsd17b7	72.000000	67	77	0
Hes1	72.000000	144	0	0
Gpr108	72.000000	144	0	0
Eif4e	72.000000	144	0	0
Ctnnbl1	72.000000	144	0	0
Cst3	72.000000	144	0	0
Cldn6	72.000000	144	0	0
Adat2	72.000000	144	0	0
1700017B05Rik	72.000000	144	0	0
Zmat2	71.500000	143	0	0
Zfp971	71.500000	143	0	0
Zfp677	71.500000	143	0	0
Tfeb	71.500000	143	0	0
Tcea1	71.500000	143	0	0
Stat2	71.500000	143	0	0
Selenoo	71.500000	143	0	0
Palm	71.500000	143	0	0
Myoc	71.500000	143	0	0
Mc2r	71.500000	143	0	0
H3f3b	71.500000	143	0	0
Ghdc	71.500000	143	0	0
Epb41l4a	71.500000	0	143	0
Dpep2	71.500000	143	0	0
Clec3b	71.500000	143	0	0
Cenpw	71.500000	0	143	0
Cdk19	71.500000	143	0	0
Bcat2	71.500000	143	0	0
Apof	71.500000	143	0	0
A530016L24Rik	71.500000	143	0	0
Zc3h7a	71.000000	142	0	0
Wdr12	71.000000	142	0	0
Usp1	71.000000	142	0	0
Stk3	71.000000	142	0	0
Srsf11	71.000000	0	142	0
Sardh	71.000000	142	0	0
Rrp12	71.000000	142	0	0
Rps11	71.000000	142	0	0
Niban2	71.000000	142	0	0
Nepro	71.000000	142	0	0
Lrrc40	71.000000	0	142	0
Hnrnph1	71.000000	142	0	0
Hip1	71.000000	142	0	0
Carf	71.000000	142	0	0
Agpat2	71.000000	142	0	0
Zfyve1	70.500000	141	0	0
Ybx1	70.500000	141	0	0
Vegfa	70.500000	141	0	0
Upk1a	70.500000	141	0	0
Ubd	70.500000	141	0	0
Tnfsf13	70.500000	141	0	0
Srd5a1	70.500000	141	0	0
Sestd1	70.500000	141	0	0
Senp3	70.500000	141	0	0
Sat1	70.500000	141	0	0
Rnf125	70.500000	141	0	0
Rit1	70.500000	141	0	0
Ranbp3l	70.500000	141	0	0
Ppp2r5d	70.500000	141	0	0
Pot1b	70.500000	141	0	0
Pex2	70.500000	141	0	0
Palm3	70.500000	141	0	0
Olfr94	70.500000	141	0	0
Nsun2	70.500000	141	0	0
Morf4l1	70.500000	0	141	0
Lmod3	70.500000	141	0	0
Isoc2b	70.500000	141	0	0
Dagla	70.500000	0	141	0
Canx	70.500000	141	0	0
Zfp81	70.000000	140	0	0
Zfp703	70.000000	140	0	0
Zfp558	70.000000	140	0	0
Zbtb8os	70.000000	140	0	0
Vstm2l	70.000000	140	0	0
Vmn2r102	70.000000	0	140	0
Trim34a	70.000000	140	0	0
Trex1	70.000000	140	0	0
Tob2	70.000000	140	0	0
Tmem87b	70.000000	140	0	0
Tmem178b	70.000000	140	0	0
Tmco6	70.000000	0	140	0
Stc1	70.000000	140	0	0
Stap2	70.000000	140	0	0
Stag1	70.000000	140	0	0
Srpr	70.000000	140	0	0
Smtnl2	70.000000	140	0	0
Slc6a9	70.000000	140	0	0
Slc6a19	70.000000	140	0	0
Siah1b	70.000000	140	0	0
Shisa5	70.000000	140	0	0
Sctr	70.000000	140	0	0
Rusc1	70.000000	140	0	0
Rsl1	70.000000	140	0	0
Reck	70.000000	140	0	0
Rbbp4	70.000000	140	0	0
Polr3k	70.000000	140	0	0
Pde4c	70.000000	140	0	0
Pam	70.000000	140	0	0
Os9	70.000000	140	0	0
Ntn3	70.000000	140	0	0
Nedd4l	70.000000	140	0	0
Mpnd	70.000000	140	0	0
Mospd2	70.000000	140	0	0
Mmgt2	70.000000	140	0	0
Mbd3l1	70.000000	140	0	0
Lyzl6	70.000000	140	0	0
Lrrc75a	70.000000	140	0	0
Lrrc57	70.000000	0	140	0
Hormad2	70.000000	140	0	0
Hilpda	70.000000	140	0	0
Haus2	70.000000	0	140	0
Got1	70.000000	140	0	0
Gm3336	70.000000	140	0	0
Gfap	70.000000	140	0	0
Gask1b	70.000000	0	140	0
Fxr2	70.000000	140	0	0
Foxred1	70.000000	140	0	0
Fancb	70.000000	140	0	0
Echdc1	70.000000	140	0	0
Dusp23	70.000000	140	0	0
Dennd2c	70.000000	140	0	0
Dcun1d5	70.000000	140	0	0
D3Ertd751e	70.000000	0	140	0
Cx3cr1	70.000000	140	0	0
Cstdc2	70.000000	140	0	0
Cd59a	70.000000	140	0	0
Ccl20	70.000000	140	0	0
Brf2	70.000000	140	0	0
Asf1b	70.000000	140	0	0
Arrdc4	70.000000	140	0	0
Arrb1	70.000000	140	0	0
Ankrd39	70.000000	140	0	0
Alg14	70.000000	140	0	0
Akr1b3	70.000000	140	0	0
4930579F01Rik	70.000000	140	0	0
Zfp33b	69.500000	139	0	0
Zdhhc24	69.500000	139	0	0
Uxs1	69.500000	139	0	0
Tusc2	69.500000	139	0	0
Treh	69.500000	139	0	0
Tmem109	69.500000	139	0	0
Thg1l	69.500000	139	0	0
Tango2	69.500000	139	0	0
Sub1	69.500000	139	0	0
Sptbn5	69.500000	0	139	0
Snf8	69.500000	139	0	0
Sncg	69.500000	139	0	0
Slc9a3r1	69.500000	139	0	0
Slc25a45	69.500000	139	0	0
Slc1a7	69.500000	139	0	0
Scn2a	69.500000	139	0	0
Parp11	69.500000	139	0	0
Mrpl28	69.500000	139	0	0
Mmrn2	69.500000	139	0	0
Med27	69.500000	139	0	0
Lpp	69.500000	139	0	0
Iqsec1	69.500000	139	0	0
Ipo11	69.500000	139	0	0
Hsd17b11	69.500000	139	0	0
Hoxa6	69.500000	139	0	0
Hoxa5	69.500000	139	0	0
Glce	69.500000	139	0	0
Frmd8	69.500000	139	0	0
Fbxw8	69.500000	139	0	0
Exoc3l	69.500000	139	0	0
E2f4	69.500000	139	0	0
Dph7	69.500000	139	0	0
Csgalnact1	69.500000	139	0	0
Crkl	69.500000	0	139	0
Col18a1	69.500000	139	0	0
Cant1	69.500000	139	0	0
Atat1	69.500000	139	0	0
Arvcf	69.500000	139	0	0
Arsg	69.500000	139	0	0
Actn3	69.500000	139	0	0
Zfp51	69.000000	138	0	0
Zbtb6	69.000000	138	0	0
Trpt1	69.000000	138	0	0
Tmpo	69.000000	138	0	0
Tmc5	69.000000	138	0	0
Tkt	69.000000	138	0	0
Suox	69.000000	138	0	0
Spag7	69.000000	138	0	0
Rexo1	69.000000	138	0	0
Prr14	69.000000	138	0	0
Ppp1r35	69.000000	138	0	0
Pipox	69.000000	138	0	0
Pheta1	69.000000	138	0	0
Orc2	69.000000	138	0	0
Nudt22	69.000000	138	0	0
Nlk	69.000000	138	0	0
Nat8f3	69.000000	138	0	0
Mtfmt	69.000000	138	0	0
Klhl33	69.000000	138	0	0
Il11ra1	69.000000	138	0	0
Hnrnpab	69.000000	138	0	0
Galt	69.000000	138	0	0
Fbxo33	69.000000	0	138	0
Etv5	69.000000	138	0	0
Dph6	69.000000	138	0	0
Dnajc4	69.000000	138	0	0
Zfp639	68.500000	137	0	0
Zfp36l2	68.500000	137	0	0
Xpnpep1	68.500000	137	0	0
Vpreb3	68.500000	137	0	0
Ung	68.500000	137	0	0
Ttc8	68.500000	137	0	0
Ttc7	68.500000	137	0	0
Top2b	68.500000	137	0	0
Taf15	68.500000	137	0	0
Stap1	68.500000	137	0	0
Ric1	68.500000	137	0	0
Ppargc1a	68.500000	137	0	0
Mindy4	68.500000	137	0	0
Mad2l2	68.500000	137	0	0
Hspa14	68.500000	137	0	0
Gnas	68.500000	137	0	0
Glmp	68.500000	137	0	0
Esrra	68.500000	137	0	0
E2f3	68.500000	137	0	0
Cobll1	68.500000	137	0	0
Cntrl	68.500000	137	0	0
Chpt1	68.500000	137	0	0
Cenpc1	68.500000	137	0	0
Cdnf	68.500000	137	0	0
Catsperz	68.500000	137	0	0
BC029722	68.500000	137	0	0
Alkbh2	68.500000	137	0	0
Aars	68.500000	137	0	0
Zfp78	68.000000	136	0	0
Washc3	68.000000	136	0	0
Ulbp1	68.000000	136	0	0
Tnrc6a	68.000000	136	0	0
Tmem238	68.000000	136	0	0
Shpk	68.000000	136	0	0
Sh2d4b	68.000000	136	0	0
Sap18b	68.000000	136	0	0
Sap18	68.000000	136	0	0
Rpl28	68.000000	136	0	0
Rnf13	68.000000	0	136	0
Rnasek	68.000000	0	136	0
Rhobtb3	68.000000	136	0	0
Rcor2	68.000000	136	0	0
Rab5if	68.000000	136	0	0
Ptprn	68.000000	0	136	0
Prps1l1	68.000000	136	0	0
Pptc7	68.000000	136	0	0
Pnkd	68.000000	136	0	0
Pltp	68.000000	136	0	0
Plekhf1	68.000000	136	0	0
Pcbp4	68.000000	136	0	0
Patj	68.000000	136	0	0
Ogfr	68.000000	0	136	0
Mt1	68.000000	136	0	0
Mecom	68.000000	136	0	0
Mccc1	68.000000	136	0	0
Lnpep	68.000000	136	0	0
Kansl2	68.000000	136	0	0
Itpa	68.000000	136	0	0
Irs2	68.000000	136	0	0
Ifi27	68.000000	136	0	0
Hnrnpl	68.000000	136	0	0
Gng3	68.000000	136	0	0
Gbp10	68.000000	136	0	0
Fggy	68.000000	136	0	0
Ddrgk1	68.000000	136	0	0
Ctns	68.000000	136	0	0
Baz1b	68.000000	136	0	0
Atp1a1	68.000000	136	0	0
Aqp7	68.000000	136	0	0
Abhd14b	68.000000	136	0	0
Abhd14a	68.000000	136	0	0
Aamp	68.000000	136	0	0
A630023A22Rik	68.000000	136	0	0
1700008O03Rik	68.000000	136	0	0
0610010K14Rik	68.000000	0	136	0
Zfp644	67.500000	135	0	0
Wdcp	67.500000	135	0	0
Umad1	67.500000	135	0	0
Trim39	67.500000	135	0	0
Tbccd1	67.500000	135	0	0
Spdl1	67.500000	135	0	0
Spag1	67.500000	135	0	0
Slmap	67.500000	135	0	0
Sec16a	67.500000	135	0	0
Rpa3	67.500000	135	0	0
Rnf31	67.500000	135	0	0
Ptprm	67.500000	135	0	0
Psme2	67.500000	135	0	0
Polr2k	67.500000	135	0	0
Pck1	67.500000	135	0	0
Nudcd1	67.500000	135	0	0
Ntmt1	67.500000	0	135	0
Ly75	67.500000	135	0	0
Gtf2h3	67.500000	0	135	0
Fam160b1	67.500000	135	0	0
Eny2	67.500000	135	0	0
Eif5	67.500000	135	0	0
Eif2b1	67.500000	0	135	0
Dnajb11	67.500000	135	0	0
Cdk5rap2	67.500000	135	0	0
Cavin3	67.500000	135	0	0
Azin2	67.500000	135	0	0
Ankdd1a	67.500000	135	0	0
Adipoq	67.500000	135	0	0
Zbtb32	67.000000	134	0	0
Ttf1	67.000000	134	0	0
Traf7	67.000000	134	0	0
Tpi1	67.000000	134	0	0
Tnpo2	67.000000	134	0	0
Sprr2i	67.000000	0	134	0
Slc30a5	67.000000	0	134	0
Rps21	67.000000	134	0	0
Rps14	67.000000	134	0	0
Prune1	67.000000	134	0	0
Plin1	67.000000	134	0	0
Plaat3	67.000000	134	0	0
Nsun4	67.000000	134	0	0
Nr4a2	67.000000	134	0	0
Ncoa4	67.000000	134	0	0
Mindy1	67.000000	134	0	0
Kmt2b	67.000000	134	0	0
Ip6k3	67.000000	134	0	0
Il2ra	67.000000	134	0	0
Iffo2	67.000000	134	0	0
Huwe1	67.000000	134	0	0
Gm2115	67.000000	0	134	0
Gm13286	67.000000	134	0	0
Gm13283	67.000000	134	0	0
Gm13271	67.000000	134	0	0
Gbp5	67.000000	134	0	0
Fancd2os	67.000000	134	0	0
Ddx3x	67.000000	0	134	0
Dbt	67.000000	134	0	0
Brk1	67.000000	134	0	0
Arl15	67.000000	134	0	0
Ankrd44	67.000000	0	134	0
Aasdh	67.000000	0	134	0
4930402F06Rik	67.000000	134	0	0
Wdr19	66.500000	133	0	0
Tstd3	66.500000	133	0	0
Thbs3	66.500000	133	0	0
Syde2	66.500000	133	0	0
Rraga	66.500000	133	0	0
Rpp30	66.500000	133	0	0
Prdm10	66.500000	133	0	0
Ppp1r14b	66.500000	133	0	0
Natd1	66.500000	133	0	0
Mtx1	66.500000	133	0	0
Mrpl12	66.500000	133	0	0
Mfsd12	66.500000	133	0	0
Mettl18	66.500000	133	0	0
Map3k5	66.500000	133	0	0
Lmna	66.500000	133	0	0
Lax1	66.500000	133	0	0
LOC114841036	66.500000	133	0	0
Fkbp2	66.500000	133	0	0
Calr3	66.500000	133	0	0
Cacybp	66.500000	133	0	0
BC055324	66.500000	133	0	0
Ankhd1	66.500000	133	0	0
1700030K09Rik	66.500000	133	0	0
Zscan10	66.000000	132	0	0
Ubn1	66.000000	0	132	0
Tmcc2	66.000000	132	0	0
Swsap1	66.000000	132	0	0
Stip1	66.000000	132	0	0
Stam	66.000000	132	0	0
Rpl32	66.000000	132	0	0
Pfkm	66.000000	132	0	0
Pdp2	66.000000	132	0	0
Olfr455	66.000000	132	0	0
Nus1	66.000000	132	0	0
Mon1b	66.000000	132	0	0
Mfsd14b	66.000000	132	0	0
Maz	66.000000	132	0	0
Ltc4s	66.000000	132	0	0
Lipe	66.000000	132	0	0
Kpna2	66.000000	132	0	0
Hp1bp3	66.000000	132	0	0
Hint3	66.000000	132	0	0
H2-T10	66.000000	132	0	0
Glyr1	66.000000	0	132	0
Ech1	66.000000	132	0	0
Drosha	66.000000	132	0	0
Dlst	66.000000	132	0	0
Ddb2	66.000000	132	0	0
Coq10b	66.000000	0	132	0
Ccdc142	66.000000	132	0	0
Camk1	66.000000	132	0	0
Bicral	66.000000	132	0	0
9030025P20Rik	66.000000	132	0	0
6030458C11Rik	66.000000	132	0	0
4933411K16Rik	66.000000	132	0	0
Zfp444	65.500000	131	0	0
Yod1	65.500000	131	0	0
Wdr92	65.500000	131	0	0
Ugdh	65.500000	131	0	0
Ttc7b	65.500000	131	0	0
Ttc39a	65.500000	131	0	0
Trim26	65.500000	131	0	0
Trak1	65.500000	131	0	0
Slirp	65.500000	131	0	0
Sfswap	65.500000	131	0	0
Samm50	65.500000	131	0	0
Pno1	65.500000	131	0	0
Pfkfb2	65.500000	131	0	0
Pbld2	65.500000	131	0	0
Nrp	65.500000	131	0	0
Nat8f7	65.500000	131	0	0
N4bp2	65.500000	131	0	0
Mcm4	65.500000	131	0	0
Itgb3	65.500000	131	0	0
Irx3	65.500000	131	0	0
Il17rb	65.500000	131	0	0
Hnrnph3	65.500000	131	0	0
Gm5741	65.500000	131	0	0
Flad1	65.500000	131	0	0
Fbxl5	65.500000	131	0	0
Dhps	65.500000	131	0	0
Dgkd	65.500000	131	0	0
Dedd	65.500000	131	0	0
Cspg4	65.500000	131	0	0
Chdh	65.500000	131	0	0
Ccdc63	65.500000	131	0	0
Ccdc17	65.500000	131	0	0
Alkbh1	65.500000	131	0	0
Zfp324	65.000000	130	0	0
Wdr38	65.000000	130	0	0
Trim23	65.000000	130	0	0
Trappc13	65.000000	130	0	0
Shld3	65.000000	130	0	0
Shb	65.000000	130	0	0
Sh2d4a	65.000000	130	0	0
Rsrc1	65.000000	130	0	0
Ripk3	65.000000	130	0	0
Rdh5	65.000000	130	0	0
Med17	65.000000	130	0	0
Man2a2	65.000000	0	130	0
Klhl26	65.000000	130	0	0
Ifitm2	65.000000	130	0	0
Cul2	65.000000	130	0	0
Cstf1	65.000000	0	130	0
Chd3	65.000000	130	0	0
Ccdc152	65.000000	130	0	0
Bloc1s1	65.000000	130	0	0
Aurka	65.000000	0	130	0
Atl2	65.000000	130	0	0
Ubqln4	64.500000	129	0	0
Tln2	64.500000	129	0	0
Slc26a6	64.500000	129	0	0
Rpa2	64.500000	129	0	0
Retn	64.500000	129	0	0
Rab25	64.500000	129	0	0
Ppp2r5a	64.500000	129	0	0
Pkig	64.500000	0	129	0
Phpt1	64.500000	129	0	0
Odf3l1	64.500000	129	0	0
Mlec	64.500000	129	0	0
Mamdc4	64.500000	129	0	0
Lamtor2	64.500000	129	0	0
Kbtbd8	64.500000	129	0	0
Fastkd1	64.500000	129	0	0
Fam160a2	64.500000	129	0	0
Dennd10	64.500000	129	0	0
Dcaf12	64.500000	129	0	0
Cuedc2	64.500000	129	0	0
Ctsb	64.500000	129	0	0
Cs	64.500000	129	0	0
Ajm1	64.500000	129	0	0
Zkscan7	64.000000	128	0	0
Xrcc4	64.000000	128	0	0
Vapa	64.000000	128	0	0
Usp17la	64.000000	128	0	0
Uba7	64.000000	128	0	0
Tmem229b	64.000000	128	0	0
Tmem167	64.000000	128	0	0
Srfbp1	64.000000	128	0	0
Soga1	64.000000	128	0	0
Smpd4	64.000000	128	0	0
Smc1a	64.000000	128	0	0
Slc25a3	64.000000	0	128	0
Serpinb9g	64.000000	128	0	0
Runx3	64.000000	128	0	0
Ribc1	64.000000	128	0	0
Ptms	64.000000	128	0	0
Prl8a9	64.000000	128	0	0
Plekha6	64.000000	128	0	0
Pigg	64.000000	0	128	0
Nrp1	64.000000	128	0	0
Nod1	64.000000	128	0	0
Nkx3-2	64.000000	128	0	0
Nhsl2	64.000000	128	0	0
Neu2	64.000000	128	0	0
Ly6a	64.000000	128	0	0
Kif22	64.000000	128	0	0
I830077J02Rik	64.000000	128	0	0
Hoxc8	64.000000	128	0	0
Gm12258	64.000000	128	0	0
Gfus	64.000000	128	0	0
Gdf11	64.000000	128	0	0
Efcab5	64.000000	128	0	0
Cpt1c	64.000000	128	0	0
Cep97	64.000000	128	0	0
Ccdc90b	64.000000	128	0	0
Ccdc117	64.000000	128	0	0
Cask	64.000000	128	0	0
Camkk1	64.000000	128	0	0
C77080	64.000000	128	0	0
C330007P06Rik	64.000000	128	0	0
Bbs9	64.000000	128	0	0
Asic1	64.000000	128	0	0
Alkal2	64.000000	128	0	0
Adck1	64.000000	128	0	0
Adamts17	64.000000	128	0	0
1190007I07Rik	64.000000	128	0	0
Usp49	63.500000	127	0	0
Slc25a1	63.500000	127	0	0
Shprh	63.500000	127	0	0
Sertad3	63.500000	127	0	0
Sec14l1	63.500000	127	0	0
Sdc4	63.500000	0	127	0
Rps3	63.500000	127	0	0
Rhbdf1	63.500000	127	0	0
Pla2g2e	63.500000	127	0	0
Naa80	63.500000	127	0	0
Mrps22	63.500000	127	0	0
Mpg	63.500000	127	0	0
Ier5l	63.500000	127	0	0
Hyal3	63.500000	127	0	0
Hyal1	63.500000	127	0	0
Hmgb1	63.500000	127	0	0
Hagh	63.500000	127	0	0
Haao	63.500000	127	0	0
H3c4	63.500000	127	0	0
H2bc8	63.500000	127	0	0
H2bc7	63.500000	127	0	0
H2ac8	63.500000	127	0	0
H2ac7	63.500000	127	0	0
H1f2	63.500000	127	0	0
Gmeb2	63.500000	127	0	0
Fahd1	63.500000	127	0	0
Dot1l	63.500000	127	0	0
Commd6	63.500000	127	0	0
Agbl3	63.500000	0	127	0
Vcam1	63.000000	126	0	0
Urod	63.000000	126	0	0
Ubap2l	63.000000	126	0	0
Troap	63.000000	126	0	0
Tpm4	63.000000	126	0	0
Sqor	63.000000	126	0	0
Slc31a1	63.000000	126	0	0
Slc1a4	63.000000	126	0	0
Sh3glb1	63.000000	126	0	0
Sco1	63.000000	126	0	0
Sarnp	63.000000	126	0	0
Rpl21	63.000000	0	126	0
Rnmt	63.000000	126	0	0
Pole4	63.000000	126	0	0
Ormdl2	63.000000	126	0	0
Nudt8	63.000000	126	0	0
Ndufs1	63.000000	126	0	0
Mtap	63.000000	126	0	0
Mrpl2	63.000000	126	0	0
Misp3	63.000000	126	0	0
Luc7l2	63.000000	126	0	0
Lsmem1	63.000000	126	0	0
Lrwd1	63.000000	126	0	0
Lgals3	63.000000	126	0	0
Klc4	63.000000	126	0	0
Hectd3	63.000000	126	0	0
Gpd1	63.000000	126	0	0
Fkbp15	63.000000	126	0	0
Fam210a	63.000000	126	0	0
Eef1b2	63.000000	126	0	0
Doc2g	63.000000	126	0	0
Cx3cl1	63.000000	126	0	0
Cul7	63.000000	126	0	0
Ccn5	63.000000	126	0	0
Brwd3	63.000000	126	0	0
Alkbh4	63.000000	126	0	0
Adprm	63.000000	126	0	0
Acsl5	63.000000	126	0	0
Abcg8	63.000000	126	0	0
Abcg5	63.000000	126	0	0
4933434E20Rik	63.000000	126	0	0
Vmn2r11	62.500000	125	0	0
Uvrag	62.500000	125	0	0
Tpcn2	62.500000	125	0	0
Sqstm1	62.500000	125	0	0
Spred1	62.500000	125	0	0
Skp1	62.500000	0	125	0
Sesn2	62.500000	125	0	0
Rasl11a	62.500000	125	0	0
Phf13	62.500000	125	0	0
Ncbp2	62.500000	0	125	0
Myof	62.500000	0	125	0
Mmachc	62.500000	125	0	0
Mdm1	62.500000	0	125	0
Hsd17b14	62.500000	125	0	0
Gnptab	62.500000	125	0	0
G3bp1	62.500000	125	0	0
Fbxl18	62.500000	125	0	0
Elf2	62.500000	125	0	0
Cpped1	62.500000	125	0	0
Ccdc163	62.500000	125	0	0
Brap	62.500000	125	0	0
Acad10	62.500000	125	0	0
2610528A11Rik	62.500000	125	0	0
0610012G03Rik	62.500000	0	125	0
Zfp141	62.000000	124	0	0
Zfand3	62.000000	124	0	0
Tgfbr3l	62.000000	124	0	0
Spi1	62.000000	124	0	0
Snapc2	62.000000	124	0	0
Set	62.000000	124	0	0
Sar1b	62.000000	0	124	0
Rnf10	62.000000	124	0	0
Rcl1	62.000000	124	0	0
Purb	62.000000	0	124	0
Prr15	62.000000	124	0	0
Nptn	62.000000	0	124	0
Nat8f6	62.000000	124	0	0
Mettl7a1	62.000000	124	0	0
Ip6k1	62.000000	124	0	0
Iars2	62.000000	124	0	0
Hnrnpa0	62.000000	124	0	0
Epg5	62.000000	124	0	0
Dync2li1	62.000000	124	0	0
Dennd2d	62.000000	124	0	0
Csnk1e	62.000000	124	0	0
Ccl2	62.000000	124	0	0
Bpnt1	62.000000	124	0	0
Tceal8	61.500000	123	0	0
Taf7	61.500000	123	0	0
Snx29	61.500000	123	0	0
Smim5	61.500000	123	0	0
Smarcd2	61.500000	123	0	0
Selenoi	61.500000	123	0	0
Sap130	61.500000	123	0	0
Rbbp5	61.500000	123	0	0
Ranbp2	61.500000	0	123	0
Prpf4b	61.500000	123	0	0
Pde1a	61.500000	123	0	0
Leprot	61.500000	123	0	0
Itpk1	61.500000	123	0	0
Gapdh	61.500000	123	0	0
Fthl17f	61.500000	123	0	0
Etfbkmt	61.500000	123	0	0
Dhx58	61.500000	123	0	0
Clip1	61.500000	123	0	0
Atp5l	61.500000	123	0	0
1110038F14Rik	61.500000	123	0	0
Zfp931	61.000000	122	0	0
Tmem143	61.000000	122	0	0
Tmem106b	61.000000	122	0	0
Syngr4	61.000000	122	0	0
Sufu	61.000000	122	0	0
Rpl8	61.000000	122	0	0
Rab14	61.000000	122	0	0
Parm1	61.000000	122	0	0
Nos3	61.000000	122	0	0
Myo5c	61.000000	122	0	0
Ifit2	61.000000	122	0	0
Hipk2	61.000000	122	0	0
H1f0	61.000000	122	0	0
Gcat	61.000000	122	0	0
Fam104a	61.000000	122	0	0
Exoc5	61.000000	122	0	0
D11Wsu47e	61.000000	122	0	0
Cox19	61.000000	0	122	0
Commd5	61.000000	122	0	0
Ap5m1	61.000000	122	0	0
Ak3	61.000000	122	0	0
Actr1a	61.000000	122	0	0
1810013L24Rik	61.000000	122	0	0
Xirp1	60.500000	121	0	0
Unc5c	60.500000	121	0	0
Tsc22d2	60.500000	0	121	0
Trmt112	60.500000	121	0	0
Thap11	60.500000	121	0	0
Tecr	60.500000	121	0	0
Surf6	60.500000	121	0	0
Strap	60.500000	0	121	0
Rpl23a	60.500000	121	0	0
Rab34	60.500000	121	0	0
Pttg1ip2	60.500000	121	0	0
Ptpa	60.500000	121	0	0
Prdx5	60.500000	121	0	0
Nol12	60.500000	121	0	0
Mbd3	60.500000	121	0	0
Lpl	60.500000	121	0	0
Krt36	60.500000	121	0	0
Kif13a	60.500000	121	0	0
Jade1	60.500000	121	0	0
Hipk1	60.500000	121	0	0
Gprin3	60.500000	121	0	0
Fibin	60.500000	121	0	0
Eva1b	60.500000	121	0	0
Crat	60.500000	121	0	0
Cenpt	60.500000	121	0	0
B9d1	60.500000	121	0	0
Atoh8	60.500000	121	0	0
Angpt1	60.500000	121	0	0
Amacr	60.500000	121	0	0
Acrbp	60.500000	121	0	0
Zfp960	60.000000	120	0	0
Zfp180	60.000000	120	0	0
Trim11	60.000000	120	0	0
Ticrr	60.000000	120	0	0
Tdrd7	60.000000	120	0	0
Tbc1d32	60.000000	120	0	0
Spg11	60.000000	120	0	0
Sgtb	60.000000	120	0	0
Pigo	60.000000	120	0	0
Nlrp3	60.000000	120	0	0
Nln	60.000000	120	0	0
Kcnk10	60.000000	0	120	0
Golga5	60.000000	0	120	0
Garre1	60.000000	120	0	0
Ercc1	60.000000	120	0	0
Efcab2	60.000000	120	0	0
Eefsec	60.000000	120	0	0
Dnajc1	60.000000	120	0	0
Cxcr1	60.000000	120	0	0
Copz2	60.000000	120	0	0
Aqp5	60.000000	120	0	0
Anp32e	60.000000	120	0	0
Zfp74	59.500000	119	0	0
Ttk	59.500000	119	0	0
Sugt1	59.500000	119	0	0
Slc48a1	59.500000	119	0	0
Rin3	59.500000	119	0	0
Pskh1	59.500000	119	0	0
Polr2j	59.500000	119	0	0
Plaat5	59.500000	119	0	0
Oga	59.500000	119	0	0
Mapk6	59.500000	119	0	0
Lrriq3	59.500000	119	0	0
Kmt5c	59.500000	119	0	0
Iqce	59.500000	119	0	0
Il6ra	59.500000	119	0	0
Hectd2	59.500000	119	0	0
Gas1	59.500000	119	0	0
Fpgt	59.500000	119	0	0
Dhx35	59.500000	119	0	0
Coq9	59.500000	0	119	0
Ciapin1	59.500000	0	119	0
Brat1	59.500000	119	0	0
Atp6v0d1	59.500000	119	0	0
Arhgap12	59.500000	119	0	0
Agrp	59.500000	119	0	0
Acot1	59.500000	119	0	0
Zfp715	59.000000	118	0	0
Tvp23b	59.000000	0	118	0
Timm44	59.000000	0	118	0
Sars2	59.000000	118	0	0
Rbsn	59.000000	0	118	0
Nme7	59.000000	118	0	0
Mrps12	59.000000	118	0	0
Isl2	59.000000	0	118	0
Herpud2	59.000000	118	0	0
Blzf1	59.000000	118	0	0
Zfp940	58.500000	117	0	0
Zc3h12a	58.500000	117	0	0
