Target_genes	Tfcp2l1|Average	SRX9345864|ES_cells	SRX9345866|ES_cells	SRX2229890|Kidney	STRING
Crat	70.333333	211	0	0	0
Ankrd23	70.333333	92	119	0	0
Triap1	70.000000	0	210	0	0
Taok1	70.000000	210	0	0	0
Grifin	70.000000	210	0	0	0
Gatc	70.000000	0	210	0	0
Wtap	69.666667	0	0	209	0
Uvrag	69.666667	209	0	0	0
Trmt44	69.666667	209	0	0	0
Ppp2cb	69.666667	209	0	0	0
Plaa	69.666667	209	0	0	0
Ing4	69.666667	209	0	0	0
Hsd17b3	69.666667	209	0	0	0
Arhgap27	69.666667	86	123	0	0
Tubb5	69.333333	208	0	0	0
Tmem51	69.333333	208	0	0	0
Tmem116	69.333333	208	0	0	0
Mdc1	69.333333	208	0	0	0
Erp29	69.333333	208	0	0	0
Arl11	69.333333	208	0	0	0
Spint2	69.000000	0	207	0	0
Ptpru	69.000000	207	0	0	0
Mecr	69.000000	207	0	0	0
Klf7	69.000000	207	0	0	0
Isg15	69.000000	207	0	0	0
Gm7030	69.000000	207	0	0	0
Ppp2r5b	68.666667	206	0	0	0
Ngdn	68.666667	206	0	0	0
Mkrn1	68.666667	206	0	0	0
Hoxc9	68.666667	206	0	0	0
Dpf3	68.666667	206	0	0	0
Dnajc6	68.666667	206	0	0	0
Adam5	68.666667	130	76	0	0
Taf12	68.333333	0	205	0	0
Smco4	68.333333	205	0	0	0
Oas1e	68.333333	205	0	0	0
Mbd6	68.333333	205	0	0	0
Ldhd	68.333333	205	0	0	0
Gpc2	68.333333	205	0	0	0
Ddit3	68.333333	205	0	0	0
BC051019	68.333333	205	0	0	0
Zfp941	68.000000	204	0	0	0
Steap2	68.000000	0	204	0	0
Coa8	68.000000	204	0	0	0
Bag5	68.000000	204	0	0	0
St6galnac3	67.666667	203	0	0	0
Prtg	67.666667	0	203	0	0
H3c10	67.666667	203	0	0	0
H2bc14	67.666667	203	0	0	0
H2bc13	67.666667	203	0	0	0
H2ac13	67.666667	203	0	0	0
Gss	67.666667	203	0	0	0
Got1l1	67.666667	0	203	0	0
Fndc5	67.666667	203	0	0	0
Elp1	67.666667	203	0	0	0
Atf4	67.666667	203	0	0	0
Abitram	67.666667	203	0	0	0
Zpbp2	67.333333	202	0	0	0
Wdr38	67.333333	202	0	0	0
Prr22	67.333333	0	202	0	0
Mcfd2	67.333333	202	0	0	0
Ikzf3	67.333333	202	0	0	0
Elac1	67.333333	202	0	0	0
Atad2	67.333333	202	0	0	0
Abcf2	67.333333	0	202	0	0
Thumpd1	67.000000	201	0	0	0
Stim1	67.000000	201	0	0	0
Serhl	67.000000	201	0	0	0
Neurod4	67.000000	87	114	0	0
Jpt1	67.000000	201	0	0	0
Xlr4b	66.666667	200	0	0	0
Wtip	66.666667	0	200	0	0
Vamp1	66.666667	200	0	0	0
Ucp1	66.666667	0	200	0	0
Twf1	66.666667	200	0	0	0
Tmem74b	66.666667	200	0	0	0
Tmed5	66.666667	200	0	0	0
Tceal8	66.666667	0	200	0	0
Slc12a1	66.666667	0	200	0	0
Rab4a	66.666667	200	0	0	0
Nol10	66.666667	200	0	0	0
Ncapg	66.666667	200	0	0	0
Naa11	66.666667	200	0	0	0
Me1	66.666667	200	0	0	0
Kank4	66.666667	200	0	0	0
Herc2	66.666667	200	0	0	0
Edaradd	66.666667	200	0	0	0
Cnpy1	66.666667	103	97	0	0
Ccdc18	66.666667	200	0	0	0
Arpp19	66.666667	200	0	0	0
Alkbh8	66.666667	200	0	0	0
2610044O15Rik8	66.666667	200	0	0	0
1700001L19Rik	66.666667	200	0	0	0
Tspan31	66.333333	199	0	0	0
Top3a	66.333333	199	0	0	0
Spata13	66.333333	199	0	0	0
Smcr8	66.333333	199	0	0	0
Slc35b4	66.333333	199	0	0	0
Rapgefl1	66.333333	199	0	0	0
Pcnx	66.333333	199	0	0	0
H4f16	66.333333	0	199	0	0
Dusp1	66.333333	199	0	0	0
Col13a1	66.333333	199	0	0	0
Cluh	66.333333	199	0	0	0
Wdcp	66.000000	198	0	0	0
Prim1	66.000000	198	0	0	0
Pdzd8	66.000000	198	0	0	0
Oas1c	66.000000	76	122	0	0
Oas1b	66.000000	76	122	0	0
Nfasc	66.000000	198	0	0	0
Kif5a	66.000000	198	0	0	0
Gm3696	66.000000	198	0	0	0
Gm12500	66.000000	0	198	0	0
Gask1b	66.000000	198	0	0	0
Ampd2	66.000000	0	198	0	0
Zfp830	65.666667	197	0	0	0
Phlda1	65.666667	0	197	0	0
Panx2	65.666667	112	85	0	0
Cct6b	65.666667	197	0	0	0
Upk3bl	65.333333	196	0	0	0
Sh3pxd2b	65.333333	196	0	0	0
Scn4b	65.333333	196	0	0	0
Prelid3a	65.333333	196	0	0	0
Prc1	65.333333	196	0	0	0
Nubp1	65.333333	196	0	0	0
Lrp10	65.333333	0	196	0	0
1110008P14Rik	65.333333	196	0	0	0
Tmem248	65.000000	195	0	0	0
Sharpin	65.000000	195	0	0	0
Ptpn1	65.000000	195	0	0	0
P4ha1	65.000000	195	0	0	0
Maf1	65.000000	195	0	0	0
Lipg	65.000000	0	195	0	0
Hdac11	65.000000	195	0	0	0
Gm35339	65.000000	195	0	0	0
Elmo2	65.000000	195	0	0	0
Acat2	65.000000	195	0	0	0
Tmeff1	64.666667	0	194	0	0
Szt2	64.666667	194	0	0	0
Spcs1	64.666667	194	0	0	0
Spata24	64.666667	194	0	0	0
Rplp0	64.666667	194	0	0	0
Prkce	64.666667	194	0	0	0
Paqr9	64.666667	194	0	0	0
Nfatc2	64.666667	194	0	0	0
Msh5	64.666667	194	0	0	0
Med8	64.666667	194	0	0	0
Klc3	64.666667	194	0	0	0
Glt8d1	64.666667	194	0	0	0
Gcn1	64.666667	194	0	0	0
Ckm	64.666667	194	0	0	0
Toe1	64.333333	193	0	0	0
Tmem94	64.333333	193	0	0	0
Sp3	64.333333	193	0	0	0
Slc30a3	64.333333	193	0	0	0
Phf23	64.333333	0	193	0	0
Npm3	64.333333	193	0	0	0
Mutyh	64.333333	193	0	0	0
Mtres1	64.333333	193	0	0	0
Map3k4	64.333333	193	0	0	0
Dvl2	64.333333	0	193	0	0
Chic2	64.333333	0	193	0	0
Blnk	64.333333	0	193	0	0
Acot3	64.333333	0	193	0	0
Vps54	64.000000	0	192	0	0
Stat6	64.000000	192	0	0	0
Msantd1	64.000000	192	0	0	0
Mansc1	64.000000	192	0	0	0
Hsph1	64.000000	192	0	0	0
Elovl6	64.000000	192	0	0	0
Cetn3	64.000000	192	0	0	0
Bub1b	64.000000	192	0	0	0
Zbed4	63.666667	191	0	0	0
Xpa	63.666667	191	0	0	0
Syt3	63.666667	191	0	0	0
Syk	63.666667	191	0	0	0
Slc38a3	63.666667	191	0	0	0
Neurog2	63.666667	191	0	0	0
Mybl1	63.666667	191	0	0	0
Mfsd4b4	63.666667	191	0	0	0
Kif20b	63.666667	0	191	0	0
Grik4	63.666667	0	191	0	0
Trim24	63.333333	190	0	0	0
Slc35e3	63.333333	190	0	0	0
Plagl1	63.333333	190	0	0	0
Pfkl	63.333333	190	0	0	0
Nr4a3	63.333333	190	0	0	0
Mocos	63.333333	190	0	0	0
Fem1al	63.333333	190	0	0	0
Car8	63.333333	190	0	0	0
Atp1a4	63.333333	0	190	0	0
Anp32a	63.333333	190	0	0	0
Zfp791	63.000000	0	189	0	0
Vta1	63.000000	0	189	0	0
Tpp2	63.000000	0	189	0	0
Tmem161b	63.000000	0	189	0	0
St8sia1	63.000000	189	0	0	0
Spag7	63.000000	189	0	0	0
Spag16	63.000000	0	189	0	0
Smarca4	63.000000	189	0	0	0
Sfr1	63.000000	0	189	0	0
Sass6	63.000000	189	0	0	0
Rpap3	63.000000	189	0	0	0
Rnaseh2c	63.000000	189	0	0	0
Riok3	63.000000	189	0	0	0
Rfpl4	63.000000	0	189	0	0
Pigh	63.000000	0	189	0	0
Otop1	63.000000	0	189	0	0
Nod1	63.000000	189	0	0	0
Mnx1	63.000000	189	0	0	0
Lonrf3	63.000000	0	189	0	0
Gpm6b	63.000000	0	189	0	0
Galnt7	63.000000	68	121	0	0
Frrs1	63.000000	189	0	0	0
Ctcf	63.000000	189	0	0	0
Ckap2	63.000000	0	189	0	0
Chd5	63.000000	189	0	0	0
Ccdc24	63.000000	0	189	0	0
Zmynd11	62.666667	188	0	0	0
Wdr53	62.666667	188	0	0	0
Usp25	62.666667	188	0	0	0
Tspan2	62.666667	188	0	0	0
Tsnaxip1	62.666667	188	0	0	0
Slu7	62.666667	188	0	0	0
Serp1	62.666667	188	0	0	0
Sec63	62.666667	188	0	0	0
Sec61a2	62.666667	188	0	0	0
Rwdd1	62.666667	188	0	0	0
Ranbp10	62.666667	188	0	0	0
Pdlim4	62.666667	188	0	0	0
Necab1	62.666667	188	0	0	0
Mtmr3	62.666667	188	0	0	0
Lurap1l	62.666667	188	0	0	0
Lonp1	62.666667	188	0	0	0
Klhl30	62.666667	0	188	0	0
Klhl13	62.666667	188	0	0	0
Il1rapl2	62.666667	188	0	0	0
Ftdc1	62.666667	188	0	0	0
Fbxo45	62.666667	188	0	0	0
Fam181a	62.666667	188	0	0	0
Eif2a	62.666667	188	0	0	0
Daam2	62.666667	188	0	0	0
Cldn34b3	62.666667	188	0	0	0
Chrm5	62.666667	188	0	0	0
Cga	62.666667	0	188	0	0
Cfap43	62.666667	188	0	0	0
Catsperd	62.666667	188	0	0	0
Bhlhb9	62.666667	188	0	0	0
Ap1g2	62.666667	0	188	0	0
Tmem88	62.333333	0	187	0	0
Pmpca	62.333333	187	0	0	0
Pcdha12	62.333333	187	0	0	0
Naa38	62.333333	0	187	0	0
Hps5	62.333333	0	187	0	0
H2aw	62.333333	187	0	0	0
Gtf2h1	62.333333	0	187	0	0
Epn3	62.333333	187	0	0	0
Entr1	62.333333	187	0	0	0
Cyb5d1	62.333333	0	187	0	0
Chst14	62.333333	0	187	0	0
Ccn1	62.333333	187	0	0	0
Arf1	62.333333	187	0	0	0
Zfp647	62.000000	186	0	0	0
Trim61	62.000000	186	0	0	0
Trim60	62.000000	186	0	0	0
Sv2a	62.000000	186	0	0	0
Rcbtb2	62.000000	186	0	0	0
Nek2	62.000000	186	0	0	0
Ivd	62.000000	186	0	0	0
Itga3	62.000000	186	0	0	0
Garre1	62.000000	186	0	0	0
Wnt3a	61.666667	185	0	0	0
Ttc34	61.666667	185	0	0	0
Swsap1	61.666667	185	0	0	0
Sdha	61.666667	185	0	0	0
Samd12	61.666667	185	0	0	0
Rps27a	61.666667	185	0	0	0
Rgs19	61.666667	185	0	0	0
Plekhm1	61.666667	90	95	0	0
Lkaaear1	61.666667	185	0	0	0
Htt	61.666667	185	0	0	0
Cnnm1	61.666667	185	0	0	0
Clhc1	61.666667	185	0	0	0
Ccdc127	61.666667	185	0	0	0
Atp5o	61.666667	185	0	0	0
Ankrd13c	61.666667	0	185	0	0
Tril	61.333333	184	0	0	0
Mettl7a1	61.333333	184	0	0	0
Dchs2	61.333333	0	0	184	0
Cd163l1	61.333333	0	0	184	0
Anp32e	61.333333	0	184	0	0
Zfp977	61.000000	0	183	0	0
Urad	61.000000	183	0	0	0
Trit1	61.000000	183	0	0	0
Tmem209	61.000000	183	0	0	0
Ssmem1	61.000000	183	0	0	0
Slc29a2	61.000000	183	0	0	0
Safb2	61.000000	183	0	0	0
Safb	61.000000	183	0	0	0
Ndufa6	61.000000	183	0	0	0
Ldlrad2	61.000000	183	0	0	0
Ctss	61.000000	183	0	0	0
Col9a3	61.000000	183	0	0	0
Barx1	61.000000	183	0	0	0
Armc8	61.000000	183	0	0	0
Abhd17b	61.000000	183	0	0	0
1110059E24Rik	61.000000	183	0	0	0
Spata32	60.666667	182	0	0	0
Sec31b	60.666667	182	0	0	0
Rb1	60.666667	182	0	0	0
Prr15	60.666667	0	182	0	0
Mlh1	60.666667	182	0	0	0
Lurap1	60.666667	182	0	0	0
Krtap12-1	60.666667	182	0	0	0
Hey1	60.666667	0	182	0	0
Helz	60.666667	182	0	0	0
Grin2a	60.666667	182	0	0	0
Gm10100	60.666667	182	0	0	0
Epm2aip1	60.666667	182	0	0	0
Crk	60.666667	0	182	0	0
Cebpb	60.666667	182	0	0	0
Bnip3	60.666667	182	0	0	0
Avil	60.666667	182	0	0	0
Pop5	60.333333	181	0	0	0
Nppa	60.333333	181	0	0	0
Mtrr	60.333333	181	0	0	0
Lrrn2	60.333333	0	181	0	0
Kcnrg	60.333333	0	181	0	0
Gpr142	60.333333	181	0	0	0
Foxd1	60.333333	181	0	0	0
Fastkd3	60.333333	181	0	0	0
Col18a1	60.333333	181	0	0	0
Vegfc	60.000000	0	180	0	0
Slc39a13	60.000000	180	0	0	0
Ptges3	60.000000	0	180	0	0
Pop7	60.000000	180	0	0	0
Poll	60.000000	180	0	0	0
Mark4	60.000000	180	0	0	0
Insyn1	60.000000	0	180	0	0
Gucy1b2	60.000000	180	0	0	0
Gm10509	60.000000	180	0	0	0
Fam166b	60.000000	180	0	0	0
Dpcd	60.000000	180	0	0	0
Cpne7	60.000000	180	0	0	0
Cbll1	60.000000	180	0	0	0
Zfp292	59.666667	179	0	0	0
Trp53inp1	59.666667	179	0	0	0
Slc39a6	59.666667	179	0	0	0
Rbm43	59.666667	179	0	0	0
Rassf2	59.666667	179	0	0	0
Mypn	59.666667	179	0	0	0
Elp2	59.666667	179	0	0	0
Ear10	59.666667	0	179	0	0
Dll3	59.666667	179	0	0	0
Cda	59.666667	179	0	0	0
Birc2	59.666667	0	179	0	0
Zfp2	59.333333	0	178	0	0
Wsb1	59.333333	178	0	0	0
Vezf1	59.333333	0	178	0	0
Ttc21b	59.333333	0	178	0	0
Tomt	59.333333	178	0	0	0
Tnr	59.333333	0	178	0	0
Prkag3	59.333333	178	0	0	0
Prickle4	59.333333	178	0	0	0
Prcd	59.333333	178	0	0	0
Olfr697	59.333333	0	178	0	0
Ndfip1	59.333333	178	0	0	0
Mtif3	59.333333	178	0	0	0
Meox2	59.333333	0	178	0	0
Lrrc7	59.333333	0	178	0	0
Lamtor1	59.333333	178	0	0	0
Gmds	59.333333	0	178	0	0
Gm527	59.333333	0	178	0	0
Gm14139	59.333333	0	178	0	0
Frs3	59.333333	178	0	0	0
Fam91a1	59.333333	0	178	0	0
Egfl8	59.333333	178	0	0	0
Eci3	59.333333	0	178	0	0
Ckap5	59.333333	0	178	0	0
Cask	59.333333	0	178	0	0
Capn2	59.333333	0	178	0	0
Usp33	59.000000	177	0	0	0
Uros	59.000000	177	0	0	0
Tesk2	59.000000	0	177	0	0
Rxrg	59.000000	0	177	0	0
Jph3	59.000000	177	0	0	0
H4c14	59.000000	0	177	0	0
H2-DMa	59.000000	177	0	0	0
Ggnbp2	59.000000	177	0	0	0
Ddt	59.000000	177	0	0	0
Cyp2d22	59.000000	0	177	0	0
Ctrb1	59.000000	177	0	0	0
Brd2	59.000000	177	0	0	0
Bccip	59.000000	177	0	0	0
1700122O11Rik	59.000000	177	0	0	0
Zfp277	58.666667	176	0	0	0
Usp6nl	58.666667	0	176	0	0
Ttc8	58.666667	176	0	0	0
Trim9	58.666667	176	0	0	0
Srcin1	58.666667	176	0	0	0
Slc27a2	58.666667	176	0	0	0
Septin2	58.666667	176	0	0	0
Sema4g	58.666667	0	176	0	0
Sem1	58.666667	176	0	0	0
Rab19	58.666667	176	0	0	0
Ptgis	58.666667	176	0	0	0
Pop4	58.666667	176	0	0	0
Nrbp1	58.666667	176	0	0	0
Myocd	58.666667	176	0	0	0
Masp2	58.666667	176	0	0	0
Lrfn5	58.666667	176	0	0	0
Lor	58.666667	176	0	0	0
Hdlbp	58.666667	176	0	0	0
H4c1	58.666667	176	0	0	0
H3c1	58.666667	176	0	0	0
H1f1	58.666667	176	0	0	0
Gpatch3	58.666667	0	176	0	0
Gda	58.666667	176	0	0	0
Fgf16	58.666667	176	0	0	0
Elf4	58.666667	176	0	0	0
Dock4	58.666667	176	0	0	0
Crisp2	58.666667	176	0	0	0
Cftr	58.666667	176	0	0	0
C1ql3	58.666667	176	0	0	0
Bin3	58.666667	176	0	0	0
Aard	58.666667	176	0	0	0
Tssk4	58.333333	0	175	0	0
Tspan1	58.333333	0	175	0	0
Tm9sf1	58.333333	0	175	0	0
Slc9a2	58.333333	0	175	0	0
Sft2d3	58.333333	175	0	0	0
Sall3	58.333333	175	0	0	0
Psen2	58.333333	175	0	0	0
Pisd	58.333333	175	0	0	0
Pcdhgc4	58.333333	175	0	0	0
Npnt	58.333333	175	0	0	0
Larp1b	58.333333	175	0	0	0
Katnbl1	58.333333	0	175	0	0
Hipk4	58.333333	175	0	0	0
Fut4	58.333333	175	0	0	0
Fbrs	58.333333	175	0	0	0
Dennd4b	58.333333	175	0	0	0
Crip2	58.333333	175	0	0	0
Vsig10	58.000000	0	174	0	0
Vash1	58.000000	174	0	0	0
Susd4	58.000000	174	0	0	0
Slc22a7	58.000000	174	0	0	0
Scp2	58.000000	174	0	0	0
Nlrp3	58.000000	174	0	0	0
Gnmt	58.000000	174	0	0	0
Gm5294	58.000000	174	0	0	0
Dapp1	58.000000	174	0	0	0
Zfp367	57.666667	0	173	0	0
Vps45	57.666667	0	173	0	0
Trim25	57.666667	0	173	0	0
Tmem198	57.666667	0	173	0	0
Ptp4a3	57.666667	173	0	0	0
Mob1a	57.666667	173	0	0	0
Igf2bp3	57.666667	173	0	0	0
Hsf2	57.666667	0	173	0	0
Fxr2	57.666667	173	0	0	0
Cnga3	57.666667	173	0	0	0
Chpf	57.666667	0	173	0	0
Cers6	57.666667	173	0	0	0
Ccdc142	57.666667	173	0	0	0
Zc3hav1	57.333333	0	172	0	0
Tbc1d1	57.333333	172	0	0	0
Sptbn5	57.333333	172	0	0	0
Sp6	57.333333	172	0	0	0
Senp1	57.333333	0	172	0	0
Phactr3	57.333333	172	0	0	0
Pagr1a	57.333333	172	0	0	0
Mvp	57.333333	172	0	0	0
Mrps16	57.333333	172	0	0	0
Kash5	57.333333	172	0	0	0
Hes7	57.333333	172	0	0	0
Furin	57.333333	172	0	0	0
Dnajc9	57.333333	172	0	0	0
B4galnt2	57.333333	172	0	0	0
4933411K16Rik	57.333333	0	172	0	0
Tsr3	57.000000	0	171	0	0
Tnf	57.000000	0	171	0	0
Tbc1d13	57.000000	171	0	0	0
Slc7a3	57.000000	0	171	0	0
Sh2b3	57.000000	171	0	0	0
Rhot1	57.000000	171	0	0	0
Rcbtb1	57.000000	171	0	0	0
Gucy2e	57.000000	171	0	0	0
Gnptg	57.000000	0	171	0	0
Fadd	57.000000	171	0	0	0
Dusp11	57.000000	0	171	0	0
Dtwd2	57.000000	171	0	0	0
Cox6c	57.000000	0	171	0	0
Btbd2	57.000000	0	171	0	0
Adamts10	57.000000	171	0	0	0
Vax1	56.666667	170	0	0	0
Tsg101	56.666667	170	0	0	0
Tmem208	56.666667	170	0	0	0
Tecta	56.666667	0	170	0	0
Spi1	56.666667	0	170	0	0
Rps6	56.666667	170	0	0	0
Ndst2	56.666667	170	0	0	0
Lrrc29	56.666667	170	0	0	0
Kdm7a	56.666667	170	0	0	0
H3c3	56.666667	0	170	0	0
H2bc3	56.666667	0	170	0	0
Gata3	56.666667	0	170	0	0
Arsa	56.666667	170	0	0	0
Xab2	56.333333	169	0	0	0
Pet100	56.333333	169	0	0	0
Pcp2	56.333333	169	0	0	0
Map1b	56.333333	0	169	0	0
Lmln	56.333333	169	0	0	0
Tmem192	56.000000	168	0	0	0
Ldlrap1	56.000000	0	168	0	0
Eef1akmt4-ece2	56.000000	168	0	0	0
Eef1akmt4	56.000000	168	0	0	0
Dhh	56.000000	168	0	0	0
Dcstamp	56.000000	168	0	0	0
Alg3	56.000000	168	0	0	0
Zfp131	55.666667	0	167	0	0
Wif1	55.666667	0	167	0	0
Tmem74	55.666667	0	167	0	0
Tmem52b	55.666667	0	167	0	0
Tmem176b	55.666667	167	0	0	0
Tmem176a	55.666667	167	0	0	0
Sik1	55.666667	0	167	0	0
Sf3b6	55.666667	0	167	0	0
Rpp21	55.666667	0	167	0	0
Psma2	55.666667	0	167	0	0
Plekhh2	55.666667	0	167	0	0
Olr1	55.666667	0	167	0	0
Ogfrl1	55.666667	0	167	0	0
Nubpl	55.666667	0	167	0	0
Mrpl32	55.666667	0	167	0	0
Kpna2	55.666667	167	0	0	0
Klhl4	55.666667	0	167	0	0
Ip6k3	55.666667	167	0	0	0
Hcar1	55.666667	0	167	0	0
Dnajb4	55.666667	0	167	0	0
Ckmt2	55.666667	0	167	0	0
Ccdc32	55.666667	0	167	0	0
Angptl3	55.666667	0	167	0	0
Aifm1	55.666667	0	167	0	0
Uso1	55.333333	166	0	0	0
Taf13	55.333333	0	166	0	0
Star	55.333333	166	0	0	0
Serpinb6b	55.333333	166	0	0	0
Scarb2	55.333333	0	166	0	0
Sae1	55.333333	166	0	0	0
Idua	55.333333	166	0	0	0
Dgkq	55.333333	166	0	0	0
Birc6	55.333333	166	0	0	0
Atp6v1c2	55.333333	166	0	0	0
Adcy5	55.333333	166	0	0	0
Adcy3	55.333333	166	0	0	0
Zfp369	55.000000	165	0	0	0
Yju2	55.000000	165	0	0	0
Upk3a	55.000000	165	0	0	0
Tprgl	55.000000	165	0	0	0
Spo11	55.000000	0	165	0	0
Snx30	55.000000	165	0	0	0
Prdm11	55.000000	165	0	0	0
Pipox	55.000000	165	0	0	0
Mtpn	55.000000	165	0	0	0
Hpf1	55.000000	165	0	0	0
Ebi3	55.000000	165	0	0	0
Wdr33	54.666667	164	0	0	0
Uxt	54.666667	164	0	0	0
Tma16	54.666667	164	0	0	0
Tm9sf2	54.666667	164	0	0	0
Srsf12	54.666667	164	0	0	0
Spg11	54.666667	164	0	0	0
Sntb2	54.666667	0	164	0	0
Smim7	54.666667	164	0	0	0
Slf1	54.666667	164	0	0	0
Slc6a20a	54.666667	164	0	0	0
Slc10a3	54.666667	164	0	0	0
Sh3bgrl2	54.666667	164	0	0	0
Scyl2	54.666667	164	0	0	0
Saxo2	54.666667	164	0	0	0
Samd10	54.666667	164	0	0	0
Rheb	54.666667	164	0	0	0
Rbm6	54.666667	164	0	0	0
Prpf6	54.666667	164	0	0	0
Polr2e	54.666667	164	0	0	0
Pex5	54.666667	164	0	0	0
Pcdhb14	54.666667	164	0	0	0
Olig1	54.666667	164	0	0	0
Myo15	54.666667	164	0	0	0
Msl2	54.666667	0	164	0	0
Med14	54.666667	164	0	0	0
Mbnl1	54.666667	164	0	0	0
Lamc1	54.666667	164	0	0	0
Ikbkg	54.666667	164	0	0	0
Idnk	54.666667	164	0	0	0
Hr	54.666667	164	0	0	0
Hopx	54.666667	164	0	0	0
Gnb4	54.666667	164	0	0	0
Gm4922	54.666667	164	0	0	0
Gm44504	54.666667	164	0	0	0
Gm3500	54.666667	164	0	0	0
G6pdx	54.666667	164	0	0	0
Etv2	54.666667	164	0	0	0
Efl1	54.666667	164	0	0	0
Dpy19l4	54.666667	164	0	0	0
Dnah6	54.666667	164	0	0	0
Csnk2a2	54.666667	0	164	0	0
Ccdc91	54.666667	164	0	0	0
Ccdc88a	54.666667	164	0	0	0
Cacna2d4	54.666667	164	0	0	0
Btc	54.666667	164	0	0	0
Bik	54.666667	0	164	0	0
BC051142	54.666667	164	0	0	0
B3galt1	54.666667	164	0	0	0
Arpin	54.666667	164	0	0	0
Akr1b8	54.666667	164	0	0	0
Adam22	54.666667	164	0	0	0
2210408I21Rik	54.666667	164	0	0	0
0610010F05Rik	54.666667	164	0	0	0
Zzef1	54.333333	163	0	0	0
Znfx1	54.333333	163	0	0	0
Zc3h7b	54.333333	0	163	0	0
Yrdc	54.333333	163	0	0	0
Vim	54.333333	163	0	0	0
Snapin	54.333333	163	0	0	0
Slc29a3	54.333333	163	0	0	0
Ralgds	54.333333	0	163	0	0
Qrich1	54.333333	163	0	0	0
Nanos3	54.333333	163	0	0	0
Lyrm2	54.333333	163	0	0	0
Dstyk	54.333333	163	0	0	0
Cyb5d2	54.333333	163	0	0	0
Ctsb	54.333333	163	0	0	0
Col14a1	54.333333	163	0	0	0
Cdc34	54.333333	163	0	0	0
1110065P20Rik	54.333333	163	0	0	0
Usp15	54.000000	162	0	0	0
Txndc9	54.000000	162	0	0	0
Slc35d1	54.000000	0	162	0	0
Qprt	54.000000	162	0	0	0
Klk7	54.000000	0	162	0	0
Gad1	54.000000	0	162	0	0
Fam169b	54.000000	0	162	0	0
Eif5b	54.000000	162	0	0	0
Edem1	54.000000	162	0	0	0
Dcxr	54.000000	162	0	0	0
Bcas2	54.000000	162	0	0	0
Ap2m1	54.000000	162	0	0	0
Zfp41	53.666667	161	0	0	0
Tnfaip1	53.666667	161	0	0	0
Slc41a3	53.666667	0	161	0	0
Rab42	53.666667	161	0	0	0
P4ha3	53.666667	0	161	0	0
Mgat5	53.666667	0	161	0	0
Kbtbd2	53.666667	0	161	0	0
Ift20	53.666667	161	0	0	0
Hhat	53.666667	0	161	0	0
Fbxo10	53.666667	161	0	0	0
Cdk2	53.666667	0	161	0	0
Car15	53.666667	161	0	0	0
Zfp740	53.333333	160	0	0	0
Skap2	53.333333	0	160	0	0
Rap1a	53.333333	0	160	0	0
Psmd11	53.333333	160	0	0	0
Pmepa1	53.333333	66	94	0	0
Plekhg4	53.333333	160	0	0	0
Ncam1	53.333333	0	160	0	0
Cdkn1c	53.333333	160	0	0	0
Cap2	53.333333	160	0	0	0
Boc	53.333333	160	0	0	0
Aoc2	53.333333	160	0	0	0
Angptl6	53.333333	160	0	0	0
Xbp1	53.000000	0	159	0	0
Uchl1	53.000000	159	0	0	0
Trp53i13	53.000000	159	0	0	0
Tomm70a	53.000000	159	0	0	0
Serpinf2	53.000000	0	159	0	0
Sars2	53.000000	0	159	0	0
Rfk	53.000000	159	0	0	0
Ppp1r14a	53.000000	159	0	0	0
Nipsnap1	53.000000	159	0	0	0
Mrps12	53.000000	0	159	0	0
Cyp26a1	53.000000	159	0	0	0
Ccdc107	53.000000	159	0	0	0
Bcl6b	53.000000	0	159	0	0
Abhd15	53.000000	159	0	0	0
Yipf2	52.666667	158	0	0	0
Usp21	52.666667	158	0	0	0
Tmed2	52.666667	158	0	0	0
Tm6sf1	52.666667	158	0	0	0
Timm29	52.666667	158	0	0	0
Susd6	52.666667	0	158	0	0
Rbm12b1	52.666667	158	0	0	0
Nyap1	52.666667	158	0	0	0
Npy4r	52.666667	0	158	0	0
Lrig3	52.666667	158	0	0	0
Dohh	52.666667	158	0	0	0
Dhx36	52.666667	0	158	0	0
Zfp799	52.333333	157	0	0	0
Uggt2	52.333333	157	0	0	0
Tvp23a	52.333333	157	0	0	0
Ttc9c	52.333333	157	0	0	0
Trp53i11	52.333333	157	0	0	0
Tdp1	52.333333	157	0	0	0
Sbp	52.333333	157	0	0	0
Nup62	52.333333	157	0	0	0
Mep1b	52.333333	0	157	0	0
Lrrtm1	52.333333	157	0	0	0
Il4i1b	52.333333	157	0	0	0
Hnrnpul2	52.333333	157	0	0	0
Foxn2	52.333333	0	157	0	0
Efcab11	52.333333	157	0	0	0
Eef1aknmt	52.333333	157	0	0	0
Crxos	52.333333	0	157	0	0
Atf5	52.333333	157	0	0	0
Zfp992	52.000000	156	0	0	0
Zfp808	52.000000	156	0	0	0
Zar1l	52.000000	156	0	0	0
Trim26	52.000000	0	156	0	0
Synm	52.000000	156	0	0	0
Slc26a7	52.000000	0	156	0	0
Sdf2l1	52.000000	156	0	0	0
Rad54l	52.000000	0	156	0	0
Pla1a	52.000000	156	0	0	0
Pkdrej	52.000000	156	0	0	0
Pgap1	52.000000	156	0	0	0
Pdk2	52.000000	156	0	0	0
Osgin2	52.000000	0	156	0	0
Olfr961	52.000000	0	156	0	0
Myef2	52.000000	0	156	0	0
Mrpl20	52.000000	0	156	0	0
Mmp21	52.000000	0	156	0	0
