Target_genes	Zfp407|Average	SRX22153387|3T3-L1	STRING
Naxd	1654.000000	1654	0
Dffa	1654.000000	1654	0
Zranb3	1653.000000	1653	0
R3hdm1	1653.000000	1653	0
Ccdc150	1651.000000	1651	0
Nrde2	1650.000000	1650	0
Mageb3	1648.000000	1648	0
Ctdspl2	1648.000000	1648	0
Dcaf12	1647.000000	1647	0
Ccp110	1642.000000	1642	0
Ptrhd1	1640.000000	1640	0
Pomt2	1640.000000	1640	0
Gstz1	1640.000000	1640	0
Cenpo	1640.000000	1640	0
Ccdc126	1640.000000	1640	0
Sac3d1	1639.000000	1639	0
Arf6	1639.000000	1639	0
Rnaseh2c	1634.000000	1634	0
Tmem88	1631.000000	1631	0
Pde6d	1631.000000	1631	0
Naa38	1631.000000	1631	0
Cyb5d1	1631.000000	1631	0
Cops7b	1631.000000	1631	0
Rab29	1630.000000	1630	0
Zfp568	1623.000000	1623	0
Exo1	1622.000000	1622	0
Zfp26	1618.000000	1618	0
Zfp212	1617.000000	1617	0
Rasa1	1613.000000	1613	0
Nphp1	1613.000000	1613	0
Mtln	1613.000000	1613	0
Cic	1613.000000	1613	0
Ubxn8	1609.000000	1609	0
Mknk1	1609.000000	1609	0
Zfp94	1607.000000	1607	0
Snx1	1599.000000	1599	0
Ciao2a	1599.000000	1599	0
Wrnip1	1592.000000	1592	0
Zfp513	1591.000000	1591	0
Sft2d1	1591.000000	1591	0
Rexo1	1591.000000	1591	0
Psmd3	1591.000000	1591	0
Polk	1589.000000	1589	0
Cert1	1589.000000	1589	0
Kif13b	1587.000000	1587	0
Cox7c	1585.000000	1585	0
Clptm1l	1585.000000	1585	0
Ndufv1	1584.000000	1584	0
Dhx30	1584.000000	1584	0
Chmp6	1584.000000	1584	0
Snx27	1583.000000	1583	0
Rubcn	1582.000000	1582	0
Tmed9	1579.000000	1579	0
Rdh14	1577.000000	1577	0
Zgpat	1576.000000	1576	0
Tssc4	1576.000000	1576	0
Arfrp1	1576.000000	1576	0
Praf2	1571.000000	1571	0
Zfp24	1566.000000	1566	0
Pdia5	1565.000000	1565	0
Rpl34-ps1	1562.000000	1562	0
Rpl34	1562.000000	1562	0
Nvl	1562.000000	1562	0
Krr1	1561.000000	1561	0
Rad51	1557.000000	1557	0
Pnpla6	1557.000000	1557	0
Tmem160	1556.000000	1556	0
Gemin6	1551.000000	1551	0
Btbd19	1551.000000	1551	0
Cbll1	1550.000000	1550	0
Hbp1	1549.000000	1549	0
Daam1	1544.000000	1544	0
Zfhx2	1543.000000	1543	0
Thtpa	1543.000000	1543	0
Zfp580	1541.000000	1541	0
Hscb	1541.000000	1541	0
Chek2	1541.000000	1541	0
Ccdc106	1541.000000	1541	0
Smarcad1	1538.000000	1538	0
Snx5	1536.000000	1536	0
Mgme1	1536.000000	1536	0
Smug1	1535.000000	1535	0
C87436	1530.000000	1530	0
G3bp2	1528.000000	1528	0
Tmem245	1524.000000	1524	0
Tfap4	1520.000000	1520	0
Cwf19l1	1519.000000	1519	0
Cdca8	1517.000000	1517	0
9930104L06Rik	1517.000000	1517	0
Med16	1514.000000	1514	0
Ammecr1l	1513.000000	1513	0
Zfp691	1512.000000	1512	0
Rps15a	1509.000000	1509	0
Zfp729a	1508.000000	1508	0
Trmt1l	1506.000000	1506	0
Swt1	1506.000000	1506	0
Dstyk	1505.000000	1505	0
Pank3	1504.000000	1504	0
Ttc1	1503.000000	1503	0
Tmem127	1500.000000	1500	0
Ciao1	1500.000000	1500	0
Rps11	1499.000000	1499	0
Rpl13a	1499.000000	1499	0
Clpp	1496.000000	1496	0
Urgcp	1495.000000	1495	0
Gtf3c2	1491.000000	1491	0
Bub3	1489.000000	1489	0
Psmd7	1485.000000	1485	0
Hdhd5	1485.000000	1485	0
D030056L22Rik	1484.000000	1484	0
Zfp661	1482.000000	1482	0
Mrps5	1482.000000	1482	0
Psmb3	1479.000000	1479	0
Polrmt	1479.000000	1479	0
Pcgf2	1479.000000	1479	0
Snx11	1477.000000	1477	0
Nup160	1472.000000	1472	0
Lmnb2	1470.000000	1470	0
Mlx	1467.000000	1467	0
Hsd17b1	1467.000000	1467	0
Coasy	1467.000000	1467	0
Tfpt	1466.000000	1466	0
Prpf31	1466.000000	1466	0
Itsn1	1465.000000	1465	0
Cryzl1	1465.000000	1465	0
Inip	1461.000000	1461	0
Ube2v1	1459.000000	1459	0
Bet1	1459.000000	1459	0
Arl5a	1459.000000	1459	0
Med27	1456.000000	1456	0
Zfp354c	1452.000000	1452	0
Rab30	1452.000000	1452	0
Snip1	1451.000000	1451	0
Dnali1	1451.000000	1451	0
Zdhhc21	1448.000000	1448	0
Tnfrsf12a	1436.000000	1436	0
Thoc6	1436.000000	1436	0
Hcfc1r1	1436.000000	1436	0
Tmem185a	1432.000000	1432	0
Rpl15	1432.000000	1432	0
Nkiras1	1432.000000	1432	0
Zfp444	1426.000000	1426	0
Poldip3	1420.000000	1420	0
Dgcr8	1420.000000	1420	0
Ube3c	1419.000000	1419	0
Zfp146	1409.000000	1409	0
Map3k7	1405.000000	1405	0
Bub1b	1405.000000	1405	0
Ccdc22	1404.000000	1404	0
Cacna1f	1404.000000	1404	0
Srp68	1403.000000	1403	0
Vps33b	1400.000000	1400	0
Mtfp1	1398.000000	1398	0
Rfc4	1397.000000	1397	0
Sirt2	1396.000000	1396	0
Nfkbib	1396.000000	1396	0
Zfp46	1395.000000	1395	0
Ppcdc	1393.000000	1393	0
Txnl1	1385.000000	1385	0
Dmac1	1384.000000	1384	0
Taf6	1380.000000	1380	0
Cnpy4	1380.000000	1380	0
Secisbp2l	1377.000000	1377	0
Slc25a19	1376.000000	1376	0
Usp40	1374.000000	1374	0
Ufsp2	1374.000000	1374	0
Gtse1	1374.000000	1374	0
1700029J07Rik	1374.000000	1374	0
Cdc34	1371.000000	1371	0
Tcp1	1369.000000	1369	0
Poc1a	1369.000000	1369	0
Mrpl18	1369.000000	1369	0
Capn10	1366.000000	1366	0
Wfikkn1	1364.000000	1364	0
Morf4l1	1364.000000	1364	0
Mettl26	1364.000000	1364	0
Ubr2	1361.000000	1361	0
Rpl30	1360.000000	1360	0
Zfp667	1359.000000	1359	0
Thap4	1357.000000	1357	0
Prmt6	1357.000000	1357	0
Atg4b	1357.000000	1357	0
Rtn2	1356.000000	1356	0
Eif2s2	1355.000000	1355	0
Syt3	1353.000000	1353	0
Rexo4	1351.000000	1351	0
Tmem147	1350.000000	1350	0
Ssr2	1350.000000	1350	0
Cfap69	1349.000000	1349	0
Zfp383	1344.000000	1344	0
Zfp27	1344.000000	1344	0
Ttc37	1343.000000	1343	0
Rpp40	1343.000000	1343	0
Arsk	1343.000000	1343	0
Ppil3	1341.000000	1341	0
Nif3l1	1341.000000	1341	0
Tsc2	1339.000000	1339	0
Nthl1	1339.000000	1339	0
Aktip	1336.000000	1336	0
Specc1	1332.000000	1332	0
Fam222a	1332.000000	1332	0
Ttc33	1331.000000	1331	0
Samd12	1329.000000	1329	0
Prkn	1329.000000	1329	0
Pacrg	1329.000000	1329	0
Sdhaf2	1328.000000	1328	0
Cpsf7	1328.000000	1328	0
Pex19	1327.000000	1327	0
Exosc6	1327.000000	1327	0
Srsf2	1326.000000	1326	0
Mfsd11	1326.000000	1326	0
Prkci	1325.000000	1325	0
Med17	1325.000000	1325	0
Macrod1	1323.000000	1323	0
Lrwd1	1322.000000	1322	0
Alkbh4	1322.000000	1322	0
Trmt44	1321.000000	1321	0
Tmem87a	1318.000000	1318	0
Ganc	1318.000000	1318	0
Tcof1	1315.000000	1315	0
Sirt3	1313.000000	1313	0
Psmd13	1313.000000	1313	0
Cfdp1	1310.000000	1310	0
Zc3h18	1306.000000	1306	0
Mrpl48	1304.000000	1304	0
Zfp108	1302.000000	1302	0
Sfi1	1298.000000	1298	0
Prune1	1298.000000	1298	0
Mindy1	1298.000000	1298	0
Eif4enif1	1298.000000	1298	0
Zfp74	1297.000000	1297	0
Tmem161a	1290.000000	1290	0
Spdye4b	1288.000000	1288	0
Rbak	1288.000000	1288	0
Prmt5	1287.000000	1287	0
Mea1	1285.000000	1285	0
Klhdc3	1285.000000	1285	0
Ttc9c	1283.000000	1283	0
Hnrnpul2	1283.000000	1283	0
Fkbpl	1275.000000	1275	0
Atf6b	1275.000000	1275	0
Acad12	1275.000000	1275	0
Rnf5	1272.000000	1272	0
Agpat1	1272.000000	1272	0
Rnmt	1269.000000	1269	0
Fam210a	1269.000000	1269	0
Scaf8	1268.000000	1268	0
Taf8	1267.000000	1267	0
Ccnd3	1267.000000	1267	0
Neil1	1266.000000	1266	0
Casc3	1265.000000	1265	0
Rpl36	1260.000000	1260	0
Micos13	1260.000000	1260	0
Hps6	1260.000000	1260	0
Armh3	1260.000000	1260	0
Zfp715	1257.000000	1257	0
Galm	1257.000000	1257	0
Adck1	1256.000000	1256	0
Cxxc1	1255.000000	1255	0
C2cd2	1255.000000	1255	0
Orc4	1254.000000	1254	0
Mbd5	1254.000000	1254	0
Abraxas2	1250.000000	1250	0
Wdfy2	1246.000000	1246	0
Utp11	1246.000000	1246	0
Mtif2	1246.000000	1246	0
Tbc1d8b	1245.000000	1245	0
Zfp446	1243.000000	1243	0
Abl1	1243.000000	1243	0
Polr1b	1242.000000	1242	0
Parp2	1242.000000	1242	0
Acadvl	1238.000000	1238	0
Paxip1	1237.000000	1237	0
Arfgef1	1237.000000	1237	0
Nelfa	1233.000000	1233	0
Zc3h15	1228.000000	1228	0
Asxl1	1225.000000	1225	0
Nup153	1219.000000	1219	0
Cbr4	1219.000000	1219	0
Zfp143	1218.000000	1218	0
Snd1	1215.000000	1215	0
Sertad3	1215.000000	1215	0
Zfp738	1212.000000	1212	0
Nt5c3	1212.000000	1212	0
Nsun6	1209.000000	1209	0
Arl5b	1209.000000	1209	0
Rbm33	1205.000000	1205	0
Cpox	1205.000000	1205	0
Cmas	1204.000000	1204	0
Castor2	1204.000000	1204	0
Tmem205	1203.000000	1203	0
Ccdc159	1203.000000	1203	0
Ptpn23	1201.000000	1201	0
Snrpa1	1198.000000	1198	0
Grk5	1196.000000	1196	0
Alyref2	1191.000000	1191	0
Tob2	1190.000000	1190	0
Elp6	1186.000000	1186	0
Rab1b	1185.000000	1185	0
Kif20b	1185.000000	1185	0
Tufm	1179.000000	1179	0
Arf4	1177.000000	1177	0
Tulp2	1174.000000	1174	0
Enox2	1174.000000	1174	0
Mrps30	1172.000000	1172	0
Cdk11b	1172.000000	1172	0
Psma2	1171.000000	1171	0
Mrpl32	1171.000000	1171	0
Ksr1	1171.000000	1171	0
Ccdc34	1165.000000	1165	0
Tmem59	1164.000000	1164	0
Tceanc2	1164.000000	1164	0
Snw1	1164.000000	1164	0
Mvb12a	1160.000000	1160	0
Zfp712	1159.000000	1159	0
Proser3	1159.000000	1159	0
Hspb6	1159.000000	1159	0
Acbd5	1158.000000	1158	0
Txlna	1156.000000	1156	0
Hexim1	1156.000000	1156	0
Xndc1	1155.000000	1155	0
Rnf121	1155.000000	1155	0
Sel1l	1154.000000	1154	0
Slc31a1	1151.000000	1151	0
Sesn1	1151.000000	1151	0
Fkbp15	1151.000000	1151	0
Cep57l1	1151.000000	1151	0
Jtb	1149.000000	1149	0
Ddx49	1149.000000	1149	0
Cope	1149.000000	1149	0
Qrich1	1148.000000	1148	0
Derl1	1148.000000	1148	0
Trub1	1147.000000	1147	0
Ppp1r13l	1144.000000	1144	0
Gpkow	1144.000000	1144	0
Cd3eap	1144.000000	1144	0
Zfp473	1141.000000	1141	0
Vrk3	1141.000000	1141	0
Sem1	1139.000000	1139	0
Fbxo46	1138.000000	1138	0
Bhmg1	1138.000000	1138	0
Mtr	1137.000000	1137	0
Mrps22	1137.000000	1137	0
Med24	1136.000000	1136	0
Nop16	1134.000000	1134	0
Higd2a	1134.000000	1134	0
9130401M01Rik	1133.000000	1133	0
Tha1	1129.000000	1129	0
Wrap73	1125.000000	1125	0
Trp73	1125.000000	1125	0
Galk2	1125.000000	1125	0
Dr1	1125.000000	1125	0
Cops2	1125.000000	1125	0
Tmem128	1124.000000	1124	0
Zfp780b	1123.000000	1123	0
Ubxn4	1123.000000	1123	0
Ddx47	1123.000000	1123	0
Uchl5	1122.000000	1122	0
Ro60	1122.000000	1122	0
Pus3	1121.000000	1121	0
Prr5l	1121.000000	1121	0
Lsm4	1121.000000	1121	0
Ddx25	1121.000000	1121	0
Commd9	1121.000000	1121	0
Cbarp	1121.000000	1121	0
Atp5d	1121.000000	1121	0
2210016L21Rik	1121.000000	1121	0
Dnajc18	1120.000000	1120	0
Ushbp1	1117.000000	1117	0
Babam1	1117.000000	1117	0
Atp5j2	1115.000000	1115	0
Mrps11	1113.000000	1113	0
Mrpl46	1113.000000	1113	0
Eif4b	1113.000000	1113	0
Srrm1	1111.000000	1111	0
Afg1l	1111.000000	1111	0
Skp2	1110.000000	1110	0
Lmbrd2	1110.000000	1110	0
Vkorc1	1109.000000	1109	0
Prss53	1109.000000	1109	0
Zfp566	1108.000000	1108	0
Zfp260	1108.000000	1108	0
Aunip	1108.000000	1108	0
Wwox	1107.000000	1107	0
Zfp2	1105.000000	1105	0
Serhl	1105.000000	1105	0
Fcsk	1105.000000	1105	0
Cldn34d	1104.000000	1104	0
Csde1	1100.000000	1100	0
Eif3d	1099.000000	1099	0
Psmd4	1098.000000	1098	0
Kat2a	1098.000000	1098	0
Hspb9	1098.000000	1098	0
Fancg	1096.000000	1096	0
Gatad2b	1095.000000	1095	0
Taf12	1091.000000	1091	0
Cldn12	1090.000000	1090	0
Srp54a	1088.000000	1088	0
Ndufa5	1088.000000	1088	0
Mis12	1088.000000	1088	0
Derl2	1088.000000	1088	0
Asb15	1088.000000	1088	0
Dimt1	1086.000000	1086	0
Tm9sf1	1084.000000	1084	0
Snupn	1082.000000	1082	0
Trim45	1080.000000	1080	0
Iws1	1079.000000	1079	0
Chordc1	1078.000000	1078	0
Togaram1	1075.000000	1075	0
Klhl28	1075.000000	1075	0
Prrg2	1073.000000	1073	0
Nosip	1073.000000	1073	0
Fbxo9	1073.000000	1073	0
Cilk1	1073.000000	1073	0
Rbl1	1070.000000	1070	0
Mrpl42	1069.000000	1069	0
Ywhag	1066.000000	1066	0
Cand1	1065.000000	1065	0
Fubp1	1064.000000	1064	0
Dnajb4	1064.000000	1064	0
Srsf6	1062.000000	1062	0
Tmem214	1061.000000	1061	0
Mpc2	1061.000000	1061	0
Dcaf6	1061.000000	1061	0
Srsf1	1060.000000	1060	0
Trir	1058.000000	1058	0
Mzf1	1058.000000	1058	0
Get3	1058.000000	1058	0
Erlin1	1058.000000	1058	0
Slc38a9	1053.000000	1053	0
Sap130	1050.000000	1050	0
Cc2d1a	1046.000000	1046	0
4930432K21Rik	1046.000000	1046	0
Mrps21	1045.000000	1045	0
Ppp4c	1044.000000	1044	0
Rrs1	1043.000000	1043	0
Nampt	1043.000000	1043	0
Adhfe1	1043.000000	1043	0
Peli1	1040.000000	1040	0
Adipor2	1040.000000	1040	0
Tomm40	1039.000000	1039	0
Brap	1039.000000	1039	0
Acad10	1039.000000	1039	0
Spc25	1038.000000	1038	0
G6pc2	1038.000000	1038	0
Dbp	1036.000000	1036	0
Car11	1036.000000	1036	0
Dars2	1035.000000	1035	0
Exoc4	1034.000000	1034	0
Abhd10	1032.000000	1032	0
Txlng	1031.000000	1031	0
Acly	1031.000000	1031	0
Ttc24	1030.000000	1030	0
Iqgap3	1030.000000	1030	0
Fmc1	1030.000000	1030	0
Lrrc45	1029.000000	1029	0
Cenpx	1029.000000	1029	0
Angel2	1028.000000	1028	0
Mtf2	1027.000000	1027	0
Lrrc51	1026.000000	1026	0
Psmd11	1025.000000	1025	0
Pibf1	1025.000000	1025	0
Dis3	1025.000000	1025	0
Washc4	1023.000000	1023	0
Pih1d1	1023.000000	1023	0
Aldh16a1	1023.000000	1023	0
Nup93	1022.000000	1022	0
Ubap2	1019.000000	1019	0
Zmym6	1018.000000	1018	0
Dcaf1	1018.000000	1018	0
Tmem134	1017.000000	1017	0
Lsm12	1017.000000	1017	0
G6pc3	1017.000000	1017	0
Aip	1017.000000	1017	0
Top3a	1016.000000	1016	0
Smcr8	1016.000000	1016	0
Ptdss2	1014.000000	1014	0
Vps26c	1012.000000	1012	0
Tor1a	1012.000000	1012	0
Med11	1009.000000	1009	0
Txnl4b	1004.000000	1004	0
Prdm15	1004.000000	1004	0
Mib2	1004.000000	1004	0
Dhx38	1004.000000	1004	0
Abraxas1	1004.000000	1004	0
Hdac8	1003.000000	1003	0
Tmem138	1002.000000	1002	0
Ppil2	1002.000000	1002	0
Cyb561a3	1002.000000	1002	0
Trappc3	1001.000000	1001	0
Dnaja3	1000.000000	1000	0
Coro7	1000.000000	1000	0
Dph2	999.000000	999	0
B4galt2	999.000000	999	0
Atp6v0b	999.000000	999	0
Lman2	998.000000	998	0
Tpgs2	995.000000	995	0
Dnajc10	995.000000	995	0
Ccdc117	995.000000	995	0
AW554918	995.000000	995	0
Zfp882	994.000000	994	0
Kbtbd7	993.000000	993	0
Ppig	992.000000	992	0
Tdrd9	990.000000	990	0
Immt	990.000000	990	0
Atp5mpl	990.000000	990	0
Zfc3h1	989.000000	989	0
Thap2	989.000000	989	0
Cdkn2aipnl	988.000000	988	0
Zfp213	987.000000	987	0
Gpaa1	987.000000	987	0
Exosc4	987.000000	987	0
Slc3a2	985.000000	985	0
Ppp1r12c	983.000000	983	0
Zfp451	981.000000	981	0
Pacc1	981.000000	981	0
Atg14	981.000000	981	0
Nepro	980.000000	980	0
Crk	979.000000	979	0
Ttbk2	978.000000	978	0
Kpnb1	977.000000	977	0
Adat1	977.000000	977	0
Prorp	976.000000	976	0
Usp1	973.000000	973	0
Oscar	972.000000	972	0
Ndufa3	972.000000	972	0
Krba1	972.000000	972	0
Poln	971.000000	971	0
Haus3	971.000000	971	0
Sap30bp	968.000000	968	0
Recql5	968.000000	968	0
Sgf29	967.000000	967	0
Mtrf1	966.000000	966	0
Cep162	966.000000	966	0
Alg10b	965.000000	965	0
Zfp606	964.000000	964	0
Ilvbl	963.000000	963	0
Scamp4	962.000000	962	0
Adat3	962.000000	962	0
Tcea2	961.000000	961	0
Psmc4	960.000000	960	0
Zfp112	959.000000	959	0
Ttc30b	957.000000	957	0
Tmem107	957.000000	957	0
Jarid2	957.000000	957	0
Dtx2	953.000000	953	0
Arhgap19	952.000000	952	0
Zup1	951.000000	951	0
Zfp277	949.000000	949	0
Snrnp70	949.000000	949	0
Pigt	949.000000	949	0
Dock4	949.000000	949	0
Hace1	948.000000	948	0
Atp5g1	948.000000	948	0
Slc37a3	945.000000	945	0
Rab19	945.000000	945	0
Eif4a3	945.000000	945	0
Acp6	945.000000	945	0
Mindy4	943.000000	943	0
Tubgcp3	941.000000	941	0
Thap12	941.000000	941	0
Atg5	941.000000	941	0
Arpp19	941.000000	941	0
Zfp128	938.000000	938	0
Atp6v1fnb	938.000000	938	0
Atp6v1f	938.000000	938	0
Ube2m	935.000000	935	0
Chmp2a	935.000000	935	0
Zfp60	932.000000	932	0
Ube2n	932.000000	932	0
Eloa	932.000000	932	0
Rpn2	930.000000	930	0
Mroh8	930.000000	930	0
Hsbp1	930.000000	930	0
Psma4	928.000000	928	0
AY074887	928.000000	928	0
Suco	927.000000	927	0
Snx3	927.000000	927	0
Fank1	926.000000	926	0
Dhx32	926.000000	926	0
U2af1l4	925.000000	925	0
Rbm5	925.000000	925	0
Psenen	925.000000	925	0
Phactr4	925.000000	925	0
Mcts1	925.000000	925	0
Lin37	925.000000	925	0
Igflr1	925.000000	925	0
Vezt	924.000000	924	0
Fgd6	924.000000	924	0
1700008O03Rik	923.000000	923	0
Nup54	920.000000	920	0
Dcun1d4	920.000000	920	0
Mcm3	918.000000	918	0
Zc3h11a	917.000000	917	0
Zbed6	917.000000	917	0
Gpd1l	917.000000	917	0
Brd3	915.000000	915	0
Mcrs1	913.000000	913	0
Psmc3	912.000000	912	0
Otud6b	912.000000	912	0
Slc25a53	911.000000	911	0
Rpl32	910.000000	910	0
Supt4a	909.000000	909	0
Mfap1b	909.000000	909	0
Toe1	906.000000	906	0
Mutyh	906.000000	906	0
Med26	905.000000	905	0
Syap1	904.000000	904	0
Ptcd3	904.000000	904	0
Ppp1r14b	904.000000	904	0
Polr1a	904.000000	904	0
Plcb3	904.000000	904	0
Hcfc2	904.000000	904	0
Fkbp2	904.000000	904	0
Anks3	901.000000	901	0
4930451G09Rik	901.000000	901	0
Txndc9	900.000000	900	0
Eif5b	900.000000	900	0
Wdr59	898.000000	898	0
Wdtc1	895.000000	895	0
Tgfbrap1	893.000000	893	0
Prim1	893.000000	893	0
AI597479	893.000000	893	0
Zfp428	892.000000	892	0
Eral1	892.000000	892	0
Zfp93	891.000000	891	0
Dnttip2	891.000000	891	0
Ubqln1	889.000000	889	0
Phb2	889.000000	889	0
Emg1	889.000000	889	0
Znhit3	885.000000	885	0
Tmub1	885.000000	885	0
Fastk	885.000000	885	0
Agap3	885.000000	885	0
Cct8	884.000000	884	0
Zik1	882.000000	882	0
Zfp420	881.000000	881	0
Slc25a27	881.000000	881	0
Cyp39a1	881.000000	881	0
Ahcyl2	881.000000	881	0
Rbm38	880.000000	880	0
Mocs1	877.000000	877	0
Crbn	877.000000	877	0
Bbs9	876.000000	876	0
Cdc6	874.000000	874	0
Gtf2f1	873.000000	873	0
Zfp84	871.000000	871	0
Mblac1	871.000000	871	0
Alkbh8	871.000000	871	0
Rps23	868.000000	868	0
Wdr76	866.000000	866	0
Mfap1a	866.000000	866	0
Hikeshi	866.000000	866	0
Tmem186	865.000000	865	0
Pmm2	865.000000	865	0
Nek2	865.000000	865	0
Dync2li1	863.000000	863	0
Zfp626	862.000000	862	0
Cdc25a	862.000000	862	0
Zfp263	860.000000	860	0
Tbc1d31	860.000000	860	0
Slc38a7	859.000000	859	0
Fyttd1	859.000000	859	0
Kif20a	858.000000	858	0
Caprin1	858.000000	858	0
Brd8	858.000000	858	0
Sufu	857.000000	857	0
Actr1a	857.000000	857	0
Zc4h2	856.000000	856	0
Ythdf1	856.000000	856	0
Tmem208	856.000000	856	0
Lrrc29	856.000000	856	0
Htt	854.000000	854	0
Akirin2	850.000000	850	0
Twist1	846.000000	846	0
Mon1a	844.000000	844	0
Fgfr1	844.000000	844	0
9530077C05Rik	842.000000	842	0
Zfp748	840.000000	840	0
Crnkl1	839.000000	839	0
Cfap61	839.000000	839	0
Twnk	837.000000	837	0
Mrpl43	837.000000	837	0
Qsox1	836.000000	836	0
Mdm2	835.000000	835	0
Gtf2e2	834.000000	834	0
Enkd1	834.000000	834	0
4933405L10Rik	834.000000	834	0
Snrpe	833.000000	833	0
Slf2	833.000000	833	0
Mob2	833.000000	833	0
Ccdc28a	832.000000	832	0
Zfp111	829.000000	829	0
Adss	829.000000	829	0
Zfp87	827.000000	827	0
Gabpa	826.000000	826	0
Atp5j	826.000000	826	0
Ubald1	825.000000	825	0
Zscan20	824.000000	824	0
Myl6b	821.000000	821	0
Myl6	821.000000	821	0
Tpt1	819.000000	819	0
Ppat	819.000000	819	0
Paics	819.000000	819	0
Brms1	819.000000	819	0
B4gat1	819.000000	819	0
Plk1	817.000000	817	0
Tonsl	815.000000	815	0
Slc12a6	814.000000	814	0
Nutm1	814.000000	814	0
Nop10	814.000000	814	0
L3mbtl2	811.000000	811	0
Ubp1	810.000000	810	0
Sirt6	809.000000	809	0
Rad9a	809.000000	809	0
Mid1ip1	809.000000	809	0
Ankrd24	809.000000	809	0
Rhbdd2	805.000000	805	0
Arfgap1	804.000000	804	0
Nicn1	803.000000	803	0
Wtap	802.000000	802	0
Chrac1	802.000000	802	0
Pi4kb	799.000000	799	0
Rnf10	797.000000	797	0
Ralgapb	796.000000	796	0
Micos10	794.000000	794	0
Gtpbp8	793.000000	793	0
Chac2	793.000000	793	0
Zfp110	792.000000	792	0
Psmd10	789.000000	789	0
Atg4a	789.000000	789	0
Uba1	788.000000	788	0
Arl6	788.000000	788	0
Fads1	787.000000	787	0
Mapkapk5	786.000000	786	0
Zfr	784.000000	784	0
Rps13	784.000000	784	0
Rabl3	784.000000	784	0
Gtf2e1	784.000000	784	0
Cdc37l1	784.000000	784	0
Ahdc1	784.000000	784	0
Tex14	783.000000	783	0
Kbtbd6	783.000000	783	0
Cdca4	783.000000	783	0
Tmem259	782.000000	782	0
Nolc1	782.000000	782	0
Cnn2	782.000000	782	0
Rpl6	780.000000	780	0
Map2k6	780.000000	780	0
Emilin1	779.000000	779	0
Cdip1	775.000000	775	0
Ttc30a2	774.000000	774	0
Ttc30a1	774.000000	774	0
Wdr18	772.000000	772	0
Polr3k	771.000000	771	0
Glo1	771.000000	771	0
Stam	770.000000	770	0
Smim10l1	770.000000	770	0
Ubl3	769.000000	769	0
Prpf3	768.000000	768	0
Trmt61a	767.000000	767	0
Cacng7	767.000000	767	0
Washc2	766.000000	766	0
Rdh13	766.000000	766	0
Med15	766.000000	766	0
Zfp418	760.000000	760	0
Coq10a	760.000000	760	0
Ube2d1	757.000000	757	0
Exd2	757.000000	757	0
Wdcp	756.000000	756	0
Ipo7	756.000000	756	0
Kif5a	755.000000	755	0
Dctn2	755.000000	755	0
Ube2h	754.000000	754	0
Glrx5	751.000000	751	0
Zfp692	750.000000	750	0
Vps41	749.000000	749	0
Tm9sf4	749.000000	749	0
Ice1	749.000000	749	0
Gamt	749.000000	749	0
Dazap1	749.000000	749	0
Tatdn1	748.000000	748	0
Poglut2	748.000000	748	0
Ndufb9	748.000000	748	0
Bivm	748.000000	748	0
Thoc3	747.000000	747	0
Pes1	747.000000	747	0
Lcmt1	747.000000	747	0
Ahctf1	747.000000	747	0
Trim23	746.000000	746	0
Trappc13	746.000000	746	0
Shld3	746.000000	746	0
Marchf5	746.000000	746	0
Cpeb3	746.000000	746	0
4833439L19Rik	744.000000	744	0
Zfp583	743.000000	743	0
Cluap1	743.000000	743	0
1700037C18Rik	743.000000	743	0
Mettl18	742.000000	742	0
BC055324	742.000000	742	0
Llph	740.000000	740	0
Rab8b	739.000000	739	0
Polr2b	738.000000	738	0
Noa1	738.000000	738	0
Sp4	737.000000	737	0
Ctf1	736.000000	736	0
Bcl7c	736.000000	736	0
Amn1	730.000000	730	0
Hsd17b4	728.000000	728	0
Pih1d2	726.000000	726	0
Nkapd1	726.000000	726	0
Smc5	725.000000	725	0
Nr1d1	724.000000	724	0
Mybl1	722.000000	722	0
Kif3c	722.000000	722	0
Mmgt1	720.000000	720	0
Cnot2	720.000000	720	0
Asb13	720.000000	720	0
Ubl7	719.000000	719	0
Ing1	719.000000	719	0
Cars2	719.000000	719	0
Thoc5	718.000000	718	0
Snx14	718.000000	718	0
Rps3	718.000000	718	0
Mex3a	718.000000	718	0
Trim32	716.000000	716	0
Zfp65	712.000000	712	0
Tle2	712.000000	712	0
Sys1	710.000000	710	0
Tmod3	708.000000	708	0
Slc11a2	706.000000	706	0
Pnisr	706.000000	706	0
Anapc1	703.000000	703	0
Kmt2d	702.000000	702	0
Zfp369	700.000000	700	0
Ccdc62	699.000000	699	0
Bckdk	698.000000	698	0
Zar1l	694.000000	694	0
Wrap53	694.000000	694	0
Trp53	694.000000	694	0
Rbm17	694.000000	694	0
Brca2	694.000000	694	0
Nupl1	693.000000	693	0
Usp16	689.000000	689	0
Dpf1	688.000000	688	0
Sec22a	685.000000	685	0
Nudt12	685.000000	685	0
Tomm70a	682.000000	682	0
Zfp58	681.000000	681	0
Pan3	681.000000	681	0
Mtmr2	681.000000	681	0
Rad50	680.000000	680	0
Brox	680.000000	680	0
Aida	680.000000	680	0
Ino80e	679.000000	679	0
Hirip3	679.000000	679	0
Mcph1	678.000000	678	0
Cox14	676.000000	676	0
Smim26	674.000000	674	0
Lin9	674.000000	674	0
Cfl1	674.000000	674	0
Tmem238	672.000000	672	0
