Target_genes	Hoxa13|Average	SRX4618294|Embryonic_limb	SRX4618296|Embryonic_limb	SRX4618301|Embryonic_limb	SRX1757411|Forelimb	STRING
Ifi202b	74.000000	0	296	0	0	0
Gm7694	74.000000	0	296	0	0	0
Gipc3	74.000000	0	296	0	0	0
Fgf8	74.000000	0	296	0	0	0
Fam20a	74.000000	0	296	0	0	0
Echdc1	74.000000	0	296	0	0	0
Cxcl1	74.000000	0	296	0	0	0
Chchd6	74.000000	0	296	0	0	0
Casp12	74.000000	0	296	0	0	0
C3ar1	74.000000	0	296	0	0	0
Acot10	74.000000	0	296	0	0	0
Acnat2	74.000000	0	296	0	0	0
Abcb1a	74.000000	0	296	0	0	0
Smco3	73.750000	0	295	0	0	0
Sav1	73.750000	0	295	0	0	0
Raet1d	73.750000	0	295	0	0	0
Mpp2	73.750000	0	0	0	295	0
Eomes	73.750000	0	0	0	295	0
BC049715	73.750000	0	295	0	0	0
Zfp395	73.500000	0	109	0	185	0
Wipi2	73.500000	0	0	0	294	0
Kdm5b	73.500000	0	0	0	294	0
Dcn	73.500000	0	132	0	162	0
Ms4a12	73.250000	0	169	0	124	0
Gm9508	73.250000	0	0	0	293	0
Gm19402	73.250000	0	0	0	293	0
Mpdu1	73.000000	0	292	0	0	0
Cox8b	73.000000	0	0	0	292	0
Bcl11a	73.000000	0	177	0	115	0
Ufsp1	72.750000	0	0	0	291	0
Tigd4	72.750000	0	0	0	291	0
Ppp5c	72.750000	0	0	0	291	0
Olfr820	72.750000	0	291	0	0	0
Olfr1501	72.750000	0	0	0	291	0
Mgst3	72.750000	0	0	0	291	0
Mat2a	72.750000	0	291	0	0	0
Ipo7	72.750000	0	291	0	0	0
Hs6st1	72.750000	0	0	0	291	0
Gpkow	72.750000	0	0	0	291	0
Epha5	72.750000	0	169	0	122	0
Chka	72.750000	0	0	0	291	0
2610528A11Rik	72.750000	0	0	0	291	0
Snx24	72.500000	0	0	0	290	0
Smg9	72.500000	0	0	0	290	0
Ptp4a2	72.500000	0	0	0	290	0
Poln	72.500000	0	290	0	0	0
Nr3c1	72.500000	0	290	0	0	0
Mettl11b	72.500000	0	0	0	290	0
Haus3	72.500000	0	290	0	0	0
Foxo3	72.500000	0	0	0	290	0
Eml4	72.500000	0	0	0	290	0
Zfp146	72.250000	0	209	0	80	0
Ttll4	72.250000	0	289	0	0	0
Plcl2	72.250000	0	188	0	101	0
Ndufc2	72.250000	0	289	0	0	0
Mllt3	72.250000	0	136	0	153	0
Zfyve1	72.000000	0	288	0	0	0
Wwp2	72.000000	0	288	0	0	0
Vtcn1	72.000000	0	288	0	0	0
Usf3	72.000000	0	0	0	288	0
Tmem265	72.000000	0	288	0	0	0
Tex22	72.000000	0	288	0	0	0
Strc	72.000000	0	288	0	0	0
Smtn	72.000000	0	288	0	0	0
Serpinb7	72.000000	0	288	0	0	0
Rogdi	72.000000	0	288	0	0	0
Rap2c	72.000000	0	288	0	0	0
Pmaip1	72.000000	0	288	0	0	0
Pfpl	72.000000	0	288	0	0	0
Olfr883	72.000000	0	288	0	0	0
Olfr826	72.000000	0	288	0	0	0
Olfr608	72.000000	0	288	0	0	0
Olfr607	72.000000	0	288	0	0	0
Olfr598	72.000000	0	288	0	0	0
Olfr597	72.000000	0	288	0	0	0
Olfr547	72.000000	0	288	0	0	0
Olfr194	72.000000	0	288	0	0	0
Olfr1535	72.000000	0	288	0	0	0
Olfr1441	72.000000	0	288	0	0	0
Ncoa1	72.000000	0	288	0	0	0
N4bp2	72.000000	0	195	0	93	0
Kyat1	72.000000	0	288	0	0	0
Krtap19-5	72.000000	0	288	0	0	0
Jtb	72.000000	0	288	0	0	0
Grb2	72.000000	0	288	0	0	0
Gramd3	72.000000	0	288	0	0	0
Gm42372	72.000000	0	0	0	288	0
Fam102b	72.000000	0	288	0	0	0
Dcaf15	72.000000	0	288	0	0	0
Cntn3	72.000000	0	288	0	0	0
Boc	72.000000	0	195	93	0	0
Asah1	72.000000	0	288	0	0	0
Arhgap21	72.000000	0	0	0	288	0
Ap3b1	72.000000	0	288	0	0	0
Agtpbp1	72.000000	0	0	0	288	0
Adamts7	72.000000	0	288	0	0	0
5430402E10Rik	72.000000	0	288	0	0	0
Ppm1k	71.750000	0	0	0	287	0
LOC115486427	71.750000	0	147	140	0	0
Ddit4l	71.750000	0	287	0	0	0
Arhgef7	71.750000	0	0	0	287	0
Zfp318	71.500000	0	286	0	0	0
Usp1	71.500000	0	124	0	162	0
Rev3l	71.500000	0	286	0	0	0
Rassf9	71.500000	0	88	0	198	0
Ptch1	71.500000	0	132	0	154	0
Lrrc10	71.500000	0	0	0	286	0
Snrpb	71.250000	0	0	0	285	0
Lgr5	71.250000	0	0	0	285	0
Rab1a	71.000000	0	284	0	0	0
Plekha8	71.000000	0	0	0	284	0
Nt5c3	71.000000	0	284	0	0	0
Cenpm	71.000000	0	0	0	284	0
Zfp703	70.750000	0	0	0	283	0
Pet117	70.750000	0	169	0	114	0
Mterf2	70.750000	0	144	0	139	0
Kat14	70.750000	0	169	0	114	0
Fgf10	70.750000	0	142	0	141	0
4930447A16Rik	70.750000	0	0	0	283	0
Wbp11	70.500000	0	282	0	0	0
Trim12c	70.500000	0	0	0	282	0
Snrpa	70.500000	0	0	0	282	0
Rxfp1	70.500000	0	0	0	282	0
Rad54b	70.500000	0	87	0	195	0
Prkag1	70.500000	0	0	0	282	0
G3bp1	70.500000	0	0	0	282	0
BC024978	70.500000	0	0	0	282	0
Aunip	70.500000	0	0	0	282	0
Zmynd8	70.250000	0	0	0	281	0
Zfp937	70.250000	0	281	0	0	0
Zfp423	70.250000	0	281	0	0	0
Vmn2r62	70.250000	0	281	0	0	0
Vmn2r126	70.250000	0	281	0	0	0
Vmn2r11	70.250000	0	281	0	0	0
Vmn1r125	70.250000	0	281	0	0	0
Usp37	70.250000	0	281	0	0	0
Tsg101	70.250000	0	281	0	0	0
Tmub1	70.250000	0	281	0	0	0
Tmco2	70.250000	0	281	0	0	0
Tctn3	70.250000	0	281	0	0	0
Tal1	70.250000	0	281	0	0	0
Slc7a13	70.250000	0	281	0	0	0
Sar1b	70.250000	0	281	0	0	0
Rragd	70.250000	0	0	0	281	0
Ralgapa1	70.250000	0	281	0	0	0
Ppp2r3d	70.250000	0	281	0	0	0
Plcd4	70.250000	0	281	0	0	0
Phf11c	70.250000	0	281	0	0	0
Pcbd1	70.250000	0	281	0	0	0
Olfr746	70.250000	0	281	0	0	0
Olfr729	70.250000	0	281	0	0	0
Olfr592	70.250000	0	0	281	0	0
Nrg4	70.250000	0	281	0	0	0
Nrap	70.250000	0	281	0	0	0
Mob1a	70.250000	0	281	0	0	0
Meioc	70.250000	0	281	0	0	0
Lrfn3	70.250000	0	281	0	0	0
Lipn	70.250000	0	281	0	0	0
Klk4	70.250000	0	281	0	0	0
Kcnn3	70.250000	0	281	0	0	0
Jak1	70.250000	0	281	0	0	0
Imp4	70.250000	0	126	0	155	0
Gtf2h4	70.250000	0	0	281	0	0
Gm5142	70.250000	0	281	0	0	0
Ggh	70.250000	0	281	0	0	0
Frg2f1	70.250000	0	281	0	0	0
Foxj3	70.250000	0	281	0	0	0
Fastk	70.250000	0	281	0	0	0
Esp5	70.250000	0	281	0	0	0
Entpd1	70.250000	0	281	0	0	0
Cypt12	70.250000	0	281	0	0	0
Chmp1b	70.250000	0	281	0	0	0
Cdc73	70.250000	0	281	0	0	0
Ccdc115	70.250000	0	126	0	155	0
Brinp3	70.250000	0	281	0	0	0
Atp11c	70.250000	0	281	0	0	0
Akap14	70.250000	0	281	0	0	0
Agap3	70.250000	0	281	0	0	0
Yaf2	70.000000	0	280	0	0	0
Tanc2	70.000000	0	280	0	0	0
Sycp2	70.000000	0	280	0	0	0
Prkacb	70.000000	0	280	0	0	0
Dlx6	70.000000	0	172	0	108	0
Chil4	70.000000	0	280	0	0	0
Zfand3	69.750000	0	0	0	279	0
Rims2	69.750000	0	169	0	110	0
Pggt1b	69.750000	0	162	0	117	0
Hcfc2	69.750000	0	279	0	0	0
Dlgap5	69.750000	0	0	0	279	0
Zfp804a	69.500000	0	278	0	0	0
Ndnf	69.500000	0	278	0	0	0
Nab1	69.500000	0	175	0	103	0
Klf9	69.500000	0	0	0	278	0
Hoatz	69.500000	0	278	0	0	0
Cntln	69.500000	0	138	0	140	0
Ank3	69.500000	0	0	0	278	0
Rab5a	69.250000	0	0	0	277	0
Ppp2r1b	69.250000	0	0	0	277	0
Plk1	69.250000	0	0	0	277	0
Nuak2	69.250000	0	0	0	277	0
Hpgd	69.250000	0	144	0	133	0
Gm1070	69.250000	0	0	0	277	0
Zfyve26	69.000000	0	126	0	150	0
Rad51b	69.000000	0	126	0	150	0
Mpzl1	69.000000	0	162	0	114	0
Gjb3	69.000000	0	114	0	162	0
Smarca5	68.750000	0	170	0	105	0
Asph	68.750000	0	209	0	66	0
Snrnp35	68.500000	0	0	0	274	0
Slit2	68.500000	0	274	0	0	0
Sall3	68.500000	0	274	0	0	0
Rilpl2	68.500000	0	0	0	274	0
Igfbp5	68.500000	0	188	86	0	0
Hdhd3	68.500000	0	172	0	102	0
Zglp1	68.250000	0	273	0	0	0
Zfp619	68.250000	0	273	0	0	0
Ywhah	68.250000	0	273	0	0	0
Vmn2r56	68.250000	0	273	0	0	0
Vmn1r233	68.250000	0	273	0	0	0
Uvrag	68.250000	0	273	0	0	0
Tusc3	68.250000	0	273	0	0	0
Tpra1	68.250000	0	0	0	273	0
Tiprl	68.250000	0	273	0	0	0
Tcte2	68.250000	0	273	0	0	0
Tango6	68.250000	0	273	0	0	0
Sytl4	68.250000	0	273	0	0	0
Sycp3	68.250000	0	273	0	0	0
Stk38	68.250000	0	273	0	0	0
St6galnac4	68.250000	0	273	0	0	0
Snx15	68.250000	0	273	0	0	0
Slc25a10	68.250000	0	0	0	273	0
Sh3rf1	68.250000	0	273	0	0	0
Rrad	68.250000	0	0	0	273	0
Rps6kc1	68.250000	0	273	0	0	0
Rps16	68.250000	0	273	0	0	0
Prkdc	68.250000	0	273	0	0	0
Pde8b	68.250000	0	273	0	0	0
Pbp2	68.250000	0	273	0	0	0
Otud6b	68.250000	0	273	0	0	0
Olfr921	68.250000	0	273	0	0	0
Olfr851	68.250000	0	273	0	0	0
Olfr772	68.250000	0	273	0	0	0
Olfr181	68.250000	0	273	0	0	0
Olfr1205	68.250000	0	273	0	0	0
Olfr1045	68.250000	0	273	0	0	0
Obox2	68.250000	0	273	0	0	0
Nrip1	68.250000	0	273	0	0	0
Nfasc	68.250000	0	0	0	273	0
Nek4	68.250000	0	156	0	117	0
Msr1	68.250000	0	273	0	0	0
Mrpl12	68.250000	0	0	0	273	0
Mcm4	68.250000	0	273	0	0	0
Mcm2	68.250000	0	0	0	273	0
Lsm6	68.250000	0	273	0	0	0
Leng9	68.250000	0	0	0	273	0
Klhl41	68.250000	0	273	0	0	0
Ifi27	68.250000	0	273	0	0	0
Ifi213	68.250000	0	273	0	0	0
Hpf1	68.250000	0	0	0	273	0
Golph3	68.250000	0	273	0	0	0
Gm15517	68.250000	0	0	0	273	0
Ghrh	68.250000	0	273	0	0	0
Galnt11	68.250000	0	273	0	0	0
Dhx34	68.250000	0	273	0	0	0
Defb41	68.250000	0	273	0	0	0
Clip4	68.250000	0	126	0	147	0
Clcc1	68.250000	0	273	0	0	0
Atp11b	68.250000	0	273	0	0	0
Armc8	68.250000	0	0	0	273	0
Afdn	68.250000	0	273	0	0	0
Adgrv1	68.250000	0	273	0	0	0
1700034J05Rik	68.250000	0	273	0	0	0
1700019D03Rik	68.250000	0	273	0	0	0
Smim18	68.000000	0	272	0	0	0
Otud4	68.000000	0	162	0	110	0
Ice2	68.000000	0	0	0	272	0
Dnajc10	68.000000	0	272	0	0	0
Aff2	68.000000	0	0	0	272	0
Smpd1	67.750000	0	0	0	271	0
Minar2	67.750000	0	0	0	271	0
Fmo9	67.750000	0	144	0	127	0
Fign	67.750000	0	271	0	0	0
Dlk1	67.750000	0	0	0	271	0
Abca4	67.750000	0	0	0	271	0
Zbtb39	67.500000	0	0	0	270	0
Usp3	67.500000	0	0	0	270	0
Nefm	67.500000	0	0	0	270	0
Krt222	67.500000	0	270	0	0	0
Fbxw4	67.500000	0	270	0	0	0
Daam1	67.500000	0	120	0	150	0
Znrf1	67.250000	0	0	0	269	0
Trim71	67.250000	0	0	0	269	0
Prkab2	67.250000	0	0	0	269	0
Olig1	67.250000	0	183	0	86	0
Hip1	67.250000	0	169	0	100	0
Gli3	67.250000	0	0	0	269	0
Dusp6	67.250000	0	0	0	269	0
Ano7	67.250000	0	0	0	269	0
Tesk2	67.000000	0	268	0	0	0
Mtf2	67.000000	0	108	93	67	0
Mrpl53	67.000000	0	144	0	124	0
Hipk2	67.000000	0	98	0	170	0
Arl15	67.000000	0	268	0	0	0
Ccp110	66.750000	0	150	0	117	0
Calcrl	66.750000	0	156	0	111	0
Zfp617	66.500000	0	266	0	0	0
Zfp352	66.500000	0	266	0	0	0
Vmn2r45	66.500000	0	266	0	0	0
Vmn1r228	66.500000	0	266	0	0	0
Vmn1r202	66.500000	0	266	0	0	0
Usp54	66.500000	0	266	0	0	0
Ugt2b38	66.500000	0	266	0	0	0
Tomm5	66.500000	0	266	0	0	0
Tmem26	66.500000	0	266	0	0	0
Tjap1	66.500000	0	266	0	0	0
Sntg2	66.500000	0	266	0	0	0
Sgsm3	66.500000	0	0	0	266	0
Rgs17	66.500000	0	266	0	0	0
Prss57	66.500000	0	266	0	0	0
Prss23	66.500000	0	266	0	0	0
Plac8	66.500000	0	266	0	0	0
Palm	66.500000	0	266	0	0	0
Olfr824	66.500000	0	266	0	0	0
Olfr1182	66.500000	0	266	0	0	0
Neb	66.500000	0	266	0	0	0
Nat8f3	66.500000	0	266	0	0	0
Mras	66.500000	0	266	0	0	0
Minpp1	66.500000	0	266	0	0	0
Mettl21e	66.500000	0	266	0	0	0
Mbd1	66.500000	0	266	0	0	0
Lpar4	66.500000	0	266	0	0	0
Lamc1	66.500000	0	266	0	0	0
Khdc3	66.500000	0	266	0	0	0
Kctd15	66.500000	0	266	0	0	0
Kcnv2	66.500000	0	266	0	0	0
Idh3b	66.500000	0	266	0	0	0
Gpr141b	66.500000	0	266	0	0	0
Gpi1	66.500000	0	266	0	0	0
Fgl2	66.500000	0	266	0	0	0
Eef1akmt1	66.500000	0	266	0	0	0
Dvl3	66.500000	0	266	0	0	0
Dnah17	66.500000	0	266	0	0	0
Cyp3a13	66.500000	0	266	0	0	0
Casp1	66.500000	0	266	0	0	0
Bbx	66.500000	0	266	0	0	0
Baat	66.500000	0	266	0	0	0
Ankrd34b	66.500000	0	266	0	0	0
Adcy9	66.500000	0	0	0	266	0
4930524B15Rik	66.500000	0	266	0	0	0
Senp7	66.250000	0	169	0	96	0
Prpf39	66.250000	0	133	0	132	0
Nop58	66.250000	0	138	0	127	0
Hjurp	66.250000	0	140	0	125	0
H4c12	66.250000	0	144	0	121	0
H2bc15	66.250000	0	144	0	121	0
H2ac15	66.250000	0	144	0	121	0
Flt1	66.250000	0	265	0	0	0
A730008H23Rik	66.250000	0	140	0	125	0
Th	66.000000	0	0	0	264	0
Pde1b	66.000000	0	0	0	264	0
Olfr790	66.000000	0	264	0	0	0
Olfr279	66.000000	0	0	0	264	0
Mdm4	66.000000	0	0	0	264	0
Il13	66.000000	0	0	0	264	0
D930020B18Rik	66.000000	0	0	0	264	0
Cnbp	66.000000	0	0	0	264	0
Psd3	65.750000	0	0	0	263	0
Mucl2	65.750000	0	263	0	0	0
Mucl1	65.750000	0	263	0	0	0
Mdga1	65.750000	0	103	0	160	0
Lratd2	65.750000	0	0	0	263	0
Fnbp4	65.750000	0	263	0	0	0
Asb4	65.750000	0	0	0	263	0
Taar7a	65.500000	0	0	262	0	0
Taar6	65.500000	0	0	262	0	0
Prpf38b	65.500000	0	262	0	0	0
Plxdc1	65.500000	0	109	0	153	0
Osbp	65.500000	0	0	0	262	0
Nprl3	65.500000	0	138	0	124	0
Mapk8	65.500000	0	262	0	0	0
Bmi1	65.500000	0	123	0	139	0
Arsb	65.500000	0	126	0	136	0
Ubb	65.250000	0	261	0	0	0
Taf12	65.250000	0	0	0	261	0
Nadk2	65.250000	0	0	0	261	0
Cog6	65.250000	0	0	163	98	0
Ankrd50	65.250000	0	156	0	105	0
Mcur1	65.000000	0	260	0	0	0
Mcc	65.000000	0	0	0	260	0
Map4k4	65.000000	0	260	0	0	0
L3hypdh	65.000000	0	260	0	0	0
Jkamp	65.000000	0	260	0	0	0
Ak1	65.000000	0	0	0	260	0
Zfhx4	64.750000	0	161	0	98	0
Tmco1	64.750000	0	120	0	139	0
Prox1	64.750000	0	259	0	0	0
Mettl7a2	64.750000	0	0	0	259	0
Methig1	64.750000	0	0	0	259	0
Gna12	64.750000	0	156	0	103	0
Cdh20	64.750000	0	0	0	259	0
Zfp958	64.500000	0	258	0	0	0
Zfp947	64.500000	0	258	0	0	0
Zfp106	64.500000	0	258	0	0	0
Vsig10	64.500000	0	258	0	0	0
Vmn2r58	64.500000	0	258	0	0	0
Vmn2r50	64.500000	0	258	0	0	0
Ttk	64.500000	0	258	0	0	0
Tmprss11d	64.500000	0	258	0	0	0
Tle2	64.500000	0	258	0	0	0
Thegl	64.500000	0	258	0	0	0
Taar8a	64.500000	0	258	0	0	0
Snap23	64.500000	0	258	0	0	0
Skint11	64.500000	0	258	0	0	0
Sipa1l2	64.500000	0	258	0	0	0
Shld2	64.500000	0	258	0	0	0
Rapsn	64.500000	0	258	0	0	0
Raet1c	64.500000	0	258	0	0	0
Raet1b	64.500000	0	258	0	0	0
Prdm8	64.500000	0	258	0	0	0
Prdm1	64.500000	0	258	0	0	0
Polr3gl	64.500000	0	258	0	0	0
Pdrg1	64.500000	0	258	0	0	0
Pde4d	64.500000	0	258	0	0	0
Olfr1145	64.500000	0	258	0	0	0
Olfr1002	64.500000	0	258	0	0	0
Nms	64.500000	0	258	0	0	0
Nlrp4a	64.500000	0	258	0	0	0
Ndufaf2	64.500000	0	182	0	76	0
Mettl2	64.500000	0	0	0	258	0
Krtap4-13	64.500000	0	258	0	0	0
Krtap31-2	64.500000	0	258	0	0	0
Kcnj13	64.500000	0	258	0	0	0
Ivl	64.500000	0	258	0	0	0
H3f3a	64.500000	0	258	0	0	0
Gtsf2	64.500000	0	258	0	0	0
Gsdme	64.500000	0	258	0	0	0
Gm6408	64.500000	0	258	0	0	0
Gm11569	64.500000	0	258	0	0	0
Gm11554	64.500000	0	258	0	0	0
Glud1	64.500000	0	258	0	0	0
Gca	64.500000	0	258	0	0	0
Gatb	64.500000	0	258	0	0	0
Gapt	64.500000	0	258	0	0	0
Fam151b	64.500000	0	169	0	89	0
Ell3	64.500000	0	258	0	0	0
Dnajc19	64.500000	0	258	0	0	0
Dcun1d1	64.500000	0	258	0	0	0
Cyp4f39	64.500000	0	258	0	0	0
Cyb5a	64.500000	0	258	0	0	0
Cisd2	64.500000	0	258	0	0	0
Chn1	64.500000	0	258	0	0	0
Cdca4	64.500000	0	258	0	0	0
BC051665	64.500000	0	258	0	0	0
B230307C23Rik	64.500000	0	258	0	0	0
Apol7a	64.500000	0	258	0	0	0
Ankrd34a	64.500000	0	258	0	0	0
Adsl	64.500000	0	258	0	0	0
Adam32	64.500000	0	258	0	0	0
A630023A22Rik	64.500000	0	258	0	0	0
3300002I08Rik	64.500000	0	258	0	0	0
Trim16	64.250000	0	0	0	257	0
Zfp934	64.000000	0	256	0	0	0
H3c13	64.000000	0	146	0	110	0
H2bc18	64.000000	0	146	0	110	0
E4f1	64.000000	0	132	0	124	0
Scn11a	63.750000	0	0	0	255	0
Rnf125	63.750000	0	0	0	255	0
Prkd3	63.750000	0	152	0	103	0
Pgam1	63.750000	0	0	0	255	0
Gpc1	63.750000	0	0	0	255	0
Coq10a	63.750000	0	0	0	255	0
Uhrf1	63.250000	0	0	0	253	0
Sh3gl1	63.250000	0	0	0	253	0
Mycbpap	63.250000	0	0	0	253	0
Arrdc5	63.250000	0	0	0	253	0
Wapl	63.000000	0	252	0	0	0
Tpbg	63.000000	0	0	0	252	0
Sec23b	63.000000	0	153	0	99	0
Rbbp9	63.000000	0	153	0	99	0
Pola2	63.000000	0	0	252	0	0
Pcnp	63.000000	0	142	0	110	0
Ldb1	63.000000	0	0	0	252	0
Hint1	63.000000	0	252	0	0	0
Dyrk2	63.000000	0	156	0	96	0
Ccdc173	63.000000	0	252	0	0	0
Cacna1a	63.000000	0	0	0	252	0
Zfp663	62.750000	0	251	0	0	0
Zfp42	62.750000	0	251	0	0	0
Zfp398	62.750000	0	251	0	0	0
Zc3h12a	62.750000	0	251	0	0	0
Vmn1r17	62.750000	0	251	0	0	0
Uhrf1bp1l	62.750000	0	251	0	0	0
Ucp3	62.750000	0	251	0	0	0
Trp63	62.750000	0	251	0	0	0
Tmem131	62.750000	0	0	0	251	0
Tm2d1	62.750000	0	251	0	0	0
Tex36	62.750000	0	251	0	0	0
Tdo2	62.750000	0	0	0	251	0
Sp8	62.750000	0	251	0	0	0
Slc25a15	62.750000	0	251	0	0	0
Slc17a2	62.750000	0	251	0	0	0
Serpind1	62.750000	0	251	0	0	0
Scel	62.750000	0	251	0	0	0
Samd14	62.750000	0	0	0	251	0
Rergl	62.750000	0	251	0	0	0
Rbm11	62.750000	0	251	0	0	0
Rab39b	62.750000	0	251	0	0	0
Ptprz1	62.750000	0	251	0	0	0
Prkrip1	62.750000	0	251	0	0	0
Pkhd1	62.750000	0	251	0	0	0
Parp16	62.750000	0	251	0	0	0
Olfr688	62.750000	0	251	0	0	0
Olfr31	62.750000	0	251	0	0	0
Olfr301	62.750000	0	251	0	0	0
Olfr1214	62.750000	0	251	0	0	0
Olfr1015	62.750000	0	251	0	0	0
Mylk3	62.750000	0	251	0	0	0
Mybpc1	62.750000	0	251	0	0	0
Msh4	62.750000	0	251	0	0	0
Mns1	62.750000	0	251	0	0	0
Mmp28	62.750000	0	0	0	251	0
Marveld2	62.750000	0	251	0	0	0
Lipk	62.750000	0	251	0	0	0
Lce3b	62.750000	0	251	0	0	0
Klhl40	62.750000	0	251	0	0	0
Inpp1	62.750000	0	251	0	0	0
Gm36176	62.750000	0	251	0	0	0
Gm17660	62.750000	0	251	0	0	0
Gm11559	62.750000	0	251	0	0	0
Gm10130	62.750000	0	251	0	0	0
Gins4	62.750000	0	251	0	0	0
Gabra1	62.750000	0	251	0	0	0
Fdft1	62.750000	0	251	0	0	0
Fa2h	62.750000	0	251	0	0	0
Espn	62.750000	0	251	0	0	0
Erich4	62.750000	0	251	0	0	0
Dmac2	62.750000	0	251	0	0	0
Crygf	62.750000	0	251	0	0	0
Cox10	62.750000	0	162	0	89	0
Cdk19	62.750000	0	0	0	251	0
Cd300c	62.750000	0	251	0	0	0
C9orf72	62.750000	0	251	0	0	0
Bend4	62.750000	0	251	0	0	0
Asb5	62.750000	0	251	0	0	0
Ap1m2	62.750000	0	251	0	0	0
Adamtsl1	62.750000	0	251	0	0	0
Adam21	62.750000	0	251	0	0	0
Acly	62.750000	0	251	0	0	0
Tpd52	62.500000	0	0	0	250	0
Pla2g7	62.500000	0	103	0	147	0
Pik3r1	62.500000	0	250	0	0	0
Fam227b	62.500000	0	103	0	147	0
Dtwd1	62.500000	0	103	0	147	0
Cxcl10	62.500000	0	0	0	250	0
Sp9	62.250000	0	249	0	0	0
Slc2a1	62.250000	0	0	0	249	0
Klhdc9	62.250000	0	0	0	249	0
Cdk5rap2	62.250000	0	0	0	249	0
Bach1	62.250000	0	0	0	249	0
Asic5	62.250000	0	249	0	0	0
Nfia	62.000000	0	166	0	82	0
Frmd6	62.000000	0	0	0	248	0
Cep41	62.000000	0	0	0	248	0
Zfp148	61.750000	0	247	0	0	0
Tmed8	61.750000	0	120	0	127	0
Samd15	61.750000	0	120	0	127	0
Rgmb	61.750000	0	247	0	0	0
Misp3	61.750000	0	0	0	247	0
Hoxc8	61.750000	0	247	0	0	0
Wdr72	61.500000	0	0	0	246	0
Trim62	61.500000	0	0	0	246	0
Sdcbp	61.500000	0	0	0	246	0
Sdad1	61.500000	0	0	0	246	0
Plp2	61.500000	0	0	0	246	0
Nop10	61.500000	0	147	0	99	0
Madcam1	61.500000	0	0	0	246	0
Gtpbp2	61.500000	0	0	0	246	0
Gpn3	61.500000	0	0	0	246	0
Fyn	61.500000	0	0	123	123	0
Fam216a	61.500000	0	0	0	246	0
F11r	61.500000	0	0	0	246	0
Col9a2	61.500000	0	0	0	246	0
Arsg	61.500000	0	0	0	246	0
Tcerg1	61.250000	0	0	0	245	0
Smc4	61.250000	0	245	0	0	0
Mup17	61.250000	0	245	0	0	0
Ift80	61.250000	0	245	0	0	0
Vmn2r79	61.000000	0	244	0	0	0
Vmn2r103	61.000000	0	244	0	0	0
Vmn1r72	61.000000	0	244	0	0	0
Tulp4	61.000000	0	244	0	0	0
Tssk3	61.000000	0	244	0	0	0
Tsc22d3	61.000000	0	244	0	0	0
Tnni1	61.000000	0	244	0	0	0
Srl	61.000000	0	244	0	0	0
Spic	61.000000	0	244	0	0	0
Sparc	61.000000	0	244	0	0	0
Slc8a1	61.000000	0	244	0	0	0
Slc35a3	61.000000	0	244	0	0	0
Sgpp1	61.000000	0	244	0	0	0
Rheb	61.000000	0	244	0	0	0
Rcl1	61.000000	0	244	0	0	0
Rbm34	61.000000	0	244	0	0	0
Ptgs2	61.000000	0	244	0	0	0
Ppme1	61.000000	0	244	0	0	0
P4ha2	61.000000	0	244	0	0	0
Olfr830	61.000000	0	244	0	0	0
Olfr748	61.000000	0	244	0	0	0
Olfr473	61.000000	0	244	0	0	0
Olfr1181	61.000000	0	244	0	0	0
Olfr1166	61.000000	0	244	0	0	0
Olfr1121	61.000000	0	244	0	0	0
Olfr1066	61.000000	0	244	0	0	0
Nhsl1	61.000000	0	0	0	244	0
Neo1	61.000000	0	244	0	0	0
Myoz2	61.000000	0	244	0	0	0
Mtmr7	61.000000	0	244	0	0	0
Mms22l	61.000000	0	244	0	0	0
H3c4	61.000000	0	244	0	0	0
H2bc8	61.000000	0	244	0	0	0
H2bc7	61.000000	0	244	0	0	0
H2ac8	61.000000	0	244	0	0	0
H2ac7	61.000000	0	244	0	0	0
Grid2	61.000000	0	244	0	0	0
Gm7168	61.000000	0	244	0	0	0
Gm12185	61.000000	0	244	0	0	0
Gm10334	61.000000	0	244	0	0	0
Fam229a	61.000000	0	244	0	0	0
Eef1e1	61.000000	0	244	0	0	0
Ebna1bp2	61.000000	0	244	0	0	0
Dppa4	61.000000	0	244	0	0	0
Dele1	61.000000	0	244	0	0	0
Cfap57	61.000000	0	244	0	0	0
C2cd3	61.000000	0	244	0	0	0
Aox2	61.000000	0	244	0	0	0
Akr1b10	61.000000	0	244	0	0	0
Abraxas2	61.000000	0	244	0	0	0
4930519L02Rik	61.000000	0	244	0	0	0
1810009J06Rik	61.000000	0	244	0	0	0
Tfrc	60.750000	0	126	0	117	0
Sde2	60.750000	0	0	0	243	0
Cdk6	60.750000	0	243	0	0	0
Ska2	60.500000	0	242	0	0	0
Prr11	60.500000	0	242	0	0	0
Pgm2l1	60.500000	0	242	0	0	0
Lca5l	60.500000	0	132	0	110	0
Fam83d	60.500000	0	0	0	242	0
Rc3h2	60.250000	0	241	0	0	0
Ddc	60.250000	0	0	0	241	0
Tusc1	60.000000	0	101	0	139	0
Olfr209	60.000000	0	240	0	0	0
Olfr207	60.000000	0	240	0	0	0
Cers5	60.000000	0	240	0	0	0
Rnd3	59.750000	0	239	0	0	0
Ngfr	59.750000	0	0	0	239	0
Gm12695	59.750000	0	0	0	239	0
Cep57l1	59.750000	0	239	0	0	0
Ubl3	59.500000	0	238	0	0	0
Trim41	59.500000	0	238	0	0	0
Skida1	59.500000	0	0	0	238	0
