Target_genes	Klf15|Average	SRX10012505|Liver	SRX10012506|Liver	STRING
Chrac1	214.000000	171	257	0
Atg13	214.000000	198	230	0
Psmc2	213.000000	162	264	0
Dnajc2	213.000000	162	264	0
Cdyl	213.000000	196	230	0
Gpatch8	212.500000	140	285	0
Ehbp1	212.000000	77	347	0
Dyrk1b	212.000000	142	282	0
Tcirg1	211.500000	144	279	0
Tcea3	211.000000	152	270	0
Naglu	211.000000	181	241	0
Inpp4a	211.000000	128	294	0
Gtf2f1	211.000000	144	278	0
Zmym2	210.500000	136	285	0
Lrrc24	210.500000	181	240	0
Gpr152	210.500000	162	259	0
Cabp4	210.500000	162	259	0
C030006K11Rik	210.500000	181	240	0
Exph5	210.000000	181	239	0
Cfl2	210.000000	126	294	0
Cep85	210.000000	210	210	0
Cat	210.000000	161	259	0
Tmcc1	209.500000	175	244	0
Rmnd5a	209.500000	180	239	0
Otulin	209.500000	132	287	0
Hook1	209.500000	135	284	0
Gnaq	209.500000	174	245	0
Eif2s1	209.500000	134	285	0
Atp6v1d	209.500000	134	285	0
Asb7	209.500000	182	237	0
Rfx1	209.000000	208	210	0
Srr	208.500000	118	299	0
Smg6	208.500000	118	299	0
Phf20l1	208.500000	126	291	0
LOC114841036	208.500000	175	242	0
Fkbp2	208.500000	175	242	0
Zfp865	208.000000	154	262	0
Zfp524	208.000000	154	262	0
Trib3	208.000000	153	263	0
Tmem94	208.000000	170	246	0
Fiz1	208.000000	154	262	0
Bmpr2	208.000000	118	298	0
Sqor	207.500000	176	239	0
Pcgf1	207.500000	162	253	0
Tpm4	206.500000	148	265	0
Sulf2	206.500000	190	223	0
Rnf166	206.500000	144	269	0
Psmb10	206.500000	144	269	0
Pnkp	206.500000	164	249	0
Lcat	206.500000	144	269	0
Gigyf2	206.500000	187	226	0
Ctu2	206.500000	144	269	0
Csnk1a1	206.500000	154	259	0
Colgalt1	206.500000	144	269	0
Akt1s1	206.500000	164	249	0
Tbrg4	206.000000	162	250	0
Ncoa4	206.000000	133	279	0
Lsm10	206.000000	153	259	0
Frg2f1	206.000000	109	303	0
Foxj3	206.000000	109	303	0
Plekhg5	205.000000	171	239	0
Ncam2	205.000000	144	266	0
Gm6712	205.000000	131	279	0
Fat4	205.000000	190	220	0
Dock9	205.000000	100	310	0
Cluh	205.000000	201	209	0
9230019H11Rik	205.000000	161	249	0
Sltm	204.500000	136	273	0
Cpped1	204.000000	138	270	0
Snx1	203.500000	149	258	0
Naxe	203.500000	138	269	0
Decr1	203.500000	135	272	0
Ciao2a	203.500000	149	258	0
Wbp4	203.000000	152	254	0
Sdc1	203.000000	124	282	0
Ndel1	203.000000	164	242	0
Elf1	203.000000	152	254	0
Dgcr6	203.000000	0	406	0
Pogk	202.500000	138	267	0
Pi4k2b	202.500000	162	243	0
Map3k7	202.500000	189	216	0
BC028528	202.500000	193	212	0
Aph1a	202.500000	193	212	0
Znhit2	202.000000	120	284	0
Zdhhc12	202.000000	135	269	0
Pomp	202.000000	135	269	0
Mrpl49	202.000000	120	284	0
Fau	202.000000	120	284	0
Yy1	201.500000	162	241	0
Plag1	201.500000	166	237	0
Cnnm4	201.500000	153	250	0
Usp34	201.000000	101	301	0
Tax1bp3	201.000000	159	243	0
Emc6	201.000000	159	243	0
Cdkn3	201.000000	161	241	0
Ppl	200.500000	166	235	0
Cmtr1	200.500000	139	262	0
Zfp110	200.000000	134	266	0
Zbtb32	200.000000	171	229	0
Neo1	200.000000	100	300	0
Nectin2	200.000000	135	265	0
Kmt2b	200.000000	171	229	0
B3gat3	200.000000	134	266	0
Xpnpep3	199.500000	113	286	0
St13	199.500000	113	286	0
Gatad2a	199.500000	135	264	0
Zcchc14	199.000000	118	280	0
Tle5	199.000000	0	398	0
Eif4b	199.000000	94	304	0
Ak4	199.000000	162	236	0
Fbxl21	198.500000	162	235	0
Vegfa	198.000000	108	288	0
Fam83d	198.000000	232	164	0
Etnppl	198.000000	162	234	0
Echdc1	198.000000	157	239	0
Chaf1b	198.000000	163	233	0
Sec61a1	197.500000	240	155	0
Nfkbiz	197.500000	129	266	0
Nbeal1	197.500000	132	263	0
Gm3448	197.500000	95	300	0
Gm3417	197.500000	95	300	0
Gck	197.500000	137	258	0
Tubg1	197.000000	189	205	0
Rpl37	197.000000	179	215	0
Retreg3	197.000000	189	205	0
Mex3c	197.000000	193	201	0
Il17rc	197.000000	190	204	0
Elp1	197.000000	150	244	0
Abitram	197.000000	150	244	0
Tbcc	196.500000	133	260	0
Snx5	196.500000	113	280	0
Mgme1	196.500000	113	280	0
Gale	196.500000	148	245	0
Cep70	196.500000	210	183	0
Tgfbr3l	196.000000	162	230	0
Snapc2	196.000000	162	230	0
Rnf4	196.000000	174	218	0
Vkorc1l1	195.500000	176	215	0
Tsku	195.500000	149	242	0
Ppp3cb	195.500000	90	301	0
Plin3	195.500000	118	273	0
Ap5z1	195.500000	200	191	0
Acot3	195.500000	127	264	0
Taf9	195.000000	115	275	0
Rad17	195.000000	115	275	0
Ppp1r12a	195.000000	159	231	0
Ap5b1	195.000000	229	161	0
Ak6	195.000000	115	275	0
Stip1	194.500000	179	210	0
Ptges3	194.500000	178	211	0
Mff	194.500000	178	211	0
Gldc	194.500000	0	389	0
Dnajc22	194.500000	139	250	0
Dhcr24	194.500000	170	219	0
Etaa1	194.000000	159	229	0
Ppp1r10	193.500000	168	219	0
Mrps18b	193.500000	168	219	0
Fam222a	193.500000	144	243	0
Cyrib	193.500000	212	175	0
Ctnnbip1	193.500000	157	230	0
Ctnna1	193.500000	197	190	0
Slc12a7	193.000000	125	261	0
Tmed10	192.500000	181	204	0
Specc1l	192.500000	123	262	0
Megf9	192.500000	114	271	0
Khk	192.500000	138	247	0
Tob2	192.000000	0	384	0
Smim17	192.000000	135	249	0
Ly6g5b	192.000000	118	266	0
Gpank1	192.000000	118	266	0
Gabpa	192.000000	158	226	0
D17H6S53E	192.000000	118	266	0
Csnk2b	192.000000	118	266	0
Atp5j	192.000000	158	226	0
Tmie	191.500000	155	228	0
Sntb2	191.500000	138	245	0
Derl3	191.500000	144	239	0
Als2cl	191.500000	155	228	0
Vwa8	191.000000	150	232	0
Sh3d19	191.000000	116	266	0
Ppp4r3a	191.000000	128	254	0
Pmepa1	191.000000	153	229	0
Hdac4	191.000000	160	222	0
Crem	191.000000	190	192	0
Clcn3	191.000000	190	192	0
Carm1	191.000000	162	220	0
Ppm1b	190.500000	166	215	0
Nfe2	190.000000	137	243	0
Set	189.500000	139	240	0
Rnf213	189.500000	0	379	0
Rap2b	189.000000	111	267	0
Stard4	188.500000	200	177	0
P2rx4	188.500000	154	223	0
Osbpl8	188.500000	208	169	0
Zkscan6	188.000000	144	232	0
Npas4	188.000000	229	147	0
Kbtbd3	188.000000	154	222	0
Aasdhppt	188.000000	154	222	0
Zfp36l1	187.500000	131	244	0
Tedc2	187.500000	141	234	0
Fxr1	187.500000	0	375	0
Ptbp1	187.000000	150	224	0
Pnkd	187.000000	103	271	0
Aamp	187.000000	103	271	0
Sh3glb1	186.500000	147	226	0
Qser1	186.500000	182	191	0
Guk1	186.500000	144	229	0
Flvcr2	186.500000	144	229	0
Polr3h	186.000000	181	191	0
Abhd17c	186.000000	128	244	0
Tmed1	185.000000	118	252	0
Zfp768	184.500000	116	253	0
Klf13	184.500000	136	233	0
Csnk2a1	184.500000	177	192	0
P4ha1	184.000000	170	198	0
Nedd4	184.000000	109	259	0
Tmed3	183.500000	126	241	0
Spred2	183.500000	163	204	0
Ppp6r3	183.500000	162	205	0
Mllt6	183.500000	160	207	0
Cfl1	183.500000	170	197	0
Zhx3	183.000000	154	212	0
Rpl32	183.000000	144	222	0
Mrfap1	183.000000	140	226	0
Grb2	183.000000	134	232	0
Anapc5	183.000000	139	227	0
Adss	183.000000	151	215	0
Smarca2	182.500000	175	190	0
Slc11a2	182.500000	126	239	0
Sav1	182.500000	126	239	0
Zfp212	182.000000	79	285	0
Nup54	182.000000	78	286	0
Nmt2	182.000000	130	234	0
Nfix	182.000000	134	230	0
Dlgap4	182.000000	85	279	0
Atxn2	182.000000	128	236	0
Uxt	181.500000	162	201	0
Spryd7	181.500000	180	183	0
Rnf111	181.500000	166	197	0
Nr4a1	181.500000	162	201	0
Nqo2	181.500000	243	120	0
Hspb8	181.500000	118	245	0
Hsf4	181.500000	109	254	0
Decr2	181.000000	0	362	0
Srgap2	180.500000	134	227	0
Pdcd4	180.500000	119	242	0
Fam72a	180.500000	134	227	0
Rab1a	179.500000	130	229	0
Lrrc58	179.500000	187	172	0
Usp25	179.000000	144	214	0
Sertad2	179.000000	170	188	0
Zfp511	178.500000	118	239	0
Tubgcp2	178.500000	118	239	0
Stau2	178.500000	135	222	0
Rnaset2b	178.500000	118	239	0
Pgrmc2	178.500000	105	252	0
Nr3c1	178.500000	171	186	0
Ptpn4	178.000000	181	175	0
Nupl1	178.000000	117	239	0
Vrk1	177.500000	135	220	0
Txnl4a	177.500000	126	229	0
Slc44a1	177.500000	162	193	0
Sart3	177.500000	153	202	0
Rbm48	177.500000	144	211	0
Pex1	177.500000	144	211	0
Iscu	177.500000	153	202	0
Gm16286	177.500000	126	229	0
Cebpg	177.500000	131	224	0
Atl3	177.500000	133	222	0
Hal	177.000000	140	214	0
Crtc1	177.000000	181	173	0
Zfp708	176.500000	147	206	0
Zdhhc13	176.500000	162	191	0
Wwp2	176.500000	144	209	0
Rbp4	176.500000	190	163	0
Polr3b	176.500000	126	227	0
Insig1	176.500000	196	157	0
Angel1	176.500000	171	182	0
1700017B05Rik	176.500000	101	252	0
Sik2	176.000000	130	222	0
Nup160	176.000000	118	234	0
Nadk2	176.000000	143	209	0
Myl6b	176.000000	114	238	0
Myl6	176.000000	114	238	0
Cep170b	176.000000	145	207	0
Abcf3	176.000000	93	259	0
Txndc11	175.500000	0	351	0
Serp1	175.500000	123	228	0
Mief1	175.500000	144	207	0
Eif2a	175.500000	123	228	0
Zc3h18	175.000000	167	183	0
Plcg1	175.000000	174	176	0
Pik3cb	175.000000	132	218	0
Notum	175.000000	130	220	0
Naprt	175.000000	171	179	0
Gatd1	175.000000	109	241	0
Tab2	174.500000	0	349	0
Hic2	174.500000	85	264	0
Eva1a	174.500000	135	214	0
Ak3	174.500000	110	239	0
2300009A05Rik	174.500000	0	349	0
Mast2	174.000000	108	240	0
Hnrnpa1	174.000000	122	226	0
Cbx5	174.000000	122	226	0
Wdr20	173.500000	152	195	0
Trf	173.500000	137	210	0
Parp16	173.500000	155	192	0
Nemp1	173.500000	126	221	0
Kif11	173.500000	129	218	0
Gsap	173.500000	151	196	0
Acadm	173.500000	142	205	0
Uspl1	173.000000	85	261	0
Sp1	173.000000	166	180	0
Dctpp1	173.000000	131	215	0
Bcl10	173.000000	101	245	0
Azin1	173.000000	151	195	0
Atp8a1	173.000000	126	220	0
Tanc1	172.500000	135	210	0
Spring1	172.500000	144	201	0
Slc27a5	172.500000	153	192	0
Rnft2	172.500000	144	201	0
Ccdc141	172.500000	135	210	0
Tfr2	172.000000	171	173	0
Slc20a1	172.000000	118	226	0
Sec31a	172.000000	132	212	0
Raver1	172.000000	180	164	0
Rab11fip1	172.000000	109	235	0
Phip	172.000000	175	169	0
Exoc6	172.000000	150	194	0
Trpm7	171.500000	97	246	0
Tgfbrap1	171.000000	115	227	0
Suco	171.000000	108	234	0
Plxnb2	171.000000	183	159	0
Mybl1	171.000000	150	192	0
Fbp1	171.000000	148	194	0
Cbln3	171.000000	135	207	0
AI597479	171.000000	115	227	0
Trim3	170.500000	0	341	0
Morc3	170.500000	0	341	0
Mex3d	170.500000	0	341	0
Pparg	170.000000	0	340	439
Tut7	170.000000	0	340	0
Trafd1	170.000000	102	238	0
Gm9222	170.000000	126	214	0
Hspa1l	169.500000	126	213	0
Hspa1a	169.500000	126	213	0
Btbd7	169.500000	154	185	0
Tmem38b	169.000000	183	155	0
Kat7	169.000000	91	247	0
Dhrs11	169.000000	162	176	0
Plekhg3	168.500000	157	180	0
Mthfr	168.500000	109	228	0
Clcn6	168.500000	109	228	0
Smc6	168.000000	162	174	0
Slc30a6	168.000000	161	175	0
Scaper	168.000000	153	183	0
Gen1	168.000000	162	174	0
Anapc11	168.000000	78	258	0
Alyref	168.000000	78	258	0
Ube4b	167.500000	0	335	0
Ube2d3	167.500000	141	194	0
Tasor	167.500000	0	335	0
Syncrip	167.500000	149	186	0
Osbpl1a	167.500000	121	214	0
Eepd1	167.500000	162	173	0
2610528J11Rik	167.500000	153	182	0
Sesn1	167.000000	102	232	0
Rab5if	167.000000	122	212	0
Optn	167.000000	140	194	0
Gpr137	167.000000	122	212	0
Cep57l1	167.000000	102	232	0
Bad	167.000000	122	212	0
Zmym6	166.500000	115	218	0
Pwwp2a	166.500000	104	229	0
Trappc3	166.000000	0	332	0
Scap	166.000000	93	239	0
Paqr3	166.000000	135	197	0
Mink1	166.000000	170	162	0
Abcd3	166.000000	162	170	0
Vldlr	165.500000	0	331	0
Sfi1	165.500000	168	163	0
Klf16	165.500000	153	178	0
Eif4enif1	165.500000	168	163	0
Bin3	165.500000	0	331	0
Angptl6	165.500000	98	233	0
Ppp1r3b	165.000000	119	211	0
Lims1	165.000000	124	206	0
Fads6	165.000000	112	218	0
Tsen34	164.500000	119	210	0
Pdhb	164.500000	94	235	0
Otud1	164.500000	165	164	0
Mboat7	164.500000	119	210	0
Hnrnpd	164.500000	122	207	0
Eloa	164.500000	136	193	0
Aco1	164.500000	122	207	0
Abcc3	164.500000	131	198	0
Usf1	164.000000	126	202	0
Tm6sf2	164.000000	128	200	0
Ift46	164.000000	130	198	0
Eed	164.000000	134	194	0
Dstyk	164.000000	125	203	0
Arrb2	164.000000	118	210	0
Slc30a4	163.500000	89	238	0
Fbxl19	163.500000	101	226	0
Dnajc3	163.500000	123	204	0
Crbn	163.500000	0	327	0
Spag9	163.000000	117	209	0
Pipox	163.000000	120	206	0
Mlxip	163.000000	114	212	0
Man1c1	163.000000	153	173	0
Gramd1a	163.000000	171	155	0
Dennd4b	163.000000	144	182	0
Rap1gds1	162.500000	98	227	0
Hcfc2	162.500000	156	169	0
Brap	162.500000	0	325	0
Acad10	162.500000	0	325	0
Upf2	162.000000	80	244	0
Tfb1m	162.000000	103	221	0
Nrep	162.000000	114	210	0
N4bp2l1	162.000000	145	179	0
Maff	162.000000	133	191	0
Hsd17b2	162.000000	0	324	0
Elmod2	162.000000	130	194	0
Ubtd2	161.500000	142	181	0
Snrpa	161.500000	153	170	0
Nek1	161.500000	153	170	0
BC024978	161.500000	153	170	0
Trpc4ap	161.000000	118	204	0
Poc1a	161.000000	153	169	0
Pkp2	161.000000	156	166	0
Phf13	161.000000	133	189	0
Ldlrap1	161.000000	153	169	0
Snx16	160.500000	153	168	0
Prkacb	160.500000	123	198	0
Pbrm1	160.500000	162	159	0
Fam136a	160.500000	103	218	0
Wfs1	160.000000	190	130	0
Ube2z	160.000000	121	199	0
Tmem170b	160.000000	135	185	0
Nub1	160.000000	101	219	0
Dipk2a	160.000000	161	159	0
Cenph	160.000000	0	320	0
Bri3	159.500000	0	319	0
Arhgap42	159.500000	0	319	0
Acvr1	159.500000	93	226	0
Mfsd4b4	159.000000	0	318	0
Heatr5b	159.000000	121	197	0
Gpatch11	159.000000	121	197	0
Tnfaip3	158.500000	153	164	0
Kng2	158.500000	96	221	0
Ivns1abp	158.500000	117	200	0
Hsph1	158.500000	100	217	0
Cyp51	158.500000	0	317	0
Ankrd9	158.500000	153	164	0
Acaa1b	158.500000	153	164	0
Abcc4	158.500000	78	239	0
Rbfox2	158.000000	129	187	0
Oard1	158.000000	97	219	0
Nfya	158.000000	97	219	0
Map2k4	158.000000	0	316	0
Rpl12	157.500000	144	171	0
Palld	157.500000	154	161	0
Lrsam1	157.500000	144	171	0
Gjb2	157.500000	0	315	0
Vav2	157.000000	112	202	0
Utp18	157.000000	107	207	0
Mbtd1	157.000000	107	207	0
Eps15	157.000000	146	168	0
Ccdc71l	157.000000	78	236	0
Slc39a7	156.500000	120	193	0
Shtn1	156.500000	0	313	0
Rxrb	156.500000	120	193	0
Pradc1	156.500000	139	174	0
H2-Ke6	156.500000	120	193	0
Cct7	156.500000	139	174	0
Zfp592	156.000000	130	182	0
Rabgap1l	156.000000	126	186	0
Numa1	156.000000	180	132	0
Selenoi	155.500000	152	159	0
Gid4	155.500000	166	145	0
Dock5	155.500000	97	214	0
Cap1	155.500000	131	180	0
Zfp597	155.000000	0	310	0
Ttyh2	155.000000	0	310	0
Tmem131l	155.000000	132	178	0
Pias3	155.000000	113	197	0
Gpx4	155.000000	0	310	0
Gpatch1	155.000000	0	310	0
Frat2	155.000000	109	201	0
Snd1	154.500000	135	174	0
Secisbp2l	154.500000	0	309	0
Ppp1r3c	154.500000	162	147	0
Gdpgp1	154.500000	138	171	0
Cib1	154.500000	138	171	0
Armc5	154.500000	108	201	0
9130023H24Rik	154.500000	108	201	0
Sox12	154.000000	136	172	0
Snrnp48	154.000000	144	164	0
Phospho1	154.000000	144	164	0
Khdrbs1	154.000000	126	182	0
Ints6	154.000000	181	127	0
Cd59a	154.000000	135	173	0
Bcl3	154.000000	98	210	0
Anxa5	154.000000	144	164	0
9030025P20Rik	154.000000	95	213	0
1810062G17Rik	154.000000	144	164	0
Ubac1	153.500000	135	172	0
Rpl7a	153.500000	0	307	0
Myadm	153.500000	0	307	0
Med22	153.500000	0	307	0
Fads2	153.500000	109	198	0
Creld1	153.500000	136	171	0
Trim24	153.000000	126	180	0
Gnai2	153.000000	126	180	0
Dpysl2	153.000000	135	171	0
Usp1	152.500000	81	224	0
Ttc13	152.500000	150	155	0
Phf5a	152.500000	150	155	0
Orai1	152.500000	0	305	0
Arv1	152.500000	150	155	0
Aff4	152.500000	142	163	0
Aco2	152.500000	150	155	0
Zfp131	152.000000	171	133	0
Scaf11	152.000000	116	188	0
Rprd1a	152.000000	114	190	0
Prpf40a	152.000000	0	304	0
Mier3	152.000000	103	201	0
Gstt2	152.000000	144	160	0
Fgfr3	152.000000	126	178	0
Fam168a	152.000000	144	160	0
Dhodh	152.000000	135	169	0
Camsap1	152.000000	115	189	0
Arl6ip6	152.000000	0	304	0
Prr16	151.500000	126	177	0
Atp1b3	151.500000	87	216	0
Arnt	151.500000	162	141	0
Zfp97	151.000000	109	193	0
Xpr1	151.000000	135	167	0
Zfp628	150.500000	135	166	0
Zfand2b	150.500000	137	164	0
Usp15	150.500000	135	166	0
Slc8b1	150.500000	126	175	0
Ube2q1	150.000000	170	130	0
Tcte3	150.000000	0	300	0
Letmd1	150.000000	118	182	0
Ermard	150.000000	0	300	0
Zc3hc1	149.500000	0	299	0
Msra	149.500000	117	182	0
Foxj2	149.500000	126	173	0
Fbxl18	149.500000	0	299	0
C2	149.500000	144	155	0
Mzt1	149.000000	109	189	0
Mapk1	149.000000	0	298	0
Bora	149.000000	109	189	0
Bahd1	149.000000	157	141	0
Atp1b1	149.000000	128	170	0
Prdm15	148.500000	133	164	0
Parp11	148.500000	101	196	0
Dync1i2	148.500000	117	180	0
Cry2	148.500000	0	297	0
Ccdc171	148.500000	135	162	0
BC005537	148.500000	152	145	0
Zcwpw1	148.000000	111	185	0
Tymp	148.000000	100	196	0
Trnau1ap	148.000000	85	211	0
Sco2	148.000000	100	196	0
Mepce	148.000000	111	185	0
Lima1	148.000000	181	115	0
Hmgcs1	148.000000	162	134	0
Smad2	147.500000	78	217	0
Raph1	147.500000	121	174	0
Igfbp1	147.500000	179	116	0
Rarres2	147.000000	0	294	0
Me1	147.000000	97	197	0
Map4k3	147.000000	150	144	0
Fam160b1	147.000000	131	163	0
Zfp367	146.500000	0	293	0
Shoc2	146.500000	0	293	0
Sap18b	146.500000	0	293	0
Sap18	146.500000	0	293	0
Bbip1	146.500000	0	293	0
Wipi2	146.000000	162	130	0
Snrpb2	146.000000	0	292	0
Sirt1	146.000000	0	292	0
Rnpepl1	146.000000	139	153	0
Krcc1	146.000000	124	168	0
Etl4	146.000000	0	292	0
Dusp28	146.000000	139	153	0
Ankmy1	146.000000	139	153	0
Siah2	145.500000	113	178	0
Rgmb	145.500000	0	291	0
Nfil3	145.500000	159	132	0
Dcun1d4	145.500000	81	210	0
Met	145.000000	113	177	0
Fem1b	145.000000	162	128	0
Dnajb5	145.000000	126	164	0
Zfp41	144.500000	0	289	0
Tmem50b	144.500000	0	289	0
Smtnl2	144.500000	0	289	0
Rif1	144.500000	141	148	0
Ptpn2	144.500000	0	289	0
Ppp2r5b	144.500000	0	289	0
Pomt1	144.500000	0	289	0
Magi1	144.500000	117	172	0
Kri1	144.500000	136	153	0
Fam220a	144.500000	0	289	0
Eea1	144.500000	0	289	0
Cdkn2d	144.500000	136	153	0
Atp9a	144.500000	0	289	0
Apc2	144.500000	0	289	0
Abhd17a	144.500000	0	289	0
2310022B05Rik	144.500000	125	164	0
Myo1c	144.000000	143	145	0
Heca	144.000000	143	145	0
Slc25a13	143.500000	124	163	0
Nr0b2	143.500000	119	168	0
Msl1	143.500000	132	155	0
Cep192	143.500000	114	173	0
Twf2	143.000000	0	286	0
Ppm1m	143.000000	0	286	0
Lasp1	143.000000	0	286	0
Hagh	143.000000	130	156	0
Fahd1	143.000000	130	156	0
Samd4	142.500000	118	167	0
Rbm14	142.500000	0	285	0
Gm21992	142.500000	0	285	0
Fam25c	142.500000	0	285	0
Usp22	142.000000	0	284	0
Nuak1	142.000000	0	284	0
Mfn2	142.000000	121	163	0
Map2k5	142.000000	101	183	0
Cdo1	142.000000	0	284	0
Cdkn2c	142.000000	125	159	0
Tbc1d13	141.500000	0	283	0
Pex2	141.500000	93	190	0
Lcorl	141.500000	126	157	0
Larp4	141.500000	119	164	0
Kif2a	141.500000	115	168	0
Gm38396	141.500000	115	168	0
Acads	141.500000	153	130	0
Hspa4l	141.000000	82	200	0
E130308A19Rik	141.000000	84	198	0
Bmf	141.000000	0	282	0
Trim8	140.500000	0	281	0
Tnfaip1	140.500000	0	281	0
Slbp	140.500000	152	129	0
Serf1	140.500000	112	169	0
Kdm3a	140.500000	0	281	0
Ift20	140.500000	0	281	0
Fam241a	140.500000	92	189	0
Ctdp1	140.500000	126	155	0
Bdp1	140.500000	112	169	0
Abhd14b	140.500000	115	166	0
Abhd14a	140.500000	115	166	0
Txnrd1	140.000000	0	280	0
Serbp1	140.000000	0	280	0
Git1	140.000000	136	144	0
Ankrd13b	140.000000	136	144	0
Slc35b3	139.500000	0	279	0
Rnf139	139.500000	65	214	0
Mxd3	139.500000	0	279	0
Mid1	139.500000	0	279	0
Elovl2	139.500000	0	279	0
Znfx1	139.000000	101	177	0
Ldlr	139.000000	0	278	0
Hyou1	139.000000	0	278	0
Elk4	139.000000	0	278	0
Ypel5	138.000000	131	145	0
Ppig	138.000000	0	276	0
Pik3c2a	138.000000	0	276	0
Fdxr	138.000000	0	276	0
Tex2	137.500000	109	166	0
Ifnar2	137.500000	0	275	0
Zfp318	137.000000	135	139	0
Rock2	137.000000	87	187	0
Polr2e	137.000000	101	173	0
Paxip1	137.000000	0	274	0
Lonp1	137.000000	155	119	0
Catsperd	137.000000	155	119	0
Use1	136.500000	146	127	0
Pabpc4	136.500000	0	273	0
Ocel1	136.500000	146	127	0
Dgkz	136.500000	135	138	0
Zbtb8os	136.000000	79	193	0
Ugdh	136.000000	101	171	0
Rbbp4	136.000000	79	193	0
Arfgap3	136.000000	143	129	0
Zc3h14	135.500000	0	271	0
Tanc2	135.500000	106	165	0
Smc2	135.500000	101	170	0
Slc5a3	135.500000	97	174	0
Mrps6	135.500000	97	174	0
Uxs1	135.000000	123	147	0
Usp29	135.000000	0	270	0
Peg3	135.000000	0	270	0
Mef2d	135.000000	0	270	0
Lpp	135.000000	135	135	0
Fxr2	135.000000	93	177	0
Errfi1	135.000000	0	270	0
Cables2	135.000000	127	143	0
Birc6	135.000000	109	161	0
Thumpd3	134.500000	85	184	0
Snrpc	134.500000	0	269	0
Golph3	134.500000	0	269	0
Calcoco1	134.500000	0	269	0
Atad2	134.500000	0	269	0
Asap1	134.500000	0	269	0
Ube3a	134.000000	110	158	0
Ptpa	134.000000	97	171	0
Deptor	134.000000	0	268	0
Crat	134.000000	97	171	0
Cldn12	134.000000	112	156	0
Zbtb2	133.500000	106	161	0
Yap1	133.500000	133	134	0
Tmem131	133.000000	105	161	0
Rybp	133.000000	122	144	0
Malsu1	133.000000	0	266	0
Zbtb7a	132.500000	106	159	0
Slc27a2	132.500000	0	265	0
Ring1	132.500000	72	193	0
Gphn	132.500000	125	140	0
Edrf1	132.500000	0	265	0
E2f7	132.500000	118	147	0
Ctbp1	132.500000	92	173	0
Arhgap12	132.500000	103	162	0
Rab3ip	132.000000	102	162	0
Phc1	132.000000	100	164	0
Pdcl3	132.000000	133	131	0
9930021J03Rik	132.000000	88	176	0
Zbtb22	131.500000	0	263	0
Tapbp	131.500000	0	263	0
Nipsnap2	131.500000	108	155	0
Washc2	131.000000	126	136	0
Slc3a2	131.000000	0	262	0
Prps1l3	131.000000	87	175	0
Mipol1	131.000000	87	175	0
Golga5	131.000000	123	139	0
Usp10	130.500000	0	261	0
Sgms2	130.500000	129	132	0
Prkaca	130.000000	94	166	0
Lactb	130.000000	119	141	0
Cpsf6	130.000000	0	260	0
Zfand5	129.500000	88	171	0
Wdr73	129.500000	0	259	0
Tcf7	129.500000	0	259	0
Ostm1	129.500000	0	259	0
Nmb	129.500000	0	259	0
Lrrc63	129.500000	0	259	0
Lcp1	129.500000	0	259	0
Frmd4b	129.500000	0	259	0
Camkk1	129.500000	0	259	0
Spsb3	129.000000	135	123	0
Pdia4	129.000000	101	157	0
Nubp2	129.000000	135	123	0
Dgat2	129.000000	0	258	0
Spsb1	128.500000	144	113	0
Sdhaf3	128.500000	94	163	0
Rdh5	128.500000	93	164	0
Nfyb	128.500000	0	257	0
Bloc1s1	128.500000	93	164	0
Xdh	128.000000	93	163	0
Tmbim6	128.000000	106	150	0
Tert	128.000000	126	130	0
Slc38a2	128.000000	0	256	0
Repin1	128.000000	0	256	0
Gm5111	128.000000	0	256	0
D5Ertd579e	128.000000	0	256	0
Heg1	127.500000	0	255	0
Tgds	127.000000	0	254	0
Mpc2	127.000000	135	119	0
Gpr180	127.000000	0	254	0
Fbxl8	127.000000	0	254	0
Dcaf6	127.000000	135	119	0
Cdc42bpa	127.000000	0	254	0
Socs2	126.500000	0	253	0
Anapc7	126.500000	0	253	0
Trip12	126.000000	0	252	0
Sema4b	126.000000	0	252	0
Rce1	126.000000	98	154	0
Ogdh	126.000000	85	167	0
Micu1	126.000000	106	146	0
Fbxo36	126.000000	0	252	0
Rtf1	125.500000	0	251	0
Plxnb1	125.500000	0	251	0
Cdkn1b	125.500000	0	251	0
Slc25a16	125.000000	0	250	0
Pdxdc1	125.000000	0	250	0
Mtch2	125.000000	0	250	0
Lrrc20	125.000000	0	250	0
Dhcr7	125.000000	0	250	0
Ddx17	125.000000	98	152	0
Actr2	125.000000	99	151	0
Xkr8	124.500000	0	249	0
Usp48	124.500000	0	249	0
Uba5	124.500000	0	249	0
Rnf220	124.500000	0	249	0
Prkaa1	124.500000	0	249	0
Osbpl9	124.500000	0	249	0
Nip7	124.500000	0	249	0
Ippk	124.500000	0	249	0
Grhl1	124.500000	0	249	0
Dap	124.500000	0	249	0
Cog8	124.500000	0	249	0
Apbb2	124.500000	0	249	0
Acad11	124.500000	0	249	0
Trim44	124.000000	90	158	0
Tpst2	124.000000	118	130	0
Phf10	124.000000	133	115	0
Fnta	124.000000	150	98	0
Sgpl1	123.500000	107	140	0
Sass6	123.500000	0	247	0
S1pr5	123.500000	0	247	0
C2cd5	123.500000	0	247	0
Aspg	123.500000	0	247	0
P4hb	123.000000	0	246	0
Etv6	123.000000	101	145	0
Ankrd10	123.000000	0	246	0
