Target_genes	Srebf2|Average	SRX7671896|NLPCs	SRX7671897|NLPCs	SRX7671884|Oligodendrocytes	SRX7671885|Oligodendrocytes	STRING
Mrpl16	38.750000	155	0	0	0	0
Kmt2e	38.750000	155	0	0	0	0
Itgb1bp1	38.750000	155	0	0	0	0
Irf2bp1	38.750000	155	0	0	0	0
Hnrnph3	38.750000	155	0	0	0	0
Hmg20b	38.750000	155	0	0	0	0
G3bp1	38.750000	155	0	0	0	0
Ctdsp1	38.750000	155	0	0	0	0
Cpsf3	38.750000	155	0	0	0	0
Cmpk1	38.750000	155	0	0	0	0
Cep63	38.750000	155	0	0	0	0
Ankrd13c	38.750000	155	0	0	0	0
Anapc13	38.750000	155	0	0	0	0
Zfp688	38.500000	154	0	0	0	0
Zfat	38.500000	154	0	0	0	0
Tmem176b	38.500000	154	0	0	0	0
Tmem176a	38.500000	154	0	0	0	0
Sys1	38.500000	154	0	0	0	0
Srsf2	38.500000	154	0	0	0	0
Shc1	38.500000	154	0	0	0	0
Sh3glb1	38.500000	154	0	0	0	0
Sdhb	38.500000	154	0	0	0	0
Rsf1	38.500000	154	0	0	0	0
Rab8a	38.500000	154	0	0	0	0
Napepld	38.500000	154	0	0	0	0
Mfsd11	38.500000	154	0	0	0	0
Lrif1	38.500000	154	0	0	0	0
Hspa1l	38.500000	154	0	0	0	0
Hspa1a	38.500000	154	0	0	0	0
Heatr5b	38.500000	154	0	0	0	0
Gpatch11	38.500000	154	0	0	0	0
Gins3	38.500000	154	0	0	0	0
Cspp1	38.500000	154	0	0	0	0
Cops5	38.500000	154	0	0	0	0
Cks1b	38.500000	154	0	0	0	0
Ccdc174	38.500000	154	0	0	0	0
Bsdc1	38.500000	154	0	0	0	0
Asxl2	38.500000	154	0	0	0	0
Aamdc	38.500000	154	0	0	0	0
Zfp93	38.250000	153	0	0	0	0
Zfp142	38.250000	153	0	0	0	0
Tmem126a	38.250000	153	0	0	0	0
Snx29	38.250000	153	0	0	0	0
Rnasek	38.250000	153	0	0	0	0
Psmc1	38.250000	153	0	0	0	0
Polr2e	38.250000	153	0	0	0	0
Pik3r4	38.250000	153	0	0	0	0
Kbtbd2	38.250000	153	0	0	0	0
Hsph1	38.250000	153	0	0	0	0
Gm14410	38.250000	153	0	0	0	0
Dus3l	38.250000	153	0	0	0	0
Dlec1	38.250000	153	0	0	0	0
Bcs1l	38.250000	153	0	0	0	0
Arhgef12	38.250000	153	0	0	0	0
Abtb1	38.250000	153	0	0	0	0
0610010K14Rik	38.250000	153	0	0	0	0
0610009B22Rik	38.250000	153	0	0	0	0
Utp15	38.000000	152	0	0	0	0
Rfesd	38.000000	152	0	0	0	0
Prkar1a	38.000000	152	0	0	0	0
Lemd2	38.000000	152	0	0	0	0
Fam204a	38.000000	152	0	0	0	0
Etv6	38.000000	152	0	0	0	0
Dip2b	38.000000	152	0	0	0	0
Dexi	38.000000	152	0	0	0	0
Clec16a	38.000000	152	0	0	0	0
Ankra2	38.000000	152	0	0	0	0
2310011J03Rik	38.000000	152	0	0	0	0
Zfp959	37.750000	151	0	0	0	0
Vps26c	37.750000	151	0	0	0	0
Utp6	37.750000	151	0	0	0	0
Trpm7	37.750000	151	0	0	0	0
Trappc3	37.750000	151	0	0	0	0
Tbrg4	37.750000	151	0	0	0	0
Ndufaf7	37.750000	151	0	0	0	0
Nabp2	37.750000	151	0	0	0	0
Mbtps1	37.750000	151	0	0	0	0
Leng1	37.750000	151	0	0	0	0
Igsf11	37.750000	151	0	0	0	0
Ergic1	37.750000	151	0	0	0	0
Ctdsp2	37.750000	151	0	0	0	0
Cebpz	37.750000	151	0	0	0	0
Ccdc86	37.750000	151	0	0	0	0
Tma16	37.500000	150	0	0	0	0
Tinf2	37.500000	150	0	0	0	0
Stil	37.500000	150	0	0	0	0
Slc25a3	37.500000	71	79	0	0	0
Rrp15	37.500000	150	0	0	0	0
Rps19bp1	37.500000	150	0	0	0	0
Polr1b	37.500000	150	0	0	0	0
Polg	37.500000	150	0	0	0	0
Pold2	37.500000	150	0	0	0	0
Nmnat1	37.500000	150	0	0	0	0
Nipsnap2	37.500000	150	0	0	0	0
Mapk8ip3	37.500000	150	0	0	0	0
Lzic	37.500000	150	0	0	0	0
Gpd1l	37.500000	150	0	0	0	0
Fus	37.500000	150	0	0	0	0
Dr1	37.500000	150	0	0	0	0
Bcl10	37.500000	150	0	0	0	0
Zcrb1	37.250000	149	0	0	0	0
Vps33a	37.250000	149	0	0	0	0
Vcl	37.250000	149	0	0	0	0
Tnrc6c	37.250000	149	0	0	0	0
Tmem30a	37.250000	149	0	0	0	0
Tfg	37.250000	149	0	0	0	0
Ssr4	37.250000	149	0	0	0	0
Pphln1	37.250000	149	0	0	0	0
Mcu	37.250000	149	0	0	0	0
Ldah	37.250000	149	0	0	0	0
Idh3g	37.250000	149	0	0	0	0
Gm5617	37.250000	149	0	0	0	0
Dusp19	37.250000	149	0	0	0	0
Ciart	37.250000	149	0	0	0	0
Ywhaz	37.000000	148	0	0	0	0
Usp34	37.000000	148	0	0	0	0
Setd5	37.000000	148	0	0	0	0
Secisbp2	37.000000	148	0	0	0	0
Pex5	37.000000	148	0	0	0	0
Pard3b	37.000000	148	0	0	0	0
Nrbp2	37.000000	148	0	0	0	0
Npat	37.000000	148	0	0	0	0
Nlk	37.000000	148	0	0	0	0
Ncapd2	37.000000	148	0	0	0	0
Mrpl51	37.000000	148	0	0	0	0
Lcmt2	37.000000	148	0	0	0	0
H4c6	37.000000	148	0	0	0	0
H1f3	37.000000	148	0	0	0	0
Gatd3a	37.000000	148	0	0	0	0
Fam8a1	37.000000	148	0	0	0	0
Fam234a	37.000000	148	0	0	0	0
Eloa	37.000000	148	0	0	0	0
Dele1	37.000000	148	0	0	0	0
Dcaf15	37.000000	148	0	0	0	0
Azin1	37.000000	148	0	0	0	0
Atm	37.000000	148	0	0	0	0
Adal	37.000000	148	0	0	0	0
Zscan12	36.750000	147	0	0	0	0
Zfp267	36.750000	147	0	0	0	0
Sgo2a	36.750000	147	0	0	0	0
Ifnar1	36.750000	147	0	0	0	0
Hspa8	36.750000	147	0	0	0	0
Exoc7	36.750000	147	0	0	0	0
Ect2	36.750000	147	0	0	0	0
Ctdp1	36.750000	147	0	0	0	0
Chd2	36.750000	147	0	0	0	0
4931414P19Rik	36.750000	147	0	0	0	0
Zfp971	36.500000	146	0	0	0	0
Zc3h13	36.500000	146	0	0	0	0
Wdr12	36.500000	146	0	0	0	0
Ufm1	36.500000	146	0	0	0	0
Tmem42	36.500000	146	0	0	0	0
Stard3	36.500000	146	0	0	0	0
Ssbp3	36.500000	146	0	0	0	0
Sdf4	36.500000	146	0	0	0	0
Rrp9	36.500000	146	0	0	0	0
Rhno1	36.500000	146	0	0	0	0
Ppm1l	36.500000	146	0	0	0	0
Polq	36.500000	146	0	0	0	0
Plaa	36.500000	146	0	0	0	0
Parp3	36.500000	146	0	0	0	0
Mef2d	36.500000	146	0	0	0	0
Lyrm7	36.500000	146	0	0	0	0
Hmgxb3	36.500000	146	0	0	0	0
Gtf2h2	36.500000	146	0	0	0	0
Gm38396	36.500000	146	0	0	0	0
Gm13290	36.500000	146	0	0	0	0
Gm13289	36.500000	146	0	0	0	0
Foxm1	36.500000	146	0	0	0	0
Csgalnact2	36.500000	146	0	0	0	0
Carf	36.500000	146	0	0	0	0
B3galt6	36.500000	146	0	0	0	0
Arcn1	36.500000	146	0	0	0	0
Ado	36.500000	146	0	0	0	0
Zfp958	36.250000	145	0	0	0	0
Zfp523	36.250000	145	0	0	0	0
Ten1	36.250000	145	0	0	0	0
Psmc5	36.250000	145	0	0	0	0
Prpf38b	36.250000	145	0	0	0	0
Pigw	36.250000	145	0	0	0	0
Myo19	36.250000	145	0	0	0	0
Morn2	36.250000	145	0	0	0	0
Lars	36.250000	145	0	0	0	0
Klhl25	36.250000	145	0	0	0	0
Ftsj3	36.250000	145	0	0	0	0
Fam76b	36.250000	145	0	0	0	0
Dhx57	36.250000	145	0	0	0	0
Cep57	36.250000	145	0	0	0	0
Cdkn2a	36.250000	145	0	0	0	0
C2cd5	36.250000	145	0	0	0	0
C2cd2l	36.250000	145	0	0	0	0
Adipor1	36.250000	145	0	0	0	0
Acox1	36.250000	145	0	0	0	0
2010315B03Rik	36.250000	145	0	0	0	0
Tomm40	36.000000	144	0	0	0	0
Rrp36	36.000000	144	0	0	0	0
Rnf157	36.000000	144	0	0	0	0
Prpf40b	36.000000	144	0	0	0	0
Polr2c	36.000000	144	0	0	0	0
Pip4k2b	36.000000	144	0	0	0	0
Pfdn2	36.000000	0	144	0	0	0
Nit1	36.000000	0	144	0	0	0
Naa60	36.000000	144	0	0	0	0
Marchf6	36.000000	144	0	0	0	0
Mapk6	36.000000	144	0	0	0	0
Ints14	36.000000	144	0	0	0	0
Ccdc61	36.000000	144	0	0	0	0
Zfp759	35.750000	143	0	0	0	0
Zfp266	35.750000	143	0	0	0	0
Yipf5	35.750000	143	0	0	0	0
Wdr11	35.750000	143	0	0	0	0
Ttc23	35.750000	143	0	0	0	0
Tmub1	35.750000	143	0	0	0	0
Strap	35.750000	143	0	0	0	0
Stpg3	35.750000	143	0	0	0	0
Scand1	35.750000	143	0	0	0	0
Prr14	35.750000	143	0	0	0	0
Pik3c3	35.750000	143	0	0	0	0
Pcbp2	35.750000	143	0	0	0	0
Osbp	35.750000	143	0	0	0	0
Nudc	35.750000	143	0	0	0	0
Nelfb	35.750000	143	0	0	0	0
Mrpl12	35.750000	143	0	0	0	0
Lrrc28	35.750000	143	0	0	0	0
Insig2	35.750000	143	0	0	0	0
Gripap1	35.750000	143	0	0	0	0
Gfus	35.750000	143	0	0	0	0
Fastk	35.750000	143	0	0	0	0
Dglucy	35.750000	143	0	0	0	0
Dbp	35.750000	143	0	0	0	0
Cox10	35.750000	143	0	0	0	0
Cnbd2	35.750000	143	0	0	0	0
Car11	35.750000	143	0	0	0	0
Zcchc7	35.500000	142	0	0	0	0
Zbtb43	35.500000	142	0	0	0	0
Wdr36	35.500000	142	0	0	0	0
Use1	35.500000	142	0	0	0	0
Tm2d1	35.500000	142	0	0	0	0
Sft2d3	35.500000	142	0	0	0	0
Ptpa	35.500000	142	0	0	0	0
Psmd11	35.500000	142	0	0	0	0
Pdcd7	35.500000	142	0	0	0	0
Paxx	35.500000	142	0	0	0	0
Ocel1	35.500000	142	0	0	0	0
Nmt1	35.500000	142	0	0	0	0
Mtx2	35.500000	142	0	0	0	0
Mrpl3	35.500000	142	0	0	0	0
Mllt3	35.500000	142	0	0	0	0
Mcl1	35.500000	142	0	0	0	0
Htt	35.500000	142	0	0	0	0
Hnrnpl	35.500000	142	0	0	0	0
Gpr19	35.500000	142	0	0	0	0
Cyp4f13	35.500000	142	0	0	0	0
Crat	35.500000	142	0	0	0	0
Clic3	35.500000	142	0	0	0	0
Cdk11b	35.500000	142	0	0	0	0
B4galt1	35.500000	142	0	0	0	0
Tsn	35.250000	141	0	0	0	0
Slc39a6	35.250000	141	0	0	0	0
Rtca	35.250000	141	0	0	0	0
Rngtt	35.250000	141	0	0	0	0
Qrich1	35.250000	141	0	0	0	0
Kctd18	35.250000	141	0	0	0	0
Exd2	35.250000	141	0	0	0	0
Elp2	35.250000	141	0	0	0	0
Dbt	35.250000	141	0	0	0	0
Alg14	35.250000	141	0	0	0	0
Zfp418	35.000000	140	0	0	0	0
Trub2	35.000000	140	0	0	0	0
Tmem79	35.000000	140	0	0	0	0
Smg5	35.000000	140	0	0	0	0
Psme4	35.000000	140	0	0	0	0
Psma2	35.000000	140	0	0	0	0
Pdf	35.000000	140	0	0	0	0
Ndufa6	35.000000	140	0	0	0	0
Nabp1	35.000000	140	0	0	0	0
Mrpl32	35.000000	140	0	0	0	0
Med17	35.000000	140	0	0	0	0
Mars2	35.000000	140	0	0	0	0
Map2k2	35.000000	140	0	0	0	0
Lzts2	35.000000	140	0	0	0	0
Letmd1	35.000000	140	0	0	0	0
Kdm3a	35.000000	140	0	0	0	0
Hnrnpa0	35.000000	140	0	0	0	0
Glrx5	35.000000	140	0	0	0	0
D5Ertd579e	35.000000	140	0	0	0	0
Cetn3	35.000000	140	0	0	0	0
Carm1	35.000000	140	0	0	0	0
Zbtb2	34.750000	139	0	0	0	0
Yipf3	34.750000	139	0	0	0	0
Smim15	34.750000	139	0	0	0	0
Slc35a1	34.750000	139	0	0	0	0
Ppp1r12b	34.750000	139	0	0	0	0
Polr1c	34.750000	139	0	0	0	0
Lyrm1	34.750000	139	0	0	0	0
Ing5	34.750000	139	0	0	0	0
Gm7072	34.750000	139	0	0	0	0
Fxr1	34.750000	139	0	0	0	0
Dtymk	34.750000	139	0	0	0	0
Ddx56	34.750000	139	0	0	0	0
Dcun1d3	34.750000	139	0	0	0	0
D10Wsu102e	34.750000	139	0	0	0	0
Creld2	34.750000	139	0	0	0	0
Coq10a	34.750000	139	0	0	0	0
Alg12	34.750000	139	0	0	0	0
Zfp397	34.500000	138	0	0	0	0
Ubb	34.500000	138	0	0	0	0
U2surp	34.500000	138	0	0	0	0
Scaf1	34.500000	138	0	0	0	0
Rras	34.500000	138	0	0	0	0
Rpl7a	34.500000	138	0	0	0	0
Rnpc3	34.500000	138	0	0	0	0
Pdcd11	34.500000	138	0	0	0	0
Nwd1	34.500000	138	0	0	0	0
Mtmr12	34.500000	138	0	0	0	0
Mrps28	34.500000	138	0	0	0	0
Mrps18c	34.500000	138	0	0	0	0
Mfhas1	34.500000	138	0	0	0	0
Med22	34.500000	138	0	0	0	0
Leprot	34.500000	138	0	0	0	0
Helq	34.500000	138	0	0	0	0
Gm13287	34.500000	138	0	0	0	0
Gm13279	34.500000	138	0	0	0	0
Gm13278	34.500000	138	0	0	0	0
Gm13275	34.500000	138	0	0	0	0
Drg1	34.500000	138	0	0	0	0
Ddb2	34.500000	138	0	0	0	0
Atp5md	34.500000	138	0	0	0	0
Ankrd17	34.500000	138	0	0	0	0
Zfp784	34.250000	137	0	0	0	0
Uqcr11	34.250000	137	0	0	0	0
Spring1	34.250000	137	0	0	0	0
Serinc4	34.250000	137	0	0	0	0
Rnft2	34.250000	137	0	0	0	0
Rnf115	34.250000	137	0	0	0	0
Rgs20	34.250000	137	0	0	0	0
Ppp1r7	34.250000	137	0	0	0	0
Polr3g	34.250000	137	0	0	0	0
Polr3c	34.250000	137	0	0	0	0
Phf23	34.250000	137	0	0	0	0
Pex2	34.250000	137	0	0	0	0
Pask	34.250000	137	0	0	0	0
Mon1a	34.250000	137	0	0	0	0
Mfap3	34.250000	137	0	0	0	0
Mblac2	34.250000	137	0	0	0	0
Hypk	34.250000	137	0	0	0	0
Hspa5	34.250000	137	0	0	0	0
Gorab	34.250000	137	0	0	0	0
Gabarap	34.250000	137	0	0	0	0
Fam114a2	34.250000	137	0	0	0	0
Epb41	34.250000	137	0	0	0	0
Elovl5	34.250000	137	0	0	0	0
Dvl2	34.250000	137	0	0	0	0
Desi2	34.250000	137	0	0	0	0
Dctn4	34.250000	137	0	0	0	0
Ccnt2	34.250000	137	0	0	0	0
Arpp19	34.250000	137	0	0	0	0
Anapc1	34.250000	137	0	0	0	0
Abhd18	34.250000	137	0	0	0	0
Zkscan6	34.000000	136	0	0	0	0
Zkscan5	34.000000	136	0	0	0	0
Zkscan14	34.000000	136	0	0	0	0
Zfp386	34.000000	136	0	0	0	0
Ubald1	34.000000	136	0	0	0	0
Txnrd2	34.000000	136	0	0	0	0
Trim44	34.000000	136	0	0	0	0
Terf2ip	34.000000	136	0	0	0	0
Surf6	34.000000	136	0	0	0	0
Stat2	34.000000	136	0	0	0	0
Smchd1	34.000000	136	0	0	0	0
Rad54b	34.000000	136	0	0	0	0
Phb	34.000000	136	0	0	0	0
Paip2	34.000000	136	0	0	0	0
Nemf	34.000000	136	0	0	0	0
Mmachc	34.000000	136	0	0	0	0
Kars	34.000000	136	0	0	0	0
Gm14322	34.000000	136	0	0	0	0
Fam104a	34.000000	136	0	0	0	0
D11Wsu47e	34.000000	136	0	0	0	0
Comt	34.000000	136	0	0	0	0
Cep43	34.000000	136	0	0	0	0
Cep41	34.000000	136	0	0	0	0
Ccdc163	34.000000	136	0	0	0	0
Apof	34.000000	136	0	0	0	0
Yap1	33.750000	135	0	0	0	0
Usp37	33.750000	135	0	0	0	0
Usp32	33.750000	135	0	0	0	0
Rint1	33.750000	135	0	0	0	0
Pus7	33.750000	135	0	0	0	0
Plcd4	33.750000	135	0	0	0	0
Plbd2	33.750000	135	0	0	0	0
Nt5c2	33.750000	135	0	0	0	0
Nfat5	33.750000	135	0	0	0	0
Inpp5a	33.750000	135	0	0	0	0
Ikbkb	33.750000	135	0	0	0	0
Hpf1	33.750000	135	0	0	0	0
Hibch	33.750000	135	0	0	0	0
Gsk3b	33.750000	135	0	0	0	0
Flywch1	33.750000	135	0	0	0	0
Fbl	33.750000	135	0	0	0	0
Fam162a	33.750000	135	0	0	0	0
Ccdc58	33.750000	135	0	0	0	0
Zfp52	33.500000	134	0	0	0	0
Xpo7	33.500000	134	0	0	0	0
Xpnpep3	33.500000	134	0	0	0	0
Vps13b	33.500000	134	0	0	0	0
Trmu	33.500000	134	0	0	0	0
Traf2	33.500000	134	0	0	0	0
Tfam	33.500000	134	0	0	0	0
Taf4	33.500000	134	0	0	0	0
St13	33.500000	134	0	0	0	0
Srsf3	33.500000	134	0	0	0	0
Spata18	33.500000	134	0	0	0	0
Sgcb	33.500000	134	0	0	0	0
Raver1	33.500000	134	0	0	0	0
Rab5b	33.500000	134	0	0	0	0
Pigt	33.500000	134	0	0	0	0
Nus1	33.500000	134	0	0	0	0
Mff	33.500000	134	0	0	0	0
Kif1a	33.500000	134	0	0	0	0
Incenp	33.500000	134	0	0	0	0
Get4	33.500000	134	0	0	0	0
Cstf3	33.500000	134	0	0	0	0
Cops3	33.500000	134	0	0	0	0
Commd10	33.500000	134	0	0	0	0
Btrc	33.500000	134	0	0	0	0
Vps36	33.250000	133	0	0	0	0
Usf3	33.250000	133	0	0	0	0
Sympk	33.250000	133	0	0	0	0
Stat3	33.250000	133	0	0	0	0
Slc25a38	33.250000	133	0	0	0	0
Rsrp1	33.250000	133	0	0	0	0
Rpl10a	33.250000	133	0	0	0	0
Rnf169	33.250000	133	0	0	0	0
Rab4b	33.250000	133	0	0	0	0
Ppp2cb	33.250000	133	0	0	0	0
Pin1	33.250000	133	0	0	0	0
Nptn	33.250000	133	0	0	0	0
Mrpl39	33.250000	133	0	0	0	0
Mrpl10	33.250000	133	0	0	0	0
Mia	33.250000	133	0	0	0	0
Med18	33.250000	133	0	0	0	0
Map2k5	33.250000	133	0	0	0	0
Mad2l1	33.250000	133	0	0	0	0
Lrrc46	33.250000	133	0	0	0	0
Hps3	33.250000	133	0	0	0	0
Hint3	33.250000	133	0	0	0	0
Harbi1	33.250000	133	0	0	0	0
H1f2	33.250000	133	0	0	0	0
Gpatch8	33.250000	133	0	0	0	0
Ghdc	33.250000	133	0	0	0	0
Foxa3	33.250000	133	0	0	0	0
Eif4a1	33.250000	133	0	0	0	0
Eea1	33.250000	133	0	0	0	0
Ctbp1	33.250000	133	0	0	0	0
Cops4	33.250000	133	0	0	0	0
Atp7b	33.250000	133	0	0	0	0
Atg13	33.250000	133	0	0	0	0
Alg11	33.250000	133	0	0	0	0
Aasdh	33.250000	133	0	0	0	0
Wdr3	33.000000	132	0	0	0	0
Wbp2	33.000000	132	0	0	0	0
Wbp11	33.000000	132	0	0	0	0
Usp28	33.000000	132	0	0	0	0
Tcf19	33.000000	132	0	0	0	0
Stk11	33.000000	132	0	0	0	0
Prcc	33.000000	132	0	0	0	0
Gtse1	33.000000	132	0	0	0	0
Fads1	33.000000	132	0	0	0	0
Cyth2	33.000000	132	0	0	0	0
Cchcr1	33.000000	132	0	0	0	0
Borcs5	33.000000	132	0	0	0	0
BC049715	33.000000	132	0	0	0	0
Zfp119b	32.750000	131	0	0	0	0
Zdhhc17	32.750000	131	0	0	0	0
Trappc11	32.750000	131	0	0	0	0
Traf5	32.750000	131	0	0	0	0
Tob2	32.750000	131	0	0	0	0
Sox5	32.750000	131	0	0	0	0
Samm50	32.750000	131	0	0	0	0
Rwdd4a	32.750000	131	0	0	0	0
Rogdi	32.750000	131	0	0	0	0
Ric3	32.750000	131	0	0	0	0
Psmc3	32.750000	131	0	0	0	0
Prkacb	32.750000	131	0	0	0	0
Pa2g4	32.750000	131	0	0	0	0
Oxnad1	32.750000	131	0	0	0	0
Ngdn	32.750000	131	0	0	0	0
Mlh1	32.750000	131	0	0	0	0
Kdelr2	32.750000	131	0	0	0	0
Ino80c	32.750000	131	0	0	0	0
Iffo2	32.750000	131	0	0	0	0
Ier5	32.750000	131	0	0	0	0
Hnrnpm	32.750000	131	0	0	0	0
Epm2aip1	32.750000	131	0	0	0	0
Dph3	32.750000	131	0	0	0	0
Ddx52	32.750000	131	0	0	0	0
Ccdc124	32.750000	131	0	0	0	0
Ap3s2	32.750000	131	0	0	0	0
Zscan20	32.500000	130	0	0	0	0
Srp9	32.500000	130	0	0	0	0
Smim12	32.500000	130	0	0	0	0
Slc3a2	32.500000	130	0	0	0	0
Slc25a39	32.500000	130	0	0	0	0
Rps28	32.500000	130	0	0	0	0
Rpl22	32.500000	130	0	0	0	0
Picalm	32.500000	130	0	0	0	0
Ntmt1	32.500000	130	0	0	0	0
Noxo1	32.500000	130	0	0	0	0
Ndufa7	32.500000	130	0	0	0	0
Mrps7	32.500000	130	0	0	0	0
Mea1	32.500000	130	0	0	0	0
Klhdc3	32.500000	130	0	0	0	0
Ints4	32.500000	130	0	0	0	0
H2bc12	32.500000	130	0	0	0	0
H2ac12	32.500000	130	0	0	0	0
Golga1	32.500000	130	0	0	0	0
Gga3	32.500000	130	0	0	0	0
Gfer	32.500000	130	0	0	0	0
Etfdh	32.500000	130	0	0	0	0
Elavl2	32.500000	130	0	0	0	0
Dynll1	32.500000	130	0	0	0	0
Dnttip2	32.500000	130	0	0	0	0
Dcaf7	32.500000	130	0	0	0	0
C2cd2	32.500000	130	0	0	0	0
Btg2	32.500000	130	0	0	0	0
Ap2s1	32.500000	130	0	0	0	0
4930579G24Rik	32.500000	130	0	0	0	0
2610044O15Rik8	32.500000	130	0	0	0	0
Zswim1	32.250000	129	0	0	0	0
Usp16	32.250000	129	0	0	0	0
Ubfd1	32.250000	129	0	0	0	0
Tiparp	32.250000	129	0	0	0	0
Tbpl1	32.250000	129	0	0	0	0
Syf2	32.250000	129	0	0	0	0
Slc39a7	32.250000	129	0	0	0	0
Slc35a4	32.250000	129	0	0	0	0
Rxrb	32.250000	129	0	0	0	0
Rpl22l1	32.250000	129	0	0	0	0
Rab5a	32.250000	129	0	0	0	0
Nsa2	32.250000	129	0	0	0	0
Nphp3	32.250000	129	0	0	0	0
Npcd	32.250000	129	0	0	0	0
Ints7	32.250000	129	0	0	0	0
H2-Ke6	32.250000	129	0	0	0	0
Gfm2	32.250000	129	0	0	0	0
Fnbp4	32.250000	129	0	0	0	0
Eef2	32.250000	129	0	0	0	0
Ears2	32.250000	129	0	0	0	0
Dtl	32.250000	129	0	0	0	0
Cpxm2	32.250000	129	0	0	0	0
Cox16	32.250000	129	0	0	0	0
Copz1	32.250000	129	0	0	0	0
Cbx6	32.250000	129	0	0	0	0
Apbb3	32.250000	129	0	0	0	0
Aftph	32.250000	129	0	0	0	0
Abl1	32.250000	129	0	0	0	0
Zbtb32	32.000000	128	0	0	0	0
Tmbim6	32.000000	128	0	0	0	0
Taco1	32.000000	128	0	0	0	0
Speer4c	32.000000	0	0	0	128	0
Snx11	32.000000	128	0	0	0	0
Snw1	32.000000	128	0	0	0	0
Sf3b3	32.000000	128	0	0	0	0
Pgs1	32.000000	128	0	0	0	0
Otud6b	32.000000	128	0	0	0	0
Nde1	32.000000	128	0	0	0	0
Nap1l4	32.000000	128	0	0	0	0
Marf1	32.000000	128	0	0	0	0
Kyat1	32.000000	128	0	0	0	0
Kmt2b	32.000000	128	0	0	0	0
Hexim2	32.000000	128	0	0	0	0
E430018J23Rik	32.000000	128	0	0	0	0
Cog4	32.000000	128	0	0	0	0
Cdc25c	32.000000	128	0	0	0	0
Calm2	32.000000	128	0	0	0	0
Atp23	32.000000	128	0	0	0	0
Actr1b	32.000000	128	0	0	0	0
4933424G06Rik	32.000000	128	0	0	0	0
Zfp91	31.750000	127	0	0	0	0
Umps	31.750000	127	0	0	0	0
Ubxn4	31.750000	127	0	0	0	0
Snrpa	31.750000	127	0	0	0	0
Plk3	31.750000	127	0	0	0	0
Pfn1	31.750000	127	0	0	0	0
P4hb	31.750000	127	0	0	0	0
Lpxn	31.750000	127	0	0	0	0
Klhdc4	31.750000	127	0	0	0	0
Gnaz	31.750000	127	0	0	0	0
Gatad1	31.750000	127	0	0	0	0
Eno3	31.750000	127	0	0	0	0
Ddx50	31.750000	127	0	0	0	0
BC024978	31.750000	127	0	0	0	0
Atp6v1c1	31.750000	127	0	0	0	0
Zfp64	31.500000	126	0	0	0	0
Zfp12	31.500000	126	0	0	0	0
Zfp11	31.500000	126	0	0	0	0
Smap2	31.500000	126	0	0	0	0
Sap30bp	31.500000	126	0	0	0	0
Rfx5	31.500000	126	0	0	0	0
Recql5	31.500000	126	0	0	0	0
Nr3c2	31.500000	126	0	0	0	0
Mtch1	31.500000	126	0	0	0	0
Lrch3	31.500000	126	0	0	0	0
Heatr4	31.500000	126	0	0	0	0
Gskip	31.500000	126	0	0	0	0
Atp6v0c	31.500000	126	0	0	0	0
Atg2b	31.500000	126	0	0	0	0
Ap2m1	31.500000	126	0	0	0	0
Acot2	31.500000	126	0	0	0	0
Zmat2	31.250000	125	0	0	0	0
Zik1	31.250000	125	0	0	0	0
Tex30	31.250000	125	0	0	0	0
Stk35	31.250000	125	0	0	0	0
Snrnp70	31.250000	125	0	0	0	0
Smc6	31.250000	125	0	0	0	0
Scyl1	31.250000	125	0	0	0	0
Ppp1ccb	31.250000	125	0	0	0	0
Ppp1cc	31.250000	125	0	0	0	0
Peli1	31.250000	125	0	0	0	0
Morf4l2	31.250000	125	0	0	0	0
Mon2	31.250000	125	0	0	0	0
Gen1	31.250000	125	0	0	0	0
Eif5a	31.250000	125	0	0	0	0
Coa7	31.250000	125	0	0	0	0
Cfap97	31.250000	125	0	0	0	0
Bcas3	31.250000	125	0	0	0	0
Baz2a	31.250000	125	0	0	0	0
Atp5g1	31.250000	125	0	0	0	0
Anks3	31.250000	125	0	0	0	0
Akap8	31.250000	125	0	0	0	0
4930451G09Rik	31.250000	125	0	0	0	0
Zfp445	31.000000	124	0	0	0	0
Xpr1	31.000000	124	0	0	0	0
Usp40	31.000000	124	0	0	0	0
Uros	31.000000	124	0	0	0	0
Ubr4	31.000000	124	0	0	0	0
Thoc1	31.000000	124	0	0	0	0
Tceanc	31.000000	124	0	0	0	0
Slc25a19	31.000000	124	0	0	0	0
Rpl21	31.000000	124	0	0	0	0
Rfc2	31.000000	124	0	0	0	0
Rab3gap1	31.000000	124	0	0	0	0
Pcgf1	31.000000	124	0	0	0	0
Mpv17	31.000000	124	0	0	0	0
Map2k7	31.000000	124	0	0	0	0
Lactb	31.000000	124	0	0	0	0
Kdm4c	31.000000	124	0	0	0	0
Ipo13	31.000000	124	0	0	0	0
Gm46430	31.000000	124	0	0	0	0
Fbxl18	31.000000	124	0	0	0	0
E130308A19Rik	31.000000	124	0	0	0	0
Dynlt1b	31.000000	124	0	0	0	0
Cnnm2	31.000000	124	0	0	0	0
Cdiptos	31.000000	124	0	0	0	0
Cdipt	31.000000	124	0	0	0	0
Bccip	31.000000	124	0	0	0	0
Atg101	31.000000	124	0	0	0	0
Zcchc4	30.750000	123	0	0	0	0
Tvp23b	30.750000	123	0	0	0	0
Slc9a1	30.750000	123	0	0	0	0
