Target_genes	Prdm15|Average	SRX5299924|E6.5_embryos	SRX1301547|ES_cells	SRX2754629|ES_cells	SRX2754630|ES_cells	SRX2754632|ES_cells	SRX2754633|ES_cells	SRX2754635|ES_cells	SRX2754636|ES_cells	SRX5379469|ES_cells	STRING
Abhd11	41.888889	0	0	108	177	0	92	0	0	0	0
Mis18a	41.777778	0	0	0	93	130	153	0	0	0	0
Gps2	41.777778	0	0	0	90	161	125	0	0	0	0
Fosl2	41.777778	0	0	109	91	77	0	0	0	99	0
Des	41.777778	0	0	69	90	97	120	0	0	0	0
Cnot6l	41.777778	0	0	92	98	78	108	0	0	0	0
Cldn1	41.777778	0	0	107	132	0	137	0	0	0	0
Castor1	41.777778	0	0	0	144	70	85	77	0	0	0
Cacna1i	41.777778	0	0	0	111	112	153	0	0	0	0
Btbd6	41.777778	0	0	104	0	146	126	0	0	0	0
Zfp458	41.666667	0	0	146	95	0	134	0	0	0	0
Usf2	41.666667	0	0	0	118	127	130	0	0	0	0
Pla2g7	41.666667	0	0	0	199	176	0	0	0	0	0
Pcdhb21	41.666667	0	0	0	132	124	119	0	0	0	0
Pbld1	41.666667	0	0	145	230	0	0	0	0	0	0
Ybx2	41.555556	0	0	0	144	139	91	0	0	0	0
Ppm1f	41.555556	0	0	0	75	143	156	0	0	0	0
Plk3	41.555556	0	0	115	0	100	159	0	0	0	0
Nkd1	41.555556	0	0	87	89	119	79	0	0	0	0
Mip	41.555556	0	0	128	142	0	104	0	0	0	0
Grm5	41.555556	0	0	167	0	99	108	0	0	0	0
Gpr6	41.555556	0	0	72	0	139	102	61	0	0	0
Drd5	41.555556	0	0	126	83	165	0	0	0	0	0
Clec4g	41.555556	0	0	0	132	127	115	0	0	0	0
Cbll1	41.555556	0	0	0	113	154	107	0	0	0	0
Snurf	41.444444	0	0	85	123	66	99	0	0	0	0
Snrpn	41.444444	0	0	85	123	66	99	0	0	0	0
Sgce	41.444444	0	0	105	0	119	149	0	0	0	0
Peli3	41.444444	0	0	84	60	98	131	0	0	0	0
Peg10	41.444444	0	0	105	0	119	149	0	0	0	0
Oxtr	41.444444	0	0	0	118	135	120	0	0	0	0
Gadd45g	41.444444	0	0	94	82	129	68	0	0	0	0
Dhx34	41.444444	0	0	147	0	108	118	0	0	0	0
Bod1	41.444444	0	0	0	90	127	156	0	0	0	0
Lama5	41.333333	0	0	129	174	69	0	0	0	0	0
Fam155a	41.333333	0	0	114	143	115	0	0	0	0	0
Ecm1	41.333333	0	0	0	139	148	85	0	0	0	0
Ddx46	41.333333	0	0	0	133	151	88	0	0	0	0
Zfp488	41.222222	0	0	0	113	113	145	0	0	0	0
Ube2a	41.222222	0	0	107	146	0	118	0	0	0	0
Klhl35	41.222222	0	0	0	154	80	137	0	0	0	0
Gas2l3	41.222222	0	0	167	0	129	75	0	0	0	0
Fmn1	41.222222	0	0	200	171	0	0	0	0	0	0
Erbb4	41.222222	0	0	135	145	0	91	0	0	0	0
Cmtm2b	41.222222	0	0	90	98	0	99	84	0	0	0
Cluap1	41.222222	0	0	110	0	135	126	0	0	0	0
Cdhr4	41.222222	0	0	128	158	0	85	0	0	0	0
Btn1a1	41.222222	0	0	107	0	137	127	0	0	0	0
1700037C18Rik	41.222222	0	0	110	0	135	126	0	0	0	0
Tesk1	41.111111	0	0	166	125	0	0	0	0	79	0
Slc7a10	41.111111	0	0	80	93	107	90	0	0	0	0
Lrtm2	41.111111	0	0	0	168	101	101	0	0	0	0
Lrch4	41.111111	0	0	0	117	143	110	0	0	0	0
Lad1	41.111111	0	0	0	121	179	70	0	0	0	0
Kcnq1	41.111111	0	0	76	0	141	153	0	0	0	0
Impact	41.111111	0	0	88	0	150	132	0	0	0	0
Hcrtr2	41.111111	0	0	223	0	147	0	0	0	0	0
Fbxo24	41.111111	0	0	0	117	143	110	0	0	0	0
Egfl7	41.111111	0	0	0	94	175	0	0	0	101	0
Dcxr	41.111111	0	0	107	181	82	0	0	0	0	0
Astn1	41.111111	0	0	211	78	81	0	0	0	0	0
Zic5	41.000000	0	0	124	129	116	0	0	0	0	0
Zfp9	41.000000	0	0	0	0	196	173	0	0	0	0
Vldlr	41.000000	0	0	0	187	116	66	0	0	0	0
Slc2a10	41.000000	0	0	134	133	102	0	0	0	0	0
Slc22a1	41.000000	0	0	0	139	127	103	0	0	0	0
Rrm1	41.000000	0	0	0	132	122	115	0	0	0	0
Rabac1	41.000000	0	0	0	91	152	126	0	0	0	0
Prrc2a	41.000000	0	0	107	0	155	107	0	0	0	0
Pnoc	41.000000	0	0	134	235	0	0	0	0	0	0
Gzme	41.000000	0	0	121	149	99	0	0	0	0	0
Camk1g	41.000000	0	0	189	0	108	72	0	0	0	0
Shank2	40.888889	0	0	88	113	0	167	0	0	0	0
Rrp12	40.888889	0	0	91	82	97	98	0	0	0	0
Ovca2	40.888889	0	0	117	0	107	144	0	0	0	0
Auts2	40.888889	0	0	0	92	80	105	0	0	91	0
Trim29	40.777778	0	0	0	106	134	127	0	0	0	0
Trhde	40.777778	0	0	75	79	117	96	0	0	0	0
Sox11	40.777778	0	0	127	159	0	81	0	0	0	0
H2-Oa	40.777778	0	0	203	85	79	0	0	0	0	0
Fblim1	40.777778	0	0	0	154	0	77	0	0	136	0
Ctc1	40.777778	0	0	0	143	101	123	0	0	0	0
Adcy6	40.777778	0	0	0	112	122	133	0	0	0	0
AI467606	40.777778	0	0	83	179	0	105	0	0	0	0
Shld1	40.666667	0	0	107	132	0	127	0	0	0	0
Ryr1	40.666667	0	0	0	73	148	145	0	0	0	0
Lynx1	40.666667	0	0	70	117	85	94	0	0	0	0
Jazf1	40.666667	0	0	0	119	123	124	0	0	0	0
Gpr12	40.666667	0	0	92	120	0	154	0	0	0	0
Dusp8	40.666667	0	0	106	127	133	0	0	0	0	0
Cyp2s1	40.666667	0	0	0	137	138	91	0	0	0	0
Cxcl14	40.666667	0	0	0	157	116	93	0	0	0	0
Cacna1b	40.666667	0	0	70	0	139	157	0	0	0	0
Bzw2	40.666667	0	0	94	0	141	131	0	0	0	0
Arhgef15	40.666667	0	0	185	181	0	0	0	0	0	0
Ankmy2	40.666667	0	0	94	0	141	131	0	0	0	0
Tcf21	40.555556	0	0	0	113	156	96	0	0	0	0
S1pr4	40.555556	0	0	73	98	76	118	0	0	0	0
Rtp2	40.555556	0	0	0	131	117	117	0	0	0	0
Lep	40.555556	0	0	0	116	83	166	0	0	0	0
Gas2l1	40.555556	0	0	109	102	154	0	0	0	0	0
Fhad1	40.555556	0	0	162	203	0	0	0	0	0	0
AA414768	40.555556	0	0	156	134	0	0	75	0	0	0
Tyk2	40.444444	0	0	70	91	0	125	78	0	0	0
Spaca4	40.444444	0	0	162	202	0	0	0	0	0	0
Slc45a1	40.444444	0	0	89	102	81	92	0	0	0	0
Sh3glb2	40.444444	0	0	0	96	115	153	0	0	0	0
Rasgrp2	40.444444	0	0	122	107	0	0	0	0	135	0
Ptprcap	40.444444	0	364	0	0	0	0	0	0	0	0
Prr15	40.444444	0	0	142	104	118	0	0	0	0	0
Ldlr	40.444444	0	0	0	96	172	96	0	0	0	0
Fpr-rs3	40.444444	0	0	89	0	167	108	0	0	0	0
Crip3	40.444444	0	0	159	120	0	85	0	0	0	0
Abhd14b	40.444444	0	0	91	0	101	172	0	0	0	0
Abhd14a	40.444444	0	0	91	0	101	172	0	0	0	0
Neil2	40.333333	0	0	0	124	91	148	0	0	0	0
Myf5	40.333333	0	0	146	217	0	0	0	0	0	0
Gpatch4	40.333333	0	0	146	217	0	0	0	0	0	0
Elfn1	40.333333	0	0	92	0	91	0	0	0	180	0
C1qtnf4	40.333333	0	0	0	69	83	211	0	0	0	0
Atp1a3	40.333333	0	0	113	0	139	111	0	0	0	0
Atf1	40.333333	0	0	0	102	85	176	0	0	0	0
Arsj	40.333333	0	0	98	123	142	0	0	0	0	0
Zfp641	40.222222	0	0	0	0	136	157	69	0	0	0
Tns2	40.222222	0	0	0	123	92	0	0	0	147	0
Tnk1	40.222222	0	0	126	125	111	0	0	0	0	0
Slc26a5	40.222222	0	0	136	0	99	127	0	0	0	0
Sirt4	40.222222	0	0	95	128	139	0	0	0	0	0
Rarres2	40.222222	0	0	153	209	0	0	0	0	0	0
Phldb3	40.222222	0	0	0	87	130	145	0	0	0	0
Olfr44	40.222222	0	0	167	123	0	72	0	0	0	0
Maf	40.222222	0	0	171	191	0	0	0	0	0	0
Lipm	40.222222	0	0	107	0	137	118	0	0	0	0
Gp1bb	40.222222	0	0	145	217	0	0	0	0	0	0
Fam135a	40.222222	0	0	0	101	134	127	0	0	0	0
Dlx3	40.222222	0	0	0	188	79	95	0	0	0	0
Cdk2ap1	40.222222	0	0	125	167	0	70	0	0	0	0
Arl9	40.222222	0	0	0	142	93	127	0	0	0	0
1700028K03Rik	40.222222	0	0	0	195	0	167	0	0	0	0
Zmpste24	40.111111	0	0	72	132	157	0	0	0	0	0
Sez6l2	40.111111	0	0	90	94	87	90	0	0	0	0
Gm826	40.111111	0	0	100	103	0	0	158	0	0	0
Gipc3	40.111111	0	0	126	141	94	0	0	0	0	0
Foxp2	40.111111	0	0	127	0	132	102	0	0	0	0
Clvs1	40.111111	0	0	0	95	99	167	0	0	0	0
Btc	40.111111	0	0	0	162	127	72	0	0	0	0
Bhlhe40	40.111111	0	0	95	175	0	91	0	0	0	0
Asphd1	40.111111	0	0	90	94	87	90	0	0	0	0
Apba2	40.111111	0	0	78	90	90	103	0	0	0	0
Tafa1	40.000000	0	0	80	95	95	90	0	0	0	0
Samd4b	40.000000	0	0	71	0	145	144	0	0	0	0
Grm1	40.000000	0	0	0	113	157	90	0	0	0	0
Gmfg	40.000000	0	0	71	0	145	144	0	0	0	0
Gm14410	40.000000	0	0	0	113	157	90	0	0	0	0
Foxa3	40.000000	0	0	0	94	153	113	0	0	0	0
Ddx49	40.000000	0	0	0	140	88	132	0	0	0	0
Cope	40.000000	0	0	0	140	88	132	0	0	0	0
1700012B09Rik	40.000000	0	0	0	152	118	90	0	0	0	0
Vcan	39.888889	0	0	108	138	0	113	0	0	0	0
Shc2	39.888889	0	0	131	151	77	0	0	0	0	0
Sh2d3c	39.888889	0	0	128	145	86	0	0	0	0	0
Sec1	39.888889	0	0	91	0	131	137	0	0	0	0
Pram1	39.888889	0	0	0	0	180	179	0	0	0	0
Pcdhb18	39.888889	0	0	0	126	123	110	0	0	0	0
Npr3	39.888889	0	0	82	171	106	0	0	0	0	0
Nme6	39.888889	0	0	104	110	145	0	0	0	0	0
Ndufs2	39.888889	0	0	0	0	242	117	0	0	0	0
Hoxb6	39.888889	0	0	112	0	106	141	0	0	0	0
Hoxb5	39.888889	0	0	112	0	106	141	0	0	0	0
Gpaa1	39.888889	0	0	132	139	0	0	88	0	0	0
Exosc4	39.888889	0	0	132	139	0	0	88	0	0	0
Caly	39.888889	0	200	0	0	70	89	0	0	0	0
Adamts4	39.888889	0	0	0	0	242	117	0	0	0	0
1700019N19Rik	39.888889	0	0	198	161	0	0	0	0	0	0
Zbtb14	39.777778	0	0	129	113	116	0	0	0	0	0
Vsx2	39.777778	0	0	96	84	88	90	0	0	0	0
Twistnb	39.777778	0	0	0	0	185	173	0	0	0	0
Tfr2	39.777778	0	0	112	124	122	0	0	0	0	0
Tbc1d9b	39.777778	0	0	0	105	143	110	0	0	0	0
Slc44a5	39.777778	0	0	0	88	125	145	0	0	0	0
Slc16a13	39.777778	0	0	140	94	0	124	0	0	0	0
Nefm	39.777778	0	0	59	96	117	86	0	0	0	0
Lhcgr	39.777778	0	0	0	0	211	147	0	0	0	0
Irf8	39.777778	0	0	0	107	114	137	0	0	0	0
Inpp5d	39.777778	0	0	0	133	145	80	0	0	0	0
Grk6	39.777778	0	0	80	74	99	105	0	0	0	0
Aplf	39.777778	0	0	126	142	0	90	0	0	0	0
Alppl2	39.777778	0	0	129	0	104	125	0	0	0	0
Usp50	39.666667	0	0	184	173	0	0	0	0	0	0
Tnfaip8l2	39.666667	0	0	124	0	94	0	0	0	139	0
Synpo	39.666667	0	0	156	0	117	84	0	0	0	0
Rplp2	39.666667	0	0	0	0	129	154	0	74	0	0
Pidd1	39.666667	0	0	0	0	129	154	0	74	0	0
Cnnm3	39.666667	0	0	0	107	165	85	0	0	0	0
B3galnt1	39.666667	0	0	93	0	110	154	0	0	0	0
Serpinh1	39.555556	0	0	75	146	135	0	0	0	0	0
Robo3	39.555556	0	0	129	0	107	120	0	0	0	0
Rhbdf2	39.555556	0	0	100	148	108	0	0	0	0	0
Lrrc4	39.555556	0	0	0	110	119	127	0	0	0	0
Gsg1l2	39.555556	0	0	112	0	130	114	0	0	0	0
Gsg1	39.555556	0	0	0	0	178	178	0	0	0	0
Glp2r	39.555556	0	0	112	0	130	114	0	0	0	0
Tfpt	39.444444	0	0	72	157	126	0	0	0	0	0
Rrp7a	39.444444	0	0	135	110	110	0	0	0	0	0
Rab25	39.444444	0	0	127	119	109	0	0	0	0	0
Prpf31	39.444444	0	0	72	157	126	0	0	0	0	0
Plbd2	39.444444	0	0	0	98	107	150	0	0	0	0
Phf12	39.444444	0	0	0	104	155	96	0	0	0	0
Csf3r	39.444444	0	0	104	122	129	0	0	0	0	0
Coq7	39.444444	0	0	0	127	138	90	0	0	0	0
Tdgf1	39.333333	0	0	108	144	0	102	0	0	0	0
Syngr3	39.333333	0	0	105	0	128	121	0	0	0	0
Rab11fip3	39.333333	0	0	0	119	126	109	0	0	0	0
Nup62cl	39.333333	0	0	170	184	0	0	0	0	0	0
Hmx1	39.333333	0	0	85	98	97	74	0	0	0	0
Gm29797	39.333333	0	0	208	146	0	0	0	0	0	0
Dnaaf6b	39.333333	0	0	170	184	0	0	0	0	0	0
Zfp469	39.222222	0	0	182	0	0	84	0	0	87	0
Samd14	39.222222	0	0	149	0	122	82	0	0	0	0
Rtp1	39.222222	0	0	117	0	118	118	0	0	0	0
Rapgefl1	39.222222	0	0	0	104	147	102	0	0	0	0
Olfr1349	39.222222	0	0	0	93	121	139	0	0	0	0
Gnas	39.222222	0	0	0	145	113	95	0	0	0	0
Gm13278	39.222222	0	0	0	122	124	107	0	0	0	0
G0s2	39.222222	0	0	88	125	0	140	0	0	0	0
C2	39.222222	0	0	141	212	0	0	0	0	0	0
Zc3h12a	39.111111	0	0	0	156	113	83	0	0	0	0
Prpf38b	39.111111	0	0	92	0	137	123	0	0	0	0
Hsdl2	39.111111	0	0	112	77	163	0	0	0	0	0
Cldn24	39.111111	0	0	145	139	0	68	0	0	0	0
Cldn22	39.111111	0	0	145	139	0	68	0	0	0	0
Uxt	39.000000	0	0	178	173	0	0	0	0	0	0
Prorp	39.000000	0	0	178	173	0	0	0	0	0	0
Pld4	39.000000	0	351	0	0	0	0	0	0	0	0
Paqr7	39.000000	0	0	135	114	102	0	0	0	0	0
Nudt16l1	39.000000	0	0	0	110	110	131	0	0	0	0
Kcnab1	39.000000	0	0	0	95	99	157	0	0	0	0
Gdap1	39.000000	0	0	0	113	81	157	0	0	0	0
Dsc3	39.000000	0	0	157	113	0	81	0	0	0	0
Ankmy1	39.000000	0	0	107	79	105	60	0	0	0	0
Wnt8a	38.888889	0	0	0	122	73	155	0	0	0	0
Sult2a4	38.888889	0	0	0	104	99	147	0	0	0	0
Kcnv2	38.888889	0	0	115	0	147	88	0	0	0	0
Ift74	38.888889	0	0	0	162	188	0	0	0	0	0
Grin3b	38.888889	0	0	0	127	109	0	0	0	114	0
Eda	38.888889	0	0	98	162	90	0	0	0	0	0
Duoxa2	38.888889	0	0	101	151	98	0	0	0	0	0
Duox2	38.888889	0	0	101	151	98	0	0	0	0	0
Dot1l	38.888889	0	0	0	84	119	147	0	0	0	0
Chka	38.888889	0	0	0	81	117	152	0	0	0	0
Slc7a5	38.777778	0	0	0	139	104	106	0	0	0	0
Plppr3	38.777778	0	0	0	107	130	112	0	0	0	0
Ntn5	38.777778	0	0	103	0	125	121	0	0	0	0
Nt5c1a	38.777778	0	0	135	123	0	91	0	0	0	0
Ncan	38.777778	0	0	0	256	93	0	0	0	0	0
Luc7l2	38.777778	0	0	0	97	152	100	0	0	0	0
Gm11564	38.777778	0	0	0	142	99	108	0	0	0	0
Dgkd	38.777778	0	0	119	0	98	132	0	0	0	0
Car4	38.777778	0	0	93	105	64	87	0	0	0	0
Bpi	38.777778	0	0	0	106	133	110	0	0	0	0
Apol11a	38.777778	0	0	107	0	139	103	0	0	0	0
Amz2	38.777778	0	0	0	160	71	118	0	0	0	0
Zfp273	38.666667	0	0	146	0	83	119	0	0	0	0
Stk36	38.666667	0	0	214	134	0	0	0	0	0	0
Rnf25	38.666667	0	0	214	134	0	0	0	0	0	0
Mrps17	38.666667	0	0	0	0	215	133	0	0	0	0
Mrap2	38.666667	0	0	88	0	123	137	0	0	0	0
Lsr	38.666667	0	0	78	99	84	87	0	0	0	0
Lrg1	38.666667	0	0	155	78	115	0	0	0	0	0
Kcnj2	38.666667	0	0	117	104	127	0	0	0	0	0
Irgc1	38.666667	0	0	0	121	114	113	0	0	0	0
Hs1bp3	38.666667	0	0	0	113	91	144	0	0	0	0
Fam187b	38.666667	0	0	78	99	84	87	0	0	0	0
Chrm2	38.666667	0	0	136	113	99	0	0	0	0	0
Bpifa3	38.666667	0	0	143	122	0	0	0	83	0	0
Arhgdia	38.666667	0	0	0	141	115	92	0	0	0	0
Zmat5	38.555556	0	0	0	101	114	132	0	0	0	0
Uqcr10	38.555556	0	0	0	101	114	132	0	0	0	0
Trappc2	38.555556	0	0	89	78	81	99	0	0	0	0
Tmem130	38.555556	0	0	0	106	142	99	0	0	0	0
Ofd1	38.555556	0	0	89	78	81	99	0	0	0	0
Fam207a	38.555556	0	0	0	69	146	132	0	0	0	0
Exosc2	38.555556	0	0	0	0	235	112	0	0	0	0
Alg9	38.555556	0	0	0	112	117	118	0	0	0	0
Tymp	38.444444	0	0	118	120	0	108	0	0	0	0
Traf2	38.444444	0	0	125	101	120	0	0	0	0	0
Sumo3	38.444444	0	0	0	91	96	159	0	0	0	0
Sco2	38.444444	0	0	118	120	0	108	0	0	0	0
Per2	38.444444	0	0	0	96	137	113	0	0	0	0
Odf3b	38.444444	0	0	118	120	0	108	0	0	0	0
Hvcn1	38.444444	0	0	121	0	111	114	0	0	0	0
Dusp18	38.444444	0	0	216	130	0	0	0	0	0	0
Chst1	38.444444	0	0	103	150	93	0	0	0	0	0
4921536K21Rik	38.444444	0	0	216	130	0	0	0	0	0	0
Wnt3	38.333333	0	0	149	196	0	0	0	0	0	0
Wdpcp	38.333333	0	0	168	177	0	0	0	0	0	0
Sh3bp5l	38.333333	0	0	127	111	107	0	0	0	0	0
Mdh1	38.333333	0	0	168	177	0	0	0	0	0	0
Hand1	38.333333	0	0	98	0	156	91	0	0	0	0
Zfp26	38.222222	0	0	98	0	99	147	0	0	0	0
Supt4a	38.222222	0	0	0	129	118	97	0	0	0	0
Slc35a4	38.222222	0	0	0	69	116	159	0	0	0	0
Prelp	38.222222	0	0	171	173	0	0	0	0	0	0
Pdgfra	38.222222	0	0	121	118	0	105	0	0	0	0
Olfr126	38.222222	0	0	0	113	115	116	0	0	0	0
Hoxd9	38.222222	0	0	105	136	103	0	0	0	0	0
Grem1	38.222222	0	0	164	0	82	98	0	0	0	0
Gm13277	38.222222	0	0	0	122	115	107	0	0	0	0
Epn3	38.222222	0	0	0	0	106	140	0	98	0	0
Ccer1	38.222222	0	0	88	0	101	155	0	0	0	0
Apbb3	38.222222	0	0	0	69	116	159	0	0	0	0
Acp4	38.222222	0	0	0	147	112	85	0	0	0	0
Zfp362	38.111111	0	0	77	0	106	90	0	0	70	0
Slc52a3	38.111111	0	0	113	0	137	93	0	0	0	0
Skil	38.111111	0	0	0	98	114	131	0	0	0	0
Ptprn	38.111111	0	0	168	0	175	0	0	0	0	0
Ppt1	38.111111	0	0	0	107	137	99	0	0	0	0
Olfr1390	38.111111	0	0	98	0	146	99	0	0	0	0
Mybpc3	38.111111	0	0	0	92	160	91	0	0	0	0
Igfbp1	38.111111	0	0	0	0	239	104	0	0	0	0
Fam184a	38.111111	0	0	86	0	119	138	0	0	0	0
Cpxm1	38.111111	0	0	0	94	131	118	0	0	0	0
Ccl21b	38.111111	0	0	171	172	0	0	0	0	0	0
Ash1l	38.111111	0	0	98	0	127	118	0	0	0	0
Arpp21	38.111111	0	0	0	92	144	107	0	0	0	0
Alkal2	38.111111	0	0	0	0	181	162	0	0	0	0
Adam1b	38.111111	0	0	85	0	145	113	0	0	0	0
Vmn2r44	38.000000	0	0	89	0	140	113	0	0	0	0
Slc25a23	38.000000	0	0	78	113	151	0	0	0	0	0
Hnf1b	38.000000	0	0	122	118	102	0	0	0	0	0
Fam189b	38.000000	0	0	0	100	116	126	0	0	0	0
Dnmt3l	38.000000	0	0	0	0	209	133	0	0	0	0
Dkk3	38.000000	0	0	93	127	0	122	0	0	0	0
Crb3	38.000000	0	0	78	113	151	0	0	0	0	0
Aire	38.000000	0	0	0	0	209	133	0	0	0	0
Sh3bgrl3	37.888889	0	0	0	95	135	111	0	0	0	0
Npm3	37.888889	0	0	80	0	165	96	0	0	0	0
Nlgn1	37.888889	0	0	140	116	0	85	0	0	0	0
Hoxb4	37.888889	0	0	122	0	141	78	0	0	0	0
Drc1	37.888889	0	0	0	113	129	99	0	0	0	0
Dhx8	37.888889	0	0	0	85	140	116	0	0	0	0
Trim71	37.777778	0	0	157	111	0	72	0	0	0	0
Pde6a	37.777778	0	0	189	0	0	151	0	0	0	0
Ntn1	37.777778	0	0	0	98	115	127	0	0	0	0
Magix	37.777778	0	0	135	205	0	0	0	0	0	0
Lsamp	37.777778	0	0	117	86	0	137	0	0	0	0
Gm14322	37.777778	0	0	0	104	99	137	0	0	0	0
Fam162b	37.777778	0	0	0	123	127	90	0	0	0	0
Dyrk2	37.777778	0	0	0	110	104	126	0	0	0	0
Dipk2a	37.777778	0	0	0	108	100	132	0	0	0	0
Cped1	37.777778	0	0	0	162	0	178	0	0	0	0
Cdsn	37.777778	0	176	0	75	89	0	0	0	0	0
Bcl2l11	37.777778	0	0	130	117	0	0	0	0	93	0
4930512M02Rik	37.777778	0	0	0	0	193	147	0	0	0	0
Traf1	37.666667	0	0	112	227	0	0	0	0	0	0
Taf6	37.666667	0	0	152	0	84	103	0	0	0	0
Sun3	37.666667	0	0	0	92	134	113	0	0	0	0
Srpx	37.666667	0	0	141	198	0	0	0	0	0	0
Prpf18	37.666667	0	0	126	132	81	0	0	0	0	0
Pou4f1	37.666667	0	0	88	126	125	0	0	0	0	0
Otop3	37.666667	0	0	100	0	109	130	0	0	0	0
Mogs	37.666667	0	0	0	135	89	115	0	0	0	0
Gm11992	37.666667	0	0	0	92	134	113	0	0	0	0
Gm10710	37.666667	0	0	174	0	72	93	0	0	0	0
Dcst2	37.666667	0	0	0	0	164	175	0	0	0	0
Dcst1	37.666667	0	0	0	0	164	175	0	0	0	0
Dchs2	37.666667	0	0	174	0	72	93	0	0	0	0
Col16a1	37.666667	0	0	0	106	135	98	0	0	0	0
Cnpy4	37.666667	0	0	152	0	84	103	0	0	0	0
Chst4	37.666667	0	0	147	192	0	0	0	0	0	0
Ttc33	37.555556	0	0	0	0	127	211	0	0	0	0
Sntg2	37.555556	0	0	167	0	90	81	0	0	0	0
Six4	37.555556	0	0	0	123	110	105	0	0	0	0
Gm13090	37.555556	0	0	88	0	124	126	0	0	0	0
Ddt	37.555556	0	0	86	113	0	139	0	0	0	0
Cyct	37.555556	0	0	80	0	111	147	0	0	0	0
Creld2	37.555556	0	0	0	73	130	135	0	0	0	0
Alg12	37.555556	0	0	0	73	130	135	0	0	0	0
Tomm40	37.444444	0	0	0	102	116	119	0	0	0	0
Slc26a11	37.444444	0	0	99	138	0	100	0	0	0	0
Sgsh	37.444444	0	0	99	138	0	100	0	0	0	0
Serpinb1c	37.444444	0	0	140	103	0	94	0	0	0	0
Podxl2	37.444444	0	0	0	116	117	104	0	0	0	0
Pex10	37.444444	0	0	0	78	124	135	0	0	0	0
Kcnq3	37.444444	0	0	115	0	116	106	0	0	0	0
Gm12258	37.444444	0	0	0	78	0	259	0	0	0	0
Fgd3	37.444444	0	0	0	103	147	0	87	0	0	0
Selenoi	37.333333	0	0	0	156	83	97	0	0	0	0
Pwp2	37.333333	0	0	0	106	128	102	0	0	0	0
Myh11	37.333333	0	0	0	0	108	131	97	0	0	0
Mfap1b	37.333333	0	0	0	0	126	210	0	0	0	0
Igsf9	37.333333	0	0	0	77	166	93	0	0	0	0
Gm1673	37.333333	0	0	0	96	114	126	0	0	0	0
Anapc7	37.333333	0	0	0	144	126	66	0	0	0	0
Zfp112	37.222222	0	0	140	195	0	0	0	0	0	0
Vmn2r84	37.222222	0	0	0	0	178	157	0	0	0	0
Scfd1	37.222222	0	0	0	0	178	157	0	0	0	0
Plxnb1	37.222222	0	0	112	104	0	0	0	0	119	0
Cyp46a1	37.222222	0	0	0	155	75	105	0	0	0	0
Cxcl12	37.222222	0	0	109	99	127	0	0	0	0	0
Zbtb42	37.111111	0	0	139	82	0	113	0	0	0	0
Ugcg	37.111111	0	0	0	124	100	110	0	0	0	0
Tspoap1	37.111111	0	0	0	126	121	87	0	0	0	0
Rgs20	37.111111	0	0	0	135	113	86	0	0	0	0
Rad54b	37.111111	0	0	0	0	170	164	0	0	0	0
Krt34	37.111111	0	0	0	140	194	0	0	0	0	0
Ildr2	37.111111	0	0	123	100	0	111	0	0	0	0
Hoxa2	37.111111	0	0	97	141	0	96	0	0	0	0
Smg9	37.000000	0	0	0	0	191	142	0	0	0	0
Pm20d1	37.000000	0	0	72	189	72	0	0	0	0	0
Osbpl2	37.000000	0	0	0	119	104	110	0	0	0	0
Intu	37.000000	0	0	0	69	127	137	0	0	0	0
Hemk1	37.000000	0	0	146	187	0	0	0	0	0	0
Fgf1	37.000000	0	0	107	113	113	0	0	0	0	0
Adam3	37.000000	0	0	189	0	0	0	0	144	0	0
6430571L13Rik	37.000000	0	0	146	187	0	0	0	0	0	0
2010315B03Rik	37.000000	0	0	98	0	125	110	0	0	0	0
Vmn2r26	36.888889	0	0	0	113	147	72	0	0	0	0
Syt6	36.888889	0	0	0	128	118	0	0	86	0	0
Nectin4	36.888889	0	0	0	111	112	109	0	0	0	0
Mchr1	36.888889	0	0	0	148	0	184	0	0	0	0
Gtf2f1	36.888889	0	0	0	122	108	102	0	0	0	0
Grm8	36.888889	0	0	0	109	121	102	0	0	0	0
Fry	36.888889	0	0	131	96	0	105	0	0	0	0
Drg2	36.888889	0	0	148	184	0	0	0	0	0	0
Ociad2	36.777778	0	0	0	186	72	73	0	0	0	0
Imp4	36.777778	0	0	139	86	0	106	0	0	0	0
Fgf17	36.777778	0	0	121	123	87	0	0	0	0	0
Cib2	36.777778	0	0	96	0	88	147	0	0	0	0
Ccdc115	36.777778	0	0	139	86	0	106	0	0	0	0
Zfp593	36.666667	0	0	128	0	89	113	0	0	0	0
Pcdhb5	36.666667	0	0	136	104	90	0	0	0	0	0
Hoxc8	36.666667	0	0	0	110	101	119	0	0	0	0
Herc6	36.666667	0	0	0	104	118	108	0	0	0	0
Fchsd1	36.666667	0	0	117	0	104	109	0	0	0	0
Dph2	36.666667	0	0	135	195	0	0	0	0	0	0
Dlx6	36.666667	0	0	59	91	85	95	0	0	0	0
Cfap221	36.666667	0	0	0	172	0	158	0	0	0	0
Casp6	36.666667	0	0	0	135	73	122	0	0	0	0
Tusc2	36.555556	0	0	84	0	116	129	0	0	0	0
Sv2c	36.555556	0	0	0	67	124	138	0	0	0	0
Rgs22	36.555556	0	0	138	95	0	96	0	0	0	0
Osr1	36.555556	0	0	0	94	110	125	0	0	0	0
Myzap	36.555556	0	0	107	132	90	0	0	0	0	0
Gpr84	36.555556	0	0	93	0	138	98	0	0	0	0
