Target_genes	Hoxc8|Average	SRX7416178|Embryoid_Bodies	SRX7416179|Embryoid_Bodies	STRING
Rsc1a1	300.000000	600	0	0
Taar7f	299.500000	339	260	0
Ppt1	299.500000	384	215	0
Ttr	299.000000	398	200	0
Clnk	299.000000	390	208	0
Olfr372	297.000000	403	191	0
Pnn	296.500000	314	279	0
Marcks	296.500000	275	318	0
Srgap2	296.000000	424	168	0
Fam72a	296.000000	424	168	0
Prickle1	295.500000	429	162	0
Tmem71	295.000000	406	184	0
Muc4	295.000000	590	0	0
Gcc1	294.500000	400	189	0
Rnase12	294.000000	308	280	0
Rnase11	294.000000	308	280	0
Rgs16	294.000000	514	74	0
Reck	293.000000	586	0	0
Zfp60	292.000000	382	202	0
Tmigd1	292.000000	442	142	0
Smarcd2	291.500000	422	161	0
Sesn1	291.500000	583	0	0
Igdcc3	291.500000	466	117	0
Purg	291.000000	373	209	0
Fam243	291.000000	348	234	0
Rhog	290.500000	360	221	0
Rgs22	290.500000	581	0	0
Cntnap2	290.500000	345	236	0
Arl6ip1	290.500000	320	261	0
Sowaha	289.500000	579	0	0
Slc17a4	289.500000	297	282	0
Fis1	289.000000	360	218	0
Stox2	288.500000	326	251	0
Slc25a44	288.500000	286	291	0
Ptger4	288.500000	366	211	0
Med25	288.000000	408	168	0
Fuz	288.000000	408	168	0
Cdh20	288.000000	434	142	0
Tmc5	287.000000	574	0	0
Olfr1123	287.000000	274	300	0
Hmx2	287.000000	332	242	0
Olfr157	286.500000	400	173	0
Ubap1l	285.500000	571	0	0
Mtarc1	285.000000	348	222	0
Ino80d	285.000000	321	249	0
Hipk2	285.000000	412	158	0
Grm2	284.000000	455	113	0
Dennd4a	284.000000	405	163	0
Ahdc1	283.500000	427	140	0
Smim18	283.000000	387	179	0
Sgms1	283.000000	389	177	0
Syt4	282.500000	302	263	0
Rasl11b	282.000000	338	226	0
Ghrh	282.000000	347	217	0
Cldn10	282.000000	332	232	0
Olfr1006	281.500000	323	240	0
Lingo4	281.500000	421	142	0
Arl4c	281.500000	279	284	0
Mettl26	280.000000	358	202	0
Mcrip2	280.000000	358	202	0
Xrcc5	279.500000	287	272	0
Nav2	279.500000	559	0	0
Ppp2r5a	279.000000	398	160	0
BC052040	278.500000	337	220	0
Pdzrn4	278.000000	404	152	0
Ndst4	278.000000	338	218	0
Col19a1	278.000000	335	221	0
Clec2l	277.500000	377	178	0
Daam1	277.000000	434	120	0
Traf1	276.500000	310	243	0
Olfr633	276.000000	323	229	0
Lrguk	275.500000	339	212	0
Tdo2	275.000000	333	217	0
Dusp11	274.500000	418	131	0
Tmem263	273.000000	546	0	0
Fhl4	273.000000	546	0	0
Scn3a	272.000000	381	163	0
Plrg1	272.000000	544	0	0
Fgb	272.000000	544	0	0
Skor1	271.500000	366	177	0
Natd1	271.500000	370	173	0
Ldha	271.500000	403	140	0
Dcc	271.000000	542	0	0
Bcar3	271.000000	418	124	0
Ube2k	270.000000	291	249	0
Smim14	270.000000	291	249	0
Igf1	270.000000	296	244	0
Hbb-bs	270.000000	323	217	0
Hbb-b1	270.000000	323	217	0
Hpgd	269.500000	330	209	0
Srxn1	268.500000	399	138	0
Atp6v0e2	268.500000	353	184	0
Enox1	268.000000	361	175	0
Sc5d	267.000000	370	164	0
Fgfr2	266.500000	400	133	0
Sema4b	265.500000	372	159	0
Lrrc3c	265.500000	531	0	0
Tagln3	265.000000	344	186	0
Pabpc6	265.000000	530	0	0
Mien1	265.000000	323	207	0
Dipk1a	265.000000	378	152	0
Ccnd1	264.500000	366	163	0
Arl15	264.000000	314	214	0
Serf2	263.500000	369	158	0
Ciita	263.500000	298	229	0
Casq1	263.500000	298	229	0
Zfp949	263.000000	320	206	0
Vars	263.000000	526	0	0
Tfpi	263.000000	392	134	0
Phactr3	263.000000	355	171	0
D17H6S56E-5	263.000000	526	0	0
Tmem151b	262.500000	290	235	0
Marchf3	262.500000	310	215	0
Aqp9	262.500000	525	0	0
Tdrd7	261.500000	372	151	0
Dnah5	261.500000	363	160	0
Slc9a6	261.000000	359	163	0
Spata16	260.000000	355	165	0
Lhfpl2	260.000000	319	201	0
Hspa8	260.000000	440	80	0
Psmc2	259.000000	299	219	0
Olfr172	259.000000	345	173	0
Igsf9	259.000000	240	278	0
Dnajc2	259.000000	299	219	0
9330159F19Rik	259.000000	294	224	0
Prdm8	258.500000	430	87	0
Ube2e2	257.500000	298	217	0
Hoxb8	257.500000	344	171	0
Hoxb7	257.500000	344	171	0
Nap1l5	257.000000	343	171	0
Btbd8	257.000000	384	130	0
Cep120	256.000000	386	126	0
Thumpd2	255.500000	511	0	0
Rbms2	255.500000	283	228	0
Ndufaf2	255.000000	510	0	0
Angel2	254.500000	267	242	0
Smc6	254.000000	235	273	0
Rassf4	254.000000	281	227	0
Pgm2	254.000000	335	173	0
Gen1	254.000000	235	273	0
Shox2	253.500000	301	206	0
Klhl1	253.000000	506	0	0
Zfp426	252.500000	260	245	0
Pkp2	252.500000	312	193	0
Ogn	252.500000	276	229	0
Arid3b	252.500000	357	148	0
Vgll4	252.000000	365	139	0
Dusp28	252.000000	331	173	0
Cox20	252.000000	336	168	0
Ankmy1	252.000000	331	173	0
Unc93a2	251.000000	329	173	0
Npas4	250.500000	193	308	0
Nemf	250.500000	334	167	0
Ch25h	250.000000	500	0	0
Kpna4	249.500000	499	0	0
Zfp819	249.000000	498	0	0
Far1	249.000000	498	0	0
Dntt	249.000000	326	172	0
Unc119	248.500000	497	0	0
Hspb8	248.500000	299	198	0
Tyw1	247.500000	351	144	0
Sbds	247.500000	351	144	0
Mamld1	247.000000	494	0	0
Fer	247.000000	365	129	0
Col5a3	247.000000	494	0	0
Pak4	246.500000	371	122	0
Poldip3	246.000000	242	250	0
Nsg2	246.000000	297	195	0
Krt90	246.000000	354	138	0
BC048403	246.000000	338	154	0
Scn1a	245.000000	302	188	0
Higd1a	245.000000	308	182	0
Zfp712	244.500000	337	152	0
Jagn1	244.500000	318	171	0
Dab2	244.500000	326	163	0
Cep112	244.500000	489	0	0
Tex19.1	244.000000	488	0	0
Scmh1	244.000000	335	153	0
Lmo4	244.000000	257	231	0
Dok5	244.000000	348	140	0
Ranbp9	243.000000	240	246	0
Asgr2	243.000000	323	163	0
Vps13d	242.500000	326	159	0
Sdc4	242.500000	340	145	0
Plekhb1	242.500000	314	171	0
Tmem14a	242.000000	245	239	0
Mfng	242.000000	322	162	0
Tmem242	241.500000	326	157	0
Pdcd4	241.500000	483	0	0
Gpr161	241.500000	371	112	0
Mtmr2	241.000000	372	110	0
Ube4b	240.500000	481	0	0
Tcf7l2	240.000000	480	0	0
Eogt	239.000000	478	0	0
Mrfap1	238.500000	342	135	0
Lrrc52	238.500000	477	0	0
Gbe1	238.500000	298	179	0
Tnfrsf11b	237.500000	269	206	0
Ccl9	237.500000	475	0	0
Sox6	237.000000	299	175	0
Plch1	237.000000	373	101	0
Fev	237.000000	474	0	0
Ss18	236.500000	294	179	0
Pank4	236.500000	217	256	0
Maob	236.500000	310	163	0
Hes5	236.500000	217	256	0
Nudt4	236.000000	276	196	0
Lipc	236.000000	330	142	0
Dpy19l4	236.000000	472	0	0
Cep85l	236.000000	358	114	0
Lin28b	235.500000	279	192	0
C7	235.000000	470	0	0
Tmem107	234.500000	263	206	0
Zic4	234.000000	316	152	0
Tctex1d4	234.000000	325	143	0
Plk3	234.000000	325	143	0
Parp4	233.500000	219	248	0
Cenpj	233.500000	219	248	0
Sox5	233.000000	237	229	0
Fnta	233.000000	311	155	0
Lrp12	231.500000	463	0	0
Ska2	231.000000	284	178	0
Prr11	231.000000	284	178	0
Kirrel3	231.000000	322	140	0
Msi1	230.500000	461	0	0
BC107364	230.500000	345	116	0
Ammecr1l	230.500000	461	0	0
Abhd6	230.500000	238	223	0
Zfp663	230.000000	460	0	0
Arhgap28	230.000000	260	200	0
Nfia	229.500000	300	159	0
Zbtb18	229.000000	312	146	0
Echdc1	229.000000	291	167	0
Ano3	229.000000	458	0	0
Urm1	228.500000	319	138	0
Tjap1	228.500000	337	120	0
Mtmr12	228.500000	457	0	0
Lratd2	228.500000	342	115	0
Pou2f1	228.000000	456	0	0
Hpn	228.000000	227	229	0
Pcm1	227.500000	256	199	0
Pak1ip1	227.500000	319	136	0
Itgb8	227.500000	202	253	0
Cd28	227.500000	215	240	0
Nfam1	227.000000	302	152	0
Zfp473	226.500000	306	147	0
Vrk3	226.500000	306	147	0
Spen	226.500000	453	0	0
Nrxn1	226.500000	258	195	0
Icmt	226.500000	260	193	0
Hes3	226.500000	260	193	0
Chn2	226.500000	287	166	0
Abracl	226.500000	316	137	0
Synpr	226.000000	452	0	0
Cdh6	226.000000	304	148	0
Lrrc4c	225.500000	451	0	0
Kctd6	225.500000	451	0	0
Cep170	225.500000	278	173	0
Cdca8	225.000000	450	0	0
Asic4	225.000000	335	115	0
9930104L06Rik	225.000000	450	0	0
Csdc2	223.500000	322	125	0
Atic	223.500000	284	163	0
Saxo2	222.500000	445	0	0
Mia3	222.500000	227	218	0
Efl1	222.500000	445	0	0
Trpm8	222.000000	444	0	0
Robo2	222.000000	295	149	0
Ogfrl1	220.500000	265	176	0
Cacybp	220.500000	441	0	0
Hnrnpdl	220.000000	440	0	0
Fem1al	220.000000	440	0	0
Enoph1	220.000000	440	0	0
Map2	219.500000	286	153	0
Ubqln2	219.000000	438	0	0
Pgpep1	218.500000	437	0	0
Gm6588	218.500000	204	233	0
Eef1akmt1	218.500000	289	148	0
4930505A04Rik	218.500000	285	152	0
Morf4l1	218.000000	337	99	0
Snapc5	217.500000	331	104	0
Pcare	217.000000	262	172	0
Kif1b	217.000000	263	171	0
Actn4	217.000000	269	165	0
Zfand6	216.500000	260	173	0
Sptssa	216.500000	433	0	0
Prkcd	216.500000	433	0	0
Nipa2	216.500000	255	178	0
Nsd3	216.000000	281	151	0
Dync1i2	216.000000	257	175	0
Creld1	216.000000	432	0	0
Stap1	215.500000	431	0	0
Cenpc1	215.500000	431	0	0
Vps41	215.000000	430	0	0
Siglec1	215.000000	430	0	0
Yjefn3	214.500000	274	155	0
Nrp2	213.500000	427	0	0
Zpld2	213.000000	274	152	0
Zfp521	213.000000	242	184	0
Dll4	213.000000	276	150	0
Akirin2	213.000000	316	110	0
Ina	212.500000	425	0	0
Gm765	212.500000	241	184	0
Slc25a40	212.000000	424	0	0
Kcnv2	212.000000	424	0	0
Id3	212.000000	424	0	0
Dbf4	212.000000	424	0	0
Med16	211.500000	423	0	0
Igsf23	211.500000	423	0	0
Wfikkn1	211.000000	309	113	0
Olfr1176	211.000000	238	184	0
Kcnh8	211.000000	422	0	0
Fmn2	211.000000	244	178	0
Msl3l2	210.500000	421	0	0
Fn1	210.500000	256	165	0
Tlk1	210.000000	338	82	0
Fam71d	210.000000	420	0	0
Got2	209.500000	251	168	0
Zfp62	209.000000	418	0	0
Prok2	209.000000	271	147	0
Ccdc172	209.000000	286	132	0
Tshz3	208.500000	232	185	0
Pepd	208.500000	417	0	0
Rph3al	208.000000	262	154	0
Ppm1b	208.000000	245	171	0
Gpr12	208.000000	287	129	0
Kcna5	207.500000	309	106	0
Slc35f3	206.500000	413	0	0
Rcan2	206.500000	330	83	0
Mcm6	206.500000	250	163	0
Bcas1	206.500000	413	0	0
Lgr5	206.000000	250	162	0
Fam171b	206.000000	233	179	0
Dhrs7	206.000000	260	152	0
Ablim1	206.000000	263	149	0
Nim1k	205.500000	201	210	0
Cryzl2	205.500000	233	178	0
Sp8	205.000000	410	0	0
Sfi1	204.500000	92	317	0
Cmtr1	204.500000	311	98	0
Acsf3	203.500000	227	180	0
Tox	203.000000	243	163	0
Crb2	203.000000	263	143	0
Spred1	202.000000	404	0	0
Repin1	201.500000	403	0	0
Rag2	201.500000	403	0	0
Iftap	201.500000	403	0	0
Gm5111	201.500000	403	0	0
Gast	201.500000	311	92	0
Iqsec1	201.000000	402	0	0
Dgkh	200.500000	401	0	0
Slc22a5	200.000000	400	0	0
Pag1	199.500000	399	0	0
Snx7	199.000000	251	147	0
Qk	199.000000	398	0	0
Tfdp2	198.500000	397	0	0
Prkaa1	198.500000	397	0	0
Dclk3	198.000000	396	0	0
Agk	197.500000	251	144	0
1700017B05Rik	197.500000	395	0	0
Ptprq	197.000000	231	163	0
Itgbl1	197.000000	394	0	0
Tmem125	196.000000	150	242	0
Accs	196.000000	392	0	0
Osbpl9	195.500000	262	129	0
Dnajc6	195.500000	391	0	0
Smyd3	195.000000	251	139	0
Mef2c	195.000000	390	0	0
Dcdc5	195.000000	284	106	0
Pde1a	194.500000	389	0	0
Edn1	194.000000	388	0	0
Tlx1	193.500000	242	145	0
Rabep2	193.500000	387	0	0
Noct	193.500000	387	0	0
Ano1	193.500000	387	0	0
Zeb2	192.000000	205	179	0
Ptk2b	192.000000	384	0	0
Lrrn1	192.000000	384	0	0
Irx6	192.000000	384	0	0
Gcn1	192.000000	384	0	0
Ttc28	191.500000	383	0	0
Tex14	191.500000	227	156	0
Rnf32	191.500000	383	0	0
Cnr1	191.500000	164	219	0
Arf2	191.500000	232	151	0
Itk	191.000000	382	0	0
Tmem131l	190.500000	204	177	0
Prrc1	190.500000	381	0	0
Nde1	190.500000	257	124	0
Minar2	190.500000	224	157	0
Marf1	190.500000	257	124	0
Cables1	190.500000	381	0	0
Zmynd8	189.500000	379	0	0
Lta4h	189.500000	241	138	0
Sulf2	189.000000	378	0	0
Rab27a	189.000000	203	175	0
Fam71b	189.000000	378	0	0
Rasgrp2	188.500000	377	0	0
Ptpn14	188.500000	182	195	0
Med13	188.500000	218	159	0
Ugdh	188.000000	171	205	0
Uck2	188.000000	259	117	0
Trp53inp1	188.000000	268	108	0
Pik3r1	188.000000	376	0	0
Pak2	188.000000	255	121	0
Sspn	187.000000	193	181	0
Gm3667	186.500000	148	225	0
Tenm2	186.000000	372	0	0
Rhbdd1	185.500000	371	0	0
Rbm26	185.500000	136	235	0
Rapgef6	185.500000	197	174	0
Mapk1ip1l	185.500000	371	0	0
Cipc	185.500000	300	71	0
Abra	185.500000	371	0	0
Adam19	185.000000	370	0	0
Tcerg1	184.500000	243	126	0
Ppp2r2a	184.500000	200	169	0
Kif5b	184.500000	369	0	0
G6pc2	184.000000	169	199	0
Tafa5	183.500000	367	0	0
Cdk17	183.500000	210	157	0
Cblb	183.500000	232	135	0
Sptan1	183.000000	366	0	0
Jam2	183.000000	257	109	0
Wdyhv1	182.500000	365	0	0
Sdha	182.500000	365	0	0
Pou1f1	182.500000	365	0	0
Ccdc127	182.500000	365	0	0
Ppm1e	182.000000	364	0	0
Lce1g	181.500000	190	173	0
Uggt1	181.000000	240	122	0
Aff3	181.000000	362	0	0
Adgrl4	181.000000	362	0	0
Grrp1	180.500000	183	178	0
Rbfox1	179.000000	207	151	0
Lsm11	179.000000	358	0	0
Gdf5	178.500000	357	0	0
Golm1	178.000000	356	0	0
Adgrl3	178.000000	356	0	0
Tmem47	177.500000	223	132	0
Rsbn1l	177.000000	354	0	0
Grb2	176.500000	353	0	0
Zfp516	176.000000	352	0	0
Lama1	176.000000	352	0	0
Vamp9	175.000000	182	168	0
Dleu7	175.000000	252	98	0
Plxna4	174.500000	349	0	0
Ndufaf4	174.500000	349	0	0
Nfib	174.000000	348	0	0
Ndufa4l2	174.000000	348	0	0
Gm6729	174.000000	348	0	0
Bco1	174.000000	348	0	0
Atp6v1e2	174.000000	348	0	0
Angpt2	174.000000	204	144	0
H60b	173.500000	347	0	0
Itsn2	173.000000	346	0	0
Fundc1	173.000000	346	0	0
Stk35	172.500000	222	123	0
Pof1b	172.500000	193	152	0
Lpin2	172.500000	345	0	0
Ip6k2	172.500000	248	97	0
Arpp19	172.500000	345	0	0
Ahcyl1	172.500000	345	0	0
Lrrc8d	171.500000	343	0	0
Glipr1l1	171.500000	343	0	0
Fstl5	171.500000	343	0	0
Cd47	171.500000	343	0	0
Tufm	171.000000	227	115	0
Tecrl	171.000000	210	132	0
Ints14	171.000000	342	0	0
Cacna2d1	171.000000	342	0	0
Btg3	171.000000	342	0	0
Nr2f2	170.500000	341	0	0
Grem2	170.500000	341	0	0
Cybrd1	170.500000	341	0	0
Crlf2	170.500000	206	135	0
Mdm4	170.000000	155	185	0
Ear10	170.000000	340	0	0
Siah3	169.500000	339	0	0
Ngdn	169.500000	186	153	0
Nog	169.000000	338	0	0
Lrrc3b	169.000000	338	0	0
Cyp20a1	169.000000	338	0	0
Setd1b	168.500000	337	0	0
Rapgef2	168.500000	151	186	0
Gbp2	168.500000	337	0	0
Ccdc77	168.500000	182	155	0
Baz1b	168.000000	192	144	0
Smarcd3	167.500000	335	0	0
Ruvbl1	167.500000	335	0	0
Prl8a1	167.500000	335	0	0
Il21r	167.500000	193	142	0
Gm7592	167.500000	335	0	0
Sumf1	167.000000	182	152	0
Olfr1167	167.000000	182	152	0
Npm2	167.000000	334	0	0
Ttc23	166.000000	332	0	0
Lrrc28	166.000000	332	0	0
E130308A19Rik	166.000000	332	0	0
Commd3	166.000000	332	0	0
Bmi1	166.000000	332	0	0
Zwilch	165.500000	331	0	0
Rpl4	165.500000	331	0	0
Rbms1	165.500000	331	0	0
Fam110a	165.500000	331	0	0
Tfap2a	165.000000	163	167	0
Sohlh2	165.000000	330	0	0
Prickle2	165.000000	330	0	0
Gm3448	165.000000	166	164	0
Gm3417	165.000000	166	164	0
Cdc14a	164.500000	223	106	0
Gpr61	164.000000	328	0	0
Sytl3	163.000000	326	0	0
Rbm12b2	163.000000	326	0	0
Phox2a	162.500000	325	0	0
Gbx2	162.500000	325	0	0
Dpysl5	162.500000	325	0	0
Pik3r4	162.000000	182	142	0
Gucy2g	162.000000	182	142	0
Cdh11	161.500000	323	0	552
Rcbtb1	161.500000	323	0	0
Ramp3	161.500000	323	0	0
Pik3c2g	161.500000	323	0	0
Cyp19a1	161.500000	323	0	0
Actl7b	161.500000	150	173	0
Actl7a	161.500000	150	173	0
Tmem135	161.000000	179	143	0
A930009A15Rik	161.000000	235	87	0
Pdrg1	160.500000	167	154	0
Fbxo11	160.500000	163	158	0
Bmp4	160.500000	321	0	0
Uba6	160.000000	320	0	0
Sem1	160.000000	320	0	0
Mrpl42	159.500000	319	0	0
Rbm24	158.500000	317	0	0
Olfr1094	158.500000	317	0	0
Gmfb	157.500000	177	138	0
Slc37a2	156.500000	313	0	0
Prkrip1	156.500000	214	99	0
Endou	156.500000	150	163	0
Cntn6	156.500000	150	163	0
Arrdc3	156.500000	313	0	0
Zcwpw2	156.000000	312	0	0
Rbp1	156.000000	312	0	0
Azi2	156.000000	312	0	0
Rpp25	155.500000	311	0	0
Necab1	155.500000	311	0	0
Wdfy4	155.000000	310	0	0
Emcn	155.000000	310	0	0
Dnajb8	155.000000	310	0	0
Axin1	155.000000	310	0	0
Ubqln4	154.500000	309	0	0
Rab25	154.500000	309	0	0
Lsamp	154.500000	309	0	0
Lamtor2	154.500000	309	0	0
Bcr	154.500000	309	0	0
Aard	154.500000	309	0	0
Zar1	154.000000	308	0	0
Znrf4	153.500000	307	0	0
Gpm6b	153.500000	307	0	0
Prmt8	152.500000	305	0	0
Percc1	152.000000	304	0	0
BC003965	152.000000	304	0	0
Adamtsl1	152.000000	304	0	0
Tmx3	151.500000	177	126	0
Fyn	151.500000	303	0	0
Cpne7	151.500000	303	0	0
Zcrb1	151.000000	302	0	0
Supt6	151.000000	302	0	0
Sdf2	151.000000	302	0	0
Pphln1	151.000000	302	0	0
Chst8	151.000000	302	0	0
Psmd5	150.500000	301	0	0
Pkd2l2	150.500000	301	0	0
Lin7a	150.500000	301	0	0
Hrg	150.500000	301	0	0
Cutal	150.500000	301	0	0
Zbtb44	150.000000	153	147	0
Usp14	150.000000	300	0	0
Krt81	150.000000	171	129	0
Rbm25	149.500000	198	101	0
Antxr2	149.500000	299	0	0
Zfp972	149.000000	298	0	0
Plekha7	149.000000	298	0	0
Ints6l	149.000000	298	0	0
Hmgn2	149.000000	298	0	0
Epg5	149.000000	298	0	0
Cfap53	149.000000	298	0	0
B3gat1	149.000000	298	0	0
Piwil4	148.500000	185	112	0
Pipox	148.500000	297	0	0
Crhbp	148.500000	297	0	0
Erich6b	148.000000	296	0	0
Meox1	147.500000	295	0	0
Grik3	147.500000	192	103	0
Rpp38	147.000000	294	0	0
Pax5	147.000000	294	0	0
Chrna5	147.000000	160	134	0
Rbpj	146.500000	293	0	0
Jmjd1c	146.500000	293	0	0
Hipk3	146.500000	218	75	0
Gcnt7	146.500000	179	114	0
Ttk	146.000000	176	116	0
Spock3	146.000000	150	142	0
Gtf2a1l	146.000000	292	0	0
Gnrhr	146.000000	160	132	0
Cibar2	146.000000	292	0	0
Ankrd50	146.000000	292	0	0
Radil	145.500000	291	0	0
Mydgf	145.500000	291	0	0
Dst	145.000000	290	0	0
Agr2	145.000000	142	148	0
Polk	144.500000	289	0	0
Nlrp10	144.500000	150	139	0
Kif21a	144.500000	160	129	0
Eif3f	144.500000	150	139	0
Ckap5	144.500000	289	0	0
Adgrv1	144.500000	112	177	0
Aanat	144.500000	289	0	0
Rccd1	144.000000	288	0	0
Zfp563	143.500000	287	0	0
Sall4	143.500000	185	102	0
Insig1	143.500000	183	104	0
Gbp8	143.500000	221	66	0
Abl1	143.500000	287	0	0
Tnnt3	143.000000	286	0	0
Tmsb4x	143.000000	286	0	0
Slc35f6	143.000000	286	0	0
Sh2d4b	143.000000	286	0	0
Pkdcc	143.000000	181	105	0
Isl1	143.000000	286	0	0
Hs3st4	143.000000	286	0	0
Elk1	143.000000	286	0	0
Cnga2	143.000000	286	0	0
Adck1	143.000000	286	0	0
Sybu	142.500000	285	0	0
Sult6b2	142.500000	285	0	0
Mapk8ip1	142.500000	285	0	0
Cckar	142.500000	158	127	0
Bend3	142.500000	285	0	0
Wdr6	141.500000	138	145	0
Prpf40a	141.500000	127	156	0
Naaladl2	141.500000	190	93	0
Meis2	141.500000	283	0	0
Kif23	141.500000	283	0	0
Arl6ip6	141.500000	127	156	0
Apc	141.500000	283	0	0
Ppp2r5d	141.000000	282	0	0
Reep3	140.500000	281	0	0
Map3k12	140.500000	281	0	0
Clstn1	140.500000	281	0	0
Rassf5	140.000000	280	0	0
Rassf3	140.000000	280	0	0
Cbln4	140.000000	208	72	0
Mthfsl	139.500000	167	112	0
Phlpp1	138.000000	276	0	0
Mllt11	138.000000	167	109	0
Mlh1	138.000000	276	0	0
Epm2aip1	138.000000	276	0	0
Cdc42se1	138.000000	167	109	0
9030025P20Rik	138.000000	166	110	0
Slc4a8	137.500000	182	93	0
Osbp	137.500000	146	129	0
Rasgef1c	137.000000	274	0	0
Marco	137.000000	274	0	0
Galnt15	137.000000	274	0	0
Epb41l1	137.000000	274	0	0
Akt3	137.000000	274	0	0
Nck1	136.500000	273	0	0
Lrp8	136.500000	273	0	0
Vstm2l	136.000000	152	120	0
Ccdc83	136.000000	272	0	0
Surf4	135.500000	139	132	0
Stkld1	135.500000	139	132	0
Nt5c3	135.500000	0	271	0
Pip4k2a	135.000000	270	0	0
Mlst8	135.000000	270	0	0
Caskin1	135.000000	270	0	0
Bmp7	135.000000	127	143	0
Adamts15	135.000000	270	0	0
Tut1	134.500000	269	0	0
Tmem94	134.500000	269	0	0
Tlx3	134.500000	269	0	0
Rex1bd	134.500000	269	0	0
Pcbp3	134.500000	269	0	0
Mapk6	134.000000	268	0	0
Dhx9	134.000000	268	0	0
Sox21	133.500000	267	0	0
Fam89a	133.500000	267	0	0
Bclaf1	133.500000	157	110	0
Adh4	133.500000	267	0	0
Zic5	133.000000	266	0	0
Meig1	133.000000	266	0	0
Dclre1c	133.000000	266	0	0
Tjp1	132.500000	265	0	0
Olfr801	132.500000	265	0	0
Ngfr	132.500000	265	0	0
Fam161a	132.500000	265	0	0
Taar8a	132.000000	264	0	0
Slc25a25	132.000000	152	112	0
Reep6	132.000000	264	0	0
Pcsk4	132.000000	264	0	0
Nkap	132.000000	0	264	0
Naif1	132.000000	152	112	0
Krt8	132.000000	264	0	0
Ypel4	131.500000	263	0	0
Osgin1	131.500000	263	0	0
Dph6	131.500000	263	0	0
Tbc1d9b	131.000000	182	80	0
Olfr1375	131.000000	262	0	0
Mtif3	131.000000	262	0	0
Hoxb2	131.000000	262	0	0
H4c12	131.000000	150	112	0
H2bc15	131.000000	150	112	0
H2ac15	131.000000	150	112	0
Eif5	131.000000	262	0	0
Bpifb1	131.000000	262	0	0
Armc2	131.000000	262	0	0
Abca16	131.000000	262	0	0
Suz12	130.500000	154	107	0
E2f1	130.500000	261	0	0
Ctnnd1	130.500000	261	0	0
Syt13	130.000000	260	0	0
Sbk1	130.000000	260	0	0
Rbm34	130.000000	260	0	0
Irx5	130.000000	260	0	0
G3bp2	129.500000	169	90	0
Birc2	129.500000	259	0	0
Hs3st3b1	129.000000	258	0	0
Cdc42ep1	129.000000	258	0	0
Art3	129.000000	258	0	0
Wwp1	128.500000	257	0	0
Spry1	128.500000	257	0	0
Itgb6	128.500000	257	0	0
Apbb2	128.500000	257	0	0
Akr1c13	128.000000	256	0	0
Rps6ka2	127.500000	168	87	0
Rabgap1l	127.500000	255	0	0
Psme4	127.500000	255	0	0
Prdm6	127.500000	255	0	0
Pitpnm2	127.500000	0	255	0
Mat2a	127.500000	164	91	0
Calcoco1	127.500000	255	0	0
Sntn	127.000000	150	104	0
Nxph3	127.000000	254	0	0
Hand1	127.000000	254	0	0
Dnajc13	127.000000	254	0	0
Cwf19l2	127.000000	254	0	0
Stambpl1	126.500000	253	0	0
Smim17	126.000000	0	252	0
Nupr1	126.000000	100	152	0
Sema3c	125.500000	251	0	0
Nol4	125.500000	251	0	0
Dmrta2	125.500000	251	0	0
Arid1a	125.500000	251	0	0
Sipa1l2	125.000000	250	0	0
Ralgapa1	125.000000	250	0	0
Pde4d	125.000000	250	0	0
Lrrtm3	125.000000	250	0	0
Klri1	125.000000	250	0	0
Kcnab1	125.000000	250	0	0
Hnrnpa1l2-ps2	125.000000	250	0	0
Hip1r	125.000000	250	0	0
Gfra1	125.000000	250	0	0
Dlgap1	125.000000	250	0	0
Cnpy3	125.000000	250	0	0
Zfp689	124.500000	91	158	0
Asxl2	124.500000	249	0	0
Tox2	124.000000	248	0	0
Spred2	124.000000	248	0	0
Zcchc8	123.500000	146	101	0
Tom1l2	123.500000	150	97	0
Tcte3	123.500000	83	164	0
Smim22	123.500000	247	0	0
Rab27b	123.500000	247	0	0
Pm20d1	123.500000	247	0	0
Dthd1	123.500000	247	0	0
Drc3	123.500000	150	97	0
Crabp2	123.500000	247	0	0
Rab11fip2	123.000000	246	0	0
Gphb5	123.000000	246	0	0
Eef1akmt2	123.000000	0	246	0
C1ql1	123.000000	246	0	0
Emp3	122.500000	245	0	0
Wipf1	122.000000	244	0	0
Thsd4	122.000000	165	79	0
Mpzl3	122.000000	244	0	0
Mbtps2	122.000000	142	102	0
Marchf7	122.000000	244	0	0
Dstn	122.000000	244	0	0
Cenpa	122.000000	244	0	0
Akr1b3	122.000000	244	0	0
Gss	121.500000	136	107	0
Grsf1	121.500000	243	0	0
St6galnac6	121.000000	242	0	0
Sgsm1	121.000000	242	0	0
Nhsl1	121.000000	242	0	0
N4bp2	121.000000	242	0	0
Kdm8	121.000000	242	0	0
Ift27	121.000000	242	0	0
Olfr235	120.500000	109	132	0
Mmp24	120.500000	241	0	0
Glcci1	120.500000	241	0	0
Cfap161	120.500000	148	93	0
Cdhr5	120.500000	129	112	0
Lgals12	119.500000	239	0	0
Krtap15	119.500000	239	0	0
Krtap14	119.500000	239	0	0
Armc1	119.500000	239	0	0
Rasa2	119.000000	238	0	0
Prdm11	119.000000	238	0	0
Pkib	119.000000	238	0	0
Inpp5a	119.000000	238	0	0
Gpx3	119.000000	238	0	0
Foxo6	119.000000	238	0	0
Egr2	119.000000	238	0	0
