Target_genes	Zfp217|Average	SRX868619|ES_cells	STRING
Notch1	350.000000	350	0
Mettl6	350.000000	350	0
Lrrc57	350.000000	350	0
Kbtbd8	350.000000	350	0
Hscb	350.000000	350	0
Haus2	350.000000	350	0
Grhl1	350.000000	350	0
Gnb1	350.000000	350	0
Gm38396	350.000000	350	0
Gars	350.000000	350	0
Eaf1	350.000000	350	0
Dusp19	350.000000	350	0
Dnajc18	350.000000	350	0
Chek2	350.000000	350	0
Cep43	350.000000	350	0
Cdkn1b	350.000000	350	0
C1ql1	350.000000	350	0
Bst2	350.000000	350	0
Brca2	350.000000	350	0
Alg10b	350.000000	350	0
Acsl4	350.000000	350	0
A130010J15Rik	350.000000	350	0
Zcchc24	349.000000	349	0
Yme1l1	349.000000	349	0
Surf6	349.000000	349	0
Ryr1	349.000000	349	0
Rfc4	349.000000	349	0
Ovca2	349.000000	349	0
Mtcp1	349.000000	349	0
Mastl	349.000000	349	0
Immp2l	349.000000	349	0
Heatr3	349.000000	349	0
Gm38538	349.000000	349	0
Exosc2	349.000000	349	0
Cmc4	349.000000	349	0
Cenph	349.000000	349	0
Ccn2	349.000000	349	0
Camk2d	349.000000	349	0
Brcc3	349.000000	349	0
Bcam	349.000000	349	0
Actn1	349.000000	349	0
A430005L14Rik	349.000000	349	0
2510002D24Rik	349.000000	349	0
Wfdc3	348.000000	348	0
Usp21	348.000000	348	0
Thap1	348.000000	348	0
Sra1	348.000000	348	0
Slc25a16	348.000000	348	0
Setmar	348.000000	348	0
Rps15a	348.000000	348	0
Rasd1	348.000000	348	0
Ndufa8	348.000000	348	0
Mta1	348.000000	348	0
Morn5	348.000000	348	0
Lyrm2	348.000000	348	0
Lca5l	348.000000	348	0
Immp1l	348.000000	348	0
Elp4	348.000000	348	0
Dnttip1	348.000000	348	0
Csnk1a1	348.000000	348	0
Casp8ap2	348.000000	348	0
Tmie	347.000000	347	0
Tigd5	347.000000	347	0
Stil	347.000000	347	0
Rps6ka1	347.000000	347	0
Rpl34-ps1	347.000000	347	0
Rpl34	347.000000	347	0
Rpl14	347.000000	347	0
Rab26	347.000000	347	0
Ndufaf5	347.000000	347	0
Nars	347.000000	347	0
Idnk	347.000000	347	0
Hsf2	347.000000	347	0
Fut8	347.000000	347	0
Esf1	347.000000	347	0
Eef1d	347.000000	347	0
Edrf1	347.000000	347	0
Ckb	347.000000	347	0
Ccdc134	347.000000	347	0
Birc6	347.000000	347	0
Atrnl1	347.000000	347	0
Als2cl	347.000000	347	0
Actr3	347.000000	347	0
Trmo	346.000000	346	0
Tbc1d8	346.000000	346	0
Synj2bp	346.000000	346	0
Spata13	346.000000	346	0
Smim11	346.000000	346	0
Slc19a1	346.000000	346	0
Phf23	346.000000	346	0
Nodal	346.000000	346	0
Nap1l1	346.000000	346	0
Lig3	346.000000	346	0
Kpna3	346.000000	346	0
Il12rb1	346.000000	346	0
Gmfb	346.000000	346	0
Gm20498	346.000000	346	0
Gigyf2	346.000000	346	0
Fahd2a	346.000000	346	0
Ezh2	346.000000	346	0
Egfl7	346.000000	346	0
Dvl2	346.000000	346	0
Dmwd	346.000000	346	0
Dcun1d1	346.000000	346	0
Cnksr3	346.000000	346	0
Ccdc93	346.000000	346	0
Asrgl1	346.000000	346	0
Adgrv1	346.000000	346	0
Trnt1	345.000000	345	0
Tmem189	345.000000	345	0
Stk32c	345.000000	345	0
Rpsa	345.000000	345	0
Rpl15	345.000000	345	0
Rbm26	345.000000	345	0
Ptp4a1	345.000000	345	0
Nkiras1	345.000000	345	0
Nid2	345.000000	345	0
Mfge8	345.000000	345	0
Mettl21a	345.000000	345	0
Lrrc27	345.000000	345	0
Lrp11	345.000000	345	0
Kif23	345.000000	345	0
Ints6l	345.000000	345	0
Foxred2	345.000000	345	0
Dyrk2	345.000000	345	0
Dynlt1f	345.000000	345	0
Dynlt1c	345.000000	345	0
Cdk5r1	345.000000	345	0
Cdc25c	345.000000	345	0
Ccnj	345.000000	345	0
Brwd1	345.000000	345	0
Smap2	344.000000	344	0
Rida	344.000000	344	0
Rassf5	344.000000	344	0
Psma2	344.000000	344	0
Ppp1cb	344.000000	344	0
Pop1	344.000000	344	0
Polr2e	344.000000	344	0
Mrpl32	344.000000	344	0
Mef2b	344.000000	344	0
Lrr1	344.000000	344	0
Jagn1	344.000000	344	0
Ggta1	344.000000	344	0
Exosc8	344.000000	344	0
Exoc2	344.000000	344	0
Cyth2	344.000000	344	0
Cyren	344.000000	344	0
Chrna7	344.000000	344	0
Cenpf	344.000000	344	0
Bzw2	344.000000	344	0
Bambi	344.000000	344	0
Atp7b	344.000000	344	0
Asph	344.000000	344	0
Ankmy2	344.000000	344	0
Alg5	344.000000	344	0
Alg11	344.000000	344	0
Ahctf1	344.000000	344	0
Agk	344.000000	344	0
Snrpd2	343.000000	343	0
Sarnp	343.000000	343	0
Rhbdd2	343.000000	343	0
Qpctl	343.000000	343	0
Pycrl	343.000000	343	0
Ormdl2	343.000000	343	0
Lats1	343.000000	343	0
Itch	343.000000	343	0
Heatr5a	343.000000	343	0
Fancd2os	343.000000	343	0
Fam222a	343.000000	343	0
Extl1	343.000000	343	0
Depdc1b	343.000000	343	0
Chd2	343.000000	343	0
Cdkn2aipnl	343.000000	343	0
Brk1	343.000000	343	0
Bcl2l2	343.000000	343	0
Abcf2	343.000000	343	0
Usp2	342.000000	342	0
Tspan3	342.000000	342	0
Tcf4	342.000000	342	0
Rps11	342.000000	342	0
Rpl13a	342.000000	342	0
Rnaseh2a	342.000000	342	0
Rchy1	342.000000	342	0
Prelid2	342.000000	342	0
Prdx2	342.000000	342	0
Ntf5	342.000000	342	0
Notch3	342.000000	342	0
Mks1	342.000000	342	0
Mkrn3	342.000000	342	0
Lck	342.000000	342	0
Knstrn	342.000000	342	0
Irf6	342.000000	342	0
Ice2	342.000000	342	0
Dcaf15	342.000000	342	0
Dap3	342.000000	342	0
Csde1	342.000000	342	0
Ccdc136	342.000000	342	0
Bicd1	342.000000	342	0
Aftph	342.000000	342	0
Timm23	341.000000	341	0
Ssbp3	341.000000	341	0
Sgce	341.000000	341	0
Pogz	341.000000	341	0
Peg10	341.000000	341	0
Parg	341.000000	341	0
Pak1	341.000000	341	0
Map3k9	341.000000	341	0
Lamb1	341.000000	341	0
Kif20b	341.000000	341	0
Camsap3	341.000000	341	0
Acap2	341.000000	341	0
Utp3	340.000000	340	0
Tpt1	340.000000	340	0
Tjp3	340.000000	340	0
Sytl3	340.000000	340	0
Sgo2a	340.000000	340	0
Sdf2l1	340.000000	340	0
Scpep1	340.000000	340	0
Purb	340.000000	340	0
Ppid	340.000000	340	0
Pip5k1c	340.000000	340	0
Papss1	340.000000	340	0
Myl4	340.000000	340	0
Mtarc2	340.000000	340	0
Llgl2	340.000000	340	0
Eloa	340.000000	340	0
Clk3	340.000000	340	0
Cep63	340.000000	340	0
Cdc27	340.000000	340	0
Ccz1	340.000000	340	0
Anapc13	340.000000	340	0
Aktip	340.000000	340	0
Zfp426	339.000000	339	0
Traf2	339.000000	339	0
Tmed2	339.000000	339	0
Sorbs1	339.000000	339	0
Sod2	339.000000	339	0
Smtnl2	339.000000	339	0
Setx	339.000000	339	0
Rack1	339.000000	339	0
Ndfip2	339.000000	339	0
Ing5	339.000000	339	0
Hook2	339.000000	339	0
Hnrnpdl	339.000000	339	0
Hdac5	339.000000	339	0
Gm35588	339.000000	339	0
Fmr1	339.000000	339	0
Fam122a	339.000000	339	0
Enoph1	339.000000	339	0
Dym	339.000000	339	0
Dtymk	339.000000	339	0
Zfp791	338.000000	338	0
Yeats4	338.000000	338	0
Wdr77	338.000000	338	0
Vkorc1l1	338.000000	338	0
Tmub1	338.000000	338	0
Stat3	338.000000	338	0
Slc26a2	338.000000	338	0
Sema3f	338.000000	338	0
Pspc1	338.000000	338	0
Psmd4	338.000000	338	0
Pold3	338.000000	338	0
Pnpla7	338.000000	338	0
Phb	338.000000	338	0
Nrarp	338.000000	338	0
Nkx3-1	338.000000	338	0
Mrpl41	338.000000	338	0
Mavs	338.000000	338	0
Kras	338.000000	338	0
Gpt2	338.000000	338	0
Gls2	338.000000	338	0
Gemin6	338.000000	338	0
Fbrsl1	338.000000	338	0
Fastk	338.000000	338	0
Cog2	338.000000	338	0
Bmpr1a	338.000000	338	0
Atp5pb	338.000000	338	0
2610001J05Rik	338.000000	338	0
Wdr27	337.000000	337	0
Utf1	337.000000	337	0
Rps27rt	337.000000	337	0
Rock1	337.000000	337	0
Rmi1	337.000000	337	0
Rabep1	337.000000	337	0
Rab13	337.000000	337	0
Ptdss1	337.000000	337	0
Necap1	337.000000	337	0
Mterf3	337.000000	337	0
Mfsd14b	337.000000	337	0
Mast4	337.000000	337	0
Hnrnpk	337.000000	337	0
EU599041	337.000000	337	0
Chka	337.000000	337	0
1600012H06Rik	337.000000	337	0
Zscan29	336.000000	336	0
Vps26c	336.000000	336	0
Tubg1	336.000000	336	0
Tcf25	336.000000	336	0
Stau1	336.000000	336	0
Snx8	336.000000	336	0
Snx10	336.000000	336	0
Snrnp25	336.000000	336	0
Sik2	336.000000	336	0
Retreg3	336.000000	336	0
Retreg2	336.000000	336	0
Rcan3	336.000000	336	0
Rbl1	336.000000	336	0
Prkcz	336.000000	336	0
Pik3r2	336.000000	336	0
Phf20	336.000000	336	0
Ndufv3	336.000000	336	0
Ndufc2	336.000000	336	0
N4bp2	336.000000	336	0
Me2	336.000000	336	0
LOC114841036	336.000000	336	0
Il9r	336.000000	336	0
Hyou1	336.000000	336	0
Gins2	336.000000	336	0
Fkbp2	336.000000	336	0
Eid2	336.000000	336	0
D030056L22Rik	336.000000	336	0
Cnppd1	336.000000	336	0
Cdk19	336.000000	336	0
Ccng2	336.000000	336	0
Akirin2	336.000000	336	0
Zfp976	335.000000	335	0
Zfp961	335.000000	335	0
Zfp511	335.000000	335	0
Zfp39	335.000000	335	0
Wdr37	335.000000	335	0
Tubgcp2	335.000000	335	0
Trim32	335.000000	335	0
Tpra1	335.000000	335	0
Tmem30a	335.000000	335	0
Supt20	335.000000	335	0
Ss18l1	335.000000	335	0
Smim15	335.000000	335	0
Senp8	335.000000	335	0
Psma7	335.000000	335	0
Polrmt	335.000000	335	0
Optn	335.000000	335	0
Myo9a	335.000000	335	0
Mcm2	335.000000	335	0
Limk2	335.000000	335	0
Golga7	335.000000	335	0
Dmc1	335.000000	335	0
D8Ertd738e	335.000000	335	0
Comp	335.000000	335	0
Ccdc61	335.000000	335	0
B2m	335.000000	335	0
Abcb10	335.000000	335	0
Zfyve27	334.000000	334	0
Zfp330	334.000000	334	0
Ybx1	334.000000	334	0
Trim28	334.000000	334	0
Spint1	334.000000	334	0
Slc7a6	334.000000	334	0
Slc35e2	334.000000	334	0
Sertad2	334.000000	334	0
Rrp8	334.000000	334	0
Prrc2a	334.000000	334	0
Prkab1	334.000000	334	0
Ilk	334.000000	334	0
Gabbr1	334.000000	334	0
Eif2ak2	334.000000	334	0
Copb2	334.000000	334	0
Cbx1	334.000000	334	0
AB010352	334.000000	334	0
Zfr	333.000000	333	0
Zfp60	333.000000	333	0
Uhrf1bp1l	333.000000	333	0
Tfdp2	333.000000	333	0
Tada3	333.000000	333	0
Smim4	333.000000	333	0
Sec31a	333.000000	333	0
Rb1cc1	333.000000	333	0
Nt5dc2	333.000000	333	0
Neurl4	333.000000	333	0
Hspa14	333.000000	333	0
Fbxo48	333.000000	333	0
Emc4	333.000000	333	0
Cdnf	333.000000	333	0
C1d	333.000000	333	0
Bbs4	333.000000	333	0
Arpc4	333.000000	333	0
Arhgef11	333.000000	333	0
Agtpbp1	333.000000	333	0
2810408A11Rik	333.000000	333	0
Zw10	332.000000	332	0
Wdr48	332.000000	332	0
Vhl	332.000000	332	0
Tti1	332.000000	332	0
Tctex1d2	332.000000	332	0
Smchd1	332.000000	332	0
Rprd1b	332.000000	332	0
Rab8a	332.000000	332	0
Prkra	332.000000	332	0
Pjvk	332.000000	332	0
Myl12a	332.000000	332	0
Incenp	332.000000	332	0
Ggct	332.000000	332	0
Dnajc28	332.000000	332	0
Dnajc10	332.000000	332	0
Crbn	332.000000	332	0
Ccdc32	332.000000	332	0
Arl4c	332.000000	332	0
Tollip	331.000000	331	0
Tex9	331.000000	331	0
Snx5	331.000000	331	0
Slc12a7	331.000000	331	0
Sart1	331.000000	331	0
Picalm	331.000000	331	0
Mgme1	331.000000	331	0
Gpd1l	331.000000	331	0
Dgcr6	331.000000	331	0
Dennd2c	331.000000	331	0
Cx3cl1	331.000000	331	0
Ccser2	331.000000	331	0
Cars	331.000000	331	0
Armc5	331.000000	331	0
Adi1	331.000000	331	0
9130023H24Rik	331.000000	331	0
Zmynd12	330.000000	330	0
Ube2q2	330.000000	330	0
Txnl4a	330.000000	330	0
Ssrp1	330.000000	330	0
Rps19bp1	330.000000	330	0
Rasal2	330.000000	330	0
Rab33b	330.000000	330	0
Ppcs	330.000000	330	0
Pmf1	330.000000	330	0
Plbd2	330.000000	330	0
Pccb	330.000000	330	0
P2rx3	330.000000	330	0
Mfap1b	330.000000	330	0
Gm16286	330.000000	330	0
Cep192	330.000000	330	0
Abcg1	330.000000	330	0
Abcd3	330.000000	330	0
Zfp871	329.000000	329	0
Usp6nl	329.000000	329	0
Ubtd1	329.000000	329	0
Smim7	329.000000	329	0
Sec63	329.000000	329	0
Rps29	329.000000	329	0
Rps17	329.000000	329	0
Rnpc3	329.000000	329	0
Ralgps2	329.000000	329	0
Ptbp3	329.000000	329	0
Ppa1	329.000000	329	0
Phax	329.000000	329	0
Nol11	329.000000	329	0
Mms19	329.000000	329	0
Ksr2	329.000000	329	0
Herc4	329.000000	329	0
Flcn	329.000000	329	0
Ccni	329.000000	329	0
Atp5g2	329.000000	329	0
Aldh7a1	329.000000	329	0
Abtb1	329.000000	329	0
2010109A12Rik	329.000000	329	0
Zfp968	328.000000	328	0
Zfp967	328.000000	328	0
Zfp966	328.000000	328	0
Smim8	328.000000	328	0
Slc25a33	328.000000	328	0
Osbpl11	328.000000	328	0
Mtres1	328.000000	328	0
Mocs2	328.000000	328	0
Lifr	328.000000	328	0
Igsf9b	328.000000	328	0
Gspt1	328.000000	328	0
Gins4	328.000000	328	0
Gcnt1	328.000000	328	0
Ep300	328.000000	328	0
Cacul1	328.000000	328	0
B9d2	328.000000	328	0
Uvssa	327.000000	327	0
Tnnc1	327.000000	327	0
Sars2	327.000000	327	0
Rnf214	327.000000	327	0
Rab10	327.000000	327	0
Pth2	327.000000	327	0
Ppp2r2d	327.000000	327	0
Polr2b	327.000000	327	0
Plekhg2	327.000000	327	0
Pla2g15	327.000000	327	0
Phkb	327.000000	327	0
Pcsk7	327.000000	327	0
Noa1	327.000000	327	0
Nisch	327.000000	327	0
Nadk	327.000000	327	0
Mrps12	327.000000	327	0
Mapk1ip1	327.000000	327	0
Larp4	327.000000	327	0
Itfg1	327.000000	327	0
Herpud2	327.000000	327	0
Gnl2	327.000000	327	0
Gfy	327.000000	327	0
Fcho2	327.000000	327	0
Epha2	327.000000	327	0
Ddx19a	327.000000	327	0
Clba1	327.000000	327	0
2310057M21Rik	327.000000	327	0
2210016L21Rik	327.000000	327	0
Zbtb8os	326.000000	326	0
Tmem208	326.000000	326	0
Tex45	326.000000	326	0
Rbbp4	326.000000	326	0
Rap2b	326.000000	326	0
Polr3g	326.000000	326	0
Pex11g	326.000000	326	0
Nadsyn1	326.000000	326	0
Mtmr14	326.000000	326	0
Mblac2	326.000000	326	0
Marchf2	326.000000	326	0
Lrrc29	326.000000	326	0
Lmnb2	326.000000	326	0
Hykk	326.000000	326	0
Gm4724	326.000000	326	0
Gm2026	326.000000	326	0
Gm2007	326.000000	326	0
Gm14434	326.000000	326	0
Gm14430	326.000000	326	0
Gm14308	326.000000	326	0
Eif5a	326.000000	326	0
Drosha	326.000000	326	0
Dlgap4	326.000000	326	0
Actr6	326.000000	326	0
Acadm	326.000000	326	0
9130401M01Rik	326.000000	326	0
6030458C11Rik	326.000000	326	0
Zfp42	325.000000	325	0
Yipf3	325.000000	325	0
Spsb1	325.000000	325	0
Smim12	325.000000	325	0
Slc44a2	325.000000	325	0
Slc19a2	325.000000	325	0
Rpp25	325.000000	325	0
Rad21	325.000000	325	0
Polr1c	325.000000	325	0
Pdrg1	325.000000	325	0
Ogfod1	325.000000	325	0
Nup155	325.000000	325	0
Nudt21	325.000000	325	0
Nf2	325.000000	325	0
Mif4gd	325.000000	325	0
Kyat3	325.000000	325	0
Itm2b	325.000000	325	0
Gas6	325.000000	325	0
E130308A19Rik	325.000000	325	0
Bri3	325.000000	325	0
Arhgap11a	325.000000	325	0
Akr1a1	325.000000	325	0
Ago1	325.000000	325	0
Usp5	324.000000	324	0
Timm21	324.000000	324	0
Srsf10	324.000000	324	0
Snx15	324.000000	324	0
Rpl22	324.000000	324	0
Nr4a2	324.000000	324	0
Noct	324.000000	324	0
Ndufb4	324.000000	324	0
Ltc4s	324.000000	324	0
Klhl26	324.000000	324	0
Id3	324.000000	324	0
Hint3	324.000000	324	0
Gpn2	324.000000	324	0
Gm2004	324.000000	324	0
Fbxo15	324.000000	324	0
Cdca3	324.000000	324	0
Calm3	324.000000	324	0
Ap3b1	324.000000	324	0
Zdhhc13	323.000000	323	0
Tubb2b	323.000000	323	0
Smndc1	323.000000	323	0
Shld2	323.000000	323	0
Rnf24	323.000000	323	0
Pank4	323.000000	323	0
Nlk	323.000000	323	0
Ndufaf1	323.000000	323	0
Mthfd1	323.000000	323	0
Mmp17	323.000000	323	0
Hes5	323.000000	323	0
H3f3c	323.000000	323	0
Gm6871	323.000000	323	0
Glud1	323.000000	323	0
Dip2c	323.000000	323	0
Dctpp1	323.000000	323	0
Akap8	323.000000	323	0
Zfp248	322.000000	322	0
Zdhhc6	322.000000	322	0
Yy1	322.000000	322	0
Vti1a	322.000000	322	0
Tmem150a	322.000000	322	0
Tmem135	322.000000	322	0
Thyn1	322.000000	322	0
Shisa5	322.000000	322	0
Rgmb	322.000000	322	0
Ppwd1	322.000000	322	0
Pgap2	322.000000	322	0
Ndufaf2	322.000000	322	0
Nbeal2	322.000000	322	0
Itsn1	322.000000	322	0
Ier3ip1	322.000000	322	0
Ero1b	322.000000	322	0
Dgcr8	322.000000	322	0
Ddx39a	322.000000	322	0
Dbp	322.000000	322	0
Cryzl1	322.000000	322	0
Clspn	322.000000	322	0
Cenpk	322.000000	322	0
Cd151	322.000000	322	0
Ccdc12	322.000000	322	0
Acad8	322.000000	322	0
Zfp599	321.000000	321	0
Ssr1	321.000000	321	0
Sdhaf2	321.000000	321	0
Sdhaf1	321.000000	321	0
Rint1	321.000000	321	0
Pus7	321.000000	321	0
Pttg1	321.000000	321	0
Pomk	321.000000	321	0
Pigg	321.000000	321	0
Pgam1	321.000000	321	0
Pcm1	321.000000	321	0
Ormdl3	321.000000	321	0
Nup50	321.000000	321	0
Med17	321.000000	321	0
Maea	321.000000	321	0
Lsm14b	321.000000	321	0
Iqce	321.000000	321	0
Gm5617	321.000000	321	0
Fam83g	321.000000	321	0
Ern1	321.000000	321	0
Cpsf7	321.000000	321	0
Brat1	321.000000	321	0
Zfp446	320.000000	320	0
Zfp141	320.000000	320	0
Xpnpep3	320.000000	320	0
Wwtr1	320.000000	320	0
Ttc23	320.000000	320	0
Tent2	320.000000	320	0
Strn3	320.000000	320	0
St13	320.000000	320	0
Sox4	320.000000	320	0
Smim19	320.000000	320	0
Slc20a2	320.000000	320	0
Rbm12b2	320.000000	320	0
Ppp3ca	320.000000	320	0
Plekhf1	320.000000	320	0
Ostf1	320.000000	320	0
Osgepl1	320.000000	320	0
Nmrk1	320.000000	320	0
Luc7l2	320.000000	320	0
Lrrc28	320.000000	320	0
Furin	320.000000	320	0
Fscn1	320.000000	320	0
Fn1	320.000000	320	0
Fasn	320.000000	320	0
Eprs	320.000000	320	0
Eif4e2	320.000000	320	0
E030030I06Rik	320.000000	320	0
Ctdp1	320.000000	320	0
Ccnh	320.000000	320	0
Cbx2	320.000000	320	0
Ate1	320.000000	320	0
Arhgap28	320.000000	320	0
Ap4s1	320.000000	320	0
Anapc4	320.000000	320	0
9430038I01Rik	320.000000	320	0
Vps33a	319.000000	319	0
Ube2d1	319.000000	319	0
Trappc8	319.000000	319	0
Tbc1d9b	319.000000	319	0
Strn	319.000000	319	0
Rars2	319.000000	319	0
Pdcd6ip	319.000000	319	0
Parpbp	319.000000	319	0
Orc3	319.000000	319	0
Nup37	319.000000	319	0
Nudc	319.000000	319	0
Nek6	319.000000	319	0
Mtap	319.000000	319	0
Melk	319.000000	319	0
Manba	319.000000	319	0
Lasp1	319.000000	319	0
Larp1b	319.000000	319	0
Foxo1	319.000000	319	0
Dera	319.000000	319	0
Cstf2	319.000000	319	0
Crocc	319.000000	319	0
Bub1	319.000000	319	0
Atp5g1	319.000000	319	0
Amn1	319.000000	319	0
Usp32	318.000000	318	0
Tvp23a	318.000000	318	0
Tspan33	318.000000	318	0
Tbc1d12	318.000000	318	0
Slc17a5	318.000000	318	0
Pgrmc2	318.000000	318	0
Ola1	318.000000	318	0
Mta2	318.000000	318	0
Mns1	318.000000	318	0
Mier2	318.000000	318	0
Mapre1	318.000000	318	0
Fsd1l	318.000000	318	0
Fam210b	318.000000	318	0
Fam187a	318.000000	318	0
Fam160a2	318.000000	318	0
Fam135a	318.000000	318	0
Eif3m	318.000000	318	0
Eftud2	318.000000	318	0
Cnpy3	318.000000	318	0
Cnga4	318.000000	318	0
Cdc16	318.000000	318	0
Ccdc103	318.000000	318	0
Bhlhb9	318.000000	318	0
Zrsr1	317.000000	317	0
Tmbim6	317.000000	317	0
Tbc1d7	317.000000	317	0
Slc38a9	317.000000	317	0
Rps24	317.000000	317	0
R3hcc1l	317.000000	317	0
Polr3a	317.000000	317	0
Pard6g	317.000000	317	0
Myo1d	317.000000	317	0
Mterf1b	317.000000	317	0
Mfsd8	317.000000	317	0
Mapk15	317.000000	317	0
Hnrnpl	317.000000	317	0
Hmces	317.000000	317	0
Gm5741	317.000000	317	0
Gemin4	317.000000	317	0
Dhps	317.000000	317	0
Dennd6b	317.000000	317	0
Dbil5	317.000000	317	0
Commd1	317.000000	317	0
Chac1	317.000000	317	0
Bckdk	317.000000	317	0
Atp2c1	317.000000	317	0
Arrb2	317.000000	317	0
Anks3	317.000000	317	0
4930451G09Rik	317.000000	317	0
Zpr1	316.000000	316	0
Zfp799	316.000000	316	0
Zdhhc3	316.000000	316	0
Zcchc14	316.000000	316	0
Ttc14	316.000000	316	0
Trmt112	316.000000	316	0
Trim6	316.000000	316	0
Tomm20	316.000000	316	0
Spp1	316.000000	316	0
Snx1	316.000000	316	0
Slc41a1	316.000000	316	0
Rnf38	316.000000	316	0
Prnp	316.000000	316	0
Prn	316.000000	316	0
Prdx5	316.000000	316	0
Pbld2	316.000000	316	0
Nfasc	316.000000	316	0
Mycn	316.000000	316	0
Mrps36	316.000000	316	0
Mri1	316.000000	316	0
Mfsd4b4	316.000000	316	0
Mcm9	316.000000	316	0
Lyst	316.000000	316	0
Lypla1	316.000000	316	0
Lpcat2	316.000000	316	0
Leprotl1	316.000000	316	0
Inf2	316.000000	316	0
Hnrnph3	316.000000	316	0
Fbxw5	316.000000	316	0
Exosc7	316.000000	316	0
Cyld	316.000000	316	0
Ciao2a	316.000000	316	0
Chd4	316.000000	316	0
C8g	316.000000	316	0
Bbx	316.000000	316	0
Apoa5	316.000000	316	0
Acsl1	316.000000	316	0
Acbd3	316.000000	316	0
Zmat5	315.000000	315	0
Uqcr10	315.000000	315	0
Ttc9c	315.000000	315	0
Spata7	315.000000	315	0
Slx4	315.000000	315	0
Serpinb6a	315.000000	315	0
Rpl37	315.000000	315	0
Ripk1	315.000000	315	0
Rfxank	315.000000	315	0
Phospho1	315.000000	315	0
Ndufv2	315.000000	315	0
Ncapg	315.000000	315	0
Mycbp2	315.000000	315	0
Mocs3	315.000000	315	0
Mef2a	315.000000	315	0
Hnrnpul2	315.000000	315	0
Hexim2	315.000000	315	0
Hdhd2	315.000000	315	0
Hars2	315.000000	315	0
Hars	315.000000	315	0
Gm45929	315.000000	315	0
Fnta	315.000000	315	0
Dpm1	315.000000	315	0
Dele1	315.000000	315	0
Cspp1	315.000000	315	0
Cops5	315.000000	315	0
Borcs8	315.000000	315	0
Ascc1	315.000000	315	0
Anapc16	315.000000	315	0
Add1	315.000000	315	0
Smad1	314.000000	314	0
Slc25a42	314.000000	314	0
Slc25a17	314.000000	314	0
Rhot1	314.000000	314	0
Rab3ip	314.000000	314	0
Polr1b	314.000000	314	0
Nkd1	314.000000	314	0
Myo9b	314.000000	314	0
Med25	314.000000	314	0
Kif1b	314.000000	314	0
Ino80e	314.000000	314	0
Hirip3	314.000000	314	0
Haus8	314.000000	314	0
Fuz	314.000000	314	0
Fam177a2	314.000000	314	0
Fam177a	314.000000	314	0
Dusp14	314.000000	314	0
Ythdf2	313.000000	313	0
Trim27	313.000000	313	0
Tmem131l	313.000000	313	0
Tiparp	313.000000	313	0
Thada	313.000000	313	0
Slc35b2	313.000000	313	0
Slc25a38	313.000000	313	0
Rspry1	313.000000	313	0
Ric1	313.000000	313	0
Rbm22	313.000000	313	0
Ranbp2	313.000000	313	0
Psme3ip1	313.000000	313	0
Pop4	313.000000	313	0
Pfn1	313.000000	313	0
Nr4a1	313.000000	313	0
Klc3	313.000000	313	0
Jpt2	313.000000	313	0
Il11ra1	313.000000	313	0
Gatad1	313.000000	313	0
Galt	313.000000	313	0
Eno3	313.000000	313	0
Eif3j2	313.000000	313	0
Eif3j1	313.000000	313	0
Cnep1r1	313.000000	313	0
Ccdc14	313.000000	313	0
Arhgap19	313.000000	313	0
Acvr2a	313.000000	313	0
Zfc3h1	312.000000	312	0
Ubl5	312.000000	312	0
Trmt10b	312.000000	312	0
Thap2	312.000000	312	0
Shprh	312.000000	312	0
Rpl31	312.000000	312	0
Rngtt	312.000000	312	0
Rassf7	312.000000	312	0
Pygo2	312.000000	312	0
Lmntd2	312.000000	312	0
Hprt	312.000000	312	0
Frmd5	312.000000	312	0
Fmnl3	312.000000	312	0
Fbxl12	312.000000	312	0
Dab2ip	312.000000	312	0
Cenpi	312.000000	312	0
Cby3	312.000000	312	0
Bex1	312.000000	312	0
Bbs10	312.000000	312	0
Unc50	311.000000	311	0
Ubap2l	311.000000	311	0
Spry1	311.000000	311	0
Snx21	311.000000	311	0
Slc26a6	311.000000	311	0
Skiv2l	311.000000	311	0
Pdxp	311.000000	311	0
Pank2	311.000000	311	0
Nub1	311.000000	311	0
Nelfe	311.000000	311	0
Mllt1	311.000000	311	0
Hacl1	311.000000	311	0
Glp1r	311.000000	311	0
Gdpd1	311.000000	311	0
Fam227b	311.000000	311	0
Ercc6	311.000000	311	0
Edem2	311.000000	311	0
Dtwd1	311.000000	311	0
Coa5	311.000000	311	0
Cbr4	311.000000	311	0
Btd	311.000000	311	0
Asf1a	311.000000	311	0
Arfgef2	311.000000	311	0
4933434E20Rik	311.000000	311	0
4931414P19Rik	311.000000	311	0
Wdr41	310.000000	310	0
Tpk1	310.000000	310	0
Tomm5	310.000000	310	0
Tlcd3a	310.000000	310	0
Stip1	310.000000	310	0
Sntb2	310.000000	310	0
Slc16a3	310.000000	310	0
Ppp1r15b	310.000000	310	0
Osbpl8	310.000000	310	0
Oaz2	310.000000	310	0
Nt5dc1	310.000000	310	0
Nfyc	310.000000	310	0
Ndufaf3	310.000000	310	0
Kifbp	310.000000	310	0
Kctd12	310.000000	310	0
Efna3	310.000000	310	0
Dalrd3	310.000000	310	0
Aurkb	310.000000	310	0
Zfp973	309.000000	309	0
Zfp965	309.000000	309	0
Zer1	309.000000	309	0
Yeats2	309.000000	309	0
Usp22	309.000000	309	0
Tmem134	309.000000	309	0
Tm2d3	309.000000	309	0
